"property_id","property_name","year_ending","energy_star_score","custom_property_id_1_id","address_1","address_2","city","state_province","postcode","county","property_floor_area_buildings","year_built","primary_property_type_self","date_property_last_modified","service_and_product_provider","energy_star_certification","metered_areas_energy","energy_star_certification_1","energy_star_certification_2","energy_star_certification_3","energy_star_certification_4","target_energy_star_score","energy_alerts","space_alerts","direct_ghg_emissions_mtco2e","indirect_ghg_emissions_mtco2e","total_ghg_emissions_mtco2e","egrid_output_emissions_rate","energy_current_date","water_current_date","electricity_onsite_renewable","electricity_sourced_from","avoided_emissions_offsite","onsite_renewable_system","green_power_offsite_kwh","onsite_renewable_system_1","site_eui_kbtu_ft","site_energy_use_kbtu","national_median_site_eui","target_site_eui_kbtu_ft","weather_normalized_site_eui","electricity_use_grid_purchase","electricity_use_grid_purchase_1","natural_gas_use_kbtu","natural_gas_use_therms","district_steam_use_kbtu","fuel_oil_2_use_kbtu","fuel_oil_4_use_kbtu","fuel_oil_5_6_use_kbtu","diesel_2_use_kbtu","other_use_kbtu","district_chilled_water_use","district_hot_water_use_kbtu","estimated_data_flag","estimated_data_flag_1","estimated_data_flag_natural","estimated_data_flag_district","estimated_data_flag_fuel","estimated_data_flag_fuel_1","estimated_data_flag_fuel_2","estimated_data_flag_diesel","estimated_data_flag_other","estimated_data_flag_district_1","estimated_data_flag_district_2","percent_better_than_national","source_eui_kbtu_ft","source_energy_use_kbtu","weather_normalized_source","national_median_source_eui","percent_better_than_national_1","bank_branch_gross_floor_area","bank_branch_percent_that","bank_branch_computer_density","bank_branch_weekly_operating","bank_branch_worker_density","bank_branch_number_of_workers","hospital_general_medical","hospital_general_medical_1","hospital_general_medical_2","hospital_general_medical_3","hospital_general_medical_4","hospital_general_medical_5","hospital_general_medical_6","hotel_gross_floor_area_ft","hotel_full_service_spa_floor","hotel_gym_fitness_center","hotel_number_of_rooms","hotel_room_density_number","hotel_amount_of_laundry","hotel_type_of_laundry_facility","hotel_percent_that_can_be","hotel_cooking_facilities","hotel_worker_density_number","worship_facility_gross_floor","worship_facility_computer","worship_facility_weekly","worship_facility_cooking","k_12_school_gross_floor_area","k_12_school_high_school","k_12_school_weekend_operation","k_12_school_computer_density","k_12_school_percent_that","k_12_school_refrigeration","k_12_school_cooking_facilities","medical_office_gross_floor","medical_office_number_of","medical_office_percent_that","medical_office_weekly","multifamily_housing_gross","multifamily_housing_number","multifamily_housing_number_1","multifamily_housing_number_2","multifamily_housing_government","multifamily_housing_maximum","multifamily_housing_number_3","multifamily_housing_percent","multifamily_housing_percent_1","multifamily_housing_number_4","multifamily_housing_primary","multifamily_housing_resident","office_gross_floor_area_ft","office_percent_that_can_be","office_computer_density_number","office_weekly_operating_hours","office_worker_density_number","parking_completely_enclosed","parking_gross_floor_area","parking_open_parking_lot","parking_partially_enclosed","residence_hall_dormitory","residence_hall_dormitory_1","residence_hall_dormitory_2","residence_hall_dormitory_3","residence_hall_dormitory_4","retail_store_gross_floor","retail_store_cash_register","retail_store_exterior_entrance","retail_store_worker_density","retail_store_weekly_operating","retail_store_walk_in","retail_store_percent_that","retail_store_computer_density","retail_store_open_or_closed","retail_store_number_of_walk","retail_store_number_of_open","senior_care_community_gross","senior_care_community_average","senior_care_community_number","senior_care_community_number_1","senior_care_community_number_2","senior_care_community_number_3","senior_care_community_number_4","senior_care_community_percent","senior_care_community_number_5","senior_care_community_maximum","senior_care_community_number_6","supermarket_grocery_gross","supermarket_grocery_number","supermarket_grocery_number_1","supermarket_grocery_number_2","supermarket_grocery_percent","supermarket_grocery_cooking","supermarket_grocery_walk","supermarket_grocery_weekly","supermarket_grocery_worker","swimming_pool_approximate","swimming_pool_location_of","swimming_pool_months_in_use","refrigerated_warehouse_gross","refrigerated_warehouse_weekly","refrigerated_warehouse_worker","non_refrigerated_warehouse","non_refrigerated_warehouse_1","non_refrigerated_warehouse_2","non_refrigerated_warehouse_3","non_refrigerated_warehouse_4","non_refrigerated_warehouse_5","data_center_pue","data_center_pdu_input_site","data_center_ups_output_site","data_center_it_source_energy","data_center_national_median","data_center_gross_floor_area","data_center_it_site_energy","data_center_it_energy","indoor_water_use_all_water","indoor_water_intensity_all","outdoor_water_use_all_water","water_alerts","generation_date","release_date","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"2587540","177 East 75th Street","2012-12-31T00:00:00.000","0","Not Available","177 E. 75th Street","Not Available","New York","New York","10021","NEW YORK","145000","1962","Multifamily Housing","20-FEB-13","The Cotocon Group","Not Available","Whole Facility Energy Consumption","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","0","Not Available","""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>Less than One Full Year of Space Attribute Data","14.27","1731.46","1745.73","Not Available","31-DEC-12","31-DEC-12","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","151","21899421.3","Not Available","0","134.7","1585034.69","464547.1","268177.74","2681.8","20046208.89","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","205.7","29830710.7","184.8","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","145000","99","11","4","0","22","99","100","20","220","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","689656","4756.25","Not Available","Not Available","2013-03-01T10:55:18.000","2013-04-22T16:56:25.000","MANHATTAN","40.771974","-73.959817","108","4","128","1043149","1014100033","Upper East Side-Carnegie Hill"
"2587541","MMS422 - South Street","2012-12-31T00:00:00.000","0","BIN: 1003205","220 South Street","Not Available","New York","New York","10002","NEW YORK","255084","1927","Self-Storage","26-FEB-13","None","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","0","Not Available","""Other"" space types must be <=10% of Total Floor Space.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>Less than One Full Year of Space Attribute Data","83.37","775.86","859.23","Not Available","31-DEC-12","31-DEC-12","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","38.5","9830835.1","10","0","39.8","8263723.92","2421958.9","1567111.14","15671.1","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","285.4","114.6","29241603.3","116.9","28","309.3","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","2013-05-13T14:02:14.000","2013-05-13T10:02:13.000","MANHATTAN","40.709452","-73.99433","103","1","8","1003205","1002500001","Chinatown"
"2587543","MMS426 - West 107th street","2012-12-31T00:00:00.000","0","BIN: 1081588","108-110 West 107th street","Not Available","New York","New York","10025","NEW YORK","113886","1921","Self-Storage","26-FEB-13","None","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","0","Not Available","""Other"" space types must be <=10% of Total Floor Space.<br>Using temporary values for Space Use attributes.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>Less than One Full Year of Space Attribute Data","29.68","216.01","245.69","Not Available","31-DEC-12","31-DEC-12","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","25.1","2858679.8","10","0","24.6","2300779.84","674320","557900","5579","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","151","72.6","8268726","69.3","28","159.3","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","2013-05-13T14:02:14.000","2013-05-13T10:02:13.000","MANHATTAN","40.800158","-73.962967","107","7","193","1081588","1018610040","Morningside Heights"
"2587548","MMS428 - East 110th street","2012-12-31T00:00:00.000","0","BIN: 1081440","401-409 East 110th street","Not Available","New York","New York","10029","NEW YORK","222200","1913","Self-Storage","26-FEB-13","None","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","0","Not Available","""Other"" space types must be <=10% of Total Floor Space.<br>Using temporary values for Space Use attributes.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>Less than One Full Year of Space Attribute Data","69.97","494.14","564.11","Not Available","31-DEC-12","31-DEC-12","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","29.6","6578321.5","10","0","29.4","5263095.3","1542525","1315226.21","13152.3","Not Available","0","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","196.1","85.3","18955780.1","82.5","28","204.6","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","360.6","1.62","Not Available","Not Available","2013-05-13T14:02:14.000","2013-05-13T10:02:13.000","MANHATTAN","40.792132","-73.938046","111","8","162","1081440","1017040001","East Harlem South"
"2587768","MMS430 - West 21st street","2012-12-31T00:00:00.000","0","BIN: 1012299","510-520 West 21st street","Not Available","New York","New York","10011","NEW YORK","115124","1928","Self-Storage","26-FEB-13","None","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","0","Not Available","""Other"" space types must be <=10% of Total Floor Space.<br>Using temporary values for Space Use attributes.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>Less than One Full Year of Space Attribute Data","51.99","65.69","117.69","Not Available","31-DEC-12","31-DEC-12","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","12.2","1406441.5","10","0","12.1","699714.76","205074.7","Not Available","Not Available","Not Available","706726.71","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","Not Available","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","22.2","26.5","3050841.3","26.1","28","-5.4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","66.6","0.58","Not Available","Not Available","2013-05-13T14:02:14.000","2013-05-13T10:02:13.000","MANHATTAN","40.746767","-74.005991","104","3","99","1012299","1006920041","Hudson Yards-Chelsea-Flatiron-Union Square"
"2587818","2730 W33 (Oceangate 33)","2012-12-31T00:00:00.000","0","3328935","2730 West 33rd Street","Not Available","Brooklyn","New York","11224","KINGS","195001","1965","Multifamily Housing","26-MAR-13","DSM Engineering Associates, PC","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","0","Not Available","""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>Less than One Full Year of Space Attribute Data","358.17","938.74","1296.91","Not Available","31-JAN-13","01-JAN-00","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","85.8","16731051.8","Not Available","0","92.2","9998612.85","2930425.8","6732438.98","67324.4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","207.4","40444230.5","226.1","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","195001","0","17","0","1","16","200","50","20","385","Natural Gas","No specific resident population","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","2013-05-29T08:02:40.000","2013-05-29T04:02:38.000","BROOKLYN","40.578674","-74.000299","313","47","330","3328935","3069630003","Seagate-Coney Island"
"2587898","MMS432 - West 21st street","2012-12-31T00:00:00.000","0","BIN: 1012309","531-539 West 21st street","Not Available","New York","New York","10011","NEW YORK","91958","1921","Self-Storage","26-FEB-13","None","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","0","Data > 120 days old<br>","""Other"" space types must be <=10% of Total Floor Space.<br>Using temporary values for Space Use attributes.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>Less than One Full Year of Space Attribute Data","24.25","105.73","129.98","Not Available","31-DEC-12","31-DEC-12","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","17.2","1582018.9","10","0","19.2","1126125.6","330048.5","455893.33","4558.9","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","72","46.1","4238579.8","51.1","28","64.6","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Gaps between meter entries<br>","2013-05-13T14:02:14.000","2013-05-13T10:02:13.000","MANHATTAN","40.746918","-74.006301","104","3","99","1012309","1006930014","Hudson Yards-Chelsea-Flatiron-Union Square"
"2587913","MMS434 - 5030 Broadway","2012-12-31T00:00:00.000","0","BIN: 1064883","5020-5030 Broadway","Not Available","New York","New York","10034","NEW YORK","361702","1960","Self-Storage","26-APR-13","None","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","Not Available","Less than 1 year of data<br>> 65 days in electrical meter entry<br>","""Other"" space types must be <=10% of Total Floor Space.<br>Using default values for Space Use attributes.<br>Weekly operating hours is much lower than normal for Vacant - Middle Retail.<br> Less than 50% of the Total Floor Space can be benchmarked.<br>","Not Available","Not Available","Not Available","Not Available","31-DEC-12","31-DEC-12","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","28","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","81446","100","3.2","85","3.33","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","10031","0.07","1","0.07","3","0","3.42","0.07","0.03","0","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","645.2","1.78","Not Available","Not Available","2013-05-13T14:02:14.000","2013-05-13T10:02:13.000","MANHATTAN","40.8689","-73.917546","112","10","303","1064883","1022310001","Marble Hill-Inwood"
"2587952","26 CT ASSOCIATES LLC","2012-12-31T00:00:00.000","92","BIN # 3002094","26 CT STREET","Not Available","NEW YORK","New York","11242","KINGS","293000","1930","Office","13-MAR-13","None","Not Available","Whole Facility Energy Consumption","Eligible","No Status Available","Not Available","Not Available","0","Not Available","Not Available","415.02","1291.98","1707","Not Available","31-DEC-12","31-DEC-12","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","73.6","21562085.9","145.1","0","76.3","13760956.88","4033105.8","7801129.03","78011.3","Not Available","Not Available","Not Available","0","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","No","Not Available","Not Available","Not Available","Not Available","-49.3","184.7","54129378.1","184.6","364.3","-49.3","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","293000","100","4.44","168","4.44","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","2013-03-14T10:40:34.000","2013-03-14T06:40:33.000",,,,,,,,,
"2587985","RYAN LLC","2012-12-31T00:00:00.000","53","Not Available","130 WEST 42ND STREET","Not Available","NEW YORK","New York","10036","NEW YORK","210000","1918","Office","10-APR-13","None","Not Available","Whole Facility Energy Consumption","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","0","Not Available","Not Available","397.75","1170.51","1568.27","Not Available","31-DEC-12","30-NOV-11","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","85.1","17874205.9","88.4","0","83.6","12467171.46","3653919","1354.23","13.5","Not Available","Not Available","5405680.18","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","-3.7","224.3","47101507.6","219.4","233","-3.7","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","210000","100","0.45","70","0.5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","2013-04-12T10:42:29.000","2013-04-12T06:42:28.000","MANHATTAN","40.755278","-73.985172","105","4","113","1022577","1009940045","Midtown-Midtown South"
