"complaintid","srnumber","complainttype","boro","block","lot","number","street","city","state","postcode","unit","initialinspectiondate","initialinspectionresults","ordermailingdate","postinginspectiondate","followupinspectiondate","daysbetween","closeddate","reinspectiondate","reinspectionresult","novnumber","novcode","novdate","novdescription"
"10492","1720304751","Defacement","Queens","9158","48","10527","91ST ST.","JAMAICA","NY","11417-1332",,"2019-05-23T00:00:00.000","Fail","2019-05-30T00:00:00.000",,"2019-06-29T00:00:00.000","30","2019-07-08T00:00:00.000","2019-07-08T00:00:00.000","Pass",,,,
"10493","1718097850","Defacement","Queens","11589","53","15552","LAHN ST.","JAMAICA","NY","11414-2857",,"2019-05-23T00:00:00.000","Fail","2019-05-30T00:00:00.000",,"2019-06-29T00:00:00.000","30","2019-07-08T00:00:00.000","2019-07-08T00:00:00.000","Pass",,,,
"10494","1718097851","Defacement","Queens","11589","55","15556","LAHN ST.","JAMAICA","NY","11414-2857",,"2019-05-23T00:00:00.000","Fail","2019-05-30T00:00:00.000",,"2019-06-29T00:00:00.000","30","2019-07-08T00:00:00.000","2019-07-08T00:00:00.000","Pass",,,,
"10495","1723066429","Defacement","Bronx","2688","73","879","MACY PL.","BRONX","NY","10455-1852",,"2019-05-21T00:00:00.000","Fail","2019-05-30T00:00:00.000",,"2019-06-29T00:00:00.000","30",,,,,,,
"10496","1723574021","Defacement","Manhattan","1485","48","502","E. 74TH ST.","NEW YORK","NY","10021-3402",,"2019-05-24T00:00:00.000","Fail","2019-05-30T00:00:00.000",,"2019-06-29T00:00:00.000","30","2019-07-23T00:00:00.000","2019-07-23T00:00:00.000","Pass",,,,
"10497","1727092171","Defacement","Staten Island","3117","19","33","AUSTIN AVE.","STATEN ISLAND","NY","10305-4501",,"2019-05-28T00:00:00.000","Fail","2019-05-30T00:00:00.000",,"2019-06-29T00:00:00.000","30",,,,,,,
"10498","1727092172","Defacement","Staten Island","3117","17","33","AUSTIN AVE.","STATEN ISLAND","NY","10305-4501",,"2019-05-28T00:00:00.000","Fail","2019-05-30T00:00:00.000",,"2019-06-29T00:00:00.000","30","2019-08-12T00:00:00.000","2019-08-12T00:00:00.000","Pass",,,,
"10499","1722419612","Defacement","Staten Island","3117","16","37","AUSTIN AVE.","STATEN ISLAND","NY","10305-4501",,"2019-05-22T00:00:00.000","Fail","2019-05-30T00:00:00.000",,"2019-06-29T00:00:00.000","30","2019-08-12T00:00:00.000","2019-08-12T00:00:00.000","Pass",,,,
"1050","050554600","Defacement","Brooklyn","3345","18","1536","GATES AVENUE","BROOKLYN","NY","11237",,"2015-01-08T00:00:00.000","Fail","2015-01-13T00:00:00.000",,"2015-02-12T00:00:00.000","30","2015-06-21T00:00:00.000","2015-06-21T00:00:00.000","Pass",,,,
"10500","1724633619","Defacement","Queens","6014","14","2827","BELL BLVD.","FLUSHING","NY","11360-2541",,"2019-05-28T00:00:00.000","Fail","2019-05-30T00:00:00.000",,"2019-06-29T00:00:00.000","30","2019-07-08T00:00:00.000","2019-07-08T00:00:00.000","Pass",,,,
"10501","1727092170","Defacement","Queens","10045","2","14404","106TH AVE.","JAMAICA","NY","11435-5002",,"2019-05-28T00:00:00.000","Fail","2019-05-30T00:00:00.000",,"2019-06-29T00:00:00.000","30","2019-07-08T00:00:00.000","2019-07-08T00:00:00.000","Pass",,,,
"10502","1721137008","Defacement","Queens","3933","59","526","117TH ST.","FLUSHING","NY","11356-1024",,"2019-05-28T00:00:00.000","Fail","2019-05-30T00:00:00.000",,"2019-06-29T00:00:00.000","30","2019-07-08T00:00:00.000","2019-07-08T00:00:00.000","Pass",,,,
"10503","1718611686","Defacement","Queens","9185","46","10215","86TH AVE.","JAMAICA","NY","11418-1517",,"2019-05-28T00:00:00.000","Fail","2019-05-30T00:00:00.000",,"2019-06-29T00:00:00.000","30",,"2019-07-09T00:00:00.000","Fail","206273183","D31","2019-07-09T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10504","1719420386","Defacement","Queens","10045","4","14410","106TH AVE.","JAMAICA","NY","11435-5002",,"2019-05-28T00:00:00.000","Fail","2019-05-30T00:00:00.000",,"2019-06-29T00:00:00.000","30","2019-07-08T00:00:00.000","2019-07-08T00:00:00.000","Pass",,,,
"10505","1716036030","Defacement","Manhattan","716","13","443","W. 18TH ST.","NEW YORK","NY","10011-3817",,"2019-05-24T00:00:00.000","Fail","2019-05-30T00:00:00.000",,"2019-06-29T00:00:00.000","30",,"2019-05-24T00:00:00.000","Fail","206274669","D31","2019-05-24T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10506","1724042501","Defacement","Queens","8920","8","8516","88TH AVE.","JAMAICA","NY","11421-2412",,"2019-05-28T00:00:00.000","Fail","2019-05-30T00:00:00.000",,"2019-06-29T00:00:00.000","30","2019-07-09T00:00:00.000","2019-07-09T00:00:00.000","Pass",,,,
"10507","1727092620","Defacement","Queens","5361","29","40-02","Francis Lewis Blvd",,"NY",,,"2019-05-28T00:00:00.000","Fail","2019-05-30T00:00:00.000",,"2019-06-29T00:00:00.000","30","2019-07-08T00:00:00.000","2019-07-08T00:00:00.000","Pass",,,,
"10508","1721767701","Defacement","Manhattan","1411","1","855","PARK AVENUE","NEW YORK","NY","10075",,"2019-05-28T00:00:00.000","Pass",,,,"30","2019-05-28T00:00:00.000",,,,,,
"10509","1717345001","Defacement","Manhattan","1411","1","855","PARK AVENUE","NEW YORK","NY","10075",,"2019-05-28T00:00:00.000","Pass",,,,"30","2019-05-28T00:00:00.000",,,,,,
"1051","050502571","Defacement","Queens","9413","33","95-60","112 STREET","JAMAICA","NY","11419",,"2015-01-02T00:00:00.000","Fail","2015-01-13T00:00:00.000",,"2015-02-12T00:00:00.000","30","2015-05-06T00:00:00.000","2015-05-06T00:00:00.000","Pass",,,,
"10510","1717344351","Defacement","Manhattan","1407","163","124","E. 73RD ST.","NEW YORK","NY","10021-4208",,"2019-05-24T00:00:00.000","Pass",,,,"30","2019-05-24T00:00:00.000",,,,,,
"10511","1723097885","Defacement","Queens","7832","65","22443","76TH RD.","FLUSHING","NY","11364-3013",,"2019-06-28T00:00:00.000","Pass",,,,"30","2019-06-28T00:00:00.000",,,,,,
"10512","1724845441","Defacement","Queens","8964","35","8055","90TH RD.","JAMAICA","NY","11421-2945",,"2019-05-28T00:00:00.000","Fail",,,,"30",,,,,,,
"10513","1718274581","Defacement","Manhattan","1446","23","1325","1 AVENUE","NEW YORK","NY","10021",,"2019-05-22T00:00:00.000","Pass",,,,"30","2019-05-22T00:00:00.000",,,,,,
"10514","1722564921","Defacement","Manhattan","1384","69","2","E. 70TH ST.","NEW YORK","NY","10021-4913",,"2019-05-24T00:00:00.000","Pass",,,,"30","2019-05-24T00:00:00.000",,,,,,
"10515","1724050071","Defacement","Manhattan","1386","52","867","MADISON AVE.","NEW YORK","NY","10021-4103",,"2019-05-24T00:00:00.000","Pass",,,,"30","2019-05-24T00:00:00.000",,,,,,
"10516","1719525341","Defacement","Manhattan","1446","38","340","E. 72ND ST.","NEW YORK","NY","10021-4768",,"2019-05-24T00:00:00.000","Pass",,,,"30","2019-05-24T00:00:00.000",,,,,,
"10517","1713953981","Defacement","Manhattan","1446","23","1325","1 AVENUE","NEW YORK","NY","10021",,"2019-05-24T00:00:00.000","Pass",,,,"30","2019-05-24T00:00:00.000",,,,,,
"10518","1719511851","Defacement","Manhattan","1467","1","1344","1ST AVE.","NEW YORK","NY","10021-4404",,"2019-05-24T00:00:00.000","Pass",,,,"30","2019-05-24T00:00:00.000",,,,,,
"10519","1723595431","Defacement","Manhattan","1469","10","425","E. 74TH ST.","NEW YORK","NY","10021-3951",,"2019-05-24T00:00:00.000","Pass",,,,"30","2019-05-24T00:00:00.000",,,,,,
"1052","046114913","Defacement","Manhattan","864","7502","355","5 AVENUE","NEW YORK","NY","10016",,"2015-01-07T00:00:00.000","Fail","2015-01-13T00:00:00.000",,"2015-02-12T00:00:00.000","30","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","Pass",,,,
"10520","1721245891","Defacement","Manhattan","1391","34","840","PARK AVE.","NEW YORK","NY","10075-1855",,"2019-05-28T00:00:00.000","Pass",,,,"30","2019-05-28T00:00:00.000",,,,,,
"10521","1719561981","Defacement","Manhattan","1412","1","865","PARK AVE.","NEW YORK","NY","10075-0342",,"2019-05-28T00:00:00.000","Pass",,,,"30","2019-05-28T00:00:00.000",,,,,,
"10522","1719568691","Defacement","Manhattan","1392","1","962","5 AVENUE","NEW YORK","NY","10075",,"2019-05-28T00:00:00.000","Pass",,,,"30","2019-05-28T00:00:00.000",,,,,,
"10523","311-00314336","Defacement","Bronx","2347","8","572","WALTON AVE.","BRONX","NY","10451-5238",,"2019-05-30T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-13T00:00:00.000","2019-08-13T00:00:00.000","Pass",,,,
"10524","1726699500","Defacement","Bronx","2347","10","136","E. 150TH ST.","BRONX","NY","10451-5251",,"2019-05-30T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-09T00:00:00.000","2019-08-09T00:00:00.000","Pass",,,,
"10525","1727555319","Defacement","Bronx","3144","3","2084","VALENTINE AVE.","BRONX","NY","10457-3004",,"2019-05-30T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-09T00:00:00.000","2019-08-09T00:00:00.000","Pass",,,,
"10526","1731646761","Defacement","Bronx","3794","1","1236","VIRGINIA AVE.","BRONX","NY","10472-4905",,"2019-05-30T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-07-19T00:00:00.000","2019-07-19T00:00:00.000","Pass",,,,
"10527","1727063379","Defacement","Bronx","5537","85","909","HUNTINGTON AVE.","BRONX","NY","10465-1941",,"2019-05-30T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-09T00:00:00.000","2019-08-09T00:00:00.000","Pass",,,,
"10528","1724761349","Defacement","Bronx","4097","37","983","PIERCE AVE.","BRONX","NY","10462-4011",,"2019-05-30T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-13T00:00:00.000","2019-08-13T00:00:00.000","Pass",,,,
"10529","1724848594","Defacement","Bronx","4271","63","1960","LURTING AVE.","BRONX","NY","10461-1306",,"2019-05-30T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-07-09T00:00:00.000","2019-07-09T00:00:00.000","Pass",,,,
"1053","008426141","Defacement","Bronx","3239","31","2682","BAILEY AVENUE","BRONX","NY","10463",,"2015-01-14T00:00:00.000","Fail","2015-01-30T00:00:00.000",,"2015-03-01T00:00:00.000","30",,"2015-05-14T00:00:00.000","Fail","187326105","D31","2015-05-14T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10530","1724086000","Defacement","Bronx","4698","54","3653","LACONIA AVE.","BRONX","NY","10469-1438",,"2019-05-30T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-15T00:00:00.000","2019-08-15T00:00:00.000","Pass",,,,
"10531","1726390955","Defacement","Bronx","4330","66","1073","ESPLANADE AVE.","BRONX","NY","10461-1207",,"2019-05-30T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-13T00:00:00.000","2019-08-13T00:00:00.000","Pass",,,,
"10532","1726699504","Defacement","Bronx","4271","62","1958","LURTING AVE.","BRONX","NY","10461-1300",,"2019-05-30T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-07-09T00:00:00.000","2019-07-09T00:00:00.000","Pass",,,,
"10533","1723118081","Defacement","Brooklyn","6024","27","250","84TH ST.","BROOKLYN","NY","11209-4316",,"2019-05-30T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-07T00:00:00.000","2019-08-07T00:00:00.000","Pass",,,,
"10534","1723095101","Defacement","Brooklyn","575","24","378","VAN BRUNT STREET","BROOKLYN","NY","11231",,"2019-05-30T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-08T00:00:00.000","2019-08-08T00:00:00.000","Pass",,,,
"10535","1726699503","Defacement","Brooklyn","3886","16","238","HIGHLAND BLVD.","BROOKLYN","NY","11207-1922",,"2019-05-30T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-08T00:00:00.000","2019-08-08T00:00:00.000","Pass",,,,
"10536","1726699502","Defacement","Brooklyn","3886","18","242","HIGHLAND BLVD.","BROOKLYN","NY","11207-1922",,"2019-05-30T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-08T00:00:00.000","2019-08-08T00:00:00.000","Pass",,,,
"10537","1722244511","Defacement","Brooklyn","3886","19","248","HIGHLAND BLVD.","BROOKLYN","NY","11207-1922",,"2019-05-30T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-08T00:00:00.000","2019-08-08T00:00:00.000","Pass",,,,
"10538","1718097853","Defacement","Brooklyn","5518","67","1729","61ST ST.","BROOKLYN","NY","11204-2218",,"2019-05-31T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-07T00:00:00.000","2019-08-07T00:00:00.000","Pass",,,,
"10539","1718097852","Defacement","Brooklyn","5119","43","225","MARLBOROUGH RD.","BROOKLYN","NY","11226-4509","1","2019-05-31T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-07T00:00:00.000","2019-08-07T00:00:00.000","Pass",,,,
"1054","054028003","Defacement","Bronx","3249","54","84","WEST  197 STREET","BRONX","NY","10468",,"2015-01-15T00:00:00.000","Fail","2015-01-30T00:00:00.000",,"2015-03-01T00:00:00.000","30","2015-05-14T00:00:00.000","2015-05-14T00:00:00.000","Pass",,,,
"10540","1723412494","Defacement","Brooklyn","5144","32","306","RUGBY RD.","BROOKLYN","NY","11226-4552",,"2019-05-31T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-07T00:00:00.000","2019-08-07T00:00:00.000","Pass",,,,
"10541","1722281751","Defacement","Brooklyn","4780","47","4911","FOSTER AVE.","BROOKLYN","NY","11203-5825",,"2019-05-31T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-08T00:00:00.000","2019-08-08T00:00:00.000","Pass",,,,
"10542","1723881723","Defacement","Bronx","5352","23","2830","LASALLE AVE.","BRONX","NY","10461-5916",,"2019-06-01T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-13T00:00:00.000","2019-08-13T00:00:00.000","Pass",,,,
"10543","1723881722","Defacement","Bronx","5352","24","2832","LASALLE AVE.","BRONX","NY","10461-5916",,"2019-06-01T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-09T00:00:00.000","2019-08-09T00:00:00.000","Pass",,,,
"10544","1723881721","Defacement","Bronx","3381","30","4373","KATONAH AVE.","BRONX","NY","10470-1719",,"2019-06-01T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-15T00:00:00.000","2019-08-15T00:00:00.000","Pass",,,,
"10545","1723881720","Defacement","Bronx","3381","29","4375","KATONAH AVE.","BRONX","NY","10470-1719",,"2019-06-01T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-15T00:00:00.000","2019-08-15T00:00:00.000","Pass",,,,
"10546","1723116901","Defacement","Brooklyn","7719","61","1732","E. 37TH ST.","BROOKLYN","NY","11234-4406",,"2019-06-02T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-07T00:00:00.000","2019-08-07T00:00:00.000","Pass",,,,
"10547","1731110361","Defacement","Brooklyn","963","13","243","6TH AVE.","BROOKLYN","NY","11215-2104",,"2019-06-05T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-08T00:00:00.000","2019-08-08T00:00:00.000","Pass",,,,
"10548","1725524772","Defacement","Brooklyn","960","1","235","6 AVENUE","BROOKLYN","NY","11215",,"2019-06-05T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-09T00:00:00.000","2019-08-09T00:00:00.000","Pass",,,,
"10549","1737607863","Defacement","Brooklyn","963","18","712","CARROLL ST.","BROOKLYN","NY","11215-2102",,"2019-06-05T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-08T00:00:00.000","2019-08-08T00:00:00.000","Pass",,,,
"1055","053978541","Defacement","Bronx","5003","43","4112","DIGNEY AVENUE","BRONX","NY","10466",,"2015-01-15T00:00:00.000","Fail","2015-01-30T00:00:00.000",,"2015-03-01T00:00:00.000","30",,"2015-05-14T00:00:00.000","Fail","187326114","D31","2015-05-14T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10550","1727078001","Defacement","Brooklyn","963","16","710","CARROLL ST.","BROOKLYN","NY","11215-2102",,"2019-06-05T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-08T00:00:00.000","2019-08-08T00:00:00.000","Pass",,,,
"10551","1729144241","Defacement","Brooklyn","187","32","69","DEAN ST.","BROOKLYN","NY","11201-6245",,"2019-06-05T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-06-24T00:00:00.000","2019-06-24T00:00:00.000","Pass",,,,
"10552","1729544017","Defacement","Brooklyn","1501","1","654","MACDONOUGH ST.","BROOKLYN","NY","11233-1647","6","2019-06-05T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30",,"2019-08-08T00:00:00.000","Fail","206263045","D31","2019-08-08T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10553","1730624302","Defacement","Brooklyn","1604","19","1110","DEKALB AVE.","BROOKLYN","NY","11221-3016",,"2019-06-05T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30",,"2019-08-07T00:00:00.000","Fail","206263072","D31","2019-08-07T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10554","1727123375","Defacement","Brooklyn","1604","20","1112","DEKALB AVENUE","BROOKLYN","NY","11221",,"2019-06-05T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-07T00:00:00.000","2019-08-07T00:00:00.000","Pass",,,,
"10555","1722392811","Defacement","Brooklyn","3170","1","1171","MYRTLE AVE.","BROOKLYN","NY","11206-6007",,"2019-06-05T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-08T00:00:00.000","2019-08-08T00:00:00.000","Pass",,,,
"288","957828219","Defacement","Brooklyn","681","55","209","33 STREET","BROOKLYN","NY","11232",,"2014-05-01T00:00:00.000","Fail",,,,"30",,,,,,,
"10556","1730624301","Defacement","Brooklyn","4211","11","115","CRYSTAL ST.","BROOKLYN","NY","11208-2635",,"2019-06-05T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-08T00:00:00.000","2019-08-08T00:00:00.000","Pass",,,,
"10557","1730624300","Defacement","Brooklyn","4211","9","119","CRYSTAL ST.","BROOKLYN","NY","11208-2635",,"2019-06-05T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-08T00:00:00.000","2019-08-08T00:00:00.000","Pass",,,,
"10558","1729610221","Defacement","Brooklyn","4375","70","890","SCHENCK AVE.","BROOKLYN","NY","11207-8654",,"2019-06-05T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30",,"2019-08-08T00:00:00.000","Fail","206263063","D31","2019-08-08T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10559","1728134395","Defacement","Brooklyn","3285","29","82","HARMAN ST.","BROOKLYN","NY","11221-3818",,"2019-06-05T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30",,"2019-08-08T00:00:00.000","Fail","206263036","D31","2019-08-08T00:00:00.000","Defacement of roadway, sidewalk or curb"
"1056","057499723","Defacement","Manhattan","1309","23","641","LEXINGTON AVENUE","NEW YORK","NY","10022",,"2015-01-23T00:00:00.000","Fail","2015-01-30T00:00:00.000",,"2015-03-01T00:00:00.000","30","2015-05-11T00:00:00.000","2015-05-11T00:00:00.000","Pass",,,,
"10560","1727073711","Defacement","Brooklyn","4211","8","121","CRYSTAL ST.","BROOKLYN","NY","11208-2635",,"2019-06-05T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-08T00:00:00.000","2019-08-08T00:00:00.000","Pass",,,,
"10561","1725338528","Defacement","Brooklyn","2231","24","90","HEYWARD ST.","BROOKLYN","NY","11206-5407",,"2019-06-05T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-07T00:00:00.000","2019-08-07T00:00:00.000","Pass",,,,
"10562","1719041701","Defacement","Queens","9247","1","8417","125TH ST.","JAMAICA","NY","11415-2203",,"2019-06-06T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30",,"2019-08-02T00:00:00.000","Fail","206273192","D31","2019-08-02T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10563","1725958081","Defacement","Brooklyn","6254","29","1154","78TH ST.","BROOKLYN","NY","11228-2624",,"2019-06-06T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-07T00:00:00.000","2019-08-07T00:00:00.000","Pass",,,,
"10564","1725958080","Defacement","Brooklyn","6254","30","1158","78TH ST.","BROOKLYN","NY","11228-2624",,"2019-06-06T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-07T00:00:00.000","2019-08-07T00:00:00.000","Pass",,,,
"10565","1726913322","Defacement","Brooklyn","5997","30","356","81ST ST.","BROOKLYN","NY","11209-3807",,"2019-06-06T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-07T00:00:00.000","2019-08-07T00:00:00.000","Pass",,,,
"10566","1736817875","Defacement","Brooklyn","8054","68","1150","E. 89TH ST.","BROOKLYN","NY","11236-4713",,"2019-06-10T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-07T00:00:00.000","2019-08-07T00:00:00.000","Pass",,,,
"10567","1727284601","Defacement","Brooklyn","7844","56","2028","SCHENECTADY AVE.","BROOKLYN","NY","11234-3131",,"2019-06-10T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-08T00:00:00.000","2019-08-08T00:00:00.000","Pass",,,,
"10568","1724817611","Defacement","Brooklyn","6552","1","6309","BAY PKWY.","BROOKLYN","NY","11204-3255","82","2019-06-06T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30",,"2019-08-07T00:00:00.000","Fail","206273210","D31","2019-08-07T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10569","1729069781","Defacement","Brooklyn","6186","35","2172","71ST ST.","BROOKLYN","NY","11204-5525",,"2019-06-06T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-07T00:00:00.000","2019-08-07T00:00:00.000","Pass",,,,
"1057","053380141","Defacement","Queens","9438","14","94-24","121 STREET","JAMAICA","NY","11419",,"2015-01-17T00:00:00.000","Fail","2015-01-30T00:00:00.000",,"2015-03-01T00:00:00.000","30","2015-04-22T00:00:00.000","2015-04-22T00:00:00.000","Pass",,,,
"10570","1729079351","Defacement","Brooklyn","6186","34","2168","71ST ST.","BROOKLYN","NY","11204-5525",,"2019-06-06T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-07T00:00:00.000","2019-08-07T00:00:00.000","Pass",,,,
"10571","1729066861","Defacement","Brooklyn","6175","67","2129","71ST ST.","BROOKLYN","NY","11204-5526",,"2019-06-06T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-07T00:00:00.000","2019-08-07T00:00:00.000","Pass",,,,
"10572","1729033348","Defacement","Brooklyn","6888","47","196","BAY 34TH ST.","BROOKLYN","NY","11214-5712",,"2019-06-06T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-07T00:00:00.000","2019-08-07T00:00:00.000","Pass",,,,
"10573","1730624303","Defacement","Brooklyn","2231","23","88","HEYWARD ST.","BROOKLYN","NY","11206-5407",,"2019-06-05T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-07T00:00:00.000","2019-08-07T00:00:00.000","Pass",,,,
"10574","1725013171","Defacement","Brooklyn","339","27","328","COURT ST.","BROOKLYN","NY","11231-4334",,"2019-06-05T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30",,"2019-08-08T00:00:00.000","Fail","206263054","D31","2019-08-08T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10575","1728162271","Defacement","Brooklyn","7689","90","1518","E. 29TH ST.","BROOKLYN","NY","11229-1898",,"2019-06-06T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-07T00:00:00.000","2019-08-07T00:00:00.000","Pass",,,,
"10576","1731110362","Defacement","Brooklyn","7689","91","1520","E. 29TH ST.","BROOKLYN","NY","11229-1898",,"2019-06-06T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-08-07T00:00:00.000","2019-08-07T00:00:00.000","Pass",,,,
"10577","1725456683","Defacement","Brooklyn","7355","1","2202","AVENUE U.","BROOKLYN","NY","11229-3648",,"2019-06-06T00:00:00.000","Pass","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30","2019-06-06T00:00:00.000",,,,,,
"10578","1724335181","Defacement","Brooklyn","7462","25","2644","E. 18TH ST.","BROOKLYN","NY","11235-3602",,"2019-06-06T00:00:00.000","Fail","2019-06-12T00:00:00.000",,"2019-07-12T00:00:00.000","30",,"2019-08-07T00:00:00.000","Fail","206273220","D31","2019-08-07T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10579","1730456991","Defacement","Brooklyn","4294","116","669","WILLIAMS AVE.","BROOKLYN","NY","11207-6728",,"2019-06-05T00:00:00.000","Pass",,,,"30","2019-06-05T00:00:00.000",,,,,,
"1058","054950846","Defacement","Brooklyn","7293","26","1952","EAST   15 STREET","BROOKLYN","NY","11229",,"2015-01-17T00:00:00.000","Fail","2015-01-30T00:00:00.000",,"2015-03-01T00:00:00.000","30","2015-05-13T00:00:00.000","2015-05-13T00:00:00.000","Pass",,,,
"10580","1728083854","Defacement","Brooklyn","6651","12","1714","W. 5TH ST.","BROOKLYN","NY","11223-1485",,"2019-06-06T00:00:00.000","Pass",,,,"30","2019-06-06T00:00:00.000",,,,,,
"10581","1728144305","Defacement","Brooklyn","6651","13","1718","W. 5TH ST.","BROOKLYN","NY","11223-1472",,"2019-06-06T00:00:00.000","Pass",,,,"30","2019-06-06T00:00:00.000",,,,,,
