"complaintid","srnumber","complainttype","boro","block","lot","number","street","city","state","postcode","unit","initialinspectiondate","initialinspectionresults","ordermailingdate","postinginspectiondate","followupinspectiondate","daysbetween","closeddate","reinspectiondate","reinspectionresult","novnumber","novcode","novdate","novdescription"
"10056","1690132111","Defacement","Brooklyn","8673","55","3048","BRIGHTON 4TH ST.","BROOKLYN","NY","11235-6445",,"2019-03-11T00:00:00.000","Fail","2019-03-19T00:00:00.000",,"2019-04-18T00:00:00.000","30","2019-04-24T00:00:00.000","2019-04-24T00:00:00.000","Pass",,,,
"10057","1688648861","Defacement","Queens","2852","31","8652","QUEENS BLVD.","FLUSHING","NY","11373-4428",,"2019-03-07T00:00:00.000","Fail","2019-03-19T00:00:00.000",,"2019-04-18T00:00:00.000","30","2019-04-23T00:00:00.000","2019-04-23T00:00:00.000","Pass",,,,
"10058","1691067424","Defacement","Queens","586","49","3224","30TH ST.","LONG ISLAND CITY","NY","11106-2959",,"2019-03-07T00:00:00.000","Fail","2019-03-19T00:00:00.000",,"2019-04-18T00:00:00.000","30","2019-04-24T00:00:00.000","2019-04-24T00:00:00.000","Pass",,,,
"10059","1690369821","Defacement","Queens","1775","8","10428","38TH AVE.","FLUSHING","NY","11368-5221",,"2019-03-07T00:00:00.000","Fail","2019-03-19T00:00:00.000",,"2019-04-18T00:00:00.000","30","2019-04-15T00:00:00.000","2019-04-15T00:00:00.000","Pass",,,,
"1006","048027430","Defacement","Brooklyn","8501","42","3400","FILLMORE AVENUE","BROOKLYN","NY","11234",,"2014-12-26T00:00:00.000","Fail","2015-01-05T00:00:00.000",,"2015-02-04T00:00:00.000","30","2015-05-14T00:00:00.000","2015-05-14T00:00:00.000","Pass",,,,
"10060","1690369820","Defacement","Queens","1775","7","10424","38TH AVE.","FLUSHING","NY","11368-2099",,"2019-03-07T00:00:00.000","Fail","2019-03-19T00:00:00.000",,"2019-04-18T00:00:00.000","30","2019-04-15T00:00:00.000","2019-04-15T00:00:00.000","Pass",,,,
"10061","1687781581","Defacement","Queens","1775","6","10422","38TH AVE.","FLUSHING","NY","11368-5200",,"2019-03-07T00:00:00.000","Fail","2019-03-19T00:00:00.000",,"2019-04-18T00:00:00.000","30","2019-04-15T00:00:00.000","2019-04-15T00:00:00.000","Pass",,,,
"10062","1688747400","Defacement","Queens","8092","5","4360","DOUGLASTON PKWY.","FLUSHING","NY","11363-1838",,"2019-03-08T00:00:00.000","Fail","2019-03-19T00:00:00.000",,"2019-04-18T00:00:00.000","30","2019-04-19T00:00:00.000","2019-04-19T00:00:00.000","Pass",,,,
"10063","1689462141","Defacement","Brooklyn","7696","67","1504","E. 35TH ST.","BROOKLYN","NY","11234-3439",,"2019-03-11T00:00:00.000","Fail","2019-03-19T00:00:00.000",,"2019-04-18T00:00:00.000","30",,"2019-04-25T00:00:00.000","Fail","206271167","D31","2019-04-25T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10064","1688986571","Defacement","Queens","2398","75","5516","69TH ST.","FLUSHING","NY","11378-1807",,"2019-03-08T00:00:00.000","Fail","2019-03-19T00:00:00.000",,"2019-04-18T00:00:00.000","30","2019-04-23T00:00:00.000","2019-04-23T00:00:00.000","Pass",,,,
"10065","1686864841","Defacement","Queens","8845","19","7640","85TH RD.","JAMAICA","NY","11421-1014",,"2019-03-08T00:00:00.000","Fail","2019-03-19T00:00:00.000",,"2019-04-18T00:00:00.000","30","2019-04-19T00:00:00.000","2019-04-19T00:00:00.000","Pass",,,,
"10066","1686858951","Defacement","Queens","8845","21","7642","85TH RD.","JAMAICA","NY","11421-1014",,"2019-03-08T00:00:00.000","Fail","2019-03-19T00:00:00.000",,"2019-04-18T00:00:00.000","30","2019-04-19T00:00:00.000","2019-04-19T00:00:00.000","Pass",,,,
"10067","1686871221","Defacement","Queens","8845","23","7648","85TH RD.","JAMAICA","NY","11421-1014",,"2019-03-08T00:00:00.000","Fail","2019-03-19T00:00:00.000",,"2019-04-18T00:00:00.000","30","2019-04-19T00:00:00.000","2019-04-19T00:00:00.000","Pass",,,,
"10068","1689343500","Defacement","Queens","8845","22","7644","85TH RD.","JAMAICA","NY","11421-1014",,"2019-03-08T00:00:00.000","Fail","2019-03-19T00:00:00.000",,"2019-04-18T00:00:00.000","30","2019-04-19T00:00:00.000","2019-04-19T00:00:00.000","Pass",,,,
"10069","1689271540","Defacement","Brooklyn","409","41","244","HOYT ST.","BROOKLYN","NY","11217-2958",,"2019-03-07T00:00:00.000","Fail","2019-03-19T00:00:00.000",,"2019-04-18T00:00:00.000","30","2019-04-24T00:00:00.000","2019-04-24T00:00:00.000","Pass",,,,
"1007","046391206","Defacement","Brooklyn","7223","55","2555","HUBBARD STREET","BROOKLYN","NY","11235",,"2014-12-26T00:00:00.000","Fail","2015-01-05T00:00:00.000",,"2015-02-04T00:00:00.000","30","2015-05-14T00:00:00.000","2015-05-14T00:00:00.000","Pass",,,,
"10070","1684965826","Defacement","Brooklyn","767","18","632","47TH ST.","BROOKLYN","NY","11220-1415",,"2019-03-07T00:00:00.000","Fail","2019-03-19T00:00:00.000",,"2019-04-18T00:00:00.000","30","2019-05-20T00:00:00.000","2019-05-20T00:00:00.000","Pass",,,,
"10071","1689343520","Defacement","Bronx","5357","6","2897","LASALLE AVE.","BRONX","NY","10461-5959",,"2019-03-08T00:00:00.000","Fail","2019-03-19T00:00:00.000",,"2019-04-18T00:00:00.000","30","2019-04-22T00:00:00.000","2019-04-22T00:00:00.000","Pass",,,,
"10072","1692323622","Defacement","Queens","4163","27","2010","121ST ST.","FLUSHING","NY","11356-2104",,"2019-03-13T00:00:00.000","Fail","2019-03-19T00:00:00.000",,"2019-04-18T00:00:00.000","30","2019-04-23T00:00:00.000","2019-04-23T00:00:00.000","Pass",,,,
"10073","1684545171","Defacement","Queens","8845","15","7628","85TH RD.","JAMAICA","NY","11421-1014",,"2019-03-14T00:00:00.000","Fail","2019-03-19T00:00:00.000",,"2019-04-18T00:00:00.000","30","2019-04-24T00:00:00.000","2019-04-24T00:00:00.000","Pass",,,,
"10074","1691113201","Defacement","Queens","5182","74","14011","ASH AVE.","FLUSHING","NY","11355-2745",,"2019-03-08T00:00:00.000","Pass",,,,"30","2019-03-08T00:00:00.000",,,,,,
"10075","1683461871","Defacement","Manhattan","798","7502","215","7TH AVE.","NEW YORK","NY","10011-1806",,"2019-03-08T00:00:00.000","Fail",,,,"30",,,,,,,
"10076","1697672771","Defacement","Brooklyn","6646","32","1762","W. 10TH ST.","BROOKLYN","NY","11223-1151",,"2019-03-18T00:00:00.000","Pass",,,,"30","2019-03-18T00:00:00.000",,,,,,
"10077","1693358401","Defacement","Brooklyn","5542","20","2034","63RD ST.","BROOKLYN","NY","11204-3057",,"2019-03-19T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30","2019-05-01T00:00:00.000","2019-05-01T00:00:00.000","Pass",,,,
"10078","1691880522","Defacement","Brooklyn","7080","26","1948","W. 8TH ST.","BROOKLYN","NY","11223-2546",,"2019-03-19T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30","2019-05-01T00:00:00.000","2019-05-01T00:00:00.000","Pass",,,,
"10079","1686891741","Defacement","Brooklyn","2160","18","52","S. 11TH ST.","BROOKLYN","NY","11249-7009",,"2019-03-18T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30",,"2019-05-01T00:00:00.000","Fail","206274430","D31","2019-05-01T00:00:00.000","Defacement of roadway, sidewalk or curb"
"1008","048311573","Defacement","Brooklyn","1562","15","1122","HERKIMER STREET","BROOKLYN","NY","11233",,"2014-12-26T00:00:00.000","Fail","2015-01-05T00:00:00.000",,"2015-02-04T00:00:00.000","30","2015-05-14T00:00:00.000","2015-05-14T00:00:00.000","Pass",,,,
"10080","1696378445","Defacement","Brooklyn","6208","44","7322","BAY PKWY.","BROOKLYN","NY","11204-6057",,"2019-03-19T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30",,"2019-05-03T00:00:00.000","Fail","206274458","D31","2019-05-03T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10081","1693068731","Defacement","Manhattan","640","41","356","WEST 12 STREET","NEW YORK","NY","10014",,"2019-03-19T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30",,"2019-05-24T00:00:00.000","Fail","206274650","D31","2019-05-24T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10082","1695100280","Defacement","Brooklyn","5542","36","6304","21ST AVE.","BROOKLYN","NY","11204-3055",,"2019-03-19T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30","2019-05-01T00:00:00.000","2019-05-01T00:00:00.000","Pass",,,,
"10083","1693350961","Defacement","Brooklyn","5542","37","6308","21ST AVE.","BROOKLYN","NY","11204-3055",,"2019-03-19T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30","2019-05-01T00:00:00.000","2019-05-01T00:00:00.000","Pass",,,,
"10084","1693357501","Defacement","Brooklyn","5570","32","1958","67TH ST.","BROOKLYN","NY","11204-4505",,"2019-03-19T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30","2019-05-01T00:00:00.000","2019-05-01T00:00:00.000","Pass",,,,
"10085","1692269792","Defacement","Brooklyn","6143","14","221","BATTERY AVE.","BROOKLYN","NY","11209-7140",,"2019-03-18T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30","2019-05-01T00:00:00.000","2019-05-01T00:00:00.000","Pass",,,,
"10086","1692269791","Defacement","Brooklyn","6143","15","217","BATTERY AVE.","BROOKLYN","NY","11209-7140",,"2019-03-18T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30","2019-05-01T00:00:00.000","2019-05-01T00:00:00.000","Pass",,,,
"10088","1692269790","Defacement","Brooklyn","2599","32","147","MESEROLE AVE.","BROOKLYN","NY","11222-2718",,"2019-03-18T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30","2019-05-16T00:00:00.000","2019-05-16T00:00:00.000","Pass",,,,
"10089","1684607570","Defacement","Brooklyn","3982","36","629","GLENMORE AVE.","BROOKLYN","NY","11207-3875",,"2019-02-28T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30",,"2019-05-01T00:00:00.000","Fail","206274449","D31","2019-05-01T00:00:00.000","Defacement of roadway, sidewalk or curb"
"1009","046391187","Defacement","Brooklyn","1550","36","186","THOMAS S BOYLAND ST","BROOKLYN","NY","11233",,"2014-12-26T00:00:00.000","Fail","2015-01-05T00:00:00.000",,"2015-02-04T00:00:00.000","30","2015-05-14T00:00:00.000","2015-05-14T00:00:00.000","Pass",,,,
"10090","1695100750","Defacement","Queens","1778","7","10824","37TH DR.","FLUSHING","NY","11368-2033",,"2019-03-21T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30","2019-04-29T00:00:00.000","2019-04-29T00:00:00.000","Pass",,,,
"10091","1695100751","Defacement","Queens","3882","9","9031","83RD AVE.","GLENDALE","NY","11385-7815",,"2019-03-21T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30","2019-04-29T00:00:00.000","2019-04-29T00:00:00.000","Pass",,,,
"10092","1695100752","Defacement","Queens","3882","6","9035","83RD AVE.","GLENDALE","NY","11385-7812",,"2019-03-21T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30","2019-04-29T00:00:00.000","2019-04-29T00:00:00.000","Pass",,,,
"10093","1695100753","Defacement","Queens","6402","1","14105","58TH AVE.","FLUSHING","NY","11355-5345",,"2019-03-21T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30","2019-04-29T00:00:00.000","2019-04-29T00:00:00.000","Pass",,,,
"10094","1695053415","Defacement","Queens","9461","33","12101","101ST AVE.","JAMAICA","NY","11419-1371",,"2019-03-21T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30","2019-04-29T00:00:00.000","2019-04-29T00:00:00.000","Pass",,,,
"10095","1696287621","Defacement","Queens","6376","2","13807","58TH AVE.","FLUSHING","NY","11355-5231",,"2019-03-21T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30","2019-04-29T00:00:00.000","2019-04-29T00:00:00.000","Pass",,,,
"10096","1695897281","Defacement","Queens","6402","38","14111","58TH AVE.","FLUSHING","NY","11355-5345",,"2019-03-21T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30","2019-04-29T00:00:00.000","2019-04-29T00:00:00.000","Pass",,,,
"10097","1702595931","Defacement","Queens","3882","7","9033","83RD AVE.","GLENDALE","NY","11385-7833",,"2019-03-21T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30","2019-04-29T00:00:00.000","2019-04-29T00:00:00.000","Pass",,,,
"10098","1694603081","Defacement","Queens","1778","6","10822","37TH DR.","FLUSHING","NY","11368-2033",,"2019-03-21T00:00:00.000","Pass","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30","2019-03-21T00:00:00.000",,,,,,
"10099","1696082601","Defacement","Queens","38","6","5317","VERNON BLVD.","LONG ISLAND CITY","NY","11101-5901",,"2019-03-21T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30","2019-04-29T00:00:00.000","2019-04-29T00:00:00.000","Pass",,,,
"1010","047247481","Defacement","Brooklyn","6950","120","125","BAY   53 STREET","BROOKLYN","NY","11214",,"2014-12-26T00:00:00.000","Fail","2015-01-05T00:00:00.000",,"2015-02-04T00:00:00.000","30","2015-05-18T00:00:00.000","2015-05-18T00:00:00.000","Pass",,,,
"10100","1695316710","Defacement","Bronx","3326","34","94","E. 208TH ST.","BRONX","NY","10467-2705",,"2019-03-20T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30","2019-05-02T00:00:00.000","2019-05-02T00:00:00.000","Pass",,,,
"10101","311-00730543","Defacement","Manhattan","631","33","703","GREENWICH STREET","NEW YORK","NY","10014",,"2019-03-21T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30",,"2019-09-30T00:00:00.000","Fail","206253511","D31","2019-09-30T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10102","1693721990","Defacement","Manhattan","2200","5","3801","10TH AVE.","NEW YORK","NY","10034-1852",,"2019-03-21T00:00:00.000","Fail","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30","2019-05-22T00:00:00.000","2019-05-22T00:00:00.000","Pass",,,,
"10103","1693992470","Defacement","Manhattan","1283","8","7","E. 47TH ST.","NEW YORK","NY","10017-1912",,"2019-03-21T00:00:00.000","Pass","2019-03-26T00:00:00.000",,"2019-04-25T00:00:00.000","30","2019-03-21T00:00:00.000",,,,,,
"10104","1693785091","ATM","Queens","3560","39","5660","MYRTLE AVE.","FLUSHING","NY","11385-4736",,"2019-03-21T00:00:00.000","Pass",,,,"30","2019-03-21T00:00:00.000",,,,,,
"10105","1696267701","ATM","Queens","3544","1","5408","MYRTLE AVE.","FLUSHING","NY","11385-3453",,"2019-03-21T00:00:00.000","Pass",,,,"30","2019-03-21T00:00:00.000",,,,,,
"10106","1692791131","Defacement","Bronx","2754","42","1153","LONGFELLOW AVE.","BRONX","NY","10459-2605",,"2019-03-20T00:00:00.000","Pass",,,,"30","2019-03-20T00:00:00.000",,,,,,
"10107","1695127636","Defacement","Queens","16175","1","10200","SHORE FRONT PKWY.","FAR ROCKAWAY","NY","11694-2787",,"2019-03-21T00:00:00.000","Pass",,,,"30","2019-03-21T00:00:00.000",,,,,,
"10108","1691123991","Defacement","Brooklyn","6645","52","51","HIGHLAWN AVE.","BROOKLYN","NY","11223-2402",,"2019-03-19T00:00:00.000","Pass",,,,"30","2019-03-19T00:00:00.000",,,,,,
"10109","1693721903","Defacement","Manhattan","1053","7503","464","W. 44TH ST.","NEW YORK","NY","10036-5221",,"2019-03-21T00:00:00.000","Pass",,,,"30","2019-03-21T00:00:00.000",,,,,,
"1011","047350042","Defacement","Bronx","3221","30","136","WEST  179 STREET","BRONX","NY","10453",,"2014-12-26T00:00:00.000","Fail","2015-01-05T00:00:00.000",,"2015-02-04T00:00:00.000","30","2015-05-14T00:00:00.000","2015-05-14T00:00:00.000","Pass",,,,
"10110","1697440461","Defacement","Queens","1068","26","2240","92ND ST.","FLUSHING","NY","11369-1117",,"2019-03-26T00:00:00.000","Fail","2019-04-04T00:00:00.000",,"2019-05-04T00:00:00.000","30","2019-05-13T00:00:00.000","2019-05-13T00:00:00.000","Pass",,,,
"10111","1697425901","Defacement","Queens","1068","25","2236","92ND ST.","FLUSHING","NY","11369-1117",,"2019-03-26T00:00:00.000","Fail","2019-04-04T00:00:00.000",,"2019-05-04T00:00:00.000","30","2019-05-13T00:00:00.000","2019-05-13T00:00:00.000","Pass",,,,
"10112","1696746700","Defacement","Queens","1068","23","2234","92ND ST.","FLUSHING","NY","11369-1117",,"2019-03-26T00:00:00.000","Fail","2019-04-04T00:00:00.000",,"2019-05-04T00:00:00.000","30","2019-05-13T00:00:00.000","2019-05-13T00:00:00.000","Pass",,,,
"10113","1695186810","Defacement","Queens","1971","12","5923","VAN DOREN ST.","FLUSHING","NY","11368-4017",,"2019-03-26T00:00:00.000","Fail","2019-04-04T00:00:00.000",,"2019-05-04T00:00:00.000","30","2019-05-13T00:00:00.000","2019-05-13T00:00:00.000","Pass",,,,
"10114","1694760920","Defacement","Brooklyn","6406","45","1917","BATH AVENUE","BROOKLYN","NY","11214",,"2019-03-25T00:00:00.000","Fail","2019-04-04T00:00:00.000",,"2019-05-04T00:00:00.000","30","2019-06-01T00:00:00.000","2019-06-01T00:00:00.000","Pass",,,,
"10115","1697722430","Defacement","Brooklyn","4354","8","782","SCHENCK AVE.","BROOKLYN","NY","11207-7904",,"2019-03-29T00:00:00.000","Fail","2019-04-04T00:00:00.000",,"2019-05-04T00:00:00.000","30","2019-05-29T00:00:00.000","2019-05-29T00:00:00.000","Pass",,,,
"10116","1696918581","Defacement","Brooklyn","4354","10","786","SCHENCK AVE.","BROOKLYN","NY","11207-7904",,"2019-03-29T00:00:00.000","Fail","2019-04-04T00:00:00.000",,"2019-05-04T00:00:00.000","30","2019-05-20T00:00:00.000","2019-05-20T00:00:00.000","Pass",,,,
"10117","1699984401","Defacement","Brooklyn","226","2","95","HICKS STREET","BROOKLYN","NY","11201",,"2019-03-29T00:00:00.000","Fail","2019-04-04T00:00:00.000",,"2019-05-04T00:00:00.000","30",,"2019-05-20T00:00:00.000","Fail","206271203","D31","2019-05-20T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10118","1699205097","Defacement","Brooklyn","7430","13","2522","E. 11TH ST.","BROOKLYN","NY","11235-5012",,"2019-03-30T00:00:00.000","Fail","2019-04-04T00:00:00.000",,"2019-05-04T00:00:00.000","30","2019-05-16T00:00:00.000","2019-05-16T00:00:00.000","Pass",,,,
"10119","1698872641","Defacement","Brooklyn","4781","15","802","E. 51ST ST.","BROOKLYN","NY","11203-5928",,"2019-03-30T00:00:00.000","Fail","2019-04-04T00:00:00.000",,"2019-05-04T00:00:00.000","30","2019-05-09T00:00:00.000","2019-05-09T00:00:00.000","Pass",,,,
"1012","047083964","Defacement","Bronx","4058","29","1550","BRONXDALE AVENUE","BRONX","NY","10462",,"2014-12-26T00:00:00.000","Fail","2015-01-05T00:00:00.000",,"2015-02-04T00:00:00.000","30",,"2015-05-14T00:00:00.000","Fail","187326087","D31","2015-05-14T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10120","1700434440","Defacement","Brooklyn","4781","14","798","E. 51ST ST.","BROOKLYN","NY","11203-5928",,"2019-03-30T00:00:00.000","Fail","2019-04-04T00:00:00.000",,"2019-05-04T00:00:00.000","30","2019-05-09T00:00:00.000","2019-05-09T00:00:00.000","Pass",,,,
"10121","1697566641","Defacement","Brooklyn","4702","43","5405","SNYDER AVE.","BROOKLYN","NY","11203-4605",,"2019-03-30T00:00:00.000","Fail","2019-04-04T00:00:00.000",,"2019-05-04T00:00:00.000","30","2019-05-09T00:00:00.000","2019-05-09T00:00:00.000","Pass",,,,
"10122","1697570211","Defacement","Brooklyn","4696","35","4813","SNYDER AVE.","BROOKLYN","NY","11203-4305",,"2019-03-30T00:00:00.000","Fail","2019-04-04T00:00:00.000",,"2019-05-04T00:00:00.000","30","2019-05-09T00:00:00.000","2019-05-09T00:00:00.000","Pass",,,,
"10123","1697579281","Defacement","Brooklyn","4963","37","1242","SCHENECTADY AVE.","BROOKLYN","NY","11203-5828",,"2019-03-30T00:00:00.000","Fail","2019-04-04T00:00:00.000",,"2019-05-04T00:00:00.000","30",,,,,,,
"10124","1700434441","Defacement","Brooklyn","4963","36","1240","SCHENECTADY AVE.","BROOKLYN","NY","11203-5828",,"2019-03-30T00:00:00.000","Fail","2019-04-04T00:00:00.000",,"2019-05-04T00:00:00.000","30","2019-05-09T00:00:00.000","2019-05-09T00:00:00.000","Pass",,,,
"10125","1695959381","Defacement","Brooklyn","4933","5","3312","BEVERLEY RD.","BROOKLYN","NY","11203-4903",,"2019-03-30T00:00:00.000","Fail","2019-04-04T00:00:00.000",,"2019-05-04T00:00:00.000","30",,"2019-05-09T00:00:00.000","Fail","206274540","D31","2019-05-09T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10126","1700434443","Defacement","Brooklyn","4880","9","600","LINDEN BLVD.","BROOKLYN","NY","11203-3116",,"2019-03-30T00:00:00.000","Fail","2019-04-04T00:00:00.000",,"2019-05-04T00:00:00.000","30","2019-05-13T00:00:00.000","2019-05-13T00:00:00.000","Pass",,,,
"10127","169765581","Defacement","Brooklyn","4650","38","9538","KINGS HWY.","BROOKLYN","NY","11212-2723",,"2019-03-30T00:00:00.000","Fail","2019-04-04T00:00:00.000",,"2019-05-04T00:00:00.000","30","2019-05-09T00:00:00.000","2019-05-09T00:00:00.000","Pass",,,,
