"manhattan_cooperatives_comparable_properties_boro_block_lot","manhattan_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","manhattan_cooperatives_comparable_properties_neighborhood","manhattan_cooperatives_comparable_properties_building_classification","manhattan_cooperatives_comparable_properties_total_units","manhattan_cooperatives_comparable_properties_year_built","manhattan_cooperatives_comparable_properties_gross_sqft","manhattan_cooperatives_comparable_properties_est_gross_income","manhattan_cooperatives_comparable_properties_gross_income_per_sqft","manhattan_cooperatives_comparable_properties_full_market_value","manhattan_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"1-00421-0043","172 FORSYTH STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10002","40.721307","-73.991349","3","1","3601","1005605","1004210043","Chinatown                                                                  ","LOWER EAST SIDE","C6-WALK-UP","18","1900","12166","304150","25","712000","59","1-00417-0019","201 ALLEN STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","LOWER EAST SIDE","C7-WALK-UP","30","1900","12456","324500","26.1","1410000","113","0.1","1-00412-0040","162 LUDLOW STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","LOWER EAST SIDE","C7-WALK-UP","23","1900","12101","301000","24.87","1310000","108","0.2"
"1-02170-0520","45 FAIRVIEW AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10040","40.857413","-73.929432","12","10","283","1064114","1021700520","Washington Heights North                                                   ","WASHINGTON HEIGHTS UPPER","D4-ELEVATOR","218","1963","271388","3099250","11.42","7260000","26.8","1-02149-0084","90 LAUREL HILL TERRACE
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS UPPER","D1-ELEVATOR","84","1960","88578","1011475","11.42","3490000","39.4","0.65","1-02180-0610","700 FT WASHINGTON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS UPPER","D1-ELEVATOR","74","1949","83402","1014770","12.17","3500000","42","0.45"
"1-00551-0001","2 5 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10011","40.731921","-73.996608","2","1","63","1008850","1005510001","West Village                                                               ","GREENWICH VILLAGE-CENTRAL","D4-ELEVATOR","350","1952","469263","15000000","32","71900000","153","1-01581-0049","1596 YORK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D8-ELEVATOR","237","1968","241983","7795687","32.2","37300000","154","3.9","1-01573-0022","1775 YORK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","274","1994","347118","11090567","32","53100000","153","4.35"
"1-02179-0274","220 CABRINI BOULEVARD
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10033","40.854901","-73.93849","12","10","275","1064369","1021790274","Washington Heights North                                                   ","WASHINGTON HEIGHTS UPPER","D4-ELEVATOR","62","1930","58008","742502","12.8","2560000","44.1","1-02175-0170","98 THAYER STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS UPPER","D1-ELEVATOR","59","1929","54732","703441","12.85","2430000","44.4","0.85","1-02176-0119","728 181 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS UPPER","D7-ELEVATOR","64","1920","55764","712071","12.77","2460000","44.1","0.35"
"1-01120-0061","74 68 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (59-79)","D4-ELEVATOR","58","1924","51428","1645696","32","7880000","153","1-01229-0006","265 81 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","36","1900","41137","1160460","28.2","5560000","135","0.8","1-01518-0009","115 89 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D3-ELEVATOR","45","1924","52848","2341969","44.3","11700000","221","1.4"
"1-02119-0056","527 160 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"WASHINGTON HEIGHTS LOWER","C6-WALK-UP","20","1910","15370","217485","14.15","509000","33.1","1-02110-0073","446 164 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS LOWER","C1-WALK-UP","20","1906","14625","206965","14.15","755000","52","0.2","1-02118-0043","509 159 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS LOWER","C7-WALK-UP","25","1916","15558","221446","14.23","808000","52","0.05"
"1-01229-0001","440 END AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (79-96)","D4-ELEVATOR","99","1928","162075","3322537","20.5","14400000","89","1-01236-0010","2401 BROADWAY
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D6-ELEVATOR","79","1924","164530","3691342","22.44","16000000","97","0.35","1-01247-0029","525 END AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D6-ELEVATOR","129","1920","171655","3175343","18.5","12600000","73","0.25"
"1-01225-0023","109 94 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (79-96)","D4-ELEVATOR","50","1936","44094","870856","19.75","3780000","86","1-01162-0141","220 71 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D3-ELEVATOR","37","1920","38463","731275","19.01","2890000","75","1.25","1-01582-0015","529 85 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D1-ELEVATOR","30","1920","38700","811431","20.97","3520000","91","1.7"
"1-01827-0036","200 112 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"HARLEM-CENTRAL","C6-WALK-UP","44","1900","29269","380497","13","891000","30.4","1-01722-0039","2018 5 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-CENTRAL","C7-WALK-UP","31","1940","20350","353703","17.38","1400000","69","0.75","1-01828-0038","218 113 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-CENTRAL","C1-WALK-UP","24","1910","21504","190155","8.84","491000","22.83","0.05"
"1-01527-0043","208 82 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","C6-WALK-UP","37","1920","19148","727624","38","3650000","191","1-01543-0033","342 81 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","C1-WALK-UP","41","1920","18568","743548","40","3730000","201","0.15","1-01547-0015","331 84 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","C1-WALK-UP","40","1895","20630","873895","42.4","4380000","212","0.2"
"1-00028-0001","3 HANOVER SQUARE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10004","40.704808","-74.009623","1","1","7","1000831","1000280001","Battery Park City-Lower Manhattan                                          ","FINANCIAL","D0-ELEVATOR","209","1926","239121","7412751","31","35500000","148","1-00042-0001","100 MAIDEN LANE
Manhattan, NY 
(40.749883999647, -73.987976999939)","FINANCIAL","D6-ELEVATOR","342","1930","290116","10561837","36.4","53000000","183","0.15","1-00021-0006","69 BROADWAY
Manhattan, NY 
(40.749883999647, -73.987976999939)","FINANCIAL","D5-ELEVATOR","237","1900","303086","9886246","32.6","47400000","156","0.25"
"1-01786-0017","237 121 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"HARLEM-EAST","C6-WALK-UP","12","1920","8000","138400","17.3","324000","40.5","1-01621-0063","16 116 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-EAST","C7-WALK-UP","13","1920","8350","174200","20.86","756000","91","0.5","1-01709-0024","291 PLEASANT AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-EAST","C1-WALK-UP","16","1910","8140","140992","17.32","558000","69","0.4"
"1-01327-0037","220 54 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"MIDTOWN EAST","D4-ELEVATOR","148","1962","115020","3565620","31","17100000","149","1-01366-0047","994 1 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN EAST","D6-ELEVATOR","132","1956","111792","3488218","31.2","16700000","149","0.3","1-01344-0030","939 1 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN EAST","D6-ELEVATOR","142","1962","146072","3993315","27.3","19100000","131","0.15"
"1-01144-0043","126 73 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (59-79)","D4-ELEVATOR","40","1915","24596","811668","33","3890000","158","1-01246-0044","328 85 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D2-ELEVATOR","48","1920","24544","841525","34.3","4030000","164","0.7","1-01244-0020","306 80 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D5-ELEVATOR","30","1910","22740","713111","31.4","3420000","150","0.45"
"1-00259-0001","604 WATER STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10002","40.71126","-73.984533","3","1","202","1003212","1002590001","Lower East Side                                                            ","LOWER EAST SIDE","D4-ELEVATOR","124","1964","126150","2018400","16","4730000","37.5","1-01970-0002","1423 AMSTERDAM AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-WEST","D1-ELEVATOR","130","1988","120570","2272139","18.84","8990000","75","7.3","1-02119-0036","2034 AMSTERDAM AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS LOWER","D3-ELEVATOR","110","1983","123015","1836495","14.93","6700000","54","8.8"
"1-00889-0015","139 33 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"MURRAY HILL","D4-ELEVATOR","196","1957","149786","4793152","32","23000000","154","1-00889-0039","166 34 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MURRAY HILL","D6-ELEVATOR","223","1975","182767","7949233","43.5","39900000","218","0.1","1-00893-0082","106 38 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MURRAY HILL","D9-ELEVATOR","146","1930","110949","4410689","39.8","22100000","199","0.2"
"1-01067-0008","457 57 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"CLINTON","D4-ELEVATOR","237","1929","114992","2874800","25","12500000","109","1-01054-0056","444 45 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","CLINTON","D3-ELEVATOR","60","1926","65615","1727570","26.3","7500000","114","0.65","1-01066-0053","442 57 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","CLINTON","D3-ELEVATOR","118","1960","103612","2427799","23.43","10500000","101","0.05"
"1-01120-0029","75 CENTRAL PARK
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10000","40.782295","-73.965126","64","6","143","1000000","1011110001","park-cemetery-etc-Manhattan                                                ","UPPER WEST SIDE (59-79)","D4-ELEVATOR","61","1929","117150","3865950","33","18500000","158","1-01426-0029","242 72 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","71","1930","97750","2805654","28.7","13400000","137","1.1","1-01162-0046","228 71 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D5-ELEVATOR","170","1917","106920","3545324","33.2","17000000","159","0.35"
"1-01501-0016","1240 MADISON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10128","40.782935","-73.957311","8","4","15002","1046971","1015010016","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (79-96)","D4-ELEVATOR","67","1925","156287","3985318","25.5","17300000","111","1-01421-0005","205 66 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D7-ELEVATOR","257","1880","170424","4578460","26.9","19900000","117","1.25","1-01524-0001","1225 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D3-ELEVATOR","86","1925","165834","4060446","24.49","17600000","106","0.35"
"1-00572-0017","38 9 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"GREENWICH VILLAGE-CENTRAL","D4-ELEVATOR","54","1900","73098","2485000","34","11900000","163","1-00792-0008","151 16 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","CHELSEA","D3-ELEVATOR","76","1962","43770","1562000","35.7","7480000","171","0.45","1-00925-0060","304 20 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","KIPS BAY","D9-ELEVATOR","70","1948","56310","1846482","32.8","8840000","157","0.85"
"1-00642-0045","88 HORATIO STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10014","40.73875","-74.007589","2","3","79","1012134","1006420045","West Village                                                               ","GREENWICH VILLAGE-WEST","C6-WALK-UP","20","1920","8125","300000","36.9","1500000","185","1-00438-0043","269 10 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","EAST VILLAGE","C1-WALK-UP","20","1900","8205","300599","36.6","1510000","184","1.45","1-00401-0051","525 5 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","ALPHABET CITY","C4-WALK-UP","12","1900","6750","231478","34.3","1110000","164","1.6"
"1-00625-0021","799 GREENWICH STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10014","40.73772","-74.006474","2","3","79","1078200","1006250021","West Village                                                               ","GREENWICH VILLAGE-WEST","C6-WALK-UP","12","1900","16026","545000","34","2610000","163","1-00641-0044","82 JANE STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","C4-WALK-UP","29","1900","14680","482000","32.8","2310000","157","0.05","1-01325-0036","234 52 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN EAST","C5-WALK-UP","28","1913","14256","471610","33.1","2260000","159","2.3"
"1-01397-0004","565 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10065","40.764974","-73.968283","8","4","11402","1042024","1013970004","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (59-79)","D4-ELEVATOR","31","1913","66745","2002350","30","9590000","144","1-01437-0029","1147 1 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D9-ELEVATOR","77","1900","67880","1681901","24.78","7300000","108","0.35","1-01387-0056","900 MADISON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","65","1939","66731","2861408","42.9","14400000","216","0.55"
"1-00759-0068","348 36 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"FASHION","D0-ELEVATOR","20","1936","24292","810000","33.3","3880000","160","1-00897-0008","207 15 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GRAMERCY","D9-ELEVATOR","61","1930","29088","954719","32.8","4570000","157","1.4","1-00592-0082","129 WASHINGTON PLACE
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","D9-ELEVATOR","52","1924","38214","1347000","35.2","6450000","169","1.45"
"1-01827-0012","241 111 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"HARLEM-CENTRAL","D4-ELEVATOR","18","1920","21408","250473","11.7","586000","27.4","1-01828-0032","1858 ADAM
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-CENTRAL","D1-ELEVATOR","26","1920","21624","317690","14.69","1160000","54","0.05","1-01829-0017","243 113 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-CENTRAL","D1-ELEVATOR","24","1920","21756","189052","8.69","488000","22.43","0.1"
"1-01036-0003","646 9 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10036","40.760579","-73.991051","4","3","121","1025004","1010360003","Clinton                                                                    ","MIDTOWN WEST","C6-WALK-UP","17","1930","9090","304515","33.5","1460000","161","1-01032-0101","355 41 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN WEST","C7-WALK-UP","17","1930","9045","312726","34.6","1500000","166","0.25","1-01033-0019","325 42 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN WEST","C7-WALK-UP","13","1920","8957","288407","32.2","1380000","154","0.15"
"1-00738-0051","318 15 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"CHELSEA","C6-WALK-UP","12","1900","6500","221000","34","1060000","163","1-00447-0012","312 6 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","EAST VILLAGE","C1-WALK-UP","22","1900","6750","229061","33.9","1100000","163","1.3","1-00528-0065","72 CARMINE STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","C1-WALK-UP","16","1910","6954","242357","34.9","1160000","167","0.8"
"1-01409-0009","121 74 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (59-79)","D4-ELEVATOR","32","1928","49196","1623468","33","7780000","158","1-01439-0023","1185 1 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D7-ELEVATOR","61","1996","50225","2215646","44.1","11100000","221","0.6",,,,,,,,,,,,
"1-01167-0061","336 END AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (59-79)","D4-ELEVATOR","105","1931","126811","3931141","31","18800000","148","1-01162-0046","228 71 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D5-ELEVATOR","170","1917","106920","3545324","33.2","17000000","159","0.25","1-01169-0008","2181 BROADWAY
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D6-ELEVATOR","115","1924","114767","3182029","27.7","15200000","132","0.1"
"1-01413-0027","167 78 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (59-79)","D4-ELEVATOR","39","1928","55883","1844139","33","8830000","158","1-01448-0001","1404 2 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","66","1966","56980","1516068","26.6","6580000","115","0.35","1-01531-0028","244 86 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D7-ELEVATOR","40","1920","54763","2235319","40.8","11200000","205","0.4"
"1-01386-0037","750 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10021","40.770863","-73.964013","8","4","130","1041364","1013860037","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (59-79)","D4-ELEVATOR","70","1951","72792","2220156","30.5","10600000","146","1-01472-0022","1453 YORK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D7-ELEVATOR","96","1958","75936","2456604","32.4","11800000","155","0.65","1-01409-0021","1033 LEXINGTON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","35","1923","71189","2048170","28.8","9810000","138","0.25"
