"manhattan_cooperatives_comparable_properties_boro_block_lot","manhattan_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","manhattan_cooperatives_comparable_properties_neighborhood","manhattan_cooperatives_comparable_properties_building_classification","manhattan_cooperatives_comparable_properties_total_units","manhattan_cooperatives_comparable_properties_year_built","manhattan_cooperatives_comparable_properties_gross_sqft","manhattan_cooperatives_comparable_properties_est_gross_income","manhattan_cooperatives_comparable_properties_gross_income_per_sqft","manhattan_cooperatives_comparable_properties_full_market_value","manhattan_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"1-01514-0008","111 85 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","D4-ELEVATOR","162","1971","211406","6553586","31","31400000","149","1-01561-0001","1562 1 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","205","1964","210428","4694955","22.31","20400000","97","0.5","1-01557-0025","345 94 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D7-ELEVATOR","212","1998","207037","6967238","33.7","33400000","161","0.6"
"1-01515-0008","115 86 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","D4-ELEVATOR","62","1928","107788","3233640","30","15500000","144","1-01383-0013","814 MADISON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D7-ELEVATOR","43","1913","108592","7338308","68","36800000","339","0.95","1-01494-0015","1094 MADISON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","112","1911","106947","5239041","49","26300000","246","0.3"
"1-01446-0042","320 72 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (59-79)","D4-ELEVATOR","42","1930","132385","4236320","32","20300000","153","1-01438-0006","305 63 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D9-ELEVATOR","111","1931","164567","6913219","42","34700000","211","0.4",,,,,,,,,,,,
"1-01499-0010","11 87 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","D4-ELEVATOR","90","1954","78700","2439700","31","11700000","149","1-01510-0020","1195 LEXINGTON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D7-ELEVATOR","61","1987","78874","5155062","65","25900000","328","0.4","1-01472-0022","1453 YORK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D7-ELEVATOR","96","1958","75936","2456604","32.4","11800000","155","0.85"
"1-01567-0011","417 87 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","C6-WALK-UP","20","1920","8590","274880","32","1320000","154","1-01552-0032","334 90 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","C1-WALK-UP","20","1925","8590","275443","32.1","1320000","154","0.15","1-01556-0033","334 94 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","C1-WALK-UP","16","1920","8540","272163","31.9","1300000","152","0.3"
"1-01849-0038","375 MANHATTAN AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10026","40.804816","-73.95699","10","9","20102","1055878","1018490038","Central Harlem South                                                       ","MANHATTAN VALLEY","D4-ELEVATOR","22","1920","19066","402292","21.1","942000","49.4","1-01839-0045","82 MANHATTAN AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MANHATTAN VALLEY","D1-ELEVATOR","20","1920","16940","505852","29.9","1180000","70","0.6","1-01842-0005","67 106 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MANHATTAN VALLEY","D1-ELEVATOR","30","1925","19575","413861","21.14","1800000","92","0.45"
"1-00871-0056","128 16 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"GRAMERCY","D4-ELEVATOR","13","1920","17312","605920","35","2900000","168","1-00897-0071","206 17 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GRAMERCY","D9-ELEVATOR","27","1910","15416","700732","45.5","3510000","228","0.1","1-00896-0015","231 14 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GRAMERCY","D5-ELEVATOR","16","1915","13788","559969","40.6","2810000","204","0.15"
"1-01977-0023","511 122 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"MORNINGSIDE HEIGHTS","D4-ELEVATOR","30","1907","28860","606060","21","2630000","91","1-01994-0069","191 CLAREMONT AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MORNINGSIDE HEIGHTS","D1-ELEVATOR","31","1912","28236","592862","21","2570000","91","0.2","1-01994-0066","189 CLAREMONT AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MORNINGSIDE HEIGHTS","D1-ELEVATOR","31","1905","28416","574364","20.21","2490000","88","0.2"
"1-00461-0024","232 6 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"EAST VILLAGE","D4-ELEVATOR","31","1920","22266","757044","34","3630000","163","1-00465-0055","145 2 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","EAST VILLAGE","D9-ELEVATOR","27","1920","25340","1103234","43.5","5530000","218","0.2","1-00447-0051","313 5 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","EAST VILLAGE","D1-ELEVATOR","47","1940","20600","699302","33.9","3350000","163","0.15"
"1-01498-0020","49 86 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","D4-ELEVATOR","48","1930","86553","2510037","29","12000000","139","1-01521-0020","145 92 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","49","1929","85924","1838155","21.39","7980000","93","0.35","1-01517-0020","1327 LEXINGTON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","97","1927","87192","2457054","28.2","11800000","135","0.2"
"1-00744-0001","363 20 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"CHELSEA","D4-ELEVATOR","76","1928","62638","2020000","32.2","9680000","155","1-00585-0001","464 HUDSON STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","D7-ELEVATOR","137","1900","97290","3113426","32","14900000","153","0.85","1-00866-0035","40 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MURRAY HILL","D6-ELEVATOR","160","1950","153398","4858000","31.7","23300000","152","1.1"
"1-00387-0044","283 4 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"ALPHABET CITY","D4-ELEVATOR","36","1920","20460","450120","22","1050000","51","1-00378-0035","119 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","ALPHABET CITY","D6-ELEVATOR","20","1900","20671","481190","23.28","2090000","101","0.25","1-00398-0022","184 3 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","ALPHABET CITY","D9-ELEVATOR","47","1920","21600","476401","22.06","2070000","96","0.15"
"1-00893-0014","117 37 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"MURRAY HILL","D4-ELEVATOR","62","1954","32150","1093100","34","5240000","163","1-00916-0037","657 2 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MURRAY HILL","D9-ELEVATOR","45","1960","23200","1095863","47.2","5500000","237","0.25","1-00885-0066","151 LEXINGTON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MURRAY HILL","D9-ELEVATOR","53","1945","28240","1171342","41.5","5870000","208","0.4"
"1-01030-0048","230 CENTRAL PARK
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10000","40.782295","-73.965126","64","6","143","1000000","1011110001","park-cemetery-etc-Manhattan                                                ","MIDTOWN WEST","D4-ELEVATOR","78","1938","82835","2485050","30","11900000","144","1-01006-0063","162 54 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN WEST","D6-ELEVATOR","83","1911","98616","3590510","36.4","18000000","183","0.3","1-01011-0025","117 58 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN WEST","D9-ELEVATOR","102","1900","66173","2143348","32.4","10300000","156","0.15"
"1-02243-0306","95 PARK TERRACE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"INWOOD","D4-ELEVATOR","46","1925","41176","576464","14","2100000","51","1-02170-0066","4460 BROADWAY
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS UPPER","D7-ELEVATOR","60","1928","49242","645102","13.1","2230000","45.3","1.25",,,,,,,,,,,,
"1-01392-0040","876 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10075","40.774864","-73.96109","8","4","142","1041830","1013920040","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (59-79)","D4-ELEVATOR","26","1917","88530","3585465","40.5","18000000","203","1-01517-0020","1327 LEXINGTON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","97","1927","87192","2457054","28.2","11800000","135","0.6","1-01521-0020","145 92 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","49","1929","85924","1838155","21.39","7980000","93","0.8"
"1-01405-0040","1218 3 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10021","40.768727","-73.961357","8","4","128","1042740","1014050040","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (59-79)","D4-ELEVATOR","95","1962","212118","6575658","31","31500000","149","1-01417-0028","1191 2 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","191","1964","207284","5780380","27.9","27700000","134","0.4","1-01561-0001","1562 1 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","205","1964","210428","4694955","22.31","20400000","97","0.7"
"1-01346-0020","347 53 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"MIDTOWN EAST","D4-ELEVATOR","44","1961","39000","1287000","33","6160000","158","1-01471-0021","1435 YORK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D9-ELEVATOR","45","1960","32375","1133181","35","5430000","168","1.15","1-01561-0034","42O 82 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","45","1960","26400","702513","26.6","3050000","116","1.4"
"1-01494-0023","1089 MADISON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10028","40.778364","-73.960622","8","4","142","1046750","1014940023","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (79-96)","D4-ELEVATOR","22","1912","71643","2292576","32","11000000","154","1-01409-0021","1033 LEXINGTON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","35","1923","71189","2048170","28.8","9810000","138","0.45","1-01530-0019","245 84 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D7-ELEVATOR","83","1986","69000","2206620","32","10600000","154","0.35"
"1-00482-0001","41 CROSBY STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10012","40.721656","-73.998824","2","1","45","1081554","1004820001","SoHo-TriBeCa-Civic Center-Little Italy                                     ","SOHO","D4-ELEVATOR","14","1900","31365","1097775","35","5260000","168","1-00771-0001","216 8 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","CHELSEA","D7-ELEVATOR","39","1910","32325","1190000","36.8","5970000","185","1.5","1-01471-0021","1435 YORK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D9-ELEVATOR","45","1960","32375","1133181","35","5430000","168","4.05"
"1-02054-0018","371 EDGECOMBE AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10031","40.827796","-73.940838","9","9","23501","1061168","1020540018","Hamilton Heights                                                           ","HARLEM-CENTRAL","C6-WALK-UP","20","1926","17455","238085","13.64","557000","31.9","1-02036-0005","28 MACOMBS PLACE
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-CENTRAL","C1-WALK-UP","25","1920","16885","230257","13.64","840000","49.7","0.25","1-02044-0022","30 BRADHURST AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-CENTRAL","C1-WALK-UP","30","1920","21342","318255","14.91","1160000","54","0.45"
"1-01578-0012","519 81 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","C6-WALK-UP","20","1910","8320","274560","33","1320000","159","1-01578-0010","515 81 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","C1-WALK-UP","20","1910","8320","281291","33.8","1350000","162","0","1-01562-0036","420 83 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","C1-WALK-UP","12","1930","8345","265824","31.9","1270000","152","0.15"
"1-01565-0017","435 85 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","D4-ELEVATOR","70","1958","35000","1295000","37","6490000","185","1-01529-0018","235 83 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D3-ELEVATOR","55","1963","36800","939001","25.5","4080000","111","0.3","1-01520-0033","169 91 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D1-ELEVATOR","53","1985","33443","1222539","36.6","6130000","183","0.55"
"1-00537-0001","208 THOMPSON STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10012","40.728841","-73.999311","2","1","65","1083505","1005370001","West Village                                                               ","GREENWICH VILLAGE-CENTRAL","C6-WALK-UP","86","1909","44249","1750000","39.5","8780000","198","1-00587-0046","53 BARROW STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","C7-WALK-UP","51","1910","28635","1102065","38.5","5530000","193","0.35","1-00738-0008","351 14 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","CHELSEA","C4-WALK-UP","71","1885","28023","1057000","37.7","5300000","189","0.85"
"1-01510-0015","1190 LEXINGTON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10028","40.776375","-73.957875","8","4","140","1047559","1015100015","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (79-96)","D4-ELEVATOR","17","1983","25406","876507","34.5","4200000","165","1-01518-0039","1600 3 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","35","1920","24942","792976","31.8","3800000","152","0.4","1-01414-0013","227 59 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","28","1930","25400","879700","34.6","4210000","166","1.1"
"1-01129-0050","40 77 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (59-79)","D4-ELEVATOR","102","1928","162676","6019012","37","30200000","186","1-01141-0051","2028 BROADWAY
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D6-ELEVATOR","183","1900","133460","5910134","44.3","29600000","222","0.4","1-01158-0033","212 AMSTERDAM AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D6-ELEVATOR","233","1926","160049","5732379","35.8","27500000","172","0.55"
"1-01126-0048","28 74 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (59-79)","D4-ELEVATOR","18","1902","18940","795480","42","3990000","211","1-01451-0040","330 77 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D9-ELEVATOR","20","1900","10130","443094","43.7","2220000","219","1.2","1-01428-0007","211 73 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D3-ELEVATOR","24","1930","13585","707613","52","3550000","261","1.05"
"1-00574-0011","64 11 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"GREENWICH VILLAGE-CENTRAL","C6-WALK-UP","15","1900","14196","560000","39.4","2810000","198","1-00615-0081","103 GREENWICH AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","C7-WALK-UP","18","1900","9887","399000","40.4","2000000","202","0.4","1-00872-0052","132 17 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GRAMERCY","C7-WALK-UP","24","1910","10458","428991","41","2150000","206","0.5"
"1-00774-0069","254 25 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"CHELSEA","D4-ELEVATOR","25","1925","20456","695000","34","3330000","163","1-00618-0042","205 13 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","D1-ELEVATOR","55","1962","26700","933931","35","4470000","167","0.5","1-00590-0016","22 JONES STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","D7-ELEVATOR","38","1940","28656","936000","32.7","4480000","156","1"
"1-01495-0004","1025 5 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10028","40.77995","-73.96156","8","4","142","1046778","1014950004","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (79-96)","D4-ELEVATOR","168","1955","312550","10939250","35","52400000","168","1-01424-0001","201 69 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","309","1927","316500","14966601","47.3","75100000","237","0.8","1-01568-0021","1673 YORK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","385","1974","315710","15082166","47.8","75600000","239","0.75"
"1-02136-0050","15 FT WASHINGTON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10032","40.835724","-73.944608","12","7","247","1063315","1021360050","Washington Heights South                                                   ","WASHINGTON HEIGHTS LOWER","D4-ELEVATOR","36","1912","40778","645925","15.84","1510000","37","1-02139-0335","725 172 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS LOWER","D1-ELEVATOR","48","1920","44156","699491","15.84","2770000","63","0.7","1-02123-0031","508 166 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS LOWER","D1-ELEVATOR","64","1910","49105","504990","10.28","1570000","32","0.4"
"1-02057-0046","270 CONVENT AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10031","40.821896","-73.948254","9","9","227","1061204","1020570046","Hamilton Heights                                                           ","HARLEM-UPPER","D4-ELEVATOR","60","1916","75679","927065","12.25","2170000","28.7","1-02048-0025","582 ST NICHOLAS AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-CENTRAL","D1-ELEVATOR","96","1914","65382","692816","10.6","2150000","32.9","0.2","1-02072-0039","87 HAMILTON PLACE
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-UPPER","D1-ELEVATOR","97","1920","69202","847790","12.25","2920000","42.2","0.1"
"1-02243-0309","98 PARK TERRACE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"INWOOD","D4-ELEVATOR","49","1949","42763","608945","14.24","2220000","52","1-02241-0002","55 COOPER STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","INWOOD","D1-ELEVATOR","43","1936","42874","550069","12.83","1900000","44.3","0.4",,,,,,,,,,,,
"1-01567-0012","419 87 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","C6-WALK-UP","20","1920","8590","274880","32","1320000","154","1-01552-0032","334 90 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","C1-WALK-UP","20","1925","8590","275443","32.1","1320000","154","0.15","1-01556-0033","334 94 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","C1-WALK-UP","16","1920","8540","272163","31.9","1300000","152","0.3"
"1-00351-0001","62 ESSEX STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10002","40.717093","-73.988943","3","1","18",,,"Chinatown                                                                  ","LOWER EAST SIDE","D4-ELEVATOR","182","1972","198260","5154760","26","12100000","61","1-01170-0012","2200 BROADWAY
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D6-ELEVATOR","117","1905","202586","5782939","28.5","27700000","137","4.55","1-01868-0061","752 END AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (96-116)","D3-ELEVATOR","179","1931","198248","4480972","22.6","19500000","98","5.4"
"1-01147-0056","166 76 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (59-79)","D4-ELEVATOR","41","1900","28300","764100","27","3660000","129","1-01129-0047","22 77 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D1-ELEVATOR","42","1921","26910","764073","28.4","3660000","136","0.15","1-01198-0017","25 84 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D9-ELEVATOR","42","1900","21990","503530","22.9","2190000","100","0.5"
"1-01237-0029","600 AMSTERDAM AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10024","40.789714","-73.973547","7","6","175","1033309","1012370029","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","D4-ELEVATOR","121","1925","161425","3309212","20.5","14400000","89","1-01237-0033","618 AMSTERDAM AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D6-ELEVATOR","116","1925","161422","3570543","22.12","15500000","96","0","1-01895-0055","2901 BROADWAY
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (96-116)","D6-ELEVATOR","141","1910","178897","3335219","18.64","13200000","74","1.25"
"1-01424-0006","205 69 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (59-79)","D4-ELEVATOR","76","1929","82306","2798404","34","13400000","163","1-01531-0035","228 86 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D7-ELEVATOR","111","1986","81100","3222573","39.7","16200000","200","0.8","1-01490-0122","555 78 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D3-ELEVATOR","87","1940","75854","2771467","36.5","13900000","183","0.65"
"1-00464-9048","19 ST MARK'S PLACE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10003","40.729082","-73.988783","3","2","38","1006754","1004640048","East Village                                                               ","EAST VILLAGE","D4-ELEVATOR","11","1920","12300","541200","44","2700000","220","1-00452-0044","225 10 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","EAST VILLAGE","D9-ELEVATOR","39","1920","14265","620897","43.5","3110000","218","0.15","1-00886-0041","155 30 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MURRAY HILL","D1-ELEVATOR","24","1925","13000","612530","47.1","3070000","236","1.1"
"1-01963-0025","414 121 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"MORNINGSIDE HEIGHTS","D4-ELEVATOR","55","1912","50220","1064161","21.19","4620000","92","1-01995-0016","41 TIEMANN PLACE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MORNINGSIDE HEIGHTS","D7-ELEVATOR","94","1907","57996","1228963","21.19","5340000","92","0.5","1-01990-0040","468 RIVERSIDE DRIVE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MORNINGSIDE HEIGHTS","D3-ELEVATOR","39","1910","67518","1276452","18.91","5050000","75","0.35"
"1-01243-0008","255 95 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (79-96)","D4-ELEVATOR","30","1908","25272","720252","28.5","3450000","137","1-01129-0047","22 77 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D1-ELEVATOR","42","1921","26910","764073","28.4","3660000","136","1.05","1-01169-0042","226 78 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D1-ELEVATOR","42","1925","27100","772498","28.5","3700000","137","0.9"
"1-01224-0013","149 93 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (79-96)","C6-WALK-UP","31","1926","34322","669279","19.5","2910000","85","1-01564-0005","409 84 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","C1-WALK-UP","48","1910","31152","656112","21.06","2850000","91","1.6","1-01065-0044","418 56 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","CLINTON","C4-WALK-UP","40","1920","26500","505175","19.06","2190000","83","1.9"
"1-01494-0037","970 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10028","40.778036","-73.95878","8","4","142","1046760","1014940037","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (79-96)","D4-ELEVATOR","42","1912","96379","2939559","30.5","14100000","146","1-01517-0020","1327 LEXINGTON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","97","1927","87192","2457054","28.2","11800000","135","0.35","1-01521-0020","145 92 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","49","1929","85924","1838155","21.39","7980000","93","0.55"
