"vote_year","council_district","category","project_number","title","description","address","votes","winner","cost","bp_funding","borough_code","latitude","longitude","postcode","community_board","census_track","bin","bbl","nta"
"2015","3","Parks & Recreation","14"," Upgrading Fulton Houses Basketball Court","This project will offer all residents access to a modern basketball court. Court requires pavement to be leveled, drainage correction, proper landscaping and court markings.","Fulton Houses (Chelsea)","316","0","425000","0","1",,,," ",,,,
"2015","3","Parks & Recreation","12"," New Soccer Turf Field at Fulton Houses","New soccer turf, including physical safety and ball-strike safety fence or netting for neighboring window safety, marked field, and durable permanent mini goals.","Fulton Houses (Chelsea)","297","0","500000","0","1",,,," ",,,,
"2015","3","Parks & Recreation","13"," Resurfacing Toddler Sprinkler at Fulton Houses","The toddler sprinkler area is used extensively by the children. The area needs to be excavated and resurfaced with the right materials so the children can continue to enjoy it and play safely.","Fulton Houses (Chelsea)","281","0","345000","0","1",,,," ",,,,
"2015","38","Public Safety","11"," Replace Fence in Sunset Park","4-foot high fence replacement in Sunset Park.","On 5th Ave. from 41 to 44 Sts (Sunset Park)","1981","0","500000","0","3",,,," ",,,,
"2015","22","Parks & Recreation","14"," Fitness Upgrade: Whitey Ford Field","Upgrade the fitness equipment, enhancing the public health benefits of the playground.","26 Ave. and 2 St. (Astoria)","234","0","300000","0","4",,,," ",,,,
"2015","3","Schools","7"," Public Address System Upgrade","Public Address (PA) system repair and upgrades to support the needs of three separate schools in the building, as well as building-wide announcements.","333 W. 17th St. (Chelsea)","238","0","500000","0","1","40.742129","-74.002198","10011","4","83","1079152","1007410010","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"2015","5","Schools","5"," Green Roof for PS/IS 217","Build a green roof for environmental education at P.S./I.S. 217.","645 Main Street (Roosevelt Island)","845","1","500000","0","1","40.763894","-73.947916","10044","8","23802","1084848","1013730001","Lenox Hill-Roosevelt Island                                                "
"2015","5","Schools","4"," Rooftop Recreation for PS 151","Create a necessary outdoor play space on the roof with the opportunity to add a greenhouse and Edible School Yard for P.S. 151.","421 E. 88th Street (Upper East Side)","754","1","500000","0","1","40.777911","-73.947757","10128","8","14402","1050618","1015680008","Yorkville                                                                  "
"2015","5","Culture and Community Facilities","3"," Study of Sight and Sound","Audio/Visual equipment with an audio induction loop for the New York Public Library Roosevelt Island branch.","504 Main Street (Roosevelt Island)","741","0","35000","0","1","40.760648","-73.951186","10044","8","23801","1083215","1013730001","Lenox Hill-Roosevelt Island                                                "
"2015","5","Housing","10"," Security Cameras for Holmes Towers","Add new security cameras for increased safety for residents of Holmes Towers.","E. 93rd Street and First Ave. (Upper East Side)","484","0","500000","0","1",,,," ",,,,
"2015","5","Culture and Community Facilities","1"," Cool Reading","Upgrade the cooling system for the New York Public Library Webster branch.","1465 York Avenue (Upper East Side)","481","0","500000","0","1","40.770485","-73.95111","10075","8","132","1045991","1014720028","Lenox Hill-Roosevelt Island                                                "
"2015","5","Schools","6"," School Stage for Eleanor Roosevelt High School","Upgrade the stage, seating, floor, lighting, audio equipment, and an audio loop for the hard of hearing, to enable more performance uses and an orchestra at Eleanor Roosevelt H.S.","411 E. 76th Street (Upper East Side)","472","0","500000","0","1","40.770187","-73.953608","10021","8","132","1045949","1014710005","Lenox Hill-Roosevelt Island                                                "
"2015","5","Parks & Recreation","14"," Esplanade Greenway","Create and improve the tree beds along the East River Esplanade and complete construction of unfinished sites.","East River Esplanade (District wide)","471","0","200000","0","1",,,," ",,,,
"2015","5","Schools","8"," STEM Education for High School","Laptop carts to provide Science Technology Engineering and Math (STEM) education for Title I High Schools serving low-income students at Vanguard and Life Sciences.","317 E.67th St & 320 E.96th St (Upper East Side & El Barrio)","396","0","280000","0","1","40.765359","-73.960059","10065","8","118","1083343","1014420001","Lenox Hill-Roosevelt Island                                                "
"2015","5","Streets and Transportation","16"," Bus Bulbs","Bus bulbs with streetscape improvements to support pedestrian safety and off-board payment on E. 86th Street at Lexington and Third Avenues.","E86th at 3rd and Lexington Ave (Upper East Side)","357","0","150000","0","1",,,," ",,,,
"2015","5","Schools","7"," School's Cool for PS198/PS 77","Air conditioning renovation for building-wide cooling in hot summer months at P.S.198/P.S.77.","1700 Third Ave (Upper East Side)","349","0","500000","0","1","40.784826","-73.949611","10128","8","15801","1048492","1015240023","Upper East Side-Carnegie Hill                                              "
"2015","5","Parks & Recreation","13"," Irrigate the Esplanade","Irrigation for the East River Esplanade to allow for increased access to water for trees and vegetation along walkway.","East River Esplanade (District wide)","336","0","300000","0","1",,,," ",,,,
"2015","5","Housing","11"," Security Cameras for Lexington Houses","Add new security cameras for increased safety for residents of Lexington Houses.","E98th to E99th & Park to Third (El Barrio)","302","0","500000","0","1",,,," ",,,,
"2015","5","Housing","9"," Community Garden for Lexington Houses","New planters and gates so that residents can grow plants in a community garden with additional plantings throughout the grounds.","E98th to E99th & Park to Third (El Barrio)","283","0","385000","0","1",,,," ",,,,
"2015","5","Parks & Recreation","12"," Full Court Press","Renovate basketball courts at John Jay Park including new backboards, hoops and sports coating.","E.76th to E.78th Sts & FDR Dr. (Upper East Side)","239","0","400000","0","1",,,," ",,,,
"2015","5","Culture and Community Facilities","2"," Bright Minds","Replace and improve the exterior lighting on the New York Public Library East 67th Street branch.","328 E. 67th Street (Upper East Side)","238","0","280000","0","1","40.765257","-73.959868","10065","8","118","1044749","1014410038","Lenox Hill-Roosevelt Island                                                "
"2015","5","Parks & Recreation","15"," Fun Fountain at St. Catherine's Park","Replace the fountain and spray shower with new plumbing, interactive spray heads and sports-coating for children to play on at St. Catherine's Park.","E.67th to E.68th & First Ave. (Upper East Side)","215","0","200000","0","1",,,," ",,,,
"2015","6","Culture and Community Facilities","2"," Mobile Food Pantry for West Side Campaign against Hunger","Purchasing a specialized van to serve as a food pantry to provide food & social services to those in need. The van will be operated & maintained by the West Side Campaign against Hunger","263 W. 86th St. (WSCAH HQ) (Throughout the District)","1163","1","250000","0","1","40.788672","-73.977332","10024","7","175","1033195","1012347502","Upper West Side                                                            "
"2015","44","Parks & Recreation","1"," Renovations to Friends Field","Upgrade and expand existing playground.","E.4th St. and Avenue L (Midwood)","777","0","500000","0","3",,,," ",,,,
"2015","6","Parks & Recreation","9"," Hudson River Greenway Bike and Pedestrian Pathway Improvements","Implementation of safety measures to separate the path on the popular Hudson River Greenway into cyclist and pedestrian routes in order to decrease congestion and promote safety.","Greenway from 72nd-84th Sts. (Riverside Park)","873","1","200000","0","1",,,," ",,,,
"2015","26","Parks & Recreation","26"," Woodside Reforestry","Variety of NYC Parks Department-approved trees planted in tree pits on both sides of Broadway in Woodside.","49th Street - 69th Street (Woodside)","186","1","200000","0","4",,,," ",,,,
"2015","6","Streets and Transportation","13"," Countdown Meter Clocks at Crosstown Bus Stops on 96th, 86th, 79th & 65th St.","Installing Real Time Passenger Information Clocks at east-bound crosstown at the 96th, 86th, 79th and 66th Street bus stop stations to improve public transportation experience.","96th, 86th, 79th & 65th Sts. (District wide)","840","1","240000","0","1",,,," ",,,,
"2015","6","Schools","3"," Turf Field at Martin Luther King High School","Initial design for the construction of an 11,000 sq ft illuminated, artificial turf athletic field. It will serve as practice space for multiple school sports teams & for community sport programs.","Martin Luther King, Jr. Campus (122 Amsterdam Ave. on 65th St.)","781","1","300000","0","1",,,," ",,,,
"2015","6","Culture and Community Facilities","1"," Air Conditioning Renovations at the NYPL for the Performing Arts","Renovating a 40-year-old air conditioning system at the New York Public Library of Performing Arts will allow visitors to comfortably access the library during the warmer months.","65th St. and Amsterdam Ave. (Lincoln Square)","765","0","350000","0","1",,,," ",,,,
"2015","6","Parks & Recreation","8"," New Crew cab pick-up truck for garbage collection in Riverside Park","Purchasing a new crew cab pick-up truck for increased garbage collection to be used throughout Riverside Park by the Parks Department","Riverside Park ","677","0","40000","0","1",,,," ",,,,
"2015","6","Schools","4"," Inclusive Playground at the Joan of Arc Public School Complex","Initial scope and planning for an all-inclusive and accessible playground in the Joan of Arc School complex to enable children with disabilities to freely play and interact with other students.","W. 93rd St. and Columbus Ave. ","629","0","300000","0","1",,,," ",,,,
"2015","6","Streets and Transportation","11"," 70th Street Broadway/Amsterdam Avenue Permanent Bowtie Safety improvements","Permanent safety improvements to pedestrian crossing area by building out painted areas. The project will extend to West End Avenue and 70th Street.","*Project submitted by the DOT (not through community process)","614","0","300000","0","1",,,," ",,,,
"2015","6","Schools","5"," Technology Upgrades at Public High schools located at Brandeis Campus","Enhancing the technology department of the schools located in the Louis D. Brandeis High School complex through new computers and smart boards.","145 West 84 St. (Brandeis School Complex)","486","0","200000","0","1","40.785803","-73.974614","10024","7","169","1032128","1012150001","Upper West Side                                                            "
"2015","6","Schools","6"," A Garden at P.S. 191","Creating a garden and green space at P.S. 191 for students.","210 W. 61st St. ","471","0","200000","0","1","40.771925","-73.987328","10023","7","147","1030320","1011520029","Lincoln Square                                                             "
"2015","6","Schools","7"," Air Conditioning wiring for P.S. 191 Lunchroom","Wiring to create a split screen to provide air conditioning for the lunchroom in P.S. 191. This will provide a comfortable environment for students during the warmer months of the year.","210 W 61st St. ","444","0","250000","0","1","40.771925","-73.987328","10023","7","147","1030320","1011520029","Lincoln Square                                                             "
"2015","6","Housing","14"," Barrels Playground Renovation at Amsterdam Houses (NYCHA)","Renovating playground and outdated equipment at the Amsterdam Houses' Barrels Playground to benefit resident families and children.","W. 61st St. & West End Ave. (Amsterdam Houses)","404","0","500000","0","1",,,," ",,,,
"2015","6","Housing","15"," Back plaza and playground upgrades at 589 Amsterdam Ave (NYC Housing Authority)","Upgrade and improve the upper & lower recreation area behind the 589 Amsterdam Ave. building to provide residents with chairs, tables, benches, & trees to use for congregating and leisurely activities","88th St. & Amsterdam Ave. ","398","0","500000","0","1",,,," ",,,,
"2015","6","Parks & Recreation","10"," Hudson Beach Recreation Area Upgrade","Installation of adult workout equipment and upgrade of the Swing-A-Ring area in Riverside Park to promote safety and better use of the area.","103-102nd St. & Riverside Park (Riverside Park, Hudson Beach)","361","0","130000","0","1",,,," ",,,,
"2015","6","Streets and Transportation","12"," Curb Cut repair on 680 Amsterdam Avenue","Repairing existing curb-cut on the northwest corner of 93rd Street and Amsterdam Avenue. Determined by Community Board 7 survey and by assessment from the Department of Transportation.","680 Amsterdam Ave. on 93rd St. ","264","0","115000","0","1","40.792219","-73.971719","10025","7","179","1033648","1012410025","Upper West Side                                                            "
"2015","7","Parks & Recreation","1"," Basketball Court Repair at Playground 125","Make crucial surface repairs to basketball courts and playground area. This playground is used by neighborhood children and students from P.S. 125, Columbia Secondary School, and Kipp Starr.","Morningside Ave. & W. 123 St. (Morningside Heights)","823","1","500000","0","1",,,," ",,,,
"2015","7","Streets and Transportation","3"," Planting Sidewalk Trees","Planting new street trees and installing tree guards. 50 new trees and guards around Grant Houses and 50 new trees and guards between Riverside Drive and Broadway from 130th Street to 139th Street.","Grant Houses and 130th Streets (Harlem and Morningside Heights)","723","1","300000","0","1",,,," ",,,,
"2015","7","Parks & Recreation","10"," Grant Houses Playground Repair","Major playground renovations and repairs to beautify and allow for better use of a play area utilized by the 4,500 residents who rely on the space for play and exercise.","125th b/w Broadway & Amsterdam (Morningside Heights)","695","1","450000","0","1",,,," ",,,,
"2015","7","Parks & Recreation","2"," Public Greenhouse in Hamilton Heights","This project will fund a greenhouse in Frank White Memorial Garden that will incorporate innovative garden projects like composting systems, hydroponics, and sustainable activities.","506 W. 143rd St. (Hamilton Heights)","679","1","50000","0","1","40.824306","-73.949441","10031","9","229","1000000","1020740045","Hamilton Heights                                                           "
"2015","7","Youth","11"," Youth Technology Lab","This project will create a permanent space for neighborhood youth to engage in design thinking and project-based learning. The purpose of this space is to foster and encourage STEM learning in youth.","503 W. 145th St. (Hamilton Heights)","693","0","900000","0","1","40.825431","-73.948049","10031","9","229","1061938","1020770026","Hamilton Heights                                                           "
"2015","8","Housing","23"," Wilson Houses: Grounds Improvements","Renovate playground and install standard playground equipment.","305 E.105th St. (El Barrio/East Harlem)","718","0","375000","0","1","40.78978","-73.942497","10029","11","170","1052754","1016770005","East Harlem South                                                          "
"2015","7","Culture and Community Facilities","6"," Out of School Time Center","Build out basement space in the Hamilton Grange Library to create a 600 square foot permanent ADA accessible classroom. Work will include new H/VAC, lighting, electrical, IT and security systems.","503 W. 145th St. (Hamilton Heights)","689","0","900000","0","1","40.825431","-73.948049","10031","9","229","1061938","1020770026","Hamilton Heights                                                           "
"2015","7","Parks & Recreation","4"," Repairs to Riverside Park Northern Area","Repairs to a neglected section of Riverside Park at Riverside Dr. from 138th-148th Streets, including fencing and landscape improvements, playground renovations, ball field repairs and erosion repair.","Riverside Dr. & W. 138-148 Sts (Hamilton Heights)","606","0","250000","0","1",,,," ",,,,
"2015","7","Culture and Community Facilities","5"," Public Library Elevator Repairs","Elevator repairs for the Hamilton Grange Library, a four floor building serving people of all ages from the community. The elevator is in major need of repair and of full ADA access.","503 W. 145th St. (Hamilton Heights)","598","0","300000","0","1","40.825431","-73.948049","10031","9","229","1061938","1020770026","Hamilton Heights                                                           "
"2015","7","Schools","13","P.S. 4 School Garden","Reconstruction and replacement of existing playground structures, the installation of a school garden and planting of new trees within the playground. Project will make the area more safe and fun.","500 W. 160th St. (Washington Heights)","588","0","300000","0","1","40.834899","-73.941085","10032","12","245","1062792","1021180022","Washington Heights South                                                   "
"2015","7","Parks & Recreation","9"," Manhattanville Houses Playground Repairs","Complete renovation of recreational area including basketball hoops and courts, new play surfaces, and safety and aesthetic improvements to serve a heavily used and much needed open space.","129th St.-133rd St.at Broadway (Manhattanville)","583","0","450000","0","1",,,," ",,,,
"2015","7","Youth","12"," Computer Lab Upgrade at PS 163","Improve technology instruction by equipping the lab with 36 new Mac desktops to replace existing, outdated computers, and two mobile carts with 48 Mac laptops.","163 W. 97th St. (Upper West Side)","534","0","90000","0","1","40.794264","-73.968706","10025","7","185","1055908","1018520099","Upper West Side                                                            "
"2015","7","Streets and Transportation","15"," Street Lighting Upgrade at Amsterdam Avenue","Installation/replacement of existing lampposts with Bishop Crook lampposts (antique replicas) at Amsterdam Avenue from 125th Street-140th Street and 146th Street-155th Street.","Amsterdam Ave. 125-140&146-155 (Hamilton Heights)","508","0","632000","0","1",,,," ",,,,
"2015","7","Streets and Transportation","16"," Riverside Park Sidewalk Repairs near 137 St","Sidewalk repairs and improvements along a much needed stretch of parts of Riverside Park between 137th Street and 145th Street.","Riverside Park 137th-145th Sts (Manhattanville)","491","0","400000","0","1",,,," ",,,,
"2015","7","Culture and Community Facilities","8"," Electrical Upgrades at Morningside Heights Branch","An electrical upgrade allowing for more electrical outlets and capacity to accommodate today's technology needs. More patrons can plug in laptops, phones and other devices.","2900 Broadway (Morningside Heights)","315","0","500000","0","1","40.806172","-73.965229","10025","9","199","1057018","1018857501","Morningside Heights                                                        "
"2015","7","Culture and Community Facilities","7"," Electrical Upgrades at Bloomingdale Library","An electrical upgrade allowing for more electrical outlets and capacity to accommodate today's technology needs. More patrons can plug in laptops, phones and other devices.","150 W. 100th St. (Upper West Side)","294","0","500000","0","1","40.796363","-73.967831","10025","7","185","1055906","1018520049","Upper West Side                                                            "
"2015","7","Streets and Transportation","14"," Street Lighting Upgrade at Hamilton Place","Installation/replacement of existing lampposts with Bishop Crook lampposts (antique replicas) in Hamilton Place from 138th-144th Streets. The project will provide adequate lighting and improve safety.","Hamilton Pl. from 138th-144th (Hamilton Heights)","244","0","196400","0","1",,,," ",,,,
"2015","8","Housing","22"," Wilson Houses: Basketball Court Renovations","Renovation to basketball court.","405 E.105 St. (El Barrio/East Harlem)","1095","1","375000","0","1","40.788875","-73.94036","10029","11","162","1079367","1016990001","East Harlem South                                                          "
"2015","8","Schools","14"," School Technology Upgrades","Technology upgrades for the Academy of Applied Math and Technology, South Bronx Preparatory School, P.S. 161 and International Community High School."," (Bronx - Mott Haven & Longwood)","998","1","500000","0","1",,,," ",,,,
"2015","8","Culture and Community Facilities","19"," 125th Street Library: ADA Ramp","Replace current detachable ramp with a permanent, concrete and ADA-compliant ramp.","224 E. 125th St. (El Barrio/East Harlem)","963","1","500000","0","1","40.803389","-73.935102","10035","11","242","1054674","1017890037","East Harlem North                                                          "
"2015","8","Parks & Recreation","18"," Boys & Girls Harbor: Playground Renovations","Revitalize entire playground; install new basketball courts with standard basketball equipment, softer surfacing and small seating and eating area.","1 E. 104th St. (El Barrio/East Harlem)","844","1","275000","0","1","40.792888","-73.951826","10029","11","168","1051499","1016100001","East Harlem South                                                          "
"2015","8","Youth","15"," Air Conditioning at Bronx Schools","Installation of 1 air conditioning system at 345 Brooke Avenue for schools X343, X224 & X334. Installation of 1 air conditioning system at PS 161x.","628 Tinton Ave, 345 Brook Ave. (Bronx - Mott Haven & Longwood)","786","1","500000","0","1",,,," ",,,,
"2015","8","Housing","24"," East River Houses: Door Upgrades","Install new doors throughout East River Houses.","418 East 105th St. (El Barrio/East Harlem)","843","0","700000","0","1","40.788645","-73.939855","10029","11","162","1083946","1016960001","East Harlem South                                                          "
"2015","8","Schools","11"," Technology Upgrades","Technology upgrades for Park East High School and Central Park East High School.","230 E.105th; 1573 Madison Ave. (El Barrio/East Harlem)","768","0","312000","0","1",,,," ",,,,
"2015","8","Seniors","2"," Gaylord White: Security Upgrades","Upgrade security access to Gaylord White Houses.","2029 Second Ave. (El Barrio/East Harlem)","752","0","500000","0","1","40.789473","-73.943288","10029","11","170","1080669","1016540011","East Harlem South                                                          "
"2015","8","Parks & Recreation","7"," Thomas Jefferson Park: Dog Run Upgrades","Upgrade Tom's Dog Run Park's water fountain and irrigation system; install new fences and gates; create section for smaller dogs.","1st Ave btw E.111 St.-114 St. (El Barrio/East Harlem)","691","0","200000","0","1",,,," ",,,,
"2015","8","Schools","12"," Air Conditioners PS 179x , PS 369x and P352x","Installation of two HVAC units at P.S. 179X, P.S. 369X and P.S. 352X.","468 E. 140 St. (Bronx - Mott Haven)","673","0","500000","0","1",,,," ",,,,
"2015","8","Seniors","3"," Gaylord White: Grounds Improvements","Renovation of floor pavement and installation of new seating at Gaylord White Senior Center's outdoor patio.","237 East 104th St. (El Barrio/East Harlem)","662","0","475000","0","1","40.789687","-73.944267","10029","11","170","1080671","1016540011","East Harlem South                                                          "
"2015","8","Schools","17"," Children's Aid Society: Bathroom Upgrades","Renovations to bathroom at Children's Aid Society.","130 E.101 St. (El Barrio/East Harlem)","643","0","100000","0","1","40.789308","-73.949225","10029","11","166","1051816","1016280062","East Harlem South                                                          "
"2015","8","Parks & Recreation","6"," La Isla Gardens","Renovation of green spaces including installation of water zone device in community gardens, wood for constructing benches and tables, and materials for a garden.","96 West 163rd St. (Bronx - Highbridge)","637","0","300000","0","1",,,," ",,,,
"2015","8","Schools","13"," Bathroom Renovations at MSHS 223","Renovation of girls' and boys' bathrooms including stalls, lighting, painting, and having walls re-glazed.","360 E.145th St. (Bronx - Mott Haven)","556","0","150000","0","1",,,," ",,,,
"2015","8","Parks & Recreation","8"," Blake Hobbs Playground: Courts Renovations","Renovate the playground, basketball court and handball court.","E.102nd-104th Sts. & 2nd Ave. (El Barrio/East Harlem)","494","0","300000","0","1",,,," ",,,,
"2015","8","Culture and Community Facilities","20"," Aguilar Library Windows","Reconstruct windows in the 100-year-old Carnegie building that houses the Aguilar library.","174 E.110th St. (El Barrio/East Harlem)","491","0","500000","0","1","40.794317","-73.94327","10029","11","172","1052167","1016370141","East Harlem South                                                          "
"2015","8","Seniors","1"," Corsi Benches","Installation of benches and re-paving of sidewalk in front of building.","306 East 117th St. (El Barrio/East Harlem)","429","0","400000","0","1","40.797489","-73.936856","10035","11","188","1079357","1016880045","East Harlem North                                                          "
"2015","8","Culture and Community Facilities","16"," Technology Upgrades E. Roberts Moore Senior Center & Betances Community Center","Technology upgrades at E. Roberts Moore Senior Center and Betances Community Center.","547 W.146 St 515 Jackson Ave. (Bronx - Mott Haven)","428","0","100000","0","1","40.826466","-73.948424","10031","9","233","1087801","1020780005","Hamilton Heights                                                           "
"2015","8","Parks & Recreation","10"," Pier 107","Renovations to Pier 107: Refinishing walking areas to allow for public access.","107th St. on E.River Esplanade (El Barrio/East Harlem)","394","0","350000","0","1",,,," ",,,,
"2015","8","Seniors","5"," Carter Burden Senior Center: ADA Ramp","Install an ADA-compliant ramp at Carter Burden Leonard Covello Senior Center.","312 East 109th St. (El Barrio/East Harlem)","374","0","400000","0","1","40.792306","-73.94048","10029","11","170","1074278","1016800045","East Harlem South                                                          "
"2015","8","Seniors","4"," Lighting Upgrades for Highbridge Houses","Lighting upgrades for the two south Highbridge rehab buildings.","1085 Anderson Ave. 130 W.166th (Bronx - Highbridge)","328","0","450000","0","1",,,," ",,,,
"2015","8","Housing","25"," Millbrook Grounds Improvements","Improvement of green space for recreational and communal purposes.","B/w 137th St. & St. Ann's Ave. (Bronx - Mott Haven)","274","0","400000","0","1",,,," ",,,,
"2015","8","Youth","21"," Technology Upgrades & Renovations: Woodycrest Center for Human Development","Technology upgrades to current computer lab. Renovation of basement to install a music studio.","153 West 165th St. (Bronx - Highbridge)","231","0","450000","0","1",,,," ",,,,
"2015","8","Housing","27"," Patterson Houses: Grounds Improvements","Grounds improvements for Patterson Houses.","308 E. 145th St. (Bronx - Mott Haven)","231","0","450000","0","1",,,," ",,,,
"2015","8","Parks & Recreation","9"," Improvements to Diamante Garden","Installation of an irrigation system; construction of a brick path for safety and accessibility; reconstruction of the stage flooring, roof and planting bench; upgrade picnic area.","306-310 E.118th St. & 2nd Ave. (El Barrio/East Harlem)","203","0","100000","0","1","40.798107","-73.936371","10035","11","188","1000000","1016890047","East Harlem North                                                          "
"2015","8","Schools","26"," Mitchel Center: Roof Repair","Repair the community center's roof, which will create an improved recreational space for community members.","210 Alexander Ave. (Bronx - Mott Haven)","176","0","600000","0","1",,,," ",,,,
"2015","10","Parks & Recreation","4"," Outdoor Fitness Center by the Hudson River","Free exercise equipment provides community health: pull-up bars, rings, jump boxes, chest press, leg extension, & more! Get out in the sun, get moving, and take in the inspiring view of the GW Bridge!","Dyckman Fields, Hudson River ","585","1","100000","0","1",,,," ",,,,
"2015","10","Schools","5"," WHEELS Playground Installation","WHEELS Elementary has recess in a fenced concrete yard which will be transformed by this proposal to a playground with safe surface, structure, and hoops. Support our children and neighborhood school.","511 West 182nd Street ","537","1","500000","0","1","40.848908","-73.930948","10033","12","269","1063703","1021550035","Washington Heights North                                                   "
"2015","10","Parks & Recreation","3"," Highbridge Community Garden","A Community Food Garden! People working together growing crops from seed to harvest results in neighborhood pride, ownership, education, benefits of physical activity and we get fresh healthy food!","Highbridge Park- South of pool ","531","1","200000","0","1","40.842365","-73.930615","10033","12","311","1797002","1240009995","park-cemetery-etc-Manhattan                                                "
"2015","10","Schools","6"," Dos Puentes/PS 132 Playground Installation: Phase 1","This is a co-located school without a playground, giving no safe area to hold recess. New fencing and a play structure will help to provide for two safe areas for kids to play!","185 Wadsworth Avenue ","483","1","200000","0","1","40.850626","-73.934377","10033","12","271","1063947","1021650026","Washington Heights North                                                   "
