"bbl_10","street_no_property","street_1_property","street_2_property","city_property","postcode","addr_state_property","borough","latitude","longitude","community_board","council_district","census_tract","bin","nta"
"5060177505",,"RUSSEK DRIVE",,"STATEN ISLAND","10312","NY",,,,,,,,
"5060250035",,"ARTHUR KILL ROAD",,"STATEN ISLAND","0","NY",,,,,,,,
"5060250035","230","ARDEN AVENUE",,"STATEN ISLAND","10312","NY","STATEN IS","40.553519","-74.19218","503","51","17010","5107723","Arden Heights"
"5063320006","5371","AMBOY ROAD",,"STATEN ISLAND","10312","NY","STATEN IS","40.533329","-74.188734","503","51","17005","5114315","Annadale-Huguenot-Prince's Bay-Eltingville"
"5064750001","5150","HYLAN BOULEVARD",,"STATEN ISLAND","10312","NY","STATEN IS","40.526742","-74.178161","503","51","176","5107747","Annadale-Huguenot-Prince's Bay-Eltingville"
"5066700001","375","SEGUINE AVENUE",,"STATEN ISLAND","10309","NY","STATEN IS","40.516725","-74.19688","503","51","198","5082757","Annadale-Huguenot-Prince's Bay-Eltingville"
"5070407501",,"WIRT AVENUE",,"STATEN ISLAND","10309","NY",,,,,,,,
"5070487501",,"HAMPTON PLACE",,"STATEN ISLAND","10309","NY",,,,,,,,
"5070487502","5","WIRT AVENUE",,"STATEN ISLAND","10309","NY","STATEN IS","40.548408","-74.214367","503","51","20801","5086195","Rossville-Woodrow"
"5070547501","3","BOWER COURT",,"STATEN ISLAND","10309","NY","STATEN IS","40.550652","-74.214716","503","51","20801","5086258","Rossville-Woodrow"
"5070547501","3","BOWER COURT",,"STATEN ISLAND","10309","NY","STATEN IS","40.550652","-74.214716","503","51","20801","5086258","Rossville-Woodrow"
"5070547502","6","HAMPTON PLACE",,"STATEN ISLAND","10309","NY","STATEN IS","40.550548","-74.214734","503","51","20801","5086316","Rossville-Woodrow"
"5070547502","6","HAMPTON PLACE",,"STATEN ISLAND","10309","NY","STATEN IS","40.550548","-74.214734","503","51","20801","5086316","Rossville-Woodrow"
"5070557502",,"GRAFE STREET",,"STATEN ISLAND","0","NY",,,,,,,,
"5070557503","37","AZALEA COURT",,"STATEN ISLAND","10309","NY","STATEN IS","40.550622","-74.213201","503","51","20801","5117215","Rossville-Woodrow"
"5070557504","29","MEADOW COURT",,"STATEN ISLAND","10309","NY","STATEN IS","40.548695","-74.213451","503","51","20801","5117647","Rossville-Woodrow"
"5070670117",,"VETERANS ROAD WEST",,"STATEN ISLAND","0","NY",,,,,,,,
"5070670117","275","VETERANS ROAD WEST",,"STATEN ISLAND","10309","NY","STATEN IS","40.553672","-74.215985","503","51","20801","5145951","Rossville-Woodrow"
"5070920039","644","BLOOMINGDALE ROAD",,"STATEN ISLAND","10309","NY","STATEN IS","40.541555","-74.217932","503","51","226","5158758","Charleston-Richmond Valley-Tottenville"
"5071000028","2730","ARTHUR KILL ROAD",,"STATEN ISLAND","10309","NY","STATEN IS","40.549457","-74.222604","503","51","226","5133353","Charleston-Richmond Valley-Tottenville"
"5071870001","2911","ARTHUR KILL ROAD",,"STATEN ISLAND","10309","NY","STATEN IS","40.548258","-74.225183","503","51","226","5086719","Charleston-Richmond Valley-Tottenville"
"5074460100","2720","VETERANS ROAD WEST",,"STATEN ISLAND","10309","NY","STATEN IS","40.527628","-74.229423","503","51","226","5148060","Charleston-Richmond Valley-Tottenville"
"5074690200",,"VETERANS ROAD WEST",,"STATEN ISLAND","10309","NY",,,,,,,,
"5074690200","2750","VETERANS ROAD WEST",,"STATEN ISLAND","10309","NY","STATEN IS","40.527654","-74.229887","503","51","226","5149741","Charleston-Richmond Valley-Tottenville"
"5074810001","2900","VETERANS ROAD WEST",,"STATEN ISLAND","10309","NY","STATEN IS","40.527705","-74.230733","503","51","226","5149742","Charleston-Richmond Valley-Tottenville"
"5074870100","4700","ARTHUR KILL ROAD",,"STATEN ISLAND","10309","NY","STATEN IS","40.530427","-74.23926","503","51","226","5169957","Charleston-Richmond Valley-Tottenville"
"5075110001",,"RICHMOND PARKWAY",,"STATEN ISLAND","10309","NY",,,,,,,,
"5075110001",,"RICHMOND PARKWAY",,"STATEN ISLAND","0","NY",,,,,,,,
"5075110001","2935-2965","VETERANS ROAD WEST",,"STATEN ISLAND","10309","NY","STATEN IS","40.527736","-74.231492","503","51","226","5150928","Charleston-Richmond Valley-Tottenville"
"5075110001","2935-2965","VETERANS ROAD WEST",,"STATEN ISLAND","10309","NY","STATEN IS","40.527736","-74.231492","503","51","226","5150928","Charleston-Richmond Valley-Tottenville"
"5077020001","6420","AMBOY ROAD",,"STATEN ISLAND","10309","NY","STATEN IS","40.52136","-74.217143","503","51","226","5155571","Charleston-Richmond Valley-Tottenville"
"5079710250","236","RICHMOND VALLEY ROAD",,"STATEN ISLAND","10309","NY","STATEN IS","40.5211","-74.236562","503","51","248","5107860","Charleston-Richmond Valley-Tottenville"
"5079910100","99","ELLIS STREET",,"STATEN ISLAND","10307","NY","STATEN IS","40.516065","-74.243582","503","51","248","5088569","Charleston-Richmond Valley-Tottenville"
"1000010010","1","GOVERNORS ISLAND",,"NEW YORK","10004","NY","MANHATTAN","40.690096","-74.012866","101","1","5","1086389","park-cemetery-etc-Manhattan"
"1000047501","1","WATER STREET",,"NEW YORK","10004","NY","MANHATTAN","40.702444","-74.012742","101","1","9","1000005","Battery Park City-Lower Manhattan"
"1000050010","115","BROAD STREET",,"NEW YORK","10004","NY","MANHATTAN","40.702486","-74.011357","101","1","9","1000007","Battery Park City-Lower Manhattan"
"1000057501","125","BROAD STREET",,"NEW YORK","10004","NY","MANHATTAN","40.702112","-74.011249","101","1","9","1000006","Battery Park City-Lower Manhattan"
"1000087501","39","WHITEHALL STREET",,"NEW YORK","10004","NY","MANHATTAN","40.703037","-74.012969","101","1","9","1087700","Battery Park City-Lower Manhattan"
"1000090001","34","WHITEHALL STREET",,"NEW YORK","10004","NY","MANHATTAN","40.703034","-74.012991","101","1","9","1000018","Battery Park City-Lower Manhattan"
"1000090014","17","STATE STREET",,"NEW YORK","10004","NY","MANHATTAN","40.702798","-74.014246","101","1","9","1000020","Battery Park City-Lower Manhattan"
"1000090029","24","WHITEHALL STREET",,"NEW YORK","10004","NY","MANHATTAN","40.703446","-74.013092","101","1","9","1000021","Battery Park City-Lower Manhattan"
"1000100014","33","WHITEHALL STREET",,"NEW YORK","10004","NY","MANHATTAN","40.703312","-74.013038","101","1","9","1000023","Battery Park City-Lower Manhattan"
"1000100016","90","BROAD STREET",,"NEW YORK","10004","NY","MANHATTAN","40.703954","-74.011592","101","1","9","1000025","Battery Park City-Lower Manhattan"
"1000100023","1","WHITEHALL STREET",,"NEW YORK","10004","NY","MANHATTAN","40.703973","-74.013164","101","1","9","1000027","Battery Park City-Lower Manhattan"
"1000110001","2","BROADWAY",,"NEW YORK","10004","NY","MANHATTAN","40.704119","-74.013186","101","1","9","1000029","Battery Park City-Lower Manhattan"
"1000110014","26","BEAVER STREET",,"NEW YORK","10004","NY","MANHATTAN","40.704959","-74.011902","101","1","9","1085816","Battery Park City-Lower Manhattan"
"1000110021","80","BROAD STREET",,"NEW YORK","10004","NY","MANHATTAN","40.704322","-74.011581","101","1","9","1000038","Battery Park City-Lower Manhattan"
"1000130001","1","BROADWAY",,"NEW YORK","10004","NY","MANHATTAN","40.704785","-74.014099","101","1","13","1000043","Battery Park City-Lower Manhattan"
"1000130005","11","BROADWAY",,"NEW YORK","10004","NY","MANHATTAN","40.705354","-74.013731","101","1","13","1000044","Battery Park City-Lower Manhattan"
"1000150022","21","WEST STREET",,"NEW YORK","10004","NY","MANHATTAN","40.706451","-74.016119","101","1","13","1000047","Battery Park City-Lower Manhattan"
"1000157501","17","BATTERY PLACE",,"NEW YORK","10004","NY","MANHATTAN","40.704884","-74.015927","101","1","13","1082634","Battery Park City-Lower Manhattan"
"1000157502","20","WEST STREET",,"NEW YORK","10004","NY","MANHATTAN","40.706358","-74.016151","101","1","13","1087243","Battery Park City-Lower Manhattan"
"1000160015","50","BATTERY PLACE",,"NEW YORK","10280","NY","MANHATTAN","40.706284","-74.017904","101","1","31704","1085938","Battery Park City-Lower Manhattan"
"1000160020","70","BATTERY PLACE",,"NEW YORK","10280","NY","MANHATTAN","40.707047","-74.017439","101","1","31704","1085778","Battery Park City-Lower Manhattan"
"1000160100","345","SOUTH END AVENUE",,"NEW YORK","10280","NY","MANHATTAN","40.710733","-74.016131","101","1","31704","1083378","Battery Park City-Lower Manhattan"
"1000160120","200","LIBERTY STREET",,"NEW YORK","10281","NY","MANHATTAN","40.711425","-74.015442","101","1","31704","1000057","Battery Park City-Lower Manhattan"
"1000160125","225","LIBERTY STREET",,"NEW YORK","10280","NY","MANHATTAN","40.711537","-74.015673","101","1","31703","1000058","Battery Park City-Lower Manhattan"
"1000160140","200","VESEY STREET",,"NEW YORK","10281","NY","MANHATTAN","40.714447","-74.015493","101","1","31703","1000059","Battery Park City-Lower Manhattan"
"1000160140","200","VESEY STREET",,"NEW YORK","10281","NY","MANHATTAN","40.714447","-74.015493","101","1","31703","1000059","Battery Park City-Lower Manhattan"
"1000160150","250","VESEY PLACE",,"NEW YORK","10282","NY",,,,,,,,
"1000160180","20","RIVER TERRACE",,"NEW YORK","10282","NY","MANHATTAN","40.716942","-74.016298","101","1","31703","1086174","Battery Park City-Lower Manhattan"
"1000160185","211","NORTH END AVENUE",,"NEW YORK","10282","NY","MANHATTAN","40.71622","-74.015075","101","1","31703","1086547","Battery Park City-Lower Manhattan"
"1000160190","22","RIVER TERRACE",,"NEW YORK","10282","NY","MANHATTAN","40.717375","-74.016035","101","1","31703","1085929","Battery Park City-Lower Manhattan"
"1000160195","325","NORTH END AVENUE",,"NEW YORK","10282","NY","MANHATTAN","40.716637","-74.014754","101","1","31703","1086507","Battery Park City-Lower Manhattan"
"1000160200","400","CHAMBERS STREET",,"NEW YORK","10282","NY","MANHATTAN","40.717774","-74.014206","101","1","31703","1085774","Battery Park City-Lower Manhattan"
"1000160205","455","NORTH END AVENUE",,"NEW YORK","10282","NY","MANHATTAN","40.717384","-74.014166","101","1","31703","1085815","Battery Park City-Lower Manhattan"
"1000160210","399","CHAMBERS STREET",,"NEW YORK","10282","NY","MANHATTAN","40.718073","-74.014855","101","1","31703","1085486","Battery Park City-Lower Manhattan"
"1000160221","201","WARREN STREET",,"NEW YORK","10282","NY","MANHATTAN","40.716668","-74.013542","101","1","31703","1085568","Battery Park City-Lower Manhattan"
"1000160225","1","NORTH END AVENUE",,"NEW YORK","10281","NY","MANHATTAN","40.714082","-74.01673","101","1","31703","1085502","Battery Park City-Lower Manhattan"
"1000160260","200","WEST STREET",,"NEW YORK","10282","NY","MANHATTAN","40.713846","-74.013812","101","1","31703","1087239","Battery Park City-Lower Manhattan"
"1000167501","377","RECTOR PLACE",,"NEW YORK","10280","NY","MANHATTAN","40.709506","-74.018002","101","1","31704","1000061","Battery Park City-Lower Manhattan"
"1000167502","320","ALBANY STREET",,"NEW YORK","10280","NY","MANHATTAN","40.710165","-74.016751","101","1","31704","1000301","Battery Park City-Lower Manhattan"
"1000167503","250","SOUTH END AVENUE",,"NEW YORK","10280","NY","MANHATTAN","40.709709","-74.01656","101","1","31704","1065089","Battery Park City-Lower Manhattan"
"1000167504","300","ALBANY STREET",,"NEW YORK","10280","NY","MANHATTAN","40.710118","-74.016574","101","1","31704","1000436","Battery Park City-Lower Manhattan"
"1000167505","380","RECTOR PLACE",,"NEW YORK","10280","NY","MANHATTAN","40.709311","-74.017764","101","1","31704","1000544","Battery Park City-Lower Manhattan"
"1000167506","280","RECTOR PLACE",,"NEW YORK","10280","NY","MANHATTAN","40.708921","-74.016505","101","1","31704","1065199","Battery Park City-Lower Manhattan"
"1000167507","300","RECTOR PLACE",,"NEW YORK","10280","NY","MANHATTAN","40.709097","-74.017104","101","1","31704","1065321","Battery Park City-Lower Manhattan"
"1000167508","200","RECTOR PLACE",,"NEW YORK","10280","NY","MANHATTAN","40.708809","-74.016116","101","1","31704","1065475","Battery Park City-Lower Manhattan"
"1000167509","21","SOUTH END AVENUE",,"NEW YORK","10280","NY","MANHATTAN","40.708114","-74.01763","101","1","31704","1075698","Battery Park City-Lower Manhattan"
"1000167510","99","BATTERY PLACE",,"NEW YORK","10280","NY","MANHATTAN","40.707977","-74.016729","101","1","31704","1080815","Battery Park City-Lower Manhattan"
"1000167511","2","SOUTH END AVENUE",,"NEW YORK","10280","NY","MANHATTAN","40.708037","-74.017656","101","1","31704","1082813","Battery Park City-Lower Manhattan"
"1000167512","102","NORTH END AVENUE",,"NEW YORK","10282","NY","MANHATTAN","40.714812","-74.016153","101","1","31703","1085867","Battery Park City-Lower Manhattan"
"1000167513","10","LITTLE WEST STREET",,"NEW YORK","10280","NY","MANHATTAN","40.705551","-74.0171","101","1","31704","1085789","Battery Park City-Lower Manhattan"
"1000167514","30","LITTLE WEST STREET",,"NEW YORK","10280","NY","MANHATTAN","40.706171","-74.016862","101","1","31704","1087238","Battery Park City-Lower Manhattan"
"1000167515","225","RECTOR PLACE",,"NEW YORK","10280","NY","MANHATTAN","40.70927","-74.016487","101","1","31704","1000053","Battery Park City-Lower Manhattan"
"1000167517","70","BATTERY PLACE",,"NEW YORK","10280","NY","MANHATTAN","40.707047","-74.017439","101","1","31704","1085778","Battery Park City-Lower Manhattan"
"1000167520","200","NORTH END AVENUE",,"NEW YORK","10282","NY","MANHATTAN","40.71619","-74.015071","101","1","31703","1087847","Battery Park City-Lower Manhattan"
"1000169002","2","WEST STREET","HOTL","NEW YORK","10004","NY","MANHATTAN","40.705523","-74.01711","101","1","31704","1085789","Battery Park City-Lower Manhattan"
"1000180100","56","GREENWICH STREET",,"NEW YORK","10006","NY","MANHATTAN","40.706921","-74.014074","101","1","13","1078977","Battery Park City-Lower Manhattan"
"1000187501","13","RECTOR STREET",,"NEW YORK","10006","NY","MANHATTAN","40.707997","-74.013713","101","1","13","1000794","Battery Park City-Lower Manhattan"
"1000190013","42","TRINITY PLACE",,"NEW YORK","10006","NY","MANHATTAN","40.707437","-74.013194","101","1","13","1000797","Battery Park City-Lower Manhattan"
"1000200001","29","BROADWAY",,"NEW YORK","10006","NY","MANHATTAN","40.70601","-74.01315","101","1","13","1000802","Battery Park City-Lower Manhattan"
"1000200004","39","BROADWAY",,"NEW YORK","10006","NY","MANHATTAN","40.706251","-74.012952","101","1","13","1000803","Battery Park City-Lower Manhattan"
"1000200009","45","BROADWAY",,"NEW YORK","10006","NY","MANHATTAN","40.706397","-74.012829","101","1","13","1000804","Battery Park City-Lower Manhattan"
"1000200016","55","BROADWAY",,"NEW YORK","10006","NY","MANHATTAN","40.706638","-74.012631","101","1","13","1000807","Battery Park City-Lower Manhattan"
"1000210001","61","BROADWAY",,"NEW YORK","10006","NY","MANHATTAN","40.706995","-74.012335","101","1","13","1000808","Battery Park City-Lower Manhattan"
"1000210004","65","BROADWAY",,"NEW YORK","10006","NY","MANHATTAN","40.707113","-74.012234","101","1","13","1000809","Battery Park City-Lower Manhattan"
"1000210006","69","BROADWAY",,"NEW YORK","10006","NY","MANHATTAN","40.707234","-74.012137","101","1","13","1000810","Battery Park City-Lower Manhattan"
"1000220017","32","BROADWAY",,"NEW YORK","10004","NY","MANHATTAN","40.706045","-74.013096","101","1","9","1078979","Battery Park City-Lower Manhattan"
"1000220024","50","BROADWAY",,"NEW YORK","10004","NY","MANHATTAN","40.706449","-74.012761","101","1","9","1000813","Battery Park City-Lower Manhattan"
"1000220028","52","BROADWAY",,"NEW YORK","10004","NY","MANHATTAN","40.706493","-74.012725","101","1","9","1000814","Battery Park City-Lower Manhattan"
"1000230019","2","BROAD STREET",,"NEW YORK","10004","NY","MANHATTAN","40.706993","-74.010763","101","1","7","1078982","Battery Park City-Lower Manhattan"
"1000230050","20","BROAD STREET",,"NEW YORK","10004","NY","MANHATTAN","40.706553","-74.011033","101","1","7","1000816","Battery Park City-Lower Manhattan"
"1000240001","60","BROAD STREET",,"NEW YORK","10004","NY","MANHATTAN","40.705351","-74.011502","101","1","9","1000817","Battery Park City-Lower Manhattan"
"1000240029","30","BROAD STREET",,"NEW YORK","10004","NY","MANHATTAN","40.70618","-74.01125","101","1","9","1000819","Battery Park City-Lower Manhattan"
"1000240036","50","BROAD STREET",,"NEW YORK","10004","NY","MANHATTAN","40.705689","-74.011455","101","1","9","1000820","Battery Park City-Lower Manhattan"
"1000247501","40","BROAD STREET",,"NEW YORK","10004","NY","MANHATTAN","40.706021","-74.011332","101","1","9","1078985","Battery Park City-Lower Manhattan"
"1000250001","55","BROAD STREET",,"NEW YORK","10004","NY","MANHATTAN","40.705189","-74.011505","101","1","9","1000821","Battery Park City-Lower Manhattan"
"1000250010","41","BROAD STREET",,"NEW YORK","10004","NY","MANHATTAN","40.705576","-74.011448","101","1","9","1000823","Battery Park City-Lower Manhattan"
"1000250019","25","BROAD STREET",,"NEW YORK","10004","NY","MANHATTAN","40.706114","-74.01126","101","1","9","1000824","Battery Park City-Lower Manhattan"
"1000250027","40","EXCHANGE PLACE",,"NEW YORK","10005","NY","MANHATTAN","40.705939","-74.010283","101","1","9","1000825","Battery Park City-Lower Manhattan"
"1000257501","15","WILLIAM STREET",,"NEW YORK","10004","NY","MANHATTAN","40.705209","-74.009998","101","1","9","1087954","Battery Park City-Lower Manhattan"
"1000260014","37","WALL STREET",,"NEW YORK","10005","NY","MANHATTAN","40.70674","-74.010095","101","1","7","1078992","Battery Park City-Lower Manhattan"
"1000260021","45","WALL STREET",,"NEW YORK","10005","NY","MANHATTAN","40.706595","-74.009861","101","1","7","1000826","Battery Park City-Lower Manhattan"
"1000267501","15","BROAD STREET",,"NEW YORK","10005","NY","MANHATTAN","40.706531","-74.011022","101","1","7","1078988","Battery Park City-Lower Manhattan"
"1000270009","63","WALL STREET",,"NEW YORK","10005","NY","MANHATTAN","40.705843","-74.008516","101","1","7","1000828","Battery Park City-Lower Manhattan"
"1000270017","67","WALL STREET",,"NEW YORK","10005","NY","MANHATTAN","40.705749","-74.008342","101","1","7","1000829","Battery Park City-Lower Manhattan"
"1000277501","55","WALL STREET",,"NEW YORK","10005","NY","MANHATTAN","40.706191","-74.009165","101","1","7","1000827","Battery Park City-Lower Manhattan"
"1000277502","20","EXCHANGE PLACE",,"NEW YORK","10005","NY","MANHATTAN","40.705634","-74.009378","101","1","7","1000830","Battery Park City-Lower Manhattan"
"1000280001","3","HANOVER SQUARE",,"NEW YORK","10004","NY","MANHATTAN","40.704808","-74.009623","101","1","7","1000831","Battery Park City-Lower Manhattan"
"1000280012","76","BEAVER STREET",,"NEW YORK","10005","NY","MANHATTAN","40.705324","-74.008873","101","1","7","1000833","Battery Park City-Lower Manhattan"
"1000287501","82","BEAVER STREET",,"NEW YORK","10005","NY","MANHATTAN","40.70536","-74.008602","101","1","7","1000835","Battery Park City-Lower Manhattan"
"1000290001","91","BROAD STREET",,"NEW YORK","10004","NY","MANHATTAN","40.703954","-74.01157","101","1","9","1066031","Battery Park City-Lower Manhattan"
"1000290036","1","WILLIAM STREET",,"NEW YORK","10004","NY","MANHATTAN","40.704827","-74.009792","101","1","9","1078995","Battery Park City-Lower Manhattan"
"1000290036","1","WILLIAM STREET",,"NEW YORK","10004","NY","MANHATTAN","40.704827","-74.009792","101","1","9","1078995","Battery Park City-Lower Manhattan"
"1000290070","75","BROAD STREET",,"NEW YORK","10004","NY","MANHATTAN","40.704541","-74.011552","101","1","9","1000849","Battery Park City-Lower Manhattan"
"1000290086","14","SOUTH WILLIAM STREET",,"NEW YORK","10004","NY","MANHATTAN","40.704624","-74.010568","101","1","9","1000851","Battery Park City-Lower Manhattan"
"1000297501","48","BEAVER STREET",,"NEW YORK","10004","NY","MANHATTAN","40.70509","-74.010607","101","1","9","1078997","Battery Park City-Lower Manhattan"
"1000300005","80","PEARL STREET",,"NEW YORK","10004","NY","MANHATTAN","40.703971","-74.010239","101","1","9","1000854","Battery Park City-Lower Manhattan"
"1000300019","7","HANOVER SQUARE",,"NEW YORK","10004","NY","MANHATTAN","40.70447","-74.009406","101","1","9","1000855","Battery Park City-Lower Manhattan"
"1000310001","10","HANOVER SQUARE",,"NEW YORK","10005","NY","MANHATTAN","40.704328","-74.00923","101","1","7","1000859","Battery Park City-Lower Manhattan"
"1000317501","75","WALL STREET",,"NEW YORK","10005","NY","MANHATTAN","40.705486","-74.007874","101","1","7","1085950","Battery Park City-Lower Manhattan"
"1000327501","43","WATER STREET",,"NEW YORK","10004","NY","MANHATTAN","40.703383","-74.010138","101","1","9","1083346","Battery Park City-Lower Manhattan"
"1000330001","77","WATER STREET",,"NEW YORK","10005","NY","MANHATTAN","40.704275","-74.008681","101","1","7","1000863","Battery Park City-Lower Manhattan"
"1000330011","95","WALL STREET",,"NEW YORK","10005","NY","MANHATTAN","40.704932","-74.007488","101","1","7","1000864","Battery Park City-Lower Manhattan"
"1000330022","99","WALL STREET",,"NEW YORK","10005","NY","MANHATTAN","40.705","-74.007156","101","1","7","1000865","Battery Park City-Lower Manhattan"
"1000350001","77","FRONT STREET",,"NEW YORK","10005","NY","MANHATTAN","40.70388","-74.00822","101","1","7","1000867","Battery Park City-Lower Manhattan"
"1000350010","111","WALL STREET",,"NEW YORK","10005","NY","MANHATTAN","40.704553","-74.006636","101","1","7","1000868","Battery Park City-Lower Manhattan"
"1000360012",,"PIER 9",,"NEW YORK","0","NY",,,,,,,,
"1000360018","1","PIER   11",,"NEW YORK","10005","NY","MANHATTAN","40.703611","-74.006611","101","1","7","1087760","Battery Park City-Lower Manhattan"
"1000360025","13","SOUTH STREET",,"NEW YORK","10004","NY","MANHATTAN","40.701761","-74.01131","101","1","9","1000005","Battery Park City-Lower Manhattan"
"1000360030","PIER14","SOUTH STREET",,"NEW YORK","0","NY",,,,,,,,
"1000370008","110","WALL STREET",,"NEW YORK","10005","NY","MANHATTAN","40.704638","-74.006694","101","1","7","1000872","Battery Park City-Lower Manhattan"
"1000370023","180","MAIDEN LANE",,"NEW YORK","10005","NY","MANHATTAN","40.705308","-74.004873","101","1","7","1000874","Battery Park City-Lower Manhattan"
"1000377501","120","WALL STREET",,"NEW YORK","10005","NY","MANHATTAN","40.70438","-74.006427","101","1","7","1000871","Battery Park City-Lower Manhattan"
"1000380001","100","WALL STREET",,"NEW YORK","10005","NY","MANHATTAN","40.70497","-74.007084","101","1","7","1000875","Battery Park City-Lower Manhattan"
"1000380017","88","PINE STREET",,"NEW YORK","10005","NY","MANHATTAN","40.70536","-74.00629","101","1","7","1000876","Battery Park City-Lower Manhattan"
"1000390001","82","WALL STREET",,"NEW YORK","10005","NY","MANHATTAN","40.705415","-74.007729","101","1","7","1000877","Battery Park City-Lower Manhattan"
"1000390012","110","MAIDEN LANE",,"NEW YORK","10005","NY","MANHATTAN","40.7066","-74.006633","101","1","7","1000880","Battery Park City-Lower Manhattan"
"1000397501","130","WATER STREET",,"NEW YORK","10005","NY","MANHATTAN","40.705522","-74.006929","101","1","7","1000884","Battery Park City-Lower Manhattan"
"1000400003","60","WALL STREET",,"NEW YORK","10005","NY","MANHATTAN","40.705914","-74.008609","101","1","7","1001004","Battery Park City-Lower Manhattan"
"1000400014","48","WALL STREET",,"NEW YORK","10005","NY","MANHATTAN","40.706331","-74.009396","101","1","7","1001005","Battery Park City-Lower Manhattan"
"1000400016","52","WILLIAM STREET",,"NEW YORK","10005","NY","MANHATTAN","40.706773","-74.009143","101","1","7","1001006","Battery Park City-Lower Manhattan"
"1000417503","56","PINE STREET",,"NEW YORK","10005","NY","MANHATTAN","40.706606","-74.008404","101","1","7","1001009","Battery Park City-Lower Manhattan"
"1000420001","100","MAIDEN LANE",,"NEW YORK","10038","NY","MANHATTAN","40.706867","-74.00699","101","1","7","1001014","Battery Park City-Lower Manhattan"
"1000420022","10","LIBERTY STREET",,"NEW YORK","10005","NY","MANHATTAN","40.707641","-74.008155","101","1","7","1086256","Battery Park City-Lower Manhattan"
"1000420031","80","MAIDEN LANE",,"NEW YORK","10038","NY","MANHATTAN","40.707116","-74.007329","101","1","7","1001015","Battery Park City-Lower Manhattan"
