"building_id","borough","number","street","total_units","program_start_date","current_status","discharge_date","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"99774","Bronx","1256","NOBLE AVENUE","4","2020-07-01T00:00:00.000","Active",,"10472","40.831364","-73.870121","209","18","76","2025543","2037830012","West Farms-Bronx River"
"100437","Bronx","3560","OLINVILLE AVENUE","85","2020-07-01T00:00:00.000","Active",,"10467","40.879615","-73.867354","212","12","378","2057282","2046420033","Williamsbridge-Olinville"
"116943","Bronx","2328","UNIVERSITY AVENUE","11","2020-07-01T00:00:00.000","Active",,"10468","40.861234","-73.906291","207","14","253","2014603","2032120042","Kingsbridge Heights"
"806375","Bronx","1259","CLAY AVENUE","53","2020-07-01T00:00:00.000","Active",,"10456","40.833578","-73.90994","204","16","17701","2002176","2024310026","East Concourse-Concourse Village"
"132266","Brooklyn","5314","6 AVENUE","20","2020-07-01T00:00:00.000","Active",,"11220","40.641963","-74.010017","307","38","100","3014316","3008160042","Sunset Park East"
"150298","Brooklyn","837","43 STREET","9","2020-07-01T00:00:00.000","Active",,"11232","40.644506","-73.998732","312","38","92","3018366","3009250064","Sunset Park East"
"179247","Brooklyn","915","84 STREET","35","2020-07-01T00:00:00.000","Active",,"11228","40.619803","-74.020266","310","43","140","3152631","3060210046","Dyker Heights"
"198159","Brooklyn","516","BAINBRIDGE STREET","6","2020-07-01T00:00:00.000","Active",,"11233","40.682671","-73.916157","316","41","373","3040880","3015100016","Ocean Hill"
"203910","Brooklyn","8020","BAY PARKWAY","54","2020-07-01T00:00:00.000","Active",,"11214","40.60517","-73.990471","311","44","270","3163459","3062880037","Bensonhurst West"
"208162","Brooklyn","1077","BERGEN STREET","7","2020-07-01T00:00:00.000","Active",,"11216","40.676142","-73.950642","308","36","315","3030337","3012120051","Crown Heights North"
"208652","Brooklyn","2044","BERGEN STREET","16","2020-07-01T00:00:00.000","Active",,"11233","40.674056","-73.912664","316","41","36501","3039108","3014540022","Ocean Hill"
"209491","Brooklyn","461","BERRIMAN STREET","9","2020-07-01T00:00:00.000","Active",,"11208","40.667156","-73.877585","305","42","1118","3098388","3044540060","East New York"
"214834","Brooklyn","474","BROOKLYN AVENUE","55","2020-07-01T00:00:00.000","Active",,"11225","40.66319","-73.945573","309","40","329","3035118","3013220026","Prospect Lefferts Gardens-Wingate"
"228613","Brooklyn","712","CROWN STREET","124","2020-07-01T00:00:00.000","Active",,"11213","40.665347","-73.933809","309","35","355","3038261","3014190006","Crown Heights South"
"228833","Brooklyn","271","CUMBERLAND STREET","6","2020-07-01T00:00:00.000","Active",,"11205","40.687842","-73.972762","302","35","181","3059045","3021020069","Fort Greene"
"265320","Brooklyn","428","EAST 46 STREET","50","2020-07-01T00:00:00.000","Active",,"11203","40.651124","-73.934234","317","45","860","3109903","3048990008","East Flatbush-Farragut"
"289149","Brooklyn","455","ELTON STREET","6","2020-07-01T00:00:00.000","Active",,"11208","40.671869","-73.882908","305","42","1164","3089536","3040340006","East New York"
"292837","Brooklyn","611","FLATBUSH AVENUE","14","2020-07-01T00:00:00.000","Active",,"11225","40.65836","-73.960466","309","40","79801","3115284","3050370006","Prospect Lefferts Gardens-Wingate"
"300569","Brooklyn","130","GLEN STREET","23","2020-07-01T00:00:00.000","Active",,"11208","40.680966","-73.870803","305","37","1186","3093471","3041680012","Cypress Hills-City Line"
"306283","Brooklyn","829","HALSEY STREET","6","2020-07-01T00:00:00.000","Active",,"11233","40.685314","-73.919396","303","41","377","3039971","3014910055","Stuyvesant Heights"
"324186","Brooklyn","55","LENOX ROAD","60","2020-07-01T00:00:00.000","Active",,"11226","40.653693","-73.957693","314","40","79602","3116213","3050640092","Prospect Lefferts Gardens-Wingate"
"334375","Brooklyn","133","MAC DONOUGH STREET","8","2020-07-01T00:00:00.000","Active",,"11216","40.681304","-73.941289","303","36","269","3053382","3018520049","Bedford"
"340051","Brooklyn","899","MONTGOMERY STREET","107","2020-07-01T00:00:00.000","Active",,"11213","40.664552","-73.935194","309","35","355","3038244","3014180049","Crown Heights South"
"359929","Brooklyn","209","RALPH AVENUE","8","2020-07-01T00:00:00.000","Active",,"11233","40.682454","-73.922619","303","41","377","3040492","3015040006","Stuyvesant Heights"
"381711","Brooklyn","469","TOMPKINS AVENUE","4","2020-07-01T00:00:00.000","Active",,"11216","40.681349","-73.943499","303","36","269","3053349","3018520005","Bedford"
"382687","Brooklyn","885","TROY AVENUE","61","2020-07-01T00:00:00.000","Active",,"11203","40.651213","-73.936137","317","45","860","3109867","3048980004","East Flatbush-Farragut"
"397897","Brooklyn","386","WOODBINE STREET","6","2020-07-01T00:00:00.000","Active",,"11237","40.697959","-73.911396","304","37","439","3076880","3033630005","Bushwick North"
"809283","Brooklyn","532","WILLIAMS AVENUE","16","2020-07-01T00:00:00.000","Active",,"11207","40.662938","-73.897446","305","42","1130","3084965","3038180052","East New York (Pennsylvania Ave)"
"6185","Manhattan","165","AUDUBON AVENUE","43","2020-07-01T00:00:00.000","Active",,"10033","40.843726","-73.935985","112","10","261","1063129","1021300029","Washington Heights South"
"8157","Manhattan","3885","BROADWAY","61","2020-07-01T00:00:00.000","Active",,"10032","40.837406","-73.942441","112","7","245","1063363","1021370080","Washington Heights South"
"8666","Manhattan","299","BROOME STREET","26","2020-07-01T00:00:00.000","Active",,"10002","40.718691","-73.992125","103","1","18","1005567","1004180040","Chinatown"
"25538","Manhattan","20","MORNINGSIDE AVENUE","53","2020-07-01T00:00:00.000","Active",,"10026","40.805697","-73.958102","110","9","20102","1081519","1019430001","Central Harlem South"
"27606","Manhattan","252","SHERMAN AVENUE","21","2020-07-01T00:00:00.000","Active",,"10034","40.866148","-73.919071","112","10","293","1064854","1022270021","Marble Hill-Inwood"
"40187","Manhattan","408","WEST 130 STREET","83","2020-07-01T00:00:00.000","Active",,"10027","40.814442","-73.951493","109","9","21303","1059615","1019690050","Manhattanville"
"40940","Manhattan","528","WEST 136 STREET","37","2020-07-01T00:00:00.000","Active",,"10031","40.820125","-73.953071","109","7","22301","1059808","1019880127","Manhattanville"
"689582","Queens","1717","PUTNAM AVENUE","6","2020-07-01T00:00:00.000","Active",,"11385","40.700669","-73.906321","405","34","551","4082716","4034600047","Ridgewood"
