"filed","application","calendar","section","street_number","street_name","borough","borough_code","block","lots","zoning_district","cb","project_description","status","decisions_url","date","postcode","latitude","longitude","council_district","census_tract","bin","bbl","nta","location_1"
"2017-12-12T00:00:00.000","LSC","124-13-BZII","LSC","95","Grattan Street","Brooklyn","3","3004","0039","M1-1","1","Request for a Letter of Substantial Compliance","Approved","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/124-13-BZII.pdf","2018-03-16T00:00:00.000","11237","40.706052","-73.9293","34","453","3251795","3030040039","Bushwick North","(40.706052, -73.9293)"
"2017-12-12T00:00:00.000","LSC","125-13-BZII","LSC","97","Grattan Street","Brooklyn",,"3004","0038","M1-1","1","Request for a Letter of Substantial Compliance","Approved","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/125-13-BZII.pdf","2018-03-16T00:00:00.000",,,,,,,,,
"2008-04-24T00:00:00.000","Appeal","126-08-A","GCL 36","15","Gallant Loop","Staten Island","5","6517","112","R3X (SSRD)","3","Proposed construction of twelve homes not fronting a legally mapped street contrary to General City Law Section 36. R3x (SSRD) Series - 121-08-A thru 132-08-A.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/126-08-A.pdf","2008-11-18T00:00:00.000",,,,,,,,,
"2008-04-24T00:00:00.000","Appeal","129-08-A","GCL 36","55",,"Staten Island","5","6517","118","R3X (SSRD)","3","Proposed construction of twelve homes not fronting a legally mapped street contrary to General City Law Section 36. R3x (SSRD) Series - 121-08-A thru 132-08-A.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/129-08-A.pdf","2008-11-18T00:00:00.000",,,,,,,,,
"2005-01-28T00:00:00.000","SOC","129-70-BZ","MDL","6/14","West 66th Street","Manhattan","1","1118","22","C4-7 & R-10","7","Extension of Term of a previously approved variance granted pursuant to §60(3) of the Multiple Dwelling Law (“MDL”) which permitted the use of transient parking for the unused and surplus tenant spaces, not to exceed 75 in number, in a multiple dwelling accessory garage,","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/129-70-BZ.pdf","2005-07-12T00:00:00.000",,,,,,,,,
"2006-01-20T00:00:00.000","BZY","13-06-BZY","11-332","224","Richmond Terrace","Staten Island","5","13","60","R6 w/C2-2","1","Extension of Time to complete construction.","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/13-06-BZY.pdf","2007-01-19T00:00:00.000","10301","40.647233","-74.080393","49","7","5000107","5000130060","West New Brighton-New Brighton-St. George","(40.647233, -74.080393)"
"2002-04-24T00:00:00.000","Appeal","131-02-A","GCL 36","38","Aviston Street","Queens","4","4686","5","R3-2","3","Construction not fronting a mapped street, contrary to Section 36 General City Law.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/131-02-A.pdf","2003-03-25T00:00:00.000",,,,,,,,,
"2001-06-14T00:00:00.000","SOC","133-00-AII","Amendment","157-23","Croos Island Parkway","Queens","4","4568","85 (85 & 83)","R2","7","Reopening for an amendment to the resolution.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/133-00-AII.pdf","2001-08-14T00:00:00.000",,,,,,,,,
"2015-06-10T00:00:00.000","Appeal","135-15-A","GCL 36","50","Oak Point Avenue","Bronx","2","2604","0180","M3-1","2","Proposed construction of a building not fronting on a legally mapped street contrary to Section 36 Article 3 of the General City Law.  M3-1 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/135-15-A.pdf","2015-12-01T00:00:00.000",,,,,,,,,
"2002-04-24T00:00:00.000","Appeal","137-02-A","GCL 36","54","Aviston Streer","Staten Island","5","4686","15","R3-2","3","Construction not fronting a mapped street, contrary to Section 36 General City Law.","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/137-02-A.pdf","2003-03-25T00:00:00.000",,,,,,,,,
"2013-05-10T00:00:00.000","Appeal","138-13-A","GCL 36","30","Serena Court","Staten Island","5","6523","0094","R3X (SSRD)","3","Proposed construction of 18 two-family dwellings not fronting on a legally mapped street, contrary to General City Law Section 36.  R3X (SSRD) zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/138-13-A.pdf","2013-07-16T00:00:00.000","10312","40.533947","-74.184695","51","176","5158344","5065230094","Annadale-Huguenot-Prince's Bay-Eltingville","(40.533947, -74.184695)"
"2019-08-22T00:00:00.000","LSC","141-15-AII","LSC","211","Cheevers Lane","Staten Island","3","7792","307, 309, 310","R1-2/SRD","3","Request for a Letter of Substantial Complaince","Approved","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/141-15-AII.pdf","2019-11-13T00:00:00.000",,,,,,,,,
"1999-06-28T00:00:00.000","BZ","141-99-BZ","72-21","189-03","90th Avenue","Queens","4","10451","1","R2","12","Variance (§72-21) to permit the conversion of a one family dwelling to a two family dwelling.","Dismissed","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/141-99-BZ.pdf","2000-01-12T00:00:00.000","11423","40.713147","-73.771071","23","480","4222166","4104510001","Jamaica","(40.713147, -73.771071)"
"2018-02-26T00:00:00.000","LSC","143-11-AII","LSC","20","Harborlights Court","Staten Island","5","615","36","R-2","1","Request for a Letter of Substantial Compliance","Approved","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/143-11-AII.pdf","2019-01-31T00:00:00.000","10301","40.621509","-74.08788","49","33",,,"Grymes Hill-Clifton-Fox Hills","(40.621509, -74.08788)"
"2008-05-28T00:00:00.000","BZ","148-08-BZ","73-622","1383","East 27th Street","Brooklyn","3","7663","10","R2","14","Special Permit (§73-622) for the enlargement of a single family residence. This application seeks to vary floor area and open space (§23-141); less than the required side yards (§23-461) and rear yard (§23-47) in an R-2 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/148-08-BZ.pdf","2008-09-23T00:00:00.000","11210","40.617534","-73.948023","45","756","3210216","3076630010","Midwood","(40.617534, -73.948023)"
"2017-04-03T00:00:00.000","LSC","15-09-BZII","LSC","8-10","Astor Place","Manhattan","1","545","2","M1-5B","2","Request for a Letter of Substantial Compliance - SoHo Historic District","Approved","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/15-09-BZII.pdf","2017-04-10T00:00:00.000","10003","40.729988","-73.992304","2","57","1080094","1005450026","West Village","(40.729988, -73.992304)"
"2012-05-09T00:00:00.000","Appeal","151-12-A","Administrative Appeal","231","East 11th Street","Manhattan","1","467","46","R8B","3","Appeal challenging the Department of Buildings’ determination that a roof antenna is not a permitted accessory use pursuant to ZR § 12-10. R8 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/151-12-A.pdf","2012-11-20T00:00:00.000","10003","40.730831","-73.987426","2","40","1006838","1004670046","East Village","(40.730831, -73.987426)"
"1998-02-18T00:00:00.000","Appeal","151-98-A","GCL","57","Dexter Avenue","Staten Island","5","7020","417","R3-2 S.Richmond","3","Proposed buildings are located within the bed of a mapped street, and are not fronting on a legally mapped street contrary to Sections 35 and 36, of the General City Law.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/151-98-A.pdf","1998-06-23T00:00:00.000","10309","40.53963","-74.215775","51","20803","5131735","5070200417","Rossville-Woodrow","(40.53963, -74.215775)"
"2000-10-10T00:00:00.000","SOC","154-50-II","11-41","5213/29","Flatlands Avenue","Brooklyn","3","7800","39","R5","18","Waiver/Extension of Term-For an additional period of ten (10) years past April 22, 2000.  Proposed to amend to reflect a change in size of the canopy.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/154-50-II.pdf","2001-04-17T00:00:00.000",,,,,,,,,
"1999-09-28T00:00:00.000","SOC","155-77-BZ","Extension of Term/Waiver/Amend","59-29/37","Myrtle Avenue","Queens","4","3509","55","R5 (C1-2)","5","Request for a waiver of the Rules of Practice and Procedure, reopening for an extension of term of variance which expired October II, 1997 and for an amendment to legalize the enlargement to the use of 950'.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/155-77-BZ.pdf","2000-02-29T00:00:00.000",,,,,,,,,
"2003-05-22T00:00:00.000","SOC","157-03-A","GCL 36","41","Mackay Avenue","Staten Island","5","2647","23","M-1-1","3","Proposed contractor's establishment and warehouse, not fronting on a legally mapped street, is contrary to Section 36, Article 3 of the General City Law.","Dismissed","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/157-03-A.pdf","2003-12-10T00:00:00.000",,,,,,,,,
"2017-06-13T00:00:00.000","LSC","161-12-BZII","LSC","81","East 98th Street","Brooklyn","3","3530","1","C8-2","16","Request for a letter of substantial compliance.","Approved","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/161-12-BZII.pdf","2017-08-28T00:00:00.000","11212","40.664854","-73.922751","41","900","3081157","3035300001","Brownsville","(40.664854, -73.922751)"
"2020-04-24T00:00:00.000","LSC","163-95-BZIII","LSC","3060","Westchester Avenue","Bronx","2","4196","9","C2-4/R6,R7-1","10","Request for a Letter of Substantial Compliance","Decision","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/163-95-BZIII.pdf","2020-07-17T00:00:00.000","10461","40.848317","-73.831069","13","26602","2046603","2041960009","Pelham Bay-Country Club-City Island","(40.848317, -73.831069)"
"2014-07-10T00:00:00.000","Appeal","164-14-A","Building Code Appeals","504","Canal Street","Manhattan","1","595","39","C6-2A","1","Appeal seeking waiver of Section G304.1.2 of the NYC Building Code to permit a conversion of a historic structure from commercial to residential in a flood hazard area.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/164-14-A.pdf","2016-12-13T00:00:00.000","10013","40.72479","-74.00946","1","39","1010333","1005950039","SoHo-TriBeCa-Civic Center-Little Italy","(40.72479, -74.00946)"
"2003-05-22T00:00:00.000","SOC","169-03-A","GCL 36","16","Walton Avenue","Staten Island","5","2647","9","M-1-1","3","Proposed contractor's establishment and warehouse, not fronting on a legally mapped street, is contrary to Section 36, Article 3 of the General City Law.","Dismissed","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/169-03-A.pdf","2003-12-10T00:00:00.000",,,,,,,,,
"2013-06-05T00:00:00.000","BZ","169-13-BZ","73-621","227","Clinton Street","Brooklyn","3","297","5","R6,LH-1","6","Special Permit (§73-621) to legalize the enlargement of a two-family residence, contrary to floor area regulations (§23-145).  R6 (LH-1) zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/169-13-BZ.pdf","2013-10-08T00:00:00.000","11201","40.68857","-73.995157","39","45","3003156","3002970005","Carroll Gardens-Columbia Street-Red Hook","(40.68857, -73.995157)"
"1998-02-03T00:00:00.000","Appeal","16-98-A","GCL 36","10","Altavista Court","Staten Island","5","2983","77","R3-2","1","Proposed building not fronting on a legally mapped street is contrary to Section 36, Article 3 of the General City Law.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/16-98-A.pdf","1998-04-21T00:00:00.000","10305","40.608611","-74.072423","49","2001","5129234","5029830077","Stapleton-Rosebank","(40.608611, -74.072423)"
"1999-08-03T00:00:00.000","BZ","171-99-BZ","72-21","52-62","Keap Street","Brooklyn","3","2197","25","M1-2","1","Variance (§72-21) to permit the proposed construction of residential dwellings (Use Group 2) above an existing school with an accessory synagogue, in an M1-2 zoning district, is contrary to Z.R. §42-00.","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/171-99-BZ.pdf","2001-03-27T00:00:00.000","11249","40.701876","-73.963343","33","539","3060169","3021970015","Williamsburg","(40.701876, -73.963343)"
"2012-06-08T00:00:00.000","Appeal","173-12-A","Administrative Appeal",,"Cross Bronx Expressway E/","Bronx","2","3904","1","C8-1","6","Appeal challenging the Department of Building's determination that signs located on railroad properties are subject to New York City signage regulation.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/173-12-A.pdf","2013-01-29T00:00:00.000",,,,,,,,,
"2000-07-06T00:00:00.000","BZ","174-00-BZ","73-36","79","Worth Street","Manhattan","1","173","4","C6-2A","1","Special Permit (§73-36) to permit the operation of a physical culture establishment within a C6-2A zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/174-00-BZ.pdf","2001-06-15T00:00:00.000","10013","40.716668","-74.005346","1","33","1001874","1001737503","SoHo-TriBeCa-Civic Center-Little Italy","(40.716668, -74.005346)"
"2012-06-08T00:00:00.000","Appeal","178-12-A","Administrative Appeal",,"Bruckner Expressway N/O 1","Bronx","2","2730","101","M1-2","2","Appeal challenging the Department of Building's determination that signs located on railroad properties are subject to New York City signage regulation.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/178-12-A.pdf","2013-01-29T00:00:00.000",,,,,,,,,
"2006-01-27T00:00:00.000","Appeal","18-06-A","GCL 35","99-24","39th Avenue","Queens","4","1765","40","R6b","3","General City Law Section 35","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/18-06-A.pdf","2007-08-14T00:00:00.000","11368","40.749709","-73.866317","21","407","4461964","4017650040","North Corona","(40.749709, -73.866317)"
"2012-06-11T00:00:00.000","Appeal","182-12-A","Administrative Appeal",,"Major Deegan Expressway a","Bronx","2",,,,"4","Appeal challenging Department of Buildings’ determination that multiple signs located on railroadproperties are subject to the NYC Zoning Resolution.","Denied","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/182-12-A.pdf","2013-01-29T00:00:00.000",,,,,,,,,
"2013-06-20T00:00:00.000","Appeal","184-13-A","GCL 36","114","Pearl Street","Staten Island","5","611","p/0 10","R2(HS)","1","Proposed construction of family dwelling not fronting on a legally mapped street contrary to GCL 36. R2HS","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/184-13-A.pdf","2017-02-28T00:00:00.000",,,,,,,,,
"2012-06-11T00:00:00.000","Appeal","188-12-A","Administrative Appeal",,"Major Deegan","Bronx","2",,,"M1-1",,"Appeal challenging Department of Buildings’ determination that multiple signs located on railroad","Denied","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/188-12-A.pdf","2013-01-29T00:00:00.000",,,,,,,,,
"1998-04-23T00:00:00.000","BZ","189-98-BZ","72-21","59","Taaffee Place","Brooklyn","3","1833","13","M1-2","3","Variance (§72-21) to permit construction of residential housing in a manufacturing zone.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/189-98-BZ.pdf","1999-01-19T00:00:00.000",,,,,,,,,
"2000-02-02T00:00:00.000","Appeal","19-00-A","GCL 35","52","Brookside Loop","Staten Island","5","7022","29","R3-2 (SRD)","3","Proposed construction in the bed of a mapped street is contrary to Article III, Section 35 of the General City Law.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/19-00-A.pdf","2000-09-12T00:00:00.000",,,,,,,,,
"1998-04-23T00:00:00.000","BZ","191-98-BZ","72-21","57","Taaffee Place","Brooklyn","3","1833","113","M1-2","3","Variance (§72-21) to permit construction of residential housing in a manufacturing zone.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/191-98-BZ.pdf","1999-01-19T00:00:00.000",,,,,,,,,
"2013-07-03T00:00:00.000","Appeal","194-13-A","GCL 36","36","Savona Court","Staten Island","5","7534","320","R3X","3","Proposed construction of single detached residence not fronting on a legally mapped street contrary to General City Law 36, R3X(SSRD) zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/194-13-A.pdf","2013-10-22T00:00:00.000",,,,,,"5000000","5075340322",,
"1999-11-03T00:00:00.000","SOC","196-35-BZII","11-41","40-13","Astoria Boulevard","Queens","4","793","26","C2-2 IN R5","1","Reopening for an extension of time to complete construction which expired October 6, 1999.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/196-35-BZII.pdf","2000-02-29T00:00:00.000","11105","40.769396","-73.909972","22","137","4015288","4007930026","Steinway","(40.769396, -73.909972)"
"1998-04-28T00:00:00.000","Appeal","198-98-A","Appeal",,"Riverside Drive South","Manhattan","1","1171","1","C2-5 C4-2 C4-7","7","An appeal for a revocation of a builder's pavement plan, approved by the Department of Buildings on May 5, 1997, for failure to construct the road in accordance with ULURP approvals.","Denied","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/198-98-A.pdf","1998-11-17T00:00:00.000",,,,,,,,,
"2009-06-29T00:00:00.000","Appeal","201-09-A","GCL 36","159","Roswell Avenue","Queens","4","2641","62","R3A & R3-2","2","Proposed construction of 15, two-story, one family homes not fronting on a mapped street, contrary to General City Law Section 36.  R3A /R3-2 Zoning District.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/201-09-A.pdf","2010-02-23T00:00:00.000",,,,,,,,,
"2019-03-27T00:00:00.000","LSC","2016-4165-BZII","LSC","5801","Amboy Road","Staten Island","5","6896","0053","R3X","3","Request for a letter of substantial compliance.","Decision","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2016-4165-BZII.pdf","2019-07-10T00:00:00.000","10309","40.526679","-74.201229","51","20803","5084690","5068960053","Rossville-Woodrow","(40.526679, -74.201229)"
"2017-10-30T00:00:00.000","LSC","2016-4195-AII","LSC","150-49","Sullivan Drive","Queens","4","4509","34","R2","7","Request for a Letter of Substantial Compliance","Approved","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2016-4195-AII.pdf","2018-02-14T00:00:00.000",,,,,,"4000000","4045090001",,
"2018-03-23T00:00:00.000","LSC","2016-4243-BZII","LSC","151","East Tremont Avenue","Bronx","2","2808","0004","R8","5","Request for a Letter of Substantial Compliance.","Approved","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2016-4243-BZII.pdf","2018-04-18T00:00:00.000","10453","40.8502","-73.906783","14","23501","2007681","2028080004","Mount Hope","(40.8502, -73.906783)"
"2016-09-23T00:00:00.000","Appeal","2016-4258-A","GCL 35","197-24","47th Avenue","Queens",,"5617","140",,"11","Proposed construction of a two-story, two family residential building within the bed of a mapped street, pursuant to Article 3 of General City Law 35.  R3-2 zoning district.","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2016-4258-A.pdf","2018-01-03T00:00:00.000",,,,,,,,,
"2016-10-31T00:00:00.000","Appeal","2016-4293-A","GCL 35","220","Wilman Avenue","Staten Island","5","5306","61","R3-1","3","General City Law 35 Waiver for the reconstruction of properties located within the bed of a mapped street, damaged/destroyed by Hurricane Sandy, which are registered in the NYC Build it Back Program.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2016-4293-A.pdf","2016-11-15T00:00:00.000",,,,,,,,,
"2019-10-16T00:00:00.000","LSC","2016-4337-BZII","LSC","127","Vanderbilt Street","Brooklyn","3","5264","51","R5","7","Request for a Letter of Substantial Compliance","Denied","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2016-4337-BZII.pdf","2019-10-23T00:00:00.000","11218","40.651901","-73.980348","39","1502","3122086","3052640051","Windsor Terrace","(40.651901, -73.980348)"
"2017-08-11T00:00:00.000","BZ","2017-238-BZ","73-66","134-03","35th Avenue","Queens","4","4949","46","7","7","Special Permit (§73-66) to permit the construction of a new building in excess of the height limits established under ZR 61-21. C2-2/R6 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2017-238-BZ.pdf","2018-03-20T00:00:00.000","11354","40.764152","-73.833095","20","869","4000000","4049490046","Flushing","(40.764152, -73.833095)"
"2019-08-13T00:00:00.000","LSC","2017-247-BZII","LSC","1367","East 24th Street","Brooklyn","3","7660","0017","R2","14","Request for a Letter of Substantial Compliance.","Denied","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2017-247-BZII.pdf","2019-10-16T00:00:00.000","11210","40.617492","-73.95093","48","758","3210097","3076600017","Midwood","(40.617492, -73.95093)"
"2019-03-29T00:00:00.000","LSC","2017-48-AII","LSC","36","Hardy Street","Staten Island","5","638","0049","R3A","5","Request for a letter of substantial compliance.","Approved","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2017-48-AII.pdf","2019-05-07T00:00:00.000","10304","40.617241","-74.083451","49","29","5016305","5006380049","Stapleton-Rosebank","(40.617241, -74.083451)"
"2018-10-10T00:00:00.000","Appeal","2018-153-A","Appeal","158","West 58th Street","Manhattan","1","1010","0055","C5-1","5","Appeal of a Department of Buildings issuance of a Temporary Certificate of Occupancy.","Dismissed","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2018-153-A.pdf","2022-02-14T00:00:00.000","10019","40.765668","-73.978315","4","137","1023738","1010100055","Midtown-Midtown South","(40.765668, -73.978315)"
"2018-03-16T00:00:00.000","Appeal","2018-40-A","GCL 36","18","Tuttle Street","Staten Island","5","1481","0092","R3X","1","Appeal of a determination of the New York City Building’s Department that the premises, has frontage on a legally mapped street and is not contrary to General City Law §36.","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2018-40-A.pdf","2019-01-25T00:00:00.000","10314","40.618987","-74.146576","50","251",,,"Port Richmond","(40.618987, -74.146576)"
"2019-01-04T00:00:00.000","Appeal","2019-1-A","GCL 36","7","Nello Court","Staten Island","5","7826","215","R3X","5","Proposed construction of a two-family, two-story detached home not fronting on a mapped street contrary to General City Law §36.  R3X Special South Richmond District.","Denied","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2019-1-A.pdf","2019-09-17T00:00:00.000",,,,,,"5000000","5078260215",,
"2019-08-29T00:00:00.000","BZ","2019-245-BZ","72-21","30","Fitzgerald Avenue","Staten Island","5","5212","37","C3A SRD","3","Variance (§72-21) to permit a fifty-six (56) attached single- and two-family building contrary to ZR §34-01.  C3A zoning district.","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2019-245-BZ.pdf","2021-01-11T00:00:00.000","10308","40.541894","-74.143884","51","15603",,,"Great Kills","(40.541894, -74.143884)"
"2019-05-10T00:00:00.000","Appeal","2019-90-A","Administrative Appeal","24, 32","Joralemon Street","Brooklyn","3","258","0017","R6","2","Appeal of a New York City Department of Buildings challenging the validity of a building permit dated April 10, 2019.   R2 Brooklyn Heights Historic District","Dismissed","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2019-90-A.pdf","2021-04-26T00:00:00.000",,,,,,,,,
"1999-09-27T00:00:00.000","Appeal","201-99-A","GCL 36","26","Billings Street","Staten Island","5","5724","85","R3-2 IN SRD","3","Proposed building not fronting on a legally mapped street is contrary to Section 36, Article 3 of the General City Law.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/201-99-A.pdf","2000-01-18T00:00:00.000","10312","40.561997","-74.181188","51","17007","5132506","5057240085","Arden Heights","(40.561997, -74.181188)"
"2003-06-13T00:00:00.000","BZ","202-03-BZ","72-21","148","Classon Avenue","Brooklyn","3","1895","42,48,13,14,15,113","M1-1","3","Variance (§72-21) to permit the proposed seven story residential building, Use Group 2, located in an M1-1 zoning district, is contrary to Z.R. §42-00.","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/202-03-BZ.pdf","2004-09-21T00:00:00.000","11205","40.695453","-73.961428","35","191","3054626","3018950042","Clinton Hill","(40.695453, -73.961428)"
"2020-07-02T00:00:00.000","BZ","2020-55-BZ","72-21","1284","East 19th Street","Brooklyn","2","6738","0031","R7A","14","Variance (§72-21) to permit the development of and eight story and cellar residential building contrary to ZR §23-47 (rear yard).  R7A zoning district.","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2020-55-BZ.pdf","2022-05-23T00:00:00.000",,,,,,,,,
