"uniqueid","inspectionid","inspectiondate","businessname","typeofbusiness","borough","location","question1","question2","_2_option1","_2_option2","_2_ticketnumber","_2_novcode","_2_novnumber","question3","_3_option1","_3_option2","_3_ticketnumber","_3_novcode","_3_novnumber","question4","_4_option1","_4_option2","_4_option3","_4_option4","_4_option5","_4_option6","_4_ticketnumber","_4_novcode","_4_novnumber","question5","_5_option1","_5_option2","_5_option3","_5_option4","_5_option5","_5_option6","_5_option7","_5_ticketnumber","_5_novcode","_5_novnumber","complaintnumber"
"6253","130376","2020-02-25T16:30:12.000Z","SUNSHINE GRILL & CURRY","Food Establishment","Queens","69-15 Northern Blvd 11377","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3677","130375","2020-02-25T16:25:12.000Z","UFC Chicken","Food Establishment","Queens","71-22 Roosevelt Avenue 11372","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3675","130374","2020-02-25T16:16:49.000Z","Zabb Elee Thai Restaurant","Food Establishment","Queens","71-28 Roosevelt Avenue 11372","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3934","130373","2020-02-25T16:06:26.000Z","Mi Casa","Food Establishment","Queens","116-20 Jamaica Avenue 11418","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3678","130372","2020-02-25T15:57:25.000Z","Pollos A La Brasa Mario","Food Establishment","Queens","69-01 Roosevelt Avenue 11377","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6050","130371","2020-02-25T15:55:34.000Z","JAX INN DINER","Food Establishment","Queens","72-12 Northern Blvd 11372","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18267","130370","2020-02-25T15:46:34.000Z","Heyli's Ecuadorian Restaurant","Food Establishment","Queens","7318 Northern Blvd 11372","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4647","130369","2020-02-25T15:42:08.000Z","El Gran Canaro II","Food Establishment","Queens","111-17 Jamaica Ave 11418","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6026","130368","2020-02-25T15:40:57.000Z","TASTE OF LAHORE","Food Establishment","Queens","73-10 Northern Blvd 11372","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6052","130367","2020-02-25T15:35:38.000Z","CHIFA RESTAURANT","Food Establishment","Queens","7320 Northern Blvd 11372","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3679","130366","2020-02-25T15:33:27.000Z","El Sitio","Food Establishment","Queens","68-28 Roosevelt Avenue 11377","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3226","130365","2020-02-25T15:29:04.000Z","Estrellita","Food Establishment","Bronx","2819 White Plains Road 10467","Yes","No","Yes",,,"DF6","206240605","Yes",,,,,,"No","Yes",,"Yes",,,,"2-003226-02252020-559484642310","DF4","206240623","Yes",,,,,,,,,,,
"3681","130364","2020-02-25T15:28:38.000Z","Maxim","Food Establishment","Queens","68-12 Roosevelt Avenue 11377","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3682","130363","2020-02-25T15:27:04.000Z","Quickstop","Food Establishment","Queens","68-06 Roosevelt Avenue 11377","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3684","130362","2020-02-25T15:24:22.000Z","El Mariachi Restaurant","Food Establishment","Queens","67-12 Roosevelt Avenue 11377","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6116","130361","2020-02-25T15:24:01.000Z","Altons Pizza & Deli","Food Establishment","Queens","73-18 Northern Boulevard 11372","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6272","130360","2020-02-25T14:26:18.000Z","HOUSE OF INASAL","Food Establishment","Queens","65-14 Roosevelt Ave 11377","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6051","130359","2020-02-25T14:19:25.000Z","EL COYOTE RESTAURANT","Food Establishment","Queens","8018 Northern Blvd 11372","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6032","130358","2020-02-25T14:11:06.000Z","BLACK THAI","Food Establishment","Queens","81-16 Northern Blvd 11372","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6200","130357","2020-02-25T14:11:01.000Z","MOON LIGHT GRILL","Food Establishment","Queens","91-81 111th St 11418","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6018","130356","2020-02-25T14:02:44.000Z","EAST STAR RESTURANT","Food Establishment","Queens","80-24 Northern Blvd 11372","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3685","130355","2020-02-25T13:56:17.000Z","La Fonda","Food Establishment","Queens","64-09 Roosevelt Avenue 11377","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3928","130354","2020-02-25T13:51:47.000Z","Tony's Pizza","Food Establishment","Queens","109-18 Jamaica Avenue 11418","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4157","130353","2020-02-25T13:45:47.000Z","Café Con Amor","Food Establishment","Queens","64-16 Roosevelt Avenue 11377","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6014","130352","2020-02-25T13:44:31.000Z","GIANNI'S PIZZA","Food Establishment","Queens","81-13 Northern Blvd 11372","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4160","130351","2020-02-25T13:44:24.000Z","El Rincon Peruano","Food Establishment","Queens","64-06 Roosevelt Avenue 11377","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17952","130350","2020-02-25T13:42:42.000Z","LA BIENVENIDA","Other (Please specify)","Queens","64-03 Roosevelt Ave 11377","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6017","130349","2020-02-25T13:37:29.000Z","LA POLLERA COLORADA II","Food Establishment","Queens","82-13 Northern Blvd 11372","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18052","130348","2020-02-25T13:33:59.000Z","PREGO'S PIZZA","Other (Please specify)","Bronx","1011 Mace Ave 10469","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18034","130347","2020-02-25T13:32:18.000Z","EL NUEVA IMPERIAL","Other (Please specify)","Bronx","2456 Williamsbridge Rd 10469","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18246","130346","2020-02-25T13:28:51.000Z","Bakhtar Kabab & Gyro King","Food Establishment","Queens","110-23 Jamaica Ave 11418","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3929","130345","2020-02-25T13:22:37.000Z","Pollo Rico Restaurant","Food Establishment","Queens","110-02 Jamaica Avenue 11418","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3930","130344","2020-02-25T13:11:31.000Z","El Chalaco Pollo A La Brasa","Food Establishment","Queens","110-17 Jamaica Avenue 11418","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6037","130343","2020-02-25T12:59:41.000Z","QUE RICO TACO","Food Establishment","Queens","33-07 89th St 11372","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6015","130342","2020-02-25T12:53:44.000Z","EL POLLO INKA PERU","Food Establishment","Queens","89-12 Northern Blvd 11372","Yes","No","Yes",,,"DF5","206243171","NULL",,,,,,"NULL",,,,,,,,,,"NULL",,,,,,,,,,,
"3931","130341","2020-02-25T12:53:31.000Z","Mr. Lins","Food Establishment","Queens","110-21 Jamaica Avenue 11418","Yes","Yes",,,,,,"Yes",,,,,,"No","Yes",,"Yes",,,,"4-003931-02252020-464426368966","DF3","206257480","Yes",,,,,,,,,,,
"18035","130340","2020-02-25T12:50:34.000Z","HAPPY GARDEN","Other (Please specify)","Bronx","2414 Williamsbridge Rd 10469","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6003","130339","2020-02-25T12:37:47.000Z","EL SOL RESTAURANT","Food Establishment","Queens","87-07 Northern Blvd 11372","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6461","130338","2020-02-25T12:28:07.000Z","PAPA SAL'S PIZZA","Food Establishment","Queens","39-63 61 Street 11377","Yes","No","Yes",,,"DF5","206243328","Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6042","130337","2020-02-25T12:08:19.000Z","ORIGINAL MAMAS EMPANADAS","Food Establishment","Queens","84-17 Northern Blvd 11372","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6257","130336","2020-02-25T12:05:57.000Z","LOS MANGOS","Food Establishment","Queens","39-61 61st St 11377","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6006","130335","2020-02-25T12:03:22.000Z","PIO PIO TO GO","Food Establishment","Queens","84-21 Northern Blvd 11372","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6288","130334","2020-02-25T12:01:37.000Z","LA FINA BAKERY & RESTAURANT","Food Establishment","Queens","62-08 Roosevelt Ave 11377","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3688","130333","2020-02-25T11:59:13.000Z","Long Spring Garden","Food Establishment","Queens","62-05 Roosevelt Avenue 11377","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3689","130332","2020-02-25T11:58:18.000Z","Hacienda Anna","Food Establishment","Queens","61-17 Roosevelt Avenue 11377","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3690","130331","2020-02-25T11:57:48.000Z","Metro Kitchen","Food Establishment","Queens","61-12 Roosevelt Avenue 11377","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6250","130330","2020-02-25T11:56:18.000Z","STOP INN RESTAURANT & CAFE","Food Establishment","Queens","60-22 Roosevelt Ave 11377","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6004","130329","2020-02-25T11:55:24.000Z","MING WOK KITCHEN","Food Establishment","Queens","8418 Northern Blvd 11372","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6979","130328","2020-02-25T11:55:16.000Z","KENNEDY FRIED CHICKEN PIZZA","Food Establishment","Queens","60-29 ROOSEVELT AVENUE 11377","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6020","130327","2020-02-25T11:51:58.000Z","PUERTO COLOMBIA","Food Establishment","Queens","83-28 Northern Blvd 11372","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6023","130326","2020-02-25T11:50:48.000Z","LA PERRADA DE CHALO","Food Establishment","Queens","8312 Northern Blvd 11372","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5998","130325","2020-02-25T11:47:36.000Z","UNCLE PETER'S","Food Establishment","Queens","83-15 Northern Blvd 11372","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6048","130324","2020-02-25T11:46:48.000Z","BANANA KING","Food Establishment","Queens","83-17 Northern Blvd 11372","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5997","130323","2020-02-25T11:42:27.000Z","LOS TOLDOS RESTAURANT","Food Establishment","Queens","84-01 Northern Blvd 11372","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3918","130322","2020-02-25T11:40:18.000Z","Fortune Kitchen","Food Establishment","Queens","107-07 Jamaica Avenue 11418","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6049","130321","2020-02-25T11:31:26.000Z","MAMA'S EMPANADAS","Food Establishment","Queens","85-5 Northern Blvd 11370","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6034","130320","2020-02-25T11:19:48.000Z","MING STAR CHINESE RESTAURANT","Food Establishment","Queens","89-16 Northern Blvd 11372","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18188","130319","2020-02-25T11:13:50.000Z","Lan Franco Food Corporation","Grocery","Queens","10707 Jamaica Ave 11418","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3915","130318","2020-02-24T16:59:35.000Z","Tom's Pizza","Food Establishment","Queens","104-10 Jamaica Avenue 11418","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3917","130317","2020-02-24T16:28:10.000Z","829 Bar Restaurant","Food Establishment","Queens","104-19 Jamaica Avenue 11418","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18464","130316","2020-02-24T16:16:25.000Z","Cilantro Organic Market","Food Establishment","Queens","112-10 Jamaica Ave 11418","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3932","130315","2020-02-24T16:14:19.000Z","Jumbo","Food Establishment","Queens","113-04 Jamaica Avenue 11418","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"7214","130314","2020-02-24T16:08:11.000Z","KHYBER KABA RESTAURANT","Food Establishment","Queens","112-11 JAMAICA AVENUE 11418","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3933","130313","2020-02-24T15:44:48.000Z","Vincent & Andrea","Food Establishment","Queens","113-17 Jamaica Avenue 11418","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18248","130312","2020-02-24T15:26:22.000Z","Cafe Diaz Grocery and Cool Beer","Grocery","Queens","114-07 Jamaica Ave 11418","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3914","130311","2020-02-24T14:55:07.000Z","Hong Kong","Food Establishment","Queens","102-59 Jamaica Avenue 11418","Yes","Yes",,,,,,"Yes",,,,,,"No",,,"Yes",,,,"4-003914-02242020-537076625490","DF3","206257462","Yes",,,,,,,,,,,
"17714","130310","2020-02-24T14:28:02.000Z","CAFE COLONIAL RESTAURANT & GRILL","Other (Please specify)","Bronx","2072 White Plains Rd 10462","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6054","130309","2020-02-24T13:45:29.000Z","EL TORITO","Food Establishment","Bronx","2132 Cruger Ave 10462","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3275","130308","2020-02-24T13:30:49.000Z","Peking Kitchen","Food Establishment","Bronx","724 Lydig Avenue 10462","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3232","130307","2020-02-24T13:29:02.000Z","Rainbow Diner & Restaurant","Food Establishment","Bronx","2197 White Plains Road 10462","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18192","130306","2020-02-24T13:19:16.000Z","Kennedy Pizza","Food Establishment","Queens","104-02 Jamaica Ave 11418","Yes","No","Yes",,,"DF5","206257453","Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17454","130305","2020-02-24T12:51:52.000Z","TOP CHOICE JAMAICAN & WEST INDIAN RESTAURANT","Food Establishment","Bronx","746 Lydig Ave 10462","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4674","130304","2020-02-24T12:32:09.000Z","Lydig Coffee House","Food Establishment","Bronx","721 Lydig Avenue 10462","Yes","Yes",,,,,,"Yes",,,,,,"No","Yes",,,,,,"2-004674-02242020-451297135625","DF3","206240596","Yes",,,,,,,,,,,
"7165","130303","2020-02-24T11:42:30.000Z","MAGIC CHEF MEXICAN & CHINESE FOOD","Food Establishment","Queens","97-17 Jamaica Avenue 11421","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3912","130302","2020-02-24T11:42:11.000Z","Cheung King","Food Establishment","Queens","97-17 Jamaica Avenue 11421","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6062","130301","2020-02-24T11:41:21.000Z","TAJADAS BAKERY & RESTAURANT","Food Establishment","Queens","97-05 Jamaica Ave 11421","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6065","130300","2020-02-24T11:29:14.000Z","POLLOS DONA MARIA","Food Establishment","Queens","9303 Jamaica Ave 11421","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5280","130299","2020-02-21T16:35:02.000Z","SAJOMITA RESTAURANT","Food Establishment","Brooklyn","854 Rogers Ave 11226","Yes","No","Yes",,,"DF5","206243319","Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4631","130298","2020-02-21T15:54:10.000Z","Bai Li Chinese Restaurant","Food Establishment","Brooklyn","2728 Church Ave 11226","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18144","130297","2020-02-21T14:42:12.000Z","New Fresh Pizza","Food Establishment","Brooklyn","2703 Church Ave 11226","Yes","No","Yes",,,"DF5","206255996","Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5285","130296","2020-02-21T14:22:10.000Z","KREYOL FLAVOR","Food Establishment","Brooklyn","2816 Church Ave 11226","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4689","130295","2020-02-21T13:41:07.000Z","Mike's Pizza","Food Establishment","Brooklyn","2026 Bedford Avenue 11226","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4690","130294","2020-02-21T13:36:25.000Z","Gandhi Indian Restaurant","Food Establishment","Brooklyn","2032 Bedford Avenue 11226","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4946","130293","2020-02-21T13:00:06.000Z","POPEYES LOUISIANA KITCHEN","Food Establishment","Brooklyn","520 Clarkson Ave 11203","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4942","130292","2020-02-21T12:58:47.000Z","SUBWAY, PIZZA & BURGER UR WAY","Food Establishment","Brooklyn","528 Clarkson Ave 11203","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4629","130291","2020-02-21T12:30:58.000Z","Good Friend Chinese Restaurant","Food Establishment","Brooklyn","1376 Nostrand Ave 11226","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17321","130290","2020-02-21T12:06:56.000Z","R & D RESTAURANT & GRILL","Food Establishment","Brooklyn","1357 NOSTRAND AVENUE 11226","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4948","130289","2020-02-20T16:47:04.000Z","FISHNET","Food Establishment","Brooklyn","3814 Church Ave 11203","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4623","130288","2020-02-20T16:30:13.000Z","Golden Star","Food Establishment","Brooklyn","3719 Church Ave 11203","Yes","Yes",,,,,,"Yes",,,,,,"No","Yes",,,,,,"3-004623-02202020-594131260474","DF3","206243300","Yes",,,,,,,,,,,
"4673","130287","2020-02-20T16:17:26.000Z","Tasty Spanish & Light Cuisine","Food Establishment","Bronx","737 Lydig Avenue 10462","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3234","130286","2020-02-20T15:54:06.000Z","La Pentola","Food Establishment","Bronx","2130 White Plains Road 10462","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4618","130285","2020-02-20T15:42:55.000Z","China Kitchen","Food Establishment","Brooklyn","3312 Church Ave 11203","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"7144","130284","2020-02-20T15:39:48.000Z","CROWN FRIED CHICKEN & PIZZA","Food Establishment","Brooklyn","3402 Church Ave 11203","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5288","130283","2020-02-20T15:14:52.000Z","TOTAL AMAZING GRACE","Food Establishment","Brooklyn","3113 Church Ave 11226","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3274","130282","2020-02-20T15:11:36.000Z","Boe Lee","Food Establishment","Bronx","741 Lydig Avenue 10462","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3273","130281","2020-02-20T15:09:45.000Z","John & Joe's Pizzeria and Restaurant","Food Establishment","Bronx","749 Lydig Avenue 10462","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17672","130280","2020-02-20T14:27:09.000Z","LENNY'S PIZZERIA RESTAURANT","Other (Please specify)","Brooklyn","3021 Church Ave 11226","Yes","No","Yes",,,"DF5","206243290","Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6053","130279","2020-02-20T14:15:57.000Z","DELIMENA","Food Establishment","Bronx","775 Lydig Ave 10462","Yes","No","Yes",,,"DF5","206240578","No",,,"2-006053-02202020-514253912443","DF9","206240587","Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3271","130278","2020-02-20T13:50:42.000Z","Panda","Food Establishment","Bronx","791 Lydig Avenue 10462","Yes","Yes",,,,,,"Yes",,,,,,"No","Yes",,"Yes",,,,"2-003271-02202020-499018230779","DF3","206243162","Yes",,,,,,,,,,,
"3272","130277","2020-02-20T13:29:54.000Z","Azul Tequila","Food Establishment","Bronx","783 Lydig Avenue 10462","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4627","130276","2020-02-20T13:21:21.000Z","King Wok Chinese & Mexican Cuisine","Food Establishment","Brooklyn","1250 Nostrand Ave 11225","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18156","130275","2020-02-20T13:20:27.000Z","Best Kitchen Time","Food Establishment","Brooklyn","1250 Nostrand Ave 11225","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4626","130274","2020-02-20T13:12:44.000Z","Jing Lung Chinese Restaurant","Food Establishment","Brooklyn","1242 Nostrand Ave 11225","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"7262","130273","2020-02-20T13:09:26.000Z","U S FRIED CHICKEN & PIZZA","Food Establishment","Brooklyn","1231 Nostrand Ave 11225","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17554","130272","2020-02-20T12:50:05.000Z","MUGHLAI","Other (Please specify)","Manhattan","6 Clinton Street 10002","Yes","No",,"Yes",,"DF5","206242860","Yes",,,,,,"No","Yes",,"Yes",,,,"1-017554-02202020-462763910381","DF3","206242888","Yes",,,,,,,,,,,
"4687","130271","2020-02-20T12:47:24.000Z","Joy Kitchen","Food Establishment","Brooklyn","1153 Nostrand Avenue 11225","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4625","130270","2020-02-20T12:42:06.000Z","New Garden","Food Establishment","Brooklyn","1060 Nostrand Ave 11225","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18385","130269","2020-02-20T12:17:33.000Z","Dause Cafe","Food Establishment","Manhattan","3 Clinton St 10002","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4624","130268","2020-02-19T16:41:05.000Z","Lenny's Pizzeria","Food Establishment","Brooklyn","1046 Nostrand Ave 11225","Yes","Yes",,,,,,"No",,,"3-004624-02192020-600651299854","DF9","206243281","Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18186","130267","2020-02-19T16:31:19.000Z","Tavares Restaurant","Food Establishment","Queens","96-10 Jamaica Ave 11421","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6057","130266","2020-02-19T16:26:40.000Z","CUENCA COFFEE SHOP RESTUARANT","Food Establishment","Queens","95-29 Jamaica Ave 11421","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18463","130265","2020-02-19T16:21:47.000Z","Dumpling House","Food Establishment","Queens","95-12 Jamaica Ave 11421","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18653","130264","2020-02-19T16:09:19.000Z","An Choi","Food Establishment","Manhattan","85 Orchard St 10002","Yes","No","Yes",,,"DF5","206242850","No",,,"1-018653-02192020-581975796140","DF9","206242841","Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17429","130263","2020-02-19T15:56:39.000Z","HONG KONG GOURMET","Food Establishment","Queens","84-40 Jamaica Ave 11421","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5696","130262","2020-02-19T15:52:45.000Z","LELLO'S PIZZA","Food Establishment","Brooklyn","4018 Glenwood Rd 11210","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17274","130261","2020-02-19T15:47:16.000Z","TIAN CHINESE RESTAURANT","Food Establishment","Brooklyn","4023 Glenwood Rd 11210","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
