"uniqueid","inspectionid","inspectiondate","businessname","typeofbusiness","borough","location","question1","question2","_2_option1","_2_option2","_2_ticketnumber","_2_novcode","_2_novnumber","question3","_3_option1","_3_option2","_3_ticketnumber","_3_novcode","_3_novnumber","question4","_4_option1","_4_option2","_4_option3","_4_option4","_4_option5","_4_option6","_4_ticketnumber","_4_novcode","_4_novnumber","question5","_5_option1","_5_option2","_5_option3","_5_option4","_5_option5","_5_option6","_5_option7","_5_ticketnumber","_5_novcode","_5_novnumber","complaintnumber"
"6224","140787","2021-08-03T11:38:30.000Z","THE HAAB","Food Establishment","Queens","47-22 48th Ave 11377","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6280","140786","2021-08-02T16:49:50.000Z","FRESH TACO","Food Establishment","Queens","45-59 46th St 11377","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6225","140785","2021-08-02T15:20:42.000Z","DE MOLE","Food Establishment","Queens","45-02 48th Ave 11377","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"7024","140784","2021-08-02T15:07:43.000Z","NEW ASIAN CUISINE","Food Establishment","Queens","44-20 48th Ave 11377","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6921","140783","2021-08-02T15:03:34.000Z","NEW ASIAN CUISINE","Food Establishment","Queens","44-20 48th Ave 11377","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6859","140782","2021-08-02T14:50:04.000Z","GOOD LUCK CHINESE RESTAURANT","Food Establishment","Queens","45-16 48th Ave 11377","Yes","Yes",,,,,,"Yes",,,,,,"No",,,"Yes",,,,"4-006859-08022021-534048608820","DF3","206240688","NULL",,,,,,,,,,,
"6282","140781","2021-08-02T11:44:16.000Z","TAQUERIA  SANTA FO","Food Establishment","Queens","47-08 47th Ave 11377","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18711","140780","2021-07-30T00:00:00.000Z","Test","Grocery","Brooklyn","5 Water St 11201","Yes","No","Yes",,,"DF5","454643543","NULL",,,,,,"NULL",,,,,,,,,,"NULL",,,,,,,,,,,
"17784","140779","2021-06-21T13:22:36.000Z","CHINA CAFE","Other (Please specify)","Manhattan","1643 2nd Ave 10028","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17452","140778","2021-06-17T10:57:08.000Z","FOUR SEASONS DRY CLEANERS","Food Establishment","Manhattan","21 South End Ave 10280","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"2618","140777","2021-06-17T10:39:26.000Z","Cucina Liberta","Food Establishment","Manhattan","17 Battery Place 10004","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"2619","140776","2021-06-17T10:30:43.000Z","West Bank Gourmet","Food Establishment","Manhattan","21 West Street 10004","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18311","140775","2021-06-17T10:20:44.000Z","Hale & Hearty Soups","Food Establishment","Manhattan","111 Fulton St 10038","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18497","140774","2021-06-17T10:04:12.000Z","Flavors","Food Establishment","Manhattan","42 Broadway 10004","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"2758","140773","2021-06-17T09:37:41.000Z","Obao Noodle","Food Establishment","Manhattan","38 Water Street 10004","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6727","140772","2021-06-15T16:07:16.000Z","INSOMNIA COOKIES","Food Establishment","Manhattan","76 Pearl St 10004","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4553","140771","2021-06-15T15:44:52.000Z","Adrienne's","Food Establishment","Manhattan","54 Stone Street 10004","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18312","140770","2021-06-15T15:36:41.000Z","Justino's","Food Establishment","Manhattan","64 Fulton St 10038","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"2747","140769","2021-06-15T15:36:25.000Z","Mad Dog","Food Establishment","Manhattan","83 Pearl Street 10004","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17463","140768","2021-06-15T15:28:59.000Z","SEAPORT DELI","Food Establishment","Manhattan","64 Fulton St 10038","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"2664","140767","2021-06-15T15:22:58.000Z","Rubens Empanadas","Food Establishment","Manhattan","64 Fulton Street 10038","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6360","140766","2021-06-15T15:22:30.000Z","ALFANOOSE LEBANESE CUISINE","Food Establishment","Manhattan","64 Fulton Street 10038","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"2543","140765","2021-06-15T15:19:15.000Z","Squires","Food Establishment","Manhattan","80 Beekman Street 10038","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17753","140764","2021-06-15T15:17:35.000Z","KOME WAZA","Other (Please specify)","Manhattan","40 Water St 10004","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"2766","140763","2021-06-15T15:06:52.000Z","Cucina Bene","Pharmacy","Manhattan","41 Exchange Place 10005","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6451","140762","2021-06-15T14:55:46.000Z","TERRI","Food Establishment","Manhattan","100 Maiden Ln 10038","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"2558","140761","2021-06-15T13:57:29.000Z","The Best of New York Food","Food Establishment","Manhattan","150 Water Street 10005","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17462","140760","2021-06-15T13:00:19.000Z","LITTLE ITALY PIZZA","Food Establishment","Manhattan","50 Fulton St 10038","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6361","140759","2021-06-15T12:53:58.000Z","SOPHIE'S CUBAN CUISINE","Food Establishment","Manhattan","76 Fulton Street 10038","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"2541","140758","2021-06-15T12:48:24.000Z","Chop't","Food Establishment","Manhattan","80 Pine Street 10005","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"2684","140757","2021-06-15T12:41:09.000Z","Jubilee Marketplace","Food Establishment","Manhattan","99 John Street 10038","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"2744","140756","2021-06-15T12:16:28.000Z","Leo's Brand Bagels","Food Establishment","Manhattan","3 Hanover Square 10004","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17444","140755","2021-06-15T11:45:30.000Z","WESTVILLE","Food Establishment","Manhattan","110 Wall St 10005","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17927","140754","2021-06-15T11:31:11.000Z","FAMIGLIA PIZZERIA","Other (Please specify)","Manhattan","83 Maiden Ln 10038","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"2559","140753","2021-06-15T11:25:41.000Z","Harry's Italian","Food Establishment","Manhattan","2 Gold Street 10038","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17465","140752","2021-06-15T11:13:18.000Z","POKE GREEN","Food Establishment","Manhattan","164 Pearl St 10005","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17449","140751","2021-06-15T10:53:16.000Z","EL LUCHADOR TAQUERIA","Food Establishment","Manhattan","87 South St 10038","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"2731","140750","2021-06-15T10:47:45.000Z","Taste of Tokyo","Food Establishment","Manhattan","60 Beaver Street 10004","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18241","140749","2021-06-15T10:22:30.000Z","Pearl Diner","Food Establishment","Manhattan","212 Pearl St 10038","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5794","140747","2020-03-11T16:04:53.000Z","JASSI'S WORLD FAMOUS DELI & GROCERY","Food Establishment","Queens","43-44 21st St 11101","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5239","140746","2020-03-11T15:58:53.000Z","Banhmigos","Food Establishment","Brooklyn","636 Park Place 11238","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5790","140745","2020-03-11T15:57:28.000Z","SILVER KITCHEN","Food Establishment","Queens","43-01 21st St 11101","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17591","140744","2020-03-11T15:55:59.000Z","DIWAN GRILL INDIAN CUISINE","Other (Please specify)","Brooklyn","678 Franklin Ave 11238","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5097","140743","2020-03-11T15:52:16.000Z","BOMBAY MASALA","Food Establishment","Brooklyn","678 Franklin Ave 11238","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5761","140742","2020-03-11T15:45:13.000Z","COURT SQUARE DINER","Food Establishment","Queens","45-30 23rd St 11101","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6120","140741","2020-03-11T15:38:06.000Z","Tost Café","Food Establishment","Queens","45-16 23rd Street 11101","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6009","140740","2020-03-11T15:37:01.000Z","TOST CAFE","Food Establishment","Queens","4516 23rd St 11101","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6905","140739","2020-03-11T15:36:31.000Z","TOST CAFE","Food Establishment","Queens","4516 23rd St 11101","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5316","140738","2020-03-11T15:33:02.000Z","PURBIRD","Food Establishment","Brooklyn","82 6th Ave 11217","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5091","140737","2020-03-11T15:21:21.000Z","CHERYL'S GLOBAL SOUL","Food Establishment","Brooklyn","236 Underhill Ave 11238","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5134","140736","2020-03-11T15:19:21.000Z","NEW HOOD HING CHINESE RESTAURANT","Food Establishment","Brooklyn","198 Underhill Ave 11238","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5813","140735","2020-03-11T15:13:30.000Z","AANCHAL INDIAN RESTAURANT & BAR","Food Establishment","Queens","45-12 23rd St 11101","Yes","No","Yes",,,"DF5","206243429","Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5309","140734","2020-03-11T15:11:15.000Z","TARO SUSHI NY INC","Food Establishment","Brooklyn","244 Flatbush Ave 11217","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"2927","140733","2020-03-11T14:58:04.000Z","Born Thai","Food Establishment","Brooklyn","293 Flatbush Avenue 11217","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"2928","140732","2020-03-11T14:48:53.000Z","Indian Restaurant","Food Establishment","Brooklyn","301 Flatbush Avenue 11217","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18615","140731","2020-03-11T14:48:02.000Z","Joy Indian Restaurant","Food Establishment","Brooklyn","301 Flatbush Ave 11217","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"2929","140730","2020-03-11T14:27:38.000Z","Burrito","Food Establishment","Brooklyn","307 Flatbush Avenue 11217","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5806","140729","2020-03-11T14:21:44.000Z","THE INKAN","Food Establishment","Queens","45-02 23rd St 11101","Yes","Yes",,,,,,"Yes",,,,,,"No","Yes",,,,,,"4-005806-03112020-517040454476","DF3","206243410","Yes",,,,,,,,,,,
"5118","140728","2020-03-11T13:58:14.000Z","PEARL INDIAN RESTAURANT","Food Establishment","Brooklyn","738 Franklin Ave 11238","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17913","140727","2020-03-11T13:48:33.000Z","DOMO TACO","Other (Please specify)","Brooklyn","733 Franklin Ave 11238","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5108","140726","2020-03-11T13:41:06.000Z","CHAVELA'S","Food Establishment","Brooklyn","736 Franklin Ave 11238","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6383","140725","2020-03-11T13:38:25.000Z","RUBY","Food Establishment","Brooklyn","162 Park Pl 11217","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5135","140724","2020-03-11T13:30:39.000Z","ISLAND CZ CAFE","Food Establishment","Brooklyn","743 Franklin Ave 11238","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5792","140723","2020-03-11T13:28:55.000Z","LIC MARKET","Food Establishment","Queens","21-52 44th Dr 11101","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5764","140722","2020-03-11T13:27:12.000Z","AMERICAN HERO & SUB'S","Food Establishment","Queens","23-08 44th Dr 11101","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5797","140721","2020-03-11T13:23:49.000Z","PUMPERNICKEL BAGEL","Food Establishment","Queens","23-10 44th Dr 11101","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"2930","140720","2020-03-11T13:23:31.000Z","Dao Palate","Food Establishment","Brooklyn","329 Flatbush Avenue 11217","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5115","140719","2020-03-11T13:03:43.000Z","CENT'ANNI","Food Establishment","Brooklyn","742 Franklin Ave 11238","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5102","140718","2020-03-11T12:58:37.000Z","GOLDEN CHOPSTICKS CHINESE RESTAURANT","Food Establishment","Brooklyn","789 Franklin Ave 11238","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6734","140717","2020-03-11T12:57:05.000Z","AUTUMN ASIAN","Food Establishment","Brooklyn","349 Flatbush Avenue 11238","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"2933","140716","2020-03-11T12:52:44.000Z","Wing Wagon","Food Establishment","Brooklyn","351 Flatbush Avenue 11238","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5766","140715","2020-03-11T12:50:04.000Z","L.A. GOURMET","Food Establishment","Queens","25-01 Jackson Ave 11101","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4076","140714","2020-03-11T12:43:13.000Z","Mr. Wonton Chinese Restaurant","Food Establishment","Queens","26-04 Jackson Avenue 11101","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5101","140713","2020-03-11T12:43:11.000Z","HAPPY WOK CHINESE RESTAURANT","Food Establishment","Brooklyn","762 Franklin Ave 11238","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"2938","140712","2020-03-11T12:27:19.000Z","Antonio's","Food Establishment","Brooklyn","318 Flatbush Avenue 11238","Yes","Yes",,,,,,"Yes",,,,,,"No","Yes",,,,,,"3-002938-03112020-448395646448","DF4","206240852","Yes",,,,,,,,,,,
"4525","140711","2020-03-11T12:09:56.000Z","El Gran Castillo de Jagua Restaurant","Food Establishment","Brooklyn","355 Flatbush Avenue 11238","Yes","Yes",,,,,,"Yes",,,,,,"No","Yes",,"Yes",,,,"3-004525-03112020-438299885732","DF4","206245088","Yes",,,,,,,,,,,
"6730","140710","2020-03-11T12:08:48.000Z","AUTUMN ASIAN CHINESE AMERICAN RESTAURANT","Food Establishment","Brooklyn","349 Flatbush Ave 11238","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5119","140709","2020-03-11T11:59:11.000Z","KAMI ASIAN","Food Establishment","Brooklyn","385 Flatbush Ave 11238","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5121","140708","2020-03-11T11:23:46.000Z","OLDE BROOKLYN BAGEL SHOPPE","Food Establishment","Brooklyn","645 Vanderbilt Ave 11238","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"7090","140707","2020-03-11T11:20:09.000Z","GRAND PLAZA LIQUORS","Other (Please specify)","Brooklyn","764 Washington Ave 11238","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5114","140706","2020-03-11T11:11:44.000Z","INDIA PALACE","Food Establishment","Brooklyn","655 Vanderbilt Ave 11238","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3876","140705","2020-03-10T16:44:12.000Z","Taste of China","Food Establishment","Queens","45-01 Broadway 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4407","140704","2020-03-10T16:36:09.000Z","Double Chinese Restaurant","Food Establishment","Queens","61-10 Myrtle Ave 11385","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3877","140703","2020-03-10T16:31:05.000Z","Saffron Indian Cuisine","Food Establishment","Queens","44-04 Broadway 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5238","130769","2020-03-10T16:22:53.000Z","Citrico","Food Establishment","Brooklyn","681 Washington Avenue 11238","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3878","130768","2020-03-10T16:20:18.000Z","Gino's Pizzeria & Restaurant","Food Establishment","Queens","43-19 Broadway 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6456","130767","2020-03-10T16:09:49.000Z","BROOKLYN MUSEUM GOURMET DELI","Food Establishment","Brooklyn","803A Washington Ave 11238","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3879","130766","2020-03-10T16:09:41.000Z","Bagels Brew","Food Establishment","Queens","43-05 Broadway 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5110","130765","2020-03-10T16:06:26.000Z","DRAGON HOUSE","Food Establishment","Brooklyn","803 Washington Ave 11238","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5087","130764","2020-03-10T16:04:59.000Z","THE ISLANDS","Food Establishment","Brooklyn","803 Washington Ave 11238","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5106","130763","2020-03-10T16:02:16.000Z","COLALA CHINESE & JAPANESE RESTAURANT","Food Establishment","Brooklyn","791 Washington Ave 11238","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
