"objectid","boroughcode","buildingnumber","streetname","pssite","plantingspaceonstreet","width","length","parkname","parkzone","crossstreet1","crossstreet2","communityboard","sanitationzone","zipcode","citycouncil","statesenate","stateassembly","congressional","physicalid","psstatus","geometry","globalid","createddate","updateddate","jurisdiction","overheadutilities","treeguard","latitude","longitude","census_tract","bin","bbl","nta","location"
"129628","Queens","19-064","81 STREET","Street",,"0.00000000","0.00000000",,,"21 AVENUE","19 AVENUE","401",,"11370","22","13","36","14","0077187","Populated","POINT (1014923.0952085555 220338.04354184866)","D1DAA292-6756-4129-9842-2691BD2C87D2","2015-03-10T04:00:00.000","2016-10-11T15:13:38.000",,"0",,"40.771705","-73.889195","317","4021110","4009490042","Steinway","
,  
(40.77140016865165, -73.88926032344631)"
"130022","Staten Island","203","QUINLAN AVENUE","Street",,"0.00000000","0.00000000",,,"WESTWOOD AVENUE","SOUTH GANNON AVENUE","502",,"10314","49","24","63","11","0102061","Empty","POINT (948563.80125023425 160386.91166685522)","968BA8D4-8193-4803-88F7-274297801327","2015-03-10T04:00:00.000",,,"0",,"40.606893","-74.128592","18702","5019482","5007620064","New Springville-Bloomfield-Travis","
,  
(40.6068295111058, -74.12852099780164)"
"130422","Queens","43-060","DOUGLASTON PARKWAY","Street",,"0.00000000","0.00000000",,,"CHURCH STREET","PINE STREET","411",,"11363","19","11","26","3","0026163","Empty","POINT (1054588.9750002325 218734.13395851851)","A9105105-92B3-475E-9B6D-5980D54AF2CE","2015-03-11T04:00:00.000",,,"0",,"40.766788","-73.746057","1479","4168635","4080920005","Douglas Manor-Douglaston-Little Neck","
,  
(40.766771243072405, -73.74607118257356)"
"130425","Staten Island","1341","BAY STREET","Street",,"0.00000000","0.00000000",,,"ANCHOR PLACE","HOPE AVENUE","501",,"10305","49","23","64","11","0055687","Empty","POINT (966574.75000022352 161852.98937518895)","DC0872D4-5695-46BB-B18A-BB1BF0C36688","2015-03-11T04:00:00.000","2018-02-14T13:31:30.000",,"0",,"40.610658","-74.06359","6","5112653","5028320001","Stapleton-Rosebank","
,  
(40.610907821241646, -74.06365987436638)"
"130426","Staten Island","263","MARYLAND AVENUE","Street","1f","0.00000000","0.00000000",,,"TOMPKINS AVENUE","VERMONT AVENUE","501",,"10305","49","23","64","11","0057192","Populated","POINT (964744.56416688859 161924.284791857)","F2F51901-06E4-4941-8A2C-365346908761","2015-03-11T04:00:00.000","2022-06-15T14:03:27.000",,"0",,"40.611151","-74.070038","8","5042868","5028560058","Stapleton-Rosebank","
,  
(40.611099672693506, -74.070251746761)"
"130427","Queens","176-040","133 AVENUE","Street",,"0.00000000","0.00000000",,,"FARMERS BOULEVARD","GARRETT STREET","412",,"11434","27","10","32","5","0162726","Populated","POINT (1049611.9070835561 186089.42020851374)","B4AA48FB-2B2A-4DAF-A30C-FB09AD01F22A","2015-03-11T04:00:00.000","2016-10-14T13:07:23.000",,"0",,"40.677202","-73.764586","33401","4270560","4125470193","St. Albans","
,  
(40.677207924362996, -73.76435569537516)"
"130822","Queens","147-65","249 STREET","Street","249 STREET","0.00000000","0.00000000",,,,,"413",,"11422","31","10","29","5","0034493","Populated","POINT (1056738.9331252277 178269.61791685224)","4F63C29D-896E-420E-A44D-F69499BB0CDE","2015-03-11T04:00:00.000","2016-11-09T18:22:30.000",,"0",,"40.655803","-73.738792","664","4289717","4136400001","Rosedale","
,  
(40.65568890850403, -73.73874539768715)"
"130823","Staten Island","1350","BAY STREET","Street",,"0.00000000","0.00000000",,,"ANCHOR PLACE","HOPE AVENUE","501",,"10305","49","23","64","11","0055687","Retired","POINT (966564.80562523007 161743.12937518954)","214BE02E-5353-4879-A6FA-C5BF51ADC799","2015-03-11T04:00:00.000","2015-03-25T04:00:00.000",,"0",,"40.610691","-74.063637","8","5043066","5028630034","Stapleton-Rosebank","
,  
(40.610606258362665, -74.06369540269353)"
"130824","Brooklyn","1845","COLEMAN STREET","Street",,"0.00000000","0.00000000",,,"FILLMORE AVENUE","AVENUE R","318",,"11234","46","22","59","8","0093846","Populated","POINT (1003585.6875002235 163157.25708352029)","270BAE85-D920-4B1E-800F-EB240240ED43","2015-03-11T04:00:00.000","2016-10-27T14:34:52.000",,"0",,"40.614586","-73.930531","652","3239422","3084850026","Georgetown-Marine Park-Bergen Beach-Mill Basin","
,  
(40.6144842984488, -73.93035609641824)"
"130827","Brooklyn","942","GREENE AVENUE","Street","GREENE AV","23.00000000","0.00000000",,,"PATCHEN AVENUE","MALCOLM X BOULEVARD","303",,"11221","36","25","56","8","0044086","Empty","POINT (1003628.1256252229 190945.50541685522)","2C87449D-345C-4EB0-9E3C-1821C76ECFB0","2015-03-11T04:00:00.000","2017-11-16T15:15:14.000",,"0",,"40.690832","-73.929922","387","3044135","3016220011","Stuyvesant Heights","
,  
(40.69075686186078, -73.9301234004764)"
"130828","Bronx","1059","EAST 217 STREET","Street","PAULDING AVENUE","0.00000000","0.00000000",,,"LACONIA AVENUE","PAULDING AVENUE","212",,"10469","12","36","83","16","0100590","Populated","POINT (1024932.7391669005 259571.83791685104)","CA438040-9D99-4154-88AA-2C9FE54A473B","2015-03-11T04:00:00.000","2021-09-17T13:23:44.000",,"0",,"40.879119","-73.853979","388","2059496","2047000001","Williamsbridge-Olinville","
,  
(40.87904521341357, -73.85288448063969)"
"130829","Staten Island","308","HYLAN BOULEVARD","Street",,"0.00000000","0.00000000",,,"FOX HILL TERRACE","VAUGHAN STREET","501",,"10305","49","23","64","11","0055708","Empty","POINT (964272.96437522769 161880.39687518775)","81408ADA-E137-48C1-9536-76CEEE5D49A0","2015-03-11T04:00:00.000",,,"0",,"40.611076","-74.072037","2001","5044027","5029780004","Stapleton-Rosebank","
,  
(40.61097815875215, -74.07195015341186)"
"130830","Staten Island","440","ELVERTON AVENUE","Street",,"0.00000000","0.00000000",,,"GURLEY AVENUE","ERIC LANE","503",,"10308","51","24","62","11","0055295","Empty","POINT (940700.78187522292 143599.94833351672)","C498BD1C-969E-44A6-906A-35F53F865E61","2015-03-11T04:00:00.000","2016-03-07T21:44:00.000",,"0",,"40.560671","-74.156611","14608","5070816","5054480039","Great Kills","
,  
(40.56071754800751, -74.1567308091018)"
"130831","Staten Island","199","HART BOULEVARD","Street","1F","0.00000000","0.00000000",,,"NORMA PLACE","FOREST AVENUE","501",,"10301","49","24","61","11",,"Populated","POINT (956428.12312522531 168946.14437519014)","D1C8F2EE-716C-48EC-A042-A81157CCD025","2015-03-11T04:00:00.000","2019-02-01T18:47:55.000",,"0",,"40.63048","-74.100364","59","5006778","5002500095","New Brighton-Silver Lake","
,  
(40.630350991820585, -74.1002335702762)"
"130832","Queens","176-030","133 AVENUE","Street",,"0.00000000","0.00000000",,,"FARMERS BOULEVARD","GARRETT STREET","412",,"11434","27","10","32","5","0162726","Empty","POINT (1049523.8708335608 186065.08000017703)","B24CCE71-476C-471F-8E70-BE4F05A2CDBB","2015-03-11T04:00:00.000","2019-12-03T19:28:00.000",,"0",,"40.677137","-73.764864","33401","4270562","4125470198","St. Albans","
,  
(40.67714176582288, -73.76467331997455)"
"130833","Queens","23-071","33 STREET","Street","33 STREET","0.00000000","0.00000000",,,"24 AVENUE","23 ROAD","401",,"11105","22","12","36","14","0082121","Empty","POINT (1008184.0268752277 220559.31354184449)","7694AFA5-FD19-4A6A-A37B-3909165D40B2","2015-03-11T04:00:00.000","2022-03-25T13:51:38.000",,"0",,"40.772039","-73.913669","117","4017090","4008340010","Steinway","
,  
(40.772028311691926, -73.9135897078403)"
"130834","Queens","89-090","216 STREET","Street",,"0.00000000","0.00000000",,,"90 AVENUE","89 AVENUE","413",,"11427","23","14","33","5","0031601","Empty","POINT (1054767.108541891 203477.21708351374)","64088F54-019F-48B2-9315-FB9A92ED714F","2015-03-11T04:00:00.000",,,"0",,"40.724984","-73.745689","556","4227994","4106590041","Queens Village","
,  
(40.72489358948725, -73.74558807747808)"
"131222","Manhattan","111","CENTRAL PARK NORTH","Street",,"0.00000000","0.00000000",,,"7 AVENUE","LENOX AVENUE","110",,"10026","9","30","70","13","0148645","Populated","POINT (997302.936666891 230188.05166685581)","AEFED561-2B48-44B5-9362-C727AD875013","2015-03-11T04:00:00.000","2020-04-15T18:33:39.000",,"0",,"40.798609","-73.953307","216","1087691","1018207503","Central Harlem South","
,  
(40.79847938968965, -73.95285556733025)"
"131223","Staten Island","1409","BAY STREET","Street",,"10.00000000","0.00000000",,,"FINGERBOARD ROAD","CLIFF STREET","501",,"10305","49","23","64","11","0055691","Empty","POINT (966865.73895856738 161340.50708352029)","60EA9E6B-DC66-4FEC-BF73-737BBF6F2E6B","2015-03-11T04:00:00.000","2015-03-25T04:00:00.000",,"0",,"40.609413","-74.062674","6","5042318","5028350004","Stapleton-Rosebank","
,  
(40.60950173864771, -74.06261051819232)"
"131227","Manhattan","502","W 126 ST","Park",,"0.00000000","0.00000000","Sheltering Arms Playground",,"OLD BROADWAY","AMSTERDAM AVENUE","109",,"0","0","0","0","0","0019782","Populated","POINT (996485.9614585638 235992.80062519014)","F8672F08-D92E-440F-8AC3-6248F272F82A","2015-03-11T04:00:00.000","2020-04-01T14:15:10.000",,"0",,,,,,,,"
,  
(40.81441299115884, -73.95579572775775)"
"131228","Bronx","1059","EAST 217 STREET","Street","LACONIA AVENUE","0.00000000","0.00000000",,,"LACONIA AVENUE","PAULDING AVENUE","212",,"10469","12","36","83","16","0100590","Populated","POINT (1024919.8502085656 259545.71770851314)","5434DFCB-E38F-40E2-950A-56FDD523595E","2015-03-11T04:00:00.000","2019-07-26T14:14:56.000",,"0",,"40.879119","-73.853979","388","2059496","2047000001","Williamsbridge-Olinville","
,  
(40.87897358104511, -73.85293124774127)"
"131229","Staten Island","128","HYLAN BOULEVARD","Street","1f","0.00000000","0.00000000",,,"ROSEBANK PLACE","BAY STREET","501",,"10305","49","23","64","11","0055706","Empty","POINT (965699.73791690171 162855.14020851254)","088C963B-A7AE-4457-8871-B8B6979D72BE","2015-03-11T04:00:00.000","2016-10-11T16:21:59.000",,"0",,"40.613755","-74.066777","8","5042804","5028540013","Stapleton-Rosebank","
,  
(40.61365672942667, -74.06681410407738)"
"131230","Brooklyn","14","DEWEY PLACE","Street","DEWEY PLACE","10.00000000","0.00000000",,,"ATLANTIC AVENUE","HERKIMER STREET","303",,"11233","41","25","55","8","0096828","Populated","POINT (1006910.8064585626 186122.80583351851)","D309D545-9A62-4C7C-8FAB-8C7FD0619C68","2015-03-11T04:00:00.000","2015-03-11T14:05:01.000",,"0",,"40.677455","-73.918248","301","3395065","3015590128","Ocean Hill","
,  
(40.677511861525424, -73.91830243503702)"
"131231","Staten Island","460","ARMSTRONG AVENUE","Street","OAKDALE STREET","0.00000000","0.00000000",,,"BEND","OAKDALE STREET","503",,"10308","51","24","64","11","0057033","Populated","POINT (940457.33895856142 137669.58541685343)","2B19D148-AF75-4D9B-B39E-BDE9490FE2FD","2015-03-11T04:00:00.000","2017-04-13T20:29:18.000",,"0",,"40.544775","-74.15765","15601","5066397","5052300068","Great Kills","
,  
(40.544438660868416, -74.15756855106804)"
"131232","Staten Island","218","NICHOLAS AVENUE","Street",,"0.00000000","0.00000000",,,"HATFIELD PLACE","CHARLES AVENUE","501",,"10302","49","23","61","11","0060766","Populated","POINT (945085.17708356678 170664.472291857)","C338E864-C9B0-4CC5-9FD6-407FEC433652","2015-03-11T04:00:00.000","2022-06-28T16:55:18.000",,"0",,"40.634821","-74.140803","213","5026065","5011200036","Port Richmond","
,  
(40.63502454441923, -74.14110858926308)"
"131622","Brooklyn","7802","RIDGE BOULEVARD","Street",,"0.00000000","0.00000000",,,"79 STREET","78 STREET","310",,"11209","43","22","64","11","0037491","Populated","POINT (975502.386666894 168740.86145851016)","B9C7D141-6C5F-474E-AA8E-003B3B4B11FC","2015-03-11T04:00:00.000","2022-02-14T16:26:15.000","DPR","0",,"40.629814","-74.031419","44","3150207","3059670038","Bay Ridge","
,  
(40.62982690509422, -74.03151467680948)"
"131623","Staten Island","397","HYLAN BOULEVARD","Street","yes","0.00000000","0.00000000",,,"MARYLAND LANE","REYNOLDS STREET","501",,"10305","49","23","64","11","0055710","Empty","POINT (963409.64479190111 161468.11750018597)","64A60C3B-1124-4F2F-80CA-6E6EE6EC5AD4","2015-03-11T04:00:00.000","2018-02-23T10:47:08.000",,"0",,"40.609826","-74.074528","36","5131633","5029840054","Stapleton-Rosebank","
,  
(40.60984454857895, -74.07505824864913)"
"131625","Staten Island","523","HYLAN BOULEVARD NORTH","Street",,"0.00000000","0.00000000",,,"NARROWS ROAD NORTH","DONLEY AVENUE","501",,"10305","49","23","64","11","0055726","Retired","POINT (962731.99562522769 160490.88250018656)","7F633A3C-270C-4143-8BCA-E5C4CA04A930","2015-04-20T11:57:00.000","2015-04-20T11:57:00.000",,"0",,,,,,,,"
,  
(40.60716062015729, -74.0774957427307)"
"131626","Brooklyn","112","BAINBRIDGE STREET","Street",,"0.00000000","0.00000000",,,"STUYVESANT AVENUE","LEWIS AVENUE","303",,"11233","36","25","56","8","0066215","Populated","POINT (1002839.6625002325 187277.37416684628)","E41F7509-8FFB-4533-8AD0-BB53FD9024BA","2015-03-11T04:00:00.000","2017-08-14T10:05:37.000",,"0",,"40.680745","-73.932943","297","3047729","3016850022","Crown Heights North","
,  
(40.680690374778045, -73.93297668034027)"
"131628","Staten Island","10","SOUTH AVENUE","Street",,"0.00000000","0.00000000",,,"ARLINGTON PLACE","RICHMOND TERRACE","501",,"10303","49","23","63","11","0051856","Retired","POINT (938146.80916689336 172494.33354185522)","6136FB10-0E1C-46DD-9CEC-42DD9E74D41F","2015-03-11T04:00:00.000","2018-02-20T09:33:22.000",,"0",,"40.639448","-74.166067","31902","5028395","5012630076","Mariner's Harbor-Arlington-Port Ivory-Graniteville","
,  
(40.640013718658196, -74.16611957444775)"
"131629","Staten Island","174","KEMBALL AVENUE","Street",,"0.00000000","0.00000000",,,"JEWETT AVENUE","WESTCOTT BOULEVARD","501",,"10314","50","24","63","11","0100663","Populated","POINT (948453.66666689515 163278.62166684866)","C80C9E73-C3C3-4F1B-B629-1A60815C3347","2015-03-11T04:00:00.000","2018-12-04T15:55:08.000",,"0",,"40.614814","-74.128971","151","5010837","5003770168","Westerleigh","
,  
(40.614766207779844, -74.12893296672168)"
"131630","Queens","89-096","216 STREET","Street",,"0.00000000","0.00000000",,,"90 AVENUE","89 AVENUE","413",,"11427","23","14","33","5","0031601","Empty","POINT (1054822.0881252289 203385.16833351552)","026741F0-9E70-4ABF-BF84-740E3C184AE3","2015-03-11T04:00:00.000",,,"0",,"40.724893","-73.745588","556","4227997","4106590047","Queens Village","
,  
(40.72464050062017, -73.74539068827976)"
"131631","Queens","109-005","142 STREET","Street",,"0.00000000","0.00000000",,,"GLASSBORO AVENUE","109 AVENUE","412",,"11435","28","10","32","5","0097565","Populated","POINT (1038486.1895835698 189971.79875017703)","DADC40C1-669C-4778-9862-ED93B881F4BD","2015-03-11T04:00:00.000","2016-10-19T17:01:21.000",,"0",,"40.687948","-73.804504","194","4462532","4119280051","South Jamaica","
,  
(40.687939300156394, -73.80443500167148)"
"131632","Queens","25-46","BAYSIDE LANE","Street","1F","0.00000000","0.00000000",,,"166 STREET","25 DRIVE","407",,"11358","19","11","40","3","0096274","Empty","POINT (1040150.389791891 221124.32479184866)","03E02A15-69F8-400D-A398-7A0EAF3D2ECD","2015-03-11T04:00:00.000","2017-04-20T07:58:08.000",,"0",,"40.77353","-73.797884","1059","4111276","4049160044","Murray Hill","
,  
(40.77343476692392, -73.79817543673227)"
"132023","Queens","80-39","UTOPIA PARKWAY","Street",,"0.00000000","0.00000000",,,"80 DRIVE","80 ROAD","408",,"11432","24","11","24","5",,"Populated","POINT (1042172.3083335608 203362.17208351195)","E7C101AF-A22E-40E5-A8D2-BE9163E434CB","2015-03-11T04:00:00.000","2019-12-20T21:08:19.000",,"0",,"40.724628","-73.791149","1277","4155445","4072280007","Jamaica Estates-Holliswood","
,  
(40.724669255487626, -73.79102844997146)"
"132422","Queens","237-01","88 AVENUE","Street","88 AVENUE","0.00000000","0.00000000",,,"238 STREET","237 STREET","413",,"11426","23","11","33","3","0034367","Populated","POINT (1059225.772708565 205448.77729184926)","BBAFBFDC-3381-460F-B26B-6F3DA1D6FBDE","2015-03-11T04:00:00.000","2017-04-14T09:18:30.000",,"0",,"40.730205","-73.728917","1621","4166599","4079560022","Bellerose","
,  
(40.73026834925555, -73.72948022279164)"
"132822","Brooklyn","69","ENGERT AVENUE","Street","ECKFORD ST","9.00000000","0.00000000",,,"GRAHAM AVENUE","ECKFORD STREET","301",,"11222","33","26","50","12","0045558","Populated","POINT (998695.42020855844 202138.64770852029)","D62C0BBD-F7A1-4159-A5DF-C3F6819A0F05","2015-03-11T04:00:00.000",,,"0",,"40.721402","-73.947805","499","3067564","3026990038","Greenpoint","
,  
(40.72148881742246, -73.94788648453374)"
"133222","Brooklyn","44","ECKFORD STREET","Street","ECKFORD ST","10.00000000","0.00000000",,,"DRIGGS AVENUE","ENGERT AVENUE","301",,"11222","33","26","50","12","0047350","Populated","POINT (998694.11812523007 202148.41333352029)","33339081-AC85-4979-82DF-FC584908BD4D","2015-03-11T04:00:00.000",,,"0",,"40.721572","-73.947971","499","3067564","3026990038","Greenpoint","
,  
(40.72151562382666, -73.9478911609905)"
"133622","Brooklyn","2939","QUENTIN ROAD","Street","QUENTIN ROAD","0.00000000","0.00000000",,,"BURNETT STREET","STUART STREET","315",,"11229","46","22","41","9","0048417","Populated","POINT (1000008.7237502337 161721.02854184806)","DB766E89-84DD-4B5D-9053-EBC1DB98D638","2015-03-12T04:00:00.000","2022-02-22T17:16:09.000",,"0",,"40.610593","-73.943076","644","3182807","3067930004","Georgetown-Marine Park-Bergen Beach-Mill Basin","
,  
(40.6105492316557, -73.94324306771685)"
"133623","Brooklyn","764","51 STREET","Street",,"0.00000000","0.00000000",,,"8 AVENUE","7 AVENUE","307",,"11220","38","20","49","7","0042316","Populated","POINT (982878.3208335638 172764.98541684449)","1ABA0A50-DF59-4A68-8DDE-21414609B9F6","2015-03-12T04:00:00.000","2019-05-21T19:28:11.000",,"0",,"40.640973","-74.005005","108","3013757","3008020033","Sunset Park East","
,  
(40.64087648248001, -74.00494251189616)"
"133624","Queens","51-19","GORSLINE STREET","Street","GORSLINE STREET","0.00000000","0.00000000",,,"KNEELAND AVENUE","51 AVENUE","404",,"11373","25","16","39","6","0100059","Populated","POINT (1016214.8847918957 207682.52895851433)","BBB2EB70-F1DD-4DCE-B202-16F6F1E184A2","2015-03-12T04:00:00.000","2017-08-23T08:48:35.000",,"0",,"40.736507","-73.884732","479","4057108","4024710082","Elmhurst-Maspeth","
,  
(40.73665944844614, -73.88465671816515)"
"133625","Staten Island","131","3 STREET","Street",,"0.00000000","0.00000000",,,"ROSE AVENUE","NEW DORP LANE","502",,"10306","50","24","62","11","0089718","Empty","POINT (951190.4770835638 148554.71020852029)","2B98B1E0-0756-41BD-B29F-F0683EBD6F21","2015-03-12T04:00:00.000","2016-10-24T17:50:00.000",,"0",,"40.574545","-74.118771","134","5057255","5041920007","New Dorp-Midland Beach","
,  
(40.574362705168596, -74.1190033558653)"
"133626","Staten Island","24","SYDNEY PLACE","Street","2f","0.00000000","0.00000000",,,"GELDNER AVENUE","FOXHOLM STREET","502",,"10306","50","24","62","11","0100241","Empty","POINT (950633.02625022829 149575.10270851851)","A8AF2779-7B4F-48D9-BB6E-7353E61828DD","2015-03-12T04:00:00.000","2017-03-21T12:30:36.000",,"0",,"40.577274","-74.120987","181","5023457","5009450062","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","
,  
(40.57716138335157, -74.12101506641783)"
