"number","street","borough","block","lot","bin","saf_type","primary","x","y","geocode_status","construction_status","assignment_type","created_date","last_modified_date","postcode","latitude","longitude","community_board","council_district","census_tract","bbl","nta"
"151","EAST 78 STREET","Manhattan","1413","7503","1043241",,"true","995627.0","221301.0","Successfully geocoded","Application","New/Permanent","2014-11-14T00:00:00.000","2016-08-16T00:00:00.000","10075","40.774089","-73.958924","8","4","140","1014137503","Upper East Side-Carnegie Hill                                              "
"310","WEST 102 STREET","Manhattan","1889","66","1057162",,"false","992223.624389648","230483.538391113","Successfully geocoded","Completed","Tentative","2014-11-14T00:00:00.000","2017-05-16T00:00:00.000","10025","40.799205","-73.970759","7","6","187","1018890066","Upper West Side                                                            "
"208","WEST 138 STREET","Manhattan","2023","40","1060228",,"false","1000002.52758789","237094.194213867","Successfully geocoded","Completed","New/Permanent","2014-11-17T00:00:00.000","2017-05-16T00:00:00.000","10030","40.817471","-73.942903","10","9","228","1020230040","Central Harlem North-Polo Grounds                                          "
"40","WEST 119 STREET","Manhattan","1717","152","1053227",,"true","999043.323608398","231876.161621093","Successfully geocoded","Completed","New/Permanent","2014-11-17T00:00:00.000","2017-05-16T00:00:00.000","10026","40.803113","-73.946293","10","9","190","1017170152","Central Harlem South                                                       "
"639","WEST 46 STREET","Manhattan","1094","12","1090161",,"true","984834.442810058","217655.084228515","Successfully geocoded","Completed","New/Permanent","2014-11-17T00:00:00.000","2017-05-16T00:00:00.000","10036","40.763727","-73.99726","4","3","129","1010940012","Clinton                                                                    "
"614","WEST 131 STREET","Manhattan","1997","1","1059914",,"false","995950.0","237254.0","Successfully geocoded","Application","Tentative","2014-11-18T00:00:00.000","2014-11-18T00:00:00.000","10027","40.817876","-73.95773","9","7","219","1019970001","Manhattanville                                                             "
"414","WEST 45 STREET","Manhattan","1054","40","1083763",,"false","986434.401611328","216392.229003906","Successfully geocoded","Completed","Tentative","2014-11-18T00:00:00.000","2017-05-16T00:00:00.000","10036","40.760658","-73.991972","4","3","121","1010540040","Clinton                                                                    "
"108","LEONARD STREET","Manhattan","170","6","1001835",,"false","983324.518188476","200292.602783203","Successfully geocoded","Completed","Tentative","2014-11-19T00:00:00.000","2017-05-16T00:00:00.000","10013","40.71646","-74.0032","1","1","31","1001700006","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"201","WARREN STREET","Manhattan","16","220","1089767",,"true","980465.0","200437.0","Successfully geocoded","Completed","New/Permanent","2014-11-19T00:00:00.000","2017-09-11T00:00:00.000","10282","40.716668","-74.013542","1","1","31703","1000160220","Battery Park City-Lower Manhattan                                          "
"450","NORTH END AVENUE","Manhattan","16","221","1085568",,"true","980343.0","200522.0","Successfully geocoded","Completed","New/Permanent","2014-11-19T00:00:00.000","2017-09-11T00:00:00.000","10282","40.717356","-74.014163","1","1","31703","1000160221","Battery Park City-Lower Manhattan                                          "
"219","MADISON AVENUE","Manhattan","866","25","1017181",,"true","989303.752807617","212212.679016113","Successfully geocoded","Completed","New/Permanent","2012-09-11T00:00:00.000","2017-05-16T00:00:00.000","10016","40.7492","-73.9819","6","4","82","1008660025","Murray Hill-Kips Bay                                                       "
"225","MADISON AVENUE","Manhattan","866","58","1017181",,"true","989290.793823242","212189.080993652","Successfully geocoded","Completed","New/Permanent","2012-09-11T00:00:00.000","2017-05-16T00:00:00.000","10016","40.749387","-73.981763","6","4","82","1008660058","Murray Hill-Kips Bay                                                       "
"24","EAST 37 STREET","Manhattan","866","58","1017186",,"false","989485.032592773","212274.584228515","Successfully geocoded","Completed","New/Permanent","2012-09-11T00:00:00.000","2017-05-16T00:00:00.000","10016","40.749541","-73.981294","6","4","82","1008660058","Murray Hill-Kips Bay                                                       "
"462","WEST 142 STREET","Manhattan","2058","22","1061241",,"true","998521.478210449","239103.942382812","Successfully geocoded","Completed","New/Permanent","2012-09-11T00:00:00.000","2017-05-16T00:00:00.000","10031","40.82293","-73.948105","9","7","227","1020580022","Hamilton Heights                                                           "
"1298","MADISON AVENUE","Manhattan","1504","16","1047063",,"true","996416.770812988","225230.714599609","Successfully geocoded","Completed","New/Permanent","2012-09-11T00:00:00.000","2017-05-16T00:00:00.000","10128","40.784823","-73.955931","8","4","16001","1015040016","Upper East Side-Carnegie Hill                                              "
"250","EAST 49 STREET","Manhattan","1322","7502","1038040",,"true","992718.026794433","214097.021606445","Successfully geocoded","Completed","New/Permanent","2012-09-11T00:00:00.000","2017-05-16T00:00:00.000","10017","40.754709","-73.970089","6","4","90","1013227502","Turtle Bay-East Midtown                                                    "
"919","2 AVENUE","Manhattan","1322","7502","1038040",,"false","992762.080810546","214041.91418457","Successfully geocoded","Completed","New/Permanent","2012-09-11T00:00:00.000","2017-05-16T00:00:00.000","10017","40.754119","-73.969086","6","4","90","1013227502","Turtle Bay-East Midtown                                                    "
"21","WEST 94 STREET","Manhattan","1208","124","1031699",,"true","993566.697204589","227383.595825195","Successfully geocoded","Completed","New/Permanent","2012-10-03T00:00:00.000","2017-05-16T00:00:00.000","10025","40.790665","-73.966317","7","6","181","1012080124","Upper West Side                                                            "
"80","WEST 77 STREET","Manhattan","1391","40","1041801",,"false","990846.0","223651.0","Successfully geocoded","Completed","New/Permanent","2012-10-03T00:00:00.000","2017-09-19T00:00:00.000","10024","40.780544","-73.976183","7","6","161",,"Upper West Side                                                            "
"850","PARK AVENUE","Manhattan","1391","40","1041801",,"true","994817.303405761","221355.691589355","Successfully geocoded","Completed","New/Permanent","2012-10-03T00:00:00.000","2017-05-16T00:00:00.000","10075","40.774121","-73.961635","8","4","130","1013910040","Upper East Side-Carnegie Hill                                              "
"118","WEST 87 STREET","Manhattan","1217","141","1032223",,"true","991863.335021972","226144.311401367","Successfully geocoded","Completed","New/Permanent","2012-10-03T00:00:00.000","2017-05-16T00:00:00.000","10024","40.787491","-73.972479","7","6","173","1012170141","Upper West Side                                                            "
"213","WEST 34 STREET","Manhattan","784","28","1086701",,"false","986687.042419433","213036.878784179","Successfully geocoded","Completed","New/Permanent","2012-10-03T00:00:00.000","2017-05-16T00:00:00.000","10001","40.751238","-73.99119","5","3","109","1007840028","Midtown-Midtown South                                                      "
"223","WEST 34 STREET","Manhattan","784","28","1086701",,"true","986583.771423339","213094.073791503","Successfully geocoded","Completed","New/Permanent","2012-10-03T00:00:00.000","2017-05-16T00:00:00.000","10001","40.751384","-73.991529","5","3","109","1007840028","Midtown-Midtown South                                                      "
"217","WEST 34 STREET","Manhattan","784","28","1086701",,"false","986633.585388183","213066.484008789","Successfully geocoded","Completed","New/Permanent","2012-10-03T00:00:00.000","2017-05-16T00:00:00.000","10001","40.751296","-73.991323","5","3","109","1007840028","Midtown-Midtown South                                                      "
"219","WEST 34 STREET","Manhattan","784","28","1086701",,"false","986612.135620117","213078.364013671","Successfully geocoded","Completed","New/Permanent","2012-10-03T00:00:00.000","2017-05-16T00:00:00.000","10001","40.751326","-73.991392","5","3","109","1007840028","Midtown-Midtown South                                                      "
"239","WEST 12 STREET","Manhattan","615","83","1011050",,"true","983616.625793457","208057.661010742","Successfully geocoded","Completed","New/Permanent","2012-10-03T00:00:00.000","2017-05-16T00:00:00.000","10014","40.737649","-74.002317","2","3","77","1006150083","West Village                                                               "
"508","WEST 153 STREET","Manhattan","2084","40","1062237",,"true","999533.981994628","241862.629821777","Successfully geocoded","Completed","New/Permanent","2012-10-03T00:00:00.000","2017-05-16T00:00:00.000","10031","40.830504","-73.944496","9","7","237","1020840040","Hamilton Heights                                                           "
"763","GREENWICH STREET","Manhattan","634","53","1011912",,"true","982427.406188964","207467.661193847","Successfully geocoded","Completed","New/Permanent","2012-10-03T00:00:00.000","2017-05-16T00:00:00.000","10014","40.736137","-74.006683","2","3","75","1006340053","West Village                                                               "
"24","DOWNING STREET","Manhattan","527","16",,,"true","983354.0","205041.0","Successfully geocoded","Application","New/Permanent","2012-10-10T00:00:00.000","2012-10-10T00:00:00.000","10014","40.729467","-74.003233","2","3","67","1005270016","West Village                                                               "
"45","EAST 81 STREET","Manhattan","1493","21","1046668",,"true","995226.250610351","222520.488220214","Successfully geocoded","Completed","New/Permanent","2012-10-19T00:00:00.000","2017-05-16T00:00:00.000","10028","40.777455","-73.960713","8","4","142","1014930021","Upper East Side-Carnegie Hill                                              "
"243","WEST 100 STREET","Manhattan","1872","6","1056475",,"true","992358.547790527","229885.127990722","Successfully geocoded","Completed","New/Permanent","2012-10-19T00:00:00.000","2017-05-16T00:00:00.000","10025","40.797495","-73.97055","7","6","187","1018720006","Upper West Side                                                            "
