"basketid","baskettype","direction","fid","location_description","ownertype","section","stateplane_labelx","stateplane_labely","stateplane_snappedx","stateplane_snappedy","streetname1","streetname2","point"
"20430010","H","Direction TBD","6249","Location Description T/K","P","BX043","1008032.78641197","246536.70907597","1007986.088843","246562.00726893","Street Name TBD",,"POINT (-73.91404513499998 40.84333769700004)"
"31320323","R","NW","54305","NW corner of MERMAID AV and W 17 ST","D","BKS132","988425.07464322","149405.52637021","988458.55784398","149381.20686504","MERMAID AV","W 17 ST","POINT (-73.98497200999998 40.57676687400004)"
"20430005","H","N","6227","N corner of E 171 ST and WALTON AV","P","BX043","1007695.90782064","245628.3066933","1007713.27327147","245578.6788398","E 171 ST","WALTON AV","POINT (-73.91526586499998 40.84084529900008)"
"20520097","R","SE","9611","SE corner of JEROME AV and E FORDHAM RD","D","BX052","1011687.91230381","253523.17344947","1011630.56530565","253577.23895814","JEROME AV","E FORDHAM RD","POINT (-73.90080610899997 40.86250285500006)"
"10620113","S","SE","5493","SE corner of LEXINGTON AV and E 32 ST","D","MN062","989633.56271181","210675.47108729","989624.17231065","210712.07829756","LEXINGTON AV","E 32 ST","POINT (-73.98057278799996 40.74493867800004)"
"31820001","R","N","21704","N corner of FLATLANDS AV and E 96 ST","O","BKS182","1011594.02108739","173689.90234205","1011586.62477672","173648.3305748","FLATLANDS AV","E 96 ST","POINT (-73.90147018099998 40.64338128300005)"
"30830043","H","SW","11934","SW corner of BUFFALO AVE and BERGEN ST","D","BKN083","1005001.24949606","185052.04037888","1005031.96597005","185090.8765873","BUFFALO AVE","BERGEN ST","POINT (-73.92519155299993 40.67458574700004)"
"10620239","H","Direction TBD","3565","Location Description T/K","O","MN062","990627.99084106","209834.74278188","990592.23880973","209854.48759012","Street Name TBD",,"POINT (-73.97698480799994 40.74263042800004)"
"30150005","S","SE","10428","SE corner of GRAHAM AV and VARET ST","D","BKN015","1000261.28686315","195367.54566647","1000221.06056565","195408.96946813","GRAHAM AV","VARET ST","POINT (-73.94225497299993 40.70290928000003)"
"20730048","S","Direction TBD","9713","Location Description T/K","D","BX073","1016225.59318906","259818.07424547","1016204.35379346","259836.90177309","Street Name TBD",,"POINT (-73.88437116499995 40.879765150000026)"
"10930121","S","Direction TBD","5261","Location Description T/K","D","MN093","998582.18851531","239952.24652313","998600.40536222","239985.26821385","Street Name TBD",,"POINT (-73.94821577099998 40.82528564100005)"
"30220039","H","E","9791","E corner of LIVINGSTON ST and GALLATIN PL","B","BKN022","987906.86504974","190747.56442088","987855.12073064","190735.9932498","LIVINGSTON ST","GALLATIN PL","POINT (-73.98681506399998 40.69024223100007)"
"10910145","S","NE","56362","NE corner of AMSTERDAM AV and W 120 ST","D","MN091","995611.41197656","234157.74105179","995583.19221672","234154.10851313","AMSTERDAM AV","W 120 ST","POINT (-73.95895971599998 40.80938566900005)"
"20820144","R","S","9733","S corner of BROADWAY and VERVEELEN PL","D","BX082","1010547.59273407","259185.41474964","1010472.89734539","259248.50943972","BROADWAY","VERVEELEN PL","POINT (-73.90490644299996 40.878047441000035)"
"41430051","S",,"14579","Unknown corner on BEACH 6 ST","D","QE143","1056147.29713814","156135.27833064","1056213.02863398","156051.41694979","BEACH 6 ST","BEACH 6 ST","POINT (-73.74111479799996 40.59494808300008)"
"30920030","H","NW","20866","NW corner of EMPIRE BLVD and KINGSTON AV","D","BKN092","1000099.87708098","181271.48888488","1000133.33895631","181249.35933596","EMPIRE BLVD","KINGSTON AV","POINT (-73.94287026999996 40.66421911000003)"
"11120100","S","NE","8060","NE corner of 1 AV and E 118 ST","D","MN112","1002480.2401024","229766.80035864","1002441.55448423","229764.99327563","1 AV","E 118 ST","POINT (-73.93415882799997 40.797322241000074)"
"10220160","S","S","333","S corner of W 11 ST and BLEECKER ST","D","MN022","982803.18824923","207357.93900846","982818.16558148","207388.58461647","W 11 ST","BLEECKER ST","POINT (-74.00522211199996 40.73583439500004)"
"40230076","H","Direction TBD","14206","Location Description T/K","B","QW023","999637.00595948","211264.42528996","999658.49018331","211223.44124754","Street Name TBD",,"POINT (-73.94447016699996 40.74654346400007)"
"10840120","S","SE","3518","SE corner of 5 AV and E 87 ST","D","MN084","995372.57912089","224195.35218397","995357.49384923","224227.19923313","5 AV","E 87 ST","POINT (-73.95983896899997 40.782041915000036)"
"11010359","R","SE","21886","SE corner of LENOX AV and W 123 ST","D","MN101","999123.07260415","233013.45429838","999107.86364506","233063.67106147","LENOX AV","W 123 ST","POINT (-73.94627680099995 40.80623970500005)"
"50210108","R","S","27232","S corner of HYLAN BLVD and SEAVER AV","O","SI021","957558.86308181","151636.22794555","957551.10981648","151671.19277063","HYLAN BLVD","SEAVER AV","POINT (-74.09609292899995 40.582850507000046)"
"40820021","H","W","18511","W corner of HILLSIDE AV and 168 PL","D","QE082","1041289.15001723","198158.51547821","1041357.09673172","198169.18999755","HILLSIDE AV","168 PL","POINT (-73.79426016299993 40.710400469000035)"
"10520360","H","Direction TBD","2376","Location Description T/K","B","MN052","989679.69024423","213652.85227163","989693.33892035","213677.52810782","Street Name TBD",,"POINT (-73.98040391499995 40.753110813000035)"
"41120007","R","NE","13641","NE corner of BELL BLVD and 38 AV","D","QE112","1047292.16852298","218701.52524513","1047271.58752739","218658.8586638","BELL BLVD","38 AV","POINT (-73.77241474199997 40.766745022000066)"
"10610102","H","NW","2628","NW corner of 2 AV and E 14 ST","B","MN061","988402.95624915","206181.49385481","988407.30466564","206131.79546338","2 AV","E 14 ST","POINT (-73.98501667899995 40.73260448600007)"
"30230123","C","NE","17613","NE corner of FLATBUSH AV and ATLANTIC AV","B","BKN023","990493.54393148","188595.1924133","990533.61602981","188527.18401913","FLATBUSH AV","ATLANTIC AV","POINT (-73.97748968899998 40.68433301600004)"
"31740080","S","SE","11269","SE corner of CHURCH AV and VERONICA PL","D","BKN174","997341.74119306","176283.99393863","997329.84587565","176308.06606896","CHURCH AV","VERONICA PL","POINT (-73.95282170099995 40.65053403700006)"
"41330073","S","NE","66407","NE corner of JAMAICA AV and 215 PL","D","QE133","1056384.29863265","200798.65849188","1056379.87541315","200759.08015896","JAMAICA AV","215 PL","POINT (-73.73978367699993 40.71753681300004)"
"20420008","R","E","23469","E corner of E 167 ST and SHERMAN AV","D","BX042","1007600.79580614","243121.22706179","1007571.58359423","243111.61356397","E 167 ST","SHERMAN AV","POINT (-73.91561833599997 40.83396434600007)"
"41410046","R","W","11403","W corner of ROCKAWAY BEACH BLVD and BEACH 116 ST","D","QE141","1029376.77817273","150583.01942205","1029428.64650731","150562.6976123","ROCKAWAY BEACH BLVD","BEACH 116 ST","POINT (-73.83754644599998 40.579884992000075)"
"31620042","S","NE","10280","NE corner of ROCKAWAY AV and SOMERS ST","D","BKN162","1008982.50498497","186637.10709064","1008969.23171756","186611.59204979","ROCKAWAY AV","SOMERS ST","POINT (-73.91083300599996 40.67892616900008)"
"40160014","H","E","12002","E corner of 23 ST and QUEENS PLZ N","B","QW016","1000437.73401681","213136.93827722","1000388.39258006","213141.4996198","23 ST","QUEENS PLZ N","POINT (-73.94157585499994 40.75168161000005)"
"31030073","S","E","15160","E corner of 5 AV and 88 ST","D","BKS103","976756.64292765","165292.61434664","976716.18565948","165281.9240793","5 AV","88 ST","POINT (-74.02699363999994 40.62037153800003)"
"10850117","R","SW","23764","SW corner of 1 AV and E 94 ST","D","MN085","999213.73318398","224154.61571689","999253.92306423","224162.52744646","1 AV","E 94 ST","POINT (-73.94596905299994 40.781924436000054)"
"10750142","H","NE","3256","NE corner of AMSTERDAM AV and W 108 ST","B","MN075","994089.93568881","231382.16851896","994044.91773422","231375.19674814","AMSTERDAM AV","W 108 ST","POINT (-73.96445993299994 40.80176931200003)"
"30510052","R","NW","9651","NW corner of FULTON ST and ASHFORD ST","D","BKN051","1015709.59487723","186842.68902855","1015729.55612339","186824.1506798","FULTON ST","ASHFORD ST","POINT (-73.88657880099998 40.67946909400007)"
"40220013","S","SE","14623","SE corner of ROOSEVELT AV and 54 ST","D","QW022","1009074.68459064","210531.07865955","1009051.38706507","210602.29538064","ROOSEVELT AV","54 ST","POINT (-73.91041256899996 40.74450915500006)"
"10230197","S","E","6733","E corner of HUDSON ST and W 12 ST","D","MN023","982722.19956607","207939.04086463","982703.49061398","207968.71108088","HUDSON ST","W 12 ST","POINT (-74.00551448299996 40.73742936300005)"
"10710070","H","NE","5718","NE corner of BROADWAY and W 62 ST","B","MN071","989291.2231734","220030.14069814","989251.95816006","220002.89993897","BROADWAY","W 62 ST","POINT (-73.98180123899994 40.77061506300004)"
"40220123","R","E","71199","E corner of 44 DR and JACKSON AVE","D","QW022","1000298.19394156","211444.38326338","1000261.23404172","211465.28906147","44 DR","JACKSON AVE","POINT (-73.94208352899994 40.74703622800007)"
"10230093","H","NW","507","NW corner of 5 AV and W 8 ST","B","MN023","985245.19353581","206127.42506529","985252.15677647","206087.86838588","5 AV","W 8 ST","POINT (-73.99641058099996 40.73245699900008)"
"11120148","S","NE","8659","NE corner of E 110 ST and PARK AV","D","MN112","999284.42300323","229085.66786264","999253.7229334","229089.74200146","E 110 ST","PARK AV","POINT (-73.94570276399998 40.79545873200004)"
"10340095","R","SW","23146","SW corner of 3 AV and E 12 ST","D","MN034","987461.34166256","205936.94381897","987492.05715232","205953.26891755","3 AV","E 12 ST","POINT (-73.98841434599996 40.73193364800005)"
"10110123","H","Direction TBD","5662","Location Description T/K","P","MN011","979644.05053864","200322.7713203","979676.87958734","200319.76372598","Street Name TBD",,"POINT (-74.01661670399994 40.71652348600003)"
"21220016","H","E","8007","E corner of BOSTON RD and SEYMOUR AV","D","BX122","1026094.76702023","258472.01492971","1026033.95841481","258500.53947897","BOSTON RD","SEYMOUR AV","POINT (-73.84869068199998 40.87602936500008)"
"40120016","S","W","16328","W corner of 23 AV and 35 ST","D","QW012","1008802.21531931","220943.38427846","1008852.36187255","220942.13690563","23 AV","35 ST","POINT (-73.91135784899996 40.77308902100003)"
"40140059","R","E","15835","E corner of BROADWAY and 33 ST","O","QW014","1005432.97468248","216631.77577572","1005392.8740409","216630.82991147","BROADWAY","33 ST","POINT (-73.92353577599994 40.76126349200007)"
"10510049","H","Direction TBD","1306","Location Description T/K","B","MN051","987782.27507581","209695.91956872","987820.13034565","209674.93520864","Street Name TBD",,"POINT (-73.98725438699995 40.742250987000034)"
"10230109","R","NE","537","NE corner of BROADWAY and E 12 ST","D","MN023","986766.75840606","206422.93202022","986738.82703148","206415.15119588","BROADWAY","E 12 ST","POINT (-73.99092034599994 40.73326779100006)"
"10750211","H","NE","5775","NE corner of COLUMBUS AV and W 108 ST","B","MN075","994865.69037089","230952.90756647","994833.39056672","230939.74814397","COLUMBUS AV","W 108 ST","POINT (-73.96165861199995 40.80059021000005)"
"10710030","H","NE","4918","NE corner of BROADWAY and W 62 ST","B","MN071","989356.70204507","219992.06826772","989251.95816006","220002.89993897","BROADWAY","W 62 ST","POINT (-73.98156487099999 40.770510527000056)"
"30830077","S","SW","12254","SW corner of UTICA AV and LINCOLN PL","D","BKN083","1003328.6537599","183235.7680928","1003356.55593506","183273.49177063","UTICA AV","LINCOLN PL","POINT (-73.93122653099994 40.66960425000008)"
"30120059","R","E","19835","E corner of BEDFORD AV and S 2 ST","D","BKN012","994826.16781214","199155.72214521","994784.68692398","199153.06959146","BEDFORD AV","S 2 ST","POINT (-73.96185137699996 40.71331509400005)"
"40330041","S","SW","16060","SW corner of NORTHERN BLVD and 92 ST","D","QW033","1018546.26013565","214839.00672346","1018573.47760089","214886.37473896","NORTHERN BLVD","92 ST","POINT (-73.87620902299994 40.756301661000066)"
"11110224","S",,"88456",,"D","MN111",,,,,,,"POINT (-73.94804036999994 40.789540128000056)"
"30510151","R","NE","9666","NE corner of FULTON ST and WARWICK ST","D","BKN051","1015538.58242399","186771.22460455","1015522.01716839","186735.27946647","FULTON ST","WARWICK ST","POINT (-73.88719568999994 40.67927354600005)"
"20520031","R","E","22764","E corner of E 188 ST and CRESTON AV","D","BX052","1012336.36901215","253274.18280572","1012303.47406481","253272.8071523","E 188 ST","CRESTON AV","POINT (-73.89846281099994 40.86181741200005)"
"10740041","R","NE","5337","NE corner of AMSTERDAM AV and W 93 ST","O","MN074","992135.72765498","227881.5370688","992103.15980673","227870.81727396","AMSTERDAM AV","W 93 ST","POINT (-73.97152257699997 40.79216298800003)"
"21010135","S","E","5862","E corner of BUHRE AV and HOBART AV","D","BX101","1031004.38088864","247979.3590778","1030931.18287231","248018.81831646","BUHRE AV","HOBART AV","POINT (-73.83101074199999 40.84720559500005)"
"30320072","R","NW","23720","NW corner of NOSTRAND AV and KOSCIUSZKO ST","D","BKN032","997604.2892244","190926.88295989","997650.60737322","190893.90796022","NOSTRAND AV","KOSCIUSZKO ST","POINT (-73.95184652899997 40.690725101000055)"
"40130015","H","E","16359","E corner of 8 ST and 30 AV","D","QW013","1002946.81134772","220696.13247639","1002899.64805622","220730.15931122","8 ST","30 AV","POINT (-73.93249894499996 40.77242470300007)"
"40510019","R","NW","12754","NW corner of FRESH POND RD and METROPOLITAN AV","D","QW051","1011719.18881606","199016.69584847","1011768.78976673","198973.6047273","FRESH POND RD","METROPOLITAN AV","POINT (-73.90091592599998 40.71289718100007)"
"50120063","S","W","14774","W corner of ST MARKS PLACE and WALL ST","D","SI012","962215.33900507","173681.39546929","962268.39368898","173677.22815479","ST MARKS PLACE","WALL ST","POINT (-74.07940097499994 40.64337272800003)"
"30220196","C","W","17578","W corner of FLATBUSH AV and NEVINS ST","B","BKN022","989510.39661956","190207.38439888","989532.22301948","190182.6065613","FLATBUSH AV","NEVINS ST","POINT (-73.98103327199993 40.68875875400005)"
"31110035","S","E","18468","E corner of 18 AV and 63 ST","D","BKS111","987376.87070289","165253.32669555","987338.33370648","165269.20330422","18 AV","63 ST","POINT (-73.988738 40.62026632000004)"
"20430116","R","N","31102","N corner of ELLIOT PL and GRAND CONCOURSE","D","BX043","1007920.5894579","244730.16544497","1007928.74495339","244683.83154814","ELLIOT PL","GRAND CONCOURSE","POINT (-73.91445701599997 40.838379564000036)"
"40940080","S","E","17481","E corner of PARK LA S and METROPOLITAN AV","D","QW094","1029484.34521481","197273.77118471","1029437.13369507","197251.5412423","PARK LA S","METROPOLITAN AV","POINT (-73.83684614799995 40.70804028400005)"
"10210443","H","NW","19996","NW corner of BROOME ST and CROSBY ST","D","MN021","984517.26487356","202167.09276289","984518.92989647","202138.80476172","BROOME ST","CROSBY ST","POINT (-73.99903725699994 40.72158690100008)"
"11110158","S","NE","6115","NE corner of 3 AV and E 109 ST","D","MN111","1000045.23381756","228387.22634614","1000001.6840359","228373.97899731","3 AV","E 109 ST","POINT (-73.94295664399993 40.79354037200005)"
"40150083","S","S","11426","S corner of BROADWAY and 42 ST","D","QW015","1007154.95089731","215440.7174623","1007135.9512634","215498.42075896","BROADWAY","42 ST","POINT (-73.91732389799995 40.75799004900006)"
"10920065","S","NE","5216","NE corner of TIEMANN PL and RIVERSIDE DR","D","MN092","995214.94393748","236576.84907447","995185.5519359","236558.07352147","TIEMANN PL","RIVERSIDE DR","POINT (-73.96038795699997 40.81602594800006)"
"30650115","S","N","14976","Unknown corner on PROSPECT PARK W","D","BKS065","989875.89752898","180240.30328322","989875.85487814","180214.56416147","PROSPECT PARK W","PROSPECT PARK W","POINT (-73.97972364999998 40.66140113100005)"
"11110152","S","SW","1050","SW corner of 2 AV and E 110 ST","D","MN111","1000616.86653256","228257.74235313","1000670.17351256","228262.64391813","2 AV","E 110 ST","POINT (-73.94089249699994 40.79318393300008)"
"31430001","S","S","16914","S corner of FLATBUSH AV and FOSTER AV","D","BKS143","997113.05234598","171801.98977929","997094.69870815","171873.36037147","FLATBUSH AV","FOSTER AV","POINT (-73.95365438999994 40.63823223600008)"
"10430301","H","NW","1726","NW corner of 8 AV and W 46 ST","B","MN043","987560.44809164","216167.87906572","987568.16920482","216121.36209838","8 AV","W 46 ST","POINT (-73.98805171799995 40.76001496900005)"
"41110024","S","Direction TBD","12514","Location Description T/K","D","QE111","1044378.10184456","215572.62763155","1044393.40889308","215529.5644709","Street Name TBD",,"POINT (-73.78296267199994 40.758177328000045)"
"11210023","S","SE","19223","SE corner of BROADWAY and W 166 ST","D","MN121","1000730.42011122","245187.22292981","1000714.80236031","245227.04404438","BROADWAY","W 166 ST","POINT (-73.94044082999994 40.83965039800006)"
"30120114","R","W","34324","W corner of BEDFORD AV and N 7 ST","O","BKN012","995894.86055665","200799.32679763","995943.30665398","200804.50985813","BEDFORD AV","N 7 ST","POINT (-73.95799357499999 40.71782505400006)"
"11240092","R","E","8103","E corner of W 207 ST and COOPER ST","D","MN124","1005985.59365597","255668.14488129","1005928.92611839","255700.22683813","W 207 ST","COOPER ST","POINT (-73.92141453799996 40.86840603100006)"
"30510087","H","SE","13081","SE corner of FULTON ST and SCHENCK AV","D","BKN051","1014841.49162656","186382.44322988","1014819.76791672","186403.5019148","FULTON ST","SCHENCK AV","POINT (-73.88971069699994 40.67820886700008)"
"50110001","S","N","14763","N corner of VANDERBILT AV and ROFF ST","D","SI011","961128.35233389","163838.38070655","961113.86483006","163796.33584313","VANDERBILT AV","ROFF ST","POINT (-74.08328408899996 40.61635296600008)"
"10510147","S","SE","1534","SE corner of BROADWAY and E 19 ST","D","MN051","987075.13607015","208242.43887988","987055.17810482","208294.50767338","BROADWAY","E 19 ST","POINT (-73.98980687799997 40.738261797000064)"
"40140050","S","S","15718","S corner of BROADWAY and 32 ST","D","QW014","1005160.27804939","216677.91479105","1005143.05498673","216726.72866979","BROADWAY","32 ST","POINT (-73.92452000399999 40.761390780000056)"
"31320125","R","E","15610","E corner of BRIGHTON BEACH AV and BRIGHTON 13 ST","D","BKS132","996326.98567665","149901.26192729","996258.48646981","149887.28196838","BRIGHTON BEACH AV","BRIGHTON 13 ST","POINT (-73.95652583899994 40.57812032900006)"
"10620037","H","NE","4884","NE corner of 3 AV and E 42 ST","B","MN062","991414.90265307","212824.89657846","991377.35121898","212812.27422838","3 AV","E 42 ST","POINT (-73.97414184699994 40.75083704800005)"
"10810242","H","SW","21253","SW corner of 1 AV and E 65 ST","D","MN081","995458.3506029","217384.10497971","995500.65498023","217395.26506238","1 AV","E 65 ST","POINT (-73.95954061599997 40.76334671300003)"
"41020002","S","N","15897","N corner of LIBERTY AV and 121 ST","D","QE102","1033600.39669397","189711.64457671","1033581.44331981","189657.91141647","LIBERTY AV","121 ST","POINT (-73.82205544999994 40.68726204700005)"
"10710014","H","S","4720","S corner of COLUMBUS AV and BROADWAY","B","MN071","989116.15528207","220580.36433521","989131.30485806","220663.94028355","COLUMBUS AV","BROADWAY","POINT (-73.98243288399993 40.77212538200007)"
"10920029","S","NE","4626","NE corner of CONVENT AV and W 129 ST","D","MN092","997285.51755223","235985.37486371","997259.00907506","235959.76763147","CONVENT AV","W 129 ST","POINT (-73.95290866199997 40.81439970400004)"
"30420146","S","W","22657","W corner of CENTRAL AV and MENAHAN ST","D","BKN042","1006373.32910098","192540.94567664","1006402.69846481","192548.71272147","CENTRAL AV","MENAHAN ST","POINT (-73.92022051299995 40.695137755000076)"
"40710147","S","Direction TBD","21128","Location Description T/K","D","QE071","1032401.88629572","213052.13792189","1032429.73571901","213065.1128415","Street Name TBD",,"POINT (-73.82621001799998 40.751332570000045)"
"10820033","H","NW","2846","NW corner of YORK AV and E 72 ST","B","MN082","997044.22439964","218749.13669847","997048.45503423","218708.49307896","YORK AV","E 72 ST","POINT (-73.95381319999996 40.767091220000054)"
"30210260","C","SE","17376","SE corner of FLATBUSH AV EX and WILLOUGHBY ST","B","BKN021","989200.25878839","191343.53927881","989150.13782564","191386.46110897","FLATBUSH AV EX","WILLOUGHBY ST","POINT (-73.98215074599995 40.69187741700006)"
"10420100","S","NE","995","NE corner of 10 AV and W 38 ST","D","MN042","985086.15612423","215124.34375122","985039.79663689","215111.66004954","10 AV","W 38 ST","POINT (-73.99698330399997 40.75715131000004)"
"20710076","S","Direction TBD","11165","Location Description T/K","D","BX071","1009964.0774969","257486.06283338","1009963.73650394","257484.70685995","Street Name TBD",,"POINT (-73.90702301899995 40.87338496500007)"
"10430276","H",,"1487",,"B","MN043","989042.78042881","219329.37799205",,,,,"POINT (-73.98269868599994 40.76869179000005)"
"31040028","S","N","19711","N corner of 13 AV and 79 ST","D","BKS104","981528.79250406","164516.13263188","981519.45098731","164469.56579588","13 AV","79 ST","POINT (-74.00980332699999 40.618243008000036)"
"10520016","R","SE","2003","SE corner of 8 AV and W 55 ST","D","MN052","988753.0805489","218056.11938372","988754.10187231","218102.83779421","8 AV","W 55 ST","POINT (-73.98374540499998 40.76519717600007)"
"10930109","S","NE","5064","NE corner of AMSTERDAM AV and W 152 ST","D","MN093","999728.67834832","241558.65079063","999680.65121339","241546.55435814","AMSTERDAM AV","W 152 ST","POINT (-73.94406951899998 40.82969282800008)"
"50110022","R","SE","5813","SE corner of BAY ST and THOMPSON ST","D","SI011","963442.2197534","167297.20154481","963397.01971257","167337.08007397","BAY ST","THOMPSON ST","POINT (-74.07496035799994 40.62585244300004)"
"31020077","S","NW","19689","NW corner of 3 AV and 79 ST","D","BKS102","976177.95576482","168339.13712497","976187.77529898","168305.86717838","3 AV","79 ST","POINT (-74.02908180199995 40.628733098000055)"
"10850168","H","SE","3087","SE corner of LEXINGTON AV and E 92 ST","D","MN085","997340.91540732","224593.77067846","997336.50892006","224630.16102563","LEXINGTON AV","E 92 ST","POINT (-73.95273073499999 40.783132772000044)"
"21010171","R","NE","9897","NE corner of CITY ISLAND AV and DITMARS ST","D","BX101","1043103.74087623","249003.59095322","1043083.20909314","248934.4004748","CITY ISLAND AV","DITMARS ST","POINT (-73.78726954499996 40.84994444700004)"
"10730221","S","SE","36403","SE corner of BROADWAY and W 85 ST","D","MN073","990652.69125098","226160.58447397","990640.0885859","226200.90591563","BROADWAY","W 85 ST","POINT (-73.97688012199995 40.78744063400006)"
"10910127","R","SW","7290","SW corner of AMSTERDAM AV and W 116 ST","D","MN091","994954.80338165","233215.88040271","994983.31226138","233199.85450278","AMSTERDAM AV","W 116 ST","POINT (-73.96133313699994 40.80680134200003)"
"31520066","S","SW","15805","SW corner of AV U and E 18 ST","D","BKS152","997108.80169831","157487.99511339","997132.48078482","157538.28044589","AV U","E 18 ST","POINT (-73.95369696599994 40.59894329900004)"
"10110214","R","NW","6166","NW corner of CHURCH ST and MURRAY ST","D","MN011","981755.2871298","199422.50245155","981785.02132231","199367.97040838","CHURCH ST","MURRAY ST","POINT (-74.00900040799996 40.714053310000054)"
"10750242","H","SW","46982","SW corner of COLUMBUS AV and W 105 ST","B","MN075","994310.30663915","230201.03308597","994355.0417859","230217.12819813","COLUMBUS AV","W 105 ST","POINT (-73.96366572999995 40.79852716900007)"
"10820035","R","SW","2853","SW corner of 1 AV and E 74 ST","O","MN082","996621.54053372","219489.27662238","996660.61460257","219492.25135396","1 AV","E 74 ST","POINT (-73.95533776299999 40.76912331300008)"
"10750232","S","NW","37738","NW corner of BROADWAY and W 105 ST","D","MN075","993049.43153623","231017.8201663","993063.69922423","230977.61880313","BROADWAY","W 105 ST","POINT (-73.96821867599994 40.800770373000034)"
"30640083","S","E","18153","E corner of 4 AV and PRESIDENT ST","D","BKS064","988927.99391298","185850.7628628","988884.42969565","185841.66904897","4 AV","PRESIDENT ST","POINT (-73.98313634899995 40.67680114400008)"
"41430019","H","S","16613","S corner of MOTT AV and BEACH 20 ST","D","QE143","1052914.34822348","159395.30921213","1052891.07333565","159469.13485189","MOTT AV","BEACH 20 ST","POINT (-73.75272274899999 40.60392180900004)"
"10430105","S","NW","1428","NW corner of 10 AV and W 47 ST","D","MN043","986120.12026365","217274.83157621","986126.50542148","217221.15025313","10 AV","W 47 ST","POINT (-73.99325056399994 40.76305369100004)"
"10810151","H","NE","21117","NE corner of YORK AV and E 62 ST","D","MN081","995862.11718381","216374.01940146","995826.89612565","216367.13260421","YORK AV","E 62 ST","POINT (-73.95808481099994 40.76057376600005)"
"40320111","S","SW","16805","SW corner of 37 AV and 81 ST","D","QW032","1016008.81311081","212354.5228473","1016034.04698423","212390.05427229","37 AV","81 ST","POINT (-73.88537966699994 40.74949186500004)"
"10520404","C","SE","18932","SE corner of 8 AV and W 50 ST","B","MN052","988119.10445465","216916.92809255","988124.46730481","216963.28626755","8 AV","W 50 ST","POINT (-73.98603470299997 40.76207068900004)"
"10220141","S","NE","20002","NE corner of GREENWICH ST and BARROW ST","D","MN022","982146.40117697","205921.27226238","982114.80412731","205901.66140921","GREENWICH ST","BARROW ST","POINT (-74.00759160799998 40.73189096600004)"
"10750096","S","SE","5564","SE corner of BROADWAY and W 108 ST","D","MN075","993284.76439889","231707.83715896","993268.50196423","231763.50633897","BROADWAY","W 108 ST","POINT (-73.96736774599998 40.80266404300005)"
"10810177","H","SW","3022","SW corner of LEXINGTON AV and E 65 ST","B","MN081","993755.05414073","218331.3455393","993787.96942923","218343.99905729","LEXINGTON AV","E 65 ST","POINT (-73.96568797699996 40.765948639000044)"
"30730055","S","N","15621","N corner of 4 AV and 48 ST","D","BKS073","981065.73240656","175285.91850697","981058.67763065","175256.15544313","4 AV","48 ST","POINT (-74.01147636899998 40.647803639000074)"
"40550024","S",,"11627",,"D","QW055","1031097.11364281","199824.89042629",,,,,"POINT (-73.83101133299994 40.71503409700006)"
"40910005","S","NE","20470","NE corner of 101 AV and 76 ST","D","QW091","1022716.82331681","187078.86539346","1022695.45754589","187036.0498623","101 AV","76 ST","POINT (-73.86131402599995 40.68008966800005)"
"10520485","H","NW","2582","NW corner of 5 AV and W 55 ST","B","MN052","991175.89394473","216871.82024314","991181.61014065","216805.78002088","5 AV","W 55 ST","POINT (-73.97500030999998 40.76194501400005)"
"10110433","R","SE","21642","SE corner of GOLD ST and FRANKFORT ST","D","MN011","983307.49990465","198142.93184796","983310.54648648","198215.67973396","GOLD ST","FRANKFORT ST","POINT (-74.00340106599998 40.71054149400004)"
"50310017","S","E","13870","E corner of HYLAN BLVD and GUYON AV","D","SI031","951005.82828765","143473.87287922","950942.53379481","143460.16588563","HYLAN BLVD","GUYON AV","POINT (-74.11964452499996 40.56042430000008)"
"11210164","R","SW","8517","SW corner of ST NICHOLAS AV and W 158 ST","D","MN121","1000631.98887764","242796.97869454","1000639.5863034","242802.01772647","ST NICHOLAS AV","W 158 ST","POINT (-73.94080239999994 40.833090053000035)"
"40910021","H","SE","17902","SE corner of 101 AV and WOODHAVEN BLVD","D","QW091","1027097.51403047","188607.46305805","1027006.8957734","188600.4069698","101 AV","WOODHAVEN BLVD","POINT (-73.84551029399995 40.684265194000034)"
"31510044","S","SE","15206","SE corner of AV U and HOMECREST AV","D","BKS151","995632.71541165","157291.89412764","995607.03764148","157318.00857672","AV U","HOMECREST AV","POINT (-73.95901267399995 40.598407060000056)"
"31120010","S","W","19195","W corner of BAY RIDGE PKWY and NEW UTRECHT AV","D","BKS112","984209.64147306","163598.65349571","984235.39699897","163611.87722255","BAY RIDGE PKWY","NEW UTRECHT AV","POINT (-74.00014680799995 40.61572513600004)"
"10210183","R","NW","295","NW corner of PRINCE ST and THOMPSON ST","O","MN021","983831.57562815","203946.67811446","983804.17410815","203844.16224338","PRINCE ST","THOMPSON ST","POINT (-74.00151107499994 40.726471427000035)"
"41230077","S","E","43383","E corner of SUTPHIN BLVD and ARLINGTON TER","D","QE123","1040146.71037298","191626.47408038","1040083.3223764","191619.4639238","SUTPHIN BLVD","ARLINGTON TER","POINT (-73.79843516399995 40.69247888000007)"
"41120018","S","N","11894","N corner of 35 AV and 208 ST","D","QE112","1045178.0818719","219024.59940213","1045162.34207398","218981.46169314","35 AV","208 ST","POINT (-73.78004378399999 40.767646597000066)"
