"basketid","baskettype","direction","fid","location_description","ownertype","section","stateplane_labelx","stateplane_labely","stateplane_snappedx","stateplane_snappedy","streetname1","streetname2","point"
"10910050","S","Direction TBD","2885","Location Description T/K","D","MN091","995375.38128065","233966.85888763","995399.83208988","233953.34573592","Street Name TBD",,"POINT (-73.95981266399997 40.80886205100006)"
"41120008","R","NE","11782","NE corner of BELL BLVD and 42 AV","D","QE112","1047869.76841764","217305.3515283","1047846.94628482","217247.65610564","BELL BLVD","42 AV","POINT (-73.77034278899998 40.76290876100006)"
"30420167","R","S","22090","S corner of KNICKERBOCKER AV and STANHOPE ST","D","BKN042","1006199.76481555","194342.66385797","1006189.9429848","194378.43347147","KNICKERBOCKER AV","STANHOPE ST","POINT (-73.92084054699995 40.70008348300007)"
"40410041","S","E","14365","E corner of BROADWAY and BRITTON AV","D","QW041","1016860.98857181","209931.56214204","1016808.12680089","209921.73571813","BROADWAY","BRITTON AV","POINT (-73.88231580399997 40.74283834900007)"
"31320333","R","NE","55902","NE corner of SURF AV and W 20 ST","D","BKS132","988008.17587073","148824.90614039","987990.20576231","148770.61097339","SURF AV","W 20 ST","POINT (-73.98647308499994 40.57517337200005)"
"10520021","C","NE","19291","NE corner of 8 AV and W 42 ST","B","MN052","987193.51772314","215191.03521888","987126.05985281","215167.09924313","8 AV","W 42 ST","POINT (-73.98937665399995 40.757333911000046)"
"30340105","R","SE","15462","SE corner of HALSEY ST and MALCOLM X BLVD","D","BKN034","1003910.63061431","188501.14896622","1003878.59229256","188530.60724063","HALSEY ST","MALCOLM X BLVD","POINT (-73.92911325599994 40.68405525700007)"
"31040079","S","W","17425","W corner of FT HAMILTON PKWY and 67 ST","D","BKS104","981186.57402839","168671.97963513","981239.22845064","168678.16958338","FT HAMILTON PKWY","67 ST","POINT (-74.01103789699994 40.62964982900007)"
"31550001","S","NW","19389","NW corner of CONEY ISLAND AV and AV Y","D","BKS155","995159.64286698","154074.37825297","995177.92760731","154051.03020255","CONEY ISLAND AV","AV Y","POINT (-73.96072138699998 40.589576220000026)"
"30920006","S","NE","11478","NE corner of LEFFERTS AV and ALBANY AV","D","BKN092","1000966.14962664","180908.42169763","1000918.94598089","180868.28332646","LEFFERTS AV","ALBANY AV","POINT (-73.93974867499998 40.66322097800003)"
"31740086","R","SW","12431","SW corner of CHURCH AV and NOSTRAND AV","D","BKN174","998195.82970798","176274.39093946","998220.41496064","176361.54037146","CHURCH AV","NOSTRAND AV","POINT (-73.94974377499994 40.65050637500008)"
"10230172","R","NE","462","NE corner of 7 AV and W 12 ST","D","MN023","984150.11403306","207877.6617223","984109.95433648","207870.93240505","7 AV","W 12 ST","POINT (-74.00036188399997 40.73726102400008)"
"31130027","S","N","19572","N corner of 86 ST and 18 AV","D","BKS113","983513.98833682","160588.08963497","983520.75275898","160555.70551339","86 ST","18 AV","POINT (-74.00265215199994 40.607461725000064)"
"40330098","H","NW","19963","NW corner of 103 ST and 39 AV","D","QW033","1022124.95540605","212827.23581263","1022158.90678173","212807.18270314","103 ST","39 AV","POINT (-73.86330306599996 40.750765261000026)"
"11040182","R","SE","6537","SE corner of W 145 ST and LENOX AV","D","MN104","1001933.10635415","238100.25580455","1001922.68413089","238142.18452646","W 145 ST","LENOX AV","POINT (-73.93611297399997 40.82019637900004)"
"11040162","R","NW","6078","NW corner of FREDERICK DOUGLASS BOULEVARD and W 139 ST","D","MN104","999537.25419047","237756.91429964","999539.31291339","237714.68538147","FREDERICK DOUGLASS BOULEVARD","W 139 ST","POINT (-73.94476988799994 40.81925847400004)"
"10110008","H","SW","4279","SW corner of BATTERY PL and 3 PL","P","MN011","979434.76683648","196992.12214172","979470.93146232","197014.97314589","BATTERY PL","3 PL","POINT (-74.01736927999997 40.707381533000046)"
"20430009","H","N","6244","N corner of E 172 ST and TOWNSEND AV","P","BX043","1007657.09654656","246120.2624023","1007680.35995148","246063.90096647","E 172 ST","TOWNSEND AV","POINT (-73.91540441499995 40.842195676000074)"
"40520001","H","Direction TBD","16269","Location Description T/K","B","QW052","1013453.09184431","194532.18382013","1013448.94968521","194586.81730638","Street Name TBD",,"POINT (-73.89468092999994 40.70058270700008)"
"50130118","R","W","15124","W corner of CLOVE RD and VICTORY BLVD","D","SI013","955437.40013315","163881.73888755","955468.30197422","163877.6217698","CLOVE RD","VICTORY BLVD","POINT (-74.10378269099994 40.61645529500004)"
"10430249","R","NE","20950","NE corner of 9 AV and W 50 ST","O","MN043","987396.59277631","217455.13206863","987355.4219269","217437.24004404","9 AV","W 50 ST","POINT (-73.98864258399993 40.76354820800003)"
"10430259","H","Direction TBD","1465","Location Description T/K","B","MN043","988013.70046598","217726.84838872","987986.4040114","217677.91052199","Street Name TBD",,"POINT (-73.98641473899994 40.764293758000065)"
"41140041","H","W","34725","W corner of NORTHERN BLVD and 247 ST","O","QE114","1056141.19019498","218607.07431854","1056221.40788232","218577.8666998","NORTHERN BLVD","247 ST","POINT (-73.74047033099998 40.766418249000026)"
"10320120","R","SW","23152","SW corner of ESSEX ST and DELANCEY ST","D","MN032","987452.13137914","201009.4057738","987471.52241647","201022.29780838","ESSEX ST","DELANCEY ST","POINT (-73.98844992199997 40.71840875300006)"
"41020012","S","Direction TBD","13531","Location Description T/K","D","QE102","1031442.79831889","186202.21950896","1031457.37092051","186254.16702004","Street Name TBD",,"POINT (-73.82985980299998 40.67764125700006)"
"30610005","R","SW","17966","SW corner of SMITH ST and NELSON ST","D","BKS061","984973.09434249","185533.17524338","985018.11524981","185560.91206455","SMITH ST","NELSON ST","POINT (-73.99739457999993 40.67593064400006)"
"30240057","S","NE","10041","NE corner of LAFAYETTE AV and CUMBERLAND ST","D","BKN024","991863.78561357","189777.4774503","991840.99202397","189747.51097479","LAFAYETTE AV","CUMBERLAND ST","POINT (-73.97254780299994 40.68757704600006)"
"10850198","H","NE","3483","NE corner of YORK AV and E 87 ST","B","MN085","999107.86856631","222219.15239622","999068.47100732","222217.77083729","YORK AV","E 87 ST","POINT (-73.94635559799997 40.77661227900006)"
"31710075","S","E","9155","E corner of CHURCH AV and E 95 ST","D","BKN171","1007529.48787789","177964.50665371","1007497.43019922","177964.78191564","CHURCH AV","E 95 ST","POINT (-73.91610153099998 40.655125757000064)"
"30420063","R","N","22405","N corner of WYCKOFF AV and BLEECKER ST","D","BKN042","1007845.32287614","194954.13868488","1007859.01444981","194933.4061148","WYCKOFF AV","BLEECKER ST","POINT (-73.91490377299993 40.70175760300003)"
"10630084","H","SW","2960","SW corner of SUTTON PL S and E 54 ST","B","MN063","994667.25900923","214470.61736839","994712.68444331","214504.18423039","SUTTON PL S","E 54 ST","POINT (-73.96240087799998 40.75535090200003)"
"11230012","S","NE","6484","NE corner of BROADWAY and W 184 ST","D","MN123","1002359.65438557","249725.35099264","1002332.84243131","249717.52522089","BROADWAY","W 184 ST","POINT (-73.93454048499996 40.85210303400004)"
"50140046","S","Direction TBD","15118","Location Description T/K","D","SI014","938453.33830081","168126.35146131","938353.5521704","168129.23555047","Street Name TBD",,"POINT (-74.16498693899996 40.628034341000046)"
"21250029","S","N","10999","N corner of WHITE PLAINS RD and NEREID AV","D","BX125","1024506.68915965","266751.30677004","1024513.5579123","266687.6720548","WHITE PLAINS RD","NEREID AV","POINT (-73.85438339799998 40.89876077800005)"
"40830030","R","NW","10630","NW corner of 72 AV and MAIN ST","D","QE083","1033554.28326914","204106.82018264","1033576.5676734","204082.01609838","72 AV","MAIN ST","POINT (-73.82211631999996 40.726773587000025)"
"40940100","S","SE","20074","SE corner of JAMAICA AV and 132 ST","D","QW094","1034064.74189389","195072.56561339","1034020.55989565","195105.9274233","JAMAICA AV","132 ST","POINT (-73.82034148899999 40.701973904000056)"
"41240011","H","NW","13503","NW corner of SUTPHIN BLVD and FOCH BLVD","D","QE124","1041834.34544915","187300.7816163","1041883.56582314","187275.53101063","SUTPHIN BLVD","FOCH BLVD","POINT (-73.79238646099998 40.68059505600007)"
"10130283","R","NW","6406","NW corner of LAFAYETTE ST and LEONARD ST","D","MN013","983460.30274865","200302.37142672","983517.79016648","200228.18522339","LAFAYETTE ST","LEONARD ST","POINT (-74.00285015599997 40.716468657000064)"
"10910138","S","Direction TBD","6215","Location Description T/K","D","MN091","994785.83390331","234810.57898496","994814.15746391","234794.81230199","Street Name TBD",,"POINT (-73.96194099199994 40.81117855100007)"
"20620090","R","N","11319","N corner of E TREMONT AV and CLINTON AV","D","BX062","1014658.34894823","247188.38067289","1014655.87749648","247152.66519313","E TREMONT AV","CLINTON AV","POINT (-73.89009593499998 40.845106014000066)"
"10510088","H","NE","1411","NE corner of MADISON AV and E 25 ST","B","MN051","987926.52872431","209677.33364788","987869.99274814","209670.34809755","MADISON AV","E 25 ST","POINT (-73.98673382299995 40.742199914000025)"
"40710048","R","SE","9364","SE corner of UNION ST and NORTHERN BLVD","D","QE071","1031926.20187965","217576.49993613","1031878.78924482","217596.87784813","UNION ST","NORTHERN BLVD","POINT (-73.82789478699993 40.763753344000065)"
"10630219","H","NE","4366","NE corner of 3 AV and E 57 ST","B","MN063","993359.31182198","216282.44379722","993294.68662314","216269.63936088","3 AV","E 57 ST","POINT (-73.96711939199997 40.76032534700005)"
"10520431","C","SE","18935","SE corner of BROADWAY and W 51 ST","B","MN052","988818.34157322","216826.65924421","988802.70741814","216878.72935005","BROADWAY","W 51 ST","POINT (-73.98351064899998 40.761822591000055)"
"10810050","H","NW","21095","NW corner of 1 AV and E 60 ST","D","MN081","994884.77104139","216331.60577238","994884.79827231","216289.45231338","1 AV","E 60 ST","POINT (-73.96161283599997 40.76045858100008)"
"40330021","S","SE","16039","SE corner of NORTHERN BLVD and 105 ST","D","QW033","1022059.61170472","215287.74532729","1022030.35093647","215328.9066623","NORTHERN BLVD","105 ST","POINT (-73.86352506899993 40.75751900700004)"
"10510078","S","NW","1383","NW corner of 5 AV and W 15 ST","D","MN051","986127.32136473","207761.4473878","986139.82888565","207702.41240089","5 AV","W 15 ST","POINT (-73.99322722399995 40.736941846000036)"
"10520306","H","Direction TBD","2317","Location Description T/K","B","MN052","988969.03812222","214190.32724655","988947.94561081","214151.67829983","Street Name TBD",,"POINT (-73.98296851499998 40.75458645300006)"
"20810013","S","Direction TBD","9567","Location Description T/K","D","BX081","1011380.90569998","259238.50486656","1011331.39507855","259268.91823956","Street Name TBD",,"POINT (-73.90189287799996 40.87819063500007)"
"30510098","R","SE","13386","SE corner of FULTON ST and BRADFORD ST","D","BKN051","1013841.51298347","186182.56698921","1013815.49827173","186207.02592979","FULTON ST","BRADFORD ST","POINT (-73.89331676899997 40.677663651000046)"
"10310097","C","NE","23025","Median at NE corner of WALKER ST and BAXTER ST","B","MN031","984440.5891739","200624.25923438","984423.76342015","200624.49643864","WALKER ST","BAXTER ST","POINT (-73.99931391699994 40.717352196000036)"
"10850223","R","NE","20035","NE corner of 1 AV and E 90 ST","D","MN085","998869.1351199","223261.74283071","998830.08861007","223249.29108396","1 AV","E 90 ST","POINT (-73.94721530099997 40.77947431300004)"
"10730129","S","NW","5760","NW corner of AMSTERDAM AV and W 89 ST","D","MN073","991536.89158231","227028.6726328","991538.71211673","226988.29935397","AMSTERDAM AV","W 89 ST","POINT (-73.97368616599994 40.78982261900006)"
"30420163","R","S","22800","S corner of WILSON AV and LINDEN ST","D","BKN042","1007256.31060272","192709.83575881","1007251.19742398","192751.0089048","WILSON AV","LINDEN ST","POINT (-73.91703573799998 40.695599067000046)"
"21120014","R","Direction TBD","8177","Location Description T/K","D","BX112","1024167.10650548","251417.00016838","1024128.89249909","251402.75861193","Street Name TBD",,"POINT (-73.85570311599997 40.85667444400008)"
"10220182","H","Direction TBD","360","Location Description T/K","B","MN022","986209.91929664","205344.58640789","986245.62615082","205321.63454654","Street Name TBD",,"POINT (-73.99292987699994 40.730308138000055)"
"10130088","S","NE","7820","NE corner of HUDSON ST and READE ST","D","MN013","981748.63130322","200236.72916955","981725.01816148","200207.37489756","HUDSON ST","READE ST","POINT (-74.00902471899997 40.71628816600003)"
"10810079","H","SE","20212","SE corner of MADISON AV and E 61 ST","P","MN081","992453.3428334","217855.81630664","992439.41274315","217898.90119422","MADISON AV","E 61 ST","POINT (-73.97038776599999 40.764644737000026)"
"40920049","S","SE","15057","SE corner of JAMAICA AV and 86 ST","D","QW092","1023652.8099619","191583.2769883","1023610.72507231","191608.93179263","JAMAICA AV","86 ST","POINT (-73.85791310499997 40.692449116000034)"
"30150012","S","SE","10715","SE corner of GRAHAM AV and DEBEVOISE ST","D","BKN015","1000330.10988823","194848.88397413","1000282.55322482","194891.4475373","GRAHAM AV","DEBEVOISE ST","POINT (-73.94200799299995 40.70148555000003)"
"10930009","S","NW","2874","NW corner of ST NICHOLAS AV and W 148 ST","D","MN093","999899.01166906","240277.56247355","999913.48539339","240234.68690313","ST NICHOLAS AV","W 148 ST","POINT (-73.94345701099996 40.826176306000036)"
"31030031","S","SW","18620","SW corner of 3 AV and 93 ST","D","BKS103","975017.34194431","164632.21113989","975046.64241065","164655.72027922","3 AV","93 ST","POINT (-74.03325795999996 40.618557226000064)"
"31320126","S","NW","19766","NW corner of NEPTUNE AV and STILLWELL AV","D","BKS132","989189.15021481","150352.6488198","989228.82861315","150338.65573755","NEPTUNE AV","STILLWELL AV","POINT (-73.98222079999994 40.57936614700003)"
"40830099","S","NE","10803","NE corner of 147 ST and UNION TP","D","QE083","1035519.74324898","201099.69463521","1035509.03100006","201042.77020839","147 ST","UNION TP","POINT (-73.81504805699996 40.71850859800003)"
"20510032","S","W","15770","W corner of W 183 ST and AQUEDUCT AV E","D","BX051","1009926.20683773","252329.76409088","1009973.62669039","252358.38804938","W 183 ST","AQUEDUCT AV E","POINT (-73.90717970899993 40.85923260700008)"
"30630089","S","SW","16749","SW corner of FLATBUSH AV and PARK PL","D","BKS063","991789.61122122","186057.57773788","991790.68372564","186108.9257323","FLATBUSH AV","PARK PL","POINT (-73.97281942099994 40.67736683000004)"
"11040047","S","NE","7807","NE corner of FREDERICK DOUGLASS BOULEVARD and W 145 ST","D","MN104","1000469.2264079","239049.70928621","1000370.92870423","239077.97661813","FREDERICK DOUGLASS BOULEVARD","W 145 ST","POINT (-73.94139962699995 40.82280516900005)"
"20730115","H","Direction TBD","9765","Location Description T/K","B","BX073","1016849.76188822","260499.97806539","1016817.08215367","260528.58903616","Street Name TBD",,"POINT (-73.88211072699994 40.88163447900007)"
"50120005","S","NW","13846","NW corner of HENDERSON AV and PELTON AV","D","SI012","953439.77158248","171691.15797997","953477.82367173","171662.6849398","HENDERSON AV","PELTON AV","POINT (-74.11101367099997 40.637883774000045)"
"40550027","R","N","15445","N corner of BORDEN AVE and GRAND AV","D","QW055","1013077.35014173","203707.3570708","1013094.15817899","203681.97457564","BORDEN AVE","GRAND AV","POINT (-73.89599674899995 40.72576759000003)"
"10520590","S","SE","2504","SE corner of 7 AV and W 55 ST","D","MN052","989538.96250731","217622.86926596","989534.60556065","217667.79273255","7 AV","W 55 ST","POINT (-73.98090872499995 40.764007581000044)"
"31730069","H","SE","20745","SE corner of CHURCH AV and E 51 ST","D","BKN173","1003903.75267531","176731.6944868","1003861.10873173","176785.45028479","CHURCH AV","E 51 ST","POINT (-73.92917236599999 40.65175074700005)"
"10520026","S","NE","2009","NE corner of AVE OF THE AMERICAS and W 54 ST","D","MN052","990261.7901299","217059.42255822","990217.13700397","217041.21918255","AVE OF THE AMERICAS","W 54 ST","POINT (-73.97829987999995 40.76246060300008)"
"41330035","S","SE","11594","SE corner of SPRINGFIELD BLVD and 100 AV","D","QE133","1057602.81391214","199808.88488089","1057591.36577231","199834.35563047","SPRINGFIELD BLVD","100 AV","POINT (-73.73539880799996 40.714810114000045)"
"11010014","H","Direction TBD","4282","Location Description T/K","B","MN101","999806.50365198","233405.99353954","999783.29473426","233364.09634514","Street Name TBD",,"POINT (-73.94380719599997 40.80731594000008)"
"31160030","S","SE","19527","SE corner of KINGS HWY and W 10 ST","D","BKS116","989023.65120198","159794.2441098","988977.99250065","159842.35064088","KINGS HWY","W 10 ST","POINT (-73.98280991699994 40.605281527000045)"
"31820004","R","W","17324","W corner of FLATLANDS AV and E 83 ST","O","BKS182","1008839.08729281","171353.32827505","1008889.5009059","171359.2406648","FLATLANDS AV","E 83 ST","POINT (-73.91140579899997 40.63697596600008)"
"10220108","S","SW","19435","SW corner of BLEECKER ST and SULLIVAN ST","D","MN022","984074.75952497","204779.22205305","984106.10591897","204789.31127171","BLEECKER ST","SULLIVAN ST","POINT (-74.00063371699997 40.728756565000026)"
"41210077","S","NW","20403","NW corner of JAMAICA AV and FRANCIS LEWIS BLVD","D","QE121","1052355.38247789","199477.59453297","1052375.01793732","199476.0052973","JAMAICA AV","FRANCIS LEWIS BLVD","POINT (-73.75433090399997 40.71394275400007)"
"10520463","H","SE","2537","SE corner of E 57 ST and MADISON AV","B","MN052","991923.62013955","216915.02127221","991915.97546981","216956.72132005","E 57 ST","MADISON AV","POINT (-73.97230111399995 40.76206297300007)"
"10520753","C","SW","17655","SW corner of W 45 ST and SHUBERT AL","B","MN052","987894.89558548","215583.1600908","987913.71969481","215591.88841979","W 45 ST","SHUBERT AL","POINT (-73.98684477899997 40.75840993300005)"
"11110070","S","SE","7430","SE corner of 1 AV and E 97 ST","D","MN111","999737.37058814","224829.42276621","999717.22266257","224850.69208063","1 AV","E 97 ST","POINT (-73.94407670099997 40.783775700000035)"
"30640080","S","E","18148","E corner of 4 AV and 5 ST","D","BKS064","988032.7355329","184379.69132988","987985.74415706","184375.78615397","4 AV","5 ST","POINT (-73.98636475799998 40.67276381100004)"
"10750186","R","SW","3850","SW corner of AMSTERDAM AV and W 104 ST","D","MN075","993396.81174698","230393.75743805","993443.33429173","230426.5831598","AMSTERDAM AV","W 104 ST","POINT (-73.96696481999999 40.79905713800008)"
"40930055","S","W","17877","W corner of JAMAICA AV and 110 ST","D","QW093","1029134.35575731","193057.81209697","1029173.45312007","193027.03525563","JAMAICA AV","110 ST","POINT (-73.83813661599999 40.69647026500007)"
"20410033","R",,"23053","Unknown corner on E 161 ST","O","BX041","1004977.43425497","240750.32530755","1004991.61204815","240750.09269647","E 161 ST","E 161 ST","POINT (-73.92510573699997 40.82746344800006)"
"20110182","S","W","7548","W corner of ALEXANDER AV and E 138 ST","D","BX011","1004891.16736715","234383.43351381","1004928.78376172","234403.54699063","ALEXANDER AV","E 138 ST","POINT (-73.92543703199993 40.80998832600005)"
"50240018","R","E","14792","E corner of RICHMOND AV and NOME AV","O","SI024","938354.33357756","154526.68673155","938274.16018148","154505.93119563","RICHMOND AV","NOME AV","POINT (-74.16525118099997 40.590705599000046)"
"11220160","S","NW","8068","NW corner of ST NICHOLAS AV and W 173 ST","D","MN122","1001498.51864064","246912.94782481","1001520.86111565","246863.55061388","ST NICHOLAS AV","W 173 ST","POINT (-73.93766046599995 40.844385542000055)"
"11240034","R","E","10396","E corner of DYCKMAN ST and POST AV","O","MN124","1004969.74102889","253510.55503638","1004930.88349506","253535.97919813","DYCKMAN ST","POST AV","POINT (-73.92509410899999 40.862486545000024)"
"30640081","S","S","18150","S corner of 4 AV and 3 ST","D","BKS064","988252.67177281","184709.49414797","988244.4732984","184779.7453198","4 AV","3 ST","POINT (-73.98557169699995 40.673668949000046)"
"11230017","S","SE","6499","SE corner of W 192 ST and BENNETT AV","D","MN123","1002801.55245189","251833.14894238","1002792.86283673","251887.97724479","W 192 ST","BENNETT AV","POINT (-73.93293732399997 40.857887393000055)"
"50220113","R","N","40981","N corner of NEW DORP LA and CLAWSON ST","D","SI022","953209.50268607","147606.08082213","953227.63093065","147531.60787396","NEW DORP LA","CLAWSON ST","POINT (-74.11173265699995 40.57177439000003)"
"30240112","S","NW","10983","NW corner of MYRTLE AV and ADELPHI ST","D","BKN024","991998.27714248","191882.99423663","992026.27380565","191860.7350948","MYRTLE AV","ADELPHI ST","POINT (-73.97206043399996 40.693356089000076)"
"31530080","S","NE","21058","NE corner of FALMOUTH ST and ORIENTAL BLVD","D","BKS153","999206.49041632","149788.06595947","999188.01473148","149757.89902505","FALMOUTH ST","ORIENTAL BLVD","POINT (-73.94616024399994 40.57780523800005)"
"10410027","R","NE","689","NE corner of 8 AV and W 21 ST","D","MN041","984487.91880365","210352.49666764","984453.79551232","210338.11251006","8 AV","W 21 ST","POINT (-73.99914283799995 40.74405382900005)"
"20430066","R","W","22744","W corner of ELLIOT PL and GRAND CONCOURSE","D","BX043","1007871.49736448","244638.15644263","1007905.19841257","244644.0842523","ELLIOT PL","GRAND CONCOURSE","POINT (-73.91463475599994 40.83812715700003)"
"30150007","S","NW","10570","NW corner of GRAHAM AV and DEBEVOISE ST","D","BKN015","1000203.21611315","194952.00778364","1000231.86434981","194924.47568646","GRAHAM AV","DEBEVOISE ST","POINT (-73.94246539599999 40.70176883100004)"
"31020113","R","S","17999","S corner of 4 AV and 85 ST","D","BKS102","976508.5873214","166354.11747296","976489.64805481","166417.25218922","4 AV","85 ST","POINT (-74.02788839099998 40.62328493000007)"
"21110119","H","Direction TBD","52246","Location Description T/K","B","BX111","1020907.47719797","250482.51122372","1020874.8843383","250483.34270232","Street Name TBD",,"POINT (-73.86749160399995 40.85412368900006)"
"10850017","H","SE","21993","SE corner of 3 AV and E 89 ST","D","MN085","997414.50187431","223651.28339021","997407.99499756","223695.53362981","3 AV","E 89 ST","POINT (-73.95246686499996 40.78054578500007)"
"31010005","H","Direction TBD","19077","Location Description T/K","B","BKS101","977956.92005464","169048.81319904","977937.371103","169017.06966399","Street Name TBD",,"POINT (-74.02267356399994 40.63068245200003)"
"30110007","H","NW","10156","NW corner of MANHATTAN AVE and JAVA ST","D","BKN011","996799.17600523","205870.78515863","996831.47088814","205841.60608313","MANHATTAN AVE","JAVA ST","POINT (-73.95472187599995 40.73174374100006)"
"10630023","H","NW","4896","NW corner of SUTTON PL and E 58 ST","B","MN063","995213.35732648","215555.47937188","995261.91694064","215485.36271422","SUTTON PL","E 58 ST","POINT (-73.96042799499997 40.75832791100004)"
"20210056","S","S","6450","S corner of HUNTS PT AV and GARRISON AV","D","BX021","1014779.18696114","237682.29207355","1014775.38808423","237766.90640563","HUNTS PT AV","GARRISON AV","POINT (-73.88970244899997 40.81901413200006)"
"10340030","R","SE","22691","SE corner of E 14 ST and AV B","D","MN034","990353.50582573","204950.97991163","990342.23189814","204996.05954589","E 14 ST","AV B","POINT (-73.97797978799997 40.72922589600006)"
"10520222","S","SE","2231","SE corner of 8 AV and W 54 ST","D","MN052","988627.76649506","217829.9370933","988628.00304315","217875.52197588","8 AV","W 54 ST","POINT (-73.98419793399995 40.764576427000065)"
"30730006","S","W","16215","W corner of 8 AV and 47 ST","D","BKS073","983626.44218014","173468.94576296","983673.44274232","173466.74301146","8 AV","47 ST","POINT (-74.00224834699998 40.64281699000003)"
"11230148","S","S","8086","S corner of BROADWAY and THAYER ST","D","MN123","1004129.5714494","254356.47001122","1004127.29455106","254413.21694496","BROADWAY","THAYER ST","POINT (-73.92812903399994 40.864810258000034)"
"31720032","S","SE","10903","SE corner of BROOKLYN AV and CHURCH AV","D","BKN172","999894.42736064","176428.5376128","999872.63934648","176471.10708147","BROOKLYN AV","CHURCH AV","POINT (-73.94362205099998 40.650926637000055)"
"41350036","H","SE","21176","SE corner of LINDEN BLVD and FRANCIS LEWIS BLVD","D","QE135","1054714.99488464","192953.86643872","1054674.13079314","192982.90476647","LINDEN BLVD","FRANCIS LEWIS BLVD","POINT (-73.74588759399995 40.696018250000066)"
"10920001","S","NW","4225","NW corner of BROADWAY and W 132 ST","D","MN092","996254.74763215","237450.77514814","996257.93168089","237406.7660498","BROADWAY","W 132 ST","POINT (-73.95662985399997 40.81842327800007)"
"50220027","R","W","13836","W corner of NEW DORP LA and 9 ST","D","SI022","952231.6240644","148087.64646006","952327.93128648","148108.24057896","NEW DORP LA","9 ST","POINT (-74.11525483799994 40.57309271500003)"
"10410048","R","NE","650","NE corner of 8 AV and W 16 ST","D","MN041","983890.2654714","209278.74520622","983862.86493565","209270.55887088","8 AV","W 16 ST","POINT (-74.00129961399995 40.74110664400007)"
"21030056","S","E","20230","E corner of E TREMONT AV and SULLIVAN PL","D","BX103","1032866.0631889","241356.72370105","1032802.92092673","241368.0278123","E TREMONT AV","SULLIVAN PL","POINT (-73.82432983199999 40.829018362000056)"
"40620061","S","N","6561","N corner of ASCAN AV and AUSTIN ST","D","QW062","1028425.3063224","201132.11287746","1028435.66588172","201074.23700896","ASCAN AV","AUSTIN ST","POINT (-73.84064065899997 40.71863584700003)"
"10830074","H","SW","5414","SW corner of E 79 ST and LEXINGTON AV","B","MN083","995551.47738515","221611.91673406","995593.87461007","221605.5082823","E 79 ST","LEXINGTON AV","POINT (-73.95919733099998 40.77495083900004)"
"30920022","R","NE","11800","NE corner of EMPIRE BLVD and BEDFORD AV","D","BKN092","996169.73861581","181083.12935346","996149.24784315","181051.30133313","EMPIRE BLVD","BEDFORD AV","POINT (-73.95703685699993 40.66370826700006)"
"40140037","S","N","15694","N corner of STEINWAY ST and BROADWAY","D","QW014","1006691.57321514","215865.9862968","1006681.3458734","215835.6576173","STEINWAY ST","BROADWAY","POINT (-73.91899508299997 40.75915849100005)"
"30410157","R","S","22085","S corner of WILSON AV and MELROSE ST","D","BKN041","1003915.04267898","195203.77499664","1003913.47772148","195240.6692798","WILSON AV","MELROSE ST","POINT (-73.92907778299997 40.70245240300005)"
