"school_year","building_code","dbn","location_name","location_code","address","borough","geographical_district_code","register","building_name","schools","schools_in_building","major_n","oth_n","nocrim_n","prop_n","vio_n","engroupa","rangea","avgofmajor_n","avgofoth_n","avgofnocrim_n","avgofprop_n","avgofvio_n","borough_name","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta"
"2015-16","K192","20K192","P.S. 192 - The Magnet School for Math and Science","K192","4715 18 AVENUE","K","20","687",,"1","P.S. 192 - The Magnet School for Math and Science","0","2","0","2","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11204","40.629303","-73.979995","12","44","476","3128909","3054450001","Borough Park                                                               "
"2015-16","K238","21K238","P.S. 238 Anne Sullivan","K238","1633 EAST  8 STREET","K","21","556",,"1","P.S. 238 Anne Sullivan","0","0","0","0","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11223","40.608862","-73.965058","15","44","420","3176229","3066400013","Homecrest                                                                  "
"2015-16","K290","19K290","P.S. 290 Juan Morel Campos","K290","135 SCHENCK AVENUE","K","19","591",,"1","P.S. 290 Juan Morel Campos","0","0","1","0","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11207","40.67789","-73.889758","5","37","1198","3087821","3039490018","East New York                                                              "
"2015-16","K320",,"46 MCKEEVER PLACE CONSOLIDATED LOCATION",,"46 MCKEEVER PLACE","K","17","642","46 MCKEEVER PLACE CONSOLIDATED LOCATION","2","Ebbets Field Middle School |  P.S. 375 Jackie Robinson School |  46 MCKEEVER PLACE CONSOLIDATED LOCATION","0","4","4","2","2","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11225","40.665035","-73.959031","9","35","325","3034356","3013010001","Crown Heights South                                                        "
"2015-16","K415","18K563","It Takes a Village Academy","K563","5800 TILDEN AVENUE","K","18","608","5800 TILDEN AVENUE CONSOLIDATED LOCATION","4","It Takes a Village Academy |  Kurt Hahn Expeditionary Learning School |  Cultural Academy for the Arts and Sciences | New American Academy Charter School |  5800 TILDEN AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11203","40.648657","-73.922171","17","45","936","3104598","3047420001","Rugby-Remsen Village                                                       "
"2015-16","K480",,"400 IRVING AVENUE CONSOLIDATED LOCATION",,"400 IRVING AVENUE","K","32","1189","400 IRVING AVENUE CONSOLIDATED LOCATION","4","The Brooklyn School for Math and Research |  Academy for Environmental Leadership |  Bushwick School for Social Justice |  Academy of Urban Planning |  400 IRVING AVENUE CONSOLIDATED LOCATION","0","11","26","4","5","6C","1001-1250","0.57","2.12","3.64","1.39","1.05","BROOKLYN ","11237","40.69697","-73.910791","4","37","435","3076908","3033650098","Bushwick North                                                             "
"2015-16","K814","19K089","P.S. 089 Cypress Hills","K089","265 WARWICK STREET","K","19","458",,"1","P.S. 089 Cypress Hills","0","0","1","0","0","3C","251-500","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11207","40.677697","-73.886936","5","37","1170","3397079","3039520047","East New York                                                              "
"2015-16","M022","01M539","New Explorations into Science, Technology and Math","M539","111 COLUMBIA STREET","M","1","1753",,"1","New Explorations into Science, Technology and Math","0","3","2","3","0","9C","1751-2000","0.9","3.5","7.25","2.55","1.45","MANHATTAN","10002","40.718895","-73.979308","3","2","2201","1004070","1003350001","Lower East Side                                                            "
"2015-16","M070",,"333 WEST  17 STREET CONSOLIDATED LOCATION",,"333 WEST  17 STREET","M","2","1524","333 WEST  17 STREET CONSOLIDATED LOCATION","3","New York City Lab Middle School for Collaborative |  N.Y.C. Lab School for Collaborative Studies |  N.Y.C. Museum School |  333 WEST  17 STREET CONSOLIDATED LOCATION","0","0","5","0","0","8C","1501-1750","0.54","2.15","4.33","1.29","1.06","MANHATTAN","10011","40.742129","-74.002198","4","3","83","1079152","1007410010","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"2015-16","M126","02M126","P.S. 126 Jacob August Riis","M126","80 CATHERINE STREET","M","2","759",,"1","P.S. 126 Jacob August Riis","0","1","2","0","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","MANHATTAN","10038","40.710729","-73.996631","3","1","25","1083357","1001110160","Chinatown                                                                  "
"2015-16","M176","06M311","Amistad Dual Language School","M311","4862 BROADWAY","M","6","431","4862 BROADWAY CONSOLIDATED LOCATION","2","Amistad Dual Language School |  Muscota |  4862 BROADWAY CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10034","40.866706","-73.923948","12","10","291","1064900","1022340007","Marble Hill-Inwood                                                         "
"2015-16","M445","02M294","Essex Street Academy","M294","350 GRAND STREET","M","2","356","350 GRAND STREET CONSOLIDATED LOCATION","5","Essex Street Academy |  Urban Assembly Academy of Government and Law, The |  Lower Manhattan Arts Academy |  New Design High School |  High School for Dual Language and Asian Studies |  350 GRAND STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10002","40.716778","-73.989337","3","1","18","1005283","1004080030","Chinatown                                                                  "
"2015-16","M485","03M485","Fiorello H. LaGuardia High School of Music & Art a","M485","100 AMSTERDAM AVENUE","M","3","2713",,"1","Fiorello H. LaGuardia High School of Music & Art a","0","4","2","2","0","11C","2501-3000","3.14","13","34.86","8.29","5.29","MANHATTAN","10023","40.773629","-73.985273","7","6","151","1030341","1011560030","Lincoln Square                                                             "
"2015-16","K054","13K054","P.S. 054 Samuel C. Barnes","K054","195 SANFORD STREET","K","13","241",,"1","P.S. 054 Samuel C. Barnes","1","0","0","1","0","2C","1-250","0.24","0.71","1.71","0.51","0.32","BROOKLYN ","11205","40.693018","-73.953034","3","33","241","3049020","3017650015","Bedford                                                                    "
"2015-16","K027",,"27 HUNTINGTON STREET CONSOLIDATED LOCATION",,"27 HUNTINGTON STREET","K","15","525","27 HUNTINGTON STREET CONSOLIDATED LOCATION","2","Red Hook Neighborhood School|Summit Academy Charter School|27 HUNTINGTON STREET CONSOLIDATED LOCATION","0","1","1","0","1","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11231","40.677564","-74.005166","6","38","59","3008342","3005250001","Carroll Gardens-Columbia Street-Red Hook                                   "
"2015-16","K049",,"223 GRAHAM AVENUE CONSOLIDATED LOCATION",,"223 GRAHAM AVENUE","K","14","1460","223 GRAHAM AVENUE CONSOLIDATED LOCATION","3","Brooklyn Latin School, The |  Green School: An Academy for Environmental Careers |  Lyons Community School 223 GRAHAM AVENUE CONSOLIDATED LOCATION","1","3","19","3","1","7C","1251-1500","0.64","3.02","5.77","1.72","1.54","BROOKLYN ","11206","40.709941","-73.943641","1","34","505","3070825","3030250001","East Williamsburg                                                          "
"2015-16","K073","23K664","Brooklyn Environmental Exploration School (BEES)","K664","251 MCDOUGAL STREET","K","23","113","251 MCDOUGAL STREET CONSOLIDATED LOCATION","3","P.S. 073 Thomas S. Boyland |  Brooklyn Landmark Elementary School |  Brooklyn Environmental Exploration School (BEES) |  251 MCDOUGAL STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11233","40.680318","-73.910644","16","37","369","3041561","3015280001","Ocean Hill                                                                 "
"2015-16","K114","18K114","P.S. 114 Ryder Elementary","K114","1077 REMSEN AVENUE","K","18","603",,"1","P.S. 114 Ryder Elementary","1","0","0","0","1","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11236","40.642792","-73.908806","18","46","964","3229159","3081600022","Canarsie                                                                   "
"2015-16","K145","32K145","P.S. 145 Andrew Jackson","K145","100 NOLL STREET","K","32","709",,"1","P.S. 145 Andrew Jackson","0","1","1","1","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11206","40.701692","-73.932338","4","34","425","3071915","3031530011","Bushwick South                                                             "
"2015-16","K169","15K169","P.S. 169 Sunset Park","K169","4305 7 AVENUE","K","15","1624",,"1","P.S. 169 Sunset Park","0","0","2","0","0","8C","1501-1750","0.42","1.78","3.44","1.02","0.87","BROOKLYN ","11232","40.64629","-74.001903","7","38","92","3011002","3007320001","Sunset Park East                                                           "
"2015-16","K191","17K191","P.S. 191 Paul Robeson","K191","1600 PARK PLACE","K","17","186",,"1","P.S. 191 Paul Robeson","1","0","0","1","0","2C","1-250","0.24","0.71","1.71","0.51","0.32","BROOKLYN ","11233","40.672005","-73.924329","8","41","359","3036635","3013750012","Crown Heights North                                                        "
"2015-16","K321","15K321","P.S. 321 William Penn","K321","180 7 AVENUE","K","15","1459",,"1","P.S. 321 William Penn","0","0","0","0","0","7C","1251-1500","0.64","3.02","5.77","1.72","1.54","BROOKLYN ","11215","40.67146","-73.977783","6","39","155","3337516","3009710028","Park Slope-Gowanus                                                         "
"2015-16","K237",,"50 AVENUE P CONSOLIDATED LOCATION",,"50 AVENUE P","K","20","871","50 AVENUE P CONSOLIDATED LOCATION","2","The Academy of Talented Scholars |  Brooklyn School of Inquiry |  50 AVENUE P CONSOLIDATED LOCATION","0","0","0","0","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","BROOKLYN ","11204","40.60731","-73.986595","11","44","428","3396829","3066180001","Bensonhurst East                                                           "
"2015-16","K263","23K323","P.S./I.S. 323","K323","210 CHESTER STREET","K","23","443","210 CHESTER STREET CONSOLIDATED LOCATION","2","P.S./I.S. 323 |  Mott Hall Bridges Academy |  210 CHESTER STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11212","40.666545","-73.910904","16","41","924","3081442","3035420001","Brownsville                                                                "
"2015-16","K289","17K289","P.S. 289 George V. Brower","K289","900 ST MARKS AVENUE","K","17","396",,"1","P.S. 289 George V. Brower","0","1","1","1","0","3C","251-500","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11213","40.674794","-73.942639","8","36","341","3031050","3012290028","Crown Heights North                                                        "
"2015-16","K305","13K301","Satellite East Middle School","K301","344 MONROE STREET","K","13","96","344 MONROE STREET CONSOLIDATED LOCATION","2","Satellite East Middle School |  P.S. 305 Dr. Peter Ray |  344 MONROE STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11216","40.686076","-73.945229","3","36","265","3051458","3018190014","Bedford                                                                    "
"2015-16","K320","17K375","P.S. 375 Jackie Robinson School","K375","46 MCKEEVER PLACE","K","17","454","46 MCKEEVER PLACE CONSOLIDATED LOCATION","2","Ebbets Field Middle School |  P.S. 375 Jackie Robinson School |  46 MCKEEVER PLACE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11225","40.665035","-73.959031","9","35","325","3034356","3013010001","Crown Heights South                                                        "
"2015-16","K377",,"200 WOODBINE STREET CONSOLIDATED LOCATION",,"200 WOODBINE STREET","K","32","690","200 WOODBINE STREET CONSOLIDATED LOCATION","2","P.S. 377 Alejandrina B. De Gautier|ACHIEVEMENT FIRST NORTH BROOKLYN PREP CHARTER SCHOOL(BN)|200 WOODBINE STREET CONSOLIDATED LOCATION","0","3","0","2","1","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11221","40.694018","-73.915263","4","37","415","3076784","3033600001","Bushwick South                                                             "
"2015-16","K410",,"2800 OCEAN PARKWAY CONSOLIDATED LOCATION",,"2800 OCEAN PARKWAY","K","21","2108","2800 OCEAN PARKWAY CONSOLIDATED LOCATION","2","Abraham Lincoln High School |  Abraham Lincoln Yabc |  2800 OCEAN PARKWAY CONSOLIDATED LOCATION","4","3","19","3","4","10C","2001-2500","1.69","7.16","17.44","3.63","3.94","BROOKLYN ","11235","40.581681","-73.967308","13","47","354","3196293","3072540001","West Brighton                                                              "
"2015-16","K781","15K529","West Brooklyn Community High School","K529","1053 41ST STREET","K","15","223",,"1","West Brooklyn Community High School","0","0","1","0","0","2C","1-250","0.24","0.71","1.71","0.51","0.32","BROOKLYN ","11219","40.642834","-73.992948","12","39","110","3328583","3055870038","Sunset Park East                                                           "
"2015-16","K480","32K552","Academy of Urban Planning","K552","400 IRVING AVENUE","K","32","227","400 IRVING AVENUE CONSOLIDATED LOCATION","4","The Brooklyn School for Math and Research |  Academy for Environmental Leadership |  Bushwick School for Social Justice |  Academy of Urban Planning |  400 IRVING AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11237","40.69697","-73.910791","4","37","435","3076908","3033650098","Bushwick North                                                             "
"2015-16","K590","17K590","Medgar Evers College Preparatory School","K590","1186 CARROLL STREET","K","17","1247",,"1","Medgar Evers College Preparatory School","0","2","2","2","0","6C","1001-1250","0.57","2.12","3.64","1.39","1.05","BROOKLYN ","11225","40.667195","-73.951167","9","35","321","3348092","3012890025","Crown Heights South                                                        "
"2015-16","K807","20K163","P.S. 163 Bath Beach","K163","109 BAY 14TH STREET","K","20","629",,"1","P.S. 163 Bath Beach","0","0","3","0","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11214","40.606792","-74.00806","11","43","180","3392297","3063990040","Bath Beach                                                                 "
"2015-16","KBXX","18K797","NEW HOPE ACADEMY CHARTER SCHOOL(BS)","K797","475 EAST   57 STREET","K","18","382",,"1","NEW HOPE ACADEMY CHARTER SCHOOL(BS)","0","0","0","0","0","3C","251-500","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11203","40.643889","-73.922732","17","45","946","3221961","3079150010","Rugby-Remsen Village                                                       "
"2015-16","M020","01M020","P.S. 020 Anna Silver","M020","166 ESSEX STREET","M","1","581",,"1","P.S. 020 Anna Silver","1","3","4","1","3","4C","501-750","0.28","1.11","1.74","0.75","0.53","MANHATTAN","10002","40.72154","-73.986648","3","1","3001","1004325","1003550001","Chinatown                                                                  "
"2015-16","M046","05M046","P.S. 046 Arthur Tappan","M046","2987 FREDERICK DGLS BLVD","M","5","773",,"1","P.S. 046 Arthur Tappan","2","5","4","3","3","5C","751-1000","0.38","1.71","2.38","0.98","0.82",,,,,,,,,,
"2015-16","M070","02M414","N.Y.C. Museum School","M414","333 WEST  17 STREET","M","2","446","333 WEST  17 STREET CONSOLIDATED LOCATION","3","New York City Lab Middle School for Collaborative |  N.Y.C. Lab School for Collaborative Studies |  N.Y.C. Museum School |  333 WEST  17 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10011","40.742129","-74.002198","4","3","83","1079152","1007410010","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"2015-16","M099","84M385      ","Success Academy Charter School - Harlem 3","M385","410 EAST 100 STREET","M","4","777","410 EAST 100 STREET CONSOLIDATED LOCATION","3","M.S. 224 Manhattan East School for Arts & Academic |Success Academy Charter School - Harlem 3 |Renaissance Charter High School for Innovation |410 EAST 100 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","5C","751-1000","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10029","40.785671","-73.942548","11","8","162","1052998","1016930001","East Harlem South                                                          "
"2015-16","M125",,"425 WEST 123 STREET CONSOLIDATED LOCATION",,"433 WEST 123 STREET","M","5","1564","425 WEST 123 STREET CONSOLIDATED LOCATION","3","P.S. 125 Ralph Bunche|Columbia Secondary School|KIPP STAR College Prep Charter School|425 WEST 123 STREET CONSOLIDATED LOCATION","0","2","1","2","0","8C","1501-1750","0.54","2.15","4.33","1.29","1.06","MANHATTAN","10027","40.810511","-73.955997","9","7","20901","1059526","1019640012","Morningside Heights                                                        "
"2015-16","M144",,"134 WEST 122 STREET CONSOLIDATED LOCATION",,"134 WEST 122 STREET","M","3","596","134 WEST 122 STREET CONSOLIDATED LOCATION","2","P.S. 242 - The Young Diplomats Magnet Academy |  Future Leaders Institute Charter School |  134 WEST 122 STREET CONSOLIDATED LOCATION","2","1","2","3","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","MANHATTAN","10027","40.8063","-73.948013","10","9","220","1057683","1019060011","Central Harlem South                                                       "
"2015-16","M175","05M175","P.S. 175 Henry H Garnet","M175","175 WEST 134 STREET","M","5","362",,"1","P.S. 175 Henry H Garnet","0","3","2","2","1","3C","251-500","0.27","0.9","1.67","0.63","0.44","MANHATTAN","10030","40.814422","-73.943664","10","9","228","1058248","1019190006","Central Harlem North-Polo Grounds                                          "
"2015-16","M207","03M149","P.S. 149 Sojourner Truth","M149","41 WEST 117 STREET","M","3","285",,"1","P.S. 149 Sojourner Truth","0","1","2","0","1","3C","251-500","0.27","0.9","1.67","0.63","0.44","MANHATTAN","10026","40.802136","-73.947828","10","9","190","1051434","1016010001","Central Harlem South                                                       "
"2015-16","M440",,"351 WEST  18 STREET CONSOLIDATED LOCATION",,"351 WEST  18 STREET","M","2","2430","351 WEST  18 STREET CONSOLIDATED LOCATION","6","James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION","3","16","14","12","6","10C","2001-2500","1.69","7.16","17.44","3.63","3.94","MANHATTAN","10011","40.742867","-74.002136","4","3","89","1013096","1007420007","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"2015-16","M470","03M403","The Global Learning Collaborative","M403","145 WEST  84 STREET","M","3","452","145 WEST  84 STREET CONSOLIDATED LOCATION","5","The Urban Assembly School for Green Careers|The Global Learning Collaborative|Innovation Diploma Plus|FRANK McCOURT HIGH SCHOOL|Success Academy Charter School - Upper West|145 WEST  84 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10024","40.785803","-73.974614","7","6","169","1032128","1012150001","Upper West Side                                                            "
"2015-16","M480",,"317 EAST  67 STREET CONSOLIDATED LOCATION",,"317 EAST  67 STREET","M","2","1806","317 EAST  67 STREET CONSOLIDATED LOCATION","5","Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION","0","2","2","0","2","9C","1751-2000","0.9","3.5","7.25","2.55","1.45","MANHATTAN","10065","40.765359","-73.960059","8","5","118","1083343","1014420001","Lenox Hill-Roosevelt Island                                                "
"2015-16","K009","84K780","BROOKLYN EAST COLLEGIATE CHARTER SCHOOL(BN)","K780","80 Underhill Ave","K","13","388","80 UNDERHILL AVENUE CONSOLIDATED LOCATION","2","P.S. 009 Teunis G. Bergen|Brooklyn East Collegiate Charter School|80 UNDERHILL AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11238","40.678297","-73.965541","8","35","205","3028204","3011450026","Prospect Heights                                                           "
"2015-16","K016","14K016","P.S. 016 Leonard Dunkly","K016","157 WILSON STREET","K","14","242","157 WILSON STREET CONSOLIDATED LOCATION","2","P.S. 016 Leonard Dunkly|  Williamsburg Collegiate Charter School|  157 WILSON STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11211","40.706023","-73.961476","1","33","535","3059906","3021770001","Williamsburg                                                               "
"2015-16","K022","84K333","Explore Exceed Charter School ","K333","443 ST MARKS AVENUE","K","17","441","443 ST MARKS AVENUE CONSOLIDATED LOCATION","2","Brooklyn Arts and Science Elementary School |Explore Exceed Charter School |443 ST MARKS AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11238","40.676774","-73.960058","8","35","305","3028281","3011480050","Crown Heights North                                                        "
