"school_year","building_code","dbn","location_name","location_code","address","borough","geographical_district_code","register","building_name","schools","schools_in_building","major_n","oth_n","nocrim_n","prop_n","vio_n","engroupa","rangea","avgofmajor_n","avgofoth_n","avgofnocrim_n","avgofprop_n","avgofvio_n","borough_name","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta"
"2015-16","M440","02M437","Hudson High School of Learning Technologies","M437","351 WEST  18 STREET","M","2","501","351 WEST  18 STREET CONSOLIDATED LOCATION","6","James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10011","40.742867","-74.002136","4","3","89","1013096","1007420007","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"2015-16","M445","02M543","New Design High School","M543","350 GRAND STREET","M","2","431","350 GRAND STREET CONSOLIDATED LOCATION","5","Essex Street Academy |  Urban Assembly Academy of Government and Law, The |  Lower Manhattan Arts Academy |  New Design High School |  High School for Dual Language and Asian Studies |  350 GRAND STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10002","40.716778","-73.989337","3","1","18","1005283","1004080030","Chinatown                                                                  "
"2015-16","M446","01M448","University Neighborhood High School","M448","200 MONROE STREET","M","1","343",,"1","University Neighborhood High School","0","3","5","0","1","3C","251-500","0.27","0.9","1.67","0.63","0.44","MANHATTAN","10002","40.712399","-73.984497","3","1","202","1003214","1002590044","Lower East Side                                                            "
"2015-16","M460","02M438","International High School at Union Square","M438","40 IRVING PLACE","M","2","356","40 IRVING PLACE CONSOLIDATED LOCATION","7","Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving Yabc|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|40 IRVING PLACE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10003","40.735494","-73.987659","6","2","50","1017828","1008720057","Gramercy                                                                   "
"2015-16","M460","02M546","Academy for Software Engineering","M546","40 IRVING PLACE","M","2","451","40 IRVING PLACE CONSOLIDATED LOCATION","7","Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving Yabc|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|40 IRVING PLACE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10003","40.735494","-73.987659","6","2","50","1017828","1008720057","Gramercy                                                                   "
"2015-16","M465","06M457","George Washington Yabc","M457","549 AUDUBON AVENUE","M","6","N/A","549 AUDUBON AVENUE CONSOLIDATED LOCATION","5","George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10040","40.855954","-73.927051","12","10","277","1076751","1021600018","Washington Heights North                                                   "
"2015-16","M465","06M462","The College Academy","M462","549 AUDUBON AVENUE","M","6","477","549 AUDUBON AVENUE CONSOLIDATED LOCATION","5","George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10040","40.855954","-73.927051","12","10","277","1076751","1021600018","Washington Heights North                                                   "
"2015-16","M465","06M467","High School for Law and Public Service","M467","549 AUDUBON AVENUE","M","6","615","549 AUDUBON AVENUE CONSOLIDATED LOCATION","5","George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10040","40.855954","-73.927051","12","10","277","1076751","1021600018","Washington Heights North                                                   "
"2015-16","M465","06M468","High School for Health Careers and Sciences","M468","549 AUDUBON AVENUE","M","6","526","549 AUDUBON AVENUE CONSOLIDATED LOCATION","5","George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10040","40.855954","-73.927051","12","10","277","1076751","1021600018","Washington Heights North                                                   "
"2015-16","M470","03M404","Innovation Diploma Plus","M404","145 WEST  84 STREET","M","3","194","145 WEST  84 STREET CONSOLIDATED LOCATION","5","The Urban Assembly School for Green Careers|The Global Learning Collaborative|Innovation Diploma Plus|FRANK McCOURT HIGH SCHOOL|Success Academy Charter School - Upper West|145 WEST  84 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10024","40.785803","-73.974614","7","6","169","1032128","1012150001","Upper West Side                                                            "
"2015-16","M470","03M417","FRANK McCOURT HIGH SCHOOL","M417","145 WEST  84 STREET","M","3","386","145 WEST  84 STREET CONSOLIDATED LOCATION","5","The Urban Assembly School for Green Careers|The Global Learning Collaborative|Innovation Diploma Plus|FRANK McCOURT HIGH SCHOOL|Success Academy Charter School - Upper West|145 WEST  84 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10024","40.785803","-73.974614","7","6","169","1032128","1012150001","Upper West Side                                                            "
"2015-16","M470",,"145 WEST  84 STREET CONSOLIDATED LOCATION",,"145 WEST  84 STREET","M","3","1907","145 WEST  84 STREET CONSOLIDATED LOCATION","5","The Urban Assembly School for Green Careers|The Global Learning Collaborative|Innovation Diploma Plus|FRANK McCOURT HIGH SCHOOL|Success Academy Charter School - Upper West|145 WEST  84 STREET CONSOLIDATED LOCATION","4","6","27","3","5","7C","1251-1500","0.64","3.02","5.77","1.72","1.54","MANHATTAN","10024","40.785803","-73.974614","7","6","169","1032128","1012150001","Upper West Side                                                            "
"2015-16","M475","02M407","Institute for Collaborative Education","M407","345 EAST  15TH STREET","M","2","484","345 EAST  15TH STREET CONSOLIDATED LOCATION","3","P.S. M226 |  Institute for Collaborative Education |  High School for Health Professions and Human Servi |  345 EAST  15TH STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10003","40.732447","-73.983031","6","2","48","1020419","1009220008","Gramercy                                                                   "
"2015-16","M475",,"345 EAST  15TH STREET CONSOLIDATED LOCATION",,"345 EAST  15TH STREET","M","2","2453","345 EAST  15TH STREET CONSOLIDATED LOCATION","3","P.S. M226 |  Institute for Collaborative Education |  High School for Health Professions and Human Servi |  345 EAST  15TH STREET CONSOLIDATED LOCATION","1","6","11","3","3","10C","2001-2500","1.69","7.16","17.44","3.63","3.94","MANHATTAN","10003","40.732447","-73.983031","6","2","48","1020419","1009220008","Gramercy                                                                   "
"2015-16","M477","02M475","Stuyvesant High School","M475","345 CHAMBERS STREET","M","2","3327",,"1","Stuyvesant High School","0","2","4","1","0","12C","3001-4000","1.13","8.47","15.33","3.8","3.07","MANHATTAN","10282","40.71759","-74.013748","1","1","31703","1084587","1000160215","Battery Park City-Lower Manhattan                                          "
"2015-16","M480","02M449","Vanguard High School","M449","317 EAST  67 STREET","M","2","461","317 EAST  67 STREET CONSOLIDATED LOCATION","5","Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10065","40.765359","-73.960059","8","5","118","1083343","1014420001","Lenox Hill-Roosevelt Island                                                "
"2015-16","M480","02M459","Manhattan International High School","M459","317 EAST  67 STREET","M","2","342","317 EAST  67 STREET CONSOLIDATED LOCATION","5","Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10065","40.765359","-73.960059","8","5","118","1083343","1014420001","Lenox Hill-Roosevelt Island                                                "
"2015-16","K165","23K165","P.S. 165 Ida Posner","K165","76 LOTT AVENUE","K","23","408",,"1","P.S. 165 Ida Posner","1","5","1","2","4","3C","251-500","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11212","40.65744","-73.911053","16","42","896","3082726","3036220023","Brownsville                                                                "
"2015-16","K095","21K095","P.S. 095 The Gravesend","K095","345 VAN SICKLEN STREET","K","21","932",,"1","P.S. 095 The Gravesend","0","0","0","0","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","BROOKLYN ","11223","40.595698","-73.97518","15","47","398","3192661","3071230066","Gravesend                                                                  "
"2015-16","K852","22K326","P.S. 326","K326","1800 UTICA AVENUE","K","22","212",,"1","P.S. 326","0","0","0","0","0","2C","1-250","0.24","0.71","1.71","0.51","0.32","BROOKLYN ","11234","40.628659","-73.92793","18","45","728","3215550","3077750001","Flatlands                                                                  "
"2015-16","K001","15K001","P.S. 001 The Bergen","K001","309 47 STREET","K","15","1280",,"1","P.S. 001 The Bergen","0","1","0","1","0","7C","1251-1500","0.64","3.02","5.77","1.72","1.54","BROOKLYN ","11220","40.649042","-74.012289","7","38","80","3011821","3007550022","Sunset Park West                                                           "
"2015-16","K002","75K141","P.S. K141","K141","655 PARKSIDE AVENUE","K","17","374","655 PARKSIDE AVENUE CONSOLIDATED LOCATION","3","Parkside Preparatory Academy |  P.S. K141 |Explore Charter High School |655 PARKSIDE AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11226","40.656183","-73.951583","9","40","802","3378201","3050500051","Prospect Lefferts Gardens-Wingate                                          "
"2015-16","K002",,"655 PARKSIDE AVENUE CONSOLIDATED LOCATION",,"655 PARKSIDE AVENUE","K","17","1378","655 PARKSIDE AVENUE CONSOLIDATED LOCATION","3","Parkside Preparatory Academy |  P.S. K141 |Explore Charter High School |655 PARKSIDE AVENUE CONSOLIDATED LOCATION","0","3","1","0","1","5C","751-1000","0.38","1.71","2.38","0.98","0.82","BROOKLYN ","11226","40.656183","-73.951583","9","40","802","3378201","3050500051","Prospect Lefferts Gardens-Wingate                                          "
"2015-16","K005","16K005","P.S. 005 Dr. Ronald Mcnair","K005","820 HANCOCK STREET","K","16","231",,"1","P.S. 005 Dr. Ronald Mcnair","0","0","2","0","0","2C","1-250","0.24","0.71","1.71","0.51","0.32","BROOKLYN ","11233","40.685695","-73.922463","3","41","377","3039906","3014900001","Stuyvesant Heights                                                         "
"2015-16","K006","17K006","P.S. 006","K006","43 SNYDER AVENUE","K","17","712",,"1","P.S. 006","0","1","2","1","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11226","40.64859","-73.957138","14","40","794","3117230","3051030079","Erasmus                                                                    "
"2015-16","K009",,"80 UNDERHILL AVENUE CONSOLIDATED LOCATION",,"80 UNDERHILL AVENUE","K","13","838","80 UNDERHILL AVENUE CONSOLIDATED LOCATION","2","P.S. 009 Teunis G. Bergen|Brooklyn East Collegiate Charter School|80 UNDERHILL AVENUE CONSOLIDATED LOCATION","0","1","1","1","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","BROOKLYN ","11238","40.678297","-73.965541","8","35","205","3028204","3011450026","Prospect Heights                                                           "
"2015-16","K010","15K010","Magnet School of Math, Science and Design Technolo","K010","511 7 AVENUE","K","15","942",,"1","Magnet School of Math, Science and Design Technolo","0","2","0","2","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","BROOKLYN ","11215","40.661061","-73.986534","7","38","149","3016509","3008690001","Park Slope-Gowanus                                                         "
"2015-16","K012","17K012","Dr. Jacqueline Peek-Davis School","K012","430 HOWARD AVENUE","K","23","234","430 HOWARD AVENUE CONSOLIDATED LOCATION","2","Dr. Jacqueline Peek-Davis School |  Ronald Edmonds Learning Center II |  430 HOWARD AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11233","40.673073","-73.919594","16","41","363","3039174","3014570032","Ocean Hill                                                                 "
"2015-16","K012","17K484","Ronald Edmonds Learning Center II","K484","430 HOWARD AVENUE","K","23","141","430 HOWARD AVENUE CONSOLIDATED LOCATION","2","Dr. Jacqueline Peek-Davis School |  Ronald Edmonds Learning Center II |  430 HOWARD AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11233","40.673073","-73.919594","16","41","363","3039174","3014570032","Ocean Hill                                                                 "
"2015-16","K013","19K013","P.S. 013 Roberto Clemente","K013","557 PENNSYLVANIA AVENUE","K","19","519","557 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION","2","P.S. 013 Roberto Clemente| Achievement First East New York Charter School| 557 PENNSYLVANIA AVENUE CONDOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11207","40.663673","-73.893754","5","42","1126","3085070","3038230001","East New York (Pennsylvania Ave)                                           "
"2015-16","K013","84K358      ","Achievement First East New York Charter School","K358","557 PENNSYLVANIA AVENUE","K","19","846","557 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION","2","P.S. 013 Roberto Clemente| Achievement First East New York Charter School| 557 PENNSYLVANIA AVENUE CONDOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","5C","751-1000","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11207","40.663673","-73.893754","5","42","1126","3085070","3038230001","East New York (Pennsylvania Ave)                                           "
"2015-16","K014","22K014","J.H.S. 014 Shell Bank","K014","2424 BATCHELDER STREET","K","22","548","2424 BATCHELDER STREET CONSOLIDATED LOCATION ","2","J.H.S 014 Shell Bank | PS 77 (Brooklyn) |CONDOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11235","40.593521","-73.937672","15","48","596","3203617","3074240001","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             "
"2015-16","K014","75K077","PS 77(BROOKLYN)","K077","2424 BATCHELDER STREET","K","22","289","2424 BATCHELDER STREET CONSOLIDATED LOCATION ","2","J.H.S 014 Shell Bank | PS 77 (Brooklyn) |CONDOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11235","40.593521","-73.937672","15","48","596","3203617","3074240001","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             "
"2015-16","K016","84K355","WILLIAMSBURG COLLEGIATE CHARTER SCHOOL(BROOKLYN)","K355","157 WILSON STREET","K","14","538","157 WILSON STREET CONSOLIDATED LOCATION","2","P.S. 016 Leonard Dunkly|  Williamsburg Collegiate Charter School|  157 WILSON STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11211","40.706023","-73.961476","1","33","535","3059906","3021770001","Williamsburg                                                               "
"2015-16","K016",,"157 WILSON STREET CONSOLIDATED LOCATION",,"157 WILSON STREET","K","14","242","157 WILSON STREET CONSOLIDATED LOCATION","2","P.S. 016 Leonard Dunkly|  Williamsburg Collegiate Charter School|  157 WILSON STREET CONSOLIDATED LOCATION","1","1","0","1","1","2C","1-250","0.24","0.71","1.71","0.51","0.32","BROOKLYN ","11211","40.706023","-73.961476","1","33","535","3059906","3021770001","Williamsburg                                                               "
"2015-16","K017","14K577","Conselyea Preparatory School","K577","208 NORTH  5 STREET","K","14","506","208 NORTH  5 STREET CONSOLIDATED LOCATION","2","P.S. 017 Henry D. Woodworth |  Conselyea Preparatory School |  208 NORTH  5 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11211","40.715351","-73.956716","1","34","519","3062337","3023450001","North Side-South Side                                                      "
"2015-16","K017",,"208 NORTH  5 STREET CONSOLIDATED LOCATION",,"208 NORTH  5 STREET","K","14","798","208 NORTH  5 STREET CONSOLIDATED LOCATION","2","P.S. 017 Henry D. Woodworth |  Conselyea Preparatory School |  208 NORTH  5 STREET CONSOLIDATED LOCATION","0","0","0","0","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","BROOKLYN ","11211","40.715351","-73.956716","1","34","519","3062337","3023450001","North Side-South Side                                                      "
"2015-16","K019",,"325 SOUTH  3 STREET CONSOLIDATED LOCATION",,"325 SOUTH  3 STREET","K","14","583","325 SOUTH  3 STREET CONSOLIDATED LOCATION","1","Brooklyn Arbor Elementary School |  325 SOUTH  3 STREET CONSOLIDATED LOCATION","0","0","0","0","0","3C","501-750","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11211","40.709647","-73.95465","1","34","527","3063188","3024230001","North Side-South Side                                                      "
"2015-16","K020","13K020","P.S. 020 Clinton Hill","K020","225 ADELPHI STREET","K","13","401","225 ADELPHI STREET CONSOLIDATED LOCATION","2","P.S. 020 Clinton Hill |  Academy of Arts and Letters |  225 ADELPHI STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11205","40.690765","-73.971376","2","35","183","3058531","3020910003","Fort Greene                                                                "
"2015-16","K020",,"225 ADELPHI STREET CONSOLIDATED LOCATION",,"225 ADELPHI STREET","K","13","916","225 ADELPHI STREET CONSOLIDATED LOCATION","2","P.S. 020 Clinton Hill |  Academy of Arts and Letters |  225 ADELPHI STREET CONSOLIDATED LOCATION","0","0","1","0","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","BROOKLYN ","11205","40.690765","-73.971376","2","35","183","3058531","3020910003","Fort Greene                                                                "
"2015-16","K021","16K021","P.S. 021 Crispus Attucks","K021","180 CHAUNCEY STREET","K","16","615",,"1","P.S. 021 Crispus Attucks","0","0","0","0","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11233","40.680727","-73.926597","3","36","381","3047914","3016920017","Crown Heights North                                                        "
"2015-16","K022",,"443 ST MARKS AVENUE CONSOLIDATED LOCATION",,"443 ST. MARKS AVENUE","K","17","797","443 ST MARKS AVENUE CONSOLIDATED LOCATION","2","Brooklyn Arts and Science Elementary School |Explore Exceed Charter School |443 ST MARKS AVENUE CONSOLIDATED LOCATION","0","0","1","0","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","BROOKLYN ","11238","40.676774","-73.960058","8","35","305","3028281","3011480050","Crown Heights North                                                        "
"2015-16","K023","14K023","P.S. 023 Carter G. Woodson","K023","545 WILLOUGHBY AVENUE","K","14","293","545 WILLOUGHBY AVENUE CONSOLIDATED LOCATION","2","P.S. 023 Carter G. Woodson |Brooklyn Charter School |545 WILLOUGHBY AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11206","40.69407","-73.94756","3","36","25901","3048818","3017590013","Bedford                                                                    "
"2015-16","K023",,"545 WILLOUGHBY AVENUE CONSOLIDATED LOCATION",,"545 WILLOUGHBY AVENUE","K","14","538","545 WILLOUGHBY AVENUE CONSOLIDATED LOCATION","2","P.S. 023 Carter G. Woodson |Brooklyn Charter School |545 WILLOUGHBY AVENUE CONSOLIDATED LOCATION","0","1","0","1","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11206","40.69407","-73.94756","3","36","25901","3048818","3017590013","Bedford                                                                    "
"2015-16","K024","15K024","P.S. 024","K024","427 38 STREET","K","15","674",,"1","P.S. 024","0","0","1","0","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11232","40.652701","-74.004743","7","38","84","3346119","3007010001","Sunset Park West                                                           "
"2015-16","K025",,"787 LAFAYETTE AVENUE CONSOLIDATED LOCATION",,"787 LAFAYETTE AVENUE","K","16","233","787 LAFAYETTE AVENUE CONSOLIDATED LOCATION","2","P.S. 025 Eubie Blake School |  Success Academy Charter School - Bed Stuy 3 |  787 LAFAYETTE AVENUE CONSOLIDATED LOCATION","0","0","2","0","0","2C","1-250","0.24","0.71","1.71","0.51","0.32","BROOKLYN ","11221","40.691037","-73.941342","3","36","281","3049858","3017870014","Stuyvesant Heights                                                         "
"2015-16","K026","16K026","P.S. 026 Jesse Owens","K026","1014 LAFAYETTE AVENUE","K","16","208","1014 LAFAYETTE AVENUE CONSOLIDATED LOCATION","3","P.S. 026 Jesse Owens |  Frederick Douglass Academy IV Secondary School |  Madiba Prep Middle School |1014 LAFAYETTE AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11221","40.692126","-73.931731","3","36","291","3393805","3016160001","Stuyvesant Heights                                                         "
"2015-16","K026","16K681","Madiba Prep Middle School","K681","1014 LAFAYETTE AVENUE","K","16","173","1014 LAFAYETTE AVENUE CONSOLIDATED LOCATION","3","P.S. 026 Jesse Owens |  Frederick Douglass Academy IV Secondary School |  Madiba Prep Middle School |1014 LAFAYETTE AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11221","40.692126","-73.931731","3","36","291","3393805","3016160001","Stuyvesant Heights                                                         "
"2015-16","K026",,"1014 LAFAYETTE AVENUE CONSOLIDATED LOCATION",,"1014 LAFAYETTE AVENUE","K","16","458","1014 LAFAYETTE AVENUE CONSOLIDATED LOCATION","3","P.S. 026 Jesse Owens |  Frederick Douglass Academy IV Secondary School |  Madiba Prep Middle School |1014 LAFAYETTE AVENUE CONSOLIDATED LOCATION","0","2","4","0","1","3C","251-500","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11221","40.692126","-73.931731","3","36","291","3393805","3016160001","Stuyvesant Heights                                                         "
"2015-16","K029","15K029","P.S. 029 John M. Harrigan","K029","425 HENRY STREET","K","15","895",,"1","P.S. 029 John M. Harrigan","0","0","0","0","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","BROOKLYN ","11201","40.686951","-73.99806","6","39","45","3255627","3003110001","Carroll Gardens-Columbia Street-Red Hook                                   "
"2015-16","K031","14K031","P.S. 031 Samuel F. Dupont","K031","75 MESEROLE AVENUE","K","14","611",,"1","P.S. 031 Samuel F. Dupont","0","0","0","0","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11222","40.726587","-73.95427","1","33","561","3065299","3025950001","Greenpoint                                                                 "
"2015-16","K032","15K442","M.S. 442 Carroll Gardens School for Innovation","K442","317 HOYT STREET","K","15","217","317 HOYT STREET CONSOLIDATED LOCATION","2","P.S. 032 Samuel Mills Sprole |  M.S. 442 Carroll Gardens School for Innovation |  317 HOYT STREET CONSOLIDATED LOCATION ","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11231","40.680445","-73.991949","6","39","75","3395587","3004370001","Carroll Gardens-Columbia Street-Red Hook                                   "
"2015-16","K032",,"317 HOYT STREET CONSOLIDATED LOCATION",,"317 HOYT STREET","K","15","714","317 HOYT STREET CONSOLIDATED LOCATION","2","P.S. 032 Samuel Mills Sprole |  M.S. 442 Carroll Gardens School for Innovation |  317 HOYT STREET CONSOLIDATED LOCATION ","0","4","4","3","1","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11231","40.680445","-73.991949","6","39","75","3395587","3004370001","Carroll Gardens-Columbia Street-Red Hook                                   "
"2015-16","K033","84K367","SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1(BN)","K367","70 TOMPKINS AVENUE","K","14","477","70 TOMPKINS AVENUE CONSOLIDATED LOCATION","4","Foundations Academy|  The Urban Assembly School for the Urban Environmen|  P.S. 368|  Success Academy Charter School - Bed-Stuy 1|  70 TOMPKINS AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11206","40.697152","-73.946641","3","36","257","3048517","3017430018","Bedford                                                                    "
"2015-16","K033","75K368","P.S. 368","K368","70 TOMPKINS AVENUE","K","14","219","70 TOMPKINS AVENUE CONSOLIDATED LOCATION","4","Foundations Academy|  The Urban Assembly School for the Urban Environmen|  P.S. 368|  Success Academy Charter School - Bed-Stuy 1|  70 TOMPKINS AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11206","40.697152","-73.946641","3","36","257","3048517","3017430018","Bedford                                                                    "
"2015-16","K034","14K034","P.S. 034 Oliver H. Perry","K034","131 NORMAN AVENUE","K","14","481",,"1","P.S. 034 Oliver H. Perry","0","2","0","2","0","3C","251-500","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11222","40.726135","-73.949649","1","33","573","3065733","3026220028","Greenpoint                                                                 "
"2015-16","K035","16K035","M.S. 035 Stephen Decatur","K035","272 MACDONOUGH STREET","K","16","168","272 MACDONOUGH STREET CONSOLIDATED LOCATION","2","Brooklyn Brownstone School |  M.S. 035 Stephen Decatur |  272 MACDONOUGH STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11233","40.681896","-73.935963","3","36","273","3047054","3016740011","Stuyvesant Heights                                                         "
"2015-16","K039","15K039","P.S. 039 Henry Bristow","K039","417 6 AVENUE","K","15","422",,"1","P.S. 039 Henry Bristow","0","0","0","0","0","3C","251-500","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11215","40.668916","-73.983195","6","39","153","3021932","3010000001","Park Slope-Gowanus                                                         "
"2015-16","K040","16K040","P.S. 040 George W. Carver","K040","265 RALPH AVENUE","K","16","296","265 RALPH AVENUE CONSOLIDATED LOCATION","2","P.S. 040 George W. Carver |  Gotham Professional Arts Academy |  265 RALPH AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11233","40.680463","-73.922264","3","41","379","3041214","3015180001","Stuyvesant Heights                                                         "
"2015-16","K040",,"265 RALPH AVENUE CONSOLIDATED LOCATION",,"265 RALPH AVENUE","K","16","493","265 RALPH AVENUE CONSOLIDATED LOCATION","2","P.S. 040 George W. Carver |  Gotham Professional Arts Academy |  265 RALPH AVENUE CONSOLIDATED LOCATION","2","2","1","3","1","3C","251-500","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11233","40.680463","-73.922264","3","41","379","3041214","3015180001","Stuyvesant Heights                                                         "
