FID,id,jaar,soortnaam_opname,soortnaam_uniform,datum,x,y,tijd,substraat,lengte__m_,breedte__m_,oppervlak__m2__1,naam_waterlichaam,deelwaterlichaam,waterlochaam_code,gdb_geomattr_data,shape
biezen_2018.11,1505736,2018,Bolboschoenus maritimus/laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,106779.86,445397.53,14:12:00,Slik,2,1,2,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (106779.8599999994 445397.5300000012)
biezen_2018.12,1505737,2018,Schoenoplectus lacustris,Schoenoplectus lacustris,2018-09-11T00:00:00,106227.78,444773.5,14:21:00,Stortsteen,3,1,3,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (106227.78000000119 444773.5)
biezen_2018.13,1505738,2018,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,106226.76,444763.37,14:23:00,Stortsteen,10,1,3,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (106226.76000000164 444763.37000000104)
biezen_2018.14,1505739,2018,Bolboschoenus maritimus/laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,105249.01,443635,14:29:00,Slik,5,1,4,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (105249.01000000164 443635)
biezen_2018.15,1505740,2018,Bolboschoenus maritimus/laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,105140.86,443565.72,14:30:00,Stortsteen,5,1,3,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (105140.8599999994 443565.7199999988)
biezen_2018.16,1505741,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,104873.33,443478.72,14:32:00,Stortsteen,10,1,8,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (104873.32999999821 443478.7199999988)
biezen_2018.17,1505742,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,103941.83,440849.05,14:42:00,Stortsteen,2,1,2,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (103941.82999999821 440849.05000000075)
biezen_2018.18,1505743,2018,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,103857.97,440832.37,14:43:00,Stortsteen,10,1,10,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (103857.96999999881 440832.37000000104)
biezen_2018.19,1505744,2018,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,103833.23,440834.05,14:45:00,Slik,10,2,15,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (103833.23000000045 440834.05000000075)
biezen_2018.20,1505745,2018,Schoenoplectus lacustris,Schoenoplectus lacustris,2018-09-11T00:00:00,103841.37,440833.59,14:45:00,Slik,2,1,1,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (103841.37000000104 440833.58999999985)
biezen_2018.21,1505746,2018,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,103754.16,440831.39,14:47:00,Slik,10,1,10,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (103754.16000000015 440831.3900000006)
biezen_2018.22,1505747,2018,Schoenoplectus lacustris,Schoenoplectus lacustris,2018-09-11T00:00:00,103742.02,440829.95,14:49:00,Slik,1,1,1,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (103742.01999999955 440829.94999999925)
biezen_2018.23,1505748,2018,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,103573.06,440748.02,14:59:00,Slik,70,3,200,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (103573.05999999866 440748.01999999955)
biezen_2018.24,1505749,2018,Schoenoplectus tabernaemontani,Schoenoplectus tabernaemontani,2018-09-11T00:00:00,103572.82,440738.16,14:59:00,Slik,3,1,2,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (103572.8200000003 440738.16000000015)
biezen_2018.25,1505750,2018,Schoenoplectus lacustris,Schoenoplectus lacustris,2018-09-11T00:00:00,103503.15,440696.58,15:06:00,Zand,20,2,40,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (103503.14999999851 440696.5799999982)
biezen_2018.26,1505751,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,103466.32,440471.77,15:09:00,Slik,15,3,30,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (103466.3200000003 440471.76999999955)
biezen_2018.27,1505752,2018,Bolboschoenus maritimus/laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,103449.24,440376.14,15:10:00,Slik,40,1,40,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (103449.23999999836 440376.1400000006)
biezen_2018.28,1505753,2018,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,103427.38,440310.33,15:11:00,Slik,40,1,30,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (103427.37999999896 440310.3299999982)
biezen_2018.29,1505754,2018,Bolboschoenus maritimus/laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,101897.11,438354.45,15:18:00,Slik,30,1,20,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (101897.1099999994 438354.44999999925)
biezen_2018.30,1505755,2018,Bolboschoenus maritimus/laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,101318.08,437847.5,15:22:00,Stortsteen,10,1,8,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (101318.07999999821 437847.5)
biezen_2018.31,1505756,2018,Schoenoplectus tabernaemontani,Schoenoplectus tabernaemontani,2018-09-11T00:00:00,100948.01,437937.44,15:24:00,Stortsteen,3,1,3,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (100948.01000000164 437937.44000000134)
biezen_2018.32,1505757,2018,Bolboschoenus maritimus/laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,99535.1,437200.21,15:27:00,Stortsteen,3,1,3,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (99535.10000000149 437200.2100000009)
biezen_2018.33,1505758,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,99026.4,436449.7,15:31:00,Stortsteen,8,1,8,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (99026.39999999851 436449.69999999925)
biezen_2018.34,1505759,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,98898.91,436398.2,15:31:00,Stortsteen,3,1,3,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (98898.91000000015 436398.19999999925)
biezen_2018.35,1505760,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,98793.99,436307.75,15:34:00,Slik,60,2,80,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (98793.98999999836 436307.75)
biezen_2018.36,1505761,2018,Bolboschoenus maritimus/laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,98389.7,435978.51,15:37:00,Stortsteen,10,1,8,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (98389.69999999925 435978.51000000164)
biezen_2018.37,1505762,2018,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,100765.94,433942.64,15:48:00,Slik,20,1,20,Nieuwe Maas,Nieuwe Maas,NL94_8,,POINT (100765.94000000134 433942.6400000006)
biezen_2018.38,1505763,2018,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,100756.88,433969.17,15:49:00,Legsteen,5,1,5,Nieuwe Maas,Nieuwe Maas,NL94_8,,POINT (100756.87999999896 433969.1700000018)
biezen_2018.39,1505764,2018,Bolboschoenus maritimus/laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,104869.54,427796.31,16:07:00,Slik,10,1,10,Oude Maas,Dordtsche Kil - Noord,NL94_4,,POINT (104869.5399999991 427796.30999999866)
biezen_2018.40,1505765,2018,Bolboschoenus maritimus/laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,105277.89,426164.98,16:12:00,Legsteen,5,1,5,Oude Maas,Dordtsche Kil - Noord,NL94_4,,POINT (105277.8900000006 426164.98000000045)
biezen_2018.41,1507106,2018,Schoenoplectus lacustris,Schoenoplectus lacustris,2018-09-12T00:00:00,107938.56,426157.29,09:47:00,Zand,2,1,2,Boven- en Beneden Merwede,Beneden Merwede,NL94_3,,POINT (107938.55999999866 426157.2899999991)
biezen_2018.42,1507107,2018,Schoenoplectus lacustris,Schoenoplectus lacustris,2018-09-12T00:00:00,111574.14,425509.47,09:59:00,Stortsteen,15,1,12,Boven- en Beneden Merwede,Beneden Merwede,NL94_3,,POINT (111574.1400000006 425509.4699999988)
biezen_2018.43,1507108,2018,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-12T00:00:00,111460.61,425473.77,10:01:00,Stortsteen,15,1,5,Boven- en Beneden Merwede,Beneden Merwede,NL94_3,,POINT (111460.6099999994 425473.76999999955)
biezen_2018.44,1507109,2018,Schoenoplectus lacustris,Schoenoplectus lacustris,2018-09-12T00:00:00,120843.45,425459.34,10:52:00,Zand,4,2,6,Boven- en Beneden Merwede,Boven Merwede,NL94_3,,POINT (120843.44999999925 425459.33999999985)
biezen_2018.45,1507110,2018,Schoenoplectus lacustris,Schoenoplectus lacustris,2018-09-12T00:00:00,126104.84,426618.45,12:17:00,Riet,1,1,1,Boven- en Beneden Merwede,Boven Merwede,NL94_3,,POINT (126104.83999999985 426618.44999999925)
biezen_2018.46,1507111,2018,Schoenoplectus tabernaemontani,Schoenoplectus tabernaemontani,2018-09-12T00:00:00,117509.89,425952.3,12:58:00,Legsteen,1,1,1,Boven- en Beneden Merwede,Beneden Merwede,NL94_3,,POINT (117509.8900000006 425952.30000000075)
biezen_2018.47,1507112,2018,Schoenoplectus lacustris,Schoenoplectus lacustris,2018-09-12T00:00:00,111118.54,426232.6,13:16:00,Stortsteen,15,2,20,Boven- en Beneden Merwede,Beneden Merwede,NL94_3,,POINT (111118.5399999991 426232.6000000015)
biezen_2018.48,1507113,2018,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-12T00:00:00,109490.8,426388.84,13:22:00,Stortsteen,2,1,2,Boven- en Beneden Merwede,Beneden Merwede,NL94_3,,POINT (109490.80000000075 426388.83999999985)
biezen_2018.49,1507114,2018,Schoenoplectus lacustris,Schoenoplectus lacustris,2018-09-12T00:00:00,109442.06,426387.65,13:29:00,Stortsteen,2,1,2,Boven- en Beneden Merwede,Beneden Merwede,NL94_3,,POINT (109442.05999999866 426387.6499999985)
biezen_2018.50,1507115,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-12T00:00:00,109454.95,426389.07,13:29:00,Stortsteen,1,1,1,Boven- en Beneden Merwede,Beneden Merwede,NL94_3,,POINT (109454.94999999925 426389.0700000003)
biezen_2018.51,1507116,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-12T00:00:00,107658.76,426377.77,13:36:00,Stortsteen,3,1,2,Brabantse Biesbosch,Beneden Merwede,NL94_10,,POINT (107658.76000000164 426377.76999999955)
biezen_2018.52,1507216,2018,Schoenoplectus lacustris,Schoenoplectus lacustris,2018-09-13T00:00:00,102117.35,422680.35,08:58:00,Stortsteen,1,1,1,Oude Maas,Dordtsche Kil - Noord,NL94_4,,POINT (102117.35000000149 422680.3500000015)
biezen_2018.53,1507217,2018,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-13T00:00:00,102526.4,418794.6,09:08:00,Stortsteen,2,1,1,Oude Maas,Dordtsche Kil - Noord,NL94_4,,POINT (102526.39999999851 418794.6000000015)
biezen_2018.54,1507218,2018,Bolboschoenus maritimus/laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-13T00:00:00,90425.54,414421.61,09:46:00,Stortsteen,1,1,1,Haringvliet Oost,Hollands Diep,NL94_1,,POINT (90425.5399999991 414421.6099999994)
biezen_2018.55,1507219,2018,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-13T00:00:00,90321.71,414541.97,09:48:00,Stortsteen,1,1,1,Haringvliet Oost,Hollands Diep,NL94_1,,POINT (90321.7100000009 414541.9699999988)
biezen_2018.56,1507220,2018,Schoenoplectus lacustris,Schoenoplectus lacustris,2018-09-13T00:00:00,89604.14,414591,10:10:00,Riet,2,1,2,Haringvliet Oost,Hollands Diep,NL94_1,,POINT (89604.1400000006 414591)
biezen_2018.57,1507221,2018,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-13T00:00:00,84362.03,417052.66,10:33:00,Stortsteen,2,1,2,Haringvliet Oost,Haringvliet Oost,NL94_1,,POINT (84362.03000000119 417052.66000000015)
biezen_2018.58,1507222,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-13T00:00:00,69793.09,426667.46,11:39:00,Stortsteen,15,1,10,Haringvliet-west,Haringvliet West,NL94_11,,POINT (69793.08999999985 426667.4600000009)
biezen_2018.59,1505686,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,104281.08,433565.56,09:54:00,Stortsteen,5,1,5,Oude Maas,Lek,NL94_4,,POINT (104281.07999999821 433565.55999999866)
biezen_2018.60,1505687,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,104346.96,433552.56,10:04:00,Stortsteen,4,1,4,Oude Maas,Lek,NL94_4,,POINT (104346.9600000009 433552.55999999866)
biezen_2018.61,1505688,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,104387.47,433548.08,10:05:00,Stortsteen,4,1,4,Oude Maas,Lek,NL94_4,,POINT (104387.46999999881 433548.0799999982)
biezen_2018.62,1505689,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,104403.58,433543.95,10:07:00,Stortsteen,3,1,3,Oude Maas,Lek,NL94_4,,POINT (104403.57999999821 433543.94999999925)
biezen_2018.63,1505690,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,104419.9,433539.14,10:08:00,Stortsteen,5,1,5,Oude Maas,Lek,NL94_4,,POINT (104419.89999999851 433539.1400000006)
biezen_2018.64,1505691,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,104484.07,433534.34,10:09:00,Stortsteen,10,1,10,Oude Maas,Lek,NL94_4,,POINT (104484.0700000003 433534.33999999985)
biezen_2018.65,1505692,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,105145.35,433492.53,10:14:00,Stortsteen,20,2,40,Oude Maas,Lek,NL94_4,,POINT (105145.35000000149 433492.5300000012)
biezen_2018.66,1505693,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,109294.88,434413.61,10:31:00,Legsteen,2,1,2,Oude Maas,Lek,NL94_4,,POINT (109294.87999999896 434413.6099999994)
biezen_2018.67,1505694,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,109546.81,434500.75,10:34:00,Zand,2,1,2,Oude Maas,Lek,NL94_4,,POINT (109546.80999999866 434500.75)
biezen_2018.68,1505695,2018,Schoenoplectus tabernaemontani,Schoenoplectus tabernaemontani,2018-09-11T00:00:00,110543.43,435104.71,10:43:00,Stortsteen,3,1,3,Oude Maas,Lek,NL94_4,,POINT (110543.4299999997 435104.7100000009)
biezen_2018.69,1505696,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,111599.56,436344.92,11:06:00,Riet,30,1,30,Oude Maas,Lek,NL94_4,,POINT (111599.55999999866 436344.9200000018)
biezen_2018.70,1505697,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,111440.41,436215.76,11:07:00,Riet,20,1,20,Oude Maas,Lek,NL94_4,,POINT (111440.41000000015 436215.76000000164)
biezen_2018.71,1505698,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,111368,436166.23,11:08:00,Riet,10,1,10,Oude Maas,Lek,NL94_4,,POINT (111368 436166.23000000045)
biezen_2018.72,1505699,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,109664.19,434995.51,11:25:00,Zand,4,1,4,Oude Maas,Lek,NL94_4,,POINT (109664.19000000134 434995.51000000164)
biezen_2018.73,1505700,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,101363.56,434092.54,11:51:00,Slik,20,1,8,Nieuwe Maas,Nieuwe Maas,NL94_8,,POINT (101363.55999999866 434092.5399999991)
biezen_2018.74,1505701,2018,Schoenoplectus tabernaemontani,Schoenoplectus tabernaemontani,2018-09-11T00:00:00,101354.21,434101.16,11:51:00,Slik,3,1,3,Nieuwe Maas,Nieuwe Maas,NL94_8,,POINT (101354.2100000009 434101.16000000015)
biezen_2018.75,1505702,2018,Schoenoplectus tabernaemontani,Schoenoplectus tabernaemontani,2018-09-11T00:00:00,99909.46,435385.41,12:03:00,Slik,5,1,3,Nieuwe Maas,Nieuwe Maas,NL94_8,,POINT (99909.4600000009 435385.41000000015)
biezen_2018.76,1505703,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,98069.43,435741.3,12:10:00,Stortsteen,10,1,5,Nieuwe Maas,Hollandsche IJssel,NL94_8,,POINT (98069.4299999997 435741.30000000075)
biezen_2018.77,1505704,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,98804.53,436118.83,12:13:00,Stortsteen,3,1,1,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (98804.53000000119 436118.8299999982)
biezen_2018.78,1505705,2018,Schoenoplectus lacustris,Schoenoplectus lacustris,2018-09-11T00:00:00,98811.13,436125.3,12:16:00,Stortsteen,2,1,1,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (98811.12999999896 436125.30000000075)
biezen_2018.79,1505706,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,98899.07,436216.98,12:17:00,Stortsteen,8,1,3,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (98899.0700000003 436216.98000000045)
biezen_2018.80,1505707,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,99341.23,436413.95,12:19:00,Legsteen,2,1,2,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (99341.23000000045 436413.94999999925)
biezen_2018.81,1505708,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,99588.01,437064.89,12:22:00,Stortsteen,6,1,6,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (99588.01000000164 437064.8900000006)
biezen_2018.82,1505709,2018,Schoenoplectus tabernaemontani,Schoenoplectus tabernaemontani,2018-09-11T00:00:00,101479.67,437616.93,12:29:00,Stortsteen,13,1,8,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (101479.67000000179 437616.9299999997)
biezen_2018.83,1505710,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,101487.25,437612.45,12:31:00,Stortsteen,2,1,1,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (101487.25 437612.44999999925)
biezen_2018.84,1505711,2018,Schoenoplectus lacustris,Schoenoplectus lacustris,2018-09-11T00:00:00,101477.95,437622.03,12:36:00,Stortsteen,13,1,6,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (101477.94999999925 437622.0300000012)
biezen_2018.85,1505712,2018,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,101498.13,437606.91,12:37:00,Stortsteen,2,2,4,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (101498.12999999896 437606.91000000015)
biezen_2018.86,1505713,2018,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,101921.86,437808.28,12:40:00,Stortsteen,5,1,5,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (101921.8599999994 437808.2800000012)
biezen_2018.87,1505714,2018,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,101973.24,437946.91,12:41:00,Stortsteen,3,1,3,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (101973.23999999836 437946.91000000015)
biezen_2018.88,1505715,2018,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,102805.91,438821.46,12:47:00,Stortsteen,2,1,1,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (102805.91000000015 438821.4600000009)
biezen_2018.89,1505716,2018,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,102855.86,438815.48,12:49:00,Stortsteen,3,1,2,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (102855.8599999994 438815.48000000045)
biezen_2018.90,1505717,2018,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,103358.74,439256.53,12:53:00,Stortsteen,4,1,2,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (103358.73999999836 439256.5300000012)
biezen_2018.91,1505718,2018,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,103758.48,440620.7,12:57:00,Legsteen,2,1,1,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (103758.48000000045 440620.69999999925)
biezen_2018.92,1505719,2018,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,103804.66,440641.65,12:58:00,Legsteen,2,1,2,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (103804.66000000015 440641.6499999985)
biezen_2018.93,1505720,2018,Schoenoplectus tabernaemontani,Schoenoplectus tabernaemontani,2018-09-11T00:00:00,103804.66,440641.65,13:08:00,Riet,5,1,5,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (103804.66000000015 440641.6499999985)
biezen_2018.94,1505721,2018,Bolboschoenus maritimus/laticarpus,Bolboschoenus maritimus/laticarpus,2018-09-11T00:00:00,103804.66,440641.65,13:09:00,Legsteen,5,1,5,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (103804.66000000015 440641.6499999985)
biezen_2018.95,1505722,2018,Schoenoplectus tabernaemontani,Schoenoplectus tabernaemontani,2018-09-11T00:00:00,104271.46,440880.92,13:13:00,Riet,2,1,2,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (104271.4600000009 440880.9200000018)
biezen_2018.96,1505723,2018,Schoenoplectus lacustris,Schoenoplectus lacustris,2018-09-11T00:00:00,103479.82,442035.82,13:22:00,Stortsteen,3,1,3,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (103479.8200000003 442035.8200000003)
biezen_2018.97,1505724,2018,Schoenoplectus lacustris,Schoenoplectus lacustris,2018-09-11T00:00:00,103407.84,442125.47,13:24:00,Stortsteen,3,1,3,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (103407.83999999985 442125.4699999988)
biezen_2018.98,1505725,2018,Schoenoplectus lacustris,Schoenoplectus lacustris,2018-09-11T00:00:00,103353.75,442170.19,13:31:00,Stortsteen,6,2,10,Hollandsche IJssel,Hollandsche IJssel,NL94_7,,POINT (103353.75 442170.19000000134)
biezen_2018.99,1507223,2018,Schoenoplectus tabernaemontani,Schoenoplectus tabernaemontani,2018-09-13T00:00:00,69776.81,426660.77,11:39:00,Stortsteen,1,1,1,Haringvliet-west,Haringvliet West,NL94_11,,POINT (69776.80999999866 426660.76999999955)
biezen_2018.100,1507224,2018,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2018-09-13T00:00:00,68913.16,426595.58,11:43:00,Stortsteen,2,1,2,Haringvliet-west,Haringvliet West,NL94_11,,POINT (68913.16000000015 426595.5799999982)
