WKT,id,external_id,monument_aanwijzingsdatum,in_onderzoek,monumentnummer,monumentnaam,display_naam,heeft_als_grondslag_beperking,monumentstatus
"POINT (4.83727128839454 52.3588363980988)",488c4287-58fb-443f-adcc-e74c46b03cac,488c4287-58fb-443f-adcc-e74c46b03cac,,N,,,Johan Jongkindstraat 7 1,,In procedure Gemeentelijk Monument
"POINT (4.92374017587686 52.3557350959693)",3e97289d-8e04-4625-9139-f38745db1712,3e97289d-8e04-4625-9139-f38745db1712,,N,,,Steve Bikoplein 3 1,,In procedure Gemeentelijk Monument
"POINT (4.91924467788643 52.3547017970546)",3e183986-1915-4fc9-acb9-ffb327327c72,3e183986-1915-4fc9-acb9-ffb327327c72,,N,,Krugerhof,Krugerhof,,In procedure Gemeentelijk Monument
"POINT (4.8999784438262 52.3741543802407)",01a6cb44-7565-476b-bbe8-c7da21b9dd2a,01a6cb44-7565-476b-bbe8-c7da21b9dd2a,,N,"1",,Oudezijds Achterburgwal 19,,Rijksmonument
"POINT (4.89992069413322 52.3740642655792)",7505d7bd-897c-4203-b1ac-fec65b4de402,7505d7bd-897c-4203-b1ac-fec65b4de402,,N,"2",,Oudezijds Achterburgwal 23 O,,Rijksmonument
"POINT (4.89968821599517 52.3738386160817)",c409abc7-f982-4246-b465-b8e6ffc43b88,c409abc7-f982-4246-b465-b8e6ffc43b88,,N,"7",,Oudezijds Achterburgwal 35 A,,Rijksmonument
"POINT (4.89964455868958 52.3738024855153)",5256546e-fb41-4db1-947f-e0e3b025bed3,5256546e-fb41-4db1-947f-e0e3b025bed3,,N,"8",,Oudezijds Achterburgwal 37,,Rijksmonument
"POINT (4.89944095731086 52.3736218929288)",2d0d82b7-5d65-4c71-b314-bda339f107f1,2d0d82b7-5d65-4c71-b314-bda339f107f1,,N,"9",,Oudezijds Achterburgwal 41 A,,Rijksmonument
"POINT (4.89939730041985 52.3735857622702)",2c1dba57-163c-4fc8-9da5-dc71e3030a83,2c1dba57-163c-4fc8-9da5-dc71e3030a83,,N,"10",,Oudezijds Achterburgwal 43 A,,Rijksmonument
"POINT (4.89935364359994 52.3735496315953)",127650c2-ceeb-45e1-8d5b-a8b47d51cae7,127650c2-ceeb-45e1-8d5b-a8b47d51cae7,,N,"11",,Oudezijds Achterburgwal 45 H,,Rijksmonument
"POINT (4.89929530280457 52.3735134403985)",a690cc25-5b8c-4cce-8751-1fb7304622dc,a690cc25-5b8c-4cce-8751-1fb7304622dc,,N,"12",,Oudezijds Achterburgwal 47,,Rijksmonument
"POINT (4.89925164613891 52.3734773096856)",40fa0d80-3673-4d41-aca5-d9bf73322efb,40fa0d80-3673-4d41-aca5-d9bf73322efb,,N,"13",,Oudezijds Achterburgwal 49 C,,Rijksmonument
"POINT (4.89922257469268 52.3734502267693)",03f3540d-7431-450b-8066-a6b63601f246,03f3540d-7431-450b-8066-a6b63601f246,,N,"14",,Oudezijds Achterburgwal 51 A,,Rijksmonument
"POINT (4.89917901703131 52.3734051087329)",b278337e-6f64-4fb6-89ad-a668bb2ae73f,b278337e-6f64-4fb6-89ad-a668bb2ae73f,,N,"15",,Oudezijds Achterburgwal 53,,Rijksmonument
"POINT (4.89909190197419 52.3733148726112)",484672b5-0960-4ed6-9117-724c51fe99fa,484672b5-0960-4ed6-9117-724c51fe99fa,,N,"16",,Oudezijds Achterburgwal 57 A,,Rijksmonument
"POINT (4.89900528185886 52.3731796999415)",c5bccf00-8573-4466-bfba-8e74e58a5ecb,c5bccf00-8573-4466-bfba-8e74e58a5ecb,,N,"17",,Oudezijds Achterburgwal 61 H,,Rijksmonument
"POINT (4.89891737611714 52.3731613620615)",6b41383d-5c14-4e77-9659-6f6aacf4150b,6b41383d-5c14-4e77-9659-6f6aacf4150b,,N,"18",,Oudezijds Achterburgwal 63,,Rijksmonument
"POINT (4.89885913513523 52.3731161833514)",0037078e-b859-4855-b0e3-c31648cd4491,0037078e-b859-4855-b0e3-c31648cd4491,,N,"19",,Oudezijds Achterburgwal 65 H,,Rijksmonument
"POINT (4.89881557817112 52.3730710651791)",98a53c43-56c4-4890-a16d-f1f429964a20,98a53c43-56c4-4890-a16d-f1f429964a20,,N,"20",,Oudezijds Achterburgwal 67 A,,Rijksmonument
"POINT (4.89871368166344 52.3729897555047)",44283db6-454a-46ef-b285-1c7b2370ffc1,44283db6-454a-46ef-b285-1c7b2370ffc1,,N,"21",,Oudezijds Achterburgwal 69 A,,Rijksmonument
"POINT (4.89869929472799 52.3729627330354)",1e18b142-32a1-4c7f-bc9e-d37aa632cead,1e18b142-32a1-4c7f-bc9e-d37aa632cead,,N,"22",,Oudezijds Achterburgwal 69 A,,Rijksmonument
"POINT (4.89867032294049 52.3729266626847)",5f943c58-8f41-4d5c-b9c5-3be2cbb5d266,5f943c58-8f41-4d5c-b9c5-3be2cbb5d266,,N,"23",,Betreden via Oudezijds Achterburgwal 75,,Rijksmonument
"POINT (4.8985538422145 52.3728363049895)",206c26e6-1fd5-44a3-a01f-8e93fbbbc07b,206c26e6-1fd5-44a3-a01f-8e93fbbbc07b,,N,"26",,Oudezijds Achterburgwal 79 A,,Rijksmonument
"POINT (4.89852536569551 52.3727552981185)",cc9e163c-8ee2-4897-aa5d-b52916ce2425,cc9e163c-8ee2-4897-aa5d-b52916ce2425,,N,"27",,Oudezijds Achterburgwal 81 B,,Rijksmonument
"POINT (4.89839410291062 52.3726738669583)",e477b5b4-2e96-4c3d-89f6-15aff3bc06bd,e477b5b4-2e96-4c3d-89f6-15aff3bc06bd,,N,"28",,Oudezijds Achterburgwal 85 A,,Rijksmonument
"POINT (4.89837961722923 52.3726558317457)",26c48fa8-8962-41a4-b790-bac373eafec0,26c48fa8-8962-41a4-b790-bac373eafec0,,N,"29",,Oudezijds Achterburgwal 87,,Rijksmonument
"POINT (4.89833586310137 52.3726286879877)",425a8d43-9e7b-4ba8-819a-d4170b1aec54,425a8d43-9e7b-4ba8-819a-d4170b1aec54,,N,"30",,Oudezijds Achterburgwal 89 A,,Rijksmonument
"POINT (4.89830689182716 52.3725926175462)",2170862d-8571-4be0-9b00-9a1af431eaed,2170862d-8571-4be0-9b00-9a1af431eaed,,N,"31",,Oudezijds Achterburgwal 91 A,,Rijksmonument
"POINT (4.8982195819883 52.3725203553659)",c38a7a39-0618-4bd7-aceb-57c9c7549e60,c38a7a39-0618-4bd7-aceb-57c9c7549e60,,N,"32",,Oudezijds Achterburgwal 93,,Rijksmonument
"POINT (4.89816134255825 52.3724751763085)",a34bd471-4218-4b39-a314-162e6dfe9636,a34bd471-4218-4b39-a314-162e6dfe9636,,N,"33",,Oudezijds Achterburgwal 95 H,,Rijksmonument
"POINT (4.89811788602757 52.3724210705783)",0774af64-8089-465b-93e7-12343cb01b0e,0774af64-8089-465b-93e7-12343cb01b0e,,N,"34",Huis de Vergulde Ketel,Huis de Vergulde Ketel,,Rijksmonument
"POINT (4.89795775330523 52.3722945811372)",25d00a00-ee26-4901-bd88-b2b67c70c8ef,25d00a00-ee26-4901-bd88-b2b67c70c8ef,,N,"35",,Oudezijds Achterburgwal 119 A,,Rijksmonument
"POINT (4.89789951443814 52.3722494019497)",c4d08f8f-536c-480e-a528-8babdbf91a24,c4d08f8f-536c-480e-a528-8babdbf91a24,,N,"36",,Oudezijds Achterburgwal 119 B,,Rijksmonument
"POINT (4.89784157314095 52.3721772608418)",6437d020-4f58-421c-9647-b2bc5519c465,6437d020-4f58-421c-9647-b2bc5519c465,,N,"37",,Oudezijds Achterburgwal 121 B,,Rijksmonument
"POINT (4.89781260256294 52.3721411902769)",40e25c92-5ce5-4db0-abe9-3e815dba1091,40e25c92-5ce5-4db0-abe9-3e815dba1091,,N,"38",,Oudezijds Achterburgwal 123 A,,Rijksmonument
"POINT (4.89755087739594 52.3719064278387)",62cb38fd-8aa8-4654-b683-e97fb4379e7e,62cb38fd-8aa8-4654-b683-e97fb4379e7e,,N,"39",,Oudezijds Achterburgwal 133,,Rijksmonument
"POINT (4.89752190723084 52.3718703572012)",1e2fe29a-8199-4fd3-9bd6-6eee2e005fce,1e2fe29a-8199-4fd3-9bd6-6eee2e005fce,,N,"40",,Oudezijds Achterburgwal 135,,Rijksmonument
"POINT (4.89838952126815 52.3717571019769)",b6287310-3511-4d26-8ea4-3b25a5f7f346,b6287310-3511-4d26-8ea4-3b25a5f7f346,,N,"417",,Bethaniënstraat 27,,Rijksmonument
"POINT (4.89744908510893 52.3718161297652)",e6f0c043-b55c-43b9-a233-915342a75d1e,e6f0c043-b55c-43b9-a233-915342a75d1e,,N,"41",,Oudezijds Achterburgwal 137 A,,Rijksmonument
"POINT (4.89737646165188 52.3717439276891)",dfb1abb2-3423-43e5-97ca-482390c5ef56,dfb1abb2-3423-43e5-97ca-482390c5ef56,,N,"42",,Oudezijds Achterburgwal 139 A,,Rijksmonument
"POINT (4.89727467009247 52.3716536294636)",744ac4b2-eb99-421e-a67e-cd6c2a44f66d,744ac4b2-eb99-421e-a67e-cd6c2a44f66d,,N,"43",,Oudezijds Achterburgwal 143 A,,Rijksmonument
"POINT (4.89723131471888 52.3715905361036)",fdbd19d9-2c6e-4952-983f-edd53de1f16a,fdbd19d9-2c6e-4952-983f-edd53de1f16a,,N,"44",,Oudezijds Achterburgwal 147 H,,Rijksmonument
"POINT (4.89718776090647 52.3715454173223)",ac13f071-0b9f-4e8e-ae18-24a01b3683a0,ac13f071-0b9f-4e8e-ae18-24a01b3683a0,,N,"45",,Oudezijds Achterburgwal 149 HA,,Rijksmonument
"POINT (4.89695540918383 52.3713107750781)",61724942-3e1a-45a0-8101-39b2d3da9eeb,61724942-3e1a-45a0-8101-39b2d3da9eeb,,N,"46",,Oudezijds Achterburgwal 151 H,,Rijksmonument
"POINT (4.89690702117911 52.3712779493348)",3b1d118f-4e13-4de3-87f5-1ff3e333e165,3b1d118f-4e13-4de3-87f5-1ff3e333e165,,N,"47",,Oudezijds Achterburgwal 153 H,,Rijksmonument
"POINT (4.89688288669841 52.3712295853959)",1475a813-23a1-424c-947e-c11f93ac8988,1475a813-23a1-424c-947e-c11f93ac8988,,N,"48",,Oudezijds Achterburgwal 155 H,,Rijksmonument
"POINT (4.89705968196973 52.3711763911347)",a45599bd-e8f1-4ab9-89fe-c082446e0521,a45599bd-e8f1-4ab9-89fe-c082446e0521,,N,"49",,Walenpleintje 157,,Rijksmonument
"POINT (4.897119308689 52.3710957485675)",7b50a4a9-ab66-4e00-98cd-6b0300b53262,7b50a4a9-ab66-4e00-98cd-6b0300b53262,,N,"50",Oude Walenkerk,Oude Walenkerk,,Rijksmonument
"POINT (4.89698785475363 52.3710322904266)",5104d7db-8af1-42b4-9b03-6b48487c5cc0,5104d7db-8af1-42b4-9b03-6b48487c5cc0,,N,"51",,Walenpleintje 161,,Rijksmonument
"POINT (4.89694360643329 52.3710500826396)",01ec27a1-6f3b-47c5-a1ac-47907d6b5807,01ec27a1-6f3b-47c5-a1ac-47907d6b5807,,N,"52",,Walenpleintje 163,,Rijksmonument
"POINT (4.90137022500177 52.361047025371)",191774ce-7016-4043-8d51-bbcd9f3c6820,191774ce-7016-4043-8d51-bbcd9f3c6820,,N,"144",Pakhuis December,Pakhuis December,,Rijksmonument
"POINT (4.89686999161266 52.3710677532268)",a1baa000-3204-4be9-904d-1ce81082e0e0,a1baa000-3204-4be9-904d-1ce81082e0e0,,N,"53",,Walenpleintje 165,,Rijksmonument
"POINT (4.89673744503959 52.3711031550872)",960decee-cb9d-4cdd-8a5c-38417ba570ae,960decee-cb9d-4cdd-8a5c-38417ba570ae,,N,"54",,Walenpleintje 167,,Rijksmonument
"POINT (4.89670847605944 52.3710670842462)",9bee938c-7531-4913-bb26-ef19ac6a6ed0,9bee938c-7531-4913-bb26-ef19ac6a6ed0,,N,"55",,Oudezijds Achterburgwal 169 A,,Rijksmonument
"POINT (4.89667960650885 52.3710220260999)",612615f5-79e8-496c-a28e-10dc99a384d3,612615f5-79e8-496c-a28e-10dc99a384d3,,N,"56",,Oudezijds Achterburgwal 171 A,,Rijksmonument
"POINT (4.89665083640498 52.3709679806482)",8b5909b8-7b32-47cb-8f5b-8b16eeeea5f9,8b5909b8-7b32-47cb-8f5b-8b16eeeea5f9,,N,"57",,Oudezijds Achterburgwal 173 B,,Rijksmonument
"POINT (4.89659260060935 52.3709228008093)",d9c89802-24c4-4f63-8fe8-d49bf6625ed0,d9c89802-24c4-4f63-8fe8-d49bf6625ed0,,N,"58",,Oudezijds Achterburgwal 175 H,,Rijksmonument
"POINT (4.89636045418353 52.3706701827786)",753dde67-5dc5-486c-ad80-8f3f6d4b536d,753dde67-5dc5-486c-ad80-8f3f6d4b536d,1970-03-26,N,"59",Spinhuis,Spinhuis,,Rijksmonument
"POINT (4.89620102913455 52.3704807798406)",a0625529-5b95-4dc8-9aee-da3b15a979a6,a0625529-5b95-4dc8-9aee-da3b15a979a6,,N,"60",,Oudezijds Achterburgwal 187,,Rijksmonument
"POINT (4.89614279443609 52.3704355997773)",978bad79-f980-4e19-be94-fb5625d6e84b,978bad79-f980-4e19-be94-fb5625d6e84b,,N,"61",,Oudezijds Achterburgwal 189,,Rijksmonument
"POINT (4.89611372687903 52.3704085160855)",88e7b06a-8080-455b-b94a-84236a40449c,88e7b06a-8080-455b-b94a-84236a40449c,,N,"62",,Oudezijds Achterburgwal 191 A,,Rijksmonument
"POINT (4.89609934236119 52.3703814932891)",597cec8a-d76d-4b88-b71e-8fa56f22e9dc,597cec8a-d76d-4b88-b71e-8fa56f22e9dc,,N,"63",,Oudezijds Achterburgwal 193,,Rijksmonument
"POINT (4.89609964085565 52.3703545313935)",c42d98fd-8bd5-46c7-9a41-28f7499fd12f,c42d98fd-8bd5-46c7-9a41-28f7499fd12f,,N,"64",,Oudezijds Achterburgwal 195 B,,Rijksmonument
"POINT (4.89586740066093 52.3701108996729)",52a8302f-b25d-48a0-acea-facdcbfe35d8,52a8302f-b25d-48a0-acea-facdcbfe35d8,,N,"65",,Rusland 2 A,,Rijksmonument
"POINT (4.89579448388872 52.3700656585046)",c36972a0-bd66-4d53-a70e-b02a87de0b39,c36972a0-bd66-4d53-a70e-b02a87de0b39,,N,"66",,Oudezijds Achterburgwal 203 A,,Rijksmonument
"POINT (4.89576561591612 52.3700206001282)",1ec4f9b8-3139-4467-b679-b9eed5c83e48,1ec4f9b8-3139-4467-b679-b9eed5c83e48,,N,"67",,Oudezijds Achterburgwal 205 1,,Rijksmonument
"POINT (4.89551939379659 52.3697139956744)",89bd9458-1920-42b0-9e31-e230b49c9bce,89bd9458-1920-42b0-9e31-e230b49c9bce,,N,"68",,Betreden via Oudezijds Achterburgwal 217,,Rijksmonument
"POINT (4.89547564431962 52.3696868508487)",d2cf1af0-45cf-4675-b9ce-dd0fa3703c01,d2cf1af0-45cf-4675-b9ce-dd0fa3703c01,,N,"69",,Betreden via Oudezijds Achterburgwal 217,,Rijksmonument
"POINT (4.89544657765983 52.3696597669901)",5f0bf564-e644-4ef4-bea0-a47e46ef1ca2,5f0bf564-e644-4ef4-bea0-a47e46ef1ca2,,N,"70",,Oudezijds Achterburgwal 217,,Rijksmonument
"POINT (4.8954030275552 52.3696146475391)",051f6986-e22f-47de-aa35-f7c597867481,051f6986-e22f-47de-aa35-f7c597867481,,N,"71",,Betreden via Oudezijds Achterburgwal 217,,Rijksmonument
"POINT (4.89537406062988 52.3695785763633)",27b0bc57-fcd3-4ea7-a0f6-6fe75c6f2e45,27b0bc57-fcd3-4ea7-a0f6-6fe75c6f2e45,,N,"72",,Betreden via Oudezijds Achterburgwal 217,,Rijksmonument
"POINT (4.89534509375161 52.3695425051801)",9f45ee38-d645-4350-880d-f5f9584d228a,9f45ee38-d645-4350-880d-f5f9584d228a,,N,"73",,Betreden via Oudezijds Achterburgwal 217,,Rijksmonument
"POINT (4.89528735945644 52.3694523881932)",ef55d1ab-bb4c-438b-8d41-af92f3d6cb24,ef55d1ab-bb4c-438b-8d41-af92f3d6cb24,,N,"74",,Oudemanhuispoort 1 A,,Rijksmonument
"POINT (4.89521494273067 52.3693622101668)",927b5a37-92a4-440a-8129-c389c4f4adc2,927b5a37-92a4-440a-8129-c389c4f4adc2,,N,"75",,Oudezijds Achterburgwal 229,,Rijksmonument
"POINT (4.89515671050354 52.3693170296112)",ac84839d-a563-4037-acfe-f48b0308edb4,ac84839d-a563-4037-acfe-f48b0308edb4,,N,"76",,Oudezijds Achterburgwal 231,,Rijksmonument
"POINT (4.90038072536864 52.3749649279439)",68922024-2f58-4657-8251-3e3ec6206b8d,68922024-2f58-4657-8251-3e3ec6206b8d,,N,"78",,Oudezijds Achterburgwal 8 A,,Rijksmonument
"POINT (4.90025034067127 52.3748026132113)",4323bdfd-1178-4ed2-9c50-46fa2111419d,4323bdfd-1178-4ed2-9c50-46fa2111419d,,N,"79",,Oudezijds Achterburgwal 14 A,,Rijksmonument
"POINT (4.89991555988038 52.3745316049471)",e5f6a39e-5373-4246-9725-711a53230ee9,e5f6a39e-5373-4246-9725-711a53230ee9,,N,"80",,Korte Niezel 6 1,,Rijksmonument
"POINT (4.89977059259145 52.3743602419492)",d252ad5b-6a3e-44b0-999d-5e53d8a7b0ad,d252ad5b-6a3e-44b0-999d-5e53d8a7b0ad,,N,"81",,Oudezijds Achterburgwal 36 B,,Rijksmonument
"POINT (4.89972693470645 52.3743241114164)",615698b0-f663-4359-b36f-0bf7b1334312,615698b0-f663-4359-b36f-0bf7b1334312,,N,"82",,Oudezijds Achterburgwal 38 A,,Rijksmonument
"POINT (4.91243735528792 52.3694684723596)",40c691e0-fe78-4567-b6d7-d1904e454c06,40c691e0-fe78-4567-b6d7-d1904e454c06,,N,"1040",,Entrepotdok 13,,Rijksmonument
"POINT (4.89971264550008 52.374288101781)",86e5d759-4b64-436a-aec3-2d4b3bfdbbff,86e5d759-4b64-436a-aec3-2d4b3bfdbbff,,N,"83",,Oudezijds Achterburgwal 40 A,,Rijksmonument
"POINT (4.89955260030559 52.3741526272361)",dfac2abd-6142-4ee4-a7fa-8b462feb6f2c,dfac2abd-6142-4ee4-a7fa-8b462feb6f2c,,N,"84",Huis de Gecroonde Raep,Huis de Gecroonde Raep,,Rijksmonument
"POINT (4.89933421464736 52.3739809612972)",06b40da9-0ceb-4bcb-9415-df22cfec3e8a,06b40da9-0ceb-4bcb-9415-df22cfec3e8a,,N,"85",,Oudezijds Achterburgwal 50 A,,Rijksmonument
"POINT (4.89929055749089 52.3739448306015)",31416fc6-5b87-45f0-886c-472c6ce74b37,31416fc6-5b87-45f0-886c-472c6ce74b37,,N,"86",,Oudezijds Achterburgwal 52 H,,Rijksmonument
"POINT (4.89923231510171 52.3738996520804)",31badeac-2f9d-4462-b534-c31fd86e6bcf,31badeac-2f9d-4462-b534-c31fd86e6bcf,,N,"87",,Oudezijds Achterburgwal 54,,Rijksmonument
"POINT (4.89901472326463 52.3736560871797)",c25145e3-88b8-4474-b954-8e1af30b4776,c25145e3-88b8-4474-b954-8e1af30b4776,,N,"88",,Oudezijds Achterburgwal 60 H,,Rijksmonument
"POINT (4.8989416985255 52.3736198352673)",7e3f2f00-a6eb-44ef-a325-c93d0a3a58f3,7e3f2f00-a6eb-44ef-a325-c93d0a3a58f3,,N,"89",,Oudezijds Achterburgwal 62 1,,Rijksmonument
"POINT (4.89885428668438 52.3735565608622)",74a8b094-d6a3-44d3-92aa-4adde3d7163c,74a8b094-d6a3-44d3-92aa-4adde3d7163c,,N,"90",,Oudezijds Achterburgwal 66 H,,Rijksmonument
"POINT (4.89881063033627 52.3735204299874)",9767abcc-622c-4304-bb5e-976d1a8e960e,9767abcc-622c-4304-bb5e-976d1a8e960e,,N,"91",,Oudezijds Achterburgwal 66 A,,Rijksmonument
"POINT (4.89876697405926 52.3734842990964)",ef85b5c4-db2d-4f28-b385-c3321a56ff13,ef85b5c4-db2d-4f28-b385-c3321a56ff13,,N,"92",,Oudezijds Achterburgwal 68 A,,Rijksmonument
"POINT (4.89870873280776 52.3734391203149)",6b0a59a4-c0f2-40a1-8ea2-baa368d12ef4,6b0a59a4-c0f2-40a1-8ea2-baa368d12ef4,,N,"93",,Oudezijds Achterburgwal 70 A,,Rijksmonument
"POINT (4.89863610464764 52.3733669190296)",50298b57-15ea-4691-8d52-86854da9e568,50298b57-15ea-4691-8d52-86854da9e568,,N,"94",,Oudezijds Achterburgwal 74 A,,Rijksmonument
"POINT (4.89859254766528 52.3733218007776)",cfdf8d71-a02f-4afb-9fb8-fb141f4494b0,cfdf8d71-a02f-4afb-9fb8-fb141f4494b0,,N,"95",,Oudezijds Achterburgwal 76,,Rijksmonument
"POINT (4.89853430680468 52.3732766219092)",50b12deb-dc1c-4042-83d2-cc1c99373621,50b12deb-dc1c-4042-83d2-cc1c99373621,,N,"96",,Oudezijds Achterburgwal 78 H,,Rijksmonument
"POINT (4.89849094805802 52.3732135290272)",943128d7-a45c-4be9-979a-bf917ab74614,943128d7-a45c-4be9-979a-bf917ab74614,,N,"97",,Oudezijds Achterburgwal 78 A,,Rijksmonument
"POINT (4.89840333958159 52.3731682288778)",20e58073-ba8a-40ca-8312-295d55d3434f,20e58073-ba8a-40ca-8312-295d55d3434f,,N,"98",,Oudezijds Achterburgwal 80 A,,Rijksmonument
"POINT (4.89835978303086 52.3731231105388)",7cff5d0f-05c0-4664-a6eb-212d55f097e7,7cff5d0f-05c0-4664-a6eb-212d55f097e7,,N,"99",,Oudezijds Achterburgwal 82 A,,Rijksmonument
"POINT (4.89817077477196 52.3729515636707)",cb3c28a4-4626-4bbd-b324-31dc11ecef11,cb3c28a4-4626-4bbd-b324-31dc11ecef11,,N,"100",,Oudezijds Achterburgwal 86,,Rijksmonument
"POINT (4.89799645177564 52.3727800771648)",a5e45c5e-3328-416f-bb77-f0a12f81c893,a5e45c5e-3328-416f-bb77-f0a12f81c893,,N,"102",,Oudezijds Achterburgwal 100,,Rijksmonument
"POINT (4.89795279688995 52.3727439459698)",74c39130-a187-4f6e-967c-0720d9ef4088,74c39130-a187-4f6e-967c-0720d9ef4088,,N,"103",,Oudezijds Achterburgwal 102 A,,Rijksmonument
"POINT (4.89787997280909 52.3726897188061)",e05bf807-e646-4b94-9450-b6c8ee8d54cd,e05bf807-e646-4b94-9450-b6c8ee8d54cd,,N,"104",,Oudezijds Achterburgwal 104,,Rijksmonument
"POINT (4.89770565196486 52.3725182318655)",f801e2af-d378-49f5-a8ee-71c84592c15d,f801e2af-d378-49f5-a8ee-71c84592c15d,,N,"105",,Oudezijds Achterburgwal 112 H,,Rijksmonument
"POINT (4.89766219594873 52.3724641259691)",7ab1f6af-2b51-4c10-b2fc-7e7c3791ce1f,7ab1f6af-2b51-4c10-b2fc-7e7c3791ce1f,,N,"106",,Oudezijds Achterburgwal 114,,Rijksmonument
"POINT (4.89758947188439 52.3724009113281)",cc95d927-4041-401a-b91c-b9033718cdbc,cc95d927-4041-401a-b91c-b9033718cdbc,,N,"107",,Oudezijds Achterburgwal 116 A,,Rijksmonument
