FID,arc_length,id,filenaam,links,rechts,vliegdatum,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_wschelde_2011.17,24199.19921875,17,ruw019_1,348,-348.6,2011-08-02T00:00:00,,,"LINESTRING (46349.33999999985 374137.1559999995, 24622.170000001788 384792.188000001)"
vlieglijnen_wschelde_2011.18,23943,18,ruw020_1,329.9,-339.2,2011-08-02T00:00:00,,,"LINESTRING (46080.039000000805 373676.4690000005, 24608.800999999046 384271.3440000005)"
vlieglijnen_wschelde_2011.19,24154.90039063,19,ruw021_1,351.3,-357.4,2011-08-02T00:00:00,,,"LINESTRING (45804.48000000045 373236.5309999995, 24163.820000000298 383966.813000001)"
vlieglijnen_wschelde_2011.20,24010.90039063,20,ruw022_1,354.4,-369.4,2011-08-02T00:00:00,,,"LINESTRING (45583.35200000182 372821.75, 24041.480000000447 383426.936999999)"
vlieglijnen_wschelde_2011.21,23911.5,21,ruw023_1,336.2,-377.5,2011-08-02T00:00:00,,,"LINESTRING (45317.69099999964 372385.188000001, 23870.35000000149 382957.2809999995)"
vlieglijnen_wschelde_2011.22,21190,22,ruw024_1,348,-402.5,2011-08-02T00:00:00,,,"LINESTRING (43291.55900000036 372868.4059999995, 24238.769999999553 382142.4690000005)"
vlieglijnen_wschelde_2011.23,21228.19921875,23,ruw025_1,366.9,-608.8,2011-08-02T00:00:00,,,"LINESTRING (42922.1409999989 372492.125, 23856.278999999166 381826.5309999995)"
vlieglijnen_wschelde_2011.24,17525,24,ruw026_1,480.9,-333.3,2011-08-15T00:00:00,,,"LINESTRING (53780.32800000161 386649.5309999995, 44549.98000000045 371752.375)"
vlieglijnen_wschelde_2011.25,17088.40039063,25,ruw027_1,516.6,-321.5,2011-08-15T00:00:00,,,"LINESTRING (54163.89799999818 386294.125, 45134.3909999989 371786.186999999)"
vlieglijnen_wschelde_2011.26,17794.30078125,26,ruw028_1,331.2,-570.6,2011-08-15T00:00:00,,,"LINESTRING (46020.21900000051 372226.5940000005, 55370.23800000176 387366.375)"
vlieglijnen_wschelde_2011.27,17555.5,27,ruw029_1,536.2,-299.7,2011-08-15T00:00:00,,,"LINESTRING (55839.73800000176 387123.25, 46552.5700000003 372225.4690000005)"
vlieglijnen_wschelde_2011.28,18164.5,28,ruw030_1,322.8,-478.3,2011-08-15T00:00:00,,,"LINESTRING (47253.25 372339.1559999995, 56839.6409999989 387768.0309999995)"
vlieglijnen_wschelde_2011.29,18476.09960938,29,ruw031_1,521.9,-329.3,2011-08-15T00:00:00,,,"LINESTRING (57412.08999999985 387703.6559999995, 47643.23800000176 372021.3440000005)"
vlieglijnen_wschelde_2011.30,18297.59960938,30,ruw032_1,347.7,-578.1,2011-08-15T00:00:00,,,"LINESTRING (48198 371893.4690000005, 57815.03099999949 387459.936999999)"
vlieglijnen_wschelde_2011.31,17755.59960938,31,ruw033_1,495.4,-319.9,2011-08-15T00:00:00,,,"LINESTRING (58164.699000000954 387066.9059999995, 48801.66000000015 371980.686999999)"
vlieglijnen_wschelde_2011.32,15692.29980469,32,ruw034_1,438.7,-319.4,2011-08-15T00:00:00,,,"LINESTRING (58537.23800000176 386741.7190000005, 50271.39799999818 373402.875)"
vlieglijnen_wschelde_2011.33,14374.40039063,33,ruw035_1,534.9,-314.6,2011-08-15T00:00:00,,,"LINESTRING (58770.53099999949 386138.0309999995, 51182.80900000036 373929.4059999995)"
vlieglijnen_wschelde_2011.34,14274.70019531,34,ruw036_1,346.5,-445.4,2011-08-15T00:00:00,,,"LINESTRING (52297.6799999997 374714.625, 59817.01199999824 386848.311999999)"
vlieglijnen_wschelde_2011.35,13756.29980469,35,ruw037_1,514.2,-331.4,2011-08-15T00:00:00,,,"LINESTRING (60146.85200000182 386422.875, 52880.91000000015 374742.0309999995)"
vlieglijnen_wschelde_2011.36,13081.90039063,36,ruw038_1,351.6,-505,2011-08-15T00:00:00,,,"LINESTRING (53702.16000000015 375061.6559999995, 60569.8909999989 386195.8440000005)"
vlieglijnen_wschelde_2011.37,11711,37,ruw039_1,472.4,-328.7,2011-08-15T00:00:00,,,"LINESTRING (60414.91000000015 384988.75, 54229.5700000003 375044.4690000005)"
vlieglijnen_wschelde_2011.38,12126.59960938,38,ruw040_1,330.9,-559.7,2011-08-15T00:00:00,,,"LINESTRING (61193.85200000182 385277.0309999995, 54769.51199999824 374991.938000001)"
vlieglijnen_wschelde_2011.39,5491.97998047,39,ruw041_1,409.7,-369.4,2011-08-01T00:00:00,,,"LINESTRING (75957.4059999995 378340.5309999995, 71306.36699999869 381261.0940000005)"
vlieglijnen_wschelde_2011.40,6722.85009766,40,ruw042_1,401.7,-496,2011-08-01T00:00:00,,,"LINESTRING (76574.0700000003 377397.5, 70892.75 380991.8440000005)"
vlieglijnen_wschelde_2011.41,7745.20019531,41,ruw043_1,354.8,-547.3,2011-08-01T00:00:00,,,"LINESTRING (76554.6090000011 376847.186999999, 69964.5 380916.4059999995)"
vlieglijnen_wschelde_2011.42,8188.35986328,42,ruw044_1,358.5,-580.4,2011-08-01T00:00:00,,,"LINESTRING (76492.67199999839 376274.936999999, 69550.0390000008 380616.5)"
vlieglijnen_wschelde_2011.43,8833.33984375,43,ruw045_1,338.7,-510.8,2011-08-01T00:00:00,,,"LINESTRING (76456.13300000131 375709.125, 68951.8200000003 380368.875)"
vlieglijnen_wschelde_2011.44,9460.29003906,44,ruw046_1,357.1,-367.2,2011-08-01T00:00:00,,,"LINESTRING (77001.2809999995 374776.3440000005, 68955.5 379752.5309999995)"
vlieglijnen_wschelde_2011.45,7403.95019531,45,ruw046_2,495.5,-461.1,2011-08-02T00:00:00,,,"LINESTRING (75290.27299999818 376108.0309999995, 68975.1409999989 379972.936999999)"
vlieglijnen_wschelde_2011.46,21115.5,46,ruw047_1,621.8,-368.3,2011-08-02T00:00:00,,,"LINESTRING (78179.1409999989 373464.313000001, 60242.699000000954 384606.5)"
vlieglijnen_wschelde_2011.47,6907.31005859,47,ruw047_2,492.8,-421.8,2011-08-02T00:00:00,,,"LINESTRING (78551.14799999818 373495.9690000005, 72681.6409999989 377137.375)"
vlieglijnen_wschelde_2011.48,22271.09960938,48,ruw048_1,364.1,-359.6,2011-08-02T00:00:00,,,"LINESTRING (78914.6559999995 372368.313000001, 60034.32800000161 384180.7190000005)"
vlieglijnen_wschelde_2011.49,22578.19921875,49,ruw049_1,354.8,-582.4,2011-08-02T00:00:00,,,"LINESTRING (78910.85200000182 371797.936999999, 59755.5 383749.7809999995)"
vlieglijnen_wschelde_2011.50,22557.90039063,50,ruw050_1,502,-383.7,2011-08-19T00:00:00,,,"LINESTRING (78631.39799999818 371351.2190000005, 59525.51999999955 383343.938000001)"
vlieglijnen_wschelde_2011.51,22883.30078125,51,ruw051_1,320.6,-330.5,2011-08-19T00:00:00,,,"LINESTRING (78653.64799999818 370782.2809999995, 59234.32800000161 382887.438000001)"
vlieglijnen_wschelde_2011.52,22148.59960938,52,ruw052_1,318.3,-624.7,2011-08-19T00:00:00,,,"LINESTRING (77770.86699999869 370754.311999999, 58961.210999999195 382448.563000001)"
vlieglijnen_wschelde_2011.53,17335.30078125,53,ruw053_1,318.4,-326.4,2011-08-19T00:00:00,,,"LINESTRING (73433.1090000011 372869, 58705.23000000045 382012.375)"
vlieglijnen_wschelde_2011.54,17111.5,54,ruw054_1,524.6,-364.7,2011-08-01T00:00:00,,,"LINESTRING (72998.1090000011 372526.061999999, 58464.960999999195 381558.875)"
vlieglijnen_wschelde_2011.55,17211.09960938,55,ruw055_1,346.6,-350.5,2011-08-01T00:00:00,,,"LINESTRING (72840.5700000003 372050.4690000005, 58234.9299999997 381155.3440000005)"
vlieglijnen_wschelde_2011.56,17185.30078125,56,ruw056_1,354.9,-742.5,2011-08-01T00:00:00,,,"LINESTRING (72532.89799999818 371687.375, 57913.32800000161 380720.875)"
vlieglijnen_wschelde_2011.57,17449.69921875,57,ruw057_1,358,-341.4,2011-08-01T00:00:00,,,"LINESTRING (72526.93800000101 371070.25, 57712.26199999824 380290.75)"
vlieglijnen_wschelde_2011.58,15713.70019531,58,ruw058_1,376.2,-721.7,2011-08-01T00:00:00,,,"LINESTRING (72367.56199999899 370608.4059999995, 58997.3200000003 378864.0940000005)"
vlieglijnen_wschelde_2011.59,15024.90039063,59,ruw059_1,363.7,-572,2011-08-01T00:00:00,,,"LINESTRING (72324.31199999899 370009.75, 59574.83999999985 377959.436999999)"
vlieglijnen_wschelde_2011.60,15147.20019531,60,ruw060_1,345.5,-638.6,2011-08-01T00:00:00,,,"LINESTRING (72018.50800000131 369641.2190000005, 59147.21900000051 377626.625)"
