OBJECTID,SIGMA_ID,OBJECT,X,Y,Z,VERKANTING,M_SIGMATRAJECT,ELEMENT_TYPE_HORIZONTAAL,ELEMENT_LENGTE_HORIZONTAAL,BOOGSTRAAL_HORIZONTAAL,TANGENTPUNT_VERKANTING,OVERGANGSHELLING_WAARDE,OVERGANGSHELLING_LENGTE,ELEMENT_LENGTE_VERTICAAL,TANGENTPUNT_ONTWERPSNELHEID,ONTWERPSNELHEID,DATUM_GOEDGEKEURD,ARGUMENT_HORIZONTAAL,ARGUMENT_VERTICAAL,TRAJECTNAAM,OPMERKING,HELLING_VERTICAAL,BOOGSTRAAL_VERTICAAL,FUNCTIE,WISSEL_KRUISING_NAAM_SIGMA,TEKENINGNUMMER,POSITIONELE_NAUWKEURIGHEID_MM,SIGMATRAJECT_GUID
64,19974905,LLT2329,237036.0075,579184.6122,2.72,0,27.365,RST,9.205,,,,,,,40,2017/05/01 00:00:00+00,136.782674,100,003_2329R_84.4,,,,LT,2329,420116_L,10,10f93d45-67c9-45d1-93e3-212eebcaa592
65,19974906,,237038.2148,579183.1731,2.72,0,30,,,,,,,,,40,2017/05/01 00:00:00+00,136.782674,100,003_2329R_84.4,,,,LT,2329,420116_L,10,10f93d45-67c9-45d1-93e3-212eebcaa592
66,19974907,,237043.7183,579179.5848,2.72,0,36.57,RST,152.73022,,,,,,,40,2017/05/01 00:00:00+00,136.782674,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
67,19974908,,237046.5915,579177.7114,2.72,0,40,,,,,,,,,40,2017/05/01 00:00:00+00,136.782674,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
68,19974909,,237054.9683,579172.2497,2.72,0,50,,,,,,,,,40,2017/05/01 00:00:00+00,136.782674,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
69,19974910,,237063.3451,579166.7881,2.72,0,60,,,,,,,,,40,2017/05/01 00:00:00+00,136.782674,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
70,19974911,,237071.7218,579161.3264,2.72,0,70,,,,,,,,,40,2017/05/01 00:00:00+00,136.782674,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
71,19974912,,237080.0986,579155.8648,2.72,0,80,,,,,,,,,40,2017/05/01 00:00:00+00,136.782674,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
72,19974913,,237088.4754,579150.4031,2.72,0,90,,,,,,,,,40,2017/05/01 00:00:00+00,136.782674,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
73,19974914,,237096.8521,579144.9414,2.72,0,100,,,,,,,,,40,2017/05/01 00:00:00+00,136.782674,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
74,19974915,,237105.2289,579139.4798,2.72,0,110,,,,,,,,,40,2017/05/01 00:00:00+00,136.782674,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
75,19974916,,237113.6057,579134.0181,2.72,0,120,,,,,,,,,40,2017/05/01 00:00:00+00,136.782674,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
76,19974917,,237121.9824,579128.5564,2.72,0,130,,,,,,,,,40,2017/05/01 00:00:00+00,136.782674,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
77,19974918,,237130.3592,579123.0948,2.72,0,140,,,,,,,,,40,2017/05/01 00:00:00+00,136.782674,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
78,19974919,,237138.736,579117.6331,2.72,0,150,,,,,,,,,40,2017/05/01 00:00:00+00,136.782674,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
79,19974920,,237147.1127,579112.1714,2.72,0,160,,,,,,,,,40,2017/05/01 00:00:00+00,136.782674,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
80,19974921,,237155.4895,579106.7098,2.72,0,170,,,,,,,,,40,2017/05/01 00:00:00+00,136.782674,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
81,19974922,,237163.8663,579101.2481,2.72,0,180,,,,,,,,,40,2017/05/01 00:00:00+00,136.782674,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
82,19974923,,237171.6569,579096.1686,2.72,0,189.30022,BOOG,55.32861,-500,,,,,,40,2017/05/01 00:00:00+00,136.782674,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
83,19974924,,237172.2433,579095.7869,2.72,0,190,,,-500,,,,,,40,2017/05/01 00:00:00+00,136.693575,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
84,19974925,,237180.6817,579090.4211,2.72,0,200,,,-500,,,,,,40,2017/05/01 00:00:00+00,135.420335,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
85,19974926,,237189.2256,579085.2252,2.72,0,210,,,-500,,,,,,40,2017/05/01 00:00:00+00,134.147096,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
86,19974927,,237197.8718,579080.2012,2.72,0,220,,,-500,,,,,,40,2017/05/01 00:00:00+00,132.873857,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
87,19974928,,237206.6167,579075.3512,2.72,0,230,,,-500,,,,,,40,2017/05/01 00:00:00+00,131.600617,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
88,19974929,,237215.4568,579070.6769,2.72,0,240,,,-500,,,,,,40,2017/05/01 00:00:00+00,130.327378,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
89,19974930,,237219.5801,579068.5734,2.72,0,244.62883,RST,243.77094,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
90,19974931,,237224.3758,579066.1546,2.72,0,250,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
91,19974932,,237233.3045,579061.6514,2.72,0,260,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
92,19974933,,237242.2332,579057.1482,2.72,0,270,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
93,19974934,,237251.1618,579052.645,2.72,0,280,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
94,19974935,,237260.0905,579048.1418,2.72,0,290,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
95,19974936,,237269.0192,579043.6386,2.72,0,300,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
96,19974937,,237277.9478,579039.1354,2.72,0,310,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
97,19974938,,237286.8765,579034.6322,2.72,0,320,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
98,19974939,,237295.8052,579030.129,2.72,0,330,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
99,19974940,,237304.7339,579025.6258,2.72,0,340,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
100,19974941,,237313.6625,579021.1226,2.72,0,350,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
101,19974942,,237322.5912,579016.6194,2.72,0,360,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
102,19974943,,237331.5199,579012.1162,2.72,0,370,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
103,19974944,,237340.4486,579007.613,2.72,0,380,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
104,19974945,,237349.3772,579003.1098,2.72,0,390,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
105,19974946,,237358.3059,578998.6066,2.72,0,400,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
106,19974947,,237367.2346,578994.1034,2.72,0,410,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
107,19974948,,237376.1632,578989.6002,2.72,0,420,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
108,19974949,,237385.0919,578985.097,2.72,0,430,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
109,19974950,,237394.0206,578980.5938,2.72,0,440,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
110,19974951,,237402.9493,578976.0906,2.72,0,450,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
111,19974952,,237411.8779,578971.5874,2.72,0,460,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
112,19974953,,237420.8066,578967.0842,2.72,0,470,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
113,19974954,,237429.7353,578962.581,2.72,0,480,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
114,19974955,,237437.2352,578958.7985,2.72,0,488.39977,,,,,,,,,40,2017/05/01 00:00:00+00,129.738016,100,003_2329R_84.4,,,,,,,10,10f93d45-67c9-45d1-93e3-212eebcaa592
115,19974956,MPE9 LR2331/2333,237048.8158,579193.0024,2.72,0,0,RST,10.075,,TP_D,,,452.45516,,40,2017/05/01 00:00:00+00,129.738017,100,003_2333P_84.4,,"0,0000",,MPE9 ,2331/2333,415099_E,10,166ad400-2f2e-4fd5-b54a-ecdcf4f38ea0
116,19974957,,237057.7445,579188.4992,2.72,0,10,,,,,,,,,40,2017/05/01 00:00:00+00,129.738017,100,003_2333P_84.4,,,,R,2331/2333,415099_E,10,166ad400-2f2e-4fd5-b54a-ecdcf4f38ea0
117,19974958,LV2331/2333,237057.8114,579188.4654,2.72,0,10.075,RST,6.76,,,,,,,40,2017/05/01 00:00:00+00,129.738017,100,003_2333P_84.4,,,,V,2331/2333,415099_E,10,166ad400-2f2e-4fd5-b54a-ecdcf4f38ea0
118,19974959,LLT2331/2333,237063.8472,579185.4212,2.72,0,16.835,RST,9.155,,,,,,,40,2017/05/01 00:00:00+00,129.738015,100,003_2333P_84.4,,,,LT,2331/2333,415099_E,10,166ad400-2f2e-4fd5-b54a-ecdcf4f38ea0
119,19974960,,237066.6732,579183.996,2.72,0,20,,,,,,,,,40,2017/05/01 00:00:00+00,129.738015,100,003_2333P_84.4,,,,LT,2331/2333,415099_E,10,166ad400-2f2e-4fd5-b54a-ecdcf4f38ea0
120,19974961,,237072.0214,579181.2985,2.72,0,25.99,RST,426.46516,,,,,,,40,2017/05/01 00:00:00+00,129.738015,100,003_2333P_84.4,,,,,,,10,166ad400-2f2e-4fd5-b54a-ecdcf4f38ea0
121,19974962,,237075.6018,579179.4928,2.72,0,30,,,,,,,,,40,2017/05/01 00:00:00+00,129.738015,100,003_2333P_84.4,,,,,,,10,166ad400-2f2e-4fd5-b54a-ecdcf4f38ea0
122,19974963,,237084.5305,579174.9896,2.72,0,40,,,,,,,,,40,2017/05/01 00:00:00+00,129.738015,100,003_2333P_84.4,,,,,,,10,166ad400-2f2e-4fd5-b54a-ecdcf4f38ea0
