FID,NITG,INTERN_NR,MV_TOV_NAP,LENGTE_BORING,DIEPTE_TOV_NAP,DATUM_BORING,BOORSTAAT_TNO_LINK,META_DATA_TNO_LINK,PDF_BOORSTAAT_AANWEZIG_JANEE,PDF_BESTAND_LINK,KLASSE,GEOMETRIE
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d72,B40C2959,-,8.6,0.95,7.65,12-06-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2959"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186633 435420)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d73,B40C3022,-,8.71,0.95,7.76,12-07-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3022"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186788 435280)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d74,B40C3023,-,8.76,0.95,7.81,11-08-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3023"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186763 435240)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d75,B40C2948,-,8.66,1,7.66,10-09-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2948"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186625 435500)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d76,B40C2982,-,8.69,1,7.69,10-10-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2982"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186750 435300)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d77,B40C2938,-,8.75,1,7.75,09-11-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2938"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186680 435580)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d78,B40C2939,-,8.75,1,7.75,09-12-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2939"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186625 435580)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d79,B40C2985,-,8.75,1,7.75,08-01-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2985"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186725 435260)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d7a,B40C3021,-,8.26,1.1,7.16,07-02-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3021"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186812 435322)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d7b,B40C3031,-,8.58,1.1,7.48,09-03-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3031"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186634 435200)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d7c,B40C3030,-,8.65,1.1,7.55,08-04-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3030"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186663 435240)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d7d,B40C2941,-,8.66,1.1,7.56,08-05-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2941"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186550 435540)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d7e,B40C2983,-,8.69,1.1,7.59,07-06-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2983"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186800 435300)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d7f,B40C2984,-,8.7,1.1,7.6,07-07-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2984"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186775 435260)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d80,B40C3016,-,8.77,1.1,7.67,06-08-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3016"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186763 435280)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d81,B40C3037,-,8.77,1.1,7.67,05-09-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3037"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186663 435180)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d82,B40C3004,-,8.48,1.15,7.33,05-10-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3004"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186426 435180)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d83,B40C2969,-,8.69,1.15,7.54,04-11-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2969"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186818 435340)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d84,B40C3014,-,8.77,1.15,7.62,04-12-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3014"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186737 435240)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d85,B40C3035,-,8.79,1.15,7.64,03-01-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3035"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186675 435200)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d86,B40C2887,-,,1.2,-1.2,02-02-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2887"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186015 428156)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d87,B40C2888,-,,1.2,-1.2,04-03-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2888"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (185997 428151)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d88,B40C2889,-,,1.2,-1.2,03-04-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2889"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (185987 428150)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d89,B40C2957,-,8.56,1.2,7.36,03-05-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2957"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186725 435420)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d8a,B40C3027,-,8.67,1.2,7.47,02-06-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3027"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186738 435280)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d8b,B40C2966,-,8.69,1.2,7.49,02-07-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2966"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186700 435380)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d8c,B40C2958,-,8.71,1.2,7.51,01-08-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2958"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186675 435420)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d8d,B40C3015,-,8.72,1.2,7.52,31-08-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3015"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186750 435260)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d8e,B40C2936,-,8.73,1.2,7.53,30-09-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2936"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186700 435620)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d8f,B40C3025,-,8.76,1.2,7.56,30-10-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3025"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186688 435200)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d90,B40C3017,-,8.84,1.2,7.64,27-08-1999,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3017"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186775 435300)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d91,B40C2997,-,8.85,1.2,7.65,17-08-1999,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2997"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186750 435220)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d92,B40C3032,-,8.85,1.2,7.65,16-09-1999,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3032"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186638 435240)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d93,B40C2989,-,8.63,1.25,7.38,16-10-1999,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2989"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186525 435260)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d94,B40C2963,-,8.69,1.25,7.44,15-11-1999,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2963"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186550 435380)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d95,B40C3018,-,8.76,1.25,7.51,15-12-1999,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3018"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186788 435320)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d96,B40C2960,-,8.58,1.3,7.28,14-01-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2960"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186575 435420)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d97,B40C2979,-,8.58,1.3,7.28,13-02-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2979"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186600 435300)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d98,B40C2981,-,8.62,1.3,7.32,14-03-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2981"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186700 435300)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d99,B40C3000,-,8.63,1.3,7.33,13-04-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3000"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186625 435180)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d9a,B40C2988,-,8.66,1.3,7.36,13-05-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2988"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186575 435260)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d9b,B40C2992,-,8.68,1.3,7.38,12-06-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2992"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186500 435220)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d9c,B40C2996,-,8.7,1.3,7.4,12-07-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2996"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186700 435220)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d9d,B40C2962,-,8.73,1.3,7.43,11-08-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2962"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186500 435380)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d9e,B40C2964,-,8.74,1.3,7.44,10-09-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2964"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186600 435380)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d9f,B40C3019,-,8.76,1.3,7.46,10-10-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3019"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186800 435340)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2da0,B40C2947,-,8.77,1.3,7.47,09-11-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2947"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186675 435500)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2da1,B40C2967,-,8.79,1.3,7.49,09-12-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2967"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186750 435380)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2da2,B40C3002,-,8.63,1.35,7.28,08-01-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3002"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186525 435180)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2da3,B40C2990,-,8.69,1.35,7.34,07-02-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2990"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186475 435260)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2da4,B40C3008,-,8.75,1.35,7.4,09-03-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3008"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186663 435200)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2da5,B40C2994,-,8.77,1.35,7.42,08-04-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2994"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186600 435220)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2da6,B40C2973,-,8.62,1.4,7.22,08-05-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2973"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186625 435340)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2da7,B40C2950,-,8.64,1.4,7.24,07-06-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2950"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186525 435500)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2da8,B40C2974,-,8.64,1.4,7.24,07-07-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2974"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186475 435340)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2da9,B40C2951,-,8.67,1.4,7.27,06-08-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2951"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186550 435460)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2daa,B40C3195,-,8.51,10,-1.49,08-01-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3195"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (184942 434610)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2dab,B40C0044,-,8.55,10,-1.45,07-02-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0044"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (183425 436216)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2dac,B40C2901,-,8.56,10,-1.44,09-03-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2901"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (185050 434143)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2dad,B40C3182,-,8.56,10,-1.44,08-04-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3182"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (185482 434773)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2dae,B40C3190,-,8.58,10,-1.42,08-05-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3190"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (187312 434839)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2daf,B40C3200,-,8.59,10,-1.41,07-06-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3200"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (183700 433000)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2db0,B40C0079,-,8.67,10,-1.33,07-07-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0079"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (184827 429610)
