FID,OVW_STARTDATUM,LATITUDE,GEOMETRIE,BUURT,EIGENAAR,CATEGORIE,FOTO,GEBIED,HOOFDCATEGORIE,INSPECTIEDATUM,JAAR_VAN_AANLEG,ONDERGROND,TYPE,WIJK,LONGITUDE,OVW_MAX_SIZE
Afvalbakken.170092,2023-02-03,52.2015127570667,POINT (52.20151658298713 5.37872338861416),Kruidenbuurt,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,05-11-2020,,Elementverharding,Elementverharding,Nieuwland,5.37872291976891,0

Afvalbakken.170093,2023-02-03,52.2016657008519,POINT (52.20166952227255 5.3798471425833565),Kruidenbuurt,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,05-11-2020,,Gazon,Gazon,Nieuwland,5.37984666410715,0

Afvalbakken.170094,2023-02-03,52.2017110568931,POINT (52.2017146783648 5.417404035785206),Park van de Tijden-Oost,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,21-09-2020,,Gazon,Gazon,Vathorst-De Velden,5.41740330127929,0

Afvalbakken.170095,2023-02-03,52.1479136975639,POINT (52.14791716318274 5.394901956955211),Vermeerkwartier-Oost,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,07-09-2020,2014,Ruw gras,Ruw gras,Vermeerkwartier,5.39490212283957,0

Afvalbakken.170096,2023-02-03,52.2040866845254,POINT (52.204090565694855 5.370883929095302),Waterkwartier,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,03-11-2020,,Elementverharding,Elementverharding,Nieuwland,5.37088348120806,0

Afvalbakken.169921,2023-02-03,52.1995987114794,POINT (52.19960254308858 5.3749367632123635),Centrum / Waterpark,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,09-11-2020,,Gazon,Gazon,Nieuwland,5.37493634455001,0

Afvalbakken.169922,2023-02-03,52.1531509816552,POINT (52.15315457854956 5.372703347710851),Stationsbuurt,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,19-06-2020,,Elementverharding,Elementverharding,De Berg-Noord,5.37270353082915,0

Afvalbakken.169923,2023-02-03,52.1531830132554,POINT (52.153186608605616 5.373053147036376),Stationsbuurt,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,19-06-2020,,Elementverharding,Elementverharding,De Berg-Noord,5.37305332833265,0

Afvalbakken.169924,2023-02-03,52.1532075490983,POINT (52.15321114318098 5.373338437418654),Stationsbuurt,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,19-06-2020,,Elementverharding,Elementverharding,De Berg-Noord,5.3733386172481,0

Afvalbakken.169925,2023-02-03,52.153221248529,POINT (52.15322484151362 5.373579018853737),Stationsbuurt,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,19-06-2020,,Elementverharding,Elementverharding,De Berg-Noord,5.37357919753418,0

Afvalbakken.169926,2023-02-03,52.1609632945893,POINT (52.160966881720775 5.381434331072268),Eemplein-Nieuwe Stad,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,30-07-2020,2008,Elementverharding,Elementverharding,Eemkwartier,5.38143437635684,0

Afvalbakken.169927,2023-02-03,52.1860482055604,POINT (52.18605184844965 5.395648786841212),Paddenstoelenbuurt,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,27-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39564841875043,0

Afvalbakken.169928,2023-02-03,52.1861696707636,POINT (52.186173315360804 5.395458992553663),Paddenstoelenbuurt,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,27-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39545862389288,0

Afvalbakken.169929,2023-02-03,52.1530729817332,POINT (52.15307644607301 5.39886596935802),Componistenbuurt-Noord,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,17-07-2020,,Gazon,Gazon,Randenbroek,5.39886604763248,0

Afvalbakken.169930,2023-02-03,52.1513356208875,POINT (52.151339073074574 5.399866823088957),Componistenbuurt-Noord,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,13-05-2020,,Open grond,Open grond,Randenbroek,5.39986692191312,0

Afvalbakken.169931,2023-02-03,52.1585410506575,POINT (52.1585445335306 5.399612731113805),Kruiskamp-Zuid,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,04-08-2020,,Elementverharding,Elementverharding,Kruiskamp,5.39961272902128,0

Afvalbakken.169932,2023-02-03,52.1581483020064,POINT (52.15815178246734 5.399750601708151),Kruiskamp-Zuid,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,04-08-2020,,Elementverharding,Elementverharding,Kruiskamp,5.3997506045749,0

Afvalbakken.169933,2023-02-03,52.1755883326618,POINT (52.17559201665268 5.376074985930748),De Bik,Gemeente Amersfoort,Blikvanger,,Noord,Afvalbakken,29-09-2020,,Gazon,Gazon,Hoogland,5.37607486780196,0

Afvalbakken.169934,2023-02-03,52.1742515368578,POINT (52.17425521283378 5.376293844640154),De Bik,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,29-09-2020,,Gazon,Gazon,Hoogland,5.37629374250712,0

Afvalbakken.169935,2023-02-03,52.179909993538,POINT (52.17991371087941 5.3739654302876305),De Bik,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,01-10-2020,,Elementverharding,Elementverharding,Hoogland,5.37396526847228,0

Afvalbakken.169936,2023-02-03,52.1673293187482,POINT (52.16733286331714 5.395476747363838),Liendert-Noord,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,01-07-2020,,Elementverharding,Elementverharding,Liendert,5.39547664097604,0

Afvalbakken.169937,2023-02-03,52.1658429771947,POINT (52.16584649799443 5.398637075842127),Liendert-Noord,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,01-07-2020,,Elementverharding,Elementverharding,Liendert,5.39863697507711,0

Afvalbakken.169938,2023-02-03,52.1663242210543,POINT (52.16632774046926 5.399320246817358),Liendert-Noord,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,19-06-2020,,Heesters,Heesters,Liendert,5.39932013599276,0

Afvalbakken.169939,2023-02-03,52.1339484666824,POINT (52.133952014281775 5.369217714086237),Zon en Schild,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,02-11-2020,,Ruw gras,Ruw gras,Bosgebied,5.36921814971172,0

Afvalbakken.169940,2023-02-03,52.186282678489,POINT (52.18628632477454 5.395263551227261),Paddenstoelenbuurt,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,27-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39526318215029,0

Afvalbakken.169941,2023-02-03,52.1866708921231,POINT (52.18667454088369 5.395225120711045),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,27-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39522474645817,0

Afvalbakken.169942,2023-02-03,52.1864200378433,POINT (52.1864236799648 5.3962062074946235),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,25-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39620583091151,0

Afvalbakken.169943,2023-02-03,52.186450544657,POINT (52.18645418581319 5.396422777911426),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,25-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39642239961645,0

Afvalbakken.169944,2023-02-03,52.186161801682,POINT (52.18616544051101 5.396543749536195),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,25-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39654337456381,0

Afvalbakken.169945,2023-02-03,52.1854608160763,POINT (52.18546444557065 5.397536132003881),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,25-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39753576100602,0

Afvalbakken.169946,2023-02-03,52.1854853954227,POINT (52.18548901948877 5.398583416918944),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,25-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39858303941687,0

Afvalbakken.169947,2023-02-03,52.1856393657925,POINT (52.185642989209974 5.398872559562238),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,25-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39887217818489,0

Afvalbakken.169948,2023-02-03,52.1853652854563,POINT (52.185368910599216 5.398250592895655),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,25-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.3982502190432,0

Afvalbakken.169949,2023-02-03,52.1854781185825,POINT (52.18548174710787 5.397737502747937),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,25-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39773713032283,0

Afvalbakken.169950,2023-02-03,52.1857279048437,POINT (52.18573153572962 5.397566054251297),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,25-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39756567932453,0

Afvalbakken.169951,2023-02-03,52.1657682070214,POINT (52.16577174407514 5.395502549646772),Kruiskamp-Noord,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,23-07-2020,,Gazon,Gazon,Kruiskamp,5.39550246486499,0

Afvalbakken.169952,2023-02-03,52.1975614153777,POINT (52.19756526559176 5.368217839812365),Hoge Hoven,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,13-10-2020,,Elementverharding,Elementverharding,Nieuwland,5.36821749132469,0

Afvalbakken.169953,2023-02-03,52.2003586066775,POINT (52.20036224295518 5.413214262229205),Park van de Tijden-West,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,21-09-2020,2009,Gazon,Gazon,Vathorst-De Velden,5.41321357642852,0

Afvalbakken.169954,2023-02-03,52.1886230700584,POINT (52.1886268036443 5.380872704641816),Langenoord,Gemeente Amersfoort,Hondenpoepbak,,Noord,Afvalbakken,22-09-2020,,Gazon,Gazon,Hoogland,5.38087239019577,0

Afvalbakken.169955,2023-02-03,52.1657347936174,POINT (52.16573833073538 5.39546062289257),Kruiskamp-Noord,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,23-07-2020,,Gazon,Gazon,Kruiskamp,5.39546053877552,0

Afvalbakken.169956,2023-02-03,52.1428988072871,POINT (52.1429024362849 5.357560111075117),Oranjebuurt,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,15-07-2020,,Haag,Haag,De Berg-Noord,5.35756047609629,0

Afvalbakken.169957,2023-02-03,52.195860390573,POINT (52.195864223501395 5.369568135474718),Hoge Hoven,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,08-10-2020,,Elementverharding,Elementverharding,Nieuwland,5.36956779932819,0

Afvalbakken.169958,2023-02-03,52.1856896451529,POINT (52.18569328557837 5.395720314496073),Paddenstoelenbuurt,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,27-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39571995098316,0

Afvalbakken.169959,2023-02-03,52.2044388995156,POINT (52.20444278277154 5.370953693488863),Waterkwartier,Gemeente Amersfoort,Hondenpoepbak,,,Afvalbakken,29-10-2020,2016,Gazon,Gazon,Nieuwland,5.37095324069542,0

Afvalbakken.169960,2023-02-03,52.1662014687858,POINT (52.16620505909044 5.385571424739518),Sterrenbeeldenbuurt,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,09-07-2020,,Elementverharding,Elementverharding,De Koppel,5.38557138148117,0

Afvalbakken.169961,2023-02-03,52.1707785541633,POINT (52.17078207021432 5.403939904308342),Liendert-Noord,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,19-06-2020,,Gazon,Gazon,Liendert,5.40393970719569,0

Afvalbakken.169962,2023-02-03,52.1702607407337,POINT (52.170264249866015 5.404738468084956),De Horsten,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,18-06-2020,,Elementverharding,Elementverharding,Liendert,5.40473827442379,0

Afvalbakken.169963,2023-02-03,52.1606677865271,POINT (52.16067124715608 5.405423999856104),Watervogelbuurt,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,12-06-2020,,Gazon,Gazon,Liendert,5.40542394168144,0

Afvalbakken.169964,2023-02-03,52.2005937427132,POINT (52.20059762030524 5.366618493296213),Stadstuin,Gemeente Amersfoort,Blikvanger,,Noord,Afvalbakken,03-11-2020,,Gazon,Gazon,Nieuwland,5.36661811800418,0

Afvalbakken.169965,2023-02-03,52.2035990013575,POINT (52.20360286694949 5.373453024108088),Waterkwartier,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,05-11-2020,,Elementverharding,Elementverharding,Nieuwland,5.37345256458216,0

Afvalbakken.169966,2023-02-03,52.2024867926658,POINT (52.202490656081395 5.372327819162247),Waterkwartier,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,05-11-2020,,Elementverharding,Elementverharding,Nieuwland,5.37232738146377,0

Afvalbakken.169967,2023-02-03,52.202267063064,POINT (52.20227092648926 5.372014281549694),Waterkwartier,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,05-11-2020,,Elementverharding,Elementverharding,Nieuwland,5.37201384877042,0

Afvalbakken.169968,2023-02-03,52.201807775959,POINT (52.20181164075153 5.371075429483764),Waterkwartier,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,05-11-2020,,Elementverharding,Elementverharding,Nieuwland,5.37107500889234,0

Afvalbakken.169969,2023-02-03,52.2017468333303,POINT (52.201750702601814 5.370042022903033),Waterkwartier,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,05-11-2020,,Elementverharding,Elementverharding,Nieuwland,5.37004161011232,0

Afvalbakken.169970,2023-02-03,52.1530220454489,POINT (52.153025639951416 5.373096872335953),Stationsbuurt,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,19-06-2020,,Elementverharding,Elementverharding,De Berg-Noord,5.37309705548974,0

Afvalbakken.169971,2023-02-03,52.1530105997399,POINT (52.153014194703644 5.372990939870271),Stationsbuurt,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,19-06-2020,,Elementverharding,Elementverharding,De Berg-Noord,5.37299112359708,0

Afvalbakken.169972,2023-02-03,52.1516542467925,POINT (52.15165782885043 5.374571812547169),Regentesselaan e.o.,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,19-06-2020,,Gazon,Gazon,De Berg-Noord,5.37457200713976,0

Afvalbakken.169973,2023-02-03,52.1523750594076,POINT (52.152378627067485 5.378119250111632),Stationsbuurt,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,19-06-2020,,Ruw gras,Ruw gras,De Berg-Noord,5.37811942131856,0

Afvalbakken.169974,2023-02-03,52.1519126454232,POINT (52.15191620728198 5.378934078939587),Stationsbuurt,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,19-06-2020,,Ruw gras,Ruw gras,De Berg-Noord,5.37893425287969,0

Afvalbakken.169975,2023-02-03,52.1480943742197,POINT (52.1480979752684 5.3677239818480516),Oranjebuurt,Gemeente Amersfoort,Hondenpoepbak,,Zuid,Afvalbakken,15-07-2020,,Gazon,Gazon,De Berg-Noord,5.3677242475127,0

Afvalbakken.169976,2023-02-03,52.1866845402868,POINT (52.186688174413256 5.398007497127553),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,27-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39800710613217,0

Afvalbakken.169977,2023-02-03,52.1870762958431,POINT (52.18707993527251 5.3974426763227505),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,27-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39744228318506,0

Afvalbakken.169978,2023-02-03,52.1871968718003,POINT (52.187200512796956 5.3972811487459005),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,27-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39728075488027,0

Afvalbakken.169979,2023-02-03,52.1422821038231,POINT (52.142285653002105 5.374353784695837),De Lichtenberg,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,29-07-2020,,Elementverharding,Elementverharding,De Berg-Zuid,5.37435409925067,0

Afvalbakken.169980,2023-02-03,52.1433747617667,POINT (52.14337832759843 5.371643994908294),De Lichtenberg,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,29-07-2020,,Asfalt,Asfalt,De Berg-Zuid,5.37164430505869,0

Afvalbakken.169981,2023-02-03,52.1462640953523,POINT (52.14626765323862 5.375411879590838),Huijgenslaan e.o.,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,29-07-2020,,Gazon,Gazon,De Berg-Zuid,5.37541213967805,0

Afvalbakken.169982,2023-02-03,52.18432662804,POINT (52.18433036964758 5.374070964677135),Bieshaar-Zuid,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,01-10-2020,,Gazon,Gazon,Hoogland,5.37407074611132,0

Afvalbakken.169983,2023-02-03,52.1820952493761,POINT (52.1820989981311 5.369911353339425),Bieshaar-Zuid,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,01-10-2020,,Elementverharding,Elementverharding,Hoogland,5.36991118682915,0

Afvalbakken.169984,2023-02-03,52.2045453058016,POINT (52.204549203318486 5.368080272944282),Stadstuin,Gemeente Amersfoort,Afvalbak,,,Afvalbakken,03-11-2020,,Gazon,Gazon,Nieuwland,5.36807983883354,0

Afvalbakken.169985,2023-02-03,52.2037885882958,POINT (52.203792486700515 5.3667772731191485),Stadstuin,Gemeente Amersfoort,Afvalbak,,,Afvalbakken,03-11-2020,,Gazon,Gazon,Nieuwland,5.36677685740763,0

Afvalbakken.169986,2023-02-03,52.2033400045252,POINT (52.20334389509278 5.367802105978094),Stadstuin,Gemeente Amersfoort,Afvalbak,,,Afvalbakken,03-11-2020,,Gazon,Gazon,Nieuwland,5.36780168872184,0

Afvalbakken.169987,2023-02-03,52.1479976142657,POINT (52.14800114814696 5.381596863561155),Juliana van Stolberg,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,02-10-2020,,Asfalt,Asfalt,De Berg-Zuid,5.38159707826877,0

Afvalbakken.169988,2023-02-03,52.1478481944369,POINT (52.14785173071468 5.381002817089883),Juliana van Stolberg,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,02-10-2020,,Gazon,Gazon,De Berg-Zuid,5.38100303598515,0

Afvalbakken.169989,2023-02-03,52.1502539553265,POINT (52.150257560535636 5.36856389412194),Staatsliedenbuurt-Oost,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,19-06-2020,,Gazon,Gazon,De Berg-Noord,5.36856412988587,0

Afvalbakken.169990,2023-02-03,52.1500271769765,POINT (52.15003078427683 5.367932738741654),Staatsliedenbuurt-Oost,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,19-06-2020,,Gazon,Gazon,De Berg-Noord,5.36793297975932,0

Afvalbakken.169991,2023-02-03,52.1493371364216,POINT (52.14934075208161 5.365573118440999),Staatsliedenbuurt-Oost,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,19-06-2020,,Gazon,Gazon,De Berg-Noord,5.36557337702987,0

Afvalbakken.169992,2023-02-03,52.160893307604,POINT (52.160896888885205 5.382548526166327),Gildekwartier,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,21-07-2020,,Elementverharding,Elementverharding,De Koppel,5.38254856736758,0

