OBJECTID,REF_WISSEL_KRUISING_PUIC,POSITIONELE_NAUWKEURIGHEID_MM,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_T,OFFSET,OFFSET_T,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,OPC_GEBIED_NAAM,OPC_GEBIED_NR,TECHNIEKVELD,PGO_GEBIED_NAAM,BEHEERDER,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,X,Y,Z,REF_WISSEL_NAAM,PGO_GEBIED_NR,GELDIG_VANAF,PUBLICATIEDATUM,PCA,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
18,13794fe3-7ff5-44ef-b7be-67a66d0c9a9b,,608,b,608,608_b,Apeldoorn,Asd-Zp,Amsterdam Centraal - Zutphen ,"88,845815",0.606322,"0,606322",Noord-Oost,NO,IJsselstreek,31,Baan,Veluwe,ProRail,Apeldoorn,APD,PPLG,195535.47399999,469149.22499999,16.8,67,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Oost,52.20895085,5.9802513,88.845815
19,dbece0c2-2744-4248-9523-74ff93056166,,608,b,608,608_b,Apeldoorn,Asd-Zp,Amsterdam Centraal - Zutphen ,"87,993107",22.240171,"22,240171",Noord-Oost,NO,IJsselstreek,31,Baan,Veluwe,ProRail,Apeldoorn,APD,NCBG,194683.339,469166.847,16.995,37A,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Oost,52.20917119,5.96778695,87.993107
20,a544f100-6c85-4adc-8099-b49e9611ee3f,,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,818297",-2.683758,"-2,683758",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,203662.632,501640.21299999,2.093,3217B,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.5002909,6.10384909,3.818297
21,5b6b34a2-c690-4532-abd5-f901f0f5be65,283,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,530841",-1.978664,"-1,978664",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,203414.562,501787.39899999,1.925,4437,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.50163565,6.10021746,3.530841
22,387304c8-5049-426f-9419-38edeac8ea17,283,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,410467",-17.287891,"-17,287891",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,203319.364,501862.109,1.941,4415,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.50231547,6.09882638,3.410467
23,6f26363f-c535-469e-921d-ba634febb3cb,283,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,435463",1.66139,"1,661390",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202475.459,502340.239,1.742,4235,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.50668625,6.0864668,2.435463
24,04e394c2-48a9-4ba0-b393-7c54ced8bb43,283,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,172101",-17.872573,"-17,872573",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,203120.496,501992.14899999,1.955,4365,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.50350165,6.09591655,3.172101
25,30c0116a-7f62-460a-8c97-887ff591305a,283,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,758476",11.838787,"11,838787",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201687.93799999,501088.87099999,1.619,4059,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.49550832,6.07469327,0.758476
26,b58e34bc-daa1-4f0c-8480-ce3b77736a94,283,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"1,721648",-2.03716,"-2,037160",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,201932.25599999,502030.86599999,1.874,4105,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.5039529,6.0784231,1.721648
27,65674a93-d6c9-4dd4-9163-ae4261a665b2,283,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,897550",-32.897158,"-32,897158",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201701.19699999,501240.924,1.874,4047,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.49687366,6.07490978,0.89755
28,bd7d9ca6-7b2d-4a2b-be7b-56623cb2a32a,283,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,883975",7.648806,"7,648806",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,203713.579,501597.96299999,2.01799999,4483,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.49990668,6.10459314,3.883975
29,edfd89e5-084b-49d4-b19c-05aa5b670c6f,283,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"1,545342",9.061572,"9,061572",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201899.328,501857.015,1.619,4109,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.50239337,6.07791374,1.545342
30,7cfa78f9-2520-42fa-9435-402fa179d437,283,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,934154",-14.380513,"-14,380513",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202914.826,502104.91399999,1.88599999,4343,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.50453311,6.0929039,2.934154
31,e9a912c4-4639-4334-948c-771110043217,283,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,251326",6.999088,"6,999088",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202296.85,502366.161,1.812,4231,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.50693469,6.08383996,2.251326
32,8cb3ddc2-5397-4788-ae38-7fab55bb2d37,283,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,186321",-25.37753,"-25,377530",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,203136.113,501991.43699999,1.73,4361,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.50349388,6.09614643,3.186321
33,c1f3d651-4371-49b0-a95c-75367580532d,283,604,a,604,604_a,Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,"47,548260",-2.141775,"-2,141775",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,201746.59599999,501458.983,1.806,4095,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.49882943,6.0756088,47.54826
34,56ace4aa-b898-4311-88b1-0eb858e79584,283,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"1,076009",-37.150809,"-37,150809",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,201742.111,501411.44199999,1.874,4091,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.49840257,6.0755361,1.076009
35,76347787-70ca-4644-a3c1-00d4a53a9ce9,283,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"1,075433",-32.684926,"-32,684926",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,201746.363,501409.95899999,1.874,4087,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.49838888,6.0755985,1.075433
36,0cb36fe0-3cb0-4d46-bd92-4668c3aaffb5,283,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,471088",1.461723,"1,461723",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202508.015,502325.462,1.742,4237,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.50655062,6.08694418,2.471088
37,8101e534-49c1-4777-9626-04bdb7a7dd35,283,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,116566",31.042521,"31,042521",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL_NEDTRAIN,NCBG,203049.323,501978.17599999,1.905,919,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.50338234,6.09486639,3.116566
38,cecb6a3f-ccfb-4e88-b7f3-ffdcf0f7ba61,283,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,851833",-8.063997,"-8,063997",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201706.847,501187.433,1.619,4069,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.49639246,6.07498548,0.851833
39,ccfe842a-c1b5-466c-9b4f-8492748511dc,283,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,772310",-0.167284,"-0,167284",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201682.739,501107.14299999,1.619,4053,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.49567297,6.07461928,0.77231
40,2ac4ac9c-4cbc-4145-b3ad-a9308ea074f1,283,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,619361",-26.0862,"-26,086200",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,203503.709,501763.12,3.298,4449,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.50140956,6.10152671,3.619361
41,a55c6f39-01b4-4e26-a750-562ddcb297e8,283,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,542350",36.542029,"36,542029",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL_NEDTRAIN,NCBG,203405.238,501748.281,1.725,912,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.50128493,6.10007448,3.54235
42,0a4ddcac-37ba-4ac0-9d3d-41805918f00a,283,604,a,604,604_a,Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,"47,379602",-2.017681,"-2,017681",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,201697.034,501297.495,1.88599999,4081,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.49738241,6.07485639,47.379602
43,3aa6f9c3-edff-4672-85f0-35d4df0ee16c,283,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"1,679899",4.895598,"4,895598",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,201928.847,501988.688,1.619,4129,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.50357415,6.07836697,1.679899
44,9940c21f-bf79-4d10-8bce-1421cd1a9e95,283,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,476513",1.788359,"1,788359",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,203365.84099999,501811.765,1.852,4435,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.50185894,6.09950352,3.476513
45,e18931a1-3737-406c-890e-4d8287b3461b,283,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"1,514983",20.02595,"20,025950",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201902.38399999,501824.783,1.875,4127,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.50210345,6.07795421,1.514983
46,b607c09c-5f34-4597-a614-06464924c5a1,283,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,239686",-18.592904,"-18,592904",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,203177.00599999,501955.885,1.955,4369,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.50317078,6.09674352,3.239686
47,c1a05605-c603-416d-ac88-0ac188392184,,604,a,604,604_a,Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,"45,895497",-2.213091,"-2,213091",Noord-Oost,NO,Gelderland,33,Baan,Veluwe,ProRail,Hattemerbroek Aansl.,HTBA,PPLG,200635.88099999,500381.814,13.35699999,2821,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Oost,52.48924293,6.05910599,45.895497
48,36664782-86e2-45f5-aa2d-82586cbda182,283,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,435405",-6.588164,"-6,588164",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202478.858,502347.75599999,1.794,4245,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.5067535,6.08651793,2.435405
49,56acea45-820a-498d-9dda-0d006793475b,283,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,852442",-3.611685,"-3,611685",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201711.223,501186.395,1.619,4071,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.49638276,6.07504977,0.852442
50,6a19b904-7b9b-4c45-874a-1281854b1530,283,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"1,283509",-0.028424,"-0,028424",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201837.219,501602.205,1.619,4115,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.50010878,6.07696334,1.283509
51,0e1e78b2-f421-41e2-b07a-ecae9837ca5c,283,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,134197",11.120759,"11,120759",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,203074.201,501986.36499999,1.91599999,4375,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.50345374,6.09523394,3.134197
52,fac258a6-0d09-428c-b522-6665bfeed886,283,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,531998",17.920411,"17,920411",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202551.863,502283.21399999,1.88999999,4259,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.50616714,6.08758394,2.531998
53,ae558d8f-3952-4a18-ad02-68a3db676a53,283,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,210180",10.470678,"10,470678",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202257.15599999,502356.945,1.76499999,4229,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.5068553,6.08325405,2.21018
54,dca54c8e-dc16-4c7f-b7e5-c8371dd93fd1,283,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,304207",-6.007768,"-6,007768",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,203222.214,501909.51799999,1.91999999,4389,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.5027501,6.09740257,3.304207
55,fec85c75-33d5-44d8-8853-bb4dc5ee4fc6,283,604,a,604,604_a,Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,"47,452732",2.215761,"2,215761",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,201722.557,501366.172,1.869,4089,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.49799741,6.07524182,47.452732
56,2769e64f-f978-4083-a1fa-429dbcbf4d3c,283,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,124924",26.893071,"26,893071",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL_NEDTRAIN,NCBG,203058.366,501977.53399999,1.874,920,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,52.50337577,6.09499947,3.124924
