OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,REF_ANTISUICIDEVRLCHTNG_NAAM,REF_ANTISUICIDEVRLCHTNG_PUIC,SUBTYPE,AZIMUT,GELDIG_VANAF,PUBLICATIEDATUM,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,LATITUDE,LONGITUDE
41,,,60,Bestaand,,,,67d996f9-3504-4c65-a726-f96d70c47a30,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,,,,,,,,,,,,,,,,,,,,179159.888,386272.407,51.46499924,5.73487544
42,,,60,Bestaand,,,,67d996f9-3504-4c65-a726-f96d70c47a30,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,,,,,,,,,,,,,,,,,,,,179163.76,386291.231,51.46516827,5.73493245
43,,,60,Bestaand,,,,67d996f9-3504-4c65-a726-f96d70c47a30,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,,,,,,,,,,,,,,,,,,,,179139.839,386295.138,51.46520441,5.73458848
44,,,60,Bestaand,,,,67d996f9-3504-4c65-a726-f96d70c47a30,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,,,,,,,,,,,,,,,,,,,,179137.398,386285.551,51.46511835,5.7345527
45,,,60,Bestaand,,,,19d6ede6-5145-46ae-8128-6294d6f6fc51,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Btl,Utrecht Centraal - Boxtel ,053,,53,053__,Vught Aansl. - Boxtel,53.237219,"53,237219",4.560685,"4,560685",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,Strukton Rail,148545.181,406031.618,51.64308844,5.29394757
46,,,60,Bestaand,,,,19d6ede6-5145-46ae-8128-6294d6f6fc51,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Btl,Utrecht Centraal - Boxtel ,053,,53,053__,Vught Aansl. - Boxtel,53.237174,"53,237174",-5.021556,"-5,021556",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,Strukton Rail,148554.713,406032.599,51.64309737,5.29408526
47,,,60,Bestaand,,,,19d6ede6-5145-46ae-8128-6294d6f6fc51,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Btl,Utrecht Centraal - Boxtel ,053,,53,053__,Vught Aansl. - Boxtel,53.216747,"53,216747",-4.978694,"-4,978694",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,Strukton Rail,148552.654,406053.139,51.64328197,5.29405514
48,,,60,Bestaand,,,,19d6ede6-5145-46ae-8128-6294d6f6fc51,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Btl,Utrecht Centraal - Boxtel ,053,,53,053__,Vught Aansl. - Boxtel,53.216818,"53,216818",4.60718,"4,607180",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,Strukton Rail,148543.121,406052.131,51.6432728,5.29391743
49,,,60,Bestaand,,,,19d6ede6-5145-46ae-8128-6294d6f6fc51,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Btl,Utrecht Centraal - Boxtel ,053,,53,053__,Vught Aansl. - Boxtel,53.202283,"53,202283",4.676727,"4,676727",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,Strukton Rail,148541.617,406066.743,51.64340412,5.29389543
50,,,60,Bestaand,,,,19d6ede6-5145-46ae-8128-6294d6f6fc51,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Btl,Utrecht Centraal - Boxtel ,053,,53,053__,Vught Aansl. - Boxtel,53.202082,"53,202082",-4.949106,"-4,949106",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,Strukton Rail,148551.177,406067.885,51.64341449,5.29403353
51,,,60,Bestaand,,,,19d6ede6-5145-46ae-8128-6294d6f6fc51,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Btl,Utrecht Centraal - Boxtel ,053,,53,053__,Vught Aansl. - Boxtel,53.192931,"53,192931",-4.941797,"-4,941797",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,Strukton Rail,148550.239,406076.977,51.64349621,5.29401981
52,,,60,Bestaand,,,,19d6ede6-5145-46ae-8128-6294d6f6fc51,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Btl,Utrecht Centraal - Boxtel ,053,,53,053__,Vught Aansl. - Boxtel,53.192882,"53,192882",4.666368,"4,666368",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,Strukton Rail,148540.677,406076.035,51.64348763,5.29388168
53,,,60,Bestaand,,,,c181a6be-c3dc-466c-9c00-3b9d4506647a,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,18.330891,"18,330891",-5.20636,"-5,206360",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,ASSET Rail,130223.188,397767.307,51.56829541,5.0298366
54,,,60,Bestaand,,,,c181a6be-c3dc-466c-9c00-3b9d4506647a,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,18.330924,"18,330924",4.740865,"4,740865",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,ASSET Rail,130220.831,397757.643,51.56820844,5.02980329
55,,,60,Bestaand,,,,c181a6be-c3dc-466c-9c00-3b9d4506647a,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,18.321202,"18,321202",4.784982,"4,784982",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,ASSET Rail,130211.523,397759.9,51.56822832,5.02966888
56,,,60,Bestaand,,,,c181a6be-c3dc-466c-9c00-3b9d4506647a,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,18.310274,"18,310274",4.746599,"4,746599",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,ASSET Rail,130201.083,397762.522,51.56825142,5.02951812
57,,,60,Bestaand,,,,c181a6be-c3dc-466c-9c00-3b9d4506647a,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,18.268745,"18,268745",-5.049879,"-5,049879",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,ASSET Rail,130163.014,397781.948,51.56842435,5.02896767
58,,,60,Bestaand,,,,c181a6be-c3dc-466c-9c00-3b9d4506647a,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,18.258613,"18,258613",-5.043004,"-5,043004",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,ASSET Rail,130153.098,397784.367,51.56844566,5.02882448
59,,,60,Bestaand,,,,c181a6be-c3dc-466c-9c00-3b9d4506647a,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,18.258635,"18,258635",4.826492,"4,826492",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,ASSET Rail,130150.774,397774.775,51.56835934,5.02879164
60,,,60,Bestaand,,,,c181a6be-c3dc-466c-9c00-3b9d4506647a,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,18.248513,"18,248513",4.863974,"4,863974",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,ASSET Rail,130140.86,397777.162,51.56838035,5.02864848
61,,,60,Bestaand,,,,c181a6be-c3dc-466c-9c00-3b9d4506647a,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,18.248483,"18,248483",-5.026416,"-5,026416",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,ASSET Rail,130143.182,397786.776,51.56846687,5.02868129
62,,,60,Bestaand,,,,17c026b1-f557-4df7-a35c-47cd7bef5aa1,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,12.88493,"12,884930",-4.503981,"-4,503981",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,ASSET Rail,124920.547,399064.65,51.57969777,4.95324535
63,,,60,Bestaand,,,,17c026b1-f557-4df7-a35c-47cd7bef5aa1,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,12.871461,"12,871461",-4.524667,"-4,524667",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,ASSET Rail,124907.504,399067.836,51.57972571,4.95305691
64,,,60,Bestaand,,,,17c026b1-f557-4df7-a35c-47cd7bef5aa1,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,12.884991,"12,884991",4.97181,"4,971810",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,ASSET Rail,124918.372,399055.427,51.57961476,4.95321477
65,,,60,Bestaand,,,,17c026b1-f557-4df7-a35c-47cd7bef5aa1,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,12.871629,"12,871629",4.883957,"4,883957",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,ASSET Rail,124905.449,399058.653,51.57964306,4.95302805
66,,,60,Bestaand,,,,17c026b1-f557-4df7-a35c-47cd7bef5aa1,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,12.845605,"12,845605",-4.617234,"-4,617234",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,ASSET Rail,124882.48,399074.003,51.5797798,4.95269537
67,,,60,Bestaand,,,,17c026b1-f557-4df7-a35c-47cd7bef5aa1,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,12.837072,"12,837072",-4.643296,"-4,643296",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,ASSET Rail,124874.22,399076.034,51.57979762,4.95257603
68,,,60,Bestaand,,,,17c026b1-f557-4df7-a35c-47cd7bef5aa1,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,12.845614,"12,845614",4.790038,"4,790038",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,ASSET Rail,124880.27,399064.859,51.5796975,4.95266427
69,,,60,Bestaand,,,,17c026b1-f557-4df7-a35c-47cd7bef5aa1,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,12.837092,"12,837092",4.844578,"4,844578",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,ASSET Rail,124872.002,399066.809,51.57971458,4.95254483
