Ministerie;Handelsnaam;4000 - Diensten en middelen overig;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement, Documentontwikkeling en -verwerking;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
AZ;Navacqs Seal Suppliers B.V.;;;1;;;;;;;;1
AZ;Nederlands Dagblad B.V.;;;;;;1;;;;;1
AZ;Ninaber van Eyben B.V.;;;;;;;;1;;;1
AZ;Nivoo Beheer B.V.;;;1;;;;;;;;1
AZ;Novagraaf Nederland;;;;;;1;;;;;1
AZ;noviostores.nl;;;;;;;;1;;;1
AZ;Papyrus Groep Nederland B.V.;;;;;;1;;;;;1
AZ;Pedroshop.be;;;1;;;;;;;;1
AZ;Plastikor Nederland B.V.;;;;;;;;;1;;1
AZ;Plein 9 A B.V.;;1;;;;;;;;;1
AZ;Protinus IT B.V.;;;1;;;;;1;1;;1
AZ;Quantes B.V.;;;;;;1;;;;;1
AZ;R.J.W. Hulst Agenturen;;1;;;;;;;;;1
AZ;Raatwerk B.V.;;;1;;;;;;;;1
AZ;Reisboekhandel Stanley & Livingstone;;;;;;;;;1;;1
AZ;Reisswolf Nederland B.V.;;;1;;;;1;;;;1
AZ;René Stijger;;;;;;;;1;;;1
AZ;Renewi Support B.V.;;;;;;;1;;;;1
AZ;Richard Bastiaans Grafisch Ontwerp;;;;;;1;;;;;1
AZ;Rietvelt Herenmode;;;;;;;;;1;;1
AZ;Saval B.V.;;;1;;;;;;;;1
AZ;Schäfer Shop B.V.;;;;;;;;1;;;1
AZ;Schoondergang Van Zwanenburg Grootkeuk.techn.;;;;;;;;1;;;1
AZ;Schoondergang Van Zwanenburg Serv.&Ond. B.V.;;;;;;;;1;;;1
AZ;ScreenCheck Europe B.V.;;;1;;;;;;;;1
AZ;Scrumartikelen.nl;;;;;;;;;1;;1
AZ;Semaphore Signs B.V.;;;1;;;;;;;;1
AZ;Sensz B.V.;;1;;;;;;;;;1
AZ;Signpost B.V.;;;;;;;;;1;;1
AZ;Sinnige B.V.;;;;;;;;1;;;1
AZ;Sligro;;1;;;;;;;;;1
AZ;Slijperij J.M. van Rangelrooij;;;;;;;;;1;;1
AZ;Smederij Somers;;;;;;;;1;;;1
AZ;Smid Beheer B.V.;;;1;;;;;;;;1
AZ;Spaander Restauratie Uurwerken en Speeldozen;;;;;;;;1;;;1
AZ;Sticht. Ter Expl. Van Naburige Rechten (Sena);;;;;;;;1;;;1
AZ;Stichting Internat. Perscentrum 'Nieuwspoort';;1;;;;;;;;;1
AZ;Stichting Videma;;;;;;;;1;;;1
AZ;Strukton Worksphere;;;;;;;;1;;;1
AZ;Studio Ribberink;;;;;;;;1;;;1
AZ;Tekstpaleis;;;;;;1;;;;;1
AZ;Thijs Brand tweewielers Zoetermeer V.O.F.;;;;;;;;1;;;1
AZ;Tint, Buro voor Grafische Vormgeving;;;;;;;;;1;;1
AZ;Ton van Loon;;;;;;;;1;;;1
AZ;Transposafe Systems;;;;;;;;;1;;1
AZ;Trompenburg B.V.;;;;;;;;1;;;1
AZ;UTS ABBINK Den Haag;;;1;;;;;;;;1
AZ;V.S.S. Consultancy B.V.;;;;1;;;;;;;1
AZ;Vaccinatiezorg B.V.;;;1;;;;;;;;1
AZ;Van Houts Waterstraalsnijden;;;;;;;;1;;;1
AZ;Van Kralingen B.V.;;;;;;;;1;;;1
AZ;VANWAARDE Documentenwacht B.V.;;;;;;;;;1;;1
AZ;Vastinvorm;;;;;;;;;1;;1
AZ;Ver. Bedr. Jansen-Wijsmuller & Beuns B.V.;;;;;;;;;1;;1
AZ;Verhuurbedrijf Paul B.V.;;;;;;;;1;;;1
AZ;Verhuurbedrijf Zuid-Holland B.V.;;1;;;;;;1;;;1
AZ;Vink Lisse B.V.;;;;;;;;1;;;1
AZ;VVV Cadeaubonnen B.V.;;;;;1;;;;;;1
AZ;Wigbold Illustratieve vormgeving;;;;;;1;;;;;1
AZ;Ziggo B.V.;;;;;;;;1;;;1
BZ;7AM Den Haag B.V.;;1;;;;;;;;;1
BZ;A.J. van der Linde B.V.;;;;;;;;1;;;1
BZ;Ad Astra Advocaten;;;;;;;;;;1;1
BZ;Advocatenkantoor Bordewijk;;;;;;;;;;1;1
BZ;Ak Media Productions;;1;;;;;;;;;1
BZ;ANP Holding B.V.;;;;;;1;;;;;1
BZ;Aon Rotterdam3;;;;;;;;1;;;1
BZ;Ardis Opleidingen B.V.;;1;;;;;;;;;1
BZ;B.V. Panorama Mesdag;;1;;;;;;;;;1
BZ;Bar Bistro Speakers;;1;;;;;;;;;1
BZ;BarentsKrans N.V.;;;;;;;;;;1;1
BZ;BCC (Elektro-Speciaalzaken) B.V.;;;;;;;;;1;;1
BZ;Beachclub Indigo B.V.;;1;;;;;;;;;1
BZ;Beeldend Kunstenaar J. van der Kooi;;;;;;;;1;;;1
BZ;Belgian Beer Cafe Belvédère;;1;;;;;;;;;1
BZ;Billink B.V.;;;;;;;;;1;;1
BZ;Boekbinderij Hudéjo/Van der Nat;;;;;;;;;1;;1
BZ;Breton Advocaten;;;;;;;;;;1;1
BZ;Brinks V.O.F.;;;;;;;;;;1;1
BZ;Centrum Quadraat;;1;;;;;;;;;1
BZ;Chris de Bode Fotografie;;;;;;;;1;;;1
BZ;CM.COM Netherlands B.V.;;1;;;;;;;;;1
BZ;COMPAREX Nederland B.V.;;1;;;;;;;;;1
BZ;Coolblue B.V.;;;;;;;;;1;;1
BZ;Croon advocaten N.V.;;;;;;;;;;1;1
BZ;Dürst Britt & Mayhew;;;;;;;;1;;;1
BZ;Dagelijks Lekker B.V.;;1;;;;;;;;;1
BZ;De Haagsche Reclamewinkel;;;;;;;;;1;;1
BZ;De Haan Advocaten & Notarissen;;;;;;;;;;1;1
BZ;De Vries Projekt Design B.V.;;;;;;;;1;;;1
BZ;Digital Revolution B.V.;;;;;;;;;1;;1
BZ;Discountoffice.nl B.V.;;;;;;;;;1;;1
BZ;Drukkerij Lemver;;;;;;;;;1;;1
BZ;EENWERK;;;;;;;;1;;;1
BZ;Epson Europe B.V.;;;;;;;;;1;;1
BZ;Etikettenkoning B.V.;;;;;;;;;1;;1
BZ;FOAM-Fotografiemuseum Amsterdam;;;;;;;;1;;;1
BZ;Franssen Advocaten;;;;;;;;;;1;1
BZ;G4S Cash Solutions B.V.;;;;;;;;;;1;1
BZ;Galerie Cokkie Snoei;;;;;;;;1;;;1
BZ;Gebr. Barendsen B.V.;;1;;;;;;;;;1
BZ;Goedman Kunstenaarsbenodigdheden;;;;;;;;1;;;1
BZ;Gusto di Italb;;1;;;;;;;;;1
BZ;Haaglanden Lease;;1;;;;;;;;;1
BZ;Health2Work B.V.;;;;;;;;;1;;1
BZ;Hedera Holding B.V.;;;;;;;;;1;;1
BZ;Het Stempel No. 539 B.V.;;;;;;;;;1;;1
BZ;Holding Beheermaatschappij Ropeni B.V.;;1;;;;;;;;;1
BZ;Holland Vision B.V.;;;;;;;;;1;;1
BZ;Hollandse Hoogte B.V.;;;;;;;;1;;;1
BZ;Hugo Schipper B.V.;;;;;;;;;1;;1
BZ;Inigo Advocaten;;;;;;;;;;1;1
BZ;Inkt.nl B.V.;;;;;;;;;1;;1
BZ;Internat. Instituut voor Sociale Geschiedenis;;1;;;;;;;;;1
BZ;ISS Integrated Facility Services B.V.;;1;;;;;;;;;1
BZ;Jitske Schols Photography;;;;;;;;1;;;1
BZ;Kon. Ned. Veren. van Informatieprofessionals;;1;;;;;;;;;1
BZ;Koninklijk Instituut van Ingenieurs;;1;;;;;;;;;1
BZ;L.J.A.D. Creyghton V.O.F.;;;;;;;;1;;;1
BZ;Lebkov;;1;;;;;;;;;1
BZ;Let's Cook Together;;1;;;;;;;;;1
BZ;Libereaux B.V.;;1;;;;;;;;;1
BZ;LifeTune;;;;;;;;;1;;1
BZ;Little V Den Haag B.V.;;1;;;;;;;;;1
BZ;Lyreco Nederland B.V.;;;;;;;;;1;;1
BZ;M. van Duijn advocatuur;;;;;;;;;1;;1
BZ;Mainpress B.V.;;;;;;;;;1;;1
BZ;Manutan B.V.;;;;;;;;;1;;1
BZ;Marleen Wagenaar;;;;;;;;1;;;1
BZ;Matpanözer Advocatuur;;;;;;;;;;1;1
BZ;Maxilia Holding B.V.;;1;;;;;;;;;1
BZ;MDI Consultants;;1;;;;;;;;;1
BZ;Millers;;1;;;;;;;;;1
BZ;Moduli Print B.V.;;;;;;;;;1;;1
BZ;Mr. M.C. Vermeul;;;;;;;;;;1;1
BZ;NOVI Opleidingen B.V.;;1;;;;;;;;;1
BZ;Office Depot B.V.;;;;;;;;;1;;1
BZ;Office Team Hoekschewaard;;;;;;;;;1;;1
BZ;Pactechno;;1;;;;;;;;;1
BZ;PATboard B.V.;;1;;;;;;;;;1
BZ;Personal Art/Living Stone Editions;;;;;;;;1;;;1
BZ;Postcode.NL B.V.;;1;;;;;;;;;1
BZ;'Profilex' Lijsten;;;;;;;;1;;;1
BZ;Promar Sales Rotterdam B.V.;;;;;;;;1;;;1
BZ;PromoBiz B.V.;;;;;;;;;1;;1
BZ;Protinus IT B.V.;;1;;;;;;;;;1
BZ;PvIB: Platform voor informatiebeveiliging;;1;;;;;;;;;1
BZ;Rabobank Breda;;;;;;;;;;1;1
BZ;Raven Studio;;;;;;;;1;;;1
BZ;Relatiegeschenken.nl B.V.;;;;;;;;;1;;1
BZ;Restaurant De Basiliek B.V.;;1;;;;;;;;;1
BZ;Royal Delft;;;;;;;;1;;;1
BZ;Sarikas & Agayev Advocaten;;;;;;;;;;1;1
BZ;Sayang;;1;;;;;;;;;1
BZ;Sodexo Altys B.V.;;1;;;;;;;;;1
BZ;Stichting De Grote Witte Reus;;;;;;;;1;;;1
BZ;Stichting Pensioenfonds ABP;;;;;;;;;;1;1
BZ;Stichting Vogin;;1;;;;;;;;;1
BZ;Stomerij Panda;;;;;;;;;1;;1
BZ;Suraya de Leeuw photography;;;;;;;;1;;;1
BZ;Taverne Meer en Bosch B.V.;;1;;;;;;;;;1
BZ;Taxibedrijf Van der Wijst;;1;;;;;;;;;1
BZ;Technisch Bureau Verhagen B.V.;;;;;1;;;;;;1
BZ;The Ravestijn Gallery B.V.;;;;;;;;1;;;1
BZ;Topa Verpakking B.V.;;;;;;;;;1;;1
BZ;Tri Tunggal;;1;;;;;;;;;1
BZ;TRIBES Holding B.V.;;1;;;;;;;;;1
BZ;Uitgeverij Lecturis B.V.;;;;;;;;1;;;1
BZ;UNDP/PNUD;;;;;;;;;;1;1
BZ;UniCarriers Netherlands B.V.;;;;;1;;;;;;1
BZ;Ver. v. Corp. Real Estate Manag. Execut.;;1;;;;;;;;;1
BZ;Vision Brands;;;;;;;;1;;;1
BZ;We Like Art Amsterdam;;;;;;;;1;;;1
BZ;YESGIFTS.NL B.V.;;;;;;;;;1;;1
BZ;ZIC ZERP;;;;;;;;1;;;1
BZ;Zumpolle Advocaten;;;;;;;;;;1;1
BZK;'1e Klas' Grand Café Restaurant;;1;;;;;;;;;1
BZK;1nergiek B.V.;;;;1;;;;;;;1
BZK;3 Zussen;;1;;;;;;;;;1
BZK;3K Horeca B.V.;;1;;;;;;;;;1
BZK;7AM B.V.;;1;;;;;;;;;1
BZK;7AM Den Haag B.V.;;1;;;;;;;;;1
BZK;A1 Office;;;;;;;;;1;;1
BZK;Absoluta Food and Facilities B.V.;;1;;;;;;;;;1
BZK;Accres Apeldoorn B.V.;;1;;;;;;;;;1
BZK;A-Frames;;;;;;;;1;;;1
BZK;ALBA Specials B.V.;;;;;;;;;1;;1
BZK;Albert Heijn;;1;;;;;;;;;1
BZK;Alfred's Holding B.V.;;1;;;;;;;;;1
BZK;AliExpress;;;;;;;;;1;;1
BZK;Aliki van der Kruijs;;;;;;;;1;;;1
BZK;Allekabels B.V.;;;;;;;;;1;;1
BZK;ALLSAFE mini opslag Utrecht;;;;;;1;;;;;1
BZK;Ambius B.V.;;;;;;;;1;;;1
BZK;Amsterdam School of Real Estate B.V.;;1;;;;;;;;;1
BZK;Annemarie Kookt;;1;;;;;;;;;1
BZK;Ann's Art;;;;;;;;1;;;1
BZK;anoniem 1179;;;;;;;;1;;;1
BZK;anoniem 1185;;;;;;;;1;;;1
BZK;anoniem 1194;;;;;;;;1;;;1
BZK;anoniem 1208;;;;;;1;;;;;1
BZK;anoniem 215;;1;;;;;;;;;1
BZK;anoniem 302;;;;;;1;;;1;;1
BZK;anoniem 305;;;;;;;;1;;;1
BZK;anoniem 308;;1;;;;;;;;;1
BZK;anoniem 310;;;;;;;;;1;;1
BZK;anoniem 311;;;;;;;;1;;;1
BZK;anoniem 312;;;;;;1;;;;;1
BZK;anoniem 314;;;;;;;;1;;;1
BZK;anoniem 321;;;;;;1;;;;;1
BZK;anoniem 323;;;;;;1;;;;;1
BZK;anoniem 326;;;;;;1;;;;;1
BZK;anoniem 330;;1;;;;;;;;;1
BZK;anoniem 336;;;;;1;1;;;;;1
BZK;anoniem 339;;1;;;;;;;;;1
BZK;anoniem 346;;;;;;1;;;;;1
BZK;anoniem 350;;1;;;;;;;;;1
BZK;anoniem 351;;;;;;;;1;;;1
BZK;anoniem 352;;;;;;;;1;;;1
BZK;anoniem 353;;;;;;;;;;1;1
BZK;Antalis B.V.;;;;;1;;;;;;1
BZK;Antropia B.V.;;1;;;;;;;;;1
BZK;APARTT. in Business;;;;;;;;;1;;1
BZK;Arendje Verhuur B.V.;;;;;;;;;1;;1
BZK;Aristo Eindhoven B.V.;;1;;;;;;;;;1
BZK;Art Print Design;;;;;;1;;;;;1
BZK;arvato Finance B.V.;;;;;;;;;1;;1
BZK;ASB Security B.V.;;;1;;;;;;;;1
BZK;Atelier NL B.V.;;;;;;;;1;;;1
BZK;Atir Schoonmaakstrategen;;;;1;;;;;;;1
BZK;Atlantic Hotel Exploitatie B.V.;;1;;;;;;;;;1
BZK;Atrium Vastgoedmanagement B.V.;;1;;;;;;;;;1
BZK;Automatic Signal Rijsenhout B.V.;;;1;;;;;;;;1
BZK;AvdR Webinars B.V.;;;;;;1;;;;;1
BZK;B+B Vakmedianet B.V.;;;;;;1;;;;;1
BZK;Bakx & Meijer B.V.;;1;;;;;;;;;1
BZK;Bakx & Meijer catering en organisatie;;1;;;;;;;1;;1
BZK;Bambook V.O.F.;;;;;;;;;1;;1
BZK;Banketbakkerij Boheemen;;1;;;;;;;;;1
BZK;Banketbakkerij De Kruyter;;1;;;;;;;;;1
BZK;Barlow Beheer B.V.;;1;;;;;;;;;1
BZK;Bax-shop.nl B.V.;;;;;;;;;1;;1
BZK;BCC (Elektro-Speciaalzaken) B.V.;;;;;;;;;1;;1
BZK;Beamerexpert;;;;;;;;1;;;1
BZK;Belgisch BiercafÃ© Olivier B.V.;;1;;;;;;;;;1
BZK;Bemeij Schoonmaakbedrijf B.V.;;;;1;;;;;;;1
BZK;'Betonvereniging';;;;;;;;;1;;1
BZK;Beuk Touringcars;;;;;1;;;;;;1
BZK;bijHanz, B.V.;;1;;;;;;;;;1
BZK;Bijzonder Handig;;;;;;;;;1;;1
BZK;Bilderberg Grand Hotel Wientjes;;1;;;;;;;;;1
BZK;Bilderberg Residence Groot Heideborgh;;1;;;;;;;;;1
BZK;Bink Rooftop;;1;;;;;;;;;1
BZK;Bistro Bonne Femme;;1;;;;;;;;;1
BZK;Bistro 't Kannetje B.V.;;;;;;;;1;;;1
BZK;Bleyenberg;;1;;;;;;;;;1
BZK;Blond Atelier B.V.;;;;;;;;;1;;1
BZK;Boels Verhuur;;;;;;;;1;;;1
BZK;bol.com B.V.;;;;;;1;;;1;;1
BZK;BOSS PRAKTIJKVERENIGING;;;;;;;;;1;;1
BZK;BPI Services B.V.;;;1;;;;;;;;1
BZK;Brasserie Ome Bernard B.V.;;1;;;;;;;;;1
BZK;Brigitte van Gool Producties & Management;;1;;;;;;;;;1
BZK;Broodjestijd B.V.;;1;;;;;;;;;1
BZK;Brooklands Horeca B.V.;;1;;;;;;;;;1
BZK;Bruynzeel Storage Systems B.V.;;;;;;;;1;;;1
BZK;BS Workspace Solutions;;;;;;;;1;;;1
BZK;Buyitdirect.com B.V.;;;;;;;;;1;;1
BZK;C.Q. Reclame B.V.;;;;;;1;;;;;1
BZK;Café Eethuisje De Oase;;;;;;;;;1;;1
BZK;Cafe/Restaurant De Eeuwige Jachtvelden;;1;;;;;;;;;1
BZK;Cafe/Restaurant Schlemmer;;1;;;;;;;;;1
BZK;Caf�-Eeterij 't Vermaeck;;1;;;;;;;;;1
BZK;Canonline B.V.;;;;;;;;;1;;1
BZK;Capriole Coffee Café B.V.;;1;;;;;;;;;1
BZK;Card Vision B.V.;;;;;;;;;1;;1
BZK;Carlton Hotel Collection;;1;;;;;;;;;1
BZK;Central Point Nederland B.V.;;;;;;;;;1;;1
BZK;Centralpoint Amstelveen B.V.;;;;;;;;;1;;1
BZK;Centralpoint Nijmegen B.V.;;;;;;;;;1;;1
BZK;Chubb Fire & Security B.V.;;;1;;;;;;;;1
BZK;Ciao! Ciao! B.V.;;1;;;;;;;;;1
BZK;Cleaning Service '2001' B.V.;;;;1;;;;;;;1
BZK;Cloose;;1;;;;;;;;;1
BZK;C-Mark B.V.;;;;1;;;;;;;1
BZK;combico;;;;;;;;;1;;1
BZK;Comic House Amsterdam B.V.;;;;;;1;;;;;1
BZK;Company 2 Wear B.V.;;;;;;;;;1;;1
BZK;Con Fuego;;1;;;;;;;;;1
BZK;Consolepro B.V.;;;;;;;;;1;;1
BZK;Coolblue B.V.;;;;;;;;;1;;1
BZK;Cooper & Hunter;;;;;;;;1;1;;1
BZK;Copex Air B.V.;;;;;1;;;;;;1
BZK;Cor van Raaij Elektrotechniek B.V.;;;1;;;;;;;;1
BZK;Creator Meeting Support B.V.;;;;;;;;;1;;1
BZK;Cuisine de Lien;;1;;;;;;;;;1
BZK;Cuisine Royale B.V.;;1;;;;;;;;;1
BZK;Daleman Lijsten;;;;;;;;1;;;1
BZK;Dave Keune;;;;;;;;1;;;1
BZK;De Energiebron B.V.;;;;;;;;;1;;1
BZK;De Fabryck-Bureau voor Gebouwhistor. Onderz.;;1;;;;;;;;;1
BZK;De Haagsche Reclamewinkel;;;;;;1;;;;;1
BZK;de Persgroep Nederland B.V.;;;;;;1;;;;;1
BZK;De Pier Horeca B.V.;;1;;;;;;;;;1
BZK;De Raat Security Products B.V.;;;;;;;;;1;;1
BZK;'De Sleutelspecialist';;;1;;;;;;;;1
BZK;De Stadsbakker;;1;;;;;;;;;1
BZK;De Stempelplaats B.V.;;;;;;;;;1;;1
BZK;De Stickerkoning B.V.;;;;;;;;;1;;1
BZK;De Vrij Espresso & Horeca Service;;1;;;;;;;;;1
BZK;De Zandkamer;;1;;;;;;;;;1
BZK;Deadan.com. B.V.;;;;;;;;1;;;1
BZK;Deka Immobolien Investment GMBH;;;;;;;;1;;;1
BZK;Delftechniek;;;;;;;;;1;;1
BZK;Denkschets.nl;;;;;;1;;;;;1
BZK;DGB B.V.;;1;;;;;;;;;1
BZK;DIERGAARDE BLIJDORP/ROTTERDAM ZOO;;1;;;;;;;;;1
BZK;Digital Revolution B.V.;;;;;;;;;1;;1
BZK;Discountoffice.nl B.V.;;;;;;;;;1;;1
BZK;Dokkumer Vlaggen Centrale B.V.;;;1;;;;;1;;;1
BZK;Dolph Kessler Fotografie;;;;;;;;1;;;1
BZK;DPI Animation House B.V.;;;;;;1;;;;;1
BZK;Drukkerij Bareman;;;;;;;;;1;;1
BZK;Drukkerij van der Hulst B.V.;;;;;;1;;;;;1
BZK;Drukwerkdeal.nl;;;;;;;;;1;;1
BZK;Dulang Indonesische Lekkernijen;;1;;;;;;;;;1
BZK;Duoprint t.h.o.d.n. Multicopy Den Haag Centr.;;;;;;1;;;1;;1
BZK;Easy Ergonomics B.V.;;;;;;;;;1;;1
BZK;ECM-Services;;;;;;1;;;;;1
BZK;Eden Springs Nederland B.V.;;1;;;;;;;;;1
BZK;Eduard Bos Electronic Publishing II B.V.;;;;;;;;1;;;1
BZK;Elba Media B.V.;;;;;;;;;1;;1
BZK;EMMA Communicatie B.V.;;1;;;;1;;;;;1
BZK;EOM Design B.V.;;;;;;;;1;;;1
BZK;Erasmus Centre for Entrepreneurship;;1;;;;;;;;;1
BZK;Erik Jansen Fotografie;;;;;;1;;;;;1
BZK;Etikettenkoning B.V.;;;;;;;;;1;;1
BZK;Eudokia Internet & Design;;;;;;;;1;1;;1
BZK;Eurest Services B.V.;;1;;;;;;;;;1
BZK;Euro-Index B.V.;;;;;;;;;1;;1
BZK;Eurorouting Nederland B.V.;;;;;;;;1;;;1
BZK;Event Medical Service B.V.;;;1;;;;;;;;1
BZK;Excellent Touringcars;;;;;;;;;1;;1
BZK;Exploitatie Maatschappij Komfort B.V.;;1;;;;;;1;;;1
BZK;Exploitatiemij. Grand Hotel Karel V B.V.;;1;;;;;;;;;1
BZK;F.W. Advies B.V.;;;;;;1;;;;;1
BZK;Facilion B.V.;;;;;;1;;;;;1
BZK;Ferretto Group Holland B.V.;;;;;;;;;1;;1
BZK;Firma Hof der Muzen;;1;;;;;;;;;1
BZK;Fletcher Hotel Exploitaties B.V.;;;;;;;;;1;;1
BZK;FloraHolland;;;;;;;;;1;;1
BZK;Flowers&Wheels;;;;;;;;1;;;1
BZK;Flying Camera;;;;;;;;1;;;1
BZK;Focus Koeriers Karisma BV;;;;;1;;;;;;1
BZK;Frama Nederland;;;;;;;;;1;;1
BZK;Fransen Beveiligingen;;;1;;;;;;;;1
BZK;Frisia Makelaars o.g.;;;;;;;;1;;;1
BZK;Fujitsu Technology Solutions B.V.;;;;;;;;1;;;1
BZK;Galerie Fons Welters;;;;;;;;1;;;1
BZK;Galerie Nouvelles Images;;;;;;;;1;;;1
BZK;Galerie Onrust;;;;;;;;1;;;1
BZK;Geregeld Ilse;;;;;;1;;;;;1
BZK;Glemz Support;;;;;;;;;1;;1
BZK;Goedkopekoffiebekers.nl;;1;;;;;;;;;1
BZK;Goedman Kunstenaarsbenodigdheden;;;;;;;;1;;;1
BZK;Golfslag;;;;;;;;;1;;1
BZK;Good Conditions B.V.;;;;;;;;;1;;1
BZK;Grateq B.V.;;;;;;;;;1;;1
BZK;Graydon Nederland B.V.;;1;;;;;;1;;;1
BZK;Greenbean;;1;;;;;;;;;1
BZK;Greengiving B.V.;;1;;;;;;;;;1
BZK;Greetz B.V.;;;;;;;;;1;;1
BZK;Groen & Vers B.V.;;1;;;;;;;;;1
BZK;Haagse Beek organisatieadvies B.V.;;;;;;1;;;;;1
BZK;Hako B.V.;;;;1;;;;;;;1
BZK;Hapjes aan Huis B.V.;;1;;;;;;;;;1
