BOOMSOORT,LATIJNSENA,STATUS,PLANTJAAR,HOOGTE,DIAMETER,EINDBEELD,VITALITEIT,LEVENSVERW,BEHEERDER,KORTETERM,OPPERVLAK,RANDLENGTE,LANGETERM,VTACONTROL,WEGTYPE,STANDPLAAT,GEOID,longitude,latitude
Eik,Quercus robur,Monumentaal,1900,18-24,80 t/m 85,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Berm,14851,5.52178990222,51.428135063900001
Berk,Betula pendula,Basis,1980,15-18,40 t/m 45,TR 3.00,Basis,10-15 jr,Sportparken,OhsA,0,0,Geen actie,C 1 x 3jr,NVT,Gazon,83661,5.47276233272,51.413711559200003
Eik,Quercus robur,Waardevol,1960,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Berm,41688,5.44518551254,51.474999319200002
Kornoelje,Cornus controversa,Basis,1985,9-12,20 t/m 25,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,70420,5.5014966932,51.473264920200002
Es,Fraxinus excelsior,Basis,1965,15-18,45 t/m 50,TR 4.20,Basis,>15 jr,REB Buitengebied,OhsA,0,0,Geen actie,C 1 x 5jr,NVT,Beplanting,73255,5.50401331551,51.487587652999999
Peer,Pyrus calleryana Redspire,Basis,2002,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Verharding,83282,5.46101836187,51.428060902799999
Berk,Betula pendula,Waardevol,1970,12-15,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Beplanting,50835,5.45240363354,51.488199715999997
Valse Christusdoorn,Gleditsia triacanthos Sunburst,Basis,1987,9-12,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,88506,5.46525440196,51.437270578099998
,,Basis,1995,< 6,0 t/m 5,TR 3.00,Geen,Geen,REB Stedelijk,BgsA,0,0,Boomspiegel verwijderen,C 1 x 3jr,EB geen rijstr.ind,Beplanting,68798,5.43361494762,51.418271625599999
Eik,Quercus robur,Basis,1970,< 6,0 t/m 5,TR 3.00,Geen,Geen,REB Stedelijk,BgsA,0,0,Stobbe verwijderen,C 1 x 3jr,Fietspad,Beplanting,64708,5.47296608022,51.482793496900001
Es,Fraxinus excelsior Diversifolia,Basis,1970,12-15,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,24236,5.45293232046,51.454329868099997
Valse acasia,Robinia pseudoacacia Sandraudiga,Basis,1970,15-18,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Gazon,12214,5.48585785645,51.418662291499999
Lijsterbes,Sorbus intermedia,Basis,1978,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Verharding,26089,5.49249963711,51.442673340399999
Es,Fraxinus excelsior,Basis,1995,6-9,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,79154,5.43247417829,51.411586610800001
Eik,Quercus robur,Waardevol,1945,18-24,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Berm,138268,5.41562383875,51.464787581300001
Eik,Quercus robur,Waardevol,1960,18-24,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Berm,20226,5.5282418387,51.432040919899997
Eik,Quercus palustris,Waardevol,1960,15-18,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Gazon,82959,5.44306834384,51.419880298400003
Honingboom,Sophora japonica,Basis,2007,,,,,,REB Stedelijk,BgsB,,0,Geen actie,C 1 x 3jr,,Gazon,119754,5.46265000762,51.466515862999998
Meidoorn,Crataegus prunifolia Splendens,Basis,1995,< 6,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,57348,5.44937233681,51.478893417400002
Linde,Tilia europaea Zwarte Linde,Basis,1970,15-18,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,>2.5-5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,123343,5.46954948402,51.468489270399999
Esdoorn,Acer pseudoplatanus Negenia,Basis,1970,12-15,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,31470,5.46020542716,51.4695409467
Esdoorn,Acer saccharinum,Waardevol,1960,15-18,85 t/m 90,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Berm,9500,5.48080775619,51.424503205199997
Eik,Quercus robur,Monumentaal,1910,< 6,0 t/m 5,TR 3.00,Geen,Geen,REB Stedelijk,BgsA,0,0,Stobbe verwijderen,C 1 x 3jr,EB geen rijstr.ind,Berm,8921,5.4806163956,51.426454039299998
Eik,Quercus robur,Basis,2003,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,19880,5.51873289357,51.428506930200001
Den,Pinus nigra nigra,Waardevol,1946,< 6,40 t/m 45,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Beplanting,16116,5.50031570252,51.442304946699998
Eik,Quercus robur,Waardevol,1970,6-9,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Berm,53161,5.45124210011,51.493640209500001
Wilg,Salix alba,Basis,1985,< 6,25 t/m 30,Knot,Basis,>15 jr,REB Stedelijk,Altijd,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Berm,15325,5.51562685233,51.420884028099998
Wilg,Salix alba Liempde,Basis,1980,< 6,30 t/m 35,Knot,Basis,Geen,REB Stedelijk,Altijd,0,0,Advies rooien,C 1 x 3jr,NVT,Gazon,18245,5.52690636354,51.448916955500003
Berk,Betula pubescens,Basis,1980,12-15,35 t/m 40,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Berm,22710,5.50990995965,51.444137934399997
Eik,Quercus robur,Waardevol,1960,12-15,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Berm,43450,5.44417263255,51.474580013100002
Eik,Quercus robur,Basis,1970,12-15,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,81938,5.44238241146,51.423662157999999
Linde,Tilia tomentosa Brabant,Waardevol,1985,9-12,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsA,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Berm,126335,5.43224333838,51.417228776199998
Eik,Quercus robur,Waardevol,1950,15-18,65 t/m 70,Vrij uitgroei,Hoog,>15 jr,REB Buitengebied,OhsA,0,0,Geen actie,C 1 x 5jr,NVT,Berm,46128,5.45448726674,51.491559063099999
Esdoorn,Acer pseudoplatanus,Basis,1970,9-12,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,63184,5.44324562848,51.490351270300003
Linde,Tilia platyphyllos,Basis,1965,18-24,45 t/m 50,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Beplanting,75295,5.4940981035,51.469333926200001
Plataan,Platanus hispanica,Waardevol,1946,15-18,60 t/m 65,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsA,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Gazon,7366,5.4795856602,51.428929869999997
Eik,Quercus palustris,Waardevol,1940,15-18,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Gazon,41024,5.45461966012,51.469500656800001
Hazelaar,Corylus colurna Obelisk,Basis,2011,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,10553,5.40302218022,51.436893452500001
Valse acasia,Robinia pseudoacacia,Waardevol,1960,9-12,40 t/m 45,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,60314,5.46601952124,51.4253753363
Valse acasia,Robinia pseudoacacia,Basis,1975,12-15,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Verharding,83953,5.4417668579,51.421127548699999
Esdoorn,Acer saccharinum Laciniatum Wieri,Basis,1970,15-18,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,105875,5.5131217291,51.451283996599997
Gewone Vleugelnoot,Pterocarya fraxinifolia,Basis,1980,9-12,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,>5,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Verharding,3435,5.47453940343,51.4292520272
Iep,Ulmus hollandica Commelin,Basis,1970,18-24,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,>2.5-5,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Verharding,75445,5.48237085868,51.478700023599998
Meelbes,Sorbus aria,Basis,1985,6-9,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,3994,5.45443417482,51.417468487999997
Linde,Tilia platyphyllos,Basis,1975,18-24,70 t/m 75,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Gazon,26663,5.51050302034,51.4370339014
Peer,Pyrus calleryana Chanticleer,Basis,2003,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,14764,5.51525839706,51.428966932599998
Eik,Quercus robur,Basis,1980,15-18,25 t/m 30,TR 3.00,Basis,>15 jr,REB Buitengebied,BgsA,0,0,Geen actie,C 1 x 5jr,EB geen rijstr.ind,Berm,68463,5.51482558355,51.456347343799997
Cypress,Metasequoia glyptostroboides,Waardevol,1998,12-15,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,4,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Gazon,95058,5.44067518807,51.442654682499999
Els,Alnus incana,Basis,1980,< 6,0 t/m 5,TR 4.20,Geen,Geen,REB Stedelijk,BgsA,0,0,Boomspiegel verwijderen,C 1 x 3jr,EB geen rijstr.ind,Verharding,39841,5.42453718407,51.4773377916
Peer,Pyrus calleryana Chanticleer,Basis,1995,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Verharding,103008,5.46273818068,51.483141876700003
Amberboom,Liquidambar styraciflua,Basis,1995,9-12,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,>2.5-5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,4722,5.45159503747,51.417056902100001
Eik,Quercus robur,Basis,2010,,,TR 4.20,,,REB Stedelijk,BgsB,,0,Geen actie,C 1 x 3jr,,,96874,5.51680913061,51.4246216473
Linde,Tilia europaea Euchlora,Basis,1975,6-9,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,91564,5.45956286076,51.437352519900003
Eik,Quercus robur,Basis,1980,15-18,50 t/m 55,TR 4.20,Basis,>15 jr,REB Buitengebied,OhsA,0,0,Geen actie,C 1 x 5jr,EB geen rijstr.ind,Berm,61914,5.50028683117,51.458273935900003
Berk,Betula pendula,Basis,1975,9-12,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,51519,5.44366541766,51.485560485800001
Eik,Quercus robur,Waardevol,1950,15-18,55 t/m 60,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,45463,5.45169711307,51.489303286400002
Esdoorn,Acer campestre,Basis,1980,9-12,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,102971,5.44389615958,51.415141239999997
Tamme Kastanje,Castanea sativa,Monumentaal,1920,18-24,65 t/m 70,TR 4.20,,,Particulier,OhsA,0,0,Geen actie,C 1 x 3jr,,Beplanting,20652,5.48302534606,51.415798908799999
Eik,Quercus palustris,Basis,1970,18-24,55 t/m 60,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Beplanting,75035,5.47196831917,51.4805001334
Paardenkastanje,Aesculus hippocastanum Baumannii,Basis,1950,12-15,55 t/m 60,TR 4.20,Laag,5-10 jr,REB Stedelijk,OhsA,2.5,0,Geen actie,C 1 x jr,EB geen rijstr.ind,Verharding,79173,5.51681881025,51.439141490700003
Es,Fraxinus angustifolia Raywood,Basis,2008,,,TR 4.20,,,REB Stedelijk,BgsB,,0,Geen actie,C 1 x 3jr,,Gazon,118594,5.47305497387,51.4695308266
Meidoorn,Crataegus laevigata,Basis,1995,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,128893,5.4333365945,51.4126426228
Kers,Prunus serrulata Kanzan,Basis,1982,< 6,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,22994,5.4894237129,51.4394112114
Es,Fraxinus excelsior Westhofs Glorie,Basis,1985,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,7820,5.49881978196,51.434013375399999
Linde,Tilia europaea Euchlora,Basis,1990,9-12,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,80755,5.45946293315,51.4264103517
Plataan,Platanus hispanica,Basis,1980,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,38019,5.47465310982,51.472861465400001
Populier,Populus Canadensis Gelrica,Waardevol,1960,18-24,55 t/m 60,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Berm,126411,5.51386623977,51.4521911991
Valse acasia,Robinia pseudoacacia Bessoniana,Basis,1975,9-12,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Verharding,28801,5.5115436851,51.440013893
Esdoorn,Acer platanoides Olmsted,Basis,2008,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,98533,5.48973390463,51.468050689000002
Populier,Populus Canadensis Gelrica,Waardevol,1970,18-24,30 t/m 35,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Berm,126705,5.51504236572,51.452697523399998
Berk,Betula pendula,Basis,1950,12-15,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,13186,5.49219972012,51.410723214100003
Hemelboom,Ailanthus altissima,Basis,1970,15-18,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Beplanting,131613,5.44458573774,51.4225131014
Eik,Quercus robur,Basis,1975,15-18,35 t/m 40,TR 4.20,Laag,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Verharding,50059,5.45003691385,51.486748810800002
Iep,Ulmus minor Sarniensis,Basis,1985,18-24,40 t/m 45,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,130068,5.43300426141,51.423445864500003
Meelbes,Sorbus aria,Basis,1995,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,137308,5.45266513863,51.417142812000002
Els,Alnus cordata,Basis,1990,12-15,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,3,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Gazon,81876,5.44280773582,51.426137367700001
Es,Fraxinus excelsior Westhofs Glorie,Basis,1975,9-12,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Gazon,11546,5.4815079487,51.420899784100001
Amberboom,Liquidambar styraciflua,Basis,2005,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,3,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Gazon,109151,5.42112698305,51.484532401999999
Eik,Quercus robur,Waardevol,1975,12-15,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Beplanting,81521,5.436184352,51.419019931199998
Eik,Quercus palustris,Waardevol,1980,15-18,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,81450,5.4739428014,51.424882335100001
Kers,Prunus serrulata Miyako,Basis,1980,< 6,15 t/m 20,TR 3.00,Basis,10-15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,27042,5.51449564624,51.444770662899998
Berk,Betula pendula,Basis,2006,,,TR 3.00,,,REB Stedelijk,BgsB,,0,Geen actie,C 1 x 3jr,,Beplanting,103932,5.42571479431,51.4825715092
Iep,Ulmus hollandica Vegeta,Waardevol,1960,15-18,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Berm,65469,5.45300137386,51.485853818400003
Populier,Populus canescens,Basis,1980,> 24,60 t/m 65,TR 3.00,Basis,>15 jr,REB Buitengebied,OhsB,0,0,Geen actie,C 1 x 5jr,NVT,Berm,94139,5.49960217435,51.489602023499998
Linde,Tilia europaea Pallida,Basis,1960,15-18,70 t/m 75,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,>2.5-5,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Verharding,8601,5.49664174509,51.426337448200002
Populier,Populus euramericana,Basis,1999,> 24,25 t/m 30,TR 4.20,Basis,>15 jr,REB Buitengebied,OhsB,0,0,Geen actie,C 1 x 5jr,Voetpad,Berm,70053,5.46288951954,51.491453773099998
Valse Christusdoorn,Gleditsia triacanthos,Basis,2005,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Verharding,51467,5.46866587787,51.4825834261
Linde,Tilia europaea Pallida,Waardevol,1980,6-9,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,20967,5.49388636013,51.4228892374
Berk,Betula pubescens,Basis,1980,12-15,40 t/m 45,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Berm,27842,5.50840043896,51.444302308499999
Peer,Pyrus calleryana Chanticleer,Basis,1980,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Verharding,64269,5.48567385691,51.4266154257
Esdoorn,Acer pseudoplatanus,Basis,1995,< 6,0 t/m 5,TR 3.00,Geen,Geen,REB Stedelijk,BgsA,0,0,Stobbe verwijderen,C 1 x 3jr,NVT,Beplanting,81079,5.46098863784,51.416448488100002
Linde,Tilia europaea Zwarte Linde,Basis,1960,> 24,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,12143,5.48696772615,51.417299828300003
Esdoorn,Acer platanoides Cleveland,Waardevol,1985,6-9,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Verharding,27927,5.52092365204,51.448760344100002
Spar,Picea abies,Basis,1970,15-18,35 t/m 40,TR 3.00,Zeer laag,<5 jr,REB Stedelijk,BgsA,0,0,Advies rooien,C 1 x jr,EB geen rijstr.ind,Beplanting,131012,5.49536216503,51.459771926400002
Populier,Populus euramericana,Basis,1975,18-24,60 t/m 65,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,NVT,Beplanting,81964,5.44580248821,51.424229226100003
Valse acasia,Robinia pseudoacacia,Basis,1970,15-18,60 t/m 65,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Beplanting,73811,5.47318351485,51.480744786099997
Berk,Betula pendula,Basis,1970,15-18,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Berm,48252,5.43141569142,51.473483623
Populier,Populus canescens Schijndel,Basis,2005,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,105692,5.42213324522,51.4859355018
Eik,Quercus robur,Waardevol,1990,9-12,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Berm,114058,5.41087064547,51.471991747300002
Esdoorn,Acer saccharinum,Basis,1960,18-24,60 t/m 65,TR 6.00,Basis,10-15 jr,Sportparken,OhsA,0,0,Geen actie,C 1 x jr,EB geen rijstr.ind,Berm,19806,5.48013127553,51.410855126400001
Iep,Ulmus hollandica Vegeta,Waardevol,1950,15-18,55 t/m 60,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Berm,42382,5.48788468953,51.475579030699997
Eik,Quercus robur,Basis,2000,6-9,5 t/m 10,TR 4.20,Geen,Geen,REB Stedelijk,BgsA,0,0,Stobbe verwijderen,C 1 x 3jr,EB geen rijstr.ind,Berm,4967,5.37137053491,51.458501768200001
Esdoorn,Acer pseudoplatanus Rotterdam,Basis,1980,9-12,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsA,2.5,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Verharding,15177,5.50091837797,51.418932034100003
Berk,Betula pendula,Basis,1960,9-12,35 t/m 40,TR 3.00,Basis,>15 jr,REB Buitengebied,BgsA,0,0,Geen actie,C 1 x 5jr,Voetpad,Berm,118158,5.5131143715,51.460346181299997
Spar,Picea abies,Basis,1960,15-18,35 t/m 40,Vrij uitgroei,Basis,10-15 jr,Sportparken,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Berm,13932,5.47607155101,51.408208087200002
Wilg,Salix alba Liempde,Basis,1980,< 6,20 t/m 25,Knot,Basis,>15 jr,REB Buitengebied,Altijd,0,0,Geen actie,C 1 x 5jr,Voetpad,Berm,37008,5.51056895378,51.466069572800002
Haagbeuk,Carpinus betulus Purpurea,Basis,1970,12-15,30 t/m 35,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsA,0,0,Geen actie,C 1 x 3jr,Voetpad,Gazon,64799,5.45089286052,51.479898264299997
Berk,Betula pendula,Basis,1980,12-15,30 t/m 35,TR 4.20,Basis,>15 jr,REB Buitengebied,OhsB,0,0,Geen actie,C 1 x 5jr,EB geen rijstr.ind,Berm,134345,5.42669986271,51.465225632100001
Es,Fraxinus excelsior,Basis,1970,15-18,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Gazon,4013,5.45302664148,51.416231244599999
Esdoorn,Acer platanoides Olmsted,Basis,1975,9-12,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Verharding,27486,5.51728940437,51.437894298300002
Esdoorn,Acer rubrum,Basis,1990,6-9,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Verharding,50926,5.46020972768,51.480642485700002
Berk,Betula utilis Jacquemontii,Basis,1970,9-12,40 t/m 45,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsA,2.5,0,Geen actie,C 1 x 3jr,NVT,Verharding,28241,5.52329020635,51.448781172799997
Iep,Ulmus hollandica Commelin,Basis,1970,9-12,20 t/m 25,TR 4.20,Laag,10-15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,41510,5.46221850679,51.475684360499997
Els,Alnus cordata,Waardevol,1960,15-18,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Gazon,44386,5.48136460182,51.471075256699997
Haagbeuk,Carpinus betulus Quercifolia,Basis,1960,12-15,55 t/m 60,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,62913,5.49654927269,51.428094850999997
Populier,Populus deltoides Missouriensis,Basis,1970,18-24,>100,TR 3.00,Basis,10-15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Beplanting,11846,5.47998683495,51.423618107800003
