OBJECTID,PUIC,NAAM,LEVENSCYCLUS_STATUS,FUNCTIE,REF_DIENSTREGELPUNT_PUIC,REF_STUURSPOOR_PUIC,PERRON_NUMMER,REF_PERRONWAND_PUIC,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT_T,OFFSETBEGIN,OFFSETBEGIN_T,OFFSETEIND,OFFSETEIND_T,BEHEERDER,X_BEGIN,Y_BEGIN,X_EIND,Y_EIND,LENGTE,GELDIG_VANAF,PUBLICATIEDATUM,LATITUDE_BEGIN,LONGITUDE_BEGIN,LATITUDE_EIND,LONGITUDE_EIND,REF_DIENSTREGELPUNT_NAAM,KM_GEOCODE_TOT,KM_GEOCODE_VAN
46,782c4407-a55a-4199-890d-20686d771ec6,103,Onbekend,O Opstelspoor,5ecebabb-dadb-4124-a99f-1800583f6730,80a9845a-9f3e-4375-a396-b62af70785cf,,,Zd-Ekz,Zaandam - Enkhuizen ,217,,217,217__,Hoorn - Enkhuizen,"35,410993","35,703736",-3.393609,"-3,393609",-4.305277,"-4,305277",ProRail,134970.28535056,518860.10274776,135186.875,519056.994,292.70768677,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.65684617,5.09118454,52.65862352,5.09437373,Hnko,35.703736,35.410993
47,92e97b65-ac8a-4636-ba69-cb450763e577,6,Onbekend,O Opstelspoor,66e954bf-bbd4-42aa-a295-ce0d845bf606,98d45614-e96a-4d9b-81cd-9d93cd6e88ce,,,Zd-Ekz,Zaandam - Enkhuizen ,626,c,626,626_c,Hoorn,"32,583583","32,157572",-7.055308,"-7,055308",-26.382451,"-26,382451",ProRail,132584.77949828,517563.88800594,132163.883,517644.723,428.58810725,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.64510443,5.05601707,52.64581342,5.0497928,Hn,32.157572,32.583583
48,4f1a9fa6-2a02-427f-92e5-3b5365013b2e,14,Onbekend,R Restspoor,675408dd-d0e1-4361-9ea8-1f2adc0f40de,8a098c60-1f61-4b67-95a3-c041e55335fa,,,Std-Hz,Sittard - Herzogenrath (D) ,504,b,504,504_b,Heerlen,"18,270517","18,113292",-13.765813,"-13,765813",-23.52547,"-23,525470",ProRail,196166.81407647,322569.45093208,196018.03599999,322615.98499999,157.85133948,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,50.89142685,5.97225966,50.89185579,5.97015059,Hrl,18.113292,18.270517
49,47c427a3-c23d-4b9a-b2b1-7da2bcedb3c1,211,Onbekend,O Opstelspoor,675408dd-d0e1-4361-9ea8-1f2adc0f40de,25c051c2-5577-4e94-b7cd-e43af757795b,,,Std-Hz,Sittard - Herzogenrath (D) ,504,b,504,504_b,Heerlen,"18,860074","19,181437",1.764238,"1,764238",3.623971,"3,623971",ProRail,196737.50571354,322395.29692494,197063.421,322388.456,326.2116897,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,50.88982018,5.98034988,50.88973486,5.98498061,Hrl,19.181437,18.860074
50,206bbd70-9cfd-489b-8000-3d1a7f7dd771,33,Onbekend,O Opstelspoor,675408dd-d0e1-4361-9ea8-1f2adc0f40de,01673abe-ffaf-4284-ad81-45b5ae633909,,,Std-Hz,Sittard - Herzogenrath (D) ,504,b,504,504_b,Heerlen,"17,411088","18,101834",-11.936345,"-11,936345",-15.353715,"-15,353715",ProRail,195399.798,322933.092,196005.015,322611.18199999,685.62616565,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,50.89475004,5.96139987,50.89181355,5.969965,Hrl,18.101834,17.411088
51,c9332908-dbf4-40dc-8a45-c3944794e120,37,Onbekend,R Restspoor,675408dd-d0e1-4361-9ea8-1f2adc0f40de,96c5a15e-5149-4015-981a-52779286b4cd,,,Std-Hz,Sittard - Herzogenrath (D) ,504,b,504,504_b,Heerlen,"17,495078","17,890725",-28.300876,"-28,300876",-36.221741,"-36,221741",ProRail,195479.44699999,322904.924,195828.12,322718.82699999,395.69969036,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,50.89449123,5.96252873,50.89279375,5.96746319,Hrl,17.890725,17.495078
52,2e0776d5-98c1-4204-8d56-13449e065776,103,Onbekend,OV Overgangsspoor PPLG naar onbeveiligd gebied,5d90ce6f-bad3-4a20-b7c5-6e227dffbed6,ee9bdeaf-0ad4-4734-9e42-0d8ab7d62411,,,Vet-Mtn,Verschau (D) - Maastricht Noord ,521,b,521,521_b,Schin op Geul,"22,161982","22,158196",-2.109876,"-2,109876",-2.086967,"-2,086967",ProRail,189035.32078965,318590.2414737,189038.969,318589.275,3.77373644,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,50.85612793,5.87053721,50.85611903,5.87058892,Sog,22.158196,22.161982
53,7046e6ee-3809-450f-ad70-e41064b8f3ac,MSW,Onbekend,R Restspoor,efe461c0-d259-451d-86e8-3768baccae9f,0dcd1cda-0a8a-4339-818a-7a659b18d416,,,Vet-Mtn,Verschau (D) - Maastricht Noord ,069,,69,069__,Simpelveld - Schin op Geul,"20,599997","19,030553",-1.872546,"-1,872546",-0.238291,"-0,238291",Derden - Overig - Zuid Limburgse Stoomtrein Maatschappij (ZLSM),190214.72267463,317680.87501493,190878.708,316270.77399999,1558.63335801,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,50.84788272,5.88719727,50.83516679,5.89648535,Wij,19.030553,20.599997
54,d71c40f4-45b9-40b4-81e9-4680e1162515,204,Onbekend,O Opstelspoor,5f9b0e0c-7287-441f-9372-1c0b699bb3b7,1c63f539-0868-417c-9609-b6215539c204,,,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,940,,940,940__,Amersfoort Bokkeduinen,"43,044831","42,736928",-21.211355,"-21,211355",-19.210936,"-19,210936",ProRail,152605.90557903,463292.2477739,152412.217,463520.234,299.16401245,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.15779447,5.35221765,52.15984273,5.34938547,Bkd,42.736928,43.044831
55,1e675046-83fb-4066-9230-ea6518fa97fc,208,Onbekend,O Opstelspoor,5f9b0e0c-7287-441f-9372-1c0b699bb3b7,50376579-e00a-4c6e-b2b8-dc47e7995997,,,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,940,,940,940__,Amersfoort Bokkeduinen,"43,102995","42,736812",0.148611,"0,148611",-0.000193,"-0,000193",ProRail,152624.12819701,463233.07294928,152397.516,463507.867,356.4091258,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.15726268,5.35248435,52.15973151,5.34917072,Bkd,42.736812,43.102995
56,0275cdf4-12bc-4787-a93b-b30e743e0aef,211,Onbekend,O Opstelspoor,5f9b0e0c-7287-441f-9372-1c0b699bb3b7,8e13f28a-604c-4ae3-a4c3-e4c3941d15e1,,,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,940,,940,940__,Amersfoort Bokkeduinen,"43,102737","42,763363",9.228753,"9,228753",14.738631,"14,738631",ProRail,152616.61504179,463227.96687839,152400.681,463481.384,332.93793452,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.15721676,5.3523746,52.15949349,5.34921717,Bkd,42.763363,43.102737
57,ceeac4a9-22c4-4869-be1c-c0d1eebff298,215,Onbekend,O Opstelspoor,5f9b0e0c-7287-441f-9372-1c0b699bb3b7,87cc86a5-bf9c-4a18-a791-123bf5de69a2,,,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,940,,940,940__,Amersfoort Bokkeduinen,"43,109023","42,763431",21.376717,"21,376717",33.890049,"33,890049",ProRail,152610.47127586,463215.72598275,152386.125,463468.938,338.69152361,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.15710671,5.3522849,52.15938156,5.34900455,Bkd,42.763431,43.109023
58,a1ae5f47-2467-40f3-82c5-1bb0408667b7,222,Onbekend,O Opstelspoor,5f9b0e0c-7287-441f-9372-1c0b699bb3b7,abddde2b-23ce-438c-9b51-f832aee47500,,,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,940,,940,940__,Amersfoort Bokkeduinen,"43,394587","43,684330",-23.675752,"-23,675752",-22.13844,"-22,138440",ProRail,152810.36919465,463000.73460238,153025.426,462783.94199999,305.74706516,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.1551752,5.35520743,52.15322748,5.35835121,Bkd,43.68433,43.394587
59,7d271ea3-ad4d-4413-abbf-e00242049190,23,Onbekend,R Restspoor,50380090-de52-4703-9109-913ff054c3de,353caec0-3804-44c8-a533-48bf87055f87,,,Ut-Amf,Utrecht - Amersfoort ,090,,90,090__,Den Dolder - Amersfoort,"19,090492","18,390671",7.052349,"7,052349",12.831089,"12,831089",Strukton Rail Short Line,152240.23718683,462215.63547715,151584.054,461974.14,704.88580118,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.1481162,5.34688262,52.14594199,5.33729799,Amfv,18.390671,19.090492
60,9e2e5f97-972a-4f7c-8fb1-ef136783a16f,25a,Onbekend,R Restspoor,f56ad2b8-bb8a-4b9b-b0ca-bd32e182f711,9285ea56-f1d6-4f44-900f-e66d13eaf9b4,,,Ut-Amf,Utrecht - Amersfoort ,090,,90,090__,Den Dolder - Amersfoort,"19,216038","18,819112",-2.305242,"-2,305242",-1.953773,"-1,953773",ProRail,152344.33499999,462287.765,151995.931,462097.98599999,397.11508004,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.14876501,5.34840296,52.1470575,5.34331426,Amfva,18.819112,19.216038
61,04664dd8-3aa7-447b-9a00-af5b02d55d1c,29c,Onbekend,R Restspoor,d7c60cb9-1265-40f5-9463-6b03775337dd,a27e08b2-fb34-4b91-ba7c-b7344d143d3b,,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,"43,908434","43,834700",-25.244442,"-25,244442",-26.542192,"-26,542192",Derden - Overig - Amf steunpunt Strukton,153383.58199999,462836.02399999,153257.747,462848.636,126.5796439,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.15369675,5.36358433,52.15380973,5.36174555,Amf,43.8347,43.908434
62,3b28ef18-2627-4fd7-8d69-983946ec254f,31a,Onbekend,R Restspoor,d7c60cb9-1265-40f5-9463-6b03775337dd,083a1ef1-c706-43f0-a7f1-6787969983f2,,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,"43,946689","43,829488",-27.624225,"-27,624225",-48.866983,"-48,866983",ProRail,153422.78703258,462837.86813826,153252.19099999,462872.298,174.05624385,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.15371344,5.36415719,52.15402238,5.36166425,Amf,43.829488,43.946689
63,bfbf7569-4146-4183-a34f-9eaea4f0b66e,34a,Onbekend,R Restspoor,d7c60cb9-1265-40f5-9463-6b03775337dd,8c04f7be-c8d1-4e57-a54e-1b238efd5a29,,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,"43,605699","43,837003",-35.033996,"-35,033996",-52.933406,"-52,933406",ProRail,153032.242,462943.939,153266.546,462873.87699999,244.59603561,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.15466555,5.35844989,52.15403662,5.361874,Amf,43.837003,43.605699
64,dc455c4c-3e03-4c5c-bb4d-df66e9fb6355,38,Onbekend,R Restspoor,d7c60cb9-1265-40f5-9463-6b03775337dd,5e12a22d-baf2-418b-bd1d-6cb7b923f03d,,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,"43,534085","43,893280",-33.273553,"-33,273553",-48.198752,"-48,198752",ProRail,152979.027,462981.212,153365.82,462859.94,405.44148403,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.15500037,5.35767207,52.15391165,5.36332468,Amf,43.89328,43.534085
65,44f4f340-85f3-4482-b187-b8f583e819e7,40,Onbekend,R Restspoor,d7c60cb9-1265-40f5-9463-6b03775337dd,239b138e-412c-45e7-9e78-31f7894aa60e,,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,"43,467491","43,953047",-18.386348,"-18,386348",-45.491909,"-45,491909",ProRail,152923.68944774,463010.95364532,153429.54199999,462855.645,529.78148043,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.15526748,5.35686327,52.15387323,5.36425582,Amf,43.953047,43.467491
66,0da57d0b-a92c-4741-bab8-0e11afea0a1e,EC,Onbekend,R Restspoor,0c9ac77b-577e-4a9a-8dfa-b3761c76e295,22443368-89d9-4d0e-8327-a7ed6d78be16,,,,,,,,,,,,,,,,,237416.59382259,576932.06658557,237576.44099999,576533.648,429.30001238,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,Hrna,,
67,484e2008-82a2-43f1-afd4-98b6852d20dd,5252,Onbekend,R Restspoor,55635de5-8708-485c-85e1-4a2978d7c39a,93e3ef18-a23c-4744-9d64-108393c60832,,,Hmta-Law,Hemtunnel Aansl. - Latexweg ,490,b,490,490_b,Amsterdam Houtrakpolder (gebied),"6,599310","7,493482",-0.029837,"-0,029837",-2.609586,"-2,609586",ProRail,113076,490340.15299999,112335.13499999,490693.874,894.80531014,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.39929696,4.77120819,52.40241876,4.76027821,Hrp,7.493482,6.59931
68,05d334ae-bf7c-4e16-8c48-b86df962416d,5360,Onbekend,R Restspoor,55635de5-8708-485c-85e1-4a2978d7c39a,8ab18cae-e841-4d6e-a866-24aed043fc30,,,,,,,,,,,,,,,,,112284.783,491003.134,112090.921,491199.33799999,295.05967346,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,Hrp,,
69,87816f3a-b547-423d-ac72-4e8431bb0868,5660,Onbekend,R Restspoor,55635de5-8708-485c-85e1-4a2978d7c39a,f914d7c8-77dd-4d33-b24f-15871ca319cf,,,Hmta-Law,Hemtunnel Aansl. - Latexweg ,490,b,490,490_b,Amsterdam Houtrakpolder (gebied),"9,006723","9,100000",-45.408538,"-45,408538",-80.704545,"-80,704545",Derden - Overig - Ceres,112051.21834436,492203.31526239,112076.374,492355.841,159.84892147,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.41596203,4.75591332,52.41733476,4.75626353,Hrp,9.1,9.006723
70,a3dd265d-5c72-4489-87b1-81535a925bdb,5755,Onbekend,R Restspoor,55635de5-8708-485c-85e1-4a2978d7c39a,c2c2a8ab-a4e7-41c7-b0b6-1bc6a82c0350,,,Hmta-Hrp,Hemtunnel Aansl. - Amsterdam Houtrakpolder ,490,c,490,490_c,Amsterdam Houtrakpolder (gebied),"105,455856","105,039195",0.169724,"0,169724",-0.060805,"-0,060805",ProRail,115123.92,491367.51899999,115121.353,490950.67499999,417.26627922,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.40868271,4.80117498,52.40493629,4.8011868,Hrp,105.039195,105.455856
71,7d4e2978-851f-4924-ad18-66d9c547d93f,98,Onbekend,OV Overgangsspoor PPLG naar onbeveiligd gebied,468f012d-7807-4908-ae61-53e1fe7cd1c8,449b70d5-ee25-4139-a122-747c5a7c6853,,,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,139,,139,139__,Zaandam - Amsterdam Sloterdijk,"175,827518","175,842446",22.81896,"22,818960",22.399925,"22,399925",ProRail,115243.6696204,490209.79176368,115247.673,490195.26699999,15.06650702,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.39828675,4.80307191,52.3981565,4.80313245,Hrpa,175.842446,175.827518
72,76b13379-3813-4fef-ae45-e4215991c747,GF,Onbekend,IU In-/uitrijspoor,44fe15db-e439-49ed-b459-661cd07c77ef,cc695f75-b8d5-4d46-b0d9-629cf1fd53bf,,,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,"9,976000","9,982000",-1.807338,"-1,807338",-1.808265,"-1,808265",ProRail,201576.72442527,381356.88510835,201571.93299999,381360.53399999,6.02236514,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.41941009,6.05680005,51.41944328,6.05673166,Gkgwa,9.982,9.976
73,9706c6f9-3d3c-42c9-845f-4f43a8fa6a71,SR,Onbekend,IU In-/uitrijspoor,8ed8133c-4904-4a7e-9f54-b61ba3668af1,7647409b-925a-4331-b6b1-bef2f5218e9a,,,,,,,,,,,,,,,,,108801.63867014,402173.36153209,109095.552,400586.071,1619.08709861,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,Hsbda,,
74,3cff2a2a-de1e-43dc-87d2-78ee1450678f,TT,Onbekend,R Restspoor,8ed8133c-4904-4a7e-9f54-b61ba3668af1,c4ce53c0-35d0-4bfa-a673-7e6aebdb724f,,,,,,,,,,,,,,,,,109230.551,399199.38299999,109311.826,398728.77799999,477.61140368,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,Hsbda,,
75,a4615b80-eb98-489d-87f0-3a51f5429d4f,SZ2,Onbekend,IU In-/uitrijspoor,439a9d24-488e-4f02-9131-116c6bae6bc3,7c30fccd-1a22-40ed-9660-3052ba1bfd4b,,,Andd-Bdgr,Antwerpen Noorderdokken - Breda Grens  ,787,,787,787__,Hazeldonk Grens - Noorderkempen (B),"82,900588","81,212675",-23.545715,"-23,545715",0.860459,"0,860459",Derden - Overig - Infrabel,109400.6185385,387888.19842441,108957.304,386259.351,1688.48183979,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.47819724,4.73080352,51.46352088,4.72463551,Ndkp,81.212675,82.900588
76,bc145cb8-fbd2-4651-bb9d-cda38ad4abfb,48,Onbekend,O Opstelspoor,d7c60cb9-1265-40f5-9463-6b03775337dd,4ec1afad-0573-413c-bf5e-5a2ed49256cf,,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,"43,710290","44,208739",-117.297574,"-117,297574",-72.486173,"-72,486173",ProRail,153149.53099999,462975.32199999,153680.67499999,462876.591,549.03827445,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.15494803,5.3601636,52.15406215,5.36792534,Amf,44.208739,43.71029
77,3de5cef8-8dab-4f69-890e-e65b9f1f399c,56,Onbekend,O Opstelspoor,d7c60cb9-1265-40f5-9463-6b03775337dd,87d6052b-2583-45b7-98e3-9e698817c6b5,,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,"43,587210","44,073798",-135.904031,"-135,904031",-90.935007,"-90,935007",ProRail,153082.53099999,463031.77899999,153554.80799999,462896.076,491.65871325,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.15545523,5.35918425,52.15423697,5.36608606,Amf,44.073798,43.58721
78,a4f67586-3601-449e-a39b-03e7c0d10a0e,65,Onbekend,R Restspoor,d7c60cb9-1265-40f5-9463-6b03775337dd,923ff5ab-c4f8-4118-b517-3b82de878b6c,,,Amf-Amfwph,Amersfoort - Amersfoort Hoofdwerkplaats ,900,,900,900__,Amersfoort Hoofdwerkplaats,"200,881804","201,300130",52.460082,"52,460082",27.313197,"27,313197",ProRail,153404.51999999,462969.962,153828.92199999,462929.21,431.86651212,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.15490064,5.36388966,52.15453542,5.37009138,Amf,201.30013,200.881804
79,a9cd98b7-d97e-4986-8616-6d7655359f22,75,Onbekend,O Opstelspoor,d7c60cb9-1265-40f5-9463-6b03775337dd,aef80545-f5b7-4d44-b414-dcbbe65f59b2,,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,"43,468890","43,338787",-102.4775,"-102,477500",-52.713309,"-52,713309",ProRail,152986.217,463067.199,152864.38399999,463128.02399999,136.20006491,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.15577325,5.35777663,52.15631948,5.35599593,Amf,43.338787,43.46889
80,a1706161-897d-4d0b-aa2b-436b18da48b8,9b,Onbekend,O Opstelspoor,d7c60cb9-1265-40f5-9463-6b03775337dd,8bd75c9f-9d35-42db-89c7-ff43ddac1f0f,,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,"45,204263","45,242956",-12.011536,"-12,011536",-11.019585,"-11,019585",ProRail,154563.05087176,463176.63623798,154588.46299999,463205.875,38.73911669,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.15676033,5.38081847,52.15702314,5.38118979,Amf,45.242956,45.204263
81,09ab733a-0219-43a8-9910-dba133a28079,DU,Onbekend,IU In-/uitrijspoor,5f9b0e0c-7287-441f-9372-1c0b699bb3b7,c8902029-6328-4fb1-8d34-8d3634c00f6b,,,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,940,,940,940__,Amersfoort Bokkeduinen,"43,530009","43,314019",3.466239,"3,466239",1.696504,"1,696504",ProRail,152852.48228272,462844.19637757,152746.85699999,463059.96799999,241.72977957,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.1537684,5.35582379,52.15570733,5.35427896,Bkd,43.314019,43.530009
82,9640bb10-2bb6-4c9a-b321-d380053caf70,3,Onbekend,R Restspoor,411ff6e9-2f67-445f-a1a0-d3a1343f268f,b5c01c6c-3a74-41d2-857f-adcbc4efdc67,,,Lsd-Amf,Leusden - Amersfoort ,040,,40,040__,Leusden - Amersfoort,"46,676356","46,535114",2.149012,"2,149012",30.160956,"30,160956",,156664.27499999,459442.603,156758.255,459333.34499999,144.97959211,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.12319647,5.41150533,52.12221416,5.41287707,Amfpon,46.535114,46.676356
83,e456abce-c8ab-4efd-bb85-9cab6d5cac03,TZ2,Onbekend,IU In-/uitrijspoor,439a9d24-488e-4f02-9131-116c6bae6bc3,5919b41e-812b-40cf-996f-0fc397dd5c10,,,Andd-Bdgr,Antwerpen Noorderdokken - Breda Grens  ,787,,787,787__,Hazeldonk Grens - Noorderkempen (B),"82,900702","81,212593",-28.132133,"-28,132133",-3.727787,"-3,727787",Derden - Overig - Infrabel,109396.24330725,387889.57568869,108952.872,386260.541,1688.67793217,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.47820926,4.73074036,51.46353121,4.72457158,Ndkp,81.212593,82.900702
84,98cd1c10-5771-459a-a907-b4856bc0ff9c,SH,Onbekend,R Restspoor,67ede63c-ab7d-4620-aab9-dfd1a44894ab,35051dcc-4659-437d-bb51-56653cbbd5c8,,,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,165,,165,165__,Kijfhoek - Moerdijkbrug,"221,326745","221,400000",-2.726044,"-2,726044",-2.738637,"-2,738637",ProRail,100613.07127116,419759.06518645,100652.717,419697.465,73.25548005,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.76386856,4.59935651,51.76331877,4.59994042,Hstom,221.4,221.326745
85,cb631543-91bd-4837-9d1c-e5c44f017fa9,TD,Onbekend,R Restspoor,67ede63c-ab7d-4620-aab9-dfd1a44894ab,de7e84d6-8ecf-4599-9f76-97cc04251aef,,,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,165,,165,165__,Kijfhoek - Moerdijkbrug,"213,499974","214,554798",2.659483,"2,659483",2.590649,"2,590649",ProRail,99502.30180651,427367.02976539,99664.288,426324.90999999,1054.67638124,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.83213721,4.58204822,51.82278715,4.58456484,Hstom,214.554798,213.499974
86,64d5580f-17d2-4d18-8fe3-c97dcbe8f0f1,TH,Onbekend,R Restspoor,3565093e-a15e-48e2-98bf-ceff4313854b,733d99df-fdcb-4695-982d-421dc9f6d0d6,,,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,165,,165,165__,Kijfhoek - Moerdijkbrug,"221,399999","223,595372",2.837956,"2,837956",2.788304,"2,788304",ProRail,100648.02690072,419694.44828885,101873.53599999,417873.275,2195.37469242,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.7632912,4.59987295,51.74704077,4.61790265,Hstdk,223.595372,221.399999
87,0b438eca-de47-4920-94d7-be8b453c0431,231,Onbekend,IU In-/uitrijspoor,b9b0af5f-28ea-470f-a8c3-412a2597f75b,22c15575-1f48-4131-8daa-a43627ab8094,,,,,,,,,,,,,,,,,107250.61540558,477990.92138608,107249.046,477989.69,1.99427229,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,Hfdm,,
88,aea97301-0104-4de7-872a-db88afa5bf6d,257,Onbekend,R Restspoor,587fc4b1-0025-4d5a-a858-29b595f3c510,9780cb2c-1ecb-4882-b55e-42a89253fb37,,,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,"144,410363","144,649735",-19.666597,"-19,666597",-22.005155,"-22,005155",ProRail,105404.91499999,475956.723,105564.65408948,476135.03682266,239.40043887,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.26939293,4.66062243,52.27100982,4.66293639,Hshfdo,144.649735,144.410363
89,ef714c8a-d832-4556-9214-7c295e2baa82,FY,Onbekend,R Restspoor,587fc4b1-0025-4d5a-a858-29b595f3c510,e03b67b7-158e-4e36-809e-7845a69b4400,,,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,"145,113061","144,685344",2.507291,"2,507291",2.359097,"2,359097",ProRail,105895.12965247,476460.65693326,105606.657,476144.84299999,427.73268919,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.27396579,4.66773044,52.27110172,4.66355029,Hshfdo,144.685344,145.113061
90,aa349acc-729c-4bc7-b829-c048a045ba23,MX,Onbekend,R Restspoor,587fc4b1-0025-4d5a-a858-29b595f3c510,ce34cac1-f817-43d1-9043-95ed370c5725,,,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,"143,302745","144,081367",-2.549136,"-2,549136",-2.626521,"-2,626521",ProRail,104671.19501389,475126.80662427,105195.682,475702.265,778.61703271,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.26186779,4.64999766,52.26708719,4.65759485,Hshfdo,144.081367,143.302745
91,a504814e-7717-43a1-bc2c-cc09861e83d4,SN,Onbekend,R Restspoor,4c732b27-a085-41a3-ad4e-a7f1a9ca067e,a5abade1-09df-4c48-9a7c-961a4f4398cc,,,,,,,,,,,,,,,,,106199.326,408375.048,106618.185,407380.228,1079.40291504,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,Hszha,,
92,77e13a2b-fdcb-4409-b1ae-57992e226744,25,Onbekend,O Opstelspoor,b1d0862c-738e-4267-95d5-dc029da7bfe3,2a29ec4b-b451-46ec-a025-6e7de61315e9,,,Aml-Hgl,Almelo - Hengelo ,606,a,606,606_a,Almelo,"0,351230","0,201948",17.376325,"17,376325",26.259416,"26,259416",ProRail,241086.09680504,486508.44175954,240977.44,486612.13699999,150.21875378,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.35971107,6.65098585,52.36065989,6.64941761,Aml,0.201948,0.35123
93,ad1b7e18-96f4-4c41-9fd7-81998b45a4bd,613,Onbekend,R Restspoor,4dac0ddb-027e-49ff-ac57-d0abf193d2e1,c7e85a6f-341a-48a8-8ba1-32e3cca405ab,,,Aml-Amlbp,Almelo - Almelo Racc. Bedrijvenpark N.W. Twente  ,857,a,857,857_a,Almelo Gem. Stamlijn,"1,313297","1,607825",0.237798,"0,237798",2.667501,"2,667501",ProRail,238850.891,488115.603,238855.899,487822.265,294.19105899,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.3744989,6.61858045,52.37186222,6.61858075,Amlbp,1.607825,1.313297
