objectid;id;stadsdeel;buurt;beheerder;hoofd_categorie;categorie;aanleg_jaar;grenst_aan_hc;grenst_aan_c;shape_len;geo_shape;geo_point_2d
402601;172248.0;Strijp 1;Herdgang;BOR Natuur;Schraal gras;Schraal Gras Berm;2001;Wegen;Elementen;14.512024781194398;"{""coordinates"": [[5.426799473846444, 51.462534173760126], [5.426950623522122, 51.46262417938683]], ""type"": ""LineString""}";51.462579176573485, 5.426875048684282
402603;172250.0;Strijp 1;Herdgang;BOR Natuur;Schraal gras;Schraal Gras Berm;2001;Wegen;Elementen;0.0535545437743203;"{""coordinates"": [[5.426557017720687, 51.46238950928488], [5.426556793371592, 51.46238966126937], [5.426557111548526, 51.46238985082201]], ""type"": ""LineString""}";51.46238968389185, 5.426556932637797
402604;172468.0;Gestel;Bennekel-Oost;BOR Natuur;Schraal gras;Schraal Gras Verkeerskop;2001;Wegen;Asfalt;4.833312967516929;"{""coordinates"": [[5.467363038047225, 51.42258857249942], [5.467363479770812, 51.42258958522011], [5.467359229095538, 51.42259241958413], [5.467337142796671, 51.42260714028538], [5.467317743301461, 51.422620879366036]], ""type"": ""LineString""}";51.42260476158265, 5.467340947678317
402615;173168.0;Stratum;Puttense Dreef;BOR Natuur;Schraal gras;Schraal Gras Berm;2001;Wegen;Halfverharding;104.07744751679701;"{""coordinates"": [[5.514630299609969, 51.42373697059226], [5.514316671525682, 51.42389374272511], [5.514272805994248, 51.423909953173606], [5.514226617951549, 51.42392340930736], [5.514178548438276, 51.423933982104465], [5.514129058700407, 51.42394156948746], [5.514078620137446, 51.42394610082918], [5.514027715724358, 51.423947531557694], [5.51389260668211, 51.423936388849306], [5.513882254876529, 51.42393539158129], [5.513871850544044, 51.42393463526643], [5.513861408067018, 51.42393412168687], [5.513850943260651, 51.423933850825286], [5.513840469064628, 51.4239338226677], [5.513829999861412, 51.423934038996165], [5.5138127491923425, 51.42393390764471], [5.5137955115988335, 51.42393434256412], [5.513778334528894, 51.42393534460168], [5.513761263977668, 51.42393690921303], [5.513744350256278, 51.423939032748045], [5.51372763791963, 51.42394170976522], [5.513280681819705, 51.424041142125056], [5.513277747077055, 51.42404156867027], [5.513274761515123, 51.42404181549661], [5.513271749568562, 51.424041879880946], [5.513268744305956, 51.42404176178756]], ""type"": ""LineString""}";51.42392416844264, 5.513961106443452
402617;173399.0;Tongelre;Koudenhoven;BOR Natuur;Schraal gras;Schraal Gras;2001;Wegen;Elementen;5.15421894865384;"{""coordinates"": [[5.504330457050122, 51.45770997033675], [5.504328253995505, 51.457714930698295], [5.504325355620873, 51.457719749738054], [5.504321787727955, 51.45772438967762], [5.504317577562047, 51.45772881453483], [5.504312756687036, 51.457732989222215], [5.504307363868267, 51.45773688134143], [5.5043014407553965, 51.45774046118802], [5.504295036192514, 51.45774369905016], [5.504288196157593, 51.4577465697134]], ""type"": ""LineString""}";51.4577311108126, 5.504311945354182
402622;173404.0;Tongelre;Koudenhoven;BOR Natuur;Schraal gras;Schraal Gras;2001;Wegen;Elementen;0.200340207136609;"{""coordinates"": [[5.503675570461873, 51.45772780700062], [5.503675353797555, 51.45772691554191], [5.503676777910283, 51.45772678558009]], ""type"": ""LineString""}";51.457727050153224, 5.503675829910635
402623;173405.0;Tongelre;Koudenhoven;BOR Natuur;Schraal gras;Schraal Gras;2001;Wegen;Elementen;43.47089180227469;"{""coordinates"": [[5.504282395731812, 51.45774750047672], [5.504159265915773, 51.457756966081995], [5.5040353292048465, 51.457760391086275], [5.5039113438566405, 51.45775775315447], [5.503872271862314, 51.45775589029232], [5.50383326908345, 51.45775352308378], [5.503794352789568, 51.45775065241054], [5.503755540254774, 51.45774728095194], [5.503716847307561, 51.45774340869234], [5.503678291221945, 51.45773903831112], [5.503675570461873, 51.45772780700062]], ""type"": ""LineString""}";51.4577536564344, 5.50397452202098
402630;173412.0;Stratum;Schuttersbosch;BOR Natuur;Schraal gras;Schraal Gras Berm;2007;Wegen;Elementen;1.97919094834228;"{""coordinates"": [[5.504806724247028, 51.41667264012219], [5.504813083721191, 51.41665529990057]], ""type"": ""LineString""}";51.41666397001138, 5.50480990398411
402633;173415.0;Stratum;Schuttersbosch;BOR Natuur;Schraal gras;Schraal Gras Berm;2007;Wegen;Elementen;2.05276397118956;"{""coordinates"": [[5.504763280082181, 51.41664963339889], [5.5047571572493394, 51.41666676663882], [5.5047566870397, 51.41666671408038], [5.504756216832435, 51.41666666242085], [5.5047557466227985, 51.41666660986233]], ""type"": ""LineString""}";51.41665881425439, 5.504759946093181
402634;173416.0;Stratum;Schuttersbosch;BOR Natuur;Schraal gras;Schraal Gras Berm;2007;Wegen;Elementen;0.20005104164165702;"{""coordinates"": [[5.504762181982455, 51.4166485873251], [5.504762652201187, 51.41664864347899], [5.504763123857421, 51.41664869963144], [5.504763594076102, 51.41664875578532], [5.504763280082181, 51.41664963339889]], ""type"": ""LineString""}";51.416648878640075, 5.504763105413391
402635;173417.0;Stratum;Schuttersbosch;BOR Natuur;Schraal gras;Schraal Gras Berm;2007;Wegen;Asfalt;9.45906501364952;"{""coordinates"": [[5.504627789741989, 51.41663575677893], [5.504672750687708, 51.416639344646256], [5.504717556727248, 51.416643622085445], [5.504762181982455, 51.4166485873251]], ""type"": ""LineString""}";51.41664170647693, 5.5046950303247035
402641;173785.0;Strijp 2;Flight Forum;BOR Stedelijk;Gazon;Gazon;2001;Wegen;Asfalt;13.8137268014028;"{""coordinates"": [[5.393226207857332, 51.457025641135665], [5.393234185698338, 51.45700131287915], [5.393238461449843, 51.456976623479115], [5.393238996299072, 51.45695179226149], [5.393235784525982, 51.45692704034786], [5.393228856380101, 51.45690258705967]], ""type"": ""LineString""}";51.45696426885256, 5.3932349552131225
402647;173791.0;Strijp 2;Flight Forum;BOR Stedelijk;Gazon;Gazon;2001;Wegen;Elementen;62.531222903034006;"{""coordinates"": [[5.393292327469514, 51.45672853067018], [5.393258461800306, 51.45686431530559], [5.393283029027413, 51.45691694259948], [5.393178154853353, 51.457280922731314]], ""type"": ""LineString""}";51.457004564590086, 5.393245504886614
402649;173794.0;Gestel;Genderbeemd;BOR Natuur;Schraal gras;Schraal Gras;2001;Wegen;Asfalt;6.00106776249027;"{""coordinates"": [[5.447797250954954, 51.42759271307712], [5.447877713191495, 51.42757322859667]], ""type"": ""LineString""}";51.427582970836895, 5.447837482073225
402654;173799.0;Gestel;Genderbeemd;BOR Natuur;Schraal gras;Schraal Gras;2001;Wegen;Halfverharding;0.20648608115925102;"{""coordinates"": [[5.450017099030779, 51.42924724377408], [5.450016883123389, 51.42924813017457], [5.4500166514841935, 51.42924907860547]], ""type"": ""LineString""}";51.4292481612244, 5.450016875399426
402655;173800.0;Gestel;Genderbeemd;BOR Natuur;Schraal gras;Schraal Gras;2001;Wegen;Halfverharding;155.301223779899;"{""coordinates"": [[5.449247825554325, 51.42796437967162], [5.449242021018494, 51.42795503004614], [5.449246399168739, 51.42796015125827], [5.449296879720203, 51.428031332642576], [5.4493340090381714, 51.42809684029339], [5.4495867821343245, 51.428479505908676], [5.449759114822276, 51.428751806316114], [5.44994571424167, 51.42905581083208], [5.449958828767726, 51.42907718782663], [5.450015184225035, 51.42917346212387], [5.450024065242014, 51.429190436944], [5.450020429180027, 51.42923359356292], [5.450017099030779, 51.42924724377408]], ""type"": ""LineString""}";51.42858883368172, 5.449650523401819
402657;174026.0;Stratum;Schuttersbosch;BOR Natuur;Schraal gras;Schraal Gras Berm;2001;Wegen;Elementen;0.200054505596201;"{""coordinates"": [[5.505702616742363, 51.41562399225109], [5.5057012632587785, 51.41562368711427], [5.505699894046964, 51.41562341435276]], ""type"": ""LineString""}";51.41562369475848, 5.50570125720838
402662;175610.0;Stratum;Roosten;BOR Natuur;Schraal gras;Schraal Gras Berm;2010;Wegen;Beton;3.51742092164131;"{""coordinates"": [[5.497771113488724, 51.415276804857044], [5.4977530540812, 51.4153063364031]], ""type"": ""LineString""}";51.415291570630075, 5.497762083784963
402664;175612.0;Stratum;Roosten;BOR Natuur;Schraal gras;Schraal Gras Berm;2010;Wegen;Elementen;0.593370921094049;"{""coordinates"": [[5.497775185549756, 51.41527014575627], [5.497772138661001, 51.41527512749085]], ""type"": ""LineString""}";51.41527263662356, 5.497773662105379
402666;175614.0;Stratum;Roosten;BOR Natuur;Schraal gras;Schraal Gras Berm;2010;Wegen;Beton;0.20345117944986302;"{""coordinates"": [[5.4979087046555986, 51.41517871254309], [5.497910069622205, 51.41517903753471], [5.4979093010220605, 51.41517981668704]], ""type"": ""LineString""}";51.41517911696007, 5.497909517804536
402667;175615.0;Stratum;Roosten;BOR Natuur;Schraal gras;Schraal Gras Berm;2010;Wegen;Beton;2.227691087988;"{""coordinates"": [[5.497898380085507, 51.41516607436317], [5.4978929967546035, 51.41517497290131], [5.4979087046555986, 51.41517871254309]], ""type"": ""LineString""}";51.41517436713129, 5.497898828308515
402669;175617.0;Stratum;Roosten;BOR Natuur;Schraal gras;Schraal Gras Berm;2010;Wegen;Beton;15.1814512002933;"{""coordinates"": [[5.49771808829524, 51.415166427245275], [5.497730937028626, 51.41519386833072], [5.49789729440663, 51.415165328434675]], ""type"": ""LineString""}";51.4151796819995, 5.497800478569679
402670;175618.0;Stratum;Roosten;BOR Natuur;Schraal gras;Schraal Gras Berm;2010;Wegen;Beton;0.384978673176955;"{""coordinates"": [[5.497716596209911, 51.41516643854943], [5.49771731089801, 51.41516476687172], [5.49771808829524, 51.415166427245275]], ""type"": ""LineString""}";51.41516559987269, 5.497717328139296
402671;175619.0;Stratum;Roosten;BOR Natuur;Schraal gras;Schraal Gras Berm;2010;Wegen;Onverhard;23.5470641254913;"{""coordinates"": [[5.4976291363246625, 51.41537090838837], [5.497716596209911, 51.41516643854943]], ""type"": ""LineString""}";51.4152686734689, 5.497672866267287
402672;175620.0;Stratum;Roosten;BOR Natuur;Schraal gras;Schraal Gras Berm;2010;Wegen;Elementen;0.201232804789812;"{""coordinates"": [[5.497630063680326, 51.41537216502768], [5.4976287603978164, 51.41537178873862], [5.4976291363246625, 51.41537090838837]], ""type"": ""LineString""}";51.415371716934395, 5.497629220206014
402675;175694.0;Stratum;Schuttersbosch;BOR Natuur;Schraal gras;Schraal Gras Berm;2001;Wegen;Elementen;1.67578302360599;"{""coordinates"": [[5.5046680382828015, 51.41813966115811], [5.5046693259392265, 51.41814005715899], [5.504659814969073, 51.41815291429421]], ""type"": ""LineString""}";51.41814597089199, 5.504664889899038
402676;175695.0;Gestel;Genderbeemd;BOR Natuur;Schraal gras;Schraal Gras;2001;Wegen;Asfalt;4.11270610235899;"{""coordinates"": [[5.446754005148932, 51.42421794359635], [5.4467831995552745, 51.42421057050163], [5.4467862035111985, 51.42420981391265], [5.446807576323709, 51.4242045625541], [5.446808080647141, 51.42420540723173]], ""type"": ""LineString""}";51.42421110252556, 5.446781253850629
402680;172477.0;Park Meerland;Meerrijk;BOR Natuur;Schraal gras;Schraal Gras Berm;2010;Wegen;Asfalt;91.7438594303855;"{""coordinates"": [[5.402471533098223, 51.44295601418035], [5.402477055186755, 51.442956693886785], [5.402499672881507, 51.442959480054334], [5.402522254656966, 51.44296237678297], [5.4025447990753115, 51.442965384971735], [5.402567304698375, 51.44296850462087], [5.4025897715259035, 51.44297173483154], [5.402612195243111, 51.442975075604316], [5.402674378812572, 51.44298473903684], [5.402849422826719, 51.443013838570586], [5.402905033424884, 51.44302419490476], [5.402954912002939, 51.44303404773565], [5.403003616176907, 51.44304597529234], [5.403050925864183, 51.44305992277588], [5.403096626732346, 51.44307582909463], [5.40314051019726, 51.44309362057238], [5.403182380616406, 51.44311321634043], [5.403237798418159, 51.44314748240779], [5.403326666925028, 51.44320615698139], [5.40335221960161, 51.44322269164209], [5.403378006700546, 51.44323908424309], [5.403404026782875, 51.44325533298676], [5.403430275532833, 51.443271436075754], [5.4034567529503565, 51.44328739350993], [5.4034834547197175, 51.44330320349206], [5.4035809410175135, 51.443357534220674]], ""type"": ""LineString""}";51.44310359209801, 5.40304545256498
402686;172703.0;Gestel;Genderdal;BOR Stedelijk;Gazon;Gazon;2001;Wegen;Asfalt;0.199441246039173;"{""coordinates"": [[5.450686294555985, 51.429432816638055], [5.450685736349347, 51.42943364390135], [5.450684506275809, 51.42943318615012]], ""type"": ""LineString""}";51.42943333522251, 5.450685507526026
402693;172710.0;Gestel;Genderdal;BOR Natuur;Schraal gras;Schraal Gras;2006;Wegen;Elementen;0.111290655492723;"{""coordinates"": [[5.45349163151888, 51.43012057539488], [5.453492899247996, 51.43012118590254]], ""type"": ""LineString""}";51.43012088064872, 5.4534922653834395
402695;172712.0;Gestel;Genderdal;BOR Natuur;Schraal gras;Schraal Gras;2006;Wegen;Elementen;13.5298402132974;"{""coordinates"": [[5.453492899247996, 51.43012118590254], [5.453365110136756, 51.430152539271674], [5.453313129089721, 51.43016528691277], [5.453312605899129, 51.43016445126296]], ""type"": ""LineString""}";51.43014335303416, 5.453402537048822
402696;172713.0;Strijp 2;Grasrijk;BOR Natuur;Schraal gras;Schraal Gras;2016;Wegen;Elementen;29.572402816550202;"{""coordinates"": [[5.416073474320401, 51.43197927163258], [5.416074585904683, 51.43198381782965], [5.416076031723621, 51.43198933651851], [5.416077572445615, 51.43199484529611], [5.416079977541625, 51.43200282754275], [5.416082581069185, 51.43201078547038], [5.416085381589214, 51.4320187172816], [5.416099539693179, 51.432045035298835], [5.416116291615168, 51.43207075132354], [5.416135574022263, 51.432095764697195], [5.416159076246274, 51.432121800822465], [5.416185317261408, 51.43214679267122], [5.41621418052054, 51.43217062971014], [5.416225065888165, 51.432178973868965], [5.41623604470623, 51.4321872703635], [5.416247112655907, 51.43219552009352], [5.416257674116966, 51.43220328456096], [5.416268314645889, 51.43221100676076]], ""type"": ""LineString""}";51.43210605622522, 5.416156562235531
402697;172714.0;Strijp 2;Grasrijk;BOR Natuur;Schraal gras;Schraal Gras;2016;Wegen;Elementen;0.221454011992862;"{""coordinates"": [[5.416071910929694, 51.43197884595921], [5.416073233550728, 51.431978289229924], [5.416073474320401, 51.43197927163258]], ""type"": ""LineString""}";51.43197865558962, 5.416072895423794
402702;173623.0;Gestel;Hagenkamp;BOR Stedelijk;Gazon;Gazon;2006;Wegen;Asfalt;0.276735536967532;"{""coordinates"": [[5.460664897053577, 51.42915979116546], [5.460666209021564, 51.42916014898545], [5.460666499794302, 51.42916034205847], [5.460666764708878, 51.429160550428605], [5.4606670008837055, 51.42916077050216], [5.460667206880885, 51.42916100228005], [5.460667381261069, 51.42916124486428], [5.460667524018361, 51.429161494659475]], ""type"": ""LineString""}";51.42916043280173, 5.46066635549573
402704;173625.0;Gestel;Hagenkamp;BOR Stedelijk;Gazon;Gazon;2006;Wegen;Asfalt;0.390152449204044;"{""coordinates"": [[5.460208256178465, 51.42910290607854], [5.460208753370166, 51.429102699026934], [5.460209276489085, 51.42910251982394], [5.460209821221531, 51.42910236847232], [5.460210386130991, 51.429102245871825], [5.4602109640306455, 51.429102153824694], [5.460211552044701, 51.42910209233271], [5.460212147298748, 51.42910206229654], [5.460213578103084, 51.42910210364552]], ""type"": ""LineString""}";51.429102285442234, 5.4602108814067565
402707;173628.0;Woensel noord 2;Esp;Particulier;Gazon;Gazon;2001;Wegen;Elementen;0.200455486325362;"{""coordinates"": [[5.492687621640534, 51.48685664415063], [5.492689052519714, 51.48685654218245], [5.492689215851844, 51.48685743910157]], ""type"": ""LineString""}";51.48685674761618, 5.492688646816692
402710;173631.0;Strijp 2;Waterrijk;BOR Stedelijk;Gazon;Gazon;2011;Wegen;Asfalt;0.199893104707961;"{""coordinates"": [[5.397625419527739, 51.43756479406191], [5.397624242971818, 51.43756427732066], [5.397623067854083, 51.437563760579344]], ""type"": ""LineString""}";51.43756427745306, 5.397624243632705
402727;174031.0;Stratum;Schuttersbosch;BOR Natuur;Schraal gras;Schraal Gras Berm;2001;Wegen;Elementen;1.02856033367032;"{""coordinates"": [[5.505904297355682, 51.415671059237695], [5.50589060323493, 51.41566757300144]], ""type"": ""LineString""}";51.41566931611957, 5.505897450295306
402732;174036.0;Stratum;Schuttersbosch;BOR Natuur;Schraal gras;Schraal Gras Berm;2001;Wegen;Elementen;0.199873521063617;"{""coordinates"": [[5.506271181428773, 51.41577390896371], [5.506269899556645, 51.415773505783655], [5.5062686019119225, 51.415773117900486]], ""type"": ""LineString""}";51.41577350883136, 5.506269893081403
402733;174037.0;Stratum;Schuttersbosch;BOR Natuur;Schraal gras;Schraal Gras Berm;2001;Wegen;Elementen;15.6251484231799;"{""coordinates"": [[5.506471335621844, 51.415837635252686], [5.506409610839124, 51.415817461331365], [5.506271181428773, 51.41577390896371]], ""type"": ""LineString""}";51.41580553546435, 5.506371334420874
402734;174038.0;Stratum;Schuttersbosch;BOR Natuur;Schraal gras;Schraal Gras Berm;2001;Wegen;Elementen;0.199983742467031;"{""coordinates"": [[5.506473321313224, 51.41583727367038], [5.506472613222666, 51.415838052816824], [5.506471335621844, 51.415837635252686]], ""type"": ""LineString""}";51.41583776462389, 5.50647241052069
402735;174039.0;Stratum;Schuttersbosch;BOR Natuur;Schraal gras;Schraal Gras Berm;2001;Wegen;Elementen;0.45039505468093;"{""coordinates"": [[5.506474560740576, 51.415834090402676], [5.506475809661843, 51.415834534962265], [5.506473321313224, 51.41583727367038]], ""type"": ""LineString""}";51.41583548449941, 5.506474728946157
402741;174045.0;Gestel;Blaarthem;BOR Stedelijk;Gazon;Gazon;2010;Wegen;Asfalt;0.19990270133242302;"{""coordinates"": [[5.452495478527983, 51.423042797097594], [5.4524934566802195, 51.423041520041295]], ""type"": ""LineString""}";51.42304215856945, 5.452494467604101
402742;174046.0;Gestel;Blaarthem;BOR Stedelijk;Gazon;Gazon;2010;Wegen;Asfalt;2.9630452730257097;"{""coordinates"": [[5.452525443627215, 51.42306172842426], [5.452495478527983, 51.423042797097594]], ""type"": ""LineString""}";51.423052262760926, 5.452510461077599
402743;174275.0;Gestel;Hagenkamp;BOR Stedelijk;Gazon;Gazon;2001;Wegen;Halfverharding;0.2005008520578;"{""coordinates"": [[5.459236600032417, 51.43207395827845], [5.459237453929492, 51.43207468673161], [5.459236289966249, 51.432075215087686]], ""type"": ""LineString""}";51.43207465710745, 5.459236944431523
402746;174278.0;Gestel;Hagenkamp;BOR Natuur;Schraal gras;Schraal Gras;2001;Wegen;Elementen;5.1678015944887;"{""coordinates"": [[5.457299229961798, 51.43052407773132], [5.457343539444534, 51.430561368422886]], ""type"": ""LineString""}";51.4305427230771, 5.457321384703166
402747;174279.0;Gestel;Hagenkamp;BOR Natuur;Schraal gras;Schraal Gras;2001;Wegen;Elementen;0.200027402065282;"{""coordinates"": [[5.457297213632727, 51.430523887487446], [5.457298371820912, 51.430523355558634], [5.457299229961798, 51.43052407773132]], ""type"": ""LineString""}";51.43052366604861, 5.457298264638011
402751;175699.0;Gestel;Genderbeemd;BOR Natuur;Schraal gras;Schraal Gras;2001;Wegen;Halfverharding;16.171686549010598;"{""coordinates"": [[5.447286803547549, 51.42616188461087], [5.4472868499814115, 51.42615893000713], [5.447286804647119, 51.426155075683724], [5.447286654351061, 51.42615122141459], [5.447286399096814, 51.4261473698963], [5.447286037446602, 51.4261435211296], [5.447285569402765, 51.426139676912214], [5.447284997843408, 51.426135839040384], [5.4472843198929, 51.42613200751566], [5.447283538428056, 51.42612818323532], [5.447277910651256, 51.42606913050296], [5.447277886682791, 51.426067306711786], [5.447277812391479, 51.42606548384547], [5.447277684901617, 51.426063661905516], [5.447277507090153, 51.426061841789256], [5.447277276081334, 51.42606002349825], [5.447276994752061, 51.426058207929884], [5.447276661665663, 51.4260563959837], [5.44727627826124, 51.42605458855786], [5.447275841661855, 51.42605278475501], [5.447275356184621, 51.426050987269456], [5.447274818951473, 51.426049194304966], [5.447274229965966, 51.426047408558205], [5.447273590663647, 51.42604562823061], [5.447272902486946, 51.42604385691701], [5.447272162556773, 51.426042091922156], [5.447271373753519, 51.426040336840146], [5.447270536074773, 51.42603858987315], [5.447269646647248, 51.42603685282046], [5.447268709784512, 51.42603512567985], [5.447267724049792, 51.42603340935086], [5.447266689443255, 51.42603170383353], [5.447265607404963, 51.42603001092486], [5.447264476495989, 51.42602832972672], [5.44726329815527, 51.42602666113723], [5.447262073821952, 51.42602500605449], [5.447260802058079, 51.42602336447927], [5.44725948286489, 51.42602173731043], [5.447258119119227, 51.4260201254454], [5.447258614885408, 51.426018816437164]], ""type"": ""LineString""}";51.426088434065065, 5.4472781442093865
402752;175700.0;Gestel;Genderbeemd;BOR Natuur;Schraal gras;Schraal Gras;2001;Wegen;Halfverharding;0.200045308572914;"{""coordinates"": [[5.447286749839153, 51.426163682375], [5.44728678891729, 51.42616278528437], [5.447286803547549, 51.42616188461087]], ""type"": ""LineString""}";51.4261627836763, 5.447286782826602
