OBJECTID,TYPE,NAAM,NAAM_KWALITEIT,REF_BEGRENZER_TYPE_BEGIN,REF_BEGRENZER_TYPE_EIND,REF_BEGRENZER_NAAM_BEGIN,REF_BEGRENZER_NAAM_EIND,REF_BEGRENZER_PUIC_BEGIN,REF_BEGRENZER_PUIC_EIND,REF_FYSIEKE_SPOORTAK_PUIC,REF_SPOORTAKDEEL_GUID,REF_WISSEL_KRUISING_PUIC,KM_SPOORTAK_VAN,KM_SPOORTAK_VAN_T,KM_SPOORTAK_TOT,KM_SPOORTAK_TOT_T,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,REF_FUNCTIONELE_SPOORTAK_PUIC,REF_FUNCTIONELE_SPOORTAK_NAAM,REF_FUNC_SPOORTAK_NAAM_LANG
27,W,3549A/3551,Benoemd,,,,,,,,,ae864b4e-eef9-4d4f-90fd-2605ed7591d8,0.030484,"0,030484",0.040459,"0,040459",35.507267,"35,507267",35.497356,"35,497356",924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,43a34710-75d7-49b6-a261-0a9dbd70a61f,3547BQ,
28,W,33-34,Benoemd,,,,,,,,,b130e266-207a-4451-a062-e18c38973ede,0.029522,"0,029522",0.030846,"0,030846",35.295445,"35,295445",35.294145,"35,294145",924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,77e37675-5018-4b6a-9640-c6d107f6e52b,31-34R,
29,S,s607-w3257R,Pseudo,Lichtsein,WISSEL_GW,3258,3257,2268a828-79d0-47a2-9a2d-9c69b81ba2b0,854f423a-3c05-4174-b57b-9615adec235d,63c87d55-7925-48b7-9b78-ab48a866a85e,466128ac-00bd-bf9f-a1c3-032c9d36cf7e,,2.814657,"2,814657",2.894337,"2,894337",6.000785,"6,000785",6.080677,"6,080677",080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,c7210524-239f-4107-b4a3-5ba92dc7b71b,1509V,144_1509V_151.7
30,W,957A/957B,Benoemd,,,,,,,,,25b2fbd6-6f0e-46c4-8323-b769cc2c524d,0.009975,"0,009975",0.023009,"0,023009",7.765439,"7,765439",7.752421,"7,752421",801,a,801,801_a,Moerdijk Industrieterrein,Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,5bc41427-1acb-44bc-9ec6-dada8ce16fee,957AQ,
31,S,sB29-sB31,Pseudo,Stop Marker Board,Stop Marker Board,BX648,B649,3a6e99dd-73f2-46da-bccb-c51d96d96d46,d69b2af1-8ce8-4a35-90af-a91e3770be56,ab1d8905-9964-4078-8540-23b165b9ab90,a97591f9-3293-4a17-96c9-a057830547f7,,1.71908,"1,719080",1.663386,"1,663386",64.665003,"64,665003",64.720696,"64,720696",787,,787,787__,Hazeldonk Grens - Noorderkempen (B),Andd-Bdgr,Antwerpen Noorderdokken - Breda Grens  ,c595b99b-5b42-4fc6-8dfa-30480b906cfb,1WV,787_1WV_66.4
32,W,21A/21B,Benoemd,,,,,,,,,127af888-4434-4909-ac69-0dd5b96b8002,0,"0,000000",0.009974,"0,009974",5.701501,"5,701501",5.711412,"5,711412",823,a,823,823_a,Oosterhout Weststad,Hzl-Otw,Hooge Zwaluwe - Oosterhout Weststad ,86f387df-1970-4b41-821c-feec4c5fd408,21AS,
33,S,w0109L-SJ_0109L,Pseudo,WISSEL_GW,STOOTJUK,0109,SJ_0109L,7837d546-d0df-46ac-89c0-53e3d71b567f,7319db96-73f4-42af-91d7-059d70fe551e,f257d223-d555-4ba3-97cc-8002762c1bf2,775ee737-855c-1386-ca38-962abb6aac14,,0.0317,"0,031700",0.041145,"0,041145",102.689513,"102,689513",102.698969,"102,698969",467,c,467,467_c,Rotterdam Waalhaven Oost,Whz-Who,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Emplacement Waalhaven Oost ",7c6106f7-0ee5-423b-9931-d272179d44d6,0109L,467_0109L_102.7
34,W,1165A,Benoemd,,,,,,,,,1253b0e6-554e-4fe7-8f74-6cbbcf6ff05b,0,"0,000000",0.058126,"0,058126",8.383056,"8,383056",8.440155,"8,440155",585,,585,585__,Diemen Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,f6abbf47-978c-41e4-806f-3274036837d8,1165AL,
35,S,w1165L-s352,Pseudo,WISSEL_GW,Lichtsein,1165,1172,8a5702bc-d275-43b0-b0d5-ed1d106bd0d9,73fba4ba-f33c-4c9c-984d-77685688f6ff,e771fe8b-c8a4-4882-8ea6-8e59065162ce,d56a2983-3af0-8272-4742-7ce514cb588a,,0.035868,"0,035868",0.096464,"0,096464",6.036018,"6,036018",6.096933,"6,096933",091,,91,091__,Den Dolder - Baarn,Dld-Brn,Den Dolder - Baarn ,e7dda1d8-4f81-4ae7-b0d0-c2f1761718be,1165L,091_1165L_6.0
36,W,2,Benoemd,,,,,,,,,1327ea40-c8cd-446c-965a-31913ae8bbef,0,"0,000000",0.034064,"0,034064",19.988465,"19,988465",20.022571,"20,022571",435,,435,435__,Hoorn - Medemblik,Hn-Mbk,Hoorn - Medemblik ,e1460203-b2c8-47f2-9af2-b0ef92abc79a,2L,
37,W,1353,Benoemd,,,,,,,,,750ed0e1-3111-49cc-b690-11f3fd25e003,1.968355,"1,968355",1.972254,"1,972254",25.961848,"25,961848",25.957928,"25,957928",087,,87,087__,Weesp Aansl. - Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,df7dacc6-edab-41a9-a9cd-569035c38812,1BL,
38,W,X0222,Benoemd,,,,,,,,,d7c91bbf-0f7f-46d6-87ec-09f83ec9c115,0,"0,000000",0.002151,"0,002151",100.036529,"100,036529",100.034428,"100,034428",810,b,810,810_b,Dordrecht Industrieterrein Aansl. De Staart,Ddri-Ddrbhh,Dordrecht Aansl. Industrieterrein De Staart ¿ Dordrecht Baanhoekhaven ,8b59a330-5db2-4327-aa68-c53519244d4a,X0222V,
39,S,FA,Benoemd,Lichtsein,Lichtsein,230,4442,1600d099-a8a9-4b2e-8d4f-2a77aa86602a,2e6a9ee6-6e70-45ac-b103-6e8df194862c,69191c81-d074-4693-be2e-8bbe7da42826,ecb26a6f-48d0-05e2-5296-f877b20a4679,,13.489031,"13,489031",13.988264,"13,988264",4.048679,"4,048679",3.551292,"3,551292",603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,dbe14f56-8d5d-431a-a769-47b747eaa5f1,231BR,013_231BR_88.1
40,S,853,Benoemd,Lichtsein,Lichtsein,FU12,LU12,7c4bd65f-21dc-46a8-ba1e-0563ae603d0a,1d27f2f1-42b2-4452-a755-160caf50783d,13626e88-2a9e-4a22-9c64-226081f55d50,0b19920e-0cff-4413-bd23-440c4baf66f5,,0.109657,"0,109657",0.68254,"0,682540",74.362289,"74,362289",74.935106,"74,935106",788,,788,788__,Roosendaal Grens - Essen (B),Esn-Np,Essen (B) - Nispen ,6f8b7cc9-e1bf-42e3-8efc-48b1fd2efcae,03UR,788_03UR_74.3
41,S,29b,Benoemd,WISSEL_GW,STOOTJUK,620,SJ_620L,6b3b725f-ef24-450f-8f56-54baebb67513,3d89376a-68d7-4fda-802e-c62efd40109d,daa1f32a-dbe7-4aa8-8373-16ac3bdfba58,ba4c5d33-3576-6561-e7c6-a32f2bd5ed38,,0.035793,"0,035793",0.091544,"0,091544",43.866058,"43,866058",43.834367,"43,834367",506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,065b8707-1116-4fc4-9eb7-d6d8b4505f28,620L,506_620L_43.9
42,S,w403V-w402R,Pseudo,WISSEL_GW,WISSEL_GW,403,402,68dd2f32-86a0-442a-bf9d-2a1c3157966d,342248e2-b350-4937-bcd7-3b576b88d71c,14c32648-aa75-43f5-adda-132c4ee00394,444c0db7-c8d3-4abf-b03b-7c2b5297c937,,0.041114,"0,041114",0.031745,"0,031745",450.388179,"450,388179",450.397532,"450,397532",470,n,470,470_n,Botlek,Bot-Botch2,"Rotterdam, Botlek - Botlek Chemiehaven 2 ",c47ef16b-9d3d-4f2c-9e6a-84cdcbcc99ed,402R,470_402R_450.4
43,W,1149,Benoemd,,,,,,,,,4449cf7a-c1b6-45db-a526-e74fe8e4469b,0.476872,"0,476872",0.534792,"0,534792",15.817045,"15,817045",15.874313,"15,874313",001,a,1,001_a,Harlingen Haven - Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,a276a543-239e-4e96-908e-78a06acba66a,1145R,
44,S,11,Benoemd,WISSEL_GW,Bordsein,911,11,798dc880-c0ff-4734-ab63-e2f0b3c0dcb7,d2599fc6-e163-4dde-800f-4f55421e18ab,398d3ccd-e92e-4c30-b409-8fb1d69bddb4,6d65f80d-183a-466f-a4cf-7a1cbd3d4c12,,0.034088,"0,034088",0.648174,"0,648174",70.61434,"70,614340",70.001164,"70,001164",017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,6faca8d5-fb5d-409d-b924-9c126b9714eb,911R,017_911R_70.6
45,W,911,Benoemd,,,,,,,,,5e0d6901-59af-4ed2-8335-f7b866788a84,0.020905,"0,020905",0.022229,"0,022229",25.850988,"25,850988",25.852312,"25,852312",550,,550,550__,Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,84f912af-3b9b-4b4b-8ff7-42aa4de01607,910AS,
46,W,1007,Benoemd,,,,,,,,,b458740f-e66c-4cb5-8372-fdbb495ff1e9,0,"0,000000",0.058138,"0,058138",5.779904,"5,779904",5.721642,"5,721642",093,,93,093__,Blauwkapel - Den Dolder,Ut-Amf,Utrecht - Amersfoort ,ecf22aff-002f-4db7-8700-9300c7ecfe2d,1007L,
47,W,37B/903,Benoemd,,,,,,,,,ffa1b3e6-c6d6-4747-ba6f-9701bc7d52d7,0.009975,"0,009975",0.02301,"0,023010",88.044529,"88,044529",88.057459,"88,057459",608,b,608,608_b,Apeldoorn,Asd-Zp,Amsterdam Centraal - Zutphen ,1e9bfaeb-e52f-48a3-9c98-b1493b95158f,903P,
48,S,548,Benoemd,WISSEL_GW,Bordsein,8,,77b98360-ff4b-49a0-ae58-8bb0bde2769e,aef10145-50aa-46ca-9208-b25588010287,6eeed018-48f3-4d25-98cb-06801f9b642a,da4fb6b4-b1dd-468d-b7c6-dfe96641cea9,,0.395036,"0,395036",0.690035,"0,690035",0.897001,"0,897001",1.191957,"1,191957",451,a,451,451_a,Coevorden - Coevorden Grens,Co-Coep,Coevorden - Coevorden Europark ,5c6f6075-8315-45ba-9d48-8063572c810b,381L,203_381L_54.8
49,W,1155A,Benoemd,,,,,,,,,1145d85c-2983-4d5d-b287-0aee4f1039c2,0,"0,000000",0.058127,"0,058127",39.338514,"39,338514",39.398343,"39,398343",617,a,617,617_a,Boxtel,Bd-Ehv,Breda - Eindhoven ,8edb2659-1104-46a2-a441-6775ef887d15,1155AL,
50,S,521,Benoemd,Lichtsein,Lichtsein,80,92,d1e1ea3a-871b-40d3-a021-38d79f4c519d,ad07628d-4a47-41c4-8827-a8a5a4612b3a,a9bf405d-29bc-42dc-92ed-29a3d4bf47a2,946154de-fe43-582a-c5ca-96e15b599cbe,,0.061774,"0,061774",0.600597,"0,600597",114.355885,"114,355885",114.895766,"114,895766",005,,5,005__,Zuidbroek - Nieuweschans Grens,Hlg-Nscg,Harlingen - Nieuweschans Grens ,7a60a0f1-4cb2-4b0d-b892-cb843b86e6c4,77L,005_77L_114.3
51,S,526,Benoemd,WISSEL_GW,Lichtsein,5009A,5032,53cc133d-5784-4d8c-97b0-8f3a242e4f74,032bcffd-4fb0-46e4-98dd-ea62ae747b8b,7636e83a-a7b1-40f7-b00c-28545ae10597,005cbb8a-a931-c004-6fdc-366f71114fc0,,0.058131,"0,058131",0.618201,"0,618201",177.424943,"177,424943",177.980807,"177,980807",523,b,523,523_b,Amsterdam Sloterdijk,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,9e43fd8c-3bba-49ec-91ba-2c68ae990cff,5009AR,139_5009AR_177.4
52,S,25,Benoemd,Bordsein,STOOTJUK,,SJ_1369L,5ed31d34-0a3e-4bef-9fda-ad99840f0785,247e79a6-9e94-478c-8321-39d7cc212c27,ed5bf221-c02a-4bb9-9b59-fc174e7f530d,74cf5b89-d222-ab3e-e390-4187fd27b7d6,,0.081036,"0,081036",0.366763,"0,366763",100.002675,"100,002675",100.313859,"100,313859",564,d,564,564_d,Den Haag Binckhorst,Bkh-Gv,Den Haag Binckhorst - Den Haag HS ,662e1570-8332-4896-b935-2595509257d5,1369L,564_1369L_23.8
53,W,941/942,Benoemd,,,,,,,,,2b25e421-bda7-4036-94e3-110e455ba1c5,0.123359,"0,123359",0.133335,"0,133335",18.04209,"18,042090",18.052141,"18,052141",514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,da85df33-d4ba-487a-b8cd-de15381c6d13,920R,
54,S,211,Benoemd,Lichtsein,Lichtsein,350,360,c3ede60b-5f70-47bc-9b7e-e78dc7b1e5c2,0748f5ac-193c-46fc-8c12-c1db2f8c2b13,b63627ed-1af3-4071-b0a2-89ecb3940e20,540b28db-628e-efa1-8716-1128236acc23,,0.080541,"0,080541",0.871138,"0,871138",8.536154,"8,536154",9.325607,"9,325607",055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,f5f0f7e1-d72c-4a3a-9b20-86b7737f88d5,349V,055_349V_8.5
55,W,215B/217A,Benoemd,,,,,,,,,51f0d583-284f-46b9-bc27-1c911bbad113,0.269078,"0,269078",0.279053,"0,279053",58.046055,"58,046055",58.055968,"58,055968",522,b,522,522_b,Uitgeest,Hdr-Zd,Den Helder - Zaandam ,0706eef1-ddb7-4243-a72b-76e73bd95465,183BV,
56,W,32A/32B,Benoemd,,,,,,,,,051750fb-5a2b-4473-82a3-f08bafa39224,0.009975,"0,009975",0.023209,"0,023209",0.254127,"0,254127",0.239964,"0,239964",463,,463,463__,Stadskanaal Hoofdstation - Musselkanaal=Valthermond,Skn-Mkv,Stadskanaal Hoofdstation - Musselkanaal-Valthermond ,dba88bd0-5834-400e-9839-11572b18cd02,32AS,
57,W,74,Benoemd,,,,,,,,,4fc07657-cb63-4448-8557-2883cf52a40b,0,"0,000000",0.001295,"0,001295",28.257178,"28,257178",28.255892,"28,255892",781,b,781,781_b,Aachen (D) - Herzogenrath (D),Std-Hz,Sittard - Herzogenrath (D) ,40844df5-5704-49dc-b457-6f9f592cb4b9,74V,
58,S,w1065L-s101,Pseudo,WISSEL_GW,Lichtsein,1065,1066,d5a9b801-7ce8-4e67-b665-d77f06ee7bb2,1ad96444-2c84-418d-a5dc-9ffd9ca487be,6b97cb4d-56d2-43e0-9787-cf902e9d22a7,d9e0ccd3-9800-0436-1748-b0c63a051852,,0.049412,"0,049412",0.10807,"0,108070",13.987049,"13,987049",14.045103,"14,045103",133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,00f0cdba-1cd6-4286-a86b-baf0cc6f4107,1065L,133_1065L_13.9
59,W,22,Benoemd,,,,,,,,,34107598-7e81-48ce-a420-03b2e8a776a5,0.035807,"0,035807",0.039044,"0,039044",73.338739,"73,338739",73.341984,"73,341984",776,,776,776__,Laarwald (D) - Coevorden Grens,Lar-Coep,Laarwald (D) - Coevorden Europark ,97bc1f50-4ac6-4989-b43d-e55383654560,20R,
60,W,1657/1659,Benoemd,,,,,,,,,42417478-ffd7-4380-9be9-905f9f0cc02b,0.020353,"0,020353",0.030732,"0,030732",2.148883,"2,148883",2.138389,"2,138389",478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,c87929f7-dc12-4170-9b74-3e0f7ea36f0a,1653S,
