ID,FASE,STADSDEEL,STRAAT,THV,RICHTING,SNELHEID,MAAND,OPMERKING,XCO,YCO,LAT,LONG,COUNTER
23,1,Escamp,Volendamlaan,Heiloostraat en Medemblikstraat,Heiloostraat,50,"jan,april, jul, okt",,78258.2453,453293.9405,52.06261955830821,4.268097375474652,23
24,1,Centrum,Stationsweg,thv Repelaarstraat,vd Duynstraat,30,"jan,april, jul, okt",,81661.2877,454472.7278,52.073673996238696,4.317461393989556,24
25,1,Loosduinen,Madepolderweg,Van Elswijkbaan en Oorberlaan,Oorberlaan,50,"jan,april, jul, okt",,74718.4669,450271.9086,52.034960258259076,4.217197711892668,25
26,1,Loosduinen,Sav lohmanlaan,tsn Laan van Meerdervoort en Daal en Bergselaan,Daal en Bergselaan,50,"jan,april, jul, okt",,76625.3572,454048.7784,52.06917440083846,4.244116585463946,26
27,1,Scheveningen,Jacob Pronkstraat,tsn Jan Kistenstraat en Visserhavenstraat,Visserhavenstraat,30,"jan,april, jul, okt",,78543.0908,457919.6789,52.104228837168144,4.271213647138213,27
28,1,Scheveningen,Statenlaan,Statenplein en Pres Kenndylaan,Pres Kennedylaan,50,"jan,april, jul, okt",,79042.1026,456305.4991,52.08979149420966,4.27885576536186,28
29,1,Scheveningen,Westduinweg,tsn Basiusstraat en Douzastraat,Douzastraat,50,"jan,april, jul, okt",,78337.8677,456863.0381,52.09470481489453,4.2684563557382225,29
30,1,Loosduinen,Albardastraat,thv Donker Curtiusstraat,Walnootstraat,50,"jan,april, jul, okt",,77139.0594,453396.0073,52.063380638059535,4.251756337336244,30
31,1,Loosduinen,Oude Haagweg,Kokosnootstraat en Walnootstr,Walnootstraat,50,"jan,april, jul, okt",,77370.2329,453098.5951,52.06074034274287,4.255194522231127,31
32,1,Segbroek,Sportlaan,Kwartellaan en Goudenregenstr,Kwartellaan,50,"jan,april, jul, okt",,77529.7549,455134.9979,52.079063078041315,4.2570580989486135,32
33,1,Segbroek,Laan van eik en Duinen,Hortensiastr en Vleierboomstr,Vlierboomstr,50,"jan,april, jul, okt",,77978.5914,454189.0793,52.07062505492579,4.263818059410412,33
34,1,Segbroek,Weimarstraat,Valkenbosln en valkenboskd,Valkenboskd,50,"jan,april, jul, okt",,78676.9429,454336.3026,52.07204477142678,4.273969002017405,34
35,1,Segbroek,Weimarstraat,Valkenbosln en valkenboskd,Valkenbosln,50,"jan,april, jul, okt",,78674.8792,454322.8088,52.07192322268057,4.273941924181332,35
36,1,Segbroek,Goudenregenstr,Sleedoornstr en Sneeuwbalstr,Sneeuwbalstr,50,"jan,april, jul, okt",,77928.5101,454955.0787,52.077501851544945,4.262914753509668,36
37,1,Escamp,Schaarsbergenstr,thv Huisnr 86,Harderwijkstr,50,"jan,april, jul, okt",,79468.8408,453284.7668,52.06270348303834,4.2857500715047,37
38,1,Centrum,Koningsstraat,tsn Hoefkade en Parallelweg,Parallelweg,50,"jan,april, jul, okt",,81502.6043,453817.1272,52.0677612261289,4.315288338557866,38
39,1,Segbroek,Conradkade,Weimarstraat,Laan van Meerdervoort,30,"jan,april, jul, okt",,79572.2049,455065.4409,52.078719961523056,4.2868636532231905,39
40,1,Loosduinen,Groen van Prinsterenlaan,Monseigneur Nolenslaan en Treublaan,Treublaan,50,"jan,april, jul, okt",,76666.3156,453571.5122,52.064891190941374,4.244823353320754,40
41,2,Centrum,Parallelweg,tussen Hoefkade en Fruitweg,Hoefkade,50,"feb, mei, aug, nov",,80756.5971,453163.8075,52.0617905173331,4.304552182658116,41
42,2,Centrum,Loosduinsekade,Tripstraat en v. Geensstraat,Lijnbaan,50,"feb, mei, aug, nov",,79968.0402,454414.6288,52.07292507461865,4.2927801795608795,42
43,2,Centrum,Hobbemastraat,vd Neerstraat,Netcherstraat,50,"feb, mei, aug, nov",,80499.2717,453877.2986,52.06816793979963,4.300644710304935,43
44,2,Leidschenveen-Ypenburg,Brassershoutweg,tsn Elzenbroekln en Bitterzoetpad,Nootdorp,50,"feb, mei, aug, nov",,86305.5049,449940.8781,52.033541944800724,4.386104423097533,44
45,2,Centrum,Hoefkade,Bloemfonteinstraat,Veluweplein,50,"feb, mei, aug, nov",,80295.0227,453104.127,52.06119213863209,4.297835510424156,45
46,2,Segbroek,Valkenboslaan,tsn Galileïstraat Edisonstraat,Edisonstraat,50,"feb, mei, aug, nov",,78779.3354,454703.1781,52.07535586210692,4.275380275674845,46
47,2,Escamp,Hengelolaan (hoofdrijbaan),Loevesteinlaan en Maartensdijklaan,Leyweg,50,"feb, mei, aug, nov",,78868.9125,452095.9555,52.05193787626295,4.2772679880438975,47
