Start Opbouw,Einde Afbouw,Datum,Starttijd,Eindtijd,Naam evenement,Locatie,Activiteit,Vergunning / Aanvraag
28-07-2018,28-07-2018,28-07-2018,11:00,15:00,Jaarvergunning winkelcentrum Parkwijk,Verlengde Houtrakgracht (WKC Parkwijk),versterkt geluid  bouwsels,Vergunning verstrekt
23-07-2018,30-07-2018,28-07-2018,12:00,23:00,Verknipt Festival,Strijkviertel,Versterkt geluid  bouwsels,Vergunning verstrekt
23-07-2018,15-08-2018,28-07-2018,14:00,01:00,Theaterfestival de Parade,"Moreelsepark, Park Nieuweroord",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
28-07-2018,28-07-2018,28-07-2018,,,Sfeeractiviteit 12: ntb,Hammarskjoldhof,bouwsels,Vergunning verstrekt
23-07-2018,15-08-2018,29-07-2018,14:00,23:00,Theaterfestival de Parade,"Moreelsepark, Park Nieuweroord",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
29-07-2018,29-07-2018,29-07-2018,15:00,23:00,El Molino,Molenpark,Versterkt geluid  bouwsels,Vergunning verstrekt
29-07-2018,29-07-2018,29-07-2018,15:00,16:00,Zomerse Zondagen (geluid cat.A),Hoge Woerdplein (Castellum Hoge Woerd),wegafsluiting bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,30-07-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
23-07-2018,15-08-2018,30-07-2018,14:00,23:00,Theaterfestival de Parade,"Moreelsepark, Park Nieuweroord",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,31-07-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
23-07-2018,15-08-2018,31-07-2018,14:00,23:00,Theaterfestival de Parade,"Moreelsepark, Park Nieuweroord",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,01-08-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
23-07-2018,15-08-2018,01-08-2018,14:00,23:00,Theaterfestival de Parade,"Moreelsepark, Park Nieuweroord",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
25-07-2018,08-08-2018,01-08-2018,15:00,01:00,Openlucht filmfestival Pluk de Nacht,Nijverheidsweg 10,Versterkt geluid  bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,02-08-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
23-07-2018,15-08-2018,02-08-2018,14:00,23:00,Theaterfestival de Parade,"Moreelsepark, Park Nieuweroord",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
25-07-2018,08-08-2018,02-08-2018,15:00,01:00,Openlucht filmfestival Pluk de Nacht,Nijverheidsweg 10,Versterkt geluid  bouwsels,Vergunning verstrekt
03-05-2018,20-09-2018,02-08-2018,20:30,23:00,Openlucht Tango Las Nueve,Korte Minrebroederstraat,Versterkt geluid,Vergunning verstrekt
24-04-2018,10-09-2018,03-08-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
23-07-2018,15-08-2018,03-08-2018,14:00,01:00,Theaterfestival de Parade,"Moreelsepark, Park Nieuweroord",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
25-07-2018,08-08-2018,03-08-2018,15:00,02:00,Openlucht filmfestival Pluk de Nacht,Nijverheidsweg 10,Versterkt geluid  bouwsels,Vergunning verstrekt
11-05-2018,28-09-2018,03-08-2018,19:30,22:30,Utrecht Skate Parade,Lucasbolwerk/Zocherpark,Versterkt geluid,Vergunning verstrekt
08-08-2018,04-08-2018,04-08-2018,09:00,16:30,Utrechtse Montmartre,Domplein,bouwsels,Gaat niet door
01-08-2018,14-08-2018,04-08-2018,11:00,22:00,Beat the Wall,Hertogswetering,bouwsels,Vergunning verstrekt
04-08-2018,04-08-2018,04-08-2018,11:00,15:00,Jaarvergunning winkelcentrum Parkwijk,Verlengde Houtrakgracht (WKC Parkwijk),versterkt geluid  bouwsels,Vergunning verstrekt
03-08-2018,05-08-2018,04-08-2018,12:00,17:00,Open dag FC Utrecht,Herculesplein,Versterkt geluid  bouwsels,Vergunning verstrekt
04-08-2018,04-08-2016,04-08-2018,12:00,22:00,Zomerfeest,Marnedreef ( Park de Watertoren ),Versterkt geluid  bouwsels,Gaat niet door
01-08-2018,05-08-2018,04-08-2018,13:00,23:00,The Bakery's Hangar,Mineurslaan (Skatepark The Yard),Versterkt geluid  bouwsels,Vergunning verstrekt
23-07-2018,15-08-2018,04-08-2018,14:00,01:00,Theaterfestival de Parade,"Moreelsepark, Park Nieuweroord",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
25-07-2018,08-08-2018,04-08-2018,15:00,02:00,Openlucht filmfestival Pluk de Nacht,Nijverheidsweg 10,Versterkt geluid  bouwsels,Vergunning verstrekt
01-08-2018,14-08-2018,05-08-2018,11:00,22:00,Beat the Wall,Hertogswetering,bouwsels,Vergunning verstrekt
05-08-2018,05-08-2018,05-08-2018,11:00,17:00,Platen - CD Beurs,Janskerkhof,,Vergunning verstrekt
05-08-2018,05-08-2018,05-08-2018,12:00,18:00,A Lazy Sunday Afternoon (geluid cat. B),Hoge Woerdplein (Castellum Hoge Woerd),Versterkt geluid  bouwsels,Vergunning verstrekt
25-07-2018,08-08-2018,05-08-2018,13:00,01:00,Openlucht filmfestival Pluk de Nacht,Nijverheidsweg 10,Versterkt geluid  bouwsels,Vergunning verstrekt
23-07-2018,15-08-2018,05-08-2018,14:00,23:00,Theaterfestival de Parade,"Moreelsepark, Park Nieuweroord",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
05-08-2018,05-08-2018,05-08-2018,15:00,23:00,El Molino,Molenpark,Versterkt geluid  bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,06-08-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
01-08-2018,14-08-2018,06-08-2018,11:00,22:00,Beat the Wall,Hertogswetering,bouwsels,Vergunning verstrekt
23-07-2018,15-08-2018,06-08-2018,14:00,23:00,Theaterfestival de Parade,"Moreelsepark, Park Nieuweroord",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,07-08-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
01-08-2018,14-08-2018,07-08-2018,11:00,22:00,Beat the Wall,Hertogswetering,bouwsels,Vergunning verstrekt
23-07-2018,15-08-2018,07-08-2018,14:00,23:00,Theaterfestival de Parade,"Moreelsepark, Park Nieuweroord",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
07-08-2018,07-08-2018,07-08-2018,17:30,23:00,Resto-Ricciotti Buurtdiner & Concert,Makassarstraat 84 ( Plein voor Muziekhuis Lombok ),bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,08-08-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
01-08-2018,14-08-2018,08-08-2018,11:00,22:00,Beat the Wall,Hertogswetering,bouwsels,Vergunning verstrekt
23-07-2018,15-08-2018,08-08-2018,14:00,23:00,Theaterfestival de Parade,"Moreelsepark, Park Nieuweroord",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,09-08-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
08-08-2018,12-08-2018,09-08-2018,10:00,20:00,Looney Tunes,Hoog Catharijne,bouwsels,Vergunning verstrekt
01-08-2018,14-08-2018,09-08-2018,11:00,22:00,Beat the Wall,Hertogswetering,bouwsels,Vergunning verstrekt
23-07-2018,15-08-2018,09-08-2018,14:00,23:00,Theaterfestival de Parade,"Moreelsepark, Park Nieuweroord",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
03-05-2018,20-09-2018,09-08-2018,20:30,23:00,Openlucht Tango Las Nueve,Korte Minrebroederstraat,Versterkt geluid,Vergunning verstrekt
24-04-2018,10-09-2018,10-08-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
08-08-2018,12-08-2018,10-08-2018,10:00,20:00,Looney Tunes,Hoog Catharijne,bouwsels,Vergunning verstrekt
01-08-2018,14-08-2018,10-08-2018,11:00,22:00,Beat the Wall,Hertogswetering,bouwsels,Vergunning verstrekt
23-07-2018,15-08-2018,10-08-2018,14:00,01:00,Theaterfestival de Parade,"Moreelsepark, Park Nieuweroord",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
11-05-2018,28-09-2018,10-08-2018,19:30,22:30,Utrecht Skate Parade,Lucasbolwerk/Zocherpark,Versterkt geluid,Vergunning verstrekt
08-08-2018,12-08-2018,11-08-2018,10:00,20:00,Looney Tunes,Hoog Catharijne,bouwsels,Vergunning verstrekt
01-08-2018,14-08-2018,11-08-2018,11:00,22:00,Beat the Wall,Hertogswetering,bouwsels,Vergunning verstrekt
11-08-2018,11-08-2018,11-08-2018,11:00,15:00,Jaarvergunning winkelcentrum Parkwijk,Verlengde Houtrakgracht (WKC Parkwijk),versterkt geluid  bouwsels,Vergunning verstrekt
09-08-2018,13-08-2018,11-08-2018,12:00,23:00,In het Zand festival,Kanaalweg (Strand Oog in Al),Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
09-08-2018,12-08-2018,11-08-2018,13:00,19:00,Utrecht Drijft,Veilinghavenkade,Versterkt geluid  bouwsels,Vergunning verstrekt
23-07-2018,15-08-2018,11-08-2018,14:00,01:00,Theaterfestival de Parade,"Moreelsepark, Park Nieuweroord",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
11-08-2018,17-08-2018,11-08-2018,23:00,05:00,Pre-UIT USC,Wilhelminapark/Janskerkhof,Versterkt geluid  bouwsels,Vergunning verstrekt
01-08-2018,14-08-2018,12-08-2018,11:00,22:00,Beat the Wall,Hertogswetering,bouwsels,Vergunning verstrekt
08-08-2018,12-08-2018,12-08-2018,12:00,18:00,Looney Tunes,Hoog Catharijne,bouwsels,Vergunning verstrekt
11-08-2018,17-08-2018,12-08-2018,12:00,20:00,Pre-UIT USC,Wilhelminapark/Janskerkhof,Versterkt geluid  bouwsels,Vergunning verstrekt
12-08-2018,12-08-2018,12-08-2018,13:00,18:00,De Klanksteen 5 jarig jubileum van culturele verbinding,Tolsteegplantsoen,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
23-07-2018,15-08-2018,12-08-2018,14:00,22:00,Theaterfestival de Parade,"Moreelsepark, Park Nieuweroord",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
12-08-2018,12-08-2018,12-08-2018,15:00,23:00,El Molino,Molenpark,Versterkt geluid  bouwsels,Vergunning verstrekt
12-08-2018,12-08-2018,12-08-2018,15:00,16:00,Zomerse Zondagen (geluid cat.A),Hoge Woerdplein (Castellum Hoge Woerd),wegafsluiting bouwsels,Vergunning verstrekt
12-08-2018,18-08-2018,12-08-2018,17:00,23:00,UIT-week Unitas S.R.,Lucasbolwerk,Versterkt geluid  bouwsels,Vergunning verstrekt
12-08-2018,17-08-2018,12-08-2018,18:00,22:00,UIT-week C.S. Veritas,Hieronymusplantsoen 3,Versterkt geluid  bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,13-08-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
30-07-2018,15-09-2018,13-08-2018,09:00,17:00,Historische Bouwplaats Domplein,Domplein,bouwsels,Vergunning verstrekt
13-08-2018,16-08-2018,13-08-2018,09:00,19:00,KOKO BSO kamp,Kortland,bouwsels,Vergunning verstrekt
13-08-2018,16-08-2018,13-08-2018,09:00,20:00,Uitweek ORCA,Janskerkhof,bouwsels,Vergunning verstrekt
13-08-2018,17-08-2018,13-08-2018,09:30,01:00,UIT (mainevent),"Griftpark, Mariaplaats, Neude, Wilhelminapark, Paardenveld",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
13-08-2018,17-08-2018,13-08-2018,10:00,17:00,Informatiestand UITweek,Janskerkhof,bouwsels,Vergunning verstrekt
11-08-2018,20-08-2018,13-08-2018,10:00,23:00,UIT op Triton,Verlengde Hoogravenseweg13,Versterkt geluid  bouwsels,Vergunning verstrekt
13-08-2018,17-08-2018,13-08-2018,10:00,23:00,UIT U.V.S.V.,Drift,bouwsels,Vergunning verstrekt
12-08-2018,17-08-2018,13-08-2018,10:00,22:00,UIT-week C.S. Veritas,Hieronymusplantsoen 3,Versterkt geluid  bouwsels,Vergunning verstrekt
12-08-2018,18-08-2018,13-08-2018,10:00,23:00,UIT-week Unitas S.R.,Lucasbolwerk,Versterkt geluid  bouwsels,Vergunning verstrekt
11-08-2018,17-08-2018,13-08-2018,11:00,21:00,UIT USC,Janskerkhof,Versterkt geluid  bouwsels,Vergunning verstrekt
13-08-2018,16-08-2018,14-08-2018,07:30,19:00,KOKO BSO kamp,Kortland,bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,14-08-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
30-07-2018,15-09-2018,14-08-2018,09:00,17:00,Historische Bouwplaats Domplein,Domplein,bouwsels,Vergunning verstrekt
13-08-2018,16-08-2018,14-08-2018,09:00,20:00,Uitweek ORCA,Janskerkhof,bouwsels,Vergunning verstrekt
13-08-2018,17-08-2018,14-08-2018,10:00,17:00,Informatiestand UITweek,Janskerkhof,bouwsels,Vergunning verstrekt
11-08-2018,20-08-2018,14-08-2018,10:00,23:00,UIT op Triton,Verlengde Hoogravenseweg13,Versterkt geluid  bouwsels,Vergunning verstrekt
13-08-2018,17-08-2018,14-08-2018,10:00,23:00,UIT U.V.S.V.,Drift,bouwsels,Vergunning verstrekt
12-08-2018,17-08-2018,14-08-2018,10:00,22:00,UIT-week C.S. Veritas,Hieronymusplantsoen 3,Versterkt geluid  bouwsels,Vergunning verstrekt
12-08-2018,18-08-2018,14-08-2018,10:00,23:00,UIT-week Unitas S.R.,Lucasbolwerk,Versterkt geluid  bouwsels,Vergunning verstrekt
13-08-2018,17-08-2018,14-08-2018,10:30,23:00,B.I.T.O.N. UIT,Zocherpark,Versterkt geluid  bouwsels,Vergunning verstrekt
11-08-2018,17-08-2018,14-08-2018,11:00,23:00,UIT USC,Janskerkhof,Versterkt geluid  bouwsels,Vergunning verstrekt
13-08-2018,17-08-2018,14-08-2018,11:30,20:30,UIT (mainevent),"Griftpark, Mariaplaats, Neude, Wilhelminapark, Paardenveld",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
13-08-2018,16-08-2018,15-08-2018,07:30,19:00,KOKO BSO kamp,Kortland,bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,15-08-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
30-07-2018,15-09-2018,15-08-2018,09:00,17:00,Historische Bouwplaats Domplein,Domplein,bouwsels,Vergunning verstrekt
13-08-2018,16-08-2018,15-08-2018,09:00,20:00,Uitweek ORCA,Janskerkhof,bouwsels,Vergunning verstrekt
13-08-2018,17-08-2018,15-08-2018,10:00,17:00,Informatiestand UITweek,Janskerkhof,bouwsels,Vergunning verstrekt
15-08-2018,17-08-2018,15-08-2018,10:00,19:00,UIT N.S.U. en SPIN Boardsports,Janskerkhof,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
11-08-2018,20-08-2018,15-08-2018,10:00,23:00,UIT op Triton,Verlengde Hoogravenseweg13,Versterkt geluid  bouwsels,Vergunning verstrekt
13-08-2018,17-08-2018,15-08-2018,10:00,23:00,UIT U.V.S.V.,Drift,bouwsels,Vergunning verstrekt
12-08-2018,17-08-2018,15-08-2018,10:00,22:00,UIT-week C.S. Veritas,Hieronymusplantsoen 3,Versterkt geluid  bouwsels,Vergunning verstrekt
12-08-2018,18-08-2018,15-08-2018,10:00,23:00,UIT-week Unitas S.R.,Lucasbolwerk,Versterkt geluid  bouwsels,Vergunning verstrekt
13-08-2018,17-08-2018,15-08-2018,10:30,23:00,B.I.T.O.N. UIT,Zocherpark,Versterkt geluid  bouwsels,Vergunning verstrekt
11-08-2018,17-08-2018,15-08-2018,11:00,21:00,UIT USC,Janskerkhof,Versterkt geluid  bouwsels,Vergunning verstrekt
13-08-2018,17-08-2018,15-08-2018,11:30,01:00,UIT (mainevent),"Griftpark, Mariaplaats, Neude, Wilhelminapark, Paardenveld",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
13-08-2018,16-08-2018,16-08-2018,07:30,19:00,KOKO BSO kamp,Kortland,bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,16-08-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
30-07-2018,15-09-2018,16-08-2018,09:00,17:00,Historische Bouwplaats Domplein,Domplein,bouwsels,Vergunning verstrekt
13-08-2018,16-08-2018,16-08-2018,09:00,20:00,Uitweek ORCA,Janskerkhof,bouwsels,Vergunning verstrekt
13-08-2018,17-08-2018,16-08-2018,10:00,17:00,Informatiestand UITweek,Janskerkhof,bouwsels,Vergunning verstrekt
15-08-2018,17-08-2018,16-08-2018,10:00,19:00,UIT N.S.U. en SPIN Boardsports,Janskerkhof,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
11-08-2018,20-08-2018,16-08-2018,10:00,23:00,UIT op Triton,Verlengde Hoogravenseweg13,Versterkt geluid  bouwsels,Vergunning verstrekt
13-08-2018,17-08-2018,16-08-2018,10:00,23:00,UIT U.V.S.V.,Drift,bouwsels,Vergunning verstrekt
12-08-2018,17-08-2018,16-08-2018,10:00,22:00,UIT-week C.S. Veritas,Hieronymusplantsoen 3,Versterkt geluid  bouwsels,Vergunning verstrekt
12-08-2018,18-08-2018,16-08-2018,10:00,23:00,UIT-week Unitas S.R.,Lucasbolwerk,Versterkt geluid  bouwsels,Vergunning verstrekt
13-08-2018,17-08-2018,16-08-2018,10:30,23:00,B.I.T.O.N. UIT,Zocherpark,Versterkt geluid  bouwsels,Vergunning verstrekt
11-08-2018,17-08-2018,16-08-2018,11:00,21:00,UIT USC,Janskerkhof,Versterkt geluid  bouwsels,Vergunning verstrekt
13-08-2018,17-08-2018,16-08-2018,11:30,02:00,UIT (mainevent),"Griftpark, Mariaplaats, Neude, Wilhelminapark, Paardenveld",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
03-05-2018,20-09-2018,16-08-2018,20:30,23:00,Openlucht Tango Las Nueve,Korte Minrebroederstraat,Versterkt geluid,Vergunning verstrekt
24-04-2018,10-09-2018,17-08-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
30-07-2018,15-09-2018,17-08-2018,09:00,17:00,Historische Bouwplaats Domplein,Domplein,bouwsels,Vergunning verstrekt
13-08-2018,16-08-2018,17-08-2018,09:00,20:00,Uitweek ORCA,Janskerkhof,bouwsels,Vergunning verstrekt
13-08-2018,17-08-2018,17-08-2018,10:00,17:00,Informatiestand UITweek,Janskerkhof,bouwsels,Vergunning verstrekt
15-08-2018,17-08-2018,17-08-2018,10:00,19:00,UIT N.S.U. en SPIN Boardsports,Janskerkhof,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
11-08-2018,20-08-2018,17-08-2018,10:00,23:00,UIT op Triton,Verlengde Hoogravenseweg13,Versterkt geluid  bouwsels,Vergunning verstrekt
13-08-2018,17-08-2018,17-08-2018,10:00,23:00,UIT U.V.S.V.,Drift,bouwsels,Vergunning verstrekt
12-08-2018,18-08-2018,17-08-2018,10:00,23:00,UIT-week Unitas S.R.,Lucasbolwerk,Versterkt geluid  bouwsels,Vergunning verstrekt
13-08-2018,17-08-2018,17-08-2018,13:00,21:00,UIT (mainevent),"Griftpark, Mariaplaats, Neude, Wilhelminapark, Paardenveld",versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
17-08-2018,20-08-2018,17-08-2018,18:00,00:00,Buurtfeest Buurtvereniging Margriet Kockstraat,Kockstraat,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
11-05-2018,28-09-2018,17-08-2018,19:30,22:30,Utrecht Skate Parade,Lucasbolwerk/Zocherpark,Versterkt geluid,Vergunning verstrekt
17-08-2018,17-08-2018,17-08-2018,22:00,00:00,De Openluchtbioscoop,Hamburgerstraat 28,Versterkt geluid  bouwsels,Vergunning verstrekt
30-07-2018,15-09-2018,18-08-2018,09:00,17:00,Historische Bouwplaats Domplein,Domplein,bouwsels,Vergunning verstrekt
17-08-2018,20-08-2018,18-08-2018,10:00,00:00,Buurtfeest Buurtvereniging Margriet Kockstraat,Kockstraat,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
18-08-2018,18-08-2018,18-08-2018,10:00,17:00,Platen - CD Beurs,Mariaplaats,,Vergunning verstrekt
18-08-2018,18-08-2018,18-08-2018,11:00,15:00,Jaarvergunning winkelcentrum Parkwijk,Verlengde Houtrakgracht (WKC Parkwijk),versterkt geluid  bouwsels,Vergunning verstrekt
18-08-2018,19-08-2018,18-08-2018,13:30,21:00,De kinderkaravaan van Cirque Moustache,Koppeldijk (Kinderboederij Lunetten),Versterkt geluid  bouwsels,Vergunning verstrekt
18-08-2018,18-08-2018,18-08-2018,,,Sfeeractiviteit 13: ntb,Hammarskjoldhof,bouwsels,Vergunning verstrekt
30-07-2018,15-09-2018,19-08-2018,09:00,17:00,Historische Bouwplaats Domplein,Domplein,bouwsels,Vergunning verstrekt
17-08-2018,20-08-2018,19-08-2018,10:00,18:00,Buurtfeest Buurtvereniging Margriet Kockstraat,Kockstraat,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
19-08-2018,19-08-2018,19-08-2018,11:00,17:00,Swan Market Utrecht,2e Daalseweg,Versterkt geluid  bouwsels,Vergunning verstrekt
19-08-2018,19-08-2018,19-08-2018,12:00,18:00,A Lazy Sunday Afternoon,Park Lepelenburg,Versterkt geluid  bouwsels,Vergunning verstrekt
18-08-2018,19-08-2018,19-08-2018,13:30,21:00,De kinderkaravaan van Cirque Moustache,Koppeldijk (Kinderboederij Lunetten),Versterkt geluid  bouwsels,Vergunning verstrekt
19-08-2018,19-08-2018,19-08-2018,15:00,23:00,El Molino,Molenpark,Versterkt geluid  bouwsels,Vergunning verstrekt
19-08-2018,19-08-2018,19-08-2018,15:00,16:00,Zomerse Zondagen (geluid cat.A),Hoge Woerdplein (Castellum Hoge Woerd),wegafsluiting bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,20-08-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
30-07-2018,15-09-2018,20-08-2018,09:00,17:00,Historische Bouwplaats Domplein,Domplein,bouwsels,Vergunning verstrekt
18-08-2018,24-08-2018,20-08-2018,09:00,16:00,Kindervakantieweek 2018 Vleuten Haarzuilens,Hindersteinlaan,versterkt geluid  bouwsels,Vergunning verstrekt
17-08-2018,25-08-2018,20-08-2018,10:00,17:00,Kindervakantieweek De Meern,Mauritspark,bouwsels,Vergunning verstrekt
20-08-2018,28-08-2018,20-08-2018,15:00,23:00,Showman's Fair,Berlijnplein ,bouwsels,Vergunning verstrekt
20-08-2018,20-08-2018,20-08-2018,20:00,21:15,Zomeravond SLOTconcert 2018,Buurkerkhof,,Vergunning verstrekt
24-04-2018,10-09-2018,21-08-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
30-07-2018,15-09-2018,21-08-2018,09:00,17:00,Historische Bouwplaats Domplein,Domplein,bouwsels,Vergunning verstrekt
18-08-2018,24-08-2018,21-08-2018,09:00,16:00,Kindervakantieweek 2018 Vleuten Haarzuilens,Hindersteinlaan,versterkt geluid  bouwsels,Vergunning verstrekt
17-08-2018,25-08-2018,21-08-2018,10:00,17:00,Kindervakantieweek De Meern,Mauritspark,bouwsels,Vergunning verstrekt
21-08-2018,23-08-2018,21-08-2018,10:00,19:00,Vakantie Bijbel Week,Monarchvlinderlaan (Prinses Amaliapark),wegafsluiting bouwsels,Vergunning verstrekt
20-08-2018,28-08-2018,21-08-2018,15:00,23:00,Showman's Fair,Berlijnplein ,bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,22-08-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
30-07-2018,15-09-2018,22-08-2018,09:00,17:00,Historische Bouwplaats Domplein,Domplein,bouwsels,Vergunning verstrekt
21-08-2018,24-08-2018,22-08-2018,09:00,17:00,Kindervakantie 3 daagse 2018,Augustusweg,Versterkt geluid  bouwsels,Vergunning verstrekt
18-08-2018,24-08-2018,22-08-2018,09:00,16:00,Kindervakantieweek 2018 Vleuten Haarzuilens,Hindersteinlaan,versterkt geluid  bouwsels,Vergunning verstrekt
17-08-2018,25-08-2018,22-08-2018,10:00,17:00,Kindervakantieweek De Meern,Mauritspark,bouwsels,Vergunning verstrekt
21-08-2018,23-08-2018,22-08-2018,10:00,21:00,Vakantie Bijbel Week,Monarchvlinderlaan (Prinses Amaliapark),wegafsluiting bouwsels,Vergunning verstrekt
20-08-2018,28-08-2018,22-08-2018,15:00,23:00,Showman's Fair,Berlijnplein ,bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,23-08-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
30-07-2018,15-09-2018,23-08-2018,09:00,17:00,Historische Bouwplaats Domplein,Domplein,bouwsels,Vergunning verstrekt
21-08-2018,24-08-2018,23-08-2018,09:00,17:00,Kindervakantie 3 daagse 2018,Augustusweg,Versterkt geluid  bouwsels,Vergunning verstrekt
18-08-2018,24-08-2018,23-08-2018,09:00,16:00,Kindervakantieweek 2018 Vleuten Haarzuilens,Hindersteinlaan,versterkt geluid  bouwsels,Vergunning verstrekt
17-08-2018,25-08-2018,23-08-2018,10:00,17:00,Kindervakantieweek De Meern,Mauritspark,bouwsels,Vergunning verstrekt
21-08-2018,23-08-2018,23-08-2018,10:00,16:00,Vakantie Bijbel Week,,,Vergunning verstrekt
20-08-2018,28-08-2018,23-08-2018,15:00,23:00,Showman's Fair,Berlijnplein ,bouwsels,Vergunning verstrekt
03-05-2018,20-09-2018,23-08-2018,20:30,23:00,Openlucht Tango Las Nueve,Korte Minrebroederstraat,Versterkt geluid,Vergunning verstrekt
24-04-2018,10-09-2018,24-08-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
30-07-2018,15-09-2018,24-08-2018,09:00,17:00,Historische Bouwplaats Domplein,Domplein,bouwsels,Vergunning verstrekt
21-08-2018,24-08-2018,24-08-2018,09:00,17:00,Kindervakantie 3 daagse 2018,Augustusweg,Versterkt geluid  bouwsels,Vergunning verstrekt
18-08-2018,24-08-2018,24-08-2018,09:00,16:00,Kindervakantieweek 2018 Vleuten Haarzuilens,Hindersteinlaan,versterkt geluid  bouwsels,Vergunning verstrekt
17-08-2018,25-08-2018,24-08-2018,10:00,20:30,Kindervakantieweek De Meern,Mauritspark,bouwsels,Vergunning verstrekt
24-08-2018,24-08-2018,24-08-2018,12:00,17:00,Noordse Park in beweging,Lagenoord (Noordse Park),Versterkt geluid  bouwsels,Vergunning verstrekt
20-08-2018,28-08-2018,24-08-2018,14:00,23:00,Nomadenfestival en Klub19,Berlijnplein,Versterkt geluid  bouwsels,Vergunning verstrekt
20-08-2018,28-08-2018,24-08-2018,15:00,01:00,Showman's Fair,Berlijnplein ,bouwsels,Vergunning verstrekt
