Start Opbouw,Einde Afbouw,Datum,Starttijd,Eindtijd,Naam evenement,Locatie,Activiteit,Vergunning / Aanvraag
05-04-2018,05-04-2018,05-04-2018,08:00,20:00,Plantjesmarkt Vleuten,Noorderburcht (WKC Vleuterweide),bouwsels,Vergunning verstrekt
19-03-2018,20-04-2018,05-04-2018,10:00,23:00,Festival Tweetakt,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
26-03-2018,10-04-2018,05-04-2018,13:00,23:00,Kermis Griftpark,Griftpark,versterkt geluid,Vergunning verstrekt
19-03-2018,20-04-2018,06-04-2018,10:00,01:00,Festival Tweetakt,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
26-03-2018,10-04-2018,06-04-2018,13:00,23:00,Kermis Griftpark,Griftpark,versterkt geluid,Vergunning verstrekt
06-04-2018,06-04-2018,06-04-2018,17:00,01:00,Opening terrasseizoen 2018,Janskerkhof (Terras Hofman Café),Versterkt geluid,Vergunning verstrekt
07-04-2018,07-04-2018,07-04-2018,07:30,19:00,Congres A Struggle for Peace,Domplein,bouwsels,Vergunning verstrekt
19-03-2018,20-04-2018,07-04-2018,10:00,01:00,Festival Tweetakt,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
07-04-2018,07-04-2018,07-04-2018,11:00,15:00,Jaarvergunning winkelcentrum Parkwijk,Verlengde Houtrakgracht (WKC Parkwijk),versterkt geluid  bouwsels,Vergunning verstrekt
26-03-2018,10-04-2018,07-04-2018,13:00,23:00,Kermis Griftpark,Griftpark,versterkt geluid,Vergunning verstrekt
07-04-2018,08-04-2018,08-04-2018,10:00,17:00,Braderie Marshalllaan,Marshalllaan,wegafsluiting,Vergunning verstrekt
19-03-2018,20-04-2018,08-04-2018,10:00,23:00,Festival Tweetakt,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
26-03-2018,10-04-2018,08-04-2018,13:00,23:00,Kermis Griftpark,Griftpark,versterkt geluid,Vergunning verstrekt
08-04-2018,09-04-2018,08-04-2018,17:00,23:00,Varsity winst borrel,Janskerkhof,wegafsluiting,Vergunning verstrekt
19-03-2018,20-04-2018,09-04-2018,10:00,23:00,Festival Tweetakt,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
19-03-2018,20-04-2018,10-04-2018,10:00,23:00,Festival Tweetakt,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
19-03-2018,20-04-2018,11-04-2018,10:00,23:00,Festival Tweetakt,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
12-04-2018,12-04-2018,12-04-2018,09:00,20:00,Boeken en Platenbeurs,Vredenburg,versterkt geluid,Gaat niet door
19-03-2018,20-04-2018,12-04-2018,10:00,23:00,Festival Tweetakt (geluid cat. A) ,"Neude, Hoge woerdplein (Castellum Hoge Woerd)",Versterkt geluid  bouwsels,Vergunning verstrekt
12-04-2018,12-04-2018,12-04-2018,10:00,20:00,Platen - CD Beurs,Vredenburg,,Gaat niet door
12-04-2018,12-04-2018,12-04-2018,11:00,17:00,Platen - CD Beurs,Janskerkhof,,Vergunning verstrekt
19-03-2018,20-04-2018,13-04-2018,10:00,01:00,Festival Tweetakt (geluid cat. A) ,"Neude, Hoge woerdplein (Castellum Hoge Woerd)",Versterkt geluid  bouwsels,Vergunning verstrekt
12-04-2018,14-04-2018,13-04-2018,21:00,01:00,Utrecht Night Run,Domplein en route,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
14-04-2018,14-04-2018,14-04-2018,09:00,17:00,Braderie Plantage,Plantage,,Vergunning verstrekt
13-04-2018,15-04-2018,14-04-2018,09:00,23:45,Grachtenrace ronDom,Veilinghavenkade en route,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
14-04-2018,14-04-2018,14-04-2018,09:00,15:00,Rommelmarkt ,"Byronstraat, Schillerlaan, deel Goethelaan",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
19-03-2018,20-04-2018,14-04-2018,10:00,01:00,Festival Tweetakt (geluid cat. A) ,"Neude, Hoge woerdplein (Castellum Hoge Woerd)",Versterkt geluid  bouwsels,Vergunning verstrekt
19-03-2018,20-04-2018,15-04-2018,10:00,23:00,Festival Tweetakt (geluid cat. A) ,"Neude, Hoge woerdplein (Castellum Hoge Woerd)",Versterkt geluid  bouwsels,Vergunning verstrekt
15-04-2018,15-04-2018,15-04-2018,11:00,17:00,Swan Market Utrecht,Mariaplaats,Versterkt geluid  bouwsels,Gaat niet door
17-04-2018,17-04-2018,17-04-2018,,,Sfeeractiviteit 5: ntb,Hammarskjoldhof,bouwsels,Vergunning verstrekt
19-04-2018,19-04-2018,19-04-2018,16:30,20:30,Bewonersborrel Max,Europaplein ,bouwsels,Vergunning verstrekt
20-04-2018,23-04-2018,21-04-2018,09:00,17:00,Rivierenwijkfeest,"Merwedekade, Waalstraat, Zuiderzeestraat, Amstelstraat, Schipbeekstraat",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
18-04-2018,23-04-2018,21-04-2018,10:00,18:00,DYTG2018,Croeselaan (Jaarbeurs),Versterkt geluid  bouwsels,Vergunning verstrekt
09-04-2018,26-04-2018,21-04-2018,10:00,22:30,Festival Elfia,Kasteellaan (Kasteel de Haar),Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
21-04-2018,22-04-2018,21-04-2018,12:00,18:00,Rotsoord Festival,"Briljantlaan, Rotsoord ",bouwsels,Vergunning verstrekt
21-04-2018,22-04-2018,21-04-2018,13:00,21:00,Ouderdagen C.S. Veritas,"Kromme Nieuwegracht, Hieronymusplantsoen",Versterkt geluid,Vergunning verstrekt
18-04-2018,22-04-2018,21-04-2018,21:00,01:00,Tentfeest Iduna KPJ De Meern,Meerndijk,Versterkt geluid  bouwsels,Vergunning verstrekt
18-04-2018,23-04-2018,22-04-2018,10:00,18:00,DYTG2018,Croeselaan (Jaarbeurs),Versterkt geluid  bouwsels,Vergunning verstrekt
09-04-2018,26-04-2018,22-04-2018,10:00,19:00,Festival Elfia,Kasteellaan (Kasteel de Haar),Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
13-04-2018,23-04-2018,22-04-2018,11:00,19:00,Culturele Zondag: Noordwaarts,"Brailledreef, Plantage, Schooneggendreef",Versterkt geluid  bouwsels,Vergunning verstrekt
22-04-2018,22-04-2018,22-04-2018,12:00,18:00,"Home Made Market ""on tour""",Korte Minrebroederstraat,bouwsels,Vergunning verstrekt
21-04-2018,22-04-2018,22-04-2018,12:00,18:00,Rotsoord Festival,"Briljantlaan, Rotsoord ",bouwsels,Vergunning verstrekt
21-04-2018,22-04-2018,22-04-2018,13:00,21:00,Ouderdagen C.S. Veritas,"Kromme Nieuwegracht, Hieronymusplantsoen",Versterkt geluid,Vergunning verstrekt
22-04-2018,22-04-2018,22-04-2018,15:00,16:30,Lustrum Sing-In N.S.U.,Park Lepelenburg,Versterkt geluid,Vergunning verstrekt
24-04-2018,24-04-2018,24-04-2018,19:30,21:30,Zomeravondcup 2018,Mytylweg (atletiekbaan maarschalkerweerd),,Vergunning verstrekt
24-04-2018,10-09-2018,25-04-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,26-04-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
25-04-2018,28-04-2018,26-04-2018,17:00,01:00,Koningsdag en avond Voor Clarenburg,Voor Clarenburg,Versterkt geluid  bouwsels,Vergunning verstrekt
26-04-2018,27-04-2018,26-04-2018,17:00,01:00,koningsdag,Binnenstad,bouwsels,Gaat niet door
26-04-2018,27-04-2018,26-04-2018,18:00,01:00,Beatrix,Janskerkhof,Versterkt geluid wegafsluiting,Vergunning verstrekt
26-04-2018,27-04-2018,26-04-2018,18:00,01:00,Dutchkings Night and Day,Mariaplaats,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
26-04-2018,27-04-2018,26-04-2018,18:00,00:00,Konings kinderkermis,Mariaplaats,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
26-04-2018,27-04-2018,26-04-2018,18:00,00:00,Koningsdag en -nacht,Lucasbolwerk/Lange Jufferstraat,Versterkt geluid,Vergunning verstrekt
26-04-2018,27-04-2018,26-04-2018,18:00,01:00,Koningsdag en nacht 2018,Rozenstraat,verstrekt  bouwsels,Vergunning verstrekt
26-04-2018,28-04-2018,26-04-2018,18:00,01:00,koningsdag Janskerkhof Noord West,Janskerkhof Noord West,Versterkt geluid,Vergunning verstrekt
23-04-2018,28-04-2018,26-04-2018,18:00,01:00,Koningsdag Neude,Neude (plein),Versterkt geluid  bouwsels,Vergunning verstrekt
25-04-2018,28-04-2018,26-04-2018,18:00,01:00,Koningsnacht & dag Domplein,Domplein,Versterkt geluid  bouwsels,Vergunning verstrekt
26-04-2018,27-04-2018,26-04-2018,18:00,01:00,Koningsnacht 2018,Jacobskerkhof,Versterkt geluid,Vergunning verstrekt
26-04-2018,27-04-2018,26-04-2018,18:00,01:00,Koningsnacht en -dag 2018 Waterstraat,Waterstraat,Versterkt geluid,Vergunning verstrekt
24-04-2018,28-04-2018,26-04-2018,18:00,01:00,Koningsnacht en Koningsdag 2018,Korte Minrebroederstraat,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
26-04-2018,27-04-2018,26-04-2018,18:00,00:00,Utrecht Konings Foodstreet,Janskerkhof,,Vergunning verstrekt
26-04-2018,27-04-2018,26-04-2018,18:00,01:00,DutchKings Night & Day,Vredenburg,Versterkt geluid,Gaat niet door
25-04-2018,28-04-2018,26-04-2018,18:00,01:00,Koningsnacht en dag,Domplein,Versterkt geluid,Gaat niet door
26-04-2018,27-04-2018,26-04-2018,20:00,01:00,Koningsdag WWG,Van Asch van Wijcksplein,Versterkt geluid  bouwsels,Vergunning verstrekt
26-04-2018,27-04-2018,27-04-2018,00:00,18:00,Konings kinderkermis,Mariaplaats,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
26-04-2018,27-04-2018,27-04-2018,05:00,20:00,Koningsdag 2018,Dorpsplein,versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
27-04-2018,27-04-2018,27-04-2018,08:00,19:00,Koningsdag Meerndijk,Meerndijk,Versterkt geluid  bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,27-04-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
27-04-2018,27-04-2018,27-04-2018,09:00,13:00,Kindervrijmarkt Terwijde,Ella Fitzgeraldplein (WKC Terwijde),Versterkt geluid  bouwsels,Vergunning verstrekt
26-04-2018,27-04-2018,27-04-2018,09:00,13:00,Kindervrijmarkt Vleuterweide,Voor de Burchten (WKC Vleuterweide),Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
27-04-2018,27-04-2018,27-04-2018,09:00,18:00,Koningsdag Oog in Al,Händelstraat en route,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
26-04-2018,27-04-2018,27-04-2018,09:00,17:00,Koningsdag Zuilen,Julianapark,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
27-04-2018,27-04-2018,27-04-2018,09:00,19:00,Koningskinderen,Park Lepelenburg,Versterkt geluid  bouwsels,Vergunning verstrekt
27-04-2018,27-04-2018,27-04-2018,09:00,18:00,Koningsmarkt Lombok,Kanaalstraat /Damstraat,wegafsluiting bouwsels,Vergunning verstrekt
26-04-2018,27-04-2018,27-04-2018,09:00,18:00,koningsdag,Binnenstad,bouwsels,Gaat niet door
27-04-2018,27-04-2018,27-04-2018,10:00,16:00,Kindervrijmarkt Nicolaaskerkhof e.o.,Nicolaaskerkhof,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
27-04-2018,27-04-2018,27-04-2018,10:00,18:00,Koningsdag,Jan Muschlaan,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
27-04-2018,27-04-2018,27-04-2018,10:00,16:00,koningsdag 2018 Willem de Zwijgerplantsoen,Willem de Zwijgerplantsoen/Copijnlaan,versterkt wegafsluiting bouwsels,Vergunning verstrekt
23-04-2018,28-04-2018,27-04-2018,10:00,18:00,Koningsdag Neude,Neude (plein),Versterkt geluid  bouwsels,Vergunning verstrekt
27-04-2018,27-04-2018,27-04-2018,10:00,18:00,Koningsdagfeest,Willem van Noortplein,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
26-04-2018,27-04-2018,27-04-2018,10:00,18:00,Utrecht Konings Foodstreet,Janskerkhof,,Vergunning verstrekt
26-04-2018,27-04-2018,27-04-2018,12:00,18:00,Beatrix,Janskerkhof,Versterkt geluid wegafsluiting,Vergunning verstrekt
26-04-2018,27-04-2018,27-04-2018,12:00,18:00,Dutchkings Night and Day,Mariaplaats,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
25-04-2018,28-04-2018,27-04-2018,12:00,19:00,Koningsdag en avond Voor Clarenburg,Voor Clarenburg,Versterkt geluid  bouwsels,Vergunning verstrekt
26-04-2018,27-04-2018,27-04-2018,12:00,18:00,Koningsdag en -nacht,Lucasbolwerk/Lange Jufferstraat,Versterkt geluid,Vergunning verstrekt
26-04-2018,28-04-2018,27-04-2018,12:00,18:00,koningsdag Janskerkhof Noord West,Janskerkhof Noord West,Versterkt geluid,Vergunning verstrekt
27-04-2018,27-04-2018,27-04-2018,12:00,18:00,koningsdag Oudkerkhof,Oudkerkhof,Versterkt geluid  bouwsels,Vergunning verstrekt
27-04-2018,27-04-2018,27-04-2018,12:00,18:00,Koningsdag 't Zand 2018,Aldo van Eyckplantsoen/Crouweldijk,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
26-04-2018,27-04-2018,27-04-2018,12:00,18:00,Koningsdag WWG,Van Asch van Wijcksplein,Versterkt geluid  bouwsels,Vergunning verstrekt
26-04-2018,27-04-2018,27-04-2018,12:00,18:00,Koningsnacht en -dag 2018 Waterstraat,Waterstraat,Versterkt geluid,Vergunning verstrekt
24-04-2018,28-04-2018,27-04-2018,12:00,18:00,Koningsnacht en Koningsdag 2018,Korte Minrebroederstraat,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
27-04-2018,27-04-2018,27-04-2018,12:00,18:00,Seizoensopening De Klanksteen,Tolsteegplantsoen,Versterkt geluid  bouwsels,Vergunning verstrekt
25-04-2018,29-04-2018,27-04-2018,12:00,23:00,SOIA Koningsdag,Kanaalweg (Strand Oog in Al),Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
26-04-2018,27-04-2018,27-04-2018,12:00,18:00,DutchKings Night & Day,Vredenburg,Versterkt geluid,Gaat niet door
