OBJECTID,PUIC,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,NAAM,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT_T,GELDIG_VANAF,PUBLICATIEDATUM,KM_GEOCODE_VAN,KM_GEOCODE_TOT
57,d8cb529c-e999-47f5-be9b-bce4c2f92e07,589,d,589,589_d,Duivendrecht,"200,400","201,600",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200.4,201.6
58,bac17ae9-f557-4d44-8bff-e9ba3c43dff4,096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,"1,458","3,800",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1.458,3.8
59,63d07fab-7ad4-4547-847c-806f1e3de095,535,c,535,535_c,Amsterdam Bijlmer Arena,"200,119","200,400",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200.119,200.4
60,e795055e-a104-4c9f-870b-e928870b698a,027,,27,027__,Diemen - Duivendrecht,"147,500","149,500",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,147.5,149.5
61,00c4c1da-7b0c-4d78-afdc-0450d76c0c12,589,b,589,589_b,Duivendrecht,"3,800","5,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3.8,5.2
62,bd6996ae-4a89-4b53-97ec-6c398f7e8eb3,589,e,589,589_e,Duivendrecht,"300,833","302,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,300.833,302.1
63,ee1d0f34-71ac-4f37-8ea2-6323e2e8352a,096,b,96,096_b,Amsterdam Muiderpoort - Duivendrecht,"104,300","105,854",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,104.3,105.854
64,00a31845-42e3-4299-b1a7-9a3a324f6723,535,a,535,535_a,Amsterdam Bijlmer Arena,"5,200","6,000",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,5.2,6
65,b3ac6424-420e-4be5-b091-0be7b58c90b6,589,a,589,589_a,Duivendrecht,"0,035","0,900",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.035,0.9
66,4a38091e-f056-4359-9f26-ed38d3bc50cc,589,c,589,589_c,Duivendrecht,"149,500","151,000",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,149.5,151
67,c4e7278f-b0b8-4aa1-861c-0dc0c1136a67,561,,561,561__,Den Haag Laan van NOI,"57,800","59,800",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,57.8,59.8
68,b9cbd9d2-523f-43c6-bd88-980dcb948ded,536,,536,536__,Den Haag HS,"60,400","62,400",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,60.4,62.4
69,e2816e59-d203-495c-b9c6-80454c45408a,564,a,564,564_a,Den Haag Binckhorst,"22,400","22,600",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,22.4,22.6
70,e4506229-7a41-4a20-8ef8-8b92a00886d2,564,f,564,564_f,Den Haag Binckhorst,"300,300","300,500",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,300.3,300.5
71,7d429bee-e411-42b3-971f-5fb9df312cbb,564,d,564,564_d,Den Haag Binckhorst,"100,000","100,654",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,100.654
72,cb1a6bcc-f127-48ff-8a85-c628d1f81070,564,c,564,564_c,Den Haag Binckhorst,"59,800","60,400",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,59.8,60.4
73,db6338d8-092b-4652-a37b-6908aae9498f,564,b,564,564_b,Den Haag Binckhorst,"23,400","24,500",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,23.4,24.5
74,119ab84c-4acf-4d35-a565-4b13feeebf6f,560,b,560,560_b,Den Haag Centraal,"300,200","300,300",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,300.2,300.3
75,44d6b488-cf48-4e1d-8dd2-26bd0df346a2,560,a,560,560_a,Den Haag Centraal,"24,500","25,415",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,24.5,25.415
76,cdd5cf47-4dbe-446d-94f2-0abd2a326c53,611,b,611,611_b,Zevenaar,"105,000","107,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,105,107.2
77,7100cec9-e41c-476b-86a4-7d0a4b22c280,611,c,611,611_c,Zevenaar,"601,800","604,843",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,601.8,604.843
78,34f3f9dd-46cd-4667-ac58-e0a812fd95e0,611,a,611,611_a,Zevenaar,"49,000","49,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,49,49.1
79,1f03c099-f690-4a4a-a9c7-250f3848f38d,039,,39,039__,Zevenaar - Zevenaar Grens,"107,200","111,030",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,107.2,111.03
80,9ad623be-b725-4109-bb39-49ab40a79a92,212,,212,212__,Winterswijk - Zevenaar,"0,600","49,000",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.6,49
81,95a546d4-e7ea-4579-b1f5-f7f573c66be4,549,a,549,549_a,Haren,"0,200","0,400",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.2,0.4
82,8f76dcc2-60e7-425b-ae3c-148ab5a4632c,530,a,530,530_a,Den Dolder,"1,500","1,600",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1.5,1.6
83,8b0b78e8-d637-425a-85c8-6e8eb376ef2b,557,g,557,557_g,Terneuzen Aansl.,"500,100","501,205",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,500.1,501.205
84,9bd47638-b00e-4026-bb6c-8fc7f13b755e,817,b,817,817_b,Vlissingen Sloehaven,"130,000","131,350",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,130,131.35
85,c3e92c16-8106-4280-83ad-a5efa362d121,435,,435,435__,Hoorn - Medemblik,"1,400","20,431",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1.4,20.431
86,fd7551d9-4e1a-4cb4-8100-11953ad49026,507,a,507,507_a,Velperbroek Aansl.,"1,300","1,500",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1.3,1.5
87,7f47396b-8783-4328-b4cf-211615b24bb8,533,,533,533__,Woerden,"14,800","17,600",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,14.8,17.6
88,b911ccf0-0cae-40ac-9561-c11b05b4e27d,046,,46,046__,Meteren Aansl. - s Hertogenbosch,"30,900","46,700",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,30.9,46.7
89,175d754b-9626-4b15-b372-f6ed508742ce,543,b,543,543_b,Hengelo,"15,700","16,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,15.7,16.1
90,705beb19-4518-4e78-a681-dd1ccb212991,509,b,509,509_b,Baarn,"9,000","9,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,9,9.1
91,03d33738-3bfe-4a72-b406-4ef73c892b80,026,,26,026__,Hengelo - Oldenzaal Grens,"16,100","33,466",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,16.1,33.466
92,de369cd4-da7f-45dd-9d36-c37f311e4aba,069,,69,069__,Simpelveld - Schin op Geul,"13,500","21,900",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,13.5,21.9
93,79dd89e3-e585-406d-a44d-6cbcd2a737b9,477,a,477,477_a,Rotterdam Europoort 3,"100,000","101,470",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,101.47
94,12001e7e-0e44-4b4b-a04d-739030895490,585,,585,585__,Diemen Aansl.,"8,100","9,800",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,8.1,9.8
95,03b14c49-68fc-49c0-af00-f398f800236a,666,e,666,666_e,Meteren Aansl.,"346,091","347,285",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,346.091,347.285
96,96ee9383-f271-4b71-85f3-fa51b3748360,667,b,667,667_b,Prinsenbeek,"399,965","402,457",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,399.965,402.457
97,93035cd9-804e-4eb0-ac7a-6dba71395d91,522,a,522,522_a,Uitgeest,"17,500","17,600",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,17.5,17.6
98,29518be3-e861-4862-8f7e-9da14e0702bd,167,,167,167__,Zevenbergschenhoek Aansluiting,"300,000","302,071",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,300,302.071
99,b773c128-6c03-4214-9bfd-eb09b3968a1e,851,c,851,851_c,Born Franciscushaven,"120,000","120,640",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,120,120.64
100,cd8a3acf-1dc8-4722-a2a6-2899674aeb74,468,a,468,468_a,Rotterdam Eemhaven,"100,000","103,770",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,103.77
101,cbab0436-dabd-4486-80ee-9998bfbc019a,562,a,562,562_a,De Haar Aansl.,"37,200","37,443",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,37.2,37.443
102,9e99f29d-ccd7-422c-866b-9f757ece9b2a,124,b,124,124_b,Tilburg - Vught Aansl.,"100,000","100,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,100.1
103,e744b29b-23c7-410b-a830-4cf1e3400a0a,606,a,606,606_a,Almelo,"0,000","1,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0,1.1
104,ac44d835-fe74-41eb-87f9-e1e31ecb1743,010,,10,010__,Haren - Groningen Losplaats,"71,400","73,800",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,71.4,73.8
105,68e2d7d9-ba01-473e-aa56-46d1d793f8ef,079,,79,079__,Zaandam - Hoorn,"1,300","31,500",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1.3,31.5
106,6c01c2cb-4a68-45e3-8aac-113cf0fedeed,068,,68,068__,Simpelveld Grens - Simpelveld,"8,500","11,900",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,8.5,11.9
107,b5f7a8c1-35b5-40eb-8417-5a503720c88b,781,a,781,781_a,Aachen (D) - Herzogenrath (D),"14,090","18,812",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,14.09,18.812
108,3eeecab1-d242-4296-bfc3-e9c9c07ad6aa,020,,20,020__,Amersfoort Aansl. - Barneveld Noord,"47,400","60,300",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,47.4,60.3
109,5122469b-d2f7-4daf-b221-06154b0fb8fc,521,a,521,521_a,Schin op Geul,"7,500","7,800",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,7.5,7.8
110,b1a7ff87-89ce-4577-8702-0a6248bf9141,823,b,823,823_b,Oosterhout Weststad,"100,069","101,565",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100.069,101.565
111,03a13909-5702-48d3-a988-0345ca21a48c,451,b,451,451_b,Coevorden - Coevorden Grens,"73,650","74,869",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,73.65,74.869
112,642cdf4c-81e4-41eb-a2df-b59da8c63367,618,b,618,618_b,Eindhoven,"49,400","51,595",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,49.4,51.595
113,4cba2f7f-6aa4-40e5-a05a-4c92ff1b94b7,858,,858,858__,Arnhem Gem. Stamlijn,"100,300","102,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100.3,102.2
114,650d59bd-f8f7-451c-99b8-fc3196fd681f,089,,89,089__,Amersfoort - Amersfoort Aansl.,"45,500","46,600",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,45.5,46.6
115,13ca1686-3ec0-4604-9650-e37fb243ccf3,825,,825,825__,Roosendaal Majoppeveld Noord,"100,500","100,878",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100.5,100.878
116,ef02e6a9-c176-4c48-b734-1e9e65220c95,023,,23,023__,Apeldoorn - Deventer,"1,100","14,000",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1.1,14
117,844d4825-0531-4f28-bf5a-42dd3b07ec97,200,,200,200__,Winsum - Roodeschool,"5,100","27,120",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,5.1,27.12
118,5a0a893b-3f54-46ba-a965-0d519fbbf1b5,541,d,541,541_d,Weesp Aansl.,"200,007","202,248",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200.007,202.248
119,e585d823-403d-4225-9017-889cb9c5f58c,617,b,617,617_b,Boxtel,"59,400","59,600",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,59.4,59.6
120,4e219fc8-1633-44f8-b5d3-272829a19804,021,,21,021__,Barneveld Noord - Apeldoorn,"61,300","87,000",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,61.3,87
121,64a0da78-be92-4f2c-aee6-d273a0e615b1,828,a,828,828_a,Tiel Gem. Stamlijn,"100,200","102,235",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100.2,102.235
122,567bf385-9879-47a9-b00e-e4881b7dbcac,073,,73,073__,Den Helder - Heerhugowaard,"0,600","34,500",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.6,34.5
123,d75a7fc1-dd58-4051-9a9d-3c99bac083eb,600,b,600,600_b,Sauwerd,"10,500","11,300",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,10.5,11.3
124,1a28733a-6b05-4c92-aea0-5e1b42c9e135,938,,938,938__,CUP Valburg,"0,000","3,746",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0,3.746
125,e6ceecfc-ff12-41c4-854f-724e0ec61e5e,817,a,817,817_a,Vlissingen Sloehaven,"114,204","122,020",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,114.204,122.02
126,b10fb65a-55f0-4e0f-a65e-fb2c375be8db,822,b,822,822_b,Zwijndrecht Groote Lindt,"200,100","200,844",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200.1,200.844
127,beffba88-6de6-4165-b311-3d6764434213,075,,75,075__,Alkmaar - Uitgeest,"42,700","57,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,42.7,57.2
128,1ee2918a-3b48-4847-995f-9448b25caee3,817,g,817,817_g,Vlissingen Sloehaven,"300,000","303,300",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,300,303.3
129,fedd3a4d-1ef1-48f7-bcae-437349796563,555,,555,555__,Rotterdam Centraal,"82,500","84,425",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,82.5,84.425
130,e11d1534-fbf5-4805-99b5-d84c01f0d8d9,309,,309,309__,Landgraaf - Simpelveld,"0,800","12,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.8,12.1
131,3e6414a5-6271-48de-95c6-aafb13fd1afa,094,,94,094__,Utrecht Centraal - Blauwkapel,"0,900","3,600",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.9,3.6
132,23cb9878-ff8f-47cf-aee0-b8b1c93cac92,817,l,817,817_l,Vlissingen Sloehaven,"700,300","703,063",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,700.3,703.063
133,e338ce8b-d005-492f-a09b-dcfc17010736,139,,139,139__,Zaandam - Amsterdam Sloterdijk,"171,600","177,400",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,171.6,177.4
134,c7286209-e753-4aa4-adc0-96256c123a64,121,a,121,121_a,Breda - Lage Zwaluwe,"2,500","13,400",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2.5,13.4
135,4705c78d-eb45-4c6b-b16f-524a1cfd1782,526,a,526,526_a,Amsterdam Muiderpoort,"3,200","4,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3.2,4.2
136,61f49941-e663-40b0-8925-3f77030f5e1a,490,d,490,490_d,Amsterdam Houtrakpolder (gebied),"150,000","151,467",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,150,151.467
137,ff28a91a-f649-42d1-ab08-803c0219ccc5,474,a,474,474_a,Rotterdam Europoort 1,"100,000","103,970",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,103.97
138,c23e0461-1eba-4e11-a26f-452179f304f9,851,a,851,851_a,Born Franciscushaven,"100,100","101,720",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100.1,101.72
139,646d7b3f-e39b-465a-aa14-f46dc97ca82f,031,b,31,031_b,Zutphen - Hengelo,"100,000","100,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,100.1
140,b623a80f-298a-4c3b-a3ce-590079639104,091,,91,091__,Den Dolder - Baarn,"1,600","9,000",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1.6,9
141,5e9ec0b4-7f63-46c7-b875-093fb58195b1,126,a,126,126_a,Roosendaal - Roosendaal Grens,"24,600","30,800",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,24.6,30.8
142,66006a1d-cfcc-498d-9502-e63b152adee5,008,,8,008__,Leeuwarden - Stavoren,"2,500","50,460",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2.5,50.46
