Ministerie;Leveranciers;6000 - ICT overig;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Uitbesteding ICT;Eindtotaal
FIN;Rodi Media Zuid-Holland B.V.;;;;;;;1;;1
FIN;Rotaform Systeemtechniek;;;3;;;;;;3
FIN;ROUTZ B.V.;;;;1;;;;;1
FIN;S2 uitgevers;;;;;;;1;;1
FIN;SAIT B.V.;;;;;;;2;;2
FIN;Sancy Tres B.V.;;;;;;;1;;1
FIN;SAP Nederland B.V.;;;;2;7;;;;7
FIN;Sas Institute B.V.;;;;3;;;;1;3
FIN;Schaalwerk;;;;;;;2;;2
FIN;Schiphol Nederland B.V.;;;;;;;4;;4
FIN;Schiphol Telematics B.V.;;;;;;;6;;6
FIN;Scholten Awater B.V.;;8;;1;6;;4;;8
FIN;Schuberg Philis B.V.;;;;;;;;4;4
FIN;SDL Tridion B.V.;;;;;2;;;;2
FIN;Sdu Uitgevers B.V.;;;;2;2;;;;3
FIN;Sectra Communications B.V.;;;;;;;2;;2
FIN;SecureLink Nederland B.V.;;;7;2;5;5;;;7
FIN;Simplexxion ICT Solutions B.V.;;;;;;;1;;1
FIN;Slot Automatisering;;1;;;;;;;1
FIN;SLTN B.V.;;;;;4;;;;4
FIN;SmartDC;;;;;;;1;;1
FIN;Sogeti Nederland B.V.;;;;;;;;2;2
FIN;SRC System Integrators B.V.;;;;;1;;;;1
FIN;Staples Nederland B.V.;;1;;;;;;;1
FIN;Stavast Bewaar B.V.;;;;;;;5;;5
FIN;Stg. Kenniscentrum Center People & Buildings;;;;;;;4;;4
FIN;Stg. Routerings (Int.)Nat. Informatiestromen;;;;;;;2;;2
FIN;Sticht. Dutch Instit. for Advanced Logistics;;;;;;;1;;1
FIN;Sticht. Internet Domeinregistratie Nederland;;;;;;;1;;1
FIN;Stichting Beheer Derdengelden X Pact;;;;;;1;1;;1
FIN;S-TM;;;;;;;2;;2
FIN;Stroomt interactions B.V.;;;;3;;;;;3
FIN;Syslogic V.O.F.;;;;2;;;;;2
FIN;Tahzoo Holding B.V.;;;;;;;;1;1
FIN;Technische Unie;;;;;;1;;;1
FIN;Tectrade B.V.;;;2;;;;;;2
FIN;Tele2 Nederland B.V.;;;;;;;7;;7
FIN;Telecats B.V.;;;;;;;1;;1
FIN;Telegrootgebruik B.V.;;;;;;;9;;9
FIN;Telfort Zakelijk;;;;;;;1;;1
FIN;Telindus-ISIT B.V.;;;9;;7;;3;;9
FIN;TEN HAVE Change Management B.V.;;;;;;;;1;1
FIN;Tensing Safety & Security B.V.;;;;;;;2;;2
FIN;Ter Hoeven & Partners B.V.;;;;;;;1;;1
FIN;The Game Master B.V.;;;;;;;;1;1
FIN;Tie Nederland B.V.;;;;;;;2;;2
FIN;Tint, Buro voor Grafische Vormgeving;;;;;;;1;;1
FIN;T-Mobile Netherlands B.V.;;;;;;;1;;1
FIN;Total Identity;;;;;;;1;;1
FIN;Triple Audio B.V.;;;;;;;2;;2
FIN;Tweelinck;;;;;;;;2;2
FIN;Unisys Nederland N.V.;;1;5;;;;;;5
FIN;United Electric Automation B.V.;;;4;2;;;;;4
FIN;Van Hal Telecom B.V.;;;;;;;4;;4
FIN;Van Kaam B.V.;;;;2;;;;;2
FIN;Veldkamp Marktonderzoek B.V.;;;;;;;;1;1
FIN;Vereniging Buma;;;;;;;1;;1
FIN;Verificatie Informatie Systemen B.V.;;;;;1;;;;1
FIN;Vicus eBusiness Solutions B.V.;;;;;1;;;;1
FIN;Violet Falkenburg, Media & Communicatie;;;;;;;1;;1
FIN;Vodafone;;;;;;;6;;6
FIN;WebGenerator B.V.;;;;1;;;1;;1
FIN;Wessel, Tideman & Sassen B.V.;;;;;;;2;;2
FIN;Whitehorses B.V.;1;;;;;;;;1
FIN;Xerox (Nederland) B.V.;;7;4;;;;;;7
FIN;XS4ALL Internet B.V.;;;;1;;;1;;1
FIN;XWITS B.V.;;1;;;;;;;1
FIN;Yacht;;;;;;;;2;2
FIN;ZCENE MovingMediaCompany B.V.;;;;;;;4;;4
FIN;Zetacom B.V.;;;;;;;2;;2
FIN;Ziggo B.V.;;;;;;;2;;2
FIN;Zorn Consultants;;;;;;;;1;1
I & M;1.2.3. Sloten Service B.V.;;;1;;;;;;1
I & M;4some Technisch Beheer B.V.;1;;;;;;;;1
I & M;A. Maat;;;1;;;;;;1
I & M;AAFM Facility Management B.V.;;1;;;;;;;1
I & M;Aannemingsbedrijf BeZee;1;;;;;;;;1
I & M;ABF Research B.V.;;;;;2;;;;2
I & M;Abiom Communication Systems (A.C.S.) B.V.;;;1;;;;;;1
I & M;Acal Technology Netherlands;;;1;;;;;;1
I & M;ACES Direct B.V.;;;;;1;;;;1
I & M;Actendo B.V.;;1;;;;;;;1
I & M;Adec Nederland B.V.;1;1;;;;;;;1
I & M;ADP Nederland B.V.;;;;;1;;;;1
I & M;Advantec B.V.;;;1;;;;;;1
I & M;Ae Sensors B.V.;;;1;;;;;;1
I & M;AEVO Zuid-Holland;4;;;;;;;;4
I & M;aFrogleap B.V.;;;;;;;1;;1
I & M;Agco B.V.;;;1;;;;;;1
I & M;Agilent Technologies Netherlands B.V.;;;1;;;;;;1
I & M;Agilent Technologies Sanigi B.V.;;;2;;;;;;2
I & M;Agmi Traffic B.V.;7;;;;;;;;7
I & M;Albar Industrie;2;;;;;;;;2
I & M;Alewijnse Zwolle B.V.;;2;;;;;;;2
I & M;Alfa Laval Benelux B.V.;;;1;;;;;;1
I & M;Aloys Roemaat Transport B.V.;;1;;;;;;;1
I & M;Alparo;;1;;;;;;;1
I & M;Alphatron Group B.V.;;;1;;;;;;1
I & M;Alphatron Marine B.V.;;2;;;;;;;2
I & M;AlterNET Internet B.V.;;;;;1;;;;1
I & M;Amis Services B.V.;;2;;;;;;;2
I & M;Andarr Technology Services;;2;;;;;;;2
I & M;Anoigo Services Limited;1;;;;;;;;1
I & M;anoniem;2;2;4;;1;;;;4
I & M;Antea Nederland B.V.;;2;;;;;;;2
I & M;Aquapur;;;1;;;;;;1
I & M;Arane adviseurs in verkeer en vervoer B.V.;;2;;;;;;;2
I & M;Aranea Consult B.V.;;1;;;;;;;1
I & M;ARCADIS Nederland;;1;;;;;;;1
I & M;ARCADIS Nederland B.V.;;2;;;;;;;2
I & M;Aris;;;;;2;;;;2
I & M;Arkasis;;;2;;;;;;2
I & M;ARS Traffic & Transport Technology B.V.;;8;;;2;;;;8
I & M;Art Centre Delft;;1;;;;;;;1
I & M;ATK Grootkeukentechniek B.V.;;;1;;;;;;1
I & M;Atos Consulting N.V.;;2;;;;;;;2
I & M;Atos Nederland B.V.;9;5;;;8;;;;9
I & M;Audiotex B.V.;;;2;;;;;;2
I & M;Auto- en Bergingsbedr. Van den Boogaard B.V.;;;1;;;;;;1
I & M;Autobedrijf T. Schepens;;;1;;;;;;1
I & M;Autoschade Weller;;;1;;;;;;1
I & M;Axians;;2;2;;2;;;;3
I & M;Axiell ALM Netherlands B.V.;;;;;1;;;;1
I & M;Azbil Telstar Benelux B.V.;;;1;;;;;;1
I & M;Azurro Sei B.V.;;2;;;;;;;2
I & M;B.V. Handelsbedrijf 'St. Antonius';;;1;;;;;;1
I & M;Backstage AV B.V.;;;1;;;;;;1
I & M;Bakker & Spees B.V.;;;;;2;;;;2
I & M;BAM Bouw en Techniek B.V.;;1;;;;;;;1
I & M;Bartels Infra B.V.;;;1;;;;;;1
I & M;Bastion Hotel Terbregseplein B.V.;;1;1;;;;;;1
I & M;Bastion Hotel Utrecht B.V.;;1;;;;;;;1
I & M;Batenburg Mechatronica B.V.;;;1;;;;;;1
I & M;BdR Holding B.V.;;;1;;;;;;1
I & M;BDS Harlingen B.V.;1;;1;;;;;;1
I & M;Be Informed B.V.;;;;;3;;;;3
I & M;Beaumont Communicatie & Management B.V.;;1;;;;;;;1
I & M;Bechtle Holding B.V.;1;;1;;;;;;1
I & M;BellHayes B.V.;;;2;;;;3;;4
I & M;Belmont Innovations & Sustainability B.V.;;1;;;;;;;1
I & M;Benelux Solar & Techn. Syst.-Applicat. B.V.;1;;;;;;;;1
I & M;Besthoma Trading International B.V.;;;2;;;;;;2
I & M;Between B.V.;1;;;;;;;;1
I & M;Biesheuvel Techniek Zwolle;;;1;;;;;;1
I & M;Billink B.V.;;;1;;;;;;1
I & M;Bintra;;1;;;;;;;1
I & M;Biosolve B.V.;;;1;;;;;;1
I & M;Bizzdesign Consultancy B.V.;;2;;;;;;;2
I & M;Bluestream ROV B.V.;1;;4;;;;;;4
I & M;Boeg B.V.;;;1;;;;;;1
I & M;Boels Verhuur;1;;;;;;;;1
I & M;bol.com B.V.;;;1;;;;1;;1
I & M;Bootservice Leeuwen;;;1;;;;;;1
I & M;Boso B.V.;;;1;;;;;;1
I & M;Bouwbedrijf Salverda B.V.;;;1;;;;;;1
I & M;Brammer Nederland B.V.;;;1;;;;;;1
I & M;Breedband Helmond B.V.;1;;;;;;;;1
I & M;Bright Alley Knowledge & Learning B.V.;;1;;;;;;;1
I & M;Bright Futures NetCom B.V.;;;1;;;;;;1
I & M;Brimos Borden B.V.;6;;;;;;;;6
I & M;Brimos Techniek B.V.;4;;;;;;;;4
I & M;Brooklyn Business Consult;;1;;;;;;;1
I & M;BSI Group The Netherlands B.V.;2;;;;;;;;2
I & M;BSW Testsystems & Consulting B.V.;;;1;;;;;;1
I & M;BTN B.V.;;;1;;;;;;1
I & M;Buijze Management & Advies;;3;;;;;;;3
I & M;Bunkerstation 'Delta' Stolk & Berends B.V.;;;1;;;;;;1
I & M;Burando Customs Services B.V.;;;1;;;;;;1
I & M;Bureau BlauwGeel B.V.;;;;;1;;;;1
I & M;Bureau Bram van Luipen;;1;;;;;;;1
I & M;Buro Ecolan;;;1;;;;;;1
I & M;Buyitdirect.Com N.V.;;;;;1;;;;1
I & M;C. Services Holland B.V.;;1;;;;;;;1
I & M;C.I.V. Lauwerszee Lauwersoog B.V.;;;1;;;;;;1
I & M;Caesar Accounts;5;;;;2;;;;5
I & M;Callas;;1;;;;;;;1
I & M;Canast B.V.;;;;;1;;;;1
I & M;Canon Nederland N.V.;2;;2;;;;;;3
I & M;Capgemini Educational Services B.V.;;;;;2;;;;2
I & M;Capgemini Nederland B.V.;3;8;;5;6;;4;;8
I & M;Carthago ICT;;;;;2;;;;2
I & M;Cascade B2B;1;;;;;;;;1
I & M;Catec B.V.;;;4;;;;;;4
I & M;CCV Services B.V.;1;;;;;;;;1
I & M;Cendris Dataconsulting B.V.;;1;;;;;;;1
I & M;Cenosco Custom B.V.;;;;;1;;;;1
I & M;Centraal Boekhuis B.V.;1;;;;;;;;1
I & M;Centric;7;1;5;;;;;;7
I & M;Centric Financial Professionals B.V.;;2;;;;;;;2
I & M;Centric Test & Security Professionals B.V.;1;;;;;;;;1
I & M;CGI;4;8;;;7;;;;8
I & M;CGI Nederland B.V.;;1;;;3;;;;3
I & M;Charta Software;;2;;;;;;;2
I & M;Chikara Nederland B.V.;;;1;;;;;;1
I & M;Cimar Electronics B.V.;;;1;;;;;;1
I & M;Cimsolutions;1;;;;;;3;;3
I & M;Citgroup B.V.;;;;;2;;;;2
I & M;City Flow B.V.;;1;;;;;;;1
I & M;Citytec B.V.;2;;;;;;;;2
I & M;Clockwise B.V.;;;;;1;;;;1
I & M;CloudyDay B.V.;1;;;;;;1;;1
I & M;CM Telecom B.V.;1;;;;;;;;1
I & M;Cofely Zuidoost B.V.;;2;;;;;;;2
I & M;Cogitatio Advies B.V.;;;;;2;;;;2
I & M;Com²distri B.V.;;1;;;;;;;1
I & M;Comm B.V.;;;1;;;;;;1
I & M;Company.Info B.V.;;;;;1;;;;1
I & M;COMPAREX Nederland B.V.;7;6;;7;9;;1;;10
I & M;CompLions B.V.;;1;;;;;;;1
I & M;Computer Trading Company B.V.;;3;;;;;;;3
I & M;Comsenso B.V.;1;;;;;;;;1
I & M;Concept 101;2;2;;;;;1;;3
I & M;Confed Systems;;1;;;;;;;1
I & M;Configo Management B.V.;;1;;;;;;;1
I & M;Connection Systems B.V.;;2;;;;;;;2
I & M;Conrad Electronic Benelux B.V.;1;;1;;;;;;1
I & M;Cool Pixels Media;;;;;2;;;;2
I & M;Coolblue B.V.;;;1;;;;1;;1
I & M;Cosetec B.V.;;;1;;;;;;1
I & M;Cové Consult;;2;;;;;;;2
I & M;Creon B.V.;;1;;;;;;;1
I & M;CSC Computer Sciences B.V.;;6;;;;;;;6
I & M;CSO Adviesbureau, Milieu, Ruimte, Water;1;;;;;;;;1
I & M;D.D.S. Electronics Europe B.V.;;;1;;;;;;1
I & M;Da Vinci Laboratory Solutions B.V.;1;;2;;;;1;;2
I & M;Darwin Recruitment B.V.;;2;;;;;;;2
I & M;DAT.Mobility B.V.;;2;;;;;;;2
I & M;Data Display Nederland B.V.;5;;;;;;;;5
I & M;Data Display Support B.V.;2;;;;;;;;2
I & M;DataExpert B.V.;2;;;;;;;;2
I & M;DataWeb B.V.;;;;;1;;;;1
I & M;Datop B.V.;1;;;;;;;;1
I & M;Davilex Software B.V.;;;;;1;;;;1
I & M;DCI Electronics B.V.;;;2;;;;;;2
I & M;De Jong Zuurmond Infrabeheer, Ond.&Serv. B.V.;;;1;;;;;;1
I & M;De Lage Landen Vendorlease B.V.;;1;1;;;;;;2
I & M;De Lekkernij Utrecht B.V.;;1;;;;;;;1
I & M;'De Loodsen';;1;;;;;;;1
I & M;De maatschappelijk verantwoorde aannemer;;;1;;;;;;1
I & M;De Ned. Prov. v.d. Missionar. van Mariannhill;;;1;;;;;;1
I & M;De Rede van Batavia Haven B.V.;;1;;;;;;;1
I & M;De Ulebelt;;;1;;;;;;1
I & M;De volgende fase B.V.;;5;;;;;;;5
I & M;DearBytes;;1;;;;;;;1
I & M;Decos Software Engineering B.V.;;;1;;;;;;1
I & M;Delmeco Fishing Technology B.V.;;;1;;;;;;1
I & M;Deloitte Accountants;5;1;;;;;;;5
I & M;DELTA Comfort B.V.;1;;;;;;;;1
I & M;Detron Datacenter Diensten;1;;;;;;;;1
I & M;Detron ICT Infrastructure Solutions;;;;;1;;;;1
I & M;Detron Telecom Enterprise;6;5;1;;;;;;6
I & M;Dialxs B.V.;;1;;;;;;;1
I & M;DIANA FEA B.V.;;;;;2;;;;2
I & M;D-ICT;;2;;;;;;;2
I & M;Digital Revolution B.V.;;;1;;;;;;1
I & M;Dijkstra-Vereenigde B.V.;;;1;;;;;;1
I & M;Dimension Data Communications Nederland B.V.;1;;;;;;;;1
I & M;Display Electronics;;;1;;;;;;1
I & M;Divide B.V.;1;1;;;;;;;2
I & M;Dotka Data B.V.;;;;;1;;;;1
I & M;Double Green Projects B.V.;;2;;;;;;;2
I & M;DoubleSense;1;;;;;;;;1
I & M;Doxis;;3;;;;;;;3
I & M;DQTs;;1;;;;;;;1
I & M;Driessen International B.V.;;;1;;;;;;1
I & M;Dun & Bradstreet B.V.;2;;;;;;;;2
I & M;Dunea N.V.;;;1;;;;;;1
I & M;Dunit B.V.;;2;;;;;;;2
I & M;Dupa Veiligheidstechniek B.V.;;;1;;;;;;1
I & M;Dynniq Nederland B.V.;1;2;;;;;;;2
I & M;Dynniq Peek Traffic B.V.;;7;2;;;;;;7
I & M;Dyntatronic Datasystems;;;1;;;;;;1
I & M;DySI Software Innovations B.V.;;4;;;;;;;4
I & M;Easy Comp. B.V.;;;1;;;;;;1
I & M;easy2rent B.V.;;1;;;;;;;1
I & M;Ecotools Holding B.V.;;;1;;;;;;1
I & M;e-dynamics B.V.;1;;;;;;;;1
I & M;Eetcafé De Poort B.V.;;1;;;;;;;1
I & M;EGALiT Coöperatie UA;;4;;;;;;;4
I & M;Eight Media B.V.;;2;;;;;;;2
I & M;Eijkelkamp Soil & Water B.V.;;;1;;;;;;1
I & M;EKO Instruments Europe B.V.;;;1;;;;;;1
I & M;El-Contronic B.V.;;;1;;;;;;1
I & M;Elseco B.V.;2;1;;;;;;;2
I & M;Empire Entertainment;1;;;;;;;;1
I & M;EnablE-U B.V.;;1;;;;;;;1
I & M;Endress + Hauser B.V.;;;2;;;;;;2
I & M;ENGIE Infra & Mobility B.V.;;1;2;;7;;;;7
I & M;ENGIE Infra & Mobility vestiging Wormerveer;;3;;;;;;;3
I & M;Enternext B.V.;;;;;1;;;;1
I & M;Entropia Digital B.V.;;2;;;;;;;2
I & M;Epona Software Productions B.V.;1;;;;;;;;1
I & M;Equinix (Netherlands) B.V.;;6;7;;;;;;7
I & M;Ernst & Young Accountants LLP;2;;;;;;;;2
I & M;ESCAPE MOBILITY NEDERLAND;;;1;;;;;;1
I & M;Escrow Europe B.V.;;1;;;;;;;1
I & M;Esri Nederland;;2;;;;;1;;2
I & M;Esri Nederland Groep;;;;;7;;;;7
I & M;Essencia B.V.;;1;;;;;;;1
I & M;Essentra Components B.V.;;;1;;;;;;1
I & M;Eten & Zo Zoetermeer B.V.;;1;;;;;;;1
I & M;Ettu Configuration B.V.;;;;;2;;;;2
I & M;Eurofiber Nederland;;4;;;;;4;;5
I & M;Eurofins Analytico B.V.;;1;;;2;;;;2
I & M;Exelis Visual Information Solutions B.V.;;;;;1;;;;1
I & M;Experian Nederland B.V.;;;;;;;1;;1
I & M;expert-shops.com;;;1;;;;;;1
I & M;Fabory Centre Ede;;;1;;;;;;1
I & M;Fabory Centre Rotterdam;;;1;;;;;;1
I & M;Facilitor B.V.;1;;;;1;;;;2
I & M;FACILITY POINT;;;1;;;;;;1
I & M;Faes Cases B.V.;;;1;;;;;;1
I & M;Falkplan B.V.;;4;;;;;;;4
I & M;Farnell (Netherlands) B.V.;;;1;;;;;;1
I & M;Federal Express Europe Inc.;;;1;;;;;;1
I & M;Femmasse B.V.;;;;;1;;;;1
I & M;Fiege B.V.;;;1;;;;;;1
I & M;Fijnmechanische Techniek Utrecht F.T.U.;;;1;;;;;;1
I & M;FileLinx Benelux B.V.;;1;;;2;;;;2
I & M;Finaps B.V.;;4;;;;;;;4
I & M;Firebrand Training BeNeLux B.V.;1;;;;;;;;1
I & M;Fireware;;;1;;;;;;1
I & M;Firma Klaas Keppel;;;1;;;;;;1
I & M;Firma Plat;;;1;;;;;;1
I & M;Fisher Emergo B.V.;;;1;;;;;;1
I & M;Flister B.V.;;;;;1;;;;1
I & M;FlowFabric B.V.;;2;;;;;;;2
I & M;Folux B.V.;;;1;;;;;;1
I & M;For Conference B.V.;;;;;;;1;;1
I & M;Forrester Research B.V.;2;;;;;;;;2
I & M;Foto Rembrandt Maastricht B.V.;;;1;;;;;;1
I & M;Fox-IT;;2;;;;;;;2
I & M;Frontier Information Technologies;;;;;1;;;;1
I & M;Fujitsu Technology Solutions B.V.;;3;2;;;;;;3
I & M;Futurumshop.Com B.V.;;;1;;;;;;1
I & M;Fysergo B.V.;;2;;;;;;;2
I & M;Gartner Nederland B.V.;2;;;;;;;;2
I & M;Gasned B.V.;1;;;;;;;;1
I & M;Gebr. Bonenkamp Techniek en Handel B.V.;;;1;;;;;;1
I & M;gefeliciTAART B.V.;;1;;;;;;;1
I & M;Gemnet B.V.;1;1;;;1;;;;2
I & M;Geodan B.V.;2;;;;2;;;;2
I & M;Geodan Holding B.V.;1;;;;;;;;1
I & M;Geopol;;;1;;;;;;1
I & M;Geotax;;2;;;;;;;2
I & M;Gesprek in Beweging;;1;;;;;;;1
I & M;Getronics N.V.;2;;;1;;;1;;3
I & M;Getronics Nederland B.V.;;;2;;4;;;;4
I & M;Glassinstruments;;;1;;;;;;1
I & M;GlobeCat B.V.;;1;;;;;;;1
I & M;Gobar Adviseurs B.V.;;1;;;;;;;1
I & M;Goudappel Coffeng B.V.;;2;;;1;;;;2
I & M;Grignion Holding B.V.;;2;;;;;;;2
I & M;Grizzly B.V.;;1;;;;;;;1
I & M;Grontmij Nederland B.V.;3;2;;;2;;1;;4
I & M;Gross IT Management B.V.;;1;;;;;;;1
I & M;H. Venema Technisch Bedrijf B.V.;;;2;;;;;;2
I & M;HACH;1;;2;;;;;;2
I & M;Hammock Investments B.V.;;1;;;;;;;1
I & M;Handelmaatschappij Maritiem B.V.;;;1;;;;;;1
I & M;Handels- en Ingenieursbur. Bakker & Co. B.V.;;;2;;;;;;2
I & M;HaskoningDHV Nederland B.V.;2;2;;;;;;;3
I & M;Havenbedrijf IJmuiden;;;1;;;;;;1
I & M;Heijmans Wegen B.V.;6;7;1;;;;;;7
I & M;Heijmans Wegen Metaal 2 B.V.;;1;;;;;;;1
I & M;Het Brouwcafé Scheveningen-Haven;;1;;;;;;;1
I & M;Hewlett-Packard CRS (Netherlands);;2;;;;;;;2
I & M;Hewlett-Packard Nederland B.V.;4;;;;7;;;;7
I & M;Hhce;;1;;;;;;;1
I & M;High Security International B.V.;;;;;2;;;;2
I & M;HITT Traffic;;3;1;;;;;;3
I & M;Hobru Wegenonderhoud B.V.;;2;;;;;;;2
I & M;Holland Air Pumps B.V.;;;1;;;;;;1
I & M;Hooymans Products B.V.;;1;;;;;;;1
I & M;Hoppinger;;;;;;;1;;1
I & M;Hot ITem B.V.;;5;;;;;;;5
I & M;Hotel Contact B.V.;;1;;;;;;;1
I & M;HPS Industrial B.V.;;2;1;;;;;;2
I & M;HR Groep Zuid;4;;;;;;;;4
I & M;HRGroep B.V.;6;;;;;;;;6
I & M;Hukseflux Thermal Sensors B.V.;;;1;;;;;;1
I & M;I.T. Works B.V.;;1;;;;;;;1
I & M;IBM Nederland B.V.;3;3;;;7;;;;7
I & M;Icensus B.V.;;2;;;;;;;2
I & M;ICHECK SYSTEMS;;1;;;;;;;1
I & M;ICT Automatisering Nederland;;2;;;2;;;;2
I & M;ICT Beroepsopleidingen B.V.;;1;;;;;;;1
I & M;Imagine Solutions B.V.;3;;;;;;;;3
I & M;Imtech Industrial Services;;1;1;;1;;;;1
I & M;Imtech Infra Data B.V.;;2;;;;;;;2
I & M;Imtech Marine Netherlands B.V.;;;1;;;;;;1
I & M;In2Documents B.V.;1;2;;;2;;;;3
I & M;In2Talent B.V.;;2;;;;;;;2
I & M;Indes Integrated Development Solutions B.V.;;;;;1;;;;1
I & M;Infict B.V.;1;;;;1;;;;1
I & M;Infinite ICT;;2;;;;;;;2
I & M;Infinite Simulation Systems B.V.;;;;;2;;;;2
I & M;Info Support MITS B.V.;;;;;5;;;;5
I & M;Infoprojects;;;;;3;;;;3
I & M;Informatique Computers & Componenten;;;1;;;;;;1
I & M;Informaxion B.V.;;1;;;;;;;1
I & M;infostrait Products B.V.;;1;;;1;;;;2
I & M;infostrait Services B.V.;;1;;;1;;;;2
I & M;Infrastructure Services & Projects B.V.;;1;;;;;;;1
I & M;Infratel B.V.;;;1;;;;;;1
I & M;Ingenieursbureau B-Ware B.V.;;2;;;2;;;;3
I & M;Innergo B.V.;;4;;;;;;;4
I & M;Innocam;;;1;;;;;;1
I & M;Innovatie Groep Nederland;;2;;;;;;;2
I & M;Innovero Software Solutions B.V.;1;;;;1;;;;1
I & M;Inquest B.V.;4;2;;;;;;;4
I & M;Inst. Non verbale Strategie Analyse B.V.;1;;;;;;;;1
I & M;Installatiebureau Geka B.V.;;;;;;;1;;1
I & M;Instrument Solutions Benelux B.V.;;;1;;;;;;1
I & M;Inter (VCD) B.V.;2;3;;;;;;;3
I & M;Inter Access B.V.;4;4;2;;2;;1;;5
I & M;Inter-Company B.V.;;;1;;;;;;1
I & M;Intermax Hosting B.V.;1;;;;1;;;;1
I & M;Intersafe Groeneveld B.V.;;1;1;;;;;;1
I & M;Interseco Investigations;1;;;;;;;;1
I & M;Intraffic B.V.;;;3;;;;;;3
I & M;Intronics Logistics;1;;;;;;;;1
I & M;Invention Design;;1;;;;;;;1
I & M;IPS Software;;2;;;;;;;2
I & M;I-Real B.V.;;;1;;;;;;1
I & M;Iris-International;;;;;1;;;;1
I & M;Isah B.V.;2;;;;;;;;2
I & M;Isytec B.V.;;2;;;;;;;2
I & M;IT Visors ECM B.V.;;4;;;;;;;4
I & M;ItaQ;6;4;;;;;;;6
I & M;Itera B.V.;1;;;;;;;;1
I & M;IT-Staffing Nederland B.V.;7;3;;;4;;4;;7
I & M;Iwaki Europe - NL Branch;;;1;;;;;;1
I & M;iWelcome B.V.;;;;;1;;;;1
I & M;Jaarbeurs-Servicebureau;;1;;;;;;;1
I & M;Jac. den Dulk en Zonen B.V.;;;1;;;;;;1
I & M;Jitscale B.V.;;;;;3;;;;3
I & M;Kaal Masten B.V.;;;1;;;;;;1
I & M;Kaelen Risico- en Projectmanagement;;1;;;;;;;1
I & M;Kalkhoven Beveiliging B.V.;;;1;;;;;;1
I & M;Kanai Architectuur & Visualisatie;;1;;;;;;;1
I & M;Keizer Culinair B.V.;;1;;;;;;;1
I & M;Kemetyl Professional B.V.;;;1;;;;;;1
I & M;Kemo B.V.;;;1;;;;;;1
I & M;Kimpro Projectmanagement en Advies B.V.;;2;;;2;;;;3
I & M;Kipp & Zonen B.V.;;;2;;;;;;2
I & M;Kiwa Nederland B.V.;;;1;;;;;;1
I & M;KLM;;;;;;;2;;2
I & M;Kneefel ICT B.V.;;2;;;;;;;2
I & M;Knowgistics Holding B.V.;;2;;;;;;;2
I & M;Knowmax B.V.;;;;;2;;;;2
I & M;Ko Hartog Verkeerstechniek B.V.;;;2;;2;;;;3
I & M;KOAC.NPC, Inst. voor Mat.-/Wegbouwk. Onderz.;;1;;;;;;;1
I & M;Kodision B.V.;;;;;2;;;;2
I & M;Koenders Instruments B.V.;;;1;;;;;;1
I & M;Kon. Ver. Agent Halverhout-Zwart-Zurmühlen BV;;;;;1;;;;1
I & M;Kongsberg Maritime Holland B.V.;;;1;;;;;;1
I & M;Koning & Hartman B.V.;;2;;;;;;;2
I & M;Koninklijke Maatschap de Wilhelminapolder;;;1;;;;;;1
I & M;KPMG Advisory N.V.;2;5;;;1;;;;5
I & M;KPN B.V.;1;5;;;3;;2;;5
I & M;KPN Corporate Market;5;7;;;4;;;;7
I & M;KPN HotSpots;1;;;;;;1;;1
I & M;KPN Mobile International B.V.;1;2;1;;;;3;;4
I & M;KPN Mobile N.V.;;;;;;;1;;1
I & M;Kunststofplaatverw. Ind. van Schagen B.V.;4;;;;;;;;4
I & M;Laanbroek Schoeman Adviseurs B.V.;;1;;;;;;;1
I & M;Labo-Tech B.V.;;;1;;;;;;1
I & M;Lapp Benelux B.V.;;;1;;;;;;1
I & M;Lasaulec B.V.;;;1;;;;;;1
I & M;Learn it B.V.;1;;;;;;;;1
I & M;LicenseConsult B.V.;;;1;;;;;;1
I & M;Linde Gas Benelux B.V.;;;1;;;;;;1
I & M;Linde Gas Cryoservices B.V.;;;1;;;;;;1
I & M;LNR Globalcom B.V.;;;1;;;;;;1
I & M;Locatienet B.V.;;1;;;;;;;1
I & M;Logilabel Nederland;;;1;;;;;;1
