FID,monumentnr,complex,begin_per,eind_per,hoofdlands,landschap,bijzgebied,code,avw,eenheden,vrij_opp,vrij_nat,vrij_overi,advies,volgorde,Shape__Area,Shape__Length
19,14105,"Nederzetting, onbepaald",Mesolithicum: 8800 - 4900 vC,Neolithicum: 5300 - 2000 vC, , ,terrein van archeologische waarde,14105, ,terrein van archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: bureauonderzoek/proefsleuvenonderz., afhankelijk van resultaten vervolgonderz;  contact opnemen met gemeente",13,32706.2311859131,730.739729474104
20,14108,Onbekend,Neolithicum: 5300 - 2000 vC,Middeleeuwen: 450 - 1500 nC, , ,terrein van archeologische waarde,14108, ,terrein van archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: bureauonderzoek/proefsleuvenonderz., afhankelijk van resultaten vervolgonderz;  contact opnemen met gemeente",13,28607.8143768311,684.100665991177
21,14109,"Nederzetting, onbepaald",Neolithicum: 5300 - 2000 vC,Bronstijd: 2000 - 800 vC, , ,terrein van archeologische waarde,14109, ,terrein van archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: bureauonderzoek/proefsleuvenonderz., afhankelijk van resultaten vervolgonderz;  contact opnemen met gemeente",13,85986.2473754883,1250.18210433813
22,14111,"Nederzetting, onbepaald",Paleolithicum laat B: 18000 C14 -8800 vC,Bronstijd: 2000 - 800 vC, , ,terrein van archeologische waarde,14111, ,terrein van archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: bureauonderzoek/proefsleuvenonderz., afhankelijk van resultaten vervolgonderz;  contact opnemen met gemeente",13,79918.0720901489,1223.681452953
23,8589,"Nederzetting, onbepaald",Mesolithicum: 8800 - 4900 vC,Bronstijd: 2000 - 800 vC, , ,terrein van hoge archeologische waarde,8589, ,terrein van hoge archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: behoud in situ/opgraving; bij ingrepen contact opnemen met gemeente",14,3452.40731811523,236.994488823738
24,8978,Onbekend,Neolithicum: 5300 - 2000 vC,Bronstijd: 2000 - 800 vC, , ,terrein van hoge archeologische waarde,8978, ,terrein van hoge archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: behoud in situ/opgraving; bij ingrepen contact opnemen met gemeente",14,123930.171661377,2018.29370092297
25,14039,"Nederzetting, onbepaald",IJzertijd: 800 - 12 vC,Romeinse tijd: 12 vC - 450 nC, , ,terrein van archeologische waarde,14039, ,terrein van archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: bureauonderzoek/proefsleuvenonderz., afhankelijk van resultaten vervolgonderz;  contact opnemen met gemeente",13,19632.7265319824,624.82557393472
26,14062,"Nederzetting, onbepaald",Neolithicum: 5300 - 2000 vC,Neolithicum: 5300 - 2000 vC, , ,terrein van zeer hoge archeologische waarde,14062, ,terrein van zeer hoge archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: behoud in situ/opgraving; bij ingrepen contact opnemen met gemeente",16,51209.6679077148,951.275735150612
27,14070,Onbekend,IJzertijd: 800 - 12 vC,IJzertijd: 800 - 12 vC, , ,terrein van archeologische waarde,14070, ,terrein van archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: bureauonderzoek/proefsleuvenonderz., afhankelijk van resultaten vervolgonderz;  contact opnemen met gemeente",13,216.554786682129,230.760729075791
28,14076,"Nederzetting, onbepaald",Paleolithicum laat B: 18000 C14 -8800 vC,Neolithicum: 5300 - 2000 vC, , ,terrein van archeologische waarde,14076, ,terrein van archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: bureauonderzoek/proefsleuvenonderz., afhankelijk van resultaten vervolgonderz;  contact opnemen met gemeente",13,19793.7103118896,582.44026484383
29,14088,"Nederzetting, onbepaald",Paleolithicum laat B: 18000 C14 -8800 vC,Neolithicum: 5300 - 2000 vC, , ,terrein van archeologische waarde,14088, ,terrein van archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: bureauonderzoek/proefsleuvenonderz., afhankelijk van resultaten vervolgonderz;  contact opnemen met gemeente",13,35704.2963485718,759.325155145967
30,14108,"Nederzetting, onbepaald",Neolithicum: 5300 - 2000 vC,Neolithicum: 5300 - 2000 vC, , ,terrein van archeologische waarde,14108, ,terrein van archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: bureauonderzoek/proefsleuvenonderz., afhankelijk van resultaten vervolgonderz;  contact opnemen met gemeente",13,28607.8143768311,684.100665991177
31,8978,"Nederzetting, onbepaald",IJzertijd: 800 - 12 vC,Middeleeuwen laat: 1050 - 1500 nC, , ,terrein van hoge archeologische waarde,8978, ,terrein van hoge archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: behoud in situ/opgraving; bij ingrepen contact opnemen met gemeente",14,123930.171661377,2018.29370092297
32,14062,"Nederzetting, onbepaald",Paleolithicum laat B: 18000 C14 -8800 vC,Mesolithicum vroeg: 8800 - 7100 vC, , ,terrein van zeer hoge archeologische waarde,14062, ,terrein van zeer hoge archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: behoud in situ/opgraving; bij ingrepen contact opnemen met gemeente",16,51209.6679077148,951.275735150612
33,14070,Onbekend,Neolithicum laat: 2850 - 2000 vC,Bronstijd midden: 1800 - 1100 vC, , ,terrein van archeologische waarde,14070, ,terrein van archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: bureauonderzoek/proefsleuvenonderz., afhankelijk van resultaten vervolgonderz;  contact opnemen met gemeente",13,216.554786682129,230.760729075791
34,14063,"Nederzetting, onbepaald",Paleolithicum laat B: 18000 C14 -8800 vC,Neolithicum: 5300 - 2000 vC, , ,terrein van hoge archeologische waarde,14063, ,terrein van hoge archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: behoud in situ/opgraving; bij ingrepen contact opnemen met gemeente",14,19483.3485107422,696.393766402484
35,14070,"Nederzetting, onbepaald",Mesolithicum: 8800 - 4900 vC,Mesolithicum: 8800 - 4900 vC, , ,terrein van archeologische waarde,14070, ,terrein van archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: bureauonderzoek/proefsleuvenonderz., afhankelijk van resultaten vervolgonderz;  contact opnemen met gemeente",13,216.554786682129,230.760729075791
36,9016,Celtic field/raatakker,IJzertijd: 800 - 12 vC,IJzertijd: 800 - 12 vC, , ,terrein van hoge archeologische waarde,9016, ,terrein van hoge archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: behoud in situ/opgraving; bij ingrepen contact opnemen met gemeente",14,68149.9823379517,1145.59244893665
37,14056,Celtic field/raatakker,IJzertijd vroeg: 800 - 500 vC,Romeinse tijd midden: 70 - 270 nC, , ,terrein van archeologische waarde,14056, ,terrein van archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: bureauonderzoek/proefsleuvenonderz., afhankelijk van resultaten vervolgonderz;  contact opnemen met gemeente",13,15137.3622131348,508.985685773213
38,14057,Celtic field/raatakker,IJzertijd vroeg: 800 - 500 vC,Romeinse tijd midden: 70 - 270 nC, , ,terrein van archeologische waarde,14057, ,terrein van archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: bureauonderzoek/proefsleuvenonderz., afhankelijk van resultaten vervolgonderz;  contact opnemen met gemeente",13,45882.7971420288,862.914822689467
39,14109,Celtic field/raatakker,IJzertijd vroeg: 800 - 500 vC,Romeinse tijd midden: 70 - 270 nC, , ,terrein van archeologische waarde,14109, ,terrein van archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: bureauonderzoek/proefsleuvenonderz., afhankelijk van resultaten vervolgonderz;  contact opnemen met gemeente",13,85986.2473754883,1250.18210433813
40,14441,Klooster(complex),Middeleeuwen laat B: 1250 - 1500 nC,Nieuwe tijd A: 1500 - 1650 nC, , ,terrein van hoge archeologische waarde,14441, ,terrein van hoge archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: behoud in situ/opgraving; bij ingrepen contact opnemen met gemeente",14,125705.705474854,1309.65377006812
41,14504,Stad,Middeleeuwen vroeg: 450 - 1050 nC,Middeleeuwen laat: 1050 - 1500 nC, , ,"terrein van hoge archeologische waarde, historische kern",14504, ,"terrein van hoge archeologische waarde, historische kern",100,n.v.t.,30,"bij ingrepen > vrijstelling: behoud in situ/opgraving; bij ingrepen contact opnemen met gemeente",15,51093.5105514526,923.270453485359
42,14441,Stad,Middeleeuwen laat: 1050 - 1500 nC,Nieuwe tijd: 1500 - 1950, , ,"terrein van hoge archeologische waarde, historische kern",14441, ,"terrein van hoge archeologische waarde, historische kern",100,n.v.t.,30,"bij ingrepen > vrijstelling: behoud in situ/opgraving; bij ingrepen contact opnemen met gemeente",15,125705.705474854,1309.65377006812
43,13811,Stad,Middeleeuwen laat: 1050 - 1500 nC,Nieuwe tijd: 1500 - 1950, , ,"terrein van hoge archeologische waarde, historische kern",13811, ,"terrein van hoge archeologische waarde, historische kern",100,n.v.t.,30,"bij ingrepen > vrijstelling: behoud in situ/opgraving; bij ingrepen contact opnemen met gemeente",15,102817.187591553,1298.02574743276
44,14445,Stad,Middeleeuwen vroeg: 450 - 1050 nC,Middeleeuwen laat: 1050 - 1500 nC, , ,"terrein van hoge archeologische waarde, historische kern",14445, ,"terrein van hoge archeologische waarde, historische kern",100,n.v.t.,30,"bij ingrepen > vrijstelling: behoud in situ/opgraving; bij ingrepen contact opnemen met gemeente",15,29691.1051254272,917.058614397759
45,14444,Stad,Middeleeuwen vroeg: 450 - 1050 nC,Middeleeuwen laat: 1050 - 1500 nC, , ,"terrein van hoge archeologische waarde, historische kern",14444, ,"terrein van hoge archeologische waarde, historische kern",100,n.v.t.,30,"bij ingrepen > vrijstelling: behoud in situ/opgraving; bij ingrepen contact opnemen met gemeente",15,67015.6897277832,1565.44060632063
46,14442,Stad,Middeleeuwen vroeg: 450 - 1050 nC,Middeleeuwen laat: 1050 - 1500 nC, , ,"terrein van hoge archeologische waarde, historische kern",14442, ,"terrein van hoge archeologische waarde, historische kern",100,n.v.t.,30,"bij ingrepen > vrijstelling: behoud in situ/opgraving; bij ingrepen contact opnemen met gemeente",15,108017.48033905,1393.70963585052
47,14047,Celtic field/raatakker,IJzertijd vroeg: 800 - 500 vC,Romeinse tijd midden: 70 - 270 nC, , ,terrein van archeologische waarde,14047, ,terrein van archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: bureauonderzoek/proefsleuvenonderz., afhankelijk van resultaten vervolgonderz;  contact opnemen met gemeente",13,25129.2146987915,624.632037761421
48,9022, , , , , ,terrein van archeologische waarde,9022, ,terrein van archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: bureauonderzoek/proefsleuvenonderz., afhankelijk van resultaten vervolgonderz;  contact opnemen met gemeente",13,35029.951499939,794.037667324
49,8999, , , , , ,terrein van hoge archeologische waarde,8999, ,terrein van hoge archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: behoud in situ/opgraving; bij ingrepen contact opnemen met gemeente",14,25052.7533950806,711.780933724678
50,9000, , , , , ,terrein van hoge archeologische waarde,9000, ,terrein van hoge archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: behoud in situ/opgraving; bij ingrepen contact opnemen met gemeente",14,11932.0737686157,475.183946770871
51,9001, , , , , ,terrein van hoge archeologische waarde,9001, ,terrein van hoge archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: behoud in situ/opgraving; bij ingrepen contact opnemen met gemeente",14,1340.74304962158,338.073313012881
52,9007, , , , , ,terrein van hoge archeologische waarde,9007, ,terrein van hoge archeologische waarde,0,0,30,"bij ingrepen > vrijstelling: behoud in situ/opgraving; bij ingrepen contact opnemen met gemeente",14,1206.75699615479,166.935828585029
