OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,REF_BRANDWEERSLEUTELKLUIS_PUIC,GELDIG_VANAF,PUBLICATIEDATUM,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,LATITUDE,LONGITUDE
11,d14dbbb5-ee14-4f5f-8057-165c4f1d1b7f,,60,Bestaand,0,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,45.757307,"45,757307",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderland,33,Strukton Rail,200497.572,500355.971,52.4890222,6.05706628
12,a27ffd91-5917-48de-b766-de3dee10651c,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,3.184578,"3,184578",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Overijssel,34,ASSET Rail,203090.209,501919.174,52.50284851,6.09546
13,e0ba78d2-bcde-43c8-bb43-76e81ec5839c,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zl-Lw,Zwolle - Leeuwarden ,602,b,602,602_b,Herfte Aansl.,77.391908,"77,391908",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,ASSET Rail,206267.296,502456.93,52.50739237,6.14232955
14,79b44ffc-1f2c-4ed6-8488-7f17cf7653a9,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zl-Lw,Zwolle - Leeuwarden ,014,,14,014__,Zwolle - Herfte Aansl.,75.723696,"75,723696",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Overijssel,34,ASSET Rail,204920.832,501454.427,52.49850784,6.12234899
15,635d421f-e5b3-4659-8332-60227f69c20a,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,0.873344,"0,873344",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Overijssel,34,ASSET Rail,201745.293,501196.438,52.4964701,6.07555284
16,fefbdfb0-6b38-42da-ad63-0b463dcae5cb,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zl-Lw,Zwolle - Leeuwarden ,014,,14,014__,Zwolle - Herfte Aansl.,75.781284,"75,781284",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Overijssel,34,ASSET Rail,204977.071,501472.173,52.49866218,6.12317976
17,1ad181e2-3d6d-4ecb-af95-d2035ee36d7b,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zl-Lw,Zwolle - Leeuwarden ,602,b,602,602_b,Herfte Aansl.,77.515642,"77,515642",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Overijssel,34,ASSET Rail,206406.822,502481.937,52.50760399,6.14438832
18,b44d1565-2a5f-454c-9d0d-30981760c8f6,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,44.489999,"44,489999",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,Gelderland,33,Strukton Rail,199267.64,500138.659,52.48717014,6.03893036
19,5c96dbc1-f9b4-4a39-af73-2c203c49bb87,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,3.119684,"3,119684",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,ASSET Rail,203090.542,502040.182,52.50393595,6.09548235
20,be132964-285b-4184-b89f-f438cbf5182f,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,3.114404,"3,114404",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,ASSET Rail,203038.226,501963.937,52.50325535,6.09470092
21,ca7b408e-c1db-4a57-a3c1-e0a070720b7e,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,2.882649,"2,882649",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Overijssel,34,ASSET Rail,202834.24,502066.574,52.50419561,6.09171161
22,ac79114d-097b-4f2d-b25c-770951217cdf,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zl-Lw,Zwolle - Leeuwarden ,014,,14,014__,Zwolle - Herfte Aansl.,75.772931,"75,772931",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Overijssel,34,ASSET Rail,204957.109,501498.02,52.49889628,6.12288969
23,3ae0e2cb-26c5-429e-8810-8b34971cc538,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,3.509649,"3,509649",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Overijssel,34,ASSET Rail,203371.924,501756.223,52.50135926,6.09958505
24,dd70dc16-d8ad-429b-bac1-2b5461c20f98,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,,,,,,,,,ProRail,Noord-Oost,NO,BASIS,Veluwe,430,Gelderland,33,Strukton Rail,200046.642,500179.024,52.48746932,6.05040381
25,61cc2870-4e46-435d-a610-60bd4267563d,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,51.168778,"51,168778",ProRail,Zuid,Z,BASIS,De Peel,300,Eindhoven,24,ASSET Rail,161820.102,383915.013,51.44428644,5.48530022
26,9b7684dc-1145-4c6f-aa83-8918bf39afa3,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,51.202668,"51,202668",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,161814.609,383764.842,51.44293667,5.4852183
27,9057ed9e-56c7-42dd-af3e-db2c7dc3a8e8,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.275427,"50,275427",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162707.013,384015.981,51.44518256,5.49805979
28,340dba40-24e4-4567-a2ad-b65f4df4c798,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.309661,"50,309661",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162673.357,384013.953,51.44516479,5.49757563
29,e109f138-0a3b-4d79-9ff2-bf6539ee3bd4,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.34129,"50,341290",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162642.32,384011.286,51.44514124,5.49712913
30,d363a233-5f9e-4d50-89ef-655ec56f8a93,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.37295,"50,372950",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162611.361,384007.814,51.44511045,5.49668373
31,f2f6a788-630c-47c9-bd57-797f062f7e8a,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.437073,"50,437073",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162547.886,383998.417,51.44502684,5.49577048
32,5adbdf51-5909-41d3-b28a-d283b6088f4e,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.470347,"50,470347",ProRail,Zuid,Z,BASIS,De Peel,300,Eindhoven,24,ASSET Rail,162514.693,383992.463,51.44497377,5.4952929
33,c6c5ac1b-d525-4a7b-974e-d214c07985ff,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.532784,"50,532784",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162453.746,383979.451,51.44485762,5.49441594
34,17e44c18-00a1-42bd-875d-826f3058d1bd,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.559415,"50,559415",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162428.029,383973.736,51.44480659,5.4940459
35,7c76de10-e477-4ce7-ab66-559887947fb5,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.652333,"50,652333",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162338.342,383953.803,51.44462859,5.49275541
36,ee6ee471-a721-42a8-9706-f5da6d8069ad,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.715671,"50,715671",ProRail,Zuid,Z,BASIS,De Peel,300,Eindhoven,24,ASSET Rail,162277.274,383940.174,51.44450688,5.49187672
37,1b584bc6-533f-4cf5-a98d-a173b32e9bb9,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.747008,"50,747008",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162246.866,383933.41,51.44444647,5.49143919
38,8dd62d0f-9c70-4660-bec7-ddfbf008151a,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.778396,"50,778396",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162216.411,383926.621,51.44438584,5.49100098
39,3c6723e3-fa3a-43b0-bff0-edba0c1d2de5,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.841122,"50,841122",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162155.38,383913.087,51.44426497,5.49012283
40,5ecb042c-77d3-4b32-bdfb-707bb0ba178d,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.429645,"50,429645",ProRail,Zuid,Z,BASIS,De Peel,300,Eindhoven,24,ASSET Rail,162569.765,383903.766,51.44417576,5.49608316
41,f059763b-a93d-441b-8c20-c425c91f5e58,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,51.223908,"51,223908",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,161768.209,383886.658,51.4440322,5.48455324
42,7c2e53c0-3666-4f0f-af49-d63f42a420a7,,60,Bestaand,0,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,89.214374,"89,214374",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,110077.454,424335.973,51.80584665,4.73585379
43,50334a7a-f8a2-4ab4-b03d-118b70a79bd2,,60,Bestaand,0,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,89.808686,"89,808686",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,109642.361,423938.844,51.80224212,4.72959767
44,8a8e786e-a05f-433f-b5cf-7f3a1760dc25,,60,Bestaand,0,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Rtd,Breda - Rotterdam Centraal ,116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,32.574775,"32,574775",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,102689.634,426062.532,51.82072096,4.62848289
45,a323c915-0669-4f78-841a-0a333f878d0c,,60,Bestaand,0,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Rtd,Breda - Rotterdam Centraal ,116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,31.070819,"31,070819",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,103902.836,425165.636,51.81277237,4.64621037
46,d91b6339-ba06-439d-9472-19e22dce7109,,60,Bestaand,0,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Rtd,Breda - Rotterdam Centraal ,116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,31.082651,"31,082651",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,103895.489,425176.555,51.81286984,4.64610223
47,c9b87a27-8fab-4b4b-9da1-7fd3536d5333,,60,Bestaand,0,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Rtd,Breda - Rotterdam Centraal ,116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,33.009692,"33,009692",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,102332.278,426310.28,51.82291401,4.62326247
48,df06c1dc-0219-4755-9a30-7af932d9a7a3,,60,Bestaand,0,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Rtd,Breda - Rotterdam Centraal ,116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,32.08183,"32,081830",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,103070.287,425745.897,51.81791071,4.63405101
49,6a9ad97a-334d-4cc9-9a06-fe604377862b,,60,Bestaand,0,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Rtd,Breda - Rotterdam Centraal ,116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,31.024966,"31,024966",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,103949.466,425150.522,51.8126408,4.64688876
50,94fb12e9-968c-41a4-bc42-6c0da1f68716,,60,Bestaand,0,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Rtd,Breda - Rotterdam Centraal ,119,a,119,119_a,Lage Zwaluwe - Dordrecht,27.806545,"27,806545",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,105964.636,423430.11,51.79735881,4.6763533
51,524aa2de-b875-4cec-91c4-afbbea2856a0,,60,Bestaand,0,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Rtd,Breda - Rotterdam Centraal ,119,a,119,119_a,Lage Zwaluwe - Dordrecht,28.400815,"28,400815",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,106143.959,423999.728,51.80249415,4.67887232
52,c7f29f33-a4f2-4f70-b1e3-49e890295596,,60,Bestaand,0,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Rtd,Breda - Rotterdam Centraal ,119,a,119,119_a,Lage Zwaluwe - Dordrecht,27.788082,"27,788082",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,105992.647,423402.806,51.79711587,4.6767632
53,4b56c649-a2d9-493a-bbc0-275dfb1b8e77,,60,Bestaand,0,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,805,a,805,805_a,Dordrecht Zeehaventerrein,100.225,"100,225000",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,104353.361,424836.886,51.80985873,4.65279129
54,1af7f163-1677-45a2-94db-5979bcc7e064,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,88.855422,"88,855422",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,110299.133,424621.069,51.80842685,4.73903096
55,f922d1a7-7b30-4a4c-9906-f93dd46e807a,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,88.907208,"88,907208",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,110230.162,424605.811,51.80828419,4.73803291
56,a557ae3f-ed9f-4acb-8545-89dda6687d83,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,93.295529,"93,295529",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,106218.27,424406.463,51.8061563,4.67989231
57,b2be5533-d75c-44b9-873e-7c6c00a62df7,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Gdm-Ddr,Geldermalsen - Dordrecht ,542,b,542,542_b,Dordrecht,93.571377,"93,571377",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,105941.887,424432.403,51.80636522,4.67588153
58,47e288e0-9aad-4639-a6e1-ce43ca58cc85,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,29.525831,"29,525831",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,105314.959,424580.101,51.80763724,4.66677087
59,36a36534-1531-4271-a9f4-503ee4b72d53,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,29.640851,"29,640851",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,105206.751,424616.769,51.80795716,4.66519671
60,c7c46be4-6b1d-4bd7-a688-f594e642e157,,60,Bestaand,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,29.814771,"29,814771",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,105018.269,424580.087,51.80761063,4.66246922
61,c7ebedb3-e970-4e2c-bb48-aa3ea230fe77,,60,Bestaand,0,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,91.552248,"91,552248",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,107936.575,424095.513,51.80350905,4.70484729
62,32298abf-0135-49ce-8f26-6acaa964c06e,,60,Bestaand,0,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,90.575687,"90,575687",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,108891.258,423877.716,51.80163119,4.71871692
63,25d8ce50-3503-48f2-a4ba-e03242223bb0,,60,Bestaand,0,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,90.213383,"90,213383",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,109251.929,423838.504,51.80130842,4.72395075
64,71b94432-30a9-4725-bade-45eb7b3648be,,60,Bestaand,0,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,28.704872,"28,704872",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,106071.385,424296.576,51.8051558,4.67777824
65,c37bb0b9-121b-41e9-9112-3c180fe3627b,,60,Bestaand,0,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,29.141034,"29,141034",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,105682.896,424456.296,51.80655714,4.67212316
66,e753c6c7-7d9d-4654-84f4-b259f6399c03,,60,Bestaand,0,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,93.281388,"93,281388",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,106227.725,424379.992,51.80591921,4.68003312
67,c2d49c40-10c0-479a-8aa5-1f201acd9000,,60,Bestaand,0,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,90.844582,"90,844582",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,108625.704,423926.263,51.80204553,4.71486068
