opkoopbesc;buurtcode;buurtnaam;wijkcode;wijknaam;stadsdeelc;stadsdeeln;geo_shape;geo_point_2d
Opkoopbescherming van toepassing;635;Waterrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;"{""coordinates"": [[[5.392229730112362, 51.43581351928254], [5.391143053520369, 51.43652184436786], [5.392058788449921, 51.43708602965816], [5.391959181077874, 51.437171263646455], [5.391899534083388, 51.43723824797605], [5.391878383673602, 51.437287238047745], [5.39185896714528, 51.437344899421156], [5.39184648775385, 51.43741036447524], [5.391863303360024, 51.437454443356806], [5.391937562837345, 51.43750969366223], [5.392042281083018, 51.43758363007807], [5.392199063485062, 51.437706748352824], [5.392344748441029, 51.43784460655451], [5.392415511452746, 51.437924374229624], [5.392509865325366, 51.43805009626854], [5.392576468881423, 51.4381472049961], [5.392609527128341, 51.4382145385013], [5.392668058134238, 51.4383440274723], [5.392713855487494, 51.43846194770698], [5.392761294100604, 51.438602865372296], [5.392787411935917, 51.43868044715605], [5.392826277326437, 51.43882958176466], [5.392865150068189, 51.43903420975193], [5.392906801004081, 51.439276989122654], [5.39291793359171, 51.43952670657873], [5.39290963580989, 51.43973480474165], [5.392904095619729, 51.43981284201113], [5.392899162307121, 51.43987930722772], [5.392938802265064, 51.439979318633725], [5.393002637973038, 51.44009810523652], [5.393063696374373, 51.44019261353298], [5.393140016451655, 51.440286253592454], [5.393216333405634, 51.44036515307198], [5.393298200589929, 51.44044145177954], [5.393399493613556, 51.44051861587991], [5.393511884664131, 51.44059491186943], [5.39363121207311, 51.44066513910347], [5.393725563521634, 51.44071282225314], [5.393849341042182, 51.44076942307492], [5.394025260381985, 51.440810784848445], [5.394091704939067, 51.4408280112422], [5.394229219945024, 51.44086366361935], [5.39441930576529, 51.44091394248833], [5.39458441727852, 51.44096335525842], [5.39479531730042, 51.44102923920358], [5.394968755728452, 51.44108558743634], [5.39513525683164, 51.44114540372378], [5.395287885613816, 51.44120348773865], [5.39543387400331, 51.44126090507204], [5.395522300734559, 51.44129779089511], [5.39580613607284, 51.441431273309725], [5.396061454715618, 51.44158212516032], [5.396325103585262, 51.44175031763905], [5.396406720137862, 51.44180841121285], [5.399627126386144, 51.44106530917474], [5.401108540142264, 51.44072343809388], [5.401812611590715, 51.44008527909622], [5.402459471641368, 51.43949895570356], [5.402781695336079, 51.43968068707177], [5.403659634277799, 51.438896234031766], [5.404069670859552, 51.43852984944589], [5.404889107965738, 51.43808157125785], [5.405395806816785, 51.43763605151474], [5.404975782219188, 51.4371848133243], [5.40492296154421, 51.43712797883324], [5.404920573206383, 51.43712551630165], [5.404577633159055, 51.436770803225215], [5.404577230313965, 51.43677038980656], [5.404483642451632, 51.43667825191211], [5.403560659485429, 51.435727015583154], [5.40313558004622, 51.43528890389283], [5.403006424821253, 51.43517180814668], [5.402979955352156, 51.435230660648266], [5.402841140708459, 51.4351047364591], [5.402688531080814, 51.4349662981187], [5.40273888083313, 51.434929240017325], [5.40217930334101, 51.43442191203963], [5.402063214761146, 51.434316660625996], [5.402059005660894, 51.43431284367596], [5.401559566275862, 51.43386000960478], [5.401107508604751, 51.43334893271733], [5.400812972302871, 51.432989474601776], [5.400794990115235, 51.43296752636699], [5.398742783704216, 51.433407027139964], [5.397875693336853, 51.433593392325484], [5.397704471667002, 51.43363019877439], [5.397288703976428, 51.43371955656276], [5.396366640948886, 51.433917717480895], [5.396122797142699, 51.43397012275157], [5.395188141242347, 51.43417098991185], [5.394912442349447, 51.434230235257786], [5.394877334422318, 51.434238714846046], [5.394839031190031, 51.43424796586617], [5.394766641283859, 51.43426728735694], [5.394695387666905, 51.43428817275836], [5.394625342233329, 51.43431059510182], [5.394578506440388, 51.43432684967111], [5.3944422422874, 51.43438216574398], [5.394401691244975, 51.43440113442426], [5.394334265032297, 51.43443739000477], [5.394244406928068, 51.434489125439846], [5.394174105160005, 51.43453104397309], [5.394156015627265, 51.434541831493384], [5.394083894129225, 51.43453480672497], [5.394010910923766, 51.434535143691775], [5.393999722737153, 51.434536339854326], [5.393938964256819, 51.43454282430243], [5.393869937969516, 51.434557659686405], [5.393805111640566, 51.434577654287715], [5.393754269712315, 51.43460046330298], [5.393746398095726, 51.43460399450913], [5.393695364745473, 51.43463598814204], [5.393653391512773, 51.43466916774471], [5.393638381085995, 51.434692062760725], [5.393616440533529, 51.43472554682986], [5.393596056365253, 51.43478173621056], [5.393592958348576, 51.4348393178627], [5.393607246920766, 51.43489624236305], [5.393582528204312, 51.43491233348794], [5.392663580632322, 51.4355104881149], [5.392679746351531, 51.43552017712972], [5.392229730112362, 51.43581351928254]]], ""type"": ""Polygon""}";51.43740707819797, 5.398134909604827
Opkoopbescherming van toepassing;711;Schrijversbuurt;71;Wijk Rozenknopje;7;Stadsdeel Gestel;"{""coordinates"": [[[5.475403456681525, 51.43316389170676], [5.475956340534823, 51.43273671398444], [5.477051353605955, 51.431825407516], [5.477065631133847, 51.43181352514059], [5.477929655815561, 51.43109826355613], [5.478124306867633, 51.43092820757514], [5.478222793148007, 51.43071926052778], [5.478238569025642, 51.430619302992476], [5.478275589590438, 51.42994765737147], [5.478297301629074, 51.42973888712792], [5.478411831063561, 51.42946495712231], [5.478526382801088, 51.429339651325144], [5.478576348964472, 51.4292849941645], [5.478554981539443, 51.42925143369122], [5.478238977142691, 51.429028842661964], [5.47759082596649, 51.42848178828821], [5.476024524899252, 51.42748160634798], [5.475493350248953, 51.426918323484806], [5.475465234423944, 51.42672411993054], [5.475685691823587, 51.42645466407116], [5.47568516730106, 51.42618494988913], [5.475477472499636, 51.426007032654134], [5.475518691540881, 51.42584231064184], [5.475987834624816, 51.42541326525911], [5.477197112476109, 51.4250805498523], [5.477268418494445, 51.42499553901344], [5.477189398107775, 51.42462877081115], [5.476143556939596, 51.42472144789915], [5.475037710876493, 51.42484150988086], [5.474460887993152, 51.42491607877862], [5.473419587810351, 51.42506924347748], [5.472332997462749, 51.4252571741844], [5.471259824466268, 51.42547314685987], [5.470672908852191, 51.42560596358503], [5.469825920860727, 51.42579762781585], [5.46865276898896, 51.42609496087365], [5.468504829465334, 51.426140843685936], [5.46657104046001, 51.42674057954233], [5.466342870625415, 51.42681134014412], [5.465797479853658, 51.42698047499258], [5.46512135367909, 51.427204418906065], [5.464110264726076, 51.42749214600774], [5.464659409385852, 51.42802816373475], [5.465525244326455, 51.428568442558266], [5.465933866373293, 51.42884552087649], [5.466740522427139, 51.429392483206044], [5.466817637116407, 51.42945482095456], [5.467217759085308, 51.42977826871546], [5.467720669249974, 51.43018480107107], [5.467802105245607, 51.430250629079794], [5.468451903861522, 51.430775882401036], [5.469575257198796, 51.43173005351115], [5.469837561649516, 51.43195284721581], [5.471123883644871, 51.43315200809552], [5.471377540404636, 51.433388468257405], [5.471487603382764, 51.43349387982209], [5.471652688150528, 51.433603658535375], [5.471706362015122, 51.43368158293846], [5.472116592547474, 51.434277155085084], [5.472543644381918, 51.434761889270725], [5.473118609076566, 51.43444221533033], [5.473198750205621, 51.43439765678661], [5.473623543441302, 51.43419486495863], [5.474429819064539, 51.43380994712306], [5.475100432816349, 51.4333980154229], [5.475403456681525, 51.43316389170676]]], ""type"": ""Polygon""}";51.42922312433958, 5.472298696573463
Opkoopbescherming van toepassing;235;Gijzenrooi;23;Wijk Putten;2;Stadsdeel Stratum;"{""coordinates"": [[[5.509866771135909, 51.417864407787754], [5.509801811893372, 51.418133040475084], [5.509666266430779, 51.41893564897639], [5.50960145282416, 51.41920010163616], [5.510114863016455, 51.4192476235041], [5.509820427175135, 51.42089775505646], [5.509869992223813, 51.42095435861172], [5.50955895688675, 51.42253926685782], [5.508907326713813, 51.42248891717338], [5.508828449548227, 51.42281350311906], [5.509119767505186, 51.422820056021074], [5.50998545582622, 51.42287521992372], [5.510011222809316, 51.42298502741222], [5.51018007556039, 51.423149987747585], [5.510351453449498, 51.42321899535142], [5.511269060248925, 51.42348248062555], [5.512363185433203, 51.42379996107962], [5.51245116522075, 51.423823692840266], [5.513525036626511, 51.423821250480074], [5.514672693456275, 51.423570715828674], [5.515769168287634, 51.42309150902875], [5.516488913234444, 51.42277382042549], [5.517278003651682, 51.42203094036728], [5.518132942957958, 51.421288630800916], [5.517193113771088, 51.42059393315716], [5.517262047685918, 51.42019069517721], [5.517303021717058, 51.42010860059253], [5.519342212332084, 51.41888394197382], [5.519106468525842, 51.41822432098899], [5.51810570129287, 51.41821544919362], [5.51802299031124, 51.417863742451985], [5.518017534307719, 51.41765391640633], [5.518092079319834, 51.417053814559246], [5.518047222031199, 51.416885651350825], [5.515603191739214, 51.41271252357473], [5.515152754918746, 51.4123704356637], [5.514827849977638, 51.412251873455375], [5.514537922364469, 51.41202728363617], [5.514286539191343, 51.41225641054407], [5.513765181186565, 51.41268523594266], [5.512932037229119, 51.41319742463342], [5.512606400681888, 51.413671390326236], [5.51231533209454, 51.41419913330384], [5.511886443655801, 51.41467859205486], [5.511371648328765, 51.41529210839732], [5.510034415017715, 51.41619439177137], [5.509237306480326, 51.41675605887443], [5.509158449847137, 51.41681162241572], [5.509076965846187, 51.41686903762787], [5.50902611174048, 51.41707437830136], [5.509018158901527, 51.41710649065149], [5.508798728540456, 51.41712673779111], [5.508625209273037, 51.41721558334074], [5.508329821418251, 51.41745755835123], [5.508726871046715, 51.41764909025575], [5.508933263553951, 51.417748651044946], [5.509479548072221, 51.41777898191298], [5.509520682428022, 51.41777035451255], [5.509808940386078, 51.41779065350232], [5.509866771135909, 51.417864407787754]]], ""type"": ""Polygon""}";51.41857564768594, 5.513835654253448
Opkoopbescherming van toepassing;513;Jagershoef;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;"{""coordinates"": [[[5.471424218235962, 51.472709288100184], [5.471673329305073, 51.47183519950264], [5.471883636061052, 51.47116348590228], [5.471940463460398, 51.470942772920964], [5.472322266289148, 51.469380919343564], [5.472578476998217, 51.46833277321772], [5.472711310824256, 51.46778933620864], [5.472796716401494, 51.46743992544751], [5.471498700173957, 51.46740826834127], [5.469930655342518, 51.46736769147354], [5.469016468490332, 51.46736833719741], [5.468279571343001, 51.46751026663929], [5.46804370512416, 51.46758521177816], [5.467917127406094, 51.46765339768253], [5.467617207438573, 51.467802876285106], [5.467247726880378, 51.46807886075269], [5.466314917548521, 51.469017623307955], [5.465895954617344, 51.469439246209724], [5.465800093657299, 51.46953552468511], [5.464629786631442, 51.47071089930587], [5.463997767525594, 51.47132910936265], [5.463246725345619, 51.472021627493035], [5.463005928943336, 51.472243656076124], [5.461943439676428, 51.47327919555161], [5.461520679595878, 51.473695732726824], [5.46055030217607, 51.47465179296326], [5.460272233779313, 51.47494012349099], [5.460847836022397, 51.47516965486091], [5.463247635513881, 51.47611341393944], [5.463466260623131, 51.47617810618587], [5.463772278733898, 51.47622909582031], [5.463872281435736, 51.476241647415605], [5.464313238431537, 51.47629698982378], [5.46444701489551, 51.47630898553513], [5.466348512917789, 51.476479478683586], [5.466552792058109, 51.476489152622484], [5.466845686456631, 51.47650302267767], [5.468925175762214, 51.47644027071497], [5.469930346668596, 51.47642250074408], [5.470485718591783, 51.47639187616443], [5.47079772574004, 51.47515552328554], [5.470927322200716, 51.47463416075701], [5.470994546761251, 51.47436371015863], [5.471279954032072, 51.473215468307934], [5.471424218235962, 51.472709288100184]]], ""type"": ""Polygon""}";51.47235293815622, 5.467448173165334
Opkoopbescherming van toepassing;516;Vlokhoven;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;"{""coordinates"": [[[5.48158457337378, 51.467623543190705], [5.478640507073089, 51.46755999335962], [5.478683444868712, 51.467847251763345], [5.478731200201774, 51.4681667361172], [5.478847889558117, 51.46885311767459], [5.478916343548276, 51.469341355005895], [5.478939586161516, 51.469485190384944], [5.479026232790347, 51.470021386701916], [5.479091411790599, 51.47038999635548], [5.479100647571146, 51.470473394877665], [5.47916678439847, 51.47095767163685], [5.479359187032722, 51.47236646370478], [5.479528710260132, 51.47360090421575], [5.479604063240029, 51.47443886815021], [5.479638436808692, 51.47482110885511], [5.479668408681069, 51.47561539502202], [5.479740855434375, 51.47615358746044], [5.48026372639029, 51.47614083318835], [5.482369355920891, 51.476089448543526], [5.484518107058313, 51.476024076359664], [5.484688377580537, 51.4760188940949], [5.485744106473787, 51.475974472224514], [5.488335138781515, 51.4758654068756], [5.488112824839232, 51.47464155334819], [5.487908767210752, 51.47351814441421], [5.487773717907666, 51.472774619099056], [5.487365938906669, 51.47051364370848], [5.487089173997547, 51.46895532414304], [5.487056586247864, 51.468739633997956], [5.487008482126576, 51.468421239158964], [5.486900403300697, 51.467705868059404], [5.486369774891752, 51.46771802682557], [5.485847790784516, 51.46771543534796], [5.485139754466965, 51.467700184730255], [5.48158457337378, 51.467623543190705]]], ""type"": ""Polygon""}";51.47187075956013, 5.483398768544081
Opkoopbescherming van toepassing;211;Irisbuurt;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;"{""coordinates"": [[[5.495767761403774, 51.43611444583697], [5.504053349995266, 51.43491396443281], [5.503626922085817, 51.43370578601007], [5.503523420457534, 51.433406100500065], [5.503239109502924, 51.43258287463774], [5.502968029904647, 51.43180884527149], [5.502863625091745, 51.43133029682419], [5.501868847455349, 51.431448691525084], [5.498563159532821, 51.431958591307506], [5.49803052594214, 51.4319725392293], [5.497425296094793, 51.43191675358575], [5.49626335840931, 51.43171061589814], [5.495657095098258, 51.43166652801847], [5.495279007546318, 51.43167549873045], [5.495067568050764, 51.43168051537739], [5.494665285744962, 51.43178078932319], [5.493394858385956, 51.432110830004056], [5.493018156168925, 51.43220528172668], [5.492719829476714, 51.432280082091225], [5.492092453452485, 51.4324163456203], [5.491499085306391, 51.43256108131555], [5.490620166455902, 51.43280567963053], [5.489894482401326, 51.43302865153848], [5.489233424506498, 51.43329326623077], [5.488458215319922, 51.43372581321172], [5.48780722402574, 51.43405667563508], [5.487423170469605, 51.43426949929264], [5.486895062472825, 51.43446330997321], [5.486411096774168, 51.43454436165443], [5.486101531833147, 51.4345592917958], [5.486083917003082, 51.4349306832544], [5.485964135515011, 51.43533408919579], [5.485473399508094, 51.43587708827777], [5.485159391038097, 51.43606148601777], [5.484584441719278, 51.436346370168934], [5.485425650858374, 51.43745660027481], [5.48558980375432, 51.43767324358166], [5.485783051660579, 51.43764104449751], [5.486518218445847, 51.43751854772479], [5.487915917220257, 51.43728564164825], [5.490340793378494, 51.43688152670191], [5.491517942817169, 51.43671577598453], [5.493699483129018, 51.436408564858645], [5.495062940038214, 51.43621653616955], [5.495767761403774, 51.43611444583697]]], ""type"": ""Polygon""}";51.43436051910206, 5.4946296468269225
Opkoopbescherming van toepassing;425;Rapenland;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;"{""coordinates"": [[[5.476167029861551, 51.46160451069892], [5.476364741399153, 51.46065671655801], [5.476599915513075, 51.45952928437528], [5.477091221204076, 51.45723443312392], [5.47589464508782, 51.45715390227423], [5.475818448289576, 51.45715149827417], [5.47276018117286, 51.45705495995014], [5.471213107369513, 51.457006093906706], [5.471184029259549, 51.457278714286325], [5.471076158656002, 51.45763585795801], [5.470693422390723, 51.45871809914606], [5.470468697285023, 51.459353516251824], [5.47042569330997, 51.459479907001835], [5.470289376527715, 51.459880549302284], [5.469714234031755, 51.46157082691151], [5.469691202772492, 51.461638512612566], [5.469507459197814, 51.46216466302103], [5.469354417192549, 51.46260288859704], [5.468755627411292, 51.46431739868111], [5.468739385238271, 51.4643632315753], [5.468180602570248, 51.46594000232874], [5.468072723127697, 51.46612286178428], [5.467822706165802, 51.466411246760615], [5.467548779102986, 51.466709150507114], [5.467130012484527, 51.46708555132044], [5.46804370512416, 51.46758521177816], [5.468279571343001, 51.46751026663929], [5.469016468490332, 51.46736833719741], [5.469930655342518, 51.46736769147354], [5.471498700173957, 51.46740826834127], [5.472796716401494, 51.46743992544751], [5.474751603118601, 51.46747911035792], [5.474988977821422, 51.467259064481674], [5.475302793791617, 51.46575863731181], [5.475443223672671, 51.46508717654935], [5.475569238415958, 51.464479862455526], [5.475945135575651, 51.46266817870376], [5.476167029861551, 51.46160451069892]]], ""type"": ""Polygon""}";51.46247812966638, 5.472657879368084
Opkoopbescherming van toepassing;232;Burghplan;23;Wijk Putten;2;Stadsdeel Stratum;"{""coordinates"": [[[5.512882888786213, 51.42710882356272], [5.512530822199939, 51.426536201602154], [5.512208095376595, 51.42601149187221], [5.511845794361185, 51.4254819957652], [5.511532685989595, 51.42503838692226], [5.511353591576906, 51.42478858620502], [5.511215435804464, 51.42459586567768], [5.510522604604444, 51.42470195055482], [5.509408206259435, 51.424960647562166], [5.508578171393165, 51.42523898024359], [5.507987113463374, 51.42547014295163], [5.507646027364241, 51.42559715582513], [5.507442861885036, 51.425383920240606], [5.506816232504487, 51.42468723164941], [5.506134420859135, 51.423932214474625], [5.506048588869624, 51.423804782193926], [5.505565147254307, 51.42409664028893], [5.504908195471719, 51.42444947406643], [5.503534345556193, 51.425188935716115], [5.503336261520213, 51.42529554872764], [5.502810508905439, 51.42557082913075], [5.501907470494302, 51.42607051348978], [5.499895845338616, 51.42718827767882], [5.499636168773681, 51.42735944051355], [5.499404948433819, 51.42751184652093], [5.49980385205611, 51.42770720375852], [5.499881246869181, 51.42775289033013], [5.500356102238132, 51.428033201588455], [5.500879684092917, 51.42838560569345], [5.501338890428877, 51.4287404345738], [5.501650922651388, 51.42906048079744], [5.501708020334488, 51.42911904441927], [5.50198846358055, 51.42948589343377], [5.502267898721638, 51.429901535169044], [5.502554856254317, 51.430655174952946], [5.502863625091745, 51.43133029682419], [5.503507788360845, 51.43119224891306], [5.503983117991631, 51.431119686736835], [5.505037187497957, 51.43095876853843], [5.506114638687421, 51.43082717849524], [5.510130726668375, 51.430197528795006], [5.511558186117751, 51.429981610920315], [5.513998919086966, 51.42961923710197], [5.513623442720307, 51.42869867105257], [5.51332885804387, 51.428035495484885], [5.51326598398291, 51.42789395029641], [5.512967862832306, 51.42724702647895], [5.512882888786213, 51.42710882356272]]], ""type"": ""Polygon""}";51.42778744207433, 5.506933594626038
Opkoopbescherming van toepassing;612;Philipsdorp;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;"{""coordinates"": [[[5.459833819541108, 51.43869494622174], [5.459618297793007, 51.438690845943846], [5.458908424568558, 51.43868556864212], [5.458666931411057, 51.43903916194701], [5.458433303804198, 51.43938123363306], [5.457796649736077, 51.440345654668214], [5.457611375460671, 51.44062630625704], [5.457517972221356, 51.440672204984544], [5.457467033356522, 51.44069423913423], [5.457246575589139, 51.44078959897741], [5.456938544995229, 51.44087096160284], [5.45665941715198, 51.44094468826403], [5.456218868142367, 51.441061050809765], [5.4552783818152, 51.44129404295979], [5.455026160569867, 51.44144850784624], [5.455038088341085, 51.44145129637322], [5.455532691061959, 51.441611176284574], [5.455845292906977, 51.44166789515771], [5.456622934355733, 51.44180898671791], [5.45739112959375, 51.441948359258035], [5.45828845034518, 51.44239325760355], [5.458835950055822, 51.44257064338318], [5.459309120556594, 51.44272394345591], [5.459490416193009, 51.442782679879016], [5.459719401282295, 51.44284519751927], [5.459982825476378, 51.442883369820606], [5.461173920707919, 51.442877953884135], [5.461173779001934, 51.443462681830184], [5.461102048144681, 51.44357829661197], [5.461973162916762, 51.44420644707879], [5.46220626476404, 51.44455029109535], [5.462321588478975, 51.444720398455374], [5.462559848264234, 51.44489951283907], [5.462968944685858, 51.44509414428756], [5.46349566895218, 51.445344074712494], [5.464771508584313, 51.44434287908283], [5.465329922337829, 51.4439726036352], [5.465976603858837, 51.44360430624157], [5.466567842663465, 51.44331982652515], [5.467431102175715, 51.44296478431215], [5.468237997308546, 51.44269246179439], [5.469388210333773, 51.442401456072595], [5.470379111653603, 51.44222438374717], [5.469673535526506, 51.44168834960781], [5.469324070673244, 51.44142285171253], [5.469134530701353, 51.4412771870717], [5.469114971414501, 51.44126215648154], [5.468987052360653, 51.441109206950735], [5.46887573170167, 51.44092719961716], [5.468833157647632, 51.440783511275356], [5.468830426645651, 51.44069875533459], [5.468828382500583, 51.44063526882449], [5.468910192392414, 51.440223109234445], [5.469000643900361, 51.43960178590475], [5.469048457368722, 51.438860290430874], [5.469035064873579, 51.43869022411792], [5.468279962501229, 51.43874456855557], [5.467682986399792, 51.43879028482157], [5.467272188767564, 51.43882174172382], [5.465505653661499, 51.43894905001585], [5.465366080310364, 51.43895910776564], [5.464438416195381, 51.439075743836554], [5.463821919076636, 51.439222873465354], [5.463549084589241, 51.439257173753425], [5.463319415882631, 51.43923744569093], [5.46312232017426, 51.43918468231317], [5.462819666587225, 51.43906088766115], [5.462107314720293, 51.43881893252163], [5.461712877037175, 51.43875639165547], [5.461528636925599, 51.43872717848374], [5.460334991751131, 51.43870448040514], [5.459833819541108, 51.43869494622174]]], ""type"": ""Polygon""}";51.441335776540164, 5.463362993194594
Opkoopbescherming van toepassing;615;Schoot;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;"{""coordinates"": [[[5.448606380293485, 51.44490374048038], [5.448579535556065, 51.44502445457878], [5.448547946683459, 51.445265518748236], [5.448509921792977, 51.445878561043], [5.448531822177836, 51.44616945358374], [5.448668556319563, 51.44647019282892], [5.448699525287912, 51.446538306125305], [5.448915663525022, 51.44680871844024], [5.449443410813261, 51.447142695593605], [5.450148684042638, 51.4474059073045], [5.450215687250155, 51.44742822048159], [5.451768972034889, 51.44794548162294], [5.452211544473421, 51.447443457785106], [5.452993380778737, 51.44673545693043], [5.453236324586273, 51.44647741627848], [5.453536944664931, 51.445872172650596], [5.453996924884184, 51.44572973568782], [5.45789343366982, 51.44440646748461], [5.458774071652457, 51.44410495517117], [5.46045039311146, 51.44353098759908], [5.460681710568217, 51.4435000609863], [5.460905127033101, 51.44351812810779], [5.461102048144681, 51.44357829661197], [5.461173779001934, 51.443462681830184], [5.461173920707919, 51.442877953884135], [5.459982825476378, 51.442883369820606], [5.459719401282295, 51.44284519751927], [5.459490416193009, 51.442782679879016], [5.459309120556594, 51.44272394345591], [5.458835950055822, 51.44257064338318], [5.45828845034518, 51.44239325760355], [5.45739112959375, 51.441948359258035], [5.456622934355733, 51.44180898671791], [5.455845292906977, 51.44166789515771], [5.455532691061959, 51.441611176284574], [5.455038088341085, 51.44145129637322], [5.455026160569867, 51.44144850784624], [5.454276539737689, 51.44127226084469], [5.453908633548793, 51.44118878501914], [5.453334641234572, 51.44105854577854], [5.452845448642645, 51.440892638273176], [5.452685665188517, 51.44083844746622], [5.452248916494863, 51.440630773502804], [5.45206216058383, 51.440541970729086], [5.45125972063222, 51.44016039820011], [5.451065595670086, 51.44008158700475], [5.450923625289496, 51.44002394943158], [5.45006804307669, 51.43967659072398], [5.449976594318112, 51.43985561187837], [5.449936849916716, 51.44004041537483], [5.449779459702262, 51.4407722171841], [5.449740894672495, 51.441057448668296], [5.449716967464617, 51.4412344027492], [5.449586468647943, 51.441680800181615], [5.449476500045214, 51.44206147923809], [5.449332380977246, 51.44256036763598], [5.449176267003992, 51.44305284161653], [5.448936354101996, 51.44381321702209], [5.44882397121172, 51.44416938906422], [5.448625046852084, 51.44481980066762], [5.448606380293485, 51.44490374048038]]], ""type"": ""Polygon""}";51.44376931956677, 5.453120167150145
