FID,DATUM,KNOOPNR,DEKSELTYPE,MATERIAAL,JAAR,VORM,BREEDTE,PEIL_MV,MKWALITEIT,PEIL_BODEM,PEIL_WATER,TYPE,DD_BIJGEWERKT,GEOMETRIE
BOR_RIO_INSPECTIEPUTTEN.102,2020-03-05,10092,niet bekend,beton,1972,vierkant,800,8.84,gevlogen,5.64,5.64,standaard,2023-02-01,POINT (183835.64 425890.667)
BOR_RIO_INSPECTIEPUTTEN.103,2020-03-05,10093,niet bekend,beton,1972,vierkant,800,8.64,gevlogen,6.69,6.69,standaard,2023-02-01,POINT (183788.38 425882.939)
BOR_RIO_INSPECTIEPUTTEN.104,2020-03-05,10094,niet bekend,beton,1972,vierkant,800,8.61,gevlogen,6.65,6.65,standaard,2023-02-01,POINT (183773.725 425857.253)
BOR_RIO_INSPECTIEPUTTEN.105,2020-03-05,10095,niet bekend,beton,1972,vierkant,800,8.72,gevlogen,6.72,6.72,standaard,2023-02-01,POINT (183806.777 425819.939)
BOR_RIO_INSPECTIEPUTTEN.106,2020-03-05,10096,niet bekend,beton,1972,vierkant,800,8.79,gevlogen,6.33,6.33,standaard,2023-02-01,POINT (183828.69 425794.524)
BOR_RIO_INSPECTIEPUTTEN.107,2020-03-05,10097,niet bekend,beton,1972,vierkant,800,8.94,gevlogen,6.28,6.28,standaard,2023-02-01,POINT (183867.843 425767.66)
BOR_RIO_INSPECTIEPUTTEN.108,2020-03-05,10098,niet bekend,beton,1972,vierkant,800,8.98,gevlogen,6.23,6.23,standaard,2023-02-01,POINT (183907.355 425740.442)
BOR_RIO_INSPECTIEPUTTEN.109,2020-03-05,10099,niet bekend,beton,1972,vierkant,800,9.12,gevlogen,6.12,6.12,standaard,2023-02-01,POINT (183941.947 425708.106)
BOR_RIO_INSPECTIEPUTTEN.110,2020-03-05,101,niet bekend,beton,1964,vierkant,800,9.69,revisie,7.17,7.17,standaard,2023-02-01,POINT (185041.072 428235.678)
BOR_RIO_INSPECTIEPUTTEN.111,2019-04-09,1010,toegankelijk-onb,beton,2006,vierkant,800,32.41,gevlogen,30.64,30.64,standaard,2023-02-01,POINT (188166.719 428530.5)
BOR_RIO_INSPECTIEPUTTEN.112,2020-03-05,10100,niet bekend,beton,1972,vierkant,800,8.85,gevlogen,5.39,5.39,standaard,2023-02-01,POINT (183826.395 425794.572)
BOR_RIO_INSPECTIEPUTTEN.113,2020-03-05,10101,niet bekend,beton,1972,vierkant,800,8.72,gevlogen,5.44,5.44,standaard,2023-02-01,POINT (183803.534 425821.022)
BOR_RIO_INSPECTIEPUTTEN.114,2020-03-05,10102,niet bekend,beton,1972,vierkant,800,8.27,gevlogen,6.44,6.44,standaard,2023-02-01,POINT (183632.635 425856.485)
BOR_RIO_INSPECTIEPUTTEN.115,2020-03-05,10103,niet bekend,beton,1972,vierkant,800,8.15,gevlogen,6.34,6.34,standaard,2023-02-01,POINT (183638.962 425816.791)
BOR_RIO_INSPECTIEPUTTEN.116,2020-03-05,10104,niet bekend,beton,1972,vierkant,800,8.3,gevlogen,6.41,6.41,standaard,2023-02-01,POINT (183674.455 425822.745)
BOR_RIO_INSPECTIEPUTTEN.117,2020-03-05,10105,niet bekend,beton,1972,vierkant,800,8.44,gevlogen,6.47,6.47,standaard,2023-02-01,POINT (183705.286 425828.042)
BOR_RIO_INSPECTIEPUTTEN.118,2020-03-05,10106,niet bekend,beton,1972,vierkant,800,8.47,gevlogen,7.55,7.55,standaard,2023-02-01,POINT (183726.191 425831.651)
BOR_RIO_INSPECTIEPUTTEN.119,2020-03-05,10107,niet bekend,beton,1972,vierkant,800,8.59,gevlogen,7.55,7.55,standaard,2023-02-01,POINT (183724.737 425829.802)
BOR_RIO_INSPECTIEPUTTEN.120,2020-03-05,10108,niet bekend,beton,1972,vierkant,800,8.57,gevlogen,5.45,5.45,standaard,2023-02-01,POINT (183704.095 425826.279)
BOR_RIO_INSPECTIEPUTTEN.121,2020-03-05,10109,niet bekend,beton,1972,vierkant,800,8.27,gevlogen,5.51,5.51,standaard,2023-02-01,POINT (183673.229 425821.14)
BOR_RIO_INSPECTIEPUTTEN.122,2020-03-05,1011,toegankelijk-onb,beton,2006,vierkant,800,9.99,gevlogen,6.63,6.63,standaard,2023-02-01,POINT (185233.96 429445.265)
BOR_RIO_INSPECTIEPUTTEN.123,2020-03-05,10110,niet bekend,beton,1972,vierkant,800,8.11,gevlogen,5.57,5.57,standaard,2023-02-01,POINT (183640.953 425815.712)
BOR_RIO_INSPECTIEPUTTEN.124,2019-04-09,10111,niet bekend,beton,1972,vierkant,800,8.72,gevlogen,6.56,6.56,standaard,2023-02-01,POINT (183711.234 425792.875)
BOR_RIO_INSPECTIEPUTTEN.125,2022-05-12,10112,niet bekend,beton,1972,vierkant,800,8.7,gevlogen,6.7,6.7,standaard,2023-02-01,POINT (183770.857 425802.817)
BOR_RIO_INSPECTIEPUTTEN.126,2020-03-05,10113,niet bekend,beton,1972,vierkant,800,8.51,gevlogen,6.47,6.47,standaard,2023-02-01,POINT (183717.398 425755.861)
BOR_RIO_INSPECTIEPUTTEN.127,2020-03-05,10114,niet bekend,beton,1972,vierkant,800,8.47,gevlogen,6.49,6.49,standaard,2023-02-01,POINT (183713.039 425750.24)
BOR_RIO_INSPECTIEPUTTEN.128,2020-03-05,10115,niet bekend,beton,1972,vierkant,800,8.31,gevlogen,6.5,6.5,standaard,2023-02-01,POINT (183720.129 425707.863)
BOR_RIO_INSPECTIEPUTTEN.129,2020-03-05,10116,niet bekend,beton,1972,vierkant,800,8.18,gevlogen,6.64,6.64,standaard,2023-02-01,POINT (183727.582 425662.994)
BOR_RIO_INSPECTIEPUTTEN.130,2020-03-05,10117,niet bekend,beton,1972,vierkant,800,8.09,gevlogen,6.7,6.7,standaard,2023-02-01,POINT (183750.652 425666.918)
BOR_RIO_INSPECTIEPUTTEN.131,2020-03-05,10118,niet bekend,beton,1972,vierkant,800,8.26,gevlogen,5.08,5.08,standaard,2023-02-01,POINT (183726.281 425661.111)
BOR_RIO_INSPECTIEPUTTEN.132,2020-03-05,10119,niet bekend,beton,1972,vierkant,800,8.33,gevlogen,5.17,5.17,standaard,2023-02-01,POINT (183718.909 425706.363)
BOR_RIO_INSPECTIEPUTTEN.133,2020-03-05,1012,toegankelijk-onb,beton,2006,vierkant,800,10.02,gevlogen,6.93,6.93,standaard,2023-02-01,POINT (185233.359 429446.953)
BOR_RIO_INSPECTIEPUTTEN.134,2020-03-05,10120,niet bekend,beton,1972,vierkant,800,8.45,gevlogen,5.2,5.2,standaard,2023-02-01,POINT (183711.558 425751.195)
BOR_RIO_INSPECTIEPUTTEN.135,2019-04-09,10121,niet bekend,beton,1972,vierkant,800,8.7,gevlogen,5.37,5.37,standaard,2023-02-01,POINT (183709.938 425791.375)
BOR_RIO_INSPECTIEPUTTEN.136,2019-04-09,10122,niet bekend,beton,1972,vierkant,800,8.52,gevlogen,5.49,5.49,standaard,2023-02-01,POINT (183631.938 425674.688)
BOR_RIO_INSPECTIEPUTTEN.137,2020-03-05,10123,niet bekend,beton,1972,vierkant,800,8.27,gevlogen,5.37,5.37,standaard,2023-02-01,POINT (183640.223 425622.272)
BOR_RIO_INSPECTIEPUTTEN.138,2020-03-05,10124,niet bekend,beton,1972,vierkant,800,8.26,gevlogen,5.3,5.3,standaard,2023-02-01,POINT (183661.447 425625.709)
BOR_RIO_INSPECTIEPUTTEN.139,2020-03-05,10125,niet bekend,beton,1972,vierkant,800,8.14,gevlogen,5.25,5.25,standaard,2023-02-01,POINT (183686.616 425607.836)
BOR_RIO_INSPECTIEPUTTEN.140,2020-03-05,10126,niet bekend,beton,1972,vierkant,800,8.17,gevlogen,5.19,5.19,standaard,2023-02-01,POINT (183691.979 425576.314)
BOR_RIO_INSPECTIEPUTTEN.141,2020-03-05,10127,niet bekend,beton,1972,vierkant,800,8.23,gevlogen,4.65,4.65,standaard,2023-02-01,POINT (183697.284 425544.791)
BOR_RIO_INSPECTIEPUTTEN.142,2019-04-09,10128,niet bekend,beton,1972,vierkant,800,8.48,gevlogen,4.63,4.63,standaard,2023-02-01,POINT (183684.938 425540.344)
BOR_RIO_INSPECTIEPUTTEN.143,2020-03-05,10129,toegankelijk-onb,beton,1971,vierkant,800,8.32,gevlogen,4.59,4.59,standaard,2023-02-01,POINT (183675.36 425504.903)
BOR_RIO_INSPECTIEPUTTEN.144,2020-03-05,1013,toegankelijk-onb,beton,1981,vierkant,800,9.99,gevlogen,6.72,6.72,standaard,2023-02-01,POINT (185129.893 429405.496)
BOR_RIO_INSPECTIEPUTTEN.145,2019-04-09,10130,toegankelijk-onb,beton,1967,vierkant,800,8.13,gevlogen,4.45,4.45,standaard,2023-02-01,POINT (183614.344 425519.469)
BOR_RIO_INSPECTIEPUTTEN.146,2019-04-09,10131,toegankelijk-ber,beton,2010,vierkant,1000,9.97,revisie,8.37,8.37,standaard,2023-02-01,POINT (185187.555 423587.612)
BOR_RIO_INSPECTIEPUTTEN.147,2019-04-09,10132,toegankelijk-ber,beton,2010,vierkant,800,10.11,revisie,8.4,8.4,standaard,2023-02-01,POINT (185210.279 423561.102)
BOR_RIO_INSPECTIEPUTTEN.148,2019-04-09,10133,toegankelijk-ber,beton,2010,vierkant,800,10.12,revisie,8.46,8.46,standaard,2023-02-01,POINT (185227.711 423575.606)
BOR_RIO_INSPECTIEPUTTEN.149,2020-03-05,10134,niet bekend,beton,1972,vierkant,800,8.14,gevlogen,6.53,6.53,standaard,2023-02-01,POINT (183693.835 425555.589)
BOR_RIO_INSPECTIEPUTTEN.150,2020-03-05,10135,niet bekend,beton,1972,vierkant,800,8.16,gevlogen,6.56,6.56,standaard,2023-02-01,POINT (183685.071 425606.965)
BOR_RIO_INSPECTIEPUTTEN.151,2020-03-05,10136,niet bekend,beton,1972,vierkant,800,8.24,gevlogen,6.63,6.63,standaard,2023-02-01,POINT (183661.692 425624.37)
BOR_RIO_INSPECTIEPUTTEN.152,2020-03-05,10137,niet bekend,beton,1972,vierkant,800,8.23,gevlogen,6.7,6.7,standaard,2023-02-01,POINT (183640.427 425621.176)
BOR_RIO_INSPECTIEPUTTEN.153,2019-04-09,10138,toegankelijk-ber,beton,2010,vierkant,800,10.04,revisie,8.48,8.48,standaard,2023-02-01,POINT (185231.874 423535.761)
BOR_RIO_INSPECTIEPUTTEN.154,2020-03-05,10139,niet bekend,beton,1972,vierkant,800,8.17,gevlogen,6.34,6.34,standaard,2023-02-01,POINT (183774.353 425566.253)
BOR_RIO_INSPECTIEPUTTEN.155,2020-03-05,1014,toegankelijk-onb,metselwerk,1900,vierkant,800,10.02,gevlogen,7.04,7.04,standaard,2023-02-01,POINT (185128.634 429406.722)
BOR_RIO_INSPECTIEPUTTEN.156,2020-03-05,10140,niet bekend,beton,1972,vierkant,800,8.14,gevlogen,6.43,6.43,standaard,2023-02-01,POINT (183744.085 425550.883)
BOR_RIO_INSPECTIEPUTTEN.157,2020-03-05,10141,niet bekend,beton,1972,vierkant,800,8.49,gevlogen,6.25,6.25,standaard,2023-02-01,POINT (183820.775 425573.859)
BOR_RIO_INSPECTIEPUTTEN.158,2020-03-05,10142,niet bekend,beton,1972,vierkant,800,9.13,gevlogen,6.22,6.22,standaard,2023-02-01,POINT (183824.204 425553.382)
BOR_RIO_INSPECTIEPUTTEN.159,2019-04-09,10143,niet bekend,beton,1972,vierkant,800,9.05,gevlogen,5.55,5.55,standaard,2023-02-01,POINT (183827.188 425505.344)
BOR_RIO_INSPECTIEPUTTEN.160,2019-04-09,10144,toegankelijk-ber,beton,2010,vierkant,800,10.1,revisie,8.55,8.55,standaard,2023-02-01,POINT (185244.985 423545.834)
BOR_RIO_INSPECTIEPUTTEN.161,2019-04-09,10145,toegankelijk-ber,beton,2010,vierkant,800,10.06,revisie,8.52,8.52,standaard,2023-02-01,POINT (185263.295 423499.145)
BOR_RIO_INSPECTIEPUTTEN.162,2022-05-12,10146,niet bekend,beton,1972,vierkant,800,8.17,gevlogen,5.62,5.62,standaard,2023-02-01,POINT (183808.86 425573.445)
BOR_RIO_INSPECTIEPUTTEN.163,2020-03-05,10147,niet bekend,beton,1972,vierkant,800,8.22,gevlogen,4.74,4.74,standaard,2023-02-01,POINT (183743.69 425552.49)
BOR_RIO_INSPECTIEPUTTEN.164,2020-03-05,10148,niet bekend,beton,1972,vierkant,800,8.13,gevlogen,4.82,4.82,standaard,2023-02-01,POINT (183774.124 425567.74)
BOR_RIO_INSPECTIEPUTTEN.165,2020-03-05,10149,niet bekend,beton,1972,vierkant,800,8.6,gevlogen,4.92,4.92,standaard,2023-02-01,POINT (183765.631 425617.924)
BOR_RIO_INSPECTIEPUTTEN.166,2020-03-05,1015,toegankelijk-onb,beton,2006,vierkant,800,9.98,gevlogen,6.78,6.78,standaard,2023-02-01,POINT (185078.279 429351.361)
BOR_RIO_INSPECTIEPUTTEN.167,2020-03-05,10150,niet bekend,beton,1972,vierkant,800,8.26,gevlogen,5.02,5.02,standaard,2023-02-01,POINT (183757.385 425666.533)
BOR_RIO_INSPECTIEPUTTEN.168,2020-03-05,10151,niet bekend,beton,1972,vierkant,800,9.03,gevlogen,6.4,6.4,standaard,2023-02-01,POINT (183848.183 425828.431)
BOR_RIO_INSPECTIEPUTTEN.169,2020-03-05,10152,niet bekend,beton,1972,vierkant,800,9,gevlogen,6.55,6.55,standaard,2023-02-01,POINT (183889.182 425835.475)
BOR_RIO_INSPECTIEPUTTEN.170,2020-03-05,10153,niet bekend,beton,1972,vierkant,800,9.08,gevlogen,6.67,6.67,standaard,2023-02-01,POINT (183894.457 425804.584)
BOR_RIO_INSPECTIEPUTTEN.171,2020-03-05,10154,niet bekend,beton,1972,vierkant,800,9.24,gevlogen,6.78,6.78,standaard,2023-02-01,POINT (183943.237 425812.664)
BOR_RIO_INSPECTIEPUTTEN.172,2019-04-09,10155,toegankelijk-ber,beton,2010,vierkant,800,10.04,revisie,8.55,8.55,standaard,2023-02-01,POINT (185257.736 423494.533)
BOR_RIO_INSPECTIEPUTTEN.173,2020-03-05,10156,niet bekend,beton,1972,vierkant,800,9.24,gevlogen,7.09,7.09,standaard,2023-02-01,POINT (183949.15 425778.176)
BOR_RIO_INSPECTIEPUTTEN.174,2020-03-05,10157,niet bekend,beton,1972,vierkant,800,9.14,gevlogen,6.9,6.9,standaard,2023-02-01,POINT (183942.778 425816.36)
BOR_RIO_INSPECTIEPUTTEN.175,2020-03-05,10158,niet bekend,beton,1972,vierkant,800,9.13,gevlogen,7,7,standaard,2023-02-01,POINT (183940.878 425817.74)
BOR_RIO_INSPECTIEPUTTEN.176,2020-03-05,10159,niet bekend,beton,1972,vierkant,800,9.26,gevlogen,6.5,6.5,standaard,2023-02-01,POINT (183941.948 425810.912)
BOR_RIO_INSPECTIEPUTTEN.177,2020-03-05,1016,toegankelijk-onb,beton,2006,vierkant,800,9.99,gevlogen,7.12,7.12,standaard,2023-02-01,POINT (185076.686 429351.945)
BOR_RIO_INSPECTIEPUTTEN.178,2020-03-05,10160,niet bekend,beton,1972,vierkant,800,9.05,gevlogen,6.76,6.76,standaard,2023-02-01,POINT (183893.049 425802.893)
BOR_RIO_INSPECTIEPUTTEN.179,2020-03-05,10161,niet bekend,beton,1972,vierkant,800,8.99,gevlogen,6.95,6.95,standaard,2023-02-01,POINT (183887.803 425833.724)
BOR_RIO_INSPECTIEPUTTEN.180,2020-03-05,10162,niet bekend,beton,1972,vierkant,800,9.07,gevlogen,7.13,7.13,standaard,2023-02-01,POINT (183849.846 425827.201)
BOR_RIO_INSPECTIEPUTTEN.181,2020-03-05,10163,niet bekend,beton,1972,vierkant,800,9.25,gevlogen,6.48,6.48,standaard,2023-02-01,POINT (183946.437 425784.837)
BOR_RIO_INSPECTIEPUTTEN.182,2020-03-05,10164,niet bekend,beton,1972,vierkant,800,9.37,gevlogen,7.25,7.25,standaard,2023-02-01,POINT (183948.441 425888.821)
BOR_RIO_INSPECTIEPUTTEN.183,2020-03-05,10165,niet bekend,beton,1972,vierkant,800,8.35,gevlogen,5.27,5.27,standaard,2023-02-01,POINT (183771.061 425766.365)
BOR_RIO_INSPECTIEPUTTEN.184,2020-03-05,10166,niet bekend,beton,1972,vierkant,800,8.4,gevlogen,5.34,5.34,standaard,2023-02-01,POINT (183805.591 425771.982)
BOR_RIO_INSPECTIEPUTTEN.185,2020-03-05,10167,niet bekend,beton,1972,vierkant,800,8.42,gevlogen,6.36,6.36,standaard,2023-02-01,POINT (183806.342 425770.525)
BOR_RIO_INSPECTIEPUTTEN.186,2020-03-05,10168,niet bekend,beton,1972,vierkant,800,8.39,gevlogen,6.4,6.4,standaard,2023-02-01,POINT (183772.765 425765.033)
BOR_RIO_INSPECTIEPUTTEN.187,2020-03-05,10169,niet bekend,beton,1972,vierkant,800,8.46,gevlogen,5.28,5.28,standaard,2023-02-01,POINT (183715.485 425757.193)
BOR_RIO_INSPECTIEPUTTEN.188,2020-03-05,1017,toegankelijk-onb,beton,2006,vierkant,800,10,gevlogen,6.89,6.89,standaard,2023-02-01,POINT (185034.258 429274.285)
BOR_RIO_INSPECTIEPUTTEN.189,2020-03-05,10170,niet bekend,beton,1972,vierkant,800,8.58,gevlogen,5.2,5.2,standaard,2023-02-01,POINT (183777.354 425728.607)
BOR_RIO_INSPECTIEPUTTEN.190,2020-03-05,10171,niet bekend,beton,1972,vierkant,800,8.43,gevlogen,6.5,6.5,standaard,2023-02-01,POINT (183779.049 425727.327)
BOR_RIO_INSPECTIEPUTTEN.191,2020-03-05,10172,niet bekend,beton,1972,vierkant,800,8.31,gevlogen,6.45,6.45,standaard,2023-02-01,POINT (183812.438 425735.283)
BOR_RIO_INSPECTIEPUTTEN.192,2020-03-05,10173,niet bekend,beton,1972,vierkant,800,8.15,gevlogen,6.7,6.7,standaard,2023-02-01,POINT (183734.36 425684.863)
BOR_RIO_INSPECTIEPUTTEN.193,2020-03-05,10174,niet bekend,beton,1972,vierkant,800,8.2,gevlogen,6.6,6.6,standaard,2023-02-01,POINT (183784.726 425693.176)
BOR_RIO_INSPECTIEPUTTEN.194,2020-03-05,10175,niet bekend,beton,1972,vierkant,800,8.2,gevlogen,6.54,6.54,standaard,2023-02-01,POINT (183818.395 425698.073)
BOR_RIO_INSPECTIEPUTTEN.195,2020-03-05,10176,niet bekend,beton,1972,vierkant,800,8.31,gevlogen,6.61,6.61,standaard,2023-02-01,POINT (183850.332 425703.916)
BOR_RIO_INSPECTIEPUTTEN.196,2020-03-05,10177,niet bekend,beton,1972,vierkant,800,8.28,gevlogen,6.65,6.65,standaard,2023-02-01,POINT (183847.324 425722.401)
BOR_RIO_INSPECTIEPUTTEN.197,2020-03-05,10178,niet bekend,beton,1972,vierkant,800,8.31,gevlogen,6.7,6.7,standaard,2023-02-01,POINT (183824.168 425718.18)
BOR_RIO_INSPECTIEPUTTEN.198,2020-03-05,10179,niet bekend,beton,1972,vierkant,800,8.3,gevlogen,6.7,6.7,standaard,2023-02-01,POINT (183822.343 425719.6)
BOR_RIO_INSPECTIEPUTTEN.199,2019-12-04,1018,toegankelijk-onb,beton,2006,vierkant,800,10.03,gevlogen,7.2,7.2,standaard,2023-02-01,POINT (185034.014 429277.312)
