OBJECTID,VERSIE,PUIC,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,DOCUMENT,STATUS,TYPE,WISSEL_SPOOR_NR,POSITIONELE_NAUWKEURIGHEID_MM,OBEGINTIJD,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,NIVEAU,LENGTE,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,X_LIJNPUNT,Y_LIJNPUNT,LATITUDE_LIJNPUNT,LONGITUDE_LIJNPUNT,Shape__Length
11,,e88cce7b179b4292b9faec600feed498,Prorail,L0004,bestaand,,,inklapbaar,Wl 1077B tuss sp 806-807,283,,0,2019/05/22 10:53:25+00,-VERVALLEN,4.023194,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,0.32,"0,319332",6.2,"6,199872",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,112587.5785,400861.2115,51.59505008,4.77510904,4.02319400476785
12,,a896ff1f59b249519cd938657de9187f,Prorail,L0004,bestaand,,,inklapbaar,Wl 1077B tuss sp 806-807,283,,0,2019/05/22 10:53:25+00,-VERVALLEN,4.029517,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,0.33,"0,327592",7.07,"7,073398",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,112595.1135,400863.8895,51.59507472,4.77521746,4.02951734082384
13,,c2ebddf68dc743adac60bc13998d2c7d,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1273B tuss sp521-522,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,7.515766,Bd-Ehv,Breda - Eindhoven ,054,a,54,054_a,Boxtel - Eindhoven,43.39,"43,386276",-0.48,"-0,484539",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152454.4705,395906.096,51.55210599,5.35049948,7.51576616187598
14,,1250e17f9994442bae47430d566a4a0a,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1255 tuss sp521-DC,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,6.84271,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.55,"42,545641",5.84,"5,835088",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152044.866,396640.49,51.55870517,5.34458757,6.84270969718868
15,,2f519f2174dc4897a01872da29788ce3,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1253B tuss sp521-522,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,7.037245,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.55,"42,545204",0.14,"0,136257",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152039.6895,396638.067,51.55868336,5.34451295,7.03724498649862
16,,9bfef22cf16549f4948d2788684a24ba,Prorail,L0004,bestaand,,,vast,Wsl 1115B tuss sp505-506,283,,0,2018/02/14 15:32:12+00,-VERVALLEN,17.824718,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,39.04,"39,042954",-5.68,"-5,681995",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,150185.0895,399592.6845,51.5852284,5.31772865,17.8247175012677
17,,ae7ef9dcf8bf426b801218f10a597801,Prorail,L0004,bestaand,,,vast,Wsl 1109 tuss sp506-507a,283,,0,2018/02/14 15:32:12+00,-VERVALLEN,9.010056,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,38.83,"38,828182",-11.14,"-11,138028",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,150035.878,399747.0585,51.58661471,5.31557354,9.01005577119254
18,,11ea62907b8a449aa8fefded08c481ce,Prorail,L0004,bestaand,,,inklapbaar,Wl 1119B tuss sp 804-805,283,,0,2019/07/08 11:25:48+00,-VERVALLEN,3.985816,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,1.07,"1,069801",-6.57,"-6,572516",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,113337.4105,400914.6245,51.5955863,4.78592362,3.98581610213015
19,,258d20f14564430b97d9ed89bc3c0f93,Prorail,L0004,bestaand,,,inklapbaar,Wl 1111B tuss sp 804-805,283,,0,2019/07/08 11:25:49+00,-VERVALLEN,3.870959,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,1.05,"1,053206",-6.32,"-6,317051",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,113320.924,400914.382,51.59558289,4.78568573,3.87095853762347
20,,335bca71e43445eba2d49d2c2d974f13,Prorail,L0004,bestaand,,,inklapbaar,Wl 1119B tuss sp 804-805,283,,0,2019/07/08 11:25:48+00,-VERVALLEN,4.01688,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,1.06,"1,057736",-6.91,"-6,911745",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,113325.441,400913.9235,51.59557911,4.78575097,4.01688000816554
21,,2bee6d8f63de41df9024658977619c09,Prorail,L0004,bestaand,,,inklapbaar,Wl 1119B tuss sp 804-805,283,,0,2019/07/08 11:25:48+00,-VERVALLEN,3.998852,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,1.07,"1,065784",-6.69,"-6,685557",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,113333.425,400914.391,51.5955839,4.78586613,3.99885233535823
22,,8e726dec42b64864ae8ed4912fd3fb06,Prorail,L0004,bestaand,,,inklapbaar,Wl 1115B tuss sp 804-805,283,,0,2019/07/08 11:25:48+00,-VERVALLEN,3.994705,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,1.23,"1,231860",-3.31,"-3,311059",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,113499.0855,400923.902,51.59568165,4.7882557,3.99470461986866
23,,8daccb1bc4f94d468f21b7abbe1fbe5a,Prorail,L0004,bestaand,,,inklapbaar,Wl 1115B tuss sp 804-805,283,,0,2019/07/08 11:25:48+00,-VERVALLEN,3.999657,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,1.24,"1,239879",-3.27,"-3,271253",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,113507.103,400924.2465,51.59568534,4.78837137,3.99965711030333
24,,c3be126f89124020a11bf1d2ced53d80,Prorail,L0004,bestaand,,,inklapbaar,Wl 1129A tuss sp 804-805,283,,0,2019/07/08 11:25:48+00,-VERVALLEN,3.993633,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,1.24,"1,239315",-3.66,"-3,660091",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,113506.5535,400923.8365,51.59568162,4.78836348,3.99363318295509
25,,bde964e8a044475f92b371b8fcaffa3f,Prorail,L0004,bestaand,,,inklapbaar,Wl 1129A tuss sp 804-805,283,,0,2019/07/08 11:25:48+00,-VERVALLEN,4.024649,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,1.25,"1,247313",-3.67,"-3,673525",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,113514.552,400924.127,51.59568482,4.78847888,4.02464905302313
26,,5b8d81551ca54c94b36a7c84db9a9ba5,Prorail,L0004,bestaand,,,inklapbaar,Wl 1115B tuss sp 804-805,283,,0,2019/07/08 11:25:48+00,-VERVALLEN,4.027717,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,1.24,"1,235868",-3.29,"-3,290859",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,113503.093,400924.0745,51.5956835,4.78831352,4.02771709532832
27,,30b27235ba7947f0af278f70a69f63d5,Prorail,L0004,bestaand,,,inklapbaar,Wl 1115B tuss sp 804-805,283,,0,2019/07/08 11:25:48+00,-VERVALLEN,3.97468,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,1.24,"1,243863",-3.25,"-3,251640",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,113511.0865,400924.4175,51.59568717,4.78842883,3.97468011291475
28,,0ae87c63c81d4883abcaade5d5971e10,Prorail,L0004,bestaand,,,inklapbaar,Wl 1129A tuss sp 804-805,283,,0,2019/07/08 11:25:48+00,-VERVALLEN,3.994633,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,1.24,"1,243306",-3.67,"-3,666764",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,113510.545,400923.9815,51.59568322,4.78842107,3.99463252377487
29,,b782e17264c648708d627da348f1e32e,Prorail,L0004,bestaand,,,inklapbaar,Wl 1131A tuss sp 804-805,283,,0,2019/07/08 11:25:49+00,-VERVALLEN,4.013711,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,1.36,"1,355845",-1.82,"-1,816473",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,113622.7705,400929.492,51.59574102,4.79003999,4.01371062733725
30,,88d78d824fb64fe79b1c8660df678776,Prorail,L0004,bestaand,,,inklapbaar,Wl 1131A tuss sp 804-805,283,,0,2019/07/08 11:25:49+00,-VERVALLEN,3.933555,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,1.36,"1,359831",-1.69,"-1,694557",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,113626.7375,400929.7215,51.59574338,4.79009721,3.93355538921216
31,,1f25cf9168944a6ea40717a1b1a24b17,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1273B tuss sp521-522,283,,0,2018/02/14 14:36:21+00,-VERVALLEN,6.21205,Bd-Ehv,Breda - Eindhoven ,054,a,54,054_a,Boxtel - Eindhoven,43.37,"43,372028",-0.42,"-0,415451",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152447.4235,395918.5405,51.55221782,5.35039779,6.21204974223484
32,,601ba5d67e2045e9834cbc99f80654b8,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1255 tuss sp521-DC,283,,0,2018/02/14 14:36:21+00,-VERVALLEN,6.058535,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.53,"42,531158",5.9,"5,898942",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152037.8005,396653.1275,51.55881872,5.34448558,6.05853530153947
33,,4e2bf1a5fdcc453fb18cadfdbda93bf2,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1273B tuss sp521-522,283,,0,2018/02/14 14:36:21+00,-VERVALLEN,6.212919,Bd-Ehv,Breda - Eindhoven ,054,a,54,054_a,Boxtel - Eindhoven,43.37,"43,365838",-0.39,"-0,394375",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152444.3545,395923.942,51.55226635,5.3503535,6.21291920114852
34,,bdea7718593c46eb8793715b5c814710,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1253B tuss sp521-522,283,,0,2018/02/14 14:36:21+00,-VERVALLEN,6.04868,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.53,"42,525571",0.06,"0,063720",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152029.9725,396655.121,51.5588366,5.34437268,6.04867960798057
35,,d3e40db9df834c3e869f0e8cd3023920,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1251A tuss sp531-521,283,,0,2018/02/14 14:52:17+00,-VERVALLEN,6.009534,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.2,"42,201462",-0.35,"-0,348353",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,151869.438,396936.628,51.56136609,5.34205522,6.00953409175786
36,,d98612b338be4af2bfb2a0708ecaed85,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1251A tuss sp531-521,283,,0,2018/02/14 14:52:17+00,-VERVALLEN,6.005561,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.18,"42,177567",-0.35,"-0,352657",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,151857.6015,396957.536,51.56155395,5.34188434,6.00556050673041
37,,c632bc968d1948ea9aa058837af22f65,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1251A tuss sp531-521,283,,0,2018/02/14 14:52:17+00,-VERVALLEN,5.901394,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.13,"42,127657",-0.35,"-0,350110",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,151832.8925,397001.205,51.56194634,5.34152762,5.90139415731571
38,,e368e20c91724aa19d4fdff2379fea12,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1251A tuss sp531-521,283,,0,2018/02/14 14:52:17+00,-VERVALLEN,6.02488,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.22,"42,220477",-0.28,"-0,277595",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,151878.9445,396919.97,51.56121641,5.34219247,6.02487950086971
39,,7c34df2adebc4fe2aa34864034f73f67,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1251A tuss sp531-521,283,,0,2018/02/14 14:52:17+00,-VERVALLEN,6.006431,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.2,"42,195491",-0.35,"-0,349088",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,151866.4785,396941.8565,51.56141307,5.3420125,6.00643072048617
40,,47d3a8ba192a4df2b9d02e09fc395dc5,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1251A tuss sp531-521,283,,0,2018/02/14 14:52:17+00,-VERVALLEN,5.900902,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.13,"42,133527",-0.35,"-0,354507",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,151835.795,396996.067,51.56190017,5.34156952,5.9009023038854
41,,d27cd2944cb84a0aa2fd1463f66c26f2,Prorail,L0004,bestaand,,,inklapbaar,Wl 1057A tuss sp 806-807,283,,0,2019/07/08 11:25:49+00,-VERVALLEN,3.97665,Rsd-Bd,Roosendaal - Breda ,544,b,544,544_b,Breda,23.17,"23,173317",4.78,"4,783469",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,112086.703,400683.6365,51.59341596,4.76790264,3.97664997202419
42,,8fc6632b58bd4c93bc4dacff59d60036,Prorail,L0004,bestaand,,,inklapbaar,Wl 1059A tuss sp 803-805,283,,0,2019/07/08 11:25:49+00,-VERVALLEN,3.975206,Rsd-Bd,Roosendaal - Breda ,544,b,544,544_b,Breda,23.17,"23,173386",-4.42,"-4,419450",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,112089.873,400674.9965,51.59333855,4.76794944,3.97520578083701
43,,04700ffad018487da1c7c9fa1e3fe46e,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1273B tuss sp521-522,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,7.526709,Bd-Ehv,Breda - Eindhoven ,054,a,54,054_a,Boxtel - Eindhoven,43.42,"43,424923",-0.44,"-0,436101",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152473.6525,395872.436,51.55180352,5.35077629,7.52670851036494
44,,4123ac8605c04f3eb8701b64cfb7c65b,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1255 tuss sp521-DC,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,6.058902,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.53,"42,525098",5.84,"5,843024",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152034.772,396658.375,51.55886588,5.34444187,6.0589015506113
45,,fb2b633c5769427dbd1f25a78e5c1b31,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1273B tuss sp521-522,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,7.526215,Bd-Ehv,Breda - Eindhoven ,054,a,54,054_a,Boxtel - Eindhoven,43.42,"43,417411",-0.45,"-0,445638",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152469.938,395878.982,51.55186234,5.35072269,7.52621498497087
46,,6412f7144657480681617eacf38df3f3,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1273B tuss sp521-522,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,6.21205,Bd-Ehv,Breda - Eindhoven ,054,a,54,054_a,Boxtel - Eindhoven,43.36,"43,359648",-0.37,"-0,373299",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152441.2855,395929.3435,51.55231489,5.35030921,6.21204974223484
47,,0e68ad539e20422fa3ceb5009665e6ab,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1253B tuss sp521-522,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,6.047811,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.52,"42,519521",0.04,"0,038179",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152026.9755,396660.3745,51.55888381,5.34432942,6.04781100895192
48,,bc8972de00c74610a9cbe8662ab3b168,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1273B tuss sp521-522,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,6.059466,Bd-Ehv,Breda - Eindhoven ,054,a,54,054_a,Boxtel - Eindhoven,43.47,"43,466073",-0.4,"-0,400884",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152493.9855,395836.569,51.55148122,5.35106971,6.05946606558697
49,,1403c0c3f4114dd18e710daba4753b15,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1255 tuss sp521-DC,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,6.058535,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.51,"42,512977",5.73,"5,731870",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152028.7155,396668.8705,51.55896018,5.34435444,6.05853530153947
50,,835437b1f21c4a5ca48050a1dfaff4a8,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1253B tuss sp521-522,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,6.047811,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.51,"42,513471",0.01,"0,012393",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152023.9785,396665.6275,51.55893101,5.34428616,6.04781100895192
51,,77d9191fbaef49bca3def2ae48b95b45,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1273B tuss sp521-522,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,6.059085,Bd-Ehv,Breda - Eindhoven ,054,a,54,054_a,Boxtel - Eindhoven,43.46,"43,460025",-0.39,"-0,389141",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152491.012,395841.8485,51.55152866,5.3510268,6.05908549205241
52,,9b11d6f5b7bc43e8996a5427e1456354,Prorail,L0004,bestaand,,,vast,Wsl 1221 tuss spCD-BD,283,,0,2018/02/14 14:58:13+00,-VERVALLEN,29.451227,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,40.84,"40,835522",4.41,"4,407077",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,151198.396,398128.1595,51.57207215,5.33236517,29.451226884461
53,,875511b34d664213afb116f45208d04f,Prorail,L0004,bestaand,,,vast,Wsl 1221 tuss spCD-BD,283,,0,2018/02/14 14:58:13+00,-VERVALLEN,28.491923,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,40.81,"40,806558",4.42,"4,423847",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,151184.0855,398153.35,51.57229848,5.33215848,28.4919230835688
54,,5aea72603a494016873457a61def4914,Prorail,L0004,bestaand,,,vast,Wsl 1221 tuss spCD-BD,283,,0,2018/02/14 14:58:13+00,-VERVALLEN,27.06588,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,40.78,"40,778538",4.42,"4,415486",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,151170.4065,398177.5275,51.57251571,5.3319609,27.0658798120438
55,,1046e2aaf45b4a37abc12e7eedaeb266,Prorail,L0004,bestaand,,,vast,Wsl 1221 tuss spCD-BD,283,,0,2018/02/14 14:58:13+00,-VERVALLEN,30.32159,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,40.75,"40,749537",4.36,"4,362813",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,151156.259,398202.491,51.57274,5.33175656,30.3215896680896
56,,cf14f54de4ec4c8f83429c41decb1415,Prorail,L0004,bestaand,,,vast,Wsl 1103 tuss spCE-BE,283,,0,2018/02/14 15:33:45+00,-VERVALLEN,21.201067,Ut-Btl,Utrecht Centraal - Boxtel ,617,b,617,617_b,Boxtel,59.58,"59,584864",-0.46,"-0,464717",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,149893.0035,399913.7965,51.58811216,5.31350956,21.2010671901204
57,,64d6f1c442c548629736219414674367,Prorail,L0004,bestaand,,,vast,Wsl 1191 tuss spDD-507b,283,,0,2018/02/14 15:23:25+00,-VERVALLEN,18.136689,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,39.95,"39,947419",-8.14,"-8,141974",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,150752.4115,398895.258,51.57896409,5.32592279,18.1366886999805
58,,c4e3d29973ca49fd8fca7d22f18faaee,Prorail,L0004,bestaand,,,vast,Wsl 1271B tuss sp522-523,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,18.410431,Bd-Ehv,Breda - Eindhoven ,054,a,54,054_a,Boxtel - Eindhoven,43.23,"43,232418",-5.35,"-5,352703",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152374.073,396037.719,51.55328873,5.34933932,18.4104305218536
