AFVALFRACTIE_CODE;AFVALFRACTIE_OMSC;BEHEERDER_OMSC;BEHEERGEBIEDEN_OMSC;BUURT_CODE;BUURT_OMSC;WIJK_CODE;WIJK_OMSC;STADSDEEL_CODE;STADSDEEL_OMSC;EIGENAAR_OMSC;GEBIED_OMSC;ID;KLEUR_OMSC;LEVERANCIER_OMSC;LOCATIE;OPMERKINGEN;TYPE_CONTAINER_CODE;TYPE_CONTAINER_OMSC;VRIJE_PLAKPLAATS;AFVALBAKSTANDPLAATS_CODE;AFVALBAKSTANDPLAATS_OMSC;AFVALBAKTOEPASSING_CODE;AFVALBAKTOEPASSING_OMSC;X;Y;WGS84LONG;WGS84LAT
TEX;Textiel;;Burgemeester Patijnlaan;46;Archipelbuurt;5;Archipelbuurt;5;Centrum;;;108184;;;Burgemeester Patijnlaan- Alexanderveld;Leger des Heils;BO;Bovengrondse container;Nee;;;;;80513.2898506075;456255.0688283;4.300329962456771;52.08953861593032
TEX;Textiel;;Burgemeester Patijnlaan;46;Archipelbuurt;5;Archipelbuurt;5;Centrum;;;108185;;;Burgemeester Patijnlaan- Alexanderveld;Leger des Heils;BO;Bovengrondse container;;;;;;80511.8900585994;456254.317720391;4.300309705005128;52.089531677562334
PLA;Plastic, blik en drankpak;;Castricumplein;84;Leyenburg;32;Leyenburg;2;Escamp;;;108186;;;Castricumplein t.o. 40;;BO;Bovengrondse container;;;;;;78046.686;452974.045;4.265084927926526;52.059715693356964
PLA;Plastic, blik en drankpak;;Catharinaland;61;Landen;25;Mariahoeve en Marlot;7;Haagse Hout;;;108187;;;Catharinaland hoek Dignaland;;BO;Bovengrondse container;;;;;;84937.8454335689;456674.885438092;4.364794422357676;52.093889116884824
GLB;Glas bont;;Willem Silviusstraat;63;Rivierenbuurt-noord;27;Stationsbuurt;5;Centrum;;;108275;;;Willem Silviusstraat;;BO;Bovengrondse container;Nee;;;;;82230.9995278347;454833.370032484;4.325693069149457;52.076990573983686
GLB;Glas bont;;Varkenmarkt;11;Kortenbos;28;Centrum;5;Centrum;;;108281;;;Varkenmarkt;;BO;Bovengrondse container;Nee;;;;;80878.965;454590.987;4.306026411623891;52.07463301275935
PPR;Papier;;Varkenmarkt;11;Kortenbos;28;Centrum;5;Centrum;;;108282;;;Varkenmarkt;;BO;Bovengrondse container;Nee;;;;;80879.38;454589.742;4.306032734479883;52.074621879785774
GLB;Glas bont;;Van Dijckstraat;16;Schildersbuurt-noord;29;Schildersbuurt;5;Centrum;;;108283;;;van Dijckstraat - Tenierplantsoen;;BO;Bovengrondse container;Nee;;;;;80926.4170616531;453971.084952577;4.3068530061631245;52.06906844381951
PPR;Papier;;Van Dijckstraat;16;Schildersbuurt-noord;29;Schildersbuurt;5;Centrum;;;108284;;;Van Dijckstraat- Tenierplantsoen;;BO;Bovengrondse container;Nee;;;;;80928.0830602441;453969.155901577;4.30687771892569;52.0690513306804
PPR;Papier;;Wouwermanstraat;17;Schildersbuurt-oost;29;Schildersbuurt;5;Centrum;;;108287;;;Wouwermanstraat- Parallelweg;;BO;Bovengrondse container;Nee;;;;;80967.4527784325;453147.334062085;4.30763003475636;52.06167105983051
GLB;Glas bont;;Wouwermanstraat;17;Schildersbuurt-oost;29;Schildersbuurt;5;Centrum;;;108288;;;Wouwermanstraat- Parallelweg;;BO;Bovengrondse container;Nee;;;;;80969.4703809472;453149.263942751;4.307659032836148;52.06168867288767
PPR;Papier;;Westeinde;11;Kortenbos;28;Centrum;5;Centrum;;;108289;;;Westeinde ;;BO;Bovengrondse container;Nee;;;;;80467.257;454629.107;4.30001368593271;52.07492032808436
GLB;Glas bont;;Westeinde;11;Kortenbos;28;Centrum;5;Centrum;;;108290;;;Westeinde ;;BO;Bovengrondse container;;;;;;80468.871;454629.677;4.300037100347528;52.074925667762265
PLA;Plastic, blik en drankpak;;Zieken;18;Huygenspark;27;Stationsbuurt;5;Centrum;;;108291;;;Zieken- Groenewegje;;BO;Bovengrondse container;Nee;;;;;81838.7213066942;454593.682479157;4.32002310137175;52.07478486659644
PPR;Papier;;Zieken;18;Huygenspark;27;Stationsbuurt;5;Centrum;;;108292;;;Zieken- Groenewegje;;BO;Bovengrondse container;Nee;;;;;81840.6861582057;454592.110597948;4.32005209423816;52.074770999972934
PLA;Plastic, blik en drankpak;;De Horst;69;Burgen en Hosten;25;Mariahoeve en Marlot;7;Haagse Hout;;;108096;;;De Horst bij de  Hoogvliet;Achter winkels ;BO;Bovengrondse container;;;;;;84555.1401695579;456567.08147131;4.359232786217482;52.09287172913573
PLA;Plastic, blik en drankpak;;De Horst;69;Burgen en Hosten;25;Mariahoeve en Marlot;7;Haagse Hout;;;108097;;;De Horst bij de Hoogvliet;Achter winkels ;BO;Bovengrondse container;;;;;;84554.0304046544;456565.935907539;4.359216831124245;52.092861292882624
PLA;Plastic, blik en drankpak;;Robijnhorst;69;Burgen en Hosten;25;Mariahoeve en Marlot;7;Haagse Hout;;;108098;;;Granaathorst t.o. Adventkerk;;BO;Bovengrondse container;;;;;;84376.706;456528.549;4.356637362715459;52.09250270787813
PLA;Plastic, blik en drankpak;;Robijnhorst;69;Burgen en Hosten;25;Mariahoeve en Marlot;7;Haagse Hout;;;108099;;;Granaathorst t.o. Adventkerk;;BO;Bovengrondse container;;;;;;84377.541;456527.295;4.356649805254847;52.09249154487885
GLC;Glas combi;;Theo Mann-Bouwmeesterlaan;76;Duinzigt;4;Benoordenhout;7;Haagse Hout;;;108102;;;Stalpertstraat hoek Theo Mann-Bouwmeesterlaan;;ON;Ondergrondse container;;;;;;82116.1493614762;457970.080485168;4.323347433695292;52.105164398554585
GLC;Glas combi;;Theo Mann-Bouwmeesterlaan;76;Duinzigt;4;Benoordenhout;7;Haagse Hout;;;108103;;;Stalpertstraat- Theo Mann-Bouwmeesterlaan;;ON;Ondergrondse container;;;;;;82115.4011559606;457969.30293826;4.323336680597195;52.10515731237582
PLA;Plastic, blik en drankpak;;Plantenoord;87;Venen, Oorden en Raden;33;Bouwlust;2;Escamp;;;108104;;;Hengelolaan- Plantenoord;;ON;Ondergrondse container;;;;;;77375.6591863799;450941.285258629;4.2557637649474485;52.04135427632489
PLA;Plastic, blik en drankpak;;Loevesteinlaan;89;Morgenstond-oost;34;Morgenstond;2;Escamp;;;108108;;;Loevesteinlaan hoek Markelostraat;;BO;Bovengrondse container;Ja;;;;;78794.4699772208;452460.084183729;4.276101676563207;52.055200250132025
PLA;Plastic, blik en drankpak;;Loevesteinlaan;89;Morgenstond-oost;34;Morgenstond;2;Escamp;;;108109;;;Loevesteinlaan hoek Markelostraat;;BO;Bovengrondse container;Ja;;;;;78794.901;452459.203;4.276108156472493;52.055192390461386
TEX;Textiel;;Gentsestraat;71;Belgisch Park;2;Belgisch Park;4;Scheveningen;;;108110;;;Harstenhoekplein;Leger des Heils;BO;Bovengrondse container;;;;;;79723.2410676649;458749.201365677;4.288252987604189;52.11184569152064
PLA;Plastic, blik en drankpak;;De Sillestraat;66;Bezuidenhout-oost;26;Bezuidenhout;7;Haagse Hout;;;108112;;;De Sillestraat t.o. Bibliotheek;;BO;Bovengrondse container;;;;;;83205.3422206113;455953.085834222;4.339668210074054;52.087180446393575
PLA;Plastic, blik en drankpak;;De Sillestraat;66;Bezuidenhout-oost;26;Bezuidenhout;7;Haagse Hout;;;108113;;;De Sillestraat t.o. Bibliotheek;;BO;Bovengrondse container;;;;;;83203.2391843418;455951.430252478;4.339637878787435;52.08716529524242
PLA;Plastic, blik en drankpak;;Goudriaankade;19;Laakhaven-oost;38;Laakkwartier en Spoorwijk;6;Laak;;;108117;;;Goudriaankade t.o. nr 8;;BO;Bovengrondse container;;;;;;82404.695;453823.063;4.328441325693144;52.06793392087225
PLA;Plastic, blik en drankpak;;Goudriaankade;19;Laakhaven-oost;38;Laakkwartier en Spoorwijk;6;Laak;;;108118;;;Goudriaankade t.o. nr 8;;BO;Bovengrondse container;;;;;;82402.5861939002;453822.167494854;4.3284107654672885;52.06792559675448
PPR;Papier;;Catharina van Rennesstraat;40;Nieuw Waldeck;18;Waldeck;1;Loosduinen;;;108120;;;Catharina van Rennesstraat t.o. Wijndaelercentrum;;ON;Ondergrondse container;;;;;;76083.961;453153.527;4.23642879671048;52.061052471767724
PLA;Plastic, blik en drankpak;;Kraayensteinlaan;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;;;108121;;;Forellendaal  2- 278;;BO;Bovengrondse container;;;;;;75997.672;451691.248;4.235508926742132;52.04789920866099
;;;Plutostraat;60;Binckhorst;39;Binckhorst;6;Laak;;;100851;;;Plutostraat;;;;;;;;;82675.475;454242.511;4.332300972819975;52.071738851237534
;;;Leyweg;80;Morgenstond-zuid;34;Morgenstond;2;Escamp;;;100852;;;Leyweg;;;;;;;;;79079.865;451323.145;4.280514706932108;52.04502204339828
;;;Zuiderpark;36;Zuiderpark;35;Zuiderpark;2;Escamp;;Zuiderpark;100853;;;;;;;;;;;;79433.78;452585.598;4.285393603933095;52.05641578350424
;;;Zinkwerf;85;Kerketuinen en Zichtenburg;17;Loosduinen;1;Loosduinen;;;100854;;;;;;;;;;;;76686.785;451165.189;4.245673439618713;52.04326951193397
;;;Kleine Keizer;95;Kom Loosduinen;17;Loosduinen;1;Loosduinen;;;100855;;;;;;;;;;;;75976.802;452347.39;4.235052987020284;52.053792742087566
;;;Puccinistraat;40;Nieuw Waldeck;18;Waldeck;1;Loosduinen;;De Kakelhof;100856;;;Puccinistraat;;;;;;;;;76338.621;453321.718;4.240102864429972;52.06260016746821
;;;Laan van Eik en Duinen;83;Eykenduinen;19;Vruchtenbuurt;3;Segbroek;;Begraafplaats Nieuw Eykenduinen;100857;;;;;;;;;;;;78159.779;454113.413;4.2664772897401075;52.06997053958771
;;;Vissershavenstraat;1;Oud Scheveningen;7;Scheveningen;4;Scheveningen;;;100858;;;;;;;;;;;;78463.879;457909.071;4.270059897319104;52.10412292841108
;;;Ooststraat;4;Visserijbuurt;7;Scheveningen;4;Scheveningen;;;100859;;;;;;;;;;;;79081.557;457719.547;4.27911632209469;52.10250485433857
;;;Havenkade;3;Scheveningen Badplaats;7;Scheveningen;4;Scheveningen;;;100860;;;;;;;;;;;;79184.072;458214.895;4.280502101089067;52.10697043040698
;;;Spuiplein;13;Uilebomen;28;Centrum;5;Centrum;;;100861;;;;;;;;;;;;81742.652;454980.057;4.318539046429493;52.07824443325582
;;;Tak van Poortvlietstraat;22;Laakhaven-west;38;Laakkwartier en Spoorwijk;6;Laak;;;100862;;;;;;;;;;;;81980.419;453397.528;4.322345546393838;52.06405395111661
;;;Ypenburgse Stationsweg;111;De Venen;42;Ypenburg;8;Leidschenveen-Ypenburg;;;100863;;;;;;;;;;;;86705.247;452311.433;4.391455258518312;52.054895740242884
;;;Socrateslaan;118;De Lanen;44;Leidschenveen;8;Leidschenveen-Ypenburg;;;100864;;;;;;;;;;;;87127.323;453109.137;4.397449765504091;52.06211655838788
;;;De Sillestraat;66;Bezuidenhout-oost;26;Bezuidenhout;7;Haagse Hout;;;100865;;;;;;;;;;;;83694.52;455891.084;4.34681748576247;52.08668646114162
;;;Rijner Wateringkade;103;Parkbuurt Oosteinde;40;Wateringse Veld;2;Escamp;;Wateringse Veldzone;100866;;;;;;;;;;;;80385.841;449211.494;4.300009379109347;52.02622236893651
;;;Reigersbergenweg;69;Burgen en Hosten;25;Mariahoeve en Marlot;7;Haagse Hout;;De Reigershof;100867;;;;;;;;;;;;84497.603;455908.652;4.358529438519995;52.08694718447489
;;;Cromvlietplein;26;Noordpolderbuurt;38;Laakkwartier en Spoorwijk;6;Laak;;;100868;;;;;;;;;;;;82795.624;453488.95;4.334212539078111;52.06498239279609
;;;Teniersplantsoen;16;Schildersbuurt-noord;29;Schildersbuurt;5;Centrum;;Speeltuin en Kinderboerderij;100869;;;;;;;;;;;;80850.926;453964.543;4.305753591997753;52.068999551328325
;;;Schalk Burgerplein;33;Transvaalkwartier-midden;30;Transvaalkwartier;5;Centrum;;;100870;;;;;;;;;;;;80177.067;453757.385;4.29597260402847;52.06704724583407
;;;Fahrenheitstraat;55;Valkenboskwartier;20;Valkenboskwartier;3;Segbroek;;;100871;;;;;;;;;;;;78732.982;454492.264;4.274751368224996;52.0734544017099
PLA;Plastic, blik en drankpak;;Vondelstraat;45;Zeeheldenkwartier;22;Zeeheldenkwartier;5;Centrum;;;108061;;;Elandstraat hoek Vondelstraat;Container achter hek voor renovatie plein;BO;Bovengrondse container;Nee;;;;;80293.6299184264;455262.003113368;4.297342885044258;52.080584601706114
PLA;Plastic, blik en drankpak;;Vondelstraat;45;Zeeheldenkwartier;22;Zeeheldenkwartier;5;Centrum;;;108062;;;Elandstraat hoek Vondelstraat;Container achter hek renovatie plein;BO;Bovengrondse container;Nee;;;;;80297.6648813519;455261.652247027;4.29740181609404;52.08058199302924
PLA;Plastic, blik en drankpak;;Conradkade;44;Koningsplein e.o.;21;Regentessekwartier;3;Segbroek;;;108063;;;Conradkade hoek Laan van Meerdervoort;Achter tramhalte ;BO;Bovengrondse container;;;;;;79406.6303222772;455267.171736428;4.284403950251175;52.08051064794207
PLA;Plastic, blik en drankpak;;Conradkade;44;Koningsplein e.o.;21;Regentessekwartier;3;Segbroek;;;108064;;;Conradkade hoek Laan van Meerdervoort;Achter tramhalte ;BO;Bovengrondse container;;;;;;79407.2881942648;455265.969418658;4.2844138123991335;52.080499932896515
PLA;Plastic, blik en drankpak;;Burgemeester Patijnlaan;46;Archipelbuurt;5;Archipelbuurt;5;Centrum;;;108072;;;Burgemeester Patijnlaan hoek Alexanderveld;;BO;Bovengrondse container;Nee;;;;;80516.3284235112;456256.878315534;4.300373896860125;52.08955528617846
PLA;Plastic, blik en drankpak;;Burgemeester Patijnlaan;46;Archipelbuurt;5;Archipelbuurt;5;Centrum;;;108073;;;Burgemeester Patijnlaan hoek Alexanderveld;;BO;Bovengrondse container;Nee;;;;;80514.6213600822;456256.229631431;4.300349134238922;52.089549226924746
BRO;Brood;;Goudsmidsgaarde;98;Dreven en Gaarden;33;Bouwlust;2;Escamp;;;108079;;;Goudsmidgaarde/de Gaarde;;BO;Bovengrondse container;;;;;;78087.3419044208;450327.062170505;4.266273406987855;52.035933638469956
PLA;Plastic, blik en drankpak;;Heeswijkplein;20;Moerwijk-oost;36;Moerwijk;2;Escamp;;;108082;;;Heeswijkplein 200;Bovengrondse container ;BO;Bovengrondse container;;;;;;80710.6630962938;452027.135856893;4.304129707049647;52.05156969170721
PLA;Plastic, blik en drankpak;;Heeswijkplein;20;Moerwijk-oost;36;Moerwijk;2;Escamp;;;108083;;;Heeswijkplein 200;Bovengrondse container ;BO;Bovengrondse container;;;;;;80711.7213191381;452026.081206509;4.304145361685199;52.05156035564289
TEX;Textiel;;Laan van Wateringse Veld;102;Hoge Veld;40;Wateringse Veld;2;Escamp;;;108086;;;Laan van Wateringseveld hoek Chicagostraat;Leger des Heils;BO;Bovengrondse container;;;;;;79374.798;449899.537;4.285128070568815;52.03226870482769
PLA;Plastic, blik en drankpak;;Laan van Wateringse Veld;102;Hoge Veld;40;Wateringse Veld;2;Escamp;;;108087;;;Laan van Wateringseveld hoek Chicagostraat;;BO;Bovengrondse container;;;;;;79374.0354980033;449900.740670154;4.285116694558641;52.03227941795881
PLA;Plastic, blik en drankpak;;Madridweg;105;Zonne Veld;40;Wateringse Veld;2;Escamp;;;108088;Groen;;Madridweg achter AH;;ON;Ondergrondse container;;;;;;80171.5204571476;448443.554391123;4.297054999683629;52.019292126441485
PLA;Plastic, blik en drankpak;;Madridweg;105;Zonne Veld;40;Wateringse Veld;2;Escamp;;;108089;Groen;;Madridweg achter AH;;ON;Ondergrondse container;;;;;;80169.5929544567;448444.655821232;4.297026682660663;52.01930176476562
TEX;Textiel;;Onyxhorst;69;Burgen en Hosten;25;Mariahoeve en Marlot;7;Haagse Hout;;;108189;;;Onyxhorst/Amberhorst op pleintje ;Leger des Heils;BO;Bovengrondse container;;;;;;84631.8697526226;456812.247881688;4.3603016895192965;52.09508476600376
GLC;Glas combi;;Klaverveld;119;De Velden;44;Leidschenveen;8;Leidschenveen-Ypenburg;;;108195;;;Klaverveld;;ON;Ondergrondse container;;;;;;87709.2785519831;454040.19994438;4.405751420992121;52.07055500945971
TEX;Textiel;;Cannenburglaan;39;Moerwijk-zuid;36;Moerwijk;2;Escamp;;;108196;;;Cannenburglaan t.h.v. 108-122;Leger des Heils;BO;Bovengrondse container;;;;;;79975.212;451278.087;4.29357379097002;52.044739054500496
TEX;Textiel;;Steentijdsingel;112;Morgenweide;42;Ypenburg;8;Leidschenveen-Ypenburg;;;108197;;;Steentijdsingel bij Winkelcentrum;;ON;Ondergrondse container;;;;;;85056.9924249722;450820.465006219;4.36773232720781;52.041290933666694
TEX;Textiel;;Steentijdsingel;112;Morgenweide;42;Ypenburg;8;Leidschenveen-Ypenburg;;;108198;;;Steentijdsingel bij Winkelcentrum;;ON;Ondergrondse container;;;;;;85055.1386708369;450819.296335134;4.367705550703745;52.04128019701868
PPR;Papier;;Laan van Hoornwijck;112;Morgenweide;42;Ypenburg;8;Leidschenveen-Ypenburg;;;108199;Groen;;Steentijdsingel bij Winkelcentrum;;ON;Ondergrondse container;;;;;;85053.3320239438;450818.222838044;4.367679441253152;52.041270321633135
TEX;Textiel;;Esther de Boer-Van Rijklaan;76;Duinzigt;4;Benoordenhout;7;Haagse Hout;;;108200;;;Cees Laseurlaan- Esther de Boer van Rijklaan;Leger des Heils;BO;Bovengrondse container;Ja;;;;;82402.98;458015.843;4.327523743601118;52.1056133628072
PLA;Plastic, blik en drankpak;;Theo Mann-Bouwmeesterlaan;76;Duinzigt;4;Benoordenhout;7;Haagse Hout;;;108201;;;Stalpertstraat - Theo Mann-Bouwmeesterlaan;;BO;Bovengrondse container;;;;;;82114.535584874;457968.481379262;4.323324224064922;52.105149815210325
