OBJECTID,REF_FUNCTIONELE_SPOORTAK_PUIC,REF_FYSIEKE_SPOORTAK_PUIC,REF_WISSEL_KRUISINGBEEN_PUIC,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,KM_SPOORTAK,KM_SPOORTAK_T,LATITUDE,LONGITUDE,X,Y,Z
1134,785f749b-a8b4-47f8-aa07-7dace604adef,05372d35-7bb1-4c81-8f86-ec9a31bb3415,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,51.49456,"51,494560",39.49439,"39,494390",0.256441,"0,256441",51.44348823,5.48075086,161503.93862756,383825.79493851,19.5203999
1135,e2e53643-e4cf-44c4-b38a-1f8b9358268b,,cbb9e752-69c9-4fe2-a222-8a971f4e1345,Hdr-Zd,Den Helder - Zaandam ,078,,78,078__,Uitgeest - Zaandam,65.634,"65,634000",5.55652,"5,556520",0.7,"0,700000",52.48679007,4.79916794,115057.9012869,500059.14467514,0.4653973
1136,0d2cdcde-4d08-4861-80eb-dd1918c06309,,aac27d1e-1034-4d92-97f9-59765e2048cc,Ehv-Wt,Eindhoven - Weert ,618,a,618,618_a,Eindhoven,1.900327,"1,900327",2.092679,"2,092679",9.263072,"9,263072",51.44468774,5.50669214,163307.22354407,383961.88162127,18.20746763
1137,da717215-687c-4818-a759-71984e223bcd,,8bf94f97-714e-4ab0-b4a9-d4c408ae702b,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,611,b,611,611_b,Zevenaar,106.023268,"106,023268",6.958344,"6,958344",0.7,"0,700000",51.92255853,6.07411287,202252.45070332,437343.25134451,12.15549357
1138,5070e237-707f-441a-9069-e0572952ebaf,,ec6d6861-15ab-49eb-96c3-2ccc409b2941,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,081,,81,081__,Zaandam - Amsterdam Singelgracht Aansl.,74.464795,"74,464795",-8.214407,"-8,214407",0,"0,000000",52.41193214,4.82606105,116820.057,491715.655,1.216
1139,140d8a70-d042-4e4c-8a2b-ea2e04e6be2d,,19b578ac-8797-43fc-8e5a-c868a00481c7,Dr-Apd,Dieren - Apeldoorn ,209,,209,209__,Dieren - Apeldoorn,18.772075,"18,772075",-0.043962,"-0,043962",0.2,"0,200000",52.18616754,5.98287193,195735.41663345,466615.85,15.18110583
1140,2fe9d006-8cf9-437c-bc9d-457d94c0e39d,,f1226e01-a0e3-4a91-895a-9c128be0d0dd,Asd-Zp,Amsterdam Centraal - Zutphen ,128,,128,128__,Diemen Aansl. - Weesp Aansl.,12.616618,"12,616618",-4.235175,"-4,235175",0,"0,000000",52.3150309,5.03868566,131235.037,480843.237,1.478
1141,646f045c-554d-4b3a-bad0-c06c0b59f210,,5a6081ad-21f2-4991-92bb-0403d49e919e,Bd-Rtd,Breda - Rotterdam Centraal ,116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,31.94811,"31,948110",4.097599,"4,097599",0.1,"0,100000",51.81747757,4.63590981,103197.95125664,425696.38390567,2.80908673
1142,51aa6500-fddb-416d-a2b2-8acf4e3661dd,f60499dc-d58b-4002-8b43-30d4f005d016,,Bd-Ehv,Breda - Eindhoven ,125,,125,125__,Tilburg - Boxtel,28.794337,"28,794337",-1.096225,"-1,096225",4.818247,"4,818247",51.57767058,5.17440606,140249.51146962,398771.10328282,11.3512492
1143,ae23778f-01c8-4066-9757-d1ce364bb1c5,,dd5da96d-dbc0-452c-8710-48747dc0680b,Hlg-Nscg,Harlingen - Nieuweschans Grens ,002,,2,002__,Leeuwarden - Groningen,48.871883,"48,871883",-2.121773,"-2,121773",8.9,"8,900000",53.25503363,6.11368455,203485.28680674,585630.77509048,2.97929202
1144,c0d84947-cd24-4147-bfae-3fcdd14b2e25,,63ebcb1a-3bd4-42a1-ba0b-f125cb8108f7,Wd-Ledn,Woerden - Leiden Centraal ,623,,623,623__,Alphen a/d Rijn,16.986879,"16,986879",-7.908554,"-7,908554",0.1,"0,100000",52.12172707,4.66018874,105210.67939009,459528.13262707,-0.33698261
1145,23926e08-3147-42f4-aba3-eba8b5155dee,289700c6-29f3-44bb-a83e-74c524040f0b,,Hrl-Sog,Heerlen - Schin op Geul ,067,,67,067__,Heerlen - Schin op Geul,4.80152,"4,801520",-2.04042,"-2,040420",4.822332,"4,822332",50.8744756,5.90123797,191182.8182959,320646.12367749,104.35182261
1146,9703fdd7-3a4d-4b60-b12b-2b177346bed6,,cb0c5f7a-bff2-41c7-81e9-851a200aea7e,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,18.408391,"18,408391",2.884254,"2,884254",0,"0,000000",52.29490812,4.70695841,108594.285,478764.852,2.066
1147,e2071c3a-aff5-4698-9fa6-ffec700a7334,,ab119fb8-3df8-4ffb-a40a-f607276d70af,Zl-Lw,Zwolle - Leeuwarden ,502,b,502,502_b,Meppel,100.617754,"100,617754",0.185772,"0,185772",0.359688,"0,359688",52.69039066,6.19737366,209776.167,522858.711,2.356
1148,921c515c-93ab-4b09-a6b3-e0ef3f053a5f,,05fc4a8f-ce48-4230-afa2-3c1402a48738,Hdr-Zd,Den Helder - Zaandam ,619,,619,619__,Heerhugowaard,34.720978,"34,720978",-1.205583,"-1,205583",0.061581,"0,061581",52.67277347,4.82930391,117264.44,520736.869,-1.426
1149,e64336a7-f4d0-4b4a-8eb8-41301ea99dcc,,02e73659-5d5a-44dd-be22-840c79be0e86,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,11.718912,"11,718912",-2.446267,"-2,446267",0,"0,000000",52.36036842,5.17491078,140538.784,485851.752,1.173
1150,60f69ca2-43ae-4a7f-a820-a3f9a49ceff6,,17a2c3c0-4e8d-444f-a6bc-000e1ec00e05,Skn-Mkv,Stadskanaal Hoofdstation - Musselkanaal-Valthermond ,463,,463,463__,Stadskanaal Hoofdstation - Musselkanaal=Valthermond,4.104764,"4,104764",0.078406,"0,078406",0.1,"0,100000",52.96604117,6.96945419,261300.78066897,554390.93275853,7.88342599
1151,656c3f4d-ee03-4747-9e1a-6de89aca0fb9,,9c818e4f-5d98-4792-9cdd-d1b7cca2e339,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,112,,112,112__,Den Haag HS - Schiedam Centrum,66.990057,"66,990057",1.706565,"1,706565",0.1,"0,100000",52.0253732,4.33756963,82962.11171112,449079.10024483,0.675683
1152,02d4370a-5567-4b14-ba52-6be4ff353e60,,a0c2844d-7e6d-4105-a929-e4c4bb4daf21,Zl-Lw,Zwolle - Leeuwarden ,013,,13,013__,Herfte Aansl. - Meppel,90.8163,"90,816300",-1.657024,"-1,657024",2.4,"2,400000",52.61000777,6.23897303,212694.06088702,513947.17878737,2.89640976
1153,73a4f71e-50d5-428d-953c-b926dd4de830,,f843afdd-05e0-4f1f-ab4d-ea92488a84eb,Fvs-Mt,Visé (B) - Maastricht ,071,,71,071__,Eijsden - Maastricht,20.380975,"20,380975",-2.189567,"-2,189567",7.5,"7,500000",50.77744046,5.71288187,177972.7562385,309774.99432829,55.77403046
1154,78f9b6e7-6c47-4997-98bb-3079f64113cd,,3ef012d3-a674-41ac-99a5-e6f3a9d3cbc3,Asd-Zp,Amsterdam Centraal - Zutphen ,608,b,608,608_b,Apeldoorn,87.983093,"87,983093",22.063587,"22,063587",0,"0,000000",52.20917682,5.9676403,194673.311,469167.394,16.993
1155,2be80f31-a93f-43fa-9970-687d6fd18b74,,84821a2b-9cda-4ea0-a6d5-6259464b2caa,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,38.920221,"38,920221",-0.565985,"-0,565985",0.9,"0,900000",51.93014768,4.05253948,63206.86196727,438806.97257771,5.23234896
1156,0e5dc529-169c-4b16-bc68-40f479012a62,dea134e1-cf7f-4062-9cc0-61274080b711,,Rsd-Bd,Roosendaal - Breda ,122,,122,122__,Roosendaal - Breda,3.799958,"3,799958",-2.002256,"-2,002256",2.446282,"2,446282",51.55012176,4.49899619,93395.13985983,396060.10447533,3.46567356
1157,598eeaaf-be22-4632-acd3-f80c28484600,,a9dcf685-585f-45b2-a0b2-21aa9d000f45,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,0.444869,"0,444869",-3.953985,"-3,953985",0.070777,"0,070777",52.99922588,6.93080976,258625.808,558026.917,6.356
1158,94355fe4-0535-4319-9b51-a63e11acf7fc,,95dbb6a6-1e91-4ed0-b923-c432770a721c,Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,155,b,155,155_b,Meteren Aansl. - Ressen = Bemmel,88.121852,"88,121852",-19.771812,"-19,771812",0.035298,"0,035298",51.89517388,5.82626407,185221.604,434164.475,9.344
1159,369b3a95-eec7-48b7-8312-dea111f62ecd,,de8ea35b-2b81-42b7-9c92-d77cb3e6dda6,Erpw-Erpmw,Europoort West - Stamlijn Marktweg ,474,c,474,474_c,Rotterdam Europoort 1,201.233356,"201,233356",4.59347,"4,593470",0.7,"0,700000",51.95080081,4.11567628,67589.04013731,441026.652,5.64546567
1160,18ee7e0d-f7bb-4600-9005-da479019f1f2,,32d55fb3-0a5d-4b13-9711-f297512ad567,Ut-Btl,Utrecht Centraal - Boxtel ,117,,117,117__,Lunetten - Geldermalsen,19.257926,"19,257926",-2.127482,"-2,127482",1.6,"1,600000",51.93684986,5.23598542,144601.03152911,438720.58737891,2.95644027
1161,a11aa226-f8c9-4d7d-867b-50c7d0ed4552,,321a44d9-abb7-483d-9558-3aee5db73fab,Asd-Zp,Amsterdam Centraal - Zutphen ,089,,89,089__,Amersfoort - Amersfoort Aansl.,46.409656,"46,409656",-8.051808,"-8,051808",0.362979,"0,362979",52.16532138,5.39155605,155297.778,464129.13,3.496
1162,9eb5d7ac-64f9-4b3e-b478-8fb942de443b,,1749c387-9e46-4ae6-832e-1376758db8a3,Hdr-Zd,Den Helder - Zaandam ,522,b,522,522_b,Uitgeest,57.746395,"57,746395",21.971078,"21,971078",0.030881,"0,030881",52.52190236,4.7015013,108461.081,504024.256,0.471
1163,c6420c31-43a1-487e-8ba5-675f79e5eec7,,7e3b53e6-170a-4688-9f5d-77e74d23f9b7,Ah-Vl,Arnhem - Venlo ,052,,52,052__,Beugen - Blerick,47.022342,"47,022342",-0.222215,"-0,222215",1.1,"1,100000",51.60346389,5.98507241,196419.41794602,401789.33037637,15.82010547
1164,9b716e4f-67cd-4508-9cf6-d4cae198804b,,99d53649-d402-4875-89d3-f5ebc1ccb99e,Zp-Esg,Zutphen - Enschede Grens ,543,c,543,543_c,Hengelo,44.461921,"44,461921",0.25279,"0,252790",0.3,"0,300000",52.26202972,6.78430894,250376.54563464,475808.3500251,21.30972906
1165,4fb7576f-8c97-48fc-84f3-07cbe85a3c9d,86cc5f3d-989a-466e-bd38-5162033dbe16,,Bd-Rtd,Breda - Rotterdam Centraal ,116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,32.094043,"32,094043",10.045965,"10,045965",2.123125,"2,123125",51.81824967,4.63420684,103081.42175976,425783.49505423,1.94114163
1166,3e9123e4-5af7-428b-88b1-c57e498eccb6,9627f2cb-47d6-4953-b2e1-3c0656228749,,Asd-Zp,Amsterdam Centraal - Zutphen ,092,,92,092__,Baarn - Amersfoort,39.113514,"39,113514",2.275426,"2,275426",3.967874,"3,967874",52.18492943,5.31508414,150067.84613706,466313.15789254,3.16722053
1167,23121c69-4ba1-4d99-bb59-47958a9cd300,,22d29604-8ef2-485c-814f-901b935e6c64,Mdk-Chwg,Moerdijk (Racc) - Chemieweg ,801,p,801,801_p,Moerdijk Industrieterrein,902.371436,"902,371436",-29.781654,"-29,781654",0.057385,"0,057385",51.68570148,4.57148376,98591.53,411084.285,4.511
1168,d4b33ad6-79fd-40dc-9bdd-717e11ff4d51,,512fae62-09ce-4f97-ab73-019340e3e336,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,31.889205,"31,889205",-3.055463,"-3,055463",0,"0,000000",52.21885666,5.48903163,161958.524,470090.398,2.209
1169,1b3d44a0-db36-4de9-8e79-9123c015e566,,47787d51-c1f1-454b-9419-fca8b24b0169,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,038,,38,038__,Velperbroek Aansl. - Zevenaar,96.41577,"96,415770",3.345496,"3,345496",0.4,"0,400000",51.97010248,5.958475,194256.28157321,442563.83049676,21.11764461
1170,1e036068-f728-4ff5-adb9-5ab71d3af682,82ce8cb3-babc-4688-9c7e-10c693883927,,Bd-Ehv,Breda - Eindhoven ,125,,125,125__,Tilburg - Boxtel,32.790082,"32,790082",1.992388,"1,992388",9.220566,"9,220566",51.58614218,5.22998184,144103.93599851,399703.8087282,8.99479433
1171,4fb98744-d8b2-4a58-87bb-901ee0ceb0cb,7715709a-10b8-4854-a09a-69eee6b98586,,Bkh-Gv,Den Haag Binckhorst - Den Haag HS ,564,d,564,564_d,Den Haag Binckhorst,100.216681,"100,216681",-41.199352,"-41,199352",0.278139,"0,278139",52.07314355,4.33695973,82997.12700843,454394.15424266,0.44312108
1172,b7f91688-1da4-46fe-bfe6-ddd5cc1fd7a5,,fedddd1a-6fe9-4eef-9a65-d856ce334f59,Hdr-Zd,Den Helder - Zaandam ,620,,620,620__,Alkmaar,42.208436,"42,208436",2.209834,"2,209834",0,"0,000000",52.63737268,4.73668971,110964.823,516850.166,2.344
1173,158587b9-bb6a-4a99-b018-f6094c7b9119,,2ded825b-806c-425c-bba3-cb59cb0c94ac,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,41.111469,"41,111469",1.792025,"1,792025",0.7,"0,700000",51.96608228,4.61794712,102134.41271429,442241.86220233,1.78086703
1174,fc448f7e-b000-43cc-84b8-21ac72b4cbe3,2e2b5e67-17f6-4244-8ccd-9b9efe6d7396,,Mp-Gn,Meppel - Groningen ,012,,12,012__,Meppel - Assen,4.694327,"4,694327",-1.766663,"-1,766663",4.170614,"4,170614",52.70277014,6.25760907,213832.03266627,524283.49297343,3.38601331
1175,a4d0f417-f14f-416d-a6df-bc62d911a7d0,,c3b67b81-a093-468d-a836-30e5e4056936,Mt-Vl,Maastricht - Venlo ,517,b,517,517_b,Venlo,69.494717,"69,494717",32.40291,"32,402910",0.132711,"0,132711",51.36212978,6.17536675,209892.753,375067.116,21.035
1176,b7f8181b-dd18-49b9-8dd4-898dbd75fd86,,9217b6c3-b5ab-4663-b22b-09aad049e1b5,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,44.456025,"44,456025",-1.796834,"-1,796834",5.9,"5,900000",51.48206655,3.95202709,55311.51054778,389094.73734975,1.29524799
1177,abe9dfaf-849a-4c7b-9d27-be2d68f8682f,,0f8a0a46-f447-4ae0-a86c-f01150a80a85,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,15.113238,"15,113238",-0.566332,"-0,566332",1.2,"1,200000",51.8707986,4.32784331,82043.90563888,431892.54909284,14.29527474
1178,412251a6-1842-4092-b2c9-d62a5a7365f8,,6929e199-7c6d-45b5-9cef-4950e8105adc,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,25.324732,"25,324732",-2.012398,"-2,012398",3.1,"3,100000",52.41441875,5.34589295,152189.37824003,491845.26423623,-2.41997936
1179,8214de9f-8bbd-4944-bddb-9d8fe7f469e3,,b30f051b-a060-4de8-a43f-559987a1b483,Whz-Rdhw,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam Den Hamweg ",468,g,468,468_g,Rotterdam Eemhaven,400.75574,"400,755740",-171.359937,"-171,359937",0.045251,"0,045251",51.88125839,4.41832067,88290.158,432969.279,3.361
1180,7b8345d1-65be-42e5-8d87-d5dbc812d121,,26823f8d-9152-4176-a7b6-413741562565,Bvhca-Bvhc,Beverwijk Hoogovens Centraal Aansl. - Beverwijk Hoogovens Centraal ,804,b,804,804_b,"Beverwijk Hoogovens, Van Gelder",201.204213,"201,204213",2.725947,"2,725947",0.049849,"0,049849",52.47916213,4.64031834,104259.596,499309.935,4.305
1181,ac9131cd-6933-4965-ad74-0b954cfd2585,,fad4aead-f27f-4467-8bef-edee0fc72cde,Whz-Rdhw,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam Den Hamweg ",468,g,468,468_g,Rotterdam Eemhaven,400.934924,"400,934924",91.288492,"91,288492",0.1,"0,100000",51.88399267,4.41738495,88229.79371155,433274.32250867,3.27173672
1182,ed2e1753-7659-48f8-b0cb-4fac8e74e0ff,,27f8ff6c-81f2-42dd-84e7-6e79b156b8b3,Ut-Btl,Utrecht Centraal - Boxtel ,117,,117,117__,Lunetten - Geldermalsen,8.922194,"8,922194",5.506389,"5,506389",0.9,"0,900000",52.02122486,5.17663002,140546.42220487,448118.03377519,3.11495792
1183,5bc400b3-8dd9-4522-8a7d-014958eee765,,81a7690e-4ffe-4834-9c76-975f3266b5ce,O-Oelz,Oss - Oss Racc. Elzenburg ,831,a,831,831_a,Oss Racc. Elzenburg,100.298797,"100,298797",1.38108,"1,381080",0.326024,"0,326024",51.76850788,5.55208159,166381.05099022,419993.76194406,8.34349543
1184,29bf75b0-eecf-437c-9667-7de7104449d0,,d938a205-7fa7-479f-806d-5aeb0be45662,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,26.461269,"26,461269",-2.03518,"-2,035180",0,"0,000000",51.90858765,4.20178621,73431.635,436230.513,5.534
1185,3171dc28-9b16-45fa-9485-40fd6c491928,c5cd9e16-5373-4c95-a706-b68c8ef7ddd1,,Ps-Bot,"Rotterdam, Emplacement Pernis - Rotterdam, Botlek ",952,,952,952__,Botlektunnel,815.900121,"815,900121",-4.897865,"-4,897865",1.312734,"1,312734",51.86995605,4.31636036,81251.75227131,431810.4078849,-0.83827457
1186,9adaf4f2-75b8-45c0-92fb-eed232b5d0e0,,3224aa59-5f4c-4ae2-8ef3-d94446d1f9a1,Dz-Dzsh,Delfzijl - Delfzijl Stamlijn Havenschap ,803,h,803,803_h,Delfzijl Stamlijn Havenschap,101.642628,"101,642628",-4.127483,"-4,127483",0.1,"0,100000",53.32378798,6.93147484,257896.39948856,594141.86679829,3.07262758
1187,d835912c-629e-4951-ac17-7045e21e633c,,99ee35e3-d9f8-45bf-a6e5-ee234e5d3365,Vl-Ehv,Venlo - Eindhoven ,516,a,516,516_a,Blerick,1.596944,"1,596944",20.203816,"20,203816",6.974119,"6,974119",51.37406429,6.15296637,208318.75928333,376378.17229089,20.36422648
1188,0f131f12-7f61-43f8-aac6-4bffb328eecd,,cc4f43d7-b04f-4975-9da9-d6fb5d1afbe9,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,085,,85,085__,Haarlem - Warmond,33.805848,"33,805848",-1.83659,"-1,836590",2.4,"2,400000",52.25974983,4.52014791,95803.8367792,474989.23189571,1.11032007
1189,f6d49e4d-bd91-4fcb-a34f-7b3006da557a,,245425c1-001d-4294-8d42-91fece1bcb58,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,555,,555,555__,Rotterdam Centraal,84.152679,"84,152679",-32.275056,"-32,275056",0,"0,000000",51.92578983,4.47227233,92067.081,437875.296,3.273
1190,bcfba6b8-ae3a-4402-9c1a-a76a64d3ff6d,,842a90a8-85f7-4946-9b98-922d72f6f13f,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,211,,211,211__,Barneveld Noord - Ede=Wageningen,21.91504,"21,915040",2.373461,"2,373461",0.3,"0,300000",52.08526324,5.62418262,171242.86654292,455248.48157181,16.65680693
1191,8cbf9a98-ab1b-47bb-af59-62395f602f08,,d1a40faf-299b-4eaa-8a67-3a3d6621e3b2,Mt-Vl,Maastricht - Venlo ,517,b,517,517_b,Venlo,69.596813,"69,596813",1.127319,"1,127319",0.1,"0,100000",51.36268748,6.17408903,209803.09769291,375128.19736072,21.07844435
1192,50a6076b-fec9-4342-ac7a-a5f885192259,101f7d36-6d3c-4782-93c5-7c6661dc8041,,Vlgr-Vl,Venlo Grens - Venlo ,056,,56,056__,Venlo Grens - Venlo,0.30104,"0,301040",-1.877998,"-1,877998",1.796052,"1,796052",51.34286491,6.18942843,210895.63361148,372934.64556072,39.52124994
1193,cdc381b0-e1d1-428f-8dc8-1e0c60c9cf8f,,3707fee8-e01a-4d97-979e-6876eee763b9,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,41.90996,"41,909960",-14.648684,"-14,648684",0.2,"0,200000",51.94541035,4.02735874,61506.96400639,440536.98411964,5.09965737
1194,f69709ac-afb5-49ec-930f-cb193bb6f90d,,d060a821-f187-4cbb-ab63-c752994139fc,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,69.669091,"69,669091",-1.526801,"-1,526801",0.3,"0,300000",53.16272297,6.62581876,237840.01089501,575824.91679267,2.76720778
1195,b3d4c491-b26f-4a5a-a097-a18221228262,,f8aa27a9-0078-41cc-959a-cc5346c7bc24,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,39.322934,"39,322934",23.51785,"23,517850",0.5,"0,500000",51.58325261,5.32029651,150362.91492992,399372.7286027,8.51963777
1196,a4260700-e14e-433d-b2dc-f95241d811f6,,4a6f7524-2021-4f44-a7a4-006d4043abd8,Bd-Rtd,Breda - Rotterdam Centraal ,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,44.409653,"44,409653",3.548293,"3,548293",0.1,"0,100000",51.89751379,4.51628869,95056.89846124,434692.39218924,0.88491437
1197,8b6dfb22-4a82-40bd-a2d5-82806fdf475f,860887f4-9172-4d25-b3c8-34cb9158afa6,,Bd-Rtd,Breda - Rotterdam Centraal ,663,a,663,663_a,Rotterdam Barendrecht,40.604801,"40,604801",-30.741338,"-30,741338",2.449408,"2,449408",51.86698555,4.54169447,96765.95226179,431275.48495176,-7.271
1198,49ae487a-6587-4288-b8f2-283063f0f414,,88913874-4d5a-479e-9d2f-e51b330f7603,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,039,,39,039__,Zevenaar - Zevenaar Grens,107.597966,"107,597966",2.739239,"2,739239",0,"0,000000",51.91725383,6.09537296,203720.643,436767.124,12.076
1199,7122755a-f9c8-4ca0-973c-4d05feff651a,,1dd021b2-23cc-4eb3-b4dd-b6cb47920f5f,Hlg-Nscg,Harlingen - Nieuweschans Grens ,002,,2,002__,Leeuwarden - Groningen,50.461256,"50,461256",-2.217356,"-2,217356",0,"0,000000",53.25641897,6.13733261,205061.918,585801.129,2.835
1200,4fe35c16-e942-4ec3-b94f-9a6fbdb95946,,0771631a-a7a1-4c25-bd26-427227adda66,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,529,,529,529__,Breukelen,22.860006,"22,860006",-11.478929,"-11,478929",0,"0,000000",52.16887238,4.99088853,127886.923,464598.222,3.311
1201,43e38f2e-a3f0-4f0c-bbf9-952e4812aea2,,a4fed9ce-4a75-4b49-9bb6-833e2f1a23a5,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,3.38485,"3,384850",-2.809077,"-2,809077",0.327027,"0,327027",52.50232843,6.09839336,203289.948,501863.261,1.913
1202,b3a93d0d-1ae6-4b81-b05f-b44e9db709ab,,27d07aba-0ecc-4128-839f-5f7fe907c2e7,Dv-Aml,Deventer - Almelo ,606,b,606,606_b,Almelo,37.598619,"37,598619",-2.132392,"-2,132392",0.020341,"0,020341",52.36207436,6.6471264,240818.645,486766.782,11.596
1203,cc352039-50c6-4e95-9bad-899d40992bea,,6b0aad53-130f-4ee9-853e-8a8979f88384,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,77.563004,"77,563004",-1.721361,"-1,721361",6.6,"6,600000",52.4479857,5.9876789,195822.68020021,495748.73717758,10.90043792
1204,ae77781c-33df-4efd-b6ad-febd63aeb62d,,6c7c1d8f-1b3d-4a38-bda7-1731c7051848,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,153.575017,"153,575017",-3.078548,"-3,078548",0.090701,"0,090701",52.33444925,4.89516311,121463.144,483060.504,9.086
1205,f6c8a2e2-a8b8-45c5-8e7e-c43df7844940,,652f82a3-49e6-42f1-a301-3c7f7c204fd4,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,666,b,666,666_b,Meteren Aansl.,47.290244,"47,290244",1.949518,"1,949518",0,"0,000000",51.85943107,5.27337178,147158.548,430102.592,5.558
1206,1c296eda-9c36-4527-8989-bd2ed4691a8d,,967f0dd1-311c-45cb-8ffd-e55ff250ac21,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,527,c,527,527_c,Haarlem,16.87973,"16,879730",-18.010641,"-18,010641",0.030909,"0,030909",52.38796407,4.63791493,103991.352,489164.733,4.844
1207,f6c50acc-2047-4748-ab8e-b0a6cb96b48d,,8dbd06e5-76c2-4c48-9ae5-cfe54b03270d,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,91.902736,"91,902736",33.46052,"33,460520",0.8,"0,800000",51.98448971,5.90101978,190296.84026,444134.9895008,27.7150522
1208,9ee01315-2295-4c1b-a874-589a6d039116,,9ed6c3e7-0936-4a26-b08c-44804ebb5347,Gent-Fsz,Gent (B) - Zelzate (B) ,790,,790,790__,Gent (B) - Zelzate (B),25.977641,"25,977641",-8.002602,"-8,002602",0.3,"0,300000",51.19608567,3.7997292,44041.64544034,357503.63483638,5.00233213
1209,cc0940de-bb2c-4f18-9b29-9a99cd0b36d3,,f2122fcb-bfd0-4bed-b709-edc3cea1e6a9,Hdr-Zd,Den Helder - Zaandam ,075,,75,075__,Alkmaar - Uitgeest,46.196771,"46,196771",2.118575,"2,118575",3.613724,"3,613724",52.60646701,4.70690367,108916.22125796,513429.92307153,2.54035981
1210,28df8346-1702-4181-965d-ec522d6a4265,,9782967b-6334-42c7-8aad-f5d5d7c43fdb,Zlw-Np,Lage Zwaluwe - Nispen ,120,a,120,120_a,Lage Zwaluwe - Roosendaal,13.061156,"13,061156",-1.897773,"-1,897773",4.4,"4,400000",51.60322995,4.55958164,97664.2286069,401918.7578704,1.91952852
1211,5923a50d-8a93-480d-80c2-856eb6950b53,,f48876b0-7243-4635-bcbf-9b5989e1b6ff,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,17.549036,"17,549036",0.110023,"0,110023",7.3,"7,300000",53.06591023,5.67727746,174444.30019084,564378.05620724,1.37180526
1212,704f451a-a482-49ff-90a5-59b59de58e36,,87708377-d070-4383-a445-e33708564846,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,116.544904,"116,544904",2.663512,"2,663512",1.2,"1,200000",52.80186138,6.09492005,202727.84254405,535189.39983313,8.64928551
