verkiezing;cbs_gemeentecode;gemeente;cbs_wijkcode;wijknaam;cbs_buurtcode;buurtnaam;bag_referentienummer_stembureau;stembureau_naam;Kenmerk;aantal;stembureau_x;stembureau_y;latitude;longitude;wijk_x;wijk_y;wijk_latitude;wijk_longitude;buurt_x;buurt_y;buurt_latitude;buurt_longitude;woonplaats;nr_stembureau
OR2016;G1904;Stichtse Vecht;WK190411;Oud Zuilen;BU19041101;Oud Zuilen;0333100000015733;Restaurant Belle;Ongeldige stemmen;1;133341;459915;52.12702;5.07091;133378;460449;52.13182;5.71418;133378;460449;52.131824;5.071418;Oud Zuilen;6
OR2016;G1904;Stichtse Vecht;WK190407;Tienhoven;BU19040703;Tienhoven-Oud Maarsseveen;0333100000012122;Dorpshuis de Veenkluit;Voor;181;134153;464206;52.16562;5.08251;134412;463412;52.15849;5.86349;135219;464551;52.168762;5.098064;Tienhoven;7
OR2016;G1904;Stichtse Vecht;WK190407;Tienhoven;BU19040703;Tienhoven-Oud Maarsseveen;0333100000012122;Dorpshuis de Veenkluit;Tegen;253;134153;464206;52.16562;5.08251;134412;463412;52.15849;5.86349;135219;464551;52.168762;5.098064;Tienhoven;7
OR2016;G1904;Stichtse Vecht;WK190407;Tienhoven;BU19040703;Tienhoven-Oud Maarsseveen;0333100000012122;Dorpshuis de Veenkluit;Geldige stemmen;434;134153;464206;52.16562;5.08251;134412;463412;52.15849;5.86349;135219;464551;52.168762;5.098064;Tienhoven;7
OR2016;G1904;Stichtse Vecht;WK190407;Tienhoven;BU19040703;Tienhoven-Oud Maarsseveen;0333100000012122;Dorpshuis de Veenkluit;Blanco stemmen;0;134153;464206;52.16562;5.08251;134412;463412;52.15849;5.86349;135219;464551;52.168762;5.098064;Tienhoven;7
OR2016;G1904;Stichtse Vecht;WK190407;Tienhoven;BU19040703;Tienhoven-Oud Maarsseveen;0333100000012122;Dorpshuis de Veenkluit;Ongeldige stemmen;1;134153;464206;52.16562;5.08251;134412;463412;52.15849;5.86349;135219;464551;52.168762;5.098064;Tienhoven;7
OR2016;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040110;Centrum ten zuiden van de Vecht;0333100000017852;Basisschool Het Kompas;Voor;243;131125;461311;52.13948;5.03845;132100;461987;52.14560;5.52647;131219;461334;52.139690;5.039822;Maarssen;8
OR2016;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040110;Centrum ten zuiden van de Vecht;0333100000017852;Basisschool Het Kompas;Tegen;264;131125;461311;52.13948;5.03845;132100;461987;52.14560;5.52647;131219;461334;52.139690;5.039822;Maarssen;8
OR2016;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040110;Centrum ten zuiden van de Vecht;0333100000017852;Basisschool Het Kompas;Geldige stemmen;507;131125;461311;52.13948;5.03845;132100;461987;52.14560;5.52647;131219;461334;52.139690;5.039822;Maarssen;8
OR2016;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040110;Centrum ten zuiden van de Vecht;0333100000017852;Basisschool Het Kompas;Blanco stemmen;0;131125;461311;52.13948;5.03845;132100;461987;52.14560;5.52647;131219;461334;52.139690;5.039822;Maarssen;8
OR2016;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040110;Centrum ten zuiden van de Vecht;0333100000017852;Basisschool Het Kompas;Ongeldige stemmen;2;131125;461311;52.13948;5.03845;132100;461987;52.14560;5.52647;131219;461334;52.139690;5.039822;Maarssen;8
OR2016;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040110;Centrum ten zuiden van de Vecht;0333100000016096;WereldKidz Palet (ingang Bolensteinseweg);Voor;336;131041;461277;52.13917;5.03723;132100;461987;52.14560;5.52647;131219;461334;52.139690;5.039822;Maarssen;9
OR2016;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040110;Centrum ten zuiden van de Vecht;0333100000016096;WereldKidz Palet (ingang Bolensteinseweg);Tegen;287;131041;461277;52.13917;5.03723;132100;461987;52.14560;5.52647;131219;461334;52.139690;5.039822;Maarssen;9
OR2016;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040110;Centrum ten zuiden van de Vecht;0333100000016096;WereldKidz Palet (ingang Bolensteinseweg);Geldige stemmen;623;131041;461277;52.13917;5.03723;132100;461987;52.14560;5.52647;131219;461334;52.139690;5.039822;Maarssen;9
OR2016;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040110;Centrum ten zuiden van de Vecht;0333100000016096;WereldKidz Palet (ingang Bolensteinseweg);Blanco stemmen;10;131041;461277;52.13917;5.03723;132100;461987;52.14560;5.52647;131219;461334;52.139690;5.039822;Maarssen;9
OR2016;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040110;Centrum ten zuiden van de Vecht;0333100000016096;WereldKidz Palet (ingang Bolensteinseweg);Ongeldige stemmen;5;131041;461277;52.13917;5.03723;132100;461987;52.14560;5.52647;131219;461334;52.139690;5.039822;Maarssen;9
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041209;Bloemstede;0333100000016357;"KBS ""De Wilde Wingerd""";Voor;107;130646;459853;52.12635;5.03156;130202;460563;52.13271;5.25024;130699;459932;52.127065;5.032332;Maarssen;10
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041209;Bloemstede;0333100000016357;"KBS ""De Wilde Wingerd""";Tegen;384;130646;459853;52.12635;5.03156;130202;460563;52.13271;5.25024;130699;459932;52.127065;5.032332;Maarssen;10
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041209;Bloemstede;0333100000016357;"KBS ""De Wilde Wingerd""";Geldige stemmen;491;130646;459853;52.12635;5.03156;130202;460563;52.13271;5.25024;130699;459932;52.127065;5.032332;Maarssen;10
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041209;Bloemstede;0333100000016357;"KBS ""De Wilde Wingerd""";Blanco stemmen;1;130646;459853;52.12635;5.03156;130202;460563;52.13271;5.25024;130699;459932;52.127065;5.032332;Maarssen;10
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041209;Bloemstede;0333100000016357;"KBS ""De Wilde Wingerd""";Ongeldige stemmen;6;130646;459853;52.12635;5.03156;130202;460563;52.13271;5.25024;130699;459932;52.127065;5.032332;Maarssen;10
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041204;Boomstede;0333100000017447;Scouting clubgebouw De Shelter;Voor;191;130839;459328;52.12164;5.03442;130202;460563;52.13271;5.25024;130463;459508;52.123249;5.028920;Maarssen;11
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041204;Boomstede;0333100000017447;Scouting clubgebouw De Shelter;Tegen;320;130839;459328;52.12164;5.03442;130202;460563;52.13271;5.25024;130463;459508;52.123249;5.028920;Maarssen;11
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041204;Boomstede;0333100000017447;Scouting clubgebouw De Shelter;Geldige stemmen;511;130839;459328;52.12164;5.03442;130202;460563;52.13271;5.25024;130463;459508;52.123249;5.028920;Maarssen;11
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041204;Boomstede;0333100000017447;Scouting clubgebouw De Shelter;Blanco stemmen;8;130839;459328;52.12164;5.03442;130202;460563;52.13271;5.25024;130463;459508;52.123249;5.028920;Maarssen;11
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041204;Boomstede;0333100000017447;Scouting clubgebouw De Shelter;Ongeldige stemmen;0;130839;459328;52.12164;5.03442;130202;460563;52.13271;5.25024;130463;459508;52.123249;5.028920;Maarssen;11
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041203;Fazantenkamp;0333100000017957;WereldKidz Tweesprong Fazantenkamp;Voor;224;129727;460378;52.13103;5.01810;130202;460563;52.13271;5.25024;129895;460178;52.129246;5.020576;Maarssen;12
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041203;Fazantenkamp;0333100000017957;WereldKidz Tweesprong Fazantenkamp;Tegen;398;129727;460378;52.13103;5.01810;130202;460563;52.13271;5.25024;129895;460178;52.129246;5.020576;Maarssen;12
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041203;Fazantenkamp;0333100000017957;WereldKidz Tweesprong Fazantenkamp;Geldige stemmen;622;129727;460378;52.13103;5.01810;130202;460563;52.13271;5.25024;129895;460178;52.129246;5.020576;Maarssen;12
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041203;Fazantenkamp;0333100000017957;WereldKidz Tweesprong Fazantenkamp;Blanco stemmen;3;129727;460378;52.13103;5.01810;130202;460563;52.13271;5.25024;129895;460178;52.129246;5.020576;Maarssen;12
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041203;Fazantenkamp;0333100000017957;WereldKidz Tweesprong Fazantenkamp;Ongeldige stemmen;0;129727;460378;52.13103;5.01810;130202;460563;52.13271;5.25024;129895;460178;52.129246;5.020576;Maarssen;12
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041208;Duivenkamp;0333100000021063;WereldKidz Tweesprong Duivenkamp;Voor;187;130210;460651;52.13351;5.02513;130202;460563;52.13271;5.25024;130337;460475;52.131932;5.027002;Maarssen;13
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041208;Duivenkamp;0333100000021063;WereldKidz Tweesprong Duivenkamp;Tegen;362;130210;460651;52.13351;5.02513;130202;460563;52.13271;5.25024;130337;460475;52.131932;5.027002;Maarssen;13
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041208;Duivenkamp;0333100000021063;WereldKidz Tweesprong Duivenkamp;Geldige stemmen;549;130210;460651;52.13351;5.02513;130202;460563;52.13271;5.25024;130337;460475;52.131932;5.027002;Maarssen;13
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041208;Duivenkamp;0333100000021063;WereldKidz Tweesprong Duivenkamp;Blanco stemmen;4;130210;460651;52.13351;5.02513;130202;460563;52.13271;5.25024;130337;460475;52.131932;5.027002;Maarssen;13
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041208;Duivenkamp;0333100000021063;WereldKidz Tweesprong Duivenkamp;Ongeldige stemmen;6;130210;460651;52.13351;5.02513;130202;460563;52.13271;5.25024;130337;460475;52.131932;5.027002;Maarssen;13
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041205;Reigerskamp;0333100000020946;RK Verrijzenisgemeenschap;Voor;200;129723;460566;52.13272;5.01803;130202;460563;52.13271;5.25024;129546;460664;52.133594;5.015433;Maarssen;14
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041205;Reigerskamp;0333100000020946;RK Verrijzenisgemeenschap;Tegen;450;129723;460566;52.13272;5.01803;130202;460563;52.13271;5.25024;129546;460664;52.133594;5.015433;Maarssen;14
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041205;Reigerskamp;0333100000020946;RK Verrijzenisgemeenschap;Geldige stemmen;650;129723;460566;52.13272;5.01803;130202;460563;52.13271;5.25024;129546;460664;52.133594;5.015433;Maarssen;14
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041205;Reigerskamp;0333100000020946;RK Verrijzenisgemeenschap;Blanco stemmen;5;129723;460566;52.13272;5.01803;130202;460563;52.13271;5.25024;129546;460664;52.133594;5.015433;Maarssen;14
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041205;Reigerskamp;0333100000020946;RK Verrijzenisgemeenschap;Ongeldige stemmen;4;129723;460566;52.13272;5.01803;130202;460563;52.13271;5.25024;129546;460664;52.133594;5.015433;Maarssen;14
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041215;Spechtenkamp;0333100000013945;De Werkspecht;Voor;135;129629;461157;52.13803;5.01661;130202;460563;52.13271;5.25024;129654;461287;52.139198;5.016977;Maarssen;15
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041215;Spechtenkamp;0333100000013945;De Werkspecht;Tegen;325;129629;461157;52.13803;5.01661;130202;460563;52.13271;5.25024;129654;461287;52.139198;5.016977;Maarssen;15
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041215;Spechtenkamp;0333100000013945;De Werkspecht;Geldige stemmen;460;129629;461157;52.13803;5.01661;130202;460563;52.13271;5.25024;129654;461287;52.139198;5.016977;Maarssen;15
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041215;Spechtenkamp;0333100000013945;De Werkspecht;Blanco stemmen;2;129629;461157;52.13803;5.01661;130202;460563;52.13271;5.25024;129654;461287;52.139198;5.016977;Maarssen;15
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041215;Spechtenkamp;0333100000013945;De Werkspecht;Ongeldige stemmen;3;129629;461157;52.13803;5.01661;130202;460563;52.13271;5.25024;129654;461287;52.139198;5.016977;Maarssen;15
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041207;Valkenkamp;0333100000017975;De Valkenier;Voor;190;129515;461078;52.13731;5.01495;130202;460563;52.13271;5.25024;129285;461181;52.138234;5.011596;Maarssen;16
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041207;Valkenkamp;0333100000017975;De Valkenier;Tegen;407;129515;461078;52.13731;5.01495;130202;460563;52.13271;5.25024;129285;461181;52.138234;5.011596;Maarssen;16
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041207;Valkenkamp;0333100000017975;De Valkenier;Geldige stemmen;597;129515;461078;52.13731;5.01495;130202;460563;52.13271;5.25024;129285;461181;52.138234;5.011596;Maarssen;16
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041207;Valkenkamp;0333100000017975;De Valkenier;Blanco stemmen;3;129515;461078;52.13731;5.01495;130202;460563;52.13271;5.25024;129285;461181;52.138234;5.011596;Maarssen;16
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041207;Valkenkamp;0333100000017975;De Valkenier;Ongeldige stemmen;4;129515;461078;52.13731;5.01495;130202;460563;52.13271;5.25024;129285;461181;52.138234;5.011596;Maarssen;16
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041206;Zwanenkamp;0333100000013240;KBS Fransiscus gymzaal nst schuur;Voor;135;129173;461548;52.14152;5.00992;130202;460563;52.13271;5.25024;129277;461718;52.143059;5.011427;Maarssen;17
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041206;Zwanenkamp;0333100000013240;KBS Fransiscus gymzaal nst schuur;Tegen;350;129173;461548;52.14152;5.00992;130202;460563;52.13271;5.25024;129277;461718;52.143059;5.011427;Maarssen;17
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041206;Zwanenkamp;0333100000013240;KBS Fransiscus gymzaal nst schuur;Geldige stemmen;485;129173;461548;52.14152;5.00992;130202;460563;52.13271;5.25024;129277;461718;52.143059;5.011427;Maarssen;17
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041206;Zwanenkamp;0333100000013240;KBS Fransiscus gymzaal nst schuur;Blanco stemmen;1;129173;461548;52.14152;5.00992;130202;460563;52.13271;5.25024;129277;461718;52.143059;5.011427;Maarssen;17
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041206;Zwanenkamp;0333100000013240;KBS Fransiscus gymzaal nst schuur;Ongeldige stemmen;4;129173;461548;52.14152;5.00992;130202;460563;52.13271;5.25024;129277;461718;52.143059;5.011427;Maarssen;17
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041210;Zebraspoor;0333100000018802;Willem van Hoornhof;Voor;130;129600;461535;52.14142;5.01616;130202;460563;52.13271;5.25024;129812;461502;52.141138;5.019266;Maarssen;18
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041210;Zebraspoor;0333100000018802;Willem van Hoornhof;Tegen;289;129600;461535;52.14142;5.01616;130202;460563;52.13271;5.25024;129812;461502;52.141138;5.019266;Maarssen;18
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041210;Zebraspoor;0333100000018802;Willem van Hoornhof;Geldige stemmen;419;129600;461535;52.14142;5.01616;130202;460563;52.13271;5.25024;129812;461502;52.141138;5.019266;Maarssen;18
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041210;Zebraspoor;0333100000018802;Willem van Hoornhof;Blanco stemmen;5;129600;461535;52.14142;5.01616;130202;460563;52.13271;5.25024;129812;461502;52.141138;5.019266;Maarssen;18
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041210;Zebraspoor;0333100000018802;Willem van Hoornhof;Ongeldige stemmen;5;129600;461535;52.14142;5.01616;130202;460563;52.13271;5.25024;129812;461502;52.141138;5.019266;Maarssen;18
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041212;Kamelenspoor;0333100000017406;De Kameleon;Voor;69;130013;461259;52.13896;5.02221;130202;460563;52.13271;5.25024;130194;461139;52.137895;5.024865;Maarssen;19
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041212;Kamelenspoor;0333100000017406;De Kameleon;Tegen;280;130013;461259;52.13896;5.02221;130202;460563;52.13271;5.25024;130194;461139;52.137895;5.024865;Maarssen;19
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041212;Kamelenspoor;0333100000017406;De Kameleon;Geldige stemmen;349;130013;461259;52.13896;5.02221;130202;460563;52.13271;5.25024;130194;461139;52.137895;5.024865;Maarssen;19
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041212;Kamelenspoor;0333100000017406;De Kameleon;Blanco stemmen;0;130013;461259;52.13896;5.02221;130202;460563;52.13271;5.25024;130194;461139;52.137895;5.024865;Maarssen;19
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041212;Kamelenspoor;0333100000017406;De Kameleon;Ongeldige stemmen;0;130013;461259;52.13896;5.02221;130202;460563;52.13271;5.25024;130194;461139;52.137895;5.024865;Maarssen;19
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041214;Bisonspoor;1904100000038179;Zwembad Safari;Voor;176;130352;460878;52.13555;5.02719;130202;460563;52.13271;5.25024;130506;460848;52.135296;5.029447;Maarssen;20
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041214;Bisonspoor;1904100000038179;Zwembad Safari;Tegen;454;130352;460878;52.13555;5.02719;130202;460563;52.13271;5.25024;130506;460848;52.135296;5.029447;Maarssen;20
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041214;Bisonspoor;1904100000038179;Zwembad Safari;Geldige stemmen;630;130352;460878;52.13555;5.02719;130202;460563;52.13271;5.25024;130506;460848;52.135296;5.029447;Maarssen;20
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041214;Bisonspoor;1904100000038179;Zwembad Safari;Blanco stemmen;5;130352;460878;52.13555;5.02719;130202;460563;52.13271;5.25024;130506;460848;52.135296;5.029447;Maarssen;20
OR2016;G1904;Stichtse Vecht;WK190412;Maarssenbroek;BU19041214;Bisonspoor;1904100000038179;Zwembad Safari;Ongeldige stemmen;6;130352;460878;52.13555;5.02719;130202;460563;52.13271;5.25024;130506;460848;52.135296;5.029447;Maarssen;20
OR2016;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;Voor;213;132147;460922;52.13603;5.05341;132100;461987;52.14560;5.52647;132071;461001;52.136734;5.052298;Maarssen;21
