OBJECTID,NAAM,SEQUENCE,AANMAAKDATUM,REF_FUNC_SPOORTAK_NAAM_LANG,REF_FUNCTIONELE_SPOORTAK_PUIC,BEIDE_EINDEN_GELIJK,BESTANDSNAAM,SIGMATRAJECT_GUID,DATUM_GOEDGEKEURD_OUDST,DATUM_GOEDGEKEURD_JONGST,LENGTE_TOTAAL_SIGMATRAJECT,M_SIGMATRAJECT_BEGIN,M_SIGMATRAJECT_EIND,Shape__Length
225423,107_135AL_12.1,8,2019/07/22 07:50:08+00,107_135AL_12.1,b9055f14-793c-42d3-925b-44dd1c913544,,pvstekening-107_135AL_12.1_0_8.pdf,946fb041-c8b2-4bd1-acfb-2e9f72424835,,,,,,504.040428470435
225424,9e3745e9-e327-4513-9182-4da817830d4f,0,2019/07/22 07:51:14+00,,,,pvstekening-9e3745e9-e327-4513-9182-4da817830d4f_0_0.pdf,9e3745e9-e327-4513-9182-4da817830d4f,,,,,,44.4636634017144
225441,107_171BV_18.7,0,2019/07/22 08:04:38+00,107_171BV_18.7,c63ce701-9f1a-42b0-a981-18ba1fdb9449,,pvstekening-107_171BV_18.7_0_0.pdf,c44722ac-b841-42cf-af24-b0f5605fe0d9,,,,,,525.979360003345
225447,107_171BR_18.7,0,2019/07/22 08:11:57+00,107_171BR_18.7,e72b415b-ea64-40f2-b0fe-eb4844666712,,pvstekening-107_171BR_18.7_0_0.pdf,eb4cfaf9-846c-4fa8-b3bc-0d1ea5b26562,,,,,,169.933818353199
225451,107_964V_23.3,0,2019/07/22 08:03:30+00,107_964V_23.3,536a0e28-6d98-44e3-a738-fcfae0a1be8e,,pvstekening-107_964V_23.3_0_0.pdf,c1c7f17f-be10-410b-8a91-37caa6db54c6,,,,,,330.237703514012
225455,107_191AR_19.9,0,2019/07/22 08:08:49+00,107_191AR_19.9,5ed87f29-e04f-4895-8a12-7f1662ee2361,,pvstekening-107_191AR_19.9_0_0.pdf,de8d4787-a140-43d8-b0e8-ee5dde35654a,,,,,,74.9334102992784
225464,107_191AL_19.9,0,2019/07/22 08:16:36+00,107_191AL_19.9,9b5bdf64-ffd1-4c69-9ea2-7bb59b0bee70,,pvstekening-107_191AL_19.9_0_0.pdf,edbe0128-f8cb-4237-b6cb-61ff76252530,,,,,,97.1311739104177
225465,107_187BV_19.4,0,2019/07/22 08:18:24+00,107_187BV_19.4,1c9d7216-009b-421a-8014-2735244fa236,,pvstekening-107_187BV_19.4_0_0.pdf,fa0ded5c-9b5f-46a4-af44-99cee29f98ab,,,,,,582.134780924665
225468,107_133BV_12.0,0,2019/07/22 08:17:27+00,107_133BV_12.0,daca6a5d-f87e-4560-be84-61daf99c27b9,,pvstekening-107_133BV_12.0_0_0.pdf,f903c8b3-7c8b-4583-9180-53e029b248eb,,,,,,10.8622642989388
226619,607_904R_43.4,0,2019/08/13 09:47:06+00,607_904R_43.4,439ada3b-647f-486e-a621-f9dc026fffb0,,pvstekening-607_904R_43.4_0_0.pdf,137a7717-db8b-4d64-9605-7d9a36963adc,,,,,,38.5519016279353
226623,607_904V_43.4,0,2019/08/13 09:51:04+00,607_904V_43.4,e50fa716-d9eb-40e9-bc8f-a23655a3ed5e,,pvstekening-607_904V_43.4_0_0.pdf,81146733-a834-4b39-a88b-993a75009d31,,,,,,72.1353877915956
226843,226_405L_12.1,0,2019/08/22 06:04:54+00,226_405L_12.1,,,pvstekening-226_405L_12.1_0_0.pdf,1f36723a-496d-48be-9e95-07a82834f784,,,,,,400.271795002294
226844,226_405L_12.1,1,2019/08/22 06:04:55+00,226_405L_12.1,,,pvstekening-226_405L_12.1_0_1.pdf,1f36723a-496d-48be-9e95-07a82834f784,,,,,,134.912618133994
226848,226_405R_12.1,0,2019/08/22 06:08:13+00,226_405R_12.1,,,pvstekening-226_405R_12.1_0_0.pdf,27cce35b-1d89-485f-aa68-de75167bcff5,,,,,,509.636763844937
227163,087_1325R_24.2,0,2019/09/05 20:03:23+00,087_1325R_24.2,,,pvstekening-087_1325R_24.2_0_0.pdf,05bcefbc-3e6d-4e1a-9bd5-5dbe516f8d2e,,,,,,801.795073089583
227164,087_1325R_24.2,1,2019/09/05 20:03:25+00,087_1325R_24.2,,,pvstekening-087_1325R_24.2_0_1.pdf,05bcefbc-3e6d-4e1a-9bd5-5dbe516f8d2e,,,,,,801.802310598099
227168,087_119AR_16.6,0,2019/09/05 20:13:52+00,087_119AR_16.6,45619048-02ac-47ce-8799-82bb79e74f6e,,pvstekening-087_119AR_16.6_0_0.pdf,0aecbc22-c453-43eb-a420-fddeadcfd713,,,,,,100.138590254894
227169,087_1335R_24.8,0,2019/09/05 20:20:08+00,087_1335R_24.8,,,pvstekening-087_1335R_24.8_0_0.pdf,1b6cbb98-d877-40d9-b166-704c4c707240,,,,,,454.160481404956
227170,087_900L_25.1,0,2019/09/05 20:23:33+00,087_900L_25.1,8e830f60-b79f-4029-8695-85003d7d6279,,pvstekening-087_900L_25.1_0_0.pdf,254945b7-300f-4072-bf0e-262ba82e4fee,,,,,,265.977062704016
227171,087_1349V_25.8,0,2019/09/05 20:24:27+00,087_1349V_25.8,,,pvstekening-087_1349V_25.8_0_0.pdf,2cdc1365-45a6-4786-9626-7cb98c4a15c5,,,,,,41.79900679454
227172,087_1339R_25.1,0,2019/09/05 20:25:09+00,087_1339R_25.1,,,pvstekening-087_1339R_25.1_0_0.pdf,3dcb9fa2-bb49-4523-baee-d5f3384ef32a,,,,,,62.7869399968046
227173,42187999-1488-4d72-b7cd-d09f9afb40fa,0,2019/09/05 20:26:14+00,,,,pvstekening-42187999-1488-4d72-b7cd-d09f9afb40fa_0_0.pdf,42187999-1488-4d72-b7cd-d09f9afb40fa,,,,,,46.0577235727473
227174,42b9e528-6eb3-4f44-af73-dfade8475e51,0,2019/09/05 20:27:09+00,,,,pvstekening-42b9e528-6eb3-4f44-af73-dfade8475e51_0_0.pdf,42b9e528-6eb3-4f44-af73-dfade8475e51,,,,,,213.298999375079
227179,087_1325R_24.2,2,2019/09/05 20:03:27+00,087_1325R_24.2,,,pvstekening-087_1325R_24.2_0_2.pdf,05bcefbc-3e6d-4e1a-9bd5-5dbe516f8d2e,,,,,,140.18479795042
227187,087_1351R_25.9,0,2019/09/05 20:15:44+00,087_1351R_25.9,,,pvstekening-087_1351R_25.9_0_0.pdf,0cb9a045-f351-42e7-80a5-d9ac5c073f60,,,,,,100.139060775993
227188,087_931pV_24.8,0,2019/09/05 20:17:21+00,087_931pV_24.8,,,pvstekening-087_931pV_24.8_0_0.pdf,0f8c0200-901c-4621-b3b4-c7a6049d04ec,,,,,,20.125176405006
227189,087_1339L_25.1,0,2019/09/05 20:18:16+00,087_1339L_25.1,,,pvstekening-087_1339L_25.1_0_0.pdf,146fce22-4dd3-46d8-a62c-4d8fdefe79ae,,,,,,298.338048774959
227190,087_1335L_24.8,0,2019/09/05 20:22:18+00,087_1335L_24.8,,,pvstekening-087_1335L_24.8_0_0.pdf,210a4c59-dea3-472e-8693-3c0dea79a6c4,,,,,,52.2212015235177
227197,087_117AR_16.5,0,2019/09/05 20:35:28+00,087_117AR_16.5,7e9f55bb-b282-44cd-9a6f-9b0047e4dc3a,,pvstekening-087_117AR_16.5_0_0.pdf,66b93180-e44d-418e-af11-e26ab4c7ad8f,,,,,,220.277953221833
227198,087_1321R_24.1,2,2019/09/05 20:38:52+00,087_1321R_24.1,,,pvstekening-087_1321R_24.1_0_2.pdf,69f21967-c246-4c7f-9989-88c9ccb82373,,,,,,396.494394940622
227199,087_1325L_24.2,0,2019/09/05 20:42:52+00,087_1325L_24.2,,,pvstekening-087_1325L_24.2_0_0.pdf,7daabf31-21ce-47c5-aa6a-ad7fdf980a70,,,,,,400.773213939358
227200,087_901R_24.3,0,2019/09/05 20:48:02+00,087_901R_24.3,,,pvstekening-087_901R_24.3_0_0.pdf,91865b92-4614-4136-8407-719c510eca4c,,,,,,549.238065211398
227201,087_931qV_24.8,0,2019/09/05 20:49:36+00,087_931qV_24.8,,,pvstekening-087_931qV_24.8_0_0.pdf,9d0c4a2c-5602-43e6-84b5-3b63cceca111,,,,,,20.1251122487133
227202,087_117BV_16.6,0,2019/09/05 20:54:25+00,087_117BV_16.6,ba097a3e-ad2a-4824-b3be-1215df74ca7f,,pvstekening-087_117BV_16.6_0_0.pdf,c1240cc1-e912-40b6-90db-51c519d1ddc7,,,,,,20.1930071188023
227207,087_1321L_24.1,0,2019/09/05 21:02:19+00,087_1321L_24.1,,,pvstekening-087_1321L_24.1_0_0.pdf,e3d72579-cda6-4d31-a87c-7c4f20b7c6e1,,,,,,100.13860037918
227211,087_1343L_25.4,0,2019/09/05 20:36:57+00,087_1343L_25.4,,,pvstekening-087_1343L_25.4_0_0.pdf,68fdf038-e73d-4c9a-a06b-054c8c8c7c80,,,,,,62.3037990515141
227212,087_1321R_24.1,0,2019/09/05 20:38:51+00,087_1321R_24.1,,,pvstekening-087_1321R_24.1_0_0.pdf,69f21967-c246-4c7f-9989-88c9ccb82373,,,,,,801.79053916214
227213,087_1321R_24.1,1,2019/09/05 20:38:51+00,087_1321R_24.1,,,pvstekening-087_1321R_24.1_0_1.pdf,69f21967-c246-4c7f-9989-88c9ccb82373,,,,,,801.80421936676
227214,087_1343R_25.4,0,2019/09/05 20:41:03+00,087_1343R_25.4,,,pvstekening-087_1343R_25.4_0_0.pdf,751c1046-11b8-41f2-ae22-82a88a9bb4a7,,,,,,401.457722944551
227215,087_1343R_25.4,1,2019/09/05 20:41:04+00,087_1343R_25.4,,,pvstekening-087_1343R_25.4_0_1.pdf,751c1046-11b8-41f2-ae22-82a88a9bb4a7,,,,,,57.3253646520635
227216,087_1325L_24.2,1,2019/09/05 20:42:52+00,087_1325L_24.2,,,pvstekening-087_1325L_24.2_0_1.pdf,7daabf31-21ce-47c5-aa6a-ad7fdf980a70,,,,,,207.48981381263
227218,087_901V_24.3,0,2019/09/05 20:46:15+00,087_901V_24.3,5f81437b-642f-41ca-8a86-bf7ac08efe3c,,pvstekening-087_901V_24.3_0_0.pdf,8ad2e43b-3d93-4b37-a20c-3c85619d4398,,,,,,235.441959505745
227219,087_1323V_24.2,0,2019/09/05 20:50:21+00,087_1323V_24.2,,,pvstekening-087_1323V_24.2_0_0.pdf,9eaa3e7a-0738-4771-aa4a-f9684958f3a5,,,,,,14.4249976700171
227224,087_1341V_25.2,0,2019/09/05 20:55:58+00,087_1341V_25.2,,,pvstekening-087_1341V_25.2_0_0.pdf,c44fbee9-c9ec-429a-a735-e81c0185743c,,,,,,173.66343958646
227232,087_900V_25.1,0,2019/09/05 21:01:25+00,087_900V_25.1,,,pvstekening-087_900V_25.1_0_0.pdf,e1592aad-f42d-4fd7-8b35-d8056ce40c75,,,,,,73.6150493464482
227234,087_1345V_25.4,0,2019/09/05 21:03:57+00,087_1345V_25.4,,,pvstekening-087_1345V_25.4_0_0.pdf,ee991b42-b70b-473f-8254-4f986ce5c104,,,,,,605.144937090611
227236,087_117AL_16.5,0,2019/09/05 21:05:41+00,087_117AL_16.5,d99d365a-21c7-4bc6-847f-1f8b317cb596,,pvstekening-087_117AL_16.5_0_0.pdf,f6ba3de8-754e-48b7-a6bf-3e07027493e5,,,,,,100.139643867422
227340,950_273BR_13.9,0,2019/09/07 17:59:10+00,950_273BR_13.9,196beaac-3157-4585-9c95-ed969e3d3fa6,,pvstekening-950_273BR_13.9_0_0.pdf,3822e791-c36f-45da-a796-b8bc7b9ba89c,,,,,,806.893193210177
227341,950_273BR_13.9,1,2019/09/07 17:59:10+00,950_273BR_13.9,196beaac-3157-4585-9c95-ed969e3d3fa6,,pvstekening-950_273BR_13.9_0_1.pdf,3822e791-c36f-45da-a796-b8bc7b9ba89c,,,,,,70.6230155212425
227343,950_271V_13.2,0,2019/09/07 18:00:07+00,950_271V_13.2,b214a14d-fa38-4188-b2a7-fe585d72b771,,pvstekening-950_271V_13.2_0_0.pdf,3d999ff0-e04e-4607-be73-45da07dd1b42,,,,,,632.713506113054
227348,950_273AL_13.8,0,2019/09/07 18:03:39+00,950_273AL_13.8,453495f7-751a-4126-9732-51d4c075b99b,,pvstekening-950_273AL_13.8_0_0.pdf,63dc0bc8-4a7f-4a34-b6ce-a33bdaf7dc37,,,,,,103.335929599469
227355,950_271R_13.2,0,2019/09/07 18:05:55+00,950_271R_13.2,e05f16cb-0c95-49ea-ad36-fae706641e0c,,pvstekening-950_271R_13.2_0_0.pdf,c9705c0c-2e7a-4a14-bf6d-6d9691175819,,,,,,115.340321971479
228377,938_4533L_1.2,0,2019/09/25 12:18:11+00,938_4533L_1.2,8634c1ab-a5a9-4bc7-8191-a884e50a5a7a,,pvstekening-938_4533L_1.2_0_0.pdf,016da4e8-034f-4b7f-bbdc-06af69b86bce,,,,,,158.249829954379
228378,938_4545V_1.4,0,2019/09/25 12:19:27+00,938_4545V_1.4,6e128f73-5f87-40f5-b68a-c75a116dc697,,pvstekening-938_4545V_1.4_0_0.pdf,03602151-9aea-414f-9667-5d7a745f2043,,,,,,800.325591152203
228382,938_4531V_1.2,0,2019/09/25 12:22:54+00,938_4531V_1.2,44e697f1-1003-45a8-9ced-4bac0c4382be,,pvstekening-938_4531V_1.2_0_0.pdf,2d7fd551-f15f-47c2-b00a-e78f819333b8,,,,,,11.9400484228499
228385,938_4629qV_3.6,0,2019/09/25 12:25:54+00,938_4629qV_3.6,,,pvstekening-938_4629qV_3.6_0_0.pdf,499b6025-7824-4d8d-ae4c-4caf57c4e0c1,,,,,,20.1250943858952
228386,938_4625pV_3.6,0,2019/09/25 12:27:29+00,938_4625pV_3.6,,,pvstekening-938_4625pV_3.6_0_0.pdf,50d14fcc-6756-48c6-bf81-5c32a68b7269,,,,,,20.1251505057312
228388,938_4581L_2.3,0,2019/09/25 12:29:50+00,938_4581L_2.3,05aebeae-67f2-4ce4-a75f-2e058f6a289f,,pvstekening-938_4581L_2.3_0_0.pdf,679f54de-bb71-4875-b9cf-1476ac687ab5,,,,,,137.403341467198
228392,938_4515V_0.3,0,2019/09/25 12:31:46+00,938_4515V_0.3,55d006b8-eb3c-4bf9-a6c9-7bb35bd4a1e3,,pvstekening-938_4515V_0.3_0_0.pdf,74687637-4db0-405e-9164-e0291f2ddc86,,,,,,800.494870702601
228393,938_4515V_0.3,1,2019/09/25 12:31:47+00,938_4515V_0.3,55d006b8-eb3c-4bf9-a6c9-7bb35bd4a1e3,,pvstekening-938_4515V_0.3_0_1.pdf,74687637-4db0-405e-9164-e0291f2ddc86,,,,,,189.069540030507
228397,938_4625qV_3.6,0,2019/09/25 12:22:01+00,938_4625qV_3.6,,,pvstekening-938_4625qV_3.6_0_0.pdf,25b2189c-a725-4eac-85e8-8e6b66543f32,,,,,,20.1251530534416
228398,938_4601L_2.6,0,2019/09/25 12:27:47+00,938_4601L_2.6,7c7f158e-ab40-4794-a0a5-0790d08cbd18,,pvstekening-938_4601L_2.6_0_0.pdf,5592cbf5-70b4-4b1a-8d02-0e937c3840ee,,,,,,40.4760275166466
228401,155_4441L_86.4,1,2019/09/25 14:33:40+00,155_4441L_86.4,16c78250-8b82-4070-8a82-aa46a2758528,,pvstekening-155_4441L_86.4_0_1.pdf,038dc3eb-44c2-41e9-8dd2-13957ccd3a01,,,,,,807.964271213765
228408,155_4441R_86.4,2,2019/09/25 15:13:19+00,155_4441R_86.4,f747adcb-037d-417d-b5d8-f18b2e8bc485,,pvstekening-155_4441R_86.4_0_2.pdf,d3d6d99d-3268-452e-a08c-cd515e9098da,,,,,,528.876726223829
228412,938_4633V_3.6,0,2019/09/25 12:26:43+00,938_4633V_3.6,ba911fb3-3fcd-44a8-93cf-1204382017b5,,pvstekening-938_4633V_3.6_0_0.pdf,4dcd4346-2b66-4695-a5cf-023050c3cb22,,,,,,40.7503112648235
228414,938_4603R_2.6,1,2019/09/25 12:38:29+00,938_4603R_2.6,8fd0a68b-65d1-4572-8ad0-c3db7a5776e2,,pvstekening-938_4603R_2.6_0_1.pdf,b0299976-9b06-4877-8dd9-6a65bc440502,,,,,,526.423739759508
228416,155_4311R_64.4,0,2019/09/25 14:38:38+00,155_4311R_64.4,319319b9-e72f-428e-8c12-6e341b699cd1,,pvstekening-155_4311R_64.4_0_0.pdf,314f81d8-89fa-459e-aa09-efa64f75532e,,,,,,117.433885262679
228427,938_4545V_1.4,1,2019/09/25 12:19:28+00,938_4545V_1.4,6e128f73-5f87-40f5-b68a-c75a116dc697,,pvstekening-938_4545V_1.4_0_1.pdf,03602151-9aea-414f-9667-5d7a745f2043,,,,,,188.54627218041
228430,938_4621L_3.5,0,2019/09/25 12:22:07+00,938_4621L_3.5,b23b76b2-9287-4702-b4e9-e0e72d6d695e,,pvstekening-938_4621L_3.5_0_0.pdf,25137159-5259-40a2-8d1f-193e97cad45e,,,,,,151.761873563167
228431,938_4593V_2.4,0,2019/09/25 12:23:40+00,938_4593V_2.4,e65137d8-47ac-4ef6-bfbc-e180171775da,,pvstekening-938_4593V_2.4_0_0.pdf,32c998e3-3ca8-4097-aeb4-0924d032cf7d,,,,,,112.973545822682
228434,938_4623L_3.5,0,2019/09/25 12:25:23+00,938_4623L_3.5,7320cfdb-0ada-408e-9759-b4bc1a2df339,,pvstekening-938_4623L_3.5_0_0.pdf,490e4aa8-2929-4fbc-937c-e5201fd4881c,,,,,,61.5359187020184
228435,938_4627R_3.5,0,2019/09/25 12:26:11+00,938_4627R_3.5,f1972496-3555-4c69-910c-9e6f6370007a,,pvstekening-938_4627R_3.5_0_0.pdf,4d2df171-4b91-40e0-b173-d480ec57c57a,,,,,,40.5000637809374
228437,938_4621R_3.5,0,2019/09/25 12:28:34+00,938_4621R_3.5,3239b52b-fff9-4ba2-a95c-8f918439ea35,,pvstekening-938_4621R_3.5_0_0.pdf,59a524be-0b02-48a8-ab04-399ca3172ab1,,,,,,49.5304910600531
228453,938_4601R_2.6,0,2019/09/25 12:42:00+00,938_4601R_2.6,63d97b76-096a-4a4e-8ab6-055665506437,,pvstekening-938_4601R_2.6_0_0.pdf,d148c040-cdd4-4760-a245-aaf803363449,,,,,,805.238295564352
228454,938_4601R_2.6,1,2019/09/25 12:42:00+00,938_4601R_2.6,63d97b76-096a-4a4e-8ab6-055665506437,,pvstekening-938_4601R_2.6_0_1.pdf,d148c040-cdd4-4760-a245-aaf803363449,,,,,,250.512451311008
