FID,aanlegjaar,omschrijving,thema,verhardingsfunctie,verhardingssoort,geometrie
O10002_GBI_Wegen_en_bruggen.1188,1998,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((176662.429 505117.867, 176663.804 505117.79, 176665.429 505117.699, 176671.431 505146.007, 176672.109 505149.31, 176672.149 505149.508, 176673.236 505154.945, 176671.519 505155.157, 176671.531 505155.256, 176673.239 505155.045, 176673.342 505155.04, 176675.933 505167.404, 176674.304 505167.503, 176674.31 505167.603, 176675.932 505167.505, 176677.696 505176.141, 176678.452 505179.861, 176679.084 505182.848, 176679.568 505185.042, 176680.445 505189.307, 176684.339 505208.25, 176685.019 505211.711, 176686.986 505221.342, 176683.962 505221.976, 176681.858 505211.893, 176681.155 505208.552, 176679.907 505202.484, 176679.478 505200.397, 176677.643 505191.472, 176676.361 505185.228, 176675.972 505183.047, 176675.285 505180.007, 176673.235 505170.025, 176673.053 505169.137, 176674.533 505169.047, 176674.527 505168.947, 176673.032 505169.038, 176669.822 505153.908, 176671.253 505153.81, 176671.246 505153.71, 176669.801 505153.809, 176668.983 505149.704, 176668.943 505149.506, 176668.236 505146.184, 176662.429 505117.867)))"
O10002_GBI_Wegen_en_bruggen.1189,2003,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((176231.771 505066.467, 176227.396 505060.947, 176229.703 505048.879, 176233.966 505055.094, 176231.771 505066.467)))"
O10002_GBI_Wegen_en_bruggen.1190,2003,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((176082.118 505120.352, 176082.444 505120.958, 176083.579 505123.034, 176084.985 505125.541, 176086.365 505127.938, 176087.505 505129.872, 176088.983 505132.322, 176090.762 505135.187, 176092.324 505137.632, 176093.444 505139.347, 176094.432 505140.835, 176095.452 505142.346, 176096.276 505143.551, 176096.562 505143.965, 176096.824 505144.343, 176096.367 505144.695, 176093.26 505140.059, 176091.354 505137.109, 176089.62 505134.351, 176087.956 505131.631, 176085.65 505127.738, 176084.248 505125.297, 176082.706 505122.542, 176081.644 505120.598, 176082.118 505120.352)))"
O10002_GBI_Wegen_en_bruggen.1191,1992,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((176317.969 503150.36, 176318.819 503147.59, 176349.079 503135.14, 176351.219 503129.89, 176378.089 503118.73, 176378.949 503120.8, 176352.919 503131.61, 176350.869 503136.82, 176317.969 503150.36)))"
O10002_GBI_Wegen_en_bruggen.1192,2003,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((176206.173 505014.98, 176203.926 505005.006, 176210.854 504995.435, 176212.971 505005.495, 176206.173 505014.98)))"
O10002_GBI_Wegen_en_bruggen.1193,2011,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((175767.46 505357.666, 175765.403 505337.977, 175763.399 505318.601, 175767.484 505318.195, 175769.477 505337.325, 175771.513 505357.224, 175767.46 505357.666)))"
O10002_GBI_Wegen_en_bruggen.1194,2011,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((175762.96 505314.458, 175759.927 505285.077, 175764.022 505284.659, 175767.062 505314.056, 175762.96 505314.458)))"
O10002_GBI_Wegen_en_bruggen.1195,2012,wegdeel vlak,Voetpad,Voetpad,beton keiformaat,"MULTIPOLYGON (((175813.116 505362.927, 175809.641 505363.263, 175807.655 505343.342, 175811.332 505342.976, 175819.835 505342.126, 175821.786 505362.041, 175813.116 505362.927)))"
O10002_GBI_Wegen_en_bruggen.1196,1994,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((175970.945 504954.634, 175971.302 504956.559, 175970.296 504956.785, 175970.029 504957.331, 175970.213 504958.291, 175968.705 504958.635, 175968.516 504958.622, 175968.345 504958.541, 175968.215 504958.405, 175968.142 504958.23, 175967.929 504957.235, 175967.915 504956.856, 175967.969 504956.481, 175968.089 504956.121, 175968.271 504955.788, 175968.51 504955.493, 175968.797 504955.246, 175969.124 504955.054, 175969.48 504954.923, 175969.627 504954.889, 175970.945 504954.634)))"
O10002_GBI_Wegen_en_bruggen.1197,1992,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((177036.886 502889.619, 177038.139 502892.55, 177043.339 502905.05, 177044.579 502908.07, 177044.532 502907.982, 177044.485 502907.946, 177044.449 502907.931, 177044.404 502907.924, 177044.371 502907.925, 177044.352 502907.929, 177044.319 502907.94, 177040.219 502909.68, 177032.669 502891.57, 177036.769 502889.85, 177036.847 502889.797, 177036.89 502889.713, 177036.886 502889.619)))"
O10002_GBI_Wegen_en_bruggen.1198,1992,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((176927.609 502851.839, 176927.589 502851.757, 176927.608 502851.676, 176927.663 502851.612, 176927.739 502851.58, 176928.069 502851.44, 176930.004 502856.101, 176909.099 502864.81, 176908.979 502864.31, 176929.269 502855.87, 176927.609 502851.839)))"
O10002_GBI_Wegen_en_bruggen.1199,1960,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((177606.632 503733.267, 177604.566 503733.475, 177603.538 503724.033, 177605.676 503723.817, 177606.632 503733.267)))"
O10002_GBI_Wegen_en_bruggen.1204,1994,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((177926.516 503605.559, 177931.634 503607.463, 177929.373 503611.101, 177931.479 503633.061, 177933.601 503655.19, 177936.133 503655.022, 177936.25 503657.449, 177933.82 503657.652, 177934.915 503669.969, 177932.766 503668.469, 177930.526 503646.949, 177930.146 503643.019, 177926.716 503608.079, 177926.516 503605.559)))"
O10002_GBI_Wegen_en_bruggen.1205,1996,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((178102.32 504313.951, 178099.054 504315.728, 178097.53 504313.06, 178096.475 504313.64, 178097.94 504316.332, 178094.651 504318.129, 178093.163 504315.438, 178085.622 504319.522, 178087.051 504322.244, 178083.772 504324.025, 178082.32 504321.327, 178081.644 504321.681, 178083.079 504324.389, 178079.803 504326.145, 178078.328 504323.488, 178070.081 504327.947, 178071.371 504330.365, 178071.526 504330.655, 178071.228 504330.845, 178070.918 504331.015, 178070.317 504331.277, 178069.857 504331.422, 178069.39 504331.522, 178069.331 504331.535, 178068.687 504331.601, 178068.057 504331.592, 178067.473 504331.518, 178066.791 504331.347, 178066.109 504331.077, 178065.414 504330.681, 178064.867 504330.261, 178064.476 504329.883, 178063.986 504329.278, 178063.777 504328.955, 178111.203 504303.234, 178111.348 504303.159, 178111.445 504303.628, 178111.522 504304.175, 178111.563 504304.791, 178111.557 504305.406, 178111.495 504306.086, 178111.389 504306.691, 178111.268 504307.181, 178111.084 504307.751, 178110.786 504308.463, 178110.584 504308.852, 178108.339 504307.164, 178100.84 504311.255, 178102.32 504313.951)))"
O10002_GBI_Wegen_en_bruggen.1206,1996,wegdeel vlak,Fietspad,Vrijliggend fietspad,cementbeton,"MULTIPOLYGON (((176418.122 504962.734, 176417.912 504962.928, 176418.635 504964.088, 176419.02 504964.793, 176419.293 504965.343, 176419.549 504965.899, 176419.901 504966.754, 176420.262 504967.78, 176420.511 504968.62, 176420.757 504969.641, 176420.885 504970.298, 176421.105 504971.96, 176421.174 504973.3, 176421.17 504979.261, 176421.409 504981.622, 176421.886 504983.993, 176422.448 504985.89, 176423.152 504987.721, 176424.059 504989.602, 176425.21 504991.534, 176427.697 504995.041, 176433.288 505002.951, 176440.051 505012.519, 176447.012 505022.367, 176452.47 505030.088, 176458.451 505038.55, 176463.927 505046.297, 176466.031 505049.295, 176467.553 505051.333, 176469.187 505053.347, 176471.241 505055.662, 176472.486 505056.962, 176479.527 505064.297, 176482.538 505067.433, 176483.124 505068.106, 176484.049 505069.03, 176484.885 505069.745, 176486.09 505070.616, 176487.305 505071.335, 176488.434 505071.879, 176489.554 505072.315, 176490.764 505072.837, 176491.639 505073.288, 176492.472 505073.781, 176493.03 505074.149, 176493.648 505074.597, 176494.202 505075.037, 176494.51 505075.299, 176494.936 505075.683, 176495.364 505076.097, 176495.538 505076.276, 176495.738 505076.441, 176496.038 505076.627, 176496.359 505076.762, 176496.93 505076.874, 176497.371 505076.859, 176493.962 505078.992, 176493.543 505078.494, 176492.869 505077.793, 176492.28 505077.266, 176491.632 505076.759, 176491.059 505076.367, 176490.353 505075.946, 176489.741 505075.633, 176489.005 505075.311, 176488.458 505075.109, 176486.901 505074.467, 176485.217 505073.581, 176483.547 505072.47, 176482.107 505071.287, 176480.48 505069.619, 176475.822 505064.803, 176470.328 505059.123, 176468.527 505057.178, 176467.208 505055.663, 176465.654 505053.77, 176464.172 505051.844, 176462.603 505049.657, 176447.524 505028.311, 176446.406 505026.729, 176423.766 504994.679, 176422.996 504993.593, 176422.613 504993.009, 176422.175 504992.299, 176421.636 504991.356, 176420.949 504990.012, 176420.291 504988.526, 176419.694 504986.925, 176419.145 504985.101, 176418.688 504983.073, 176418.391 504981.088, 176418.249 504979.359, 176418.168 504973.348, 176418.057 504971.663, 176417.91 504970.682, 176417.682 504969.628, 176417.047 504967.649, 176416.243 504965.916, 176414.905 504965.722, 176412.172 504965.334, 176411.977 504965.048, 176417.991 504959.523, 176418.189 504959.718, 176418.059 504960.278, 176417.996 504960.721, 176417.963 504961.28, 176417.979 504961.799, 176418.03 504962.255, 176418.069 504962.482, 176418.122 504962.734)))"
O10002_GBI_Wegen_en_bruggen.1207,1965,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((177900.666 504370.971, 177901.933 504368.654, 177902.063 504368.361, 177902.067 504368.037, 177898.671 504352.013, 177896.611 504342.295, 177894.837 504333.921, 177892.817 504324.392, 177890.807 504314.907, 177889.233 504307.479, 177887.214 504297.955, 177885.624 504290.451, 177885.537 504290.258, 177885.374 504290.092, 177886.491 504290.234, 177902.891 504367.647, 177904.102 504367.423, 177905.01 504371.681, 177905.45 504373.676, 177918.97 504436.894, 177919.872 504441.084, 177922.804 504454.841, 177919.172 504455.61, 177918.788 504455.855, 177918.73 504455.362, 177920.129 504453.394, 177920.243 504453.095, 177920.244 504452.785, 177918.776 504445.936, 177918.653 504445.654, 177918.413 504445.442, 177916.167 504444.038, 177914.752 504437.242, 177916.25 504435.162, 177916.334 504434.925, 177916.332 504434.698, 177904.192 504377.927, 177904.061 504377.633, 177903.789 504377.385, 177901.758 504376.193, 177900.666 504370.971)))"
O10002_GBI_Wegen_en_bruggen.1208,1998,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((176854.492 505174.574, 176849.994 505174.869, 176835.616 505175.739, 176832.075 505175.974, 176831.785 505171.582, 176854.227 505170.163, 176854.492 505174.574)))"
O10002_GBI_Wegen_en_bruggen.1209,1998,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((176599.573 504965.275, 176590.99 504956.005, 176594.228 504952.989, 176602.801 504962.288, 176599.573 504965.275)))"
O10002_GBI_Wegen_en_bruggen.1210,2003,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((176083.279 505136.427, 176083.375 505136.539, 176083.501 505136.647, 176083.643 505136.732, 176083.852 505136.809, 176085.426 505137.138, 176085.627 505137.192, 176085.822 505137.296, 176085.957 505137.411, 176086.021 505137.483, 176086.097 505137.594, 176086.498 505138.227, 176087.837 505140.317, 176088.996 505142.093, 176090.146 505143.829, 176091.116 505145.271, 176092.325 505147.043, 176093.633 505148.927, 176094.715 505150.463, 176095.872 505152.081, 176097.216 505153.932, 176098.39 505155.522, 176099.639 505157.19, 176101.058 505159.054, 176102.499 505160.914, 176103.451 505162.127, 176103.553 505162.305, 176103.623 505162.522, 176103.644 505162.709, 176103.637 505162.853, 176103.413 505164.455, 176103.385 505164.601, 176103.387 505164.766, 176103.41 505164.885, 176103.434 505164.96, 176103.464 505165.026, 176103.495 505165.083, 176102.878 505164.289, 176101.057 505161.944, 176099.154 505159.494, 176097.274 505157.1, 176094.955 505154.023, 176093.478 505151.987, 176091.886 505149.72, 176089.544 505146.239, 176088.813 505145.116, 176087.901 505143.685, 176086.481 505141.456, 176085.356 505139.69, 176084.295 505138.025, 176083.767 505137.197, 176083.279 505136.427)))"
O10002_GBI_Wegen_en_bruggen.1211,2003,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((176064.079 505079.933, 176063.588 505080.11, 176062.861 505078.081, 176061.796 505075.006, 176060.788 505071.963, 176059.588 505068.15, 176058.755 505065.367, 176057.645 505061.457, 176056.97 505058.95, 176056.301 505056.352, 176055.763 505054.17, 176055.06 505051.18, 176055.572 505051.076, 176055.628 505051.317, 176055.732 505051.764, 176055.85 505052.265, 176055.998 505052.889, 176056.299 505054.132, 176056.579 505055.269, 176057.138 505057.468, 176057.8 505059.973, 176058.675 505063.136, 176059.794 505066.965, 176060.917 505070.598, 176061.826 505073.407, 176062.727 505076.087, 176063.451 505078.17, 176063.842 505079.273, 176064.079 505079.933)))"
O10002_GBI_Wegen_en_bruggen.1212,2003,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((176055.092 505069.439, 176055.62 505069.201, 176056.069 505070.627, 176056.92 505073.275, 176057.811 505075.984, 176058.826 505078.993, 176059.88 505082.036, 176060.918 505084.957, 176062.08 505088.147, 176063.064 505090.782, 176063.714 505092.494, 176063.232 505092.689, 176063.151 505092.478, 176062.564 505090.941, 176061.832 505088.997, 176060.325 505084.897, 176059.604 505082.885, 176058.867 505080.792, 176057.775 505077.62, 176056.897 505075.008, 176056.45 505073.654, 176055.843 505071.789, 176055.328 505070.183, 176055.092 505069.439)))"
O10002_GBI_Wegen_en_bruggen.1213,1994,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((176446.406 505026.729, 176447.524 505028.311, 176438.765 505035.835, 176437.493 505034.477, 176446.406 505026.729)))"
O10002_GBI_Wegen_en_bruggen.1214,2010,wegdeel vlak,Voetpad,Vrijliggend voetpad,halfverhard,"MULTIPOLYGON (((176493.469 503477.94, 176495.389 503477.81, 176497.337 503477.644, 176520.769 503475.65, 176539.469 503473.37, 176540.657 503473.268, 176541.222 503473.224, 176542.714 503473.12, 176544.662 503473.012, 176547.697 503472.904, 176550.469 503472.87, 176564.559 503473.05, 176564.977 503473.044, 176565.387 503472.913, 176565.729 503472.674, 176565.949 503472.409, 176566.588 503475.629, 176566.472 503475.46, 176566.401 503475.378, 176566.194 503475.194, 176565.986 503475.066, 176565.692 503474.956, 176565.369 503474.91, 176549.809 503474.75, 176546.468 503474.79, 176542.81 503474.976, 176539.852 503475.238, 176536.459 503475.66, 176521.179 503477.56, 176495.709 503479.69, 176493.679 503479.44, 176493.469 503477.94)))"
O10002_GBI_Wegen_en_bruggen.1215,1998,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((176576.752 505052.261, 176577.26 505054.833, 176577.984 505058.651, 176576.617 505058.933, 176573.81 505055.787, 176574.921 505054.657, 176569.314 505027.224, 176571.505 505026.755, 176576.752 505052.261)))"
O10002_GBI_Wegen_en_bruggen.1216,2003,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((176065.883 505085.067, 176066.155 505085.779, 176066.609 505086.966, 176067.111 505088.28, 176067.674 505089.752, 176068.131 505090.949, 176068.291 505091.365, 176068.411 505091.68, 176067.926 505091.877, 176065.384 505085.261, 176065.883 505085.067)))"
O10002_GBI_Wegen_en_bruggen.1217,1982,wegdeel vlak,Rijbaan,Rijbaan,beton dikformaat,"MULTIPOLYGON (((177967.786 502908.184, 177968.979 502911.09, 177972.025 502918.369, 177972.059 502918.443, 177972.07 502918.47, 177967.369 502920.419, 177967.304 502920.26, 177964.379 502913.05, 177958.157 502898.069, 177958.083 502897.893, 177951.143 502881.158, 177950.909 502880.56, 177955.579 502878.66, 177955.801 502879.219, 177958.829 502886.66, 177963.859 502898.75, 177965.03 502901.525, 177965.06 502901.609, 177965.069 502901.63, 177966.359 502904.76, 177967.579 502907.7, 177967.741 502908.103, 177967.786 502908.184)))"
O10002_GBI_Wegen_en_bruggen.1218,1983,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((177499.889 503058.96, 177487.439 503064.1, 177487.552 503064.041, 177487.59 503064.012, 177487.662 503063.935, 177487.714 503063.852, 177487.748 503063.762, 177487.764 503063.679, 177487.766 503063.599, 177487.749 503063.497, 177487.727 503063.433, 177487.709 503063.39, 177486.263 503060.021, 177486.237 503059.945, 177486.222 503059.849, 177486.223 503059.774, 177486.239 503059.691, 177486.255 503059.643, 177486.281 503059.586, 177486.316 503059.532, 177486.364 503059.475, 177486.416 503059.43, 177486.519 503059.37, 177497.165 503054.95, 177497.272 503054.926, 177497.323 503054.924, 177497.385 503054.928, 177497.438 503054.938, 177497.477 503054.949, 177497.546 503054.979, 177497.605 503055.016, 177497.636 503055.04, 177497.666 503055.068, 177497.695 503055.101, 177497.714 503055.126, 177497.747 503055.179, 177497.765 503055.216, 177499.219 503058.668, 177499.25 503058.728, 177499.312 503058.813, 177499.387 503058.882, 177499.456 503058.928, 177499.534 503058.964, 177499.624 503058.989, 177499.708 503058.998, 177499.774 503058.997, 177499.889 503058.96)))"
O10002_GBI_Wegen_en_bruggen.1219,1980,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((177628.439 503097.9, 177629.798 503098.509, 177628.629 503101.32, 177640.189 503129.08, 177642.259 503134.06, 177644.433 503139.281, 177642.116 503140.208, 177639.977 503134.891, 177636.478 503126.455, 177635.401 503123.828, 177631.886 503115.354, 177629.626 503109.949, 177625.279 503111.71, 177624.769 503110.48, 177629.229 503108.64, 177626.589 503102.29, 177628.439 503097.9)))"
O10002_GBI_Wegen_en_bruggen.1220,1998,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((176555.896 504846.474, 176557.42 504848.076, 176555.169 504850.162, 176543.996 504860.515, 176541.333 504862.982, 176528.464 504874.907, 176526.951 504873.248, 176538.697 504862.383, 176541.616 504859.683, 176555.896 504846.474)))"
O10002_GBI_Wegen_en_bruggen.1221,1967,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((178016.552 503681.445, 178017.042 503686.261, 178011.623 503686.851, 178003.972 503687.616, 178003.492 503682.786, 178016.552 503681.445)))"
O10002_GBI_Wegen_en_bruggen.1222,1988,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((178085.25 504214.924, 178085.163 504216.02, 178084.882 504219.357, 178072.57 504218.412, 178072.897 504213.961, 178085.25 504214.924)))"
