FID,OVW_STARTDATUM,BOOMHOOGTE,BOOMKLASSE,BOOMSOORT,BUURT,EIGENAAR,FOTO,FUNCTIE,GEOMETRIE,GEOVISIA_ID,KROONDIAMETER,NEDERLANDSE_NAAM,OBJECT_EINDDATUM,PLANTJAAR,PLANTWIJZE,REDEN_WAARDEVOL,STAMDIAMETER,STANDPLAATS,STATUS,STRAATNAAM,WIJKNAAM,LATITUDE,LONGITUDE,STATUS_AFVALLIJST,FOTO_ORG,OVW_MAX_SIZE
Monumentale_bomen.142976,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Stadhuisplein,Gemeente Amersfoort,,Buurt- en blokgroen,POINT (52.157651065999325 5.3839476329319575),E0BCFF12-40FB-4FB2-934F-2CBC3DB312CC,15,gewone beuk,,1860,Solitair,Beeldbepalendheid,100-125 cm,Heesters,Monumentaal,Gaslaan,Stadskern,52.1576475057226,5.38394771089249,Monumentale boom APV 2017,,0

Monumentale_bomen.142977,2023-02-03,>24 m,Geen vrije uitgroei,Platanus orientalis,Coninckstraat e.o.,Gemeente Amersfoort,5633F4A5-2FA8-4356-89E5-BA28187EC235,Stadsdeel- en wijkgroen,POINT (52.15968246870527 5.388758533758011),04A82561-519E-4A6C-9B12-BD028C8383CD,24,oosterse plataan,,1920,Groep,Beeldbepalendheid,100-125 cm,Ruw gras,Monumentaal,Plantsoen-Noord,Stadskern,52.1596789241092,5.38875856352181,Monumentale boom APV 2017,5633F4A5-2FA8-4356-89E5-BA28187EC235,0

Monumentale_bomen.142978,2023-02-03,15-18 m,Geen vrije uitgroei,Fagus sylvatica,Oranjebuurt,Gemeente Amersfoort,6E8CEE76-7B41-4320-84C0-95EC4DE1AD21,,POINT (52.14307659731562 5.359215207880011),E854599E-95D0-491F-844D-B026C5CB71DD,,gewone beuk,,1930,Groep,Beeldbepalendheid,51-75 cm,Heesters,Monumentaal,Belgenlaan,De Berg-Noord,52.1430729751193,5.35921556508998,Monumentale boom APV 2017,6E8CEE76-7B41-4320-84C0-95EC4DE1AD21,0

Monumentale_bomen.142979,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,Langenoord,Gemeente Amersfoort,5154AAA4-FBFE-4DA5-B11B-ED0C9EC5829A,Stadsdeel- en wijkgroen,POINT (52.19078144196794 5.383278563845934),217DF582-FB0E-44DD-B584-666C501FE531,15,zomereik,,1920,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Heesters,Monumentaal,Oude Kerklaan,Hoogland,52.1907777073464,5.38327820628133,Categorie 1,5154AAA4-FBFE-4DA5-B11B-ED0C9EC5829A,0

Monumentale_bomen.142980,2023-02-03,15-18 m,Vrije uitgroei,Fagus sylvatica Pendula,Park Schothorst,Gemeente Amersfoort,86BA86D1-E7B4-4436-A20E-C0491C2232BC,Stadsdeel- en wijkgroen,POINT (52.177661381174616 5.383751068545291),2CBCEC53-D169-4446-A9B9-3E45CB2F564C,15,groene treurbeuk,,1830,Solitair,Beeldbepalendheid,100-125 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1776577240629,5.3837508821188,Monumentale boom APV 2017,86BA86D1-E7B4-4436-A20E-C0491C2232BC,0

Monumentale_bomen.142981,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Park Schothorst,Gemeente Amersfoort,1B9511BF-6D33-4D96-8F44-26B698BDFFA1,Stadsdeel- en wijkgroen,POINT (52.177997508668405 5.385077235122444),6CA0E521-6E84-4D53-B582-CA11EC66A0F5,15,zomereik,,1930,Solitair,Beeldbepalendheid,76-100 cm,Heesters,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1779938564191,5.38507703699979,Monumentale boom APV 2017,1B9511BF-6D33-4D96-8F44-26B698BDFFA1,0

Monumentale_bomen.142982,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica Atropunicea,Park Schothorst,Gemeente Amersfoort,160EB7F4-3357-4828-A122-B30B113A9F7A,Stadsdeel- en wijkgroen,POINT (52.17796117349867 5.385275281285692),C1E7A4B3-8FA7-4D00-BE79-2D12F2575225,15,bruine beuk,,1930,Groep,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1779575224433,5.38527508256713,,160EB7F4-3357-4828-A122-B30B113A9F7A,0

Monumentale_bomen.142983,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Park Schothorst,Gemeente Amersfoort,4B3B09D1-1E64-4525-861C-B5F2E6852445,Stadsdeel- en wijkgroen,POINT (52.18107799750372 5.380353706382596),8EC71057-B1E4-4B36-92AD-273C6F8BD0C0,15,zomereik,,1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Molenweg,Schothorst-Noord,52.1810743048567,5.38035349377887,Categorie 2,4B3B09D1-1E64-4525-861C-B5F2E6852445,0

Monumentale_bomen.142984,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Park Schothorst,Gemeente Amersfoort,E9B549ED-1CBF-4C3D-8B7D-2F0D84C154E6,Pareltjes,POINT (52.17426237118893 5.378672100193542),AC23ACAF-E4C8-4A4C-8A61-9CCF1BF82105,24,zomereik,,1790,Solitair,Beeldbepalendheid,>150 cm,Gazon,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1742587067764,5.37867198548896,Monumentale boom APV 2017,E9B549ED-1CBF-4C3D-8B7D-2F0D84C154E6,0

Monumentale_bomen.142985,2023-02-03,15-18 m,Geen vrije uitgroei,Tilia x europaea,Park Schothorst,Gemeente Amersfoort,AFC0B47C-EAD7-4FF2-9101-C3999CC6F23E,Pareltjes,POINT (52.17596210162049 5.38056791637606),B87CD4DA-7E7F-4BEB-B9D4-F49468A0A335,12,gewone linde,,<1930,Solitair,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.175958437683,5.38056776949212,,AFC0B47C-EAD7-4FF2-9101-C3999CC6F23E,0

Monumentale_bomen.142986,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus robur,Coelhorst,Gemeente Amersfoort,,Agrarische bestemming,POINT (52.17813991605852 5.361213504628048),E7925DF0-2189-4A9C-A652-2155155165DE,12,zomereik,,1935,Solitair,Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Weerhorsterweg,Hoogland-West,52.1781361488576,5.36121343509227,,,0

Monumentale_bomen.142987,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Bieshaar-Noord,Gemeente Amersfoort,6497FDC3-A380-4D8F-9661-BA81DAD33AB6,Buurt- en blokgroen,POINT (52.1888074285193 5.369160458765927),8A7228EC-DE49-4979-814B-23D4683111D2,9,zomereik,,<1930,Groep,Beeldbepalendheid,100-125 cm,Bosplantsoen,Monumentaal,Fluitekamp,Hoogland,52.1888036373353,5.36916021307828,Monumentale boom APV 2017,6497FDC3-A380-4D8F-9661-BA81DAD33AB6,0

Monumentale_bomen.142988,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Zeldert,Gemeente Amersfoort,,Agrarische bestemming,POINT (52.18163890868645 5.350960516138526),5B1C3442-6DA2-45C2-ADCC-10C03F7D950F,15,gewone beuk,,1931,Bomenrij,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Coelhorsterweg,Hoogland-West,52.1816350769867,5.35096046279101,Categorie 3,,0

Monumentale_bomen.142989,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Park Schothorst,Gemeente Amersfoort,5AD96333-EDF0-4E21-AEA8-D76B59AD07B9,Stadsdeel- en wijkgroen,POINT (52.17980884445867 5.379318754424089),2806FE9D-2B88-4291-9A06-2212313F72B4,12,zomereik,,1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Molenweg,Schothorst-Noord,52.1798051537088,5.3793185641658,Categorie 1,5AD96333-EDF0-4E21-AEA8-D76B59AD07B9,0

Monumentale_bomen.142990,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Park Schothorst,Gemeente Amersfoort,B33CBB96-E8A0-4A19-A8E4-0598043F2669,Stadsdeel- en wijkgroen,POINT (52.180996195954314 5.380149024076702),50342408-753D-425F-87F3-6785AD117699,15,zomereik,,1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Molenweg,Schothorst-Noord,52.1809925027505,5.38014881369439,Categorie 2,B33CBB96-E8A0-4A19-A8E4-0598043F2669,0

Monumentale_bomen.142991,2023-02-03,18-24 m,Geen vrije uitgroei,Tilia europaea,De Brinken,Gemeente Amersfoort,E278E13B-A972-4CCB-B910-312DAFB3010D,Buurt- en blokgroen,POINT (52.1913575923901 5.384287601629186),1BB5C618-800B-4D68-B710-FB22EABE0506,12,Hollandse linde,,1930,Solitair,Beeldbepalendheid,76-100 cm,Gazon,Monumentaal,Leo's Oord,Hoogland,52.1913538593042,5.38428723016133,Monumentale boom APV 2017,E278E13B-A972-4CCB-B910-312DAFB3010D,0

Monumentale_bomen.142992,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Park Schothorst,Gemeente Amersfoort,BD22B9FE-3C2F-4788-B5F3-DD682CAE91F9,Stadsdeel- en wijkgroen,POINT (52.18114721549417 5.380555467071819),68BBBB46-5491-4246-B0AF-55B01E147152,15,zomereik,,1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Molenweg,Schothorst-Noord,52.18114352346,5.38055525242588,Categorie 1,BD22B9FE-3C2F-4788-B5F3-DD682CAE91F9,0

Monumentale_bomen.142993,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,De Ham,Gemeente Amersfoort,CE493EA1-9F01-4608-899F-FCD77EE23905,Buurt- en blokgroen,POINT (52.178736523171345 5.378368620501533),E3ABED69-75B5-402E-B971-7F9E3A5CEF2B,18,zomereik,,<1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,76-100 cm,Gazon,Monumentaal,Molenweg,Hoogland,52.1787328336006,5.37836844942265,Monumentale boom APV 2017,CE493EA1-9F01-4608-899F-FCD77EE23905,0

Monumentale_bomen.142994,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,De Ham,Gemeente Amersfoort,CE493EA1-9F01-4608-899F-FCD77EE23905,Buurt- en blokgroen,POINT (52.178673604811145 5.3783262339066855),B3CA134D-4B67-493F-B2B6-C66149DFDA3C,18,zomereik,,<1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Gazon,Monumentaal,Molenweg,Hoogland,52.1786699153736,5.37832606387608,Monumentale boom APV 2017,CE493EA1-9F01-4608-899F-FCD77EE23905,0

Monumentale_bomen.142995,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,De Ham,Gemeente Amersfoort,84BE982D-96BB-4D9D-858E-93CDD4CCCA47,Buurt- en blokgroen,POINT (52.178484850182514 5.378206385036534),0863381D-3E8A-4868-AA15-330CF06F4608,18,zomereik,,1931,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Heesters,Monumentaal,Molenweg,Hoogland,52.1784811611792,5.37820621810882,Monumentale boom APV 2017,84BE982D-96BB-4D9D-858E-93CDD4CCCA47,0

Monumentale_bomen.142909,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus petraea,Klein Zwitserland-Hoog,Gemeente Amersfoort,024CE0CA-1AD8-4DCB-808D-A39AB993149D,,POINT (52.142615605604306 5.364263013490421),615EE250-F898-41B9-8158-D4AC60B6B430,,wintereik,,1930*,Groep,Beeldbepalendheid,51-75 cm,Heesters,Monumentaal,Utrechtseweg,De Berg-Zuid,52.1426120078795,5.36426335871612,,024CE0CA-1AD8-4DCB-808D-A39AB993149D,0

Monumentale_bomen.142910,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Vinkenhoef,Gemeente Amersfoort,BCB4D0A7-C172-4D18-AC7A-3C2AA9382C44,,POINT (52.17013969359283 5.4340287581680995),4B4A4CCD-3DAE-4023-AE5D-4C1A8B41AAA3,18,zomereik,,1930,Groep,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Energieweg,Buitengebied-Oost,52.1701363542471,5.43402841965166,Monumentale boom APV 2017,BCB4D0A7-C172-4D18-AC7A-3C2AA9382C44,0

Monumentale_bomen.142911,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Componistenbuurt-Midden,Gemeente Amersfoort SRO,0747EE15-5525-40E6-9B4B-A3DF576225B1,Pareltjes,POINT (52.15078607787571 5.399851246521416),38B2E841-2CC1-4EFE-B0BC-8470C47358CF,21,gewone beuk,,1930*,Groep,Beeldbepalendheid,100-125 cm,Bosplantsoen,Monumentaal,Bisschopsweg,Randenbroek,52.1507826277345,5.39985135323484,,0747EE15-5525-40E6-9B4B-A3DF576225B1,0

Monumentale_bomen.142912,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Langenoord,Gemeente Amersfoort,42622AB5-BB05-4BE7-8799-32AB3F66FA46,Buurt- en blokgroen,POINT (52.185707580702505 5.375364266761233),2C2FD505-C2AA-4410-BE2A-1F3DEAE94089,12,zomereik,,<1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Lage Geeren,Hoogland,52.1857038373767,5.37536402305326,Monumentale boom APV 2017,42622AB5-BB05-4BE7-8799-32AB3F66FA46,0

Monumentale_bomen.142913,2023-02-03,,Geen vrije uitgroei,Quercus robur,De Lichtenberg,Particulier,C5F68657-8069-49C2-B84E-5E811E929658,,POINT (52.145386290064586 5.372742345190963),AABC9B0F-A583-4076-A0A5-2D3515485143,,zomereik,,1900,Solitair,"Beeldbepalendheid; Zeldzaamheid, uniciteit en dendrologie",> 100 cm,Heesters,Monumentaal,Vondellaan,De Berg-Zuid,52.1453827224892,5.37274262617036,,C5F68657-8069-49C2-B84E-5E811E929658,0

Monumentale_bomen.142914,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Coninckstraat e.o.,Gemeente Amersfoort,6F6137AE-F531-4440-9B9A-247FF410052B,Buurt- en blokgroen,POINT (52.15929457602413 5.386956833107969),61C4A0C0-29E1-423E-9DDA-559F5CCE4025,18,zomereik,,1900,Groep,Beeldbepalendheid,100-125 cm,Ruw gras,Monumentaal,Grote Spui,Stadskern,52.159291023919,5.38695687604344,Monumentale boom APV 2017,6F6137AE-F531-4440-9B9A-247FF410052B,0

Monumentale_bomen.142915,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,Coninckstraat e.o.,Gemeente Amersfoort,8F01DD30-FACD-4D64-ABD4-A59822D16E05,Buurt- en blokgroen,POINT (52.15923647083889 5.38666437812498),D8F1B923-208B-4D6D-A847-EF55E3D85995,18,zomereik,,1900,Groep,Beeldbepalendheid,76-100 cm,Gazon,Monumentaal,Grote Spui,Stadskern,52.1592329174998,5.38666442312589,Monumentale boom APV 2017,8F01DD30-FACD-4D64-ABD4-A59822D16E05,0

Monumentale_bomen.142916,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Staatsliedenbuurt-Oost,Gemeente Amersfoort,9E68B08D-0341-406A-9A3B-CCAA5A70002C,,POINT (52.15188609655513 5.3660866068312245),739D4AF1-9E08-43FF-B5FD-369017B8759B,,zomereik,,1930,Groep,Beeldbepalendheid,26-50 cm,Bosplantsoen,Monumentaal,Het Binnenhof,De Berg-Noord,52.151882473531,5.36608683229096,,9E68B08D-0341-406A-9A3B-CCAA5A70002C,0

Monumentale_bomen.142917,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,Coninckstraat e.o.,Gemeente Amersfoort,71114532-C3E2-48AD-8964-B5732704CA89,Buurt- en blokgroen,POINT (52.159213142133524 5.386522097369839),604E1E52-9BE2-4C4C-9EA1-CFD4E4FACAC1,18,zomereik,,1930,Groep,Beeldbepalendheid,100-125 cm,Gazon,Monumentaal,Grote Spui,Stadskern,52.1592095881733,5.38652214330869,,71114532-C3E2-48AD-8964-B5732704CA89,0

Monumentale_bomen.142918,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Staatsliedenbuurt-Oost,Gemeente Amersfoort,B9B20376-351C-4C23-8033-BFE319CED95D,,POINT (52.15207011380065 5.366091358901428),9112D3AF-39CB-495E-8961-F0DEA6AE1E3F,,zomereik,,1930,Groep,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Het Binnenhof,De Berg-Noord,52.1520664900802,5.36609158208936,,B9B20376-351C-4C23-8033-BFE319CED95D,0

Monumentale_bomen.142919,2023-02-03,12-15 m,Geen vrije uitgroei,Quercus robur,Heideweg e.o.,Particulier,,,POINT (52.18783544392247 5.419662562630794),B3ADB6C9-683E-4C87-8F1A-14A49C3507DB,,zomereik,,1900,Bomenrij,Beeldbepalendheid,51-100 cm,Gazon,Monumentaal,Caraiben,Hooglanderveen,52.1878319232188,5.4196620252887,Monumentale boom APV 2017,,0

Monumentale_bomen.142920,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Staatsliedenbuurt-Oost,Gemeente Amersfoort,6108DB29-0F85-40C6-B763-5B92DFA55E77,,POINT (52.151842389931126 5.365784904461158),4C00F8B2-C33C-4420-B021-D2A0EA4EC974,,zomereik,,1930,Groep,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Het Binnenhof,De Berg-Noord,52.1518387656808,5.36578513165622,,6108DB29-0F85-40C6-B763-5B92DFA55E77,0

Monumentale_bomen.142921,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Staatsliedenbuurt-Oost,Gemeente Amersfoort,E7C76261-5A94-44D0-86AD-102A2B169408,,POINT (52.15184239867856 5.365833505642108),F4678593-EE80-4655-A924-33588F300E15,,zomereik,,1930,Groep,Beeldbepalendheid,51-75 cm,Bosplantsoen,Monumentaal,Het Binnenhof,De Berg-Noord,52.1518387746531,5.36583373264371,,E7C76261-5A94-44D0-86AD-102A2B169408,0

Monumentale_bomen.142922,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Staatsliedenbuurt-Oost,Gemeente Amersfoort,9BD8207B-28DD-4D66-84CB-A4A2DC06B025,,POINT (52.15179853639905 5.36491758196928),67C8E3FC-6DCD-48CB-B625-8375FCD559A6,,gewone beuk,,1930,Groep,Beeldbepalendheid,51-75 cm,Bosplantsoen,Monumentaal,Het Binnenhof,De Berg-Noord,52.1517949083155,5.36491781314881,,9BD8207B-28DD-4D66-84CB-A4A2DC06B025,0

Monumentale_bomen.142923,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,Langenoord,Gemeente Amersfoort,0B5CB3F7-1662-40E4-A1C8-075F8AF40666,Stadsdeel- en wijkgroen,POINT (52.1897334455967 5.382964238273307),09021869-F49E-4054-BE85-093AF55908F4,12,zomereik,,<1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,76-100 cm,Elementverharding,Monumentaal,Engweg,Hoogland,52.1897297157641,5.38296389651353,Categorie 1,0B5CB3F7-1662-40E4-A1C8-075F8AF40666,0

Monumentale_bomen.142924,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica Atropunicea,Bloemenbuurt-Oost,Gemeente Amersfoort CBA,B70A6154-C816-46B0-92C3-623F6678E4E3,,POINT (52.15785785192452 5.368439848722821),61E7EBD5-5368-4804-8237-F6076E2A5841,,bruine beuk,,1930*,Groep,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Soesterweg,Soesterkwartier,52.1578542155714,5.36843999089759,,B70A6154-C816-46B0-92C3-623F6678E4E3,0

Monumentale_bomen.142925,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Langenoord,Gemeente Amersfoort,1007E69C-C209-463C-AF16-1601E5BD0642,Stadsdeel- en wijkgroen,POINT (52.190009375601 5.383031483412304),5F62124B-1E68-476C-8F13-EB11B556FA84,12,zomereik,,<1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Elementverharding,Monumentaal,Engweg,Hoogland,52.1900056444358,5.38303113759018,Categorie 1,1007E69C-C209-463C-AF16-1601E5BD0642,0

Monumentale_bomen.142926,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,Langenoord,Gemeente Amersfoort,5154AAA4-FBFE-4DA5-B11B-ED0C9EC5829A,Stadsdeel- en wijkgroen,POINT (52.190899183954585 5.383304877627653),D4D24EB5-0313-4049-9A93-B05DF68A10F0,15,zomereik,,1920,Bomenrij,Cultuurhistorische waarde,51-75 cm,Heesters,Monumentaal,Oude Kerklaan,Hoogland,52.1908954487462,5.38330451834071,Categorie 1,5154AAA4-FBFE-4DA5-B11B-ED0C9EC5829A,0

Monumentale_bomen.142927,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus robur,Nimmerdor,Gemeente Amersfoort,9BEB5109-27B2-466F-920A-48CAC31AB58D,Bos- en natuurgebieden,POINT (52.13865217394589 5.39590355299217),F3D0FAB0-ED4D-4FEC-8B87-77699796A4AA,18,zomereik,,1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,26-50 cm,Ruw gras,Monumentaal,Arnhemseweg,Leusderkwartier,52.1386487451948,5.39590384414258,Categorie 2,9BEB5109-27B2-466F-920A-48CAC31AB58D,0

Monumentale_bomen.142928,2023-02-03,18-24 m,Geen vrije uitgroei,Tilia x europaea Euchlora,Juliana van Stolberg,Gemeente Amersfoort,209BFF2E-B511-42A7-8D3A-088F124A3C03,Pareltjes,POINT (52.14685117363138 5.3813303884701),38B7069B-A91F-4E4C-8E30-CFBB5EFA3B13,15,Krimlinde,,1930,Bomenrij,Beeldbepalendheid,51-75 cm,Gazon,Monumentaal,Graaf Engelbertpad,De Berg-Zuid,52.1468476426202,5.38133061924749,Monumentale boom APV 2017,209BFF2E-B511-42A7-8D3A-088F124A3C03,0

Monumentale_bomen.142929,2023-02-03,15-18 m,Geen vrije uitgroei,Tilia x europaea Euchlora,Juliana van Stolberg,Gemeente Amersfoort,E0FAE3D9-5B2E-48F2-A073-F9B801124792,Pareltjes,POINT (52.14688172601824 5.381194512827677),F1AB77F2-4808-4A7E-8FB3-3158CADE1168,15,Krimlinde,,1930,Bomenrij,Beeldbepalendheid,51-75 cm,Gazon,Monumentaal,Graaf Engelbertpad,De Berg-Zuid,52.146878194223,5.38119474370678,Monumentale boom APV 2017,E0FAE3D9-5B2E-48F2-A073-F9B801124792,0

Monumentale_bomen.142930,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Bloemenbuurt-Oost,Gemeente Amersfoort CBA,605613A7-3B70-44F3-99AF-03B571E9155C,,POINT (52.15758512897348 5.368563806725249),3DF34C5E-A751-43ED-AEBC-E0BD2C438802,,Amerikaanse eik,,1930*,Groep,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Soesterweg,Soesterkwartier,52.1575814943543,5.36856395174287,Categorie 2,605613A7-3B70-44F3-99AF-03B571E9155C,0

Monumentale_bomen.142931,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Leusderkwartier-Oost,Gemeente Amersfoort,8A19DF85-A74D-4ECF-833D-78AF689C55E1,Buurt- en blokgroen,POINT (52.1409789795166 5.393430879934778),D0FFE78C-1504-402B-BE4A-694CDC16CB49,21,gewone beuk,,1915,Bomenrij,Beeldbepalendheid,76-100 cm,Gazon,Monumentaal,Zandbergenlaan,Leusderkwartier,52.1409755303181,5.39343114699203,,8A19DF85-A74D-4ECF-833D-78AF689C55E1,0

Monumentale_bomen.142932,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Park Schothorst,Gemeente Amersfoort,9CDD0CC3-06B1-4F74-BE67-D5C5C03B9214,,POINT (52.17791328703537 5.387796685559083),ACC44ADD-FACC-431B-99DF-105FCA41F0E8,,gewone beuk,,1930,Groep,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1779096490256,5.38779647373047,,9CDD0CC3-06B1-4F74-BE67-D5C5C03B9214,0

Monumentale_bomen.142933,2023-02-03,15-18 m,Geen vrije uitgroei,Fagus sylvatica,Coninckstraat e.o.,Gemeente Amersfoort,7D3BE2D2-BC2B-4D67-BFED-B03193036770,Stadsdeel- en wijkgroen,POINT (52.160411530428554 5.390285510965288),8BE6C1A5-D535-4958-9041-27AAC063D7F1,18,gewone beuk,,1920,Groep,Beeldbepalendheid,100-125 cm,Ruw gras,Monumentaal,Plantsoen-Noord,Stadskern,52.1604079904956,5.39028552405188,Monumentale boom APV 2017,7D3BE2D2-BC2B-4D67-BFED-B03193036770,0

Monumentale_bomen.142934,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Birkhoven / Bokkeduinen,Gemeente Amersfoort,7B7960C9-A7F7-48AE-BA71-8678B954C2C5,,POINT (52.159672272713074 5.348552835087298),19E7F5D9-EFDB-4E08-90DC-04044CC2F436,,zomereik,,1930,Bomenrij,Beeldbepalendheid,51-100 cm,Gazon,Monumentaal,Sportpark Bokkeduinen,Bosgebied,52.1596685396867,5.34855304276189,Categorie 1,7B7960C9-A7F7-48AE-BA71-8678B954C2C5,0

Monumentale_bomen.142935,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Birkhoven / Bokkeduinen,Gemeente Amersfoort,57650C88-38DE-4B19-A0C9-CEF156C0C971,,POINT (52.15948222398165 5.348564884306514),12692FF0-D3A4-403B-8529-D9A8882F6440,,zomereik,,1930,Bomenrij,Beeldbepalendheid,51-100 cm,Gazon,Monumentaal,Sportpark Bokkeduinen,Bosgebied,52.1594784918304,5.34856509406671,Categorie 1,57650C88-38DE-4B19-A0C9-CEF156C0C971,0

Monumentale_bomen.142936,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Birkhoven / Bokkeduinen,Gemeente Amersfoort,B4A69C31-8F80-4D73-A49C-CD1FD9A865DE,,POINT (52.15914039478322 5.348588250331312),6EC95A97-B402-498A-8CED-6A10BDE90291,,zomereik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Gazon,Monumentaal,Sportpark Bokkeduinen,Bosgebied,52.159136664208,5.34858846383591,Categorie 1,B4A69C31-8F80-4D73-A49C-CD1FD9A865DE,0

Monumentale_bomen.142937,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Nimmerdor,Gemeente Amersfoort,92B70B5B-B537-49BC-A1AD-14BE4C98E1C4,Bos- en natuurgebieden,POINT (52.1382045600094 5.396086051970134),DBAAD821-80BC-444D-A9B3-D4AD739E2AF0,21,zomereik,,1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Arnhemseweg,Leusderkwartier,52.1382011336243,5.39608634876822,Categorie 2,92B70B5B-B537-49BC-A1AD-14BE4C98E1C4,0

Monumentale_bomen.142938,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Birkhoven / Bokkeduinen,Gemeente Amersfoort,7B7960C9-A7F7-48AE-BA71-8678B954C2C5,,POINT (52.15972688035998 5.348552088848661),184401EB-DD0A-4B14-B297-0A9AE68E6645,,zomereik,,1930,Bomenrij,Beeldbepalendheid,> 100 cm,Gazon,Monumentaal,Sportpark Bokkeduinen,Bosgebied,52.1597231470934,5.348552295912,Categorie 1,7B7960C9-A7F7-48AE-BA71-8678B954C2C5,0

