Rijlabels;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;Eindtotaal
Top Totaalonderhoud B.V.;2;;;;2
TotalKlima B.V.;2;;;;2
TPAHG Architecten BNA;2;;;;2
Track Landscape Design;2;;;;2
Transit Groningen B.V.;;;;2;2
Trenton B.V.;2;;;;2
Troostwijk Taxaties B.V.;2;;;;2
TTS Theissen Training Systems;2;;;;2
Tuhuteru Holding B.V.;2;;;;2
Turbin B.V.;2;;;;2
UAL Cologne B.V.;2;;;;2
UBS Real Estate GmbH;;2;;;2
ULC Technisch Beheer B.V.;2;;;;2
Unica Energy Solutions B.V.;2;;;;2
Urhahn Urban Design B.V.;2;;;;2
UTS van der Geest Verhuizingen B.V.;2;;;;2
V.O.F. De Voskop;2;;;;2
V.O.F. J. van der Ende en D.F. Haazer;;;;2;2
V.O.F. Mecanoo Haskoning New Premis. Eurojust;2;;;;2
VADEZI;2;;;;2
Valkeniersbedrijf.nl;2;;;;2
valkerij Noord Holland;2;;;;2
Van Dam Technisch Beheer B.V.;2;;;;2
Van den Bergh Bouw B.V.;2;;;;2
Van den Brul Restauratie;2;;;;2
Van den Herik-Sliedrecht;2;;;;2
Van der Heijde Communicatie;2;;;;2
Van der Linden Holding B.V.;2;;;;2
Van der Plas Meubel en Projekt B.V.;2;;;;2
Van der Velden Rioleringsbeh. Amsterdam B.V.;2;;;;2
Van Ede Schilderwerken;2;;;;2
Van Empel Inspecties & Advisering B.V.;2;;;;2
Van Hoogevest Architecten B.V.;2;;;;2
Van Luijk Natuursteen Consultancy;2;;;;2
Van Lunteren Schilder- en Spuitbedrijf;2;;;;2
Van Riesen B.V.;2;;;;2
Van Triest B.V.;;;;2;2
Van Vliet Sloopwerken B.V.;2;;;;2
Van Werven Infra & Bouwstoffen;2;;;;2
Van Zundert Sloopwerken;2;;;;2
Vanderhelm Milieubeheer B.V.;2;;;;2
VanStolk Vastgoed Beheer B.V.;;;;2;2
Vereniging tot Behoud van Natuurmonumenten;1;;;1;2
Vereniging voor Energie, Milieu en Water;2;;;;2
Verkoelen Dakspecialisten Vlakke daken B.V.;2;;;;2
Vis Restauratie Architecten;2;;;;2
Visiplan B.V.;2;;;;2
VM Consultancy B.V.;2;;;;2
Vodafone;2;;;;2
Vol Lof Communicatie;2;;;;2
Volantis B.V.;2;;;;2
Vollebregt Installatie B.V.;2;;;;2
Vrijborg B.V.;2;;;;2
Vrincean Constructie;2;;;;2
VvE 154 woningen Boslaan 85 t/m 393 Den Haag;;;;2;2
VVE De Appelaar, te Haarlem;2;;;;2
VVE P+R De Uithof, gelegen aan de Uppsalalaan;;2;;;2
VvE parkeergar. Bezuidenhoutseweg en Boslaan;;;;2;2
VVE Stallinggarage De Livin';;;;2;2
Walhalla Den Haag B.V.;;;;2;2
Waterkracht B.V.;2;;;;2
Webbers Bouwmanagement B.V.;2;;;;2
West 8 Urban Des. & Landscape Architect. B.V.;2;;;;2
Westerlengte Tekst en Adv. v. Ruimte en Bel.;2;;;;2
Wiersma Bouw Leeuwarden B.V.;2;;;;2
Wijnand Galema Architectuurhistoricus;2;;;;2
Wilco Beheer B.V.;;;;2;2
Willems technisch adviesbureau;2;;;;2
Wilo Nederland B.V.;2;;;;2
Wirtz, Film & Experience Agency B.V.;2;;;;2
Wolter & Dros Safety Partners;2;;;;2
WorkWire B.V.;2;;;;2
Xior Student Housing;;2;;1;2
Xpert Onderhoud;2;;;;2
YEARN Consultancy;2;;;;2
Yttje Feddes landschapsarchitect;2;;;;2
Zandberg BV;2;;;;2
Zantingh Energy Services B.V.;2;;;;2
Zoetermeerse Glashandel Van den Heuvel B.V.;2;;;;2
'Zoppi' Koperbewerking;2;;;;2
Zoro Feigl;2;;;;2
anoniem 1204;2;;;;2
19 het atelier architecten;3;;;;3
A. Poelman en Zonen B.V. Beheermaatschappij;;;;3;3
A3MC Management & Consultancy B.V.;3;;;;3
Aannemingsbedrijf Draisma B.V.;3;;;;3
Accres Real Estate B.V.;;2;;3;3
Aectual B.V.;3;;;;3
AHA-Adviseurs;3;;;;3
Ajax Chubb Varel Groningen;3;;;;3
Alphaplan B.V.;3;;;;3
anoniem 427;3;;;;3
anoniem 499;3;;;;3
anoniem 533;3;;;;3
anoniem 614;;1;;3;3
anoniem 639;3;;;;3
anoniem 643;3;;;;3
Architectenbureau De Twee Snoeken B.V.;3;;;;3
Artikraak;3;;;;3
AtoomClub Amsterdam A10 B.V.;;;;3;3
B.R. Installatietechniek B.V.;3;;;;3
B.uu.Q;3;;;;3
B2 Projecten B.V.;3;;;;3
BAM Bouw en Techniek regio Zuidwest;3;;;;3
Base Projecten B.V.;3;;;;3
BK Ingenieurs B.V.;3;;;;3
Blygold Schiphol B.V.;3;;;;3
Boag B.V.;3;;;;3
Boekweit Vastgoed Beheer B.V.;;;;3;3
Bokelweg B.V.;;3;;;3
Boon Edam Nederland B.V.;3;;;;3
Bouwbedrijf Bos B.V.;3;;;;3
Bouwbedrijf Van der Kolk Emmeloord B.V.;3;;;;3
Bouwbedrijf Zegers Arnhem B.V.;3;;;;3
Bouwcombinatie DUO2 V.O.F.;3;;;;3
Brand Interieurs & Control Rooms B.V.;3;;;;3
Breuers & Cobelens B.V.;3;;;;3
Bruins & Kwast B.V.;3;;;;3
Bumax B.V.;3;;;;3
Bur. v. Bouwhist. Ond. & Rest. K.C. v.d. Ende;3;;;;3
Bureau Kroner;3;;;;3
Caribbean Coastal & Civil Engineering N.V.;3;;;;3
Christalessa Pensioenfonds Steven Gibbs Stichting;;;;3;3
Clevers Asbestsanering B.V.;3;;;;3
Colt International B.V.;3;;;;3
ComVest Consultancy B.V.;3;;;;3
Concilio Stichting;;;;3;3
Consillio B.V.;3;;;;3
Copier Water B.V.;3;;;;3
Cuppens en Zn. Aannemers B.V.;3;;;;3
De Enk Groen & Golf B.V.;3;;;;3
De Groot Evenem., Brandwachten & real. oefen.;3;;;;3
De Noordhoek Schilderwerken;3;;;;3
De Witte Dame Monumenten B.V.;;1;;3;3
Decolux B.V.;3;;;;3
Decopox Kunststofvloeren B.V.;3;;;;3
Delta Vorm Groep B.V.;3;;;;3
Denios B.V.;3;;;;3
Dgi Dak & Gevel Ingenieurs B.V.;3;;;;3
Dime Real Estate B.V.;;;;3;3
Dirkzwager Groep B.V.;3;;;;3
DTZ Zadelhoff Property Management B.V.;3;;;;3
Duikbedrijf C.O.W. B.V.;3;;;;3
Dukers & De Cock Eindhoven B.V.;3;;;;3
DWA B.V.;3;;;;3
Eemshaven Properties;;;;3;3
Eggen Bouw Management;3;;;;3
Elektrotechnik Ralf Frenking;3;;;;3
ENER-G Nedalo B.V.;3;;;;3
European Play Out Solutions (E.P.O.S.);3;;;;3
EV Consult B.V.;3;;;;3
Exploitatie Dwarstocht 6 Zaandam B.V.;;;;3;3
Farraig C.V.;;;;3;3
Fieten & Roos B.V.;3;;;;3
Gebr. Barendsen B.V.;3;;;;3
Gebroeders van der Plas B.V.;3;;;;3
GMB Civiel B.V.;3;;;;3
GOOSSEN ALMELO B.V. BOUWONDERNEMING;3;;;;3
Groningen Airport Eelde N.V.;;;;3;3
Hallowes Bomers Consulting;3;;;;3
Hamer B.V.;3;;;;3
Havengebouw Amsterdam B.V.;;2;;1;3
He Adviseurs;3;;;;3
Hedibouw;3;;;;3
Heras Ridderkerk;3;;;;3
Het NIC B.V.;3;;;;3
Hevo B.V.;3;;;;3
HFB B.V.;3;;;;3
Hiltra Barneveld B.V.;3;;;;3
Holding van Landschoot B.V.;;;;3;3
Hoog Catharijne Mall of the Netherlands B.V.;;1;;3;3
Hulst Fire Consultancy;3;;;;3
Hunneman Milieu-Advies Raalte B.V.;3;;;;3
IMI Aero-Dynamiek B.V.;3;;;;3
Infoplaza B.V.;3;;;;3
Inham Hi-Safe Systems B.V.;3;;;;3
Intermontage;3;;;;3
Iv-Bouw B.V.;3;;;;3
James Twiss Classic Cars and Spares;;;;3;3
JHK Architecten;3;;;;3
Jo-painting & Maintenance N.V.;3;;;;3
Joss B.V.;;;;3;3
Junior Construction;3;;;;3
Karpinteria & Pintura El Caribe B.V.;3;;;;3
Kennelbouw Exclusief V.O.F.;3;;;;3
Knoppert & Baas Bouwmanagement B.V.;3;;;;3
Kragten B.V.;3;;;;3
Kr�mer Bouw B.V.;3;;;;3
KSP Kunstgras B.V.;3;;;;3
Kuijpers Centrale Projecten B.V.;3;;;;3
Kuijpers Maintenance;3;;;;3
Lamson Group B.V.;3;;;;3
Landustrie Sneek B.V.;3;;;;3
Leal Electrical;3;;;;3
Leap3D B.V.;3;;;;3
Lemniskade Projecten B.V.;3;;;;3
Level Acoustics & Vibration B.V.;3;;;1;3
Loka Liften B.V.;3;;;;3
Loonbedrijf Berg B.V.;3;;;;3
Maria Byrne;3;;;;3
Moesman's Antieke/Oude/Nwe. Stijl Meubelmak.;3;;;;3
Moniker;3;;;;3
Museum Boerhaave;3;;;;3
Ned. Org. voor toegep.-nat.wetensch. ond. TNO;3;;;;3
NIBAG Groep B.V.;3;;;;3
Nijeboer-Hage Technisch adviseurs B.V.;3;;;;3
NTRR B.V.;3;;;;3
Numan & Kant B.V.;3;;;;3
Nyenburgstaete B.V.;1;;;3;3
Oasis Data & Document Management Neth. B.V.;;;;3;3
Oesterbaai B.V.;3;;;;3
Onderhoudsbedrijf PVL;3;;;;3
OnlyHuman Groep B.V.;3;;;;3
Optimum Engineering & Consultant Caribbean N.V.;3;;;;3
OSINGA bouwhistorie;3;;;;3
Ouwehand Bouw Katwijk B.V.;3;;;;3
Ouwerkerk Montagebedrijf;3;;;;3
Packsteen B.V.;2;1;;2;3
PCM Holland;3;;;;3
PHB Venema Restauratie;3;;;;3
Piguillet en Zonen B.V.;3;;;;3
Portakabin B.V.;;;;3;3
Primoteq B.V.;3;;;;3
ProGoDo;3;;;;3
Projectvloeren Nederland B.V.;3;;;;3
Provian Bouwadvies & Projectbegeleiding;3;;;;3
QC Light Factory B.V.;3;;;;3
Rebel Strategy & Finance B.V.;3;;;;3
Rensen Regeltechniek B.V.;3;;;;3
Restauratieatelier Amsterdam;3;;;;3
Riool & Wegenbeheer Baard;3;;;;3
RPS advies- en ingenieursbureau B.V.;3;;;;3
Rusch Crane Repair B.V.;3;;;;3
Saba Roads & Construction B.V.;1;;;3;3
Schildersbedrijf Schavemaker;3;;;;3
Schuuring Installatie Techniek B.V.;3;;;;3
Shaking Networks;3;;;;3
Shimas;;;;3;3
Skidata B.V.;3;;;;3
Spielerei;3;;;;3
SPX Flow Technology BV;3;;;;3
St. Maarten Harbour Cargo Facilities N.V.;;;;3;3
Stichting Het Geldersch Landschap;;;;3;3
Stichting Milieukeur;;;;3;3
Stichting Restauratie Atelier Limburg (SRAL);3;;;;3
Strukton Rail Oost;3;;;;3
Strukton Systems B.V.;3;;;;3
Swisslog B.V.;3;;;;3
Tak Architektenbureau;3;;;;3
Tele2 Nederland B.V.;3;;;;3
Terra Incognita;3;;;;3
Tielec B.V.;3;;;;3
TILA Maruis Dieujuste;3;;;;3
TNO DEFENSIE EN VEILIGHEID;3;;;;3
ToekomstService;3;;;;3
Torax B.V.;;;;3;3
TRAJECT Adviseurs en Managers B.V.;3;;;;3
Twynstra Gudde Huisv., V.g. en Fac. Man. B.V.;3;;;;3
United Fish Auctions N.V.;;;;3;3
Unlimited Supplies & Services;3;;;;3
V.O.F. Noest;3;;;;3
Vaanster IV B.V.;;3;;;3
Van Ginkel West Nederland B.V.;3;;;;3
Van Milt Restaurateurs B.V.;3;;;;3
Vastgoed Fundament Fonds N.V.;;;;3;3
Ver. van Eig. Bezuidenhoutseweg 20 & Boslaan;;;;3;3
Vereniging Deltametropool;3;;;;3
Vereniging v. Zoogdierkunde/Zoogdierbescherm.;3;;;;3
Verhoeven Schildersbedrijf;3;;;;3
Verschoor Schilders B.V.;3;;;;3
Vertiv Benelux B.V.;3;;;;3
vhp Human Performance B.V.;3;;;;3
VIOS Bouwgroep;3;;;;3
Vlindar B.V.;3;;;;3
W.G. Trapenberg A/C Service N.V.;3;;;;3
Warners Huis & Tuin B.V.;3;;;;3
Webeasy B.V.;3;;;;3
Wegmes Exploitatie B.V.;;;;3;3
Weiss Enet environmental simulation;3;;;;3
Weyenberg Installatietechniek;3;;;;3
Xam-Xam B.V.;;;;3;3
Xerox (Nederland) B.V.;2;;2;;3
Xylem Water Solutions Nederland B.V.;3;;;;3
A.C. Autocare Nederland;4;;;;4
A.R.K. Audio-video B.V.;4;;;;4
Aalbers Constr.werkpl. en Machinefabriek B.V.;4;;;;4
Aannemersbedrijf Fokker B.V.;4;;;;4
AANNEMINGSBEDRIJF A. SCHUURING B.V.;4;;;;4
Aannemingsbedrijf Carlebur B.V.;4;;;;4
Aannemingsbedrijf Klein Wieringen;4;;;;4
ABT B.V.;4;;;;4
AdK Installatie- en Onderhoudsbedrijf;4;;;;4
Adviesbureau BCDP B.V.;4;;;;4
Air Group B.V.;4;;;;4
Algemeen Pensioenfonds;;;;4;4
Allsafe Mini Opslag Amsterdam B.V.;;4;;3;4
Alsta Nassau B.V.;4;;;;4
Amenddak;4;;;;4
anoniem 423;4;;;;4
anoniem 435;4;;;;4
anoniem 438;4;;;;4
anoniem 486;;;;4;4
anoniem 541;4;;;;4
anoniem 549;;;;4;4
anoniem 554;4;;;;4
anoniem 587;4;;;;4
anoniem 599;4;;;;4
Aprisco B.V.;;1;;4;4
Asiaquest Ventures Holding N.V.;;;;4;4
ASSA ABLOY Nederland B.V.;4;;;;4
Axis Holding B.V.;;;;4;4
B.F. van Tienen Aannemersbedrijf B.V.;4;;;;4
B.V. Bouwbedrijf Breumelhof;4;;;;4
Barth Installatietechniek B.V.;4;;;;4
BBC Bouwmanagement B.V.;4;;;;4
bct architecten, ingenieurs en adviseurs B.V.;4;;;;4
BDA Dak- en Geveladvies B.V.;4;;;;4
Beens Dredging B.V.;4;;;;4
BK Welding Construction;4;;;;4
Boerhof Projectinrichters;4;;;;4
Booms & Kuipers technisch adviesbureau B.V.;4;;;;4
Borrenbergs Bouwbedrijf B.V.;4;;;;4
Bouma Sport en Groen B.V.;4;;;;4
Bouwbedrijf De Zwart B.V.;4;;;;4
Bouwconsulting B.V.;;2;;4;4
BPF Onroer. Goed Lease en Financieringen B.V.;;;;4;4
Brain of buildings tech-engineering B.V.;4;;;;4
Bremen Bouwadviseurs B.V.;4;;;;4
Breur IJzerhandel Vlietlaan B.V.;4;;;;4
BRI Sanitairtechniek B.V.;4;;;;4
Bruijs en Streep restauratie;4;;;;4
Bulldozerbedrijf J. van Lingen;4;;;;4
CAG;4;;;1;4
CBRE DRES Custodian II B.V.;;;;4;4
CDR Vastgoed B.V.;;1;;4;4
Centraal Bureau Bouwbegeleiding B.V.;4;;;;4
Chalet XV B.V.;;2;;4;4
Cnossen Infra B.V.;4;;;;4
Cornelissen Service en Onderhoud B.V.;4;;;;4
Croon advocaten N.V.;3;;;2;4
CSC Installatie B.V.;4;;;;4
Cushman & Wakefield V.O.F.;4;;;;4
D & J Verlaar Schilderwerken B.V.;4;;;;4
Dakbedekkingsbedrijf Elro;4;;;;4
DAP Advies B.V.;4;;;;4
De Meeuw Oirschot B.V.;2;;;4;4
Digital & Media Solutions B.V.;4;;;;4
Dolfsma Dakbedekkingen;4;;;;4
Donker Inspecties B.V.;4;;;;4
Dunea N.V.;2;4;;;4
Dynaf Caribbean;4;;;;4
Dynamic No-Break B.V.;4;;;;4
Eindhoven Airport N.V.;;2;;4;4
Elsenga Installatietechniek B.V.;4;;;;4
Endevoets Dakbedekkingen;4;;;;4
Eneco B.V.;;4;;;4
Enerdeco B.V.;4;;;;4
Engelsman Hoveniers B.V.;4;;;;4
Envita Almelo B.V.;4;;;;4
Eurosafe Solutions B.V.;4;;;;4
Ex Interiors B.V.;4;;;;4
Fa. Van Effrink & Malestein;4;;;;4
Finies P.A. en Rojer L.R.;;;;4;4
Forteck Infra B.V.;4;;;;4
Fortron B.V.;4;;;;4
Friso Civiel;4;;;;4
Galjema B.V. Technisch Adviesbureau;4;;;;4
Galvano Groothandel B.V.;;;;4;4
Gebiedsmanagers B.V.;4;;;;4
Gebr. Griekspoor B.V.;4;;;;4
GL events World Forum Convention Center B.V.;2;;;3;4
Groenendijk PGN Bouw;4;;;;4
Groothandelsgebouwen N.V.;;2;;4;4
Halvermuhlen Onr. Goed & Exploit. Mij.;;2;;4;4
HBK 2000 Besturingstechniek B.V.;4;;;;4
Heythuysen B.V. Schildersbedrijf;4;;;;4
Hoefnagels Safety Services B.V.;4;;;;4
Hofman Vastgoed B.V.;;;;4;4
Hootsmans Architectuurbureau B.V.;4;;;;4
Hospitality Design B.V.;4;;;;4
Hulshoff Digitaal Archiveren B.V.;;;;4;4
Hummingbird B.V.;;3;;4;4
Hydroscope B.V.;4;;;;4
IGG bouweconomie;4;;;;4
Inbo;4;;;;4
Industrial Solutions Zuid-Oost B.V.;4;;;;4
ING Facility Management;;4;;;4
Inspexx B.V.;4;;;;4
Installatiebedrijf Embrechts B.V.;4;;;;4
Interparking Nederland B.V.;;;;4;4
J&P Enterprises;4;;;;4
Joba Trust B.V.;;3;;4;4
KIM Plus Delta B.V.;3;;;2;4
Knipscheer Infrastructuur B.V.;4;;;;4
Koenders & Partners advis. en procesman. B.V.;4;;;;4
Kranendonk Vastgoedonderhoud;4;;;;4
Kuurman Noord B.V.;4;;;;4
Lammertink Bouwbedrijf B.V.;4;;;;4
Landgoed Den Treek-Henschoten N.V.;;;;4;4
Lasaulec B.V.;;;;4;4
Lenting Project Loodgieters;4;;;;4
Limburgse Koelindustrie Liko B.V.;4;;;;4
Lomans Capelle B.V.;4;;;;4
Maatschap Hoekstra;4;;;;4
Maatschap Rijp;;;;4;4
Maatschap Spoorlaan 420;;4;;3;4
Mennens Dongen B.V.;4;;;;4
Mennens Hengelo B.V.;4;;;;4
MeyerBergman Erfgoed Made By Holland B.V.;;;;4;4
Monchyplein (Den Haag) B.V.;;;;4;4
Monument en Project;4;;;;4
Nemacontrol;4;;;;4
Newomij VvE Beheer B.V.;4;;;;4
Nissen Advisering Energie en Klimaat;4;;;;4
Organique B.V.;;4;;;4
Persan Vastgoed B.V.;;4;;;4
Peutz B.V.;4;;;;4
Pius Floris Boomverzorging Vught;4;;;;4
Platina Argenta Events & Business Company;;2;;3;4
Pole Air Koeltechniek;4;;;;4
Pricewaterhousecoopers Advisory N.V.;4;;;;4
Project La Fortezza I B.V.;;4;;;4
Project Team Energy B.V.;4;;;;4
Projekt Totaal Assen;4;;;;4
Promosana B.V.;;1;;4;4
Propertunity NL N.V.;;;;4;4
Protectiepartners B.V.;4;;;;4
Prototype Architects;4;;;;4
Q-Park Beheer B.V.;1;;;4;4
Quatro Systems B.V.;4;;;;4
R.E.C. Real Estate Consulting;4;;;;4
Raadgevend Ingenieursbureau Beekink B.V.;4;;;;4
Raadgevend Ingenieursbureau Dijkoraad B.V.;4;;;;4
Rodenburg Bouwkundige Brandpreventie B.V.;4;;;;4
Roelofs en Haase Aannemingsbedrijf B.V.;4;;;;4
Sake Zittema Saneringen B.V.;4;;;;4
Schaufeli Vastgoed B.V.;;1;;4;4
Scheldebouw B.V.;4;;;;4
Schermer Installatietechniek;4;;;;4
Schildersbedrijf Sikkens B.V.;4;;;;4
Schildersbedrijf Wolters B.V.;4;;;;4
Search Milieu;4;;;1;4
Services United B.V.;4;;;;4
Sloop- & Isolatiebedrijf De Dijk B.V.;4;;;;4
Sloop en Grondwerken M. Heezen B.V.;4;;;;4
Smederij Oldenhave;4;;;;4
Smits van Burgst Raadgevend Ingenieursbureau;4;;;;4
Staro Natuur en Buitengebied;4;;;;4
Stichting Bewaarder Dutchveste;;4;;3;4
Stichting Bewaarder Hanzevast Fonds 27 C.V.;;3;;4;4
Stichting Le Carreneuf;;2;;4;4
Stoverink Int.bouw & Stoverink Int.mont. B.V.;4;;;;4
Strukton Rail Short Line B.V.;1;;;4;4
Studio Drift B.V.;4;;;;4
SW B.V.;4;;;;4
Sweet Lake Europe B.V.;;4;;;4
Technikeur Inspectie B.V.;4;;;;4
Teeuwissen Rioolreiniging Huizen B.V.;4;;;;4
Tekst & Beeld;4;;;;4
TES Install.techn. Service & Onderhoud B.V.;4;;;;4
Th. Draisma Holding B.V.;;;;4;4
theateradvies B.V.;4;;;;4
Thermofrost B.V.;4;;;;4
thyssenkrupp Liften Branch Noord;4;;;;4
Tupperware Uittenbogaard B.V.;;;;4;4
Two-O-Four B.V.;4;;;;4
Vabeog Amersfoort B.V.;;2;;4;4
Van Boekel Bouw & Infra B.V.;4;;;;4
Van der Heide Opleidingen & Inspecties;4;;;;4
Van der Plas B.V.;4;;;;4
Van der Velden Rioleringsbeheer Utrecht B.V.;4;;;;4
Van der Vlis Bouwconsult B.V.;4;;;;4
Van der Vorm Vastgoed;;1;;4;4
Van Dorp Zwembaden;4;;;;4
Van Kralingen B.V.;3;;;4;4
Van Venrooy Oost B.V.;4;;;;4
Verkerk Groep B.V.;4;;;;4
Vermeulen Leiderdorp B.V.;4;;;;4
Vestas;4;;;;4
Vink Aannemingsmaatschappij B.V.;4;;;;4
Vitrona Verkoop B.V.;4;;;;4
VVE Verzamelgebouw 't Schip;4;;;;4
WAM & Van Duren Bouw B.V.;4;;;;4
Warmtebouw;4;;;;4
Weijers Riooltechniek;4;;;;4
Western Airconditioning B.V.;4;;;;4
Wilbrink Decoraties;4;;;;4
WITMIX BOUWMATERIALEN;4;;;;4
Zonneveld ingenieurs B.V.;4;;;;4
Zwart Techniek B.V.;4;;;;4
ZZVan Esch cultuur- en civieltechniek;4;;;;4
Aannemingsbedrijf W.A.J. van Benten;5;;;;5
Aannemingsmaatschappij Daniel Pijnacker B.V.;5;;;;5
Aannemingsmaatschappij Van Gelder B.V.;5;;;;5
Aannemingsmaatschappij ZVS Eemnes B.V.;5;;;;5
Afpro Filtertechniek B.V.;5;;;;5
Air Cooling Services;5;;;;5
Altena Cleaning;5;;;;5
Altena Group B.V.;5;;;;5
Annexis International B.V.;5;;;;5
anoniem 453;;;;5;5
anoniem 482;5;;;;5
anoniem 617;;;;5;5
anoniem 635;5;;;;5
Antea Nederland B.V.;5;;;;5
APO IMMO KAP INZ.ZKN;;;;5;5
Ark Portfolio III Owner C.V.;;;;5;5
ASR Dutch Mobility Office Custodian B.V.;;4;;4;5
Automatic Signal Rijsenhout B.V.;5;;;;5
AUTRON B.V. INGENEIURSBUREAU EN TECHNISCHE HANDELSONDERNEMING;5;;;;5
Ballast Nedam Road Specialties B.V.;5;;;;5
Bar Bonaire;;;;5;5
Barcol Air;5;;;;5
Basalt Bouwadvies B.V.;5;;;;5
Beheer Stadhuisplein C.V.;;;;5;5
BeKaZet Vastgoed B.V.;;;;5;5
Berki Brandbeveiliging B.V.;5;;;;5
Besam-Nederland B.V.;5;;;;5
BNP Paribas Leasing Solutions N.V.;;;;5;5
Boermans Elektrotechniek B.V.;5;;;;5
BOOT organiserend ingenieursburo B.V.;5;;;;5
Bouwbedrijf De Boer B.V.;5;;;;5
Bouwbedrijf Pennings B.V.;5;;;;5
Bouwfonds Office Value Fund N.V.;;;;5;5
Brain of buildings high-security B.V.;5;;;;5
Breda Bouw B.V.;5;;;;5
Breedveld & Schroder;5;;;;5
BurgtBouw B.V.;5;;;;5
Cherubs Beveiliging B.V.;5;;;;5
Cosource B.V.;5;;;;5
CRH Mobile Fencing & Security B.V.;5;;;;5
CSO Adviesbureau voor Milieu-Onderzoek;5;;;;5
Dassen Bouw B.V.;5;;;;5
De Comme B.V.;5;;;;5
De Jager Totaal B.V.;5;;;;5
De Vlieg Techniek B.V.;5;;;;5
Deba 2000 B.V.;5;;;;5
DELVA Landscape Architects;5;;;;5
DGMR Bouw B.V.;5;;;;5
DKC Service & Onderhoud B.V.;5;;;;5
dormakaba Nederland B.V.;5;;;;5
Double U Building B.V.;;2;;5;5
DSS-de Swart Services B.V.;5;;;;5
Du Prie Bouw & Ontwikkeling B.V.;5;;;;5
Dura Vermeer Infra Regio Oost;5;;;;5
E.ON Benelux Levering B.V.;;5;;;5
Eelerwoude B.V.;5;;;;5
Energy Control Equipment Amsterdam B.V.;5;;;;5
Epson Europe B.V.;;3;;5;5
ERIKS Servicecenter Gelderland;5;;;;5
Everseal B.V.;5;;;;5
Gebr. van Kessel B.V.;5;;;;5
Gerco Brandpreventie B.V.;5;;;;5
Gras- en Groenvoeders Hoogland Marrum B.V.;5;;;;5
Grondboorbedrijf Haitjema B.V.;5;;;;5
Gunnebo Nederland B.V.;5;;;;5
Happel Cornelisse Verhoeven B.V.;5;;;;5
Heijmans Utiliteit Metaal;5;;;;5
Heilijgers Bouw B.V.;5;;;;5
Hoornstra Aannemingsmaatschappij B.V.;5;;;;5
Huizer Constructions N.V.;5;;;;5
IJbouw B.V.;5;;;;5
IMD Raadgevende Ingenieurs;5;;;;5
Infrastructure Services & Projects B.V.;5;;;;5
Integron Leeuwarden;5;;;;5
Ivast B.V.;;;;5;5
Jac Ruijters Schildersbedrijf B.V.;5;;;;5
Joulz Infradiensten B.V.;5;;;;5
JOVI Investments Events & Business Company II;;;;5;5
Kapulanthis B.V.;;;;5;5
Kemper en van Twist Diesel B.V.;5;;;;5
Kontek-Nelissen;5;;;;5
Kosterbeemden Kerkrade B.V.;;4;;4;5
Kuiper Bouw B.V.;5;;;;5
Kwatta General Contractors N.V.;5;;;;5
Maatschap Einstein;;2;;5;5
Manntech Gevelinstallaties B.V.;5;;;;5
Menerga Klimaattechnologie B.V.;5;;;;5
NS Stations B.V.;;4;;5;5
Office Radarweg B.V.;;4;;5;5
office_winhov B.V.;5;;;;5
Oostelbos van den Berg B.V.;5;;;;5
Otis B.V.;5;;;;5
Parkstad Inspecties;5;;;;5
Pieter IJsbrand Stichting;;;;5;5
Poly Products B.V.;5;;;;5
Possehl Aannemingsmaatschappij B.V.;5;;;;5
Renpart Vastgoed Holding N.V.;;2;;5;5
Schadeoplossing Nederland B.V.;3;;;4;5
Schmidt Watertechniek B.V.;5;;;;5
Signal Real Estate Opportunities (Lux) Investco IN S.a r.l.;;;;5;5
Sinis;5;;;;5
SMS Metaal Service B.V.;5;;;;5
Stanley Security Nederland B.V.;3;3;;4;5
Stedin;5;4;;;5
Stena Realty B.V.;;2;;5;5
Stichting het Rijksmuseum;5;2;;;5
Stichting Monument 'De Witte';;;;5;5
Stichting Oranjehotel;5;;;;5
Tab B.V.;5;;;;5
Tango Properties Management B.V.;;2;;5;5
Tauw B.V.;5;;;;5
team V architectuur B.V.;5;;;;5
The Dutch Rooster N.V.;;;;5;5
Van der Velden Rioleringsbeheer Nijmegen B.V.;5;;;;5
Van Pelt Architecten B.V.;5;;;;5
Van Rhijn Bouw B.V.;5;;;;5
Van Stipdonk Landschapsinrichting B.V.;5;;;;5
Van Waning Bouw B.V.;5;;;;5
Vastgoed Rietveld (Den Haag-Neuhuyskade) B.V.;;2;;5;5
Vastgoed Webusco B.V.;5;;;3;5
Vastint Netherlands B.V.;;2;;5;5
Venko Schilderwerken B.V.;5;;;;5
Verloo B.V.;5;;;;5
Verschoor Bouwservice B.V.;5;;;;5
VVE gebouw 'Rooseveltstraat 36 t/m 66';;;;5;5
W. Schriek Beheer B.V.;5;;;;5
Warburg Henderson KAG Fur Immobillien mbH/Euro (2);;;;5;5
Wilms Den Helder B.V.;5;;;;5
Witteveen+Bos;5;;;;5
ZIUT B.V.;5;;;;5
Aannemersbedrijf Bramer B.V.;6;;;;6
anoniem 464;;2;;5;6
anoniem 555;5;3;;4;6
anoniem 608;6;;;;6
anoniem 611;;3;;5;6
anoniem 657;;3;;6;6
Aprisco Retail Parks B.V.;;2;;6;6
Arup B.V.;6;;;;6
