FID,shape_leng,strooknaam,vliegdatum,perceel,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_kust_2012.48,20028.7218386,l0255_grd,2012-03-22T00:00:00,1,,,"LINESTRING (204253.2340000011 612430.9389999993, 224095.58900000155 615156.8590000011)"
vlieglijnen_kust_2012.49,20675.8964842,l0256_grd,2012-03-22T00:00:00,1,,,"LINESTRING (203449.5859999992 611637.057, 223936.31799999997 614427.4899999984)"
vlieglijnen_kust_2012.50,21519.3398319,l0257_grd,2012-03-22T00:00:00,1,,,"LINESTRING (203366.23000000045 610942.1810000017, 224694.21799999848 613805.5560000017)"
vlieglijnen_kust_2012.51,21273.2181747,l0258_grd,2012-03-22T00:00:00,1,,,"LINESTRING (203267.12900000066 610169.3990000002, 224343.23200000077 613058.6339999996)"
vlieglijnen_kust_2012.52,21839.8249457,l0259_grd,2012-03-22T00:00:00,1,,,"LINESTRING (203128.22700000182 609624.256000001, 224803.80600000173 612297.6840000004)"
vlieglijnen_kust_2012.53,5136.17126656,l0260_grd,2012-03-22T00:00:00,1,,,"LINESTRING (203053.563000001 608859.25, 208165.00200000033 609362.6829999983)"
vlieglijnen_kust_2012.54,6188.89825931,l0261_grd,2012-03-22T00:00:00,1,,,"LINESTRING (201999.0460000001 607907.6979999989, 208127.41299999878 608771.1669999994)"
vlieglijnen_kust_2012.55,5861.53474824,l0262_grd,2012-03-22T00:00:00,1,,,"LINESTRING (201914.97800000012 607184.2019999996, 207719.49599999934 607999.7719999999)"
vlieglijnen_kust_2012.56,6694.61530501,l0263_grd,2012-03-22T00:00:00,1,,,"LINESTRING (201782.52299999818 606415.9789999984, 208404.6790000014 607398.2829999998)"
vlieglijnen_kust_2012.57,17062.9829102,l0287_grd,2012-03-22T00:00:00,1,,,"LINESTRING (199489.8669999987 598808.879999999, 208081.7340000011 613550.8339999989)"
vlieglijnen_kust_2012.58,11077.0222416,l0288_grd,2012-03-22T00:00:00,1,,,"LINESTRING (205897.73299999908 602211.5839999989, 206644.8110000007 613263.3839999996)"
vlieglijnen_kust_2012.59,18938.6908688,l0289_grd,2012-03-22T00:00:00,1,,,"LINESTRING (218414.46799999848 596649.3839999996, 221092.73200000077 615397.7419999987)"
vlieglijnen_kust_2012.60,18098.4370596,l0254_grd,2012-03-22T00:00:00,1,,,"LINESTRING (205187.94900000095 613076.932, 223090.49799999967 615732.5240000002)"
vlieglijnen_kust_2012.61,8224.76987401,l0202_grd,2012-01-31T00:00:00,1,,,"LINESTRING (98876.26700000092 497511.0689999983, 101694.57200000063 505237.9050000012)"
vlieglijnen_kust_2012.62,24441.6359858,l0208_grd,2012-01-31T00:00:00,1,,,"LINESTRING (101660.27600000054 504851.86199999973, 104996.08199999854 529064.7919999994)"
vlieglijnen_kust_2012.63,8265.97812753,l0203_grd,2012-01-31T00:00:00,1,,,"LINESTRING (99091.70300000161 497437.34099999815, 101947.94000000134 505194.1640000008)"
vlieglijnen_kust_2012.64,8269.10165171,l0204_grd,2012-01-31T00:00:00,1,,,"LINESTRING (99366.09800000116 497284.1180000007, 102151.8740000017 505069.84099999815)"
vlieglijnen_kust_2012.65,5702.7881314,l0205_grd,2012-01-31T00:00:00,1,,,"LINESTRING (99539.6799999997 497171.1000000015, 101493.80200000107 502528.63699999824)"
vlieglijnen_kust_2012.66,7114.01570931,l0270_grd,2012-01-31T00:00:00,1,,,"LINESTRING (96376.45199999958 500601.6070000008, 101875.66000000015 496088.5229999982)"
vlieglijnen_kust_2012.67,25870.9090121,l0209_grd,2012-01-31T00:00:00,1,,,"LINESTRING (101892.5309999995 504846.5709999986, 105472.54199999943 530468.5819999985)"
vlieglijnen_kust_2012.68,11764.7613209,l0210_grd,2012-01-31T00:00:00,1,,,"LINESTRING (103217.7509999983 512428.00499999896, 104801.05999999866 524085.73800000176)"
vlieglijnen_kust_2012.69,3846.76278099,l0272_grd,2012-01-31T00:00:00,1,,,"LINESTRING (102332.78599999845 514106.4200000018, 105901.64499999955 512670.86300000176)"
vlieglijnen_kust_2012.70,15935.8994437,l0212_grd,2012-01-31T00:00:00,1,,,"LINESTRING (104473.66800000146 527307.2600000016, 109158.06300000101 542539.1119999997)"
vlieglijnen_kust_2012.71,14850.0505129,l0213_grd,2012-01-31T00:00:00,1,,,"LINESTRING (104719.54500000179 527278.3480000012, 109090.1950000003 541470.6490000002)"
vlieglijnen_kust_2012.72,9722.77788642,l0214_grd,2012-01-31T00:00:00,1,,,"LINESTRING (105906.54100000113 530286.0190000013, 108776.15500000119 539575.675999999)"
vlieglijnen_kust_2012.73,13823.351209,l0215_grd,2012-01-31T00:00:00,1,,,"LINESTRING (108570.4849999994 539031.3999999985, 109883.19900000095 552792.2800000012)"
vlieglijnen_kust_2012.74,14065.9559906,l0216_grd,2012-01-31T00:00:00,1,,,"LINESTRING (108866.17799999937 539003.2609999999, 110105.24199999869 553014.5370000005)"
vlieglijnen_kust_2012.75,14100.8648001,l0217_grd,2012-01-31T00:00:00,1,,,"LINESTRING (109099.94700000063 539036.4510000013, 110374.40199999884 553079.6039999984)"
vlieglijnen_kust_2012.76,14050.6077264,l0218_grd,2012-01-31T00:00:00,1,,,"LINESTRING (109371.57499999925 538999.8249999993, 110598.55200000107 552996.7569999993)"
vlieglijnen_kust_2012.77,3805.41364316,l0274_grd,2012-01-31T00:00:00,1,,,"LINESTRING (104770.10399999842 530629.300999999, 108465.69000000134 531536.9439999983)"
vlieglijnen_kust_2012.78,3686.10419996,l0271_grd,2012-01-31T00:00:00,1,,,"LINESTRING (98748.05799999833 500686.54100000113, 102416.41200000048 501047.8429999985)"
vlieglijnen_kust_2012.79,23487.1825213,l0207_grd,2012-01-31T00:00:00,1,,,"LINESTRING (101434.17700000107 504941.27600000054, 104626.3350000009 528210.5229999982)"
vlieglijnen_kust_2012.80,8135.4668545,l0273_grd,2012-01-31T00:00:00,1,,,"LINESTRING (101776.01199999824 520460.7049999982, 109867.25899999961 521307.7829999998)"
vlieglijnen_kust_2012.81,17204.19379,l0211_grd,2012-01-31T00:00:00,1,,,"LINESTRING (104230.01900000125 527438.6530000009, 109310.08700000122 543875.7199999988)"
vlieglijnen_kust_2012.82,3001.11046412,l0275_grd,2012-01-31T00:00:00,1,,,"LINESTRING (106790.60099999979 539213.5370000005, 109781.42100000009 539461.8500000015)"
vlieglijnen_kust_2012.83,2959.2024332,l0276_grd,2012-01-31T00:00:00,1,,,"LINESTRING (108680.67700000107 550554.4310000017, 111567.97700000182 551202.7960000001)"
vlieglijnen_kust_2012.84,8154.62078608,l0201_grd,2012-01-31T00:00:00,1,,,"LINESTRING (98651.66600000113 497688.5799999982, 101451.80900000036 505347.3680000007)"
vlieglijnen_kust_2012.85,13367.6324661,l0149_grd,2012-02-02T00:00:00,2,,,"LINESTRING (14032.087000001222 377758.4310000017, 26800.063000001013 381717.2670000009)"
vlieglijnen_kust_2012.86,13914.1983374,l0150_grd,2012-02-02T00:00:00,2,,,"LINESTRING (14291.515000000596 377100.9120000005, 27587.844000000507 381201.22300000116)"
vlieglijnen_kust_2012.87,4732.4239131,l0152_grd,2012-02-02T00:00:00,2,,,"LINESTRING (24963.901000000536 381759.66699999943, 29344.379000000656 379968.7870000005)"
vlieglijnen_kust_2012.88,3162.8360601,l0193_grd,2012-02-02T00:00:00,2,,,"LINESTRING (26304.897999998182 381676.4539999999, 27586.609999999404 378784.95800000057)"
vlieglijnen_kust_2012.89,11422.916869,l0148_grd,2012-02-02T00:00:00,2,,,"LINESTRING (14477.872999999672 378375.9919999987, 25369.390999998897 381819.5159999989)"
vlieglijnen_kust_2012.90,9407.67170805,l0188_grd,2012-01-02T00:00:00,2,,,"LINESTRING (44409.0549999997 424578.21400000155, 48600.13500000164 416155.6770000011)"
vlieglijnen_kust_2012.91,6009.8819308,l0190_grd,2012-01-02T00:00:00,2,,,"LINESTRING (35526.61600000039 402322.7410000004, 39583.05600000173 397888.33300000057)"
vlieglijnen_kust_2012.92,4393.22065559,l0191_grd,2012-01-17T00:00:00,2,,,"LINESTRING (21903.175999999046 391965.54199999943, 26002.01900000125 393546.6400000006)"
vlieglijnen_kust_2012.93,11199.1289145,l0142_grd,2012-01-17T00:00:00,2,,,"LINESTRING (19419.34299999848 396289.28400000185, 28880.96700000018 402280.79100000113)"
vlieglijnen_kust_2012.94,5462.53041717,l0192_grd,2012-01-17T00:00:00,2,,,"LINESTRING (27008.95600000024 386121.2719999999, 32002.855000000447 388334.9149999991)"
vlieglijnen_kust_2012.95,8056.61100092,l0123_grd,2012-02-01T00:00:00,2,,,"LINESTRING (58910.140000000596 425191.1400000006, 64978.27299999818 430490.83300000057)"
vlieglijnen_kust_2012.96,6464.23462143,l0124_grd,2012-02-01T00:00:00,2,,,"LINESTRING (59845.17300000042 426933.29100000113, 64717.20899999887 431181.7729999982)"
vlieglijnen_kust_2012.97,34027.9293724,l0125_grd,2012-02-01T00:00:00,2,,,"LINESTRING (39055.333000000566 409640.18499999866, 64633.14799999818 432082.8979999982)"
vlieglijnen_kust_2012.98,34229.0417894,l0126_grd,2012-02-01T00:00:00,2,,,"LINESTRING (38521.40599999949 410093.73600000143, 64250.392000000924 432669.09099999815)"
vlieglijnen_kust_2012.99,34298.1639721,l0127_grd,2012-02-01T00:00:00,2,,,"LINESTRING (38009.73099999875 410596.4299999997, 63812.35000000149 433192.6460000016)"
vlieglijnen_kust_2012.100,34232.318655,l0128_grd,2012-02-01T00:00:00,2,,,"LINESTRING (37510.41600000113 411177.6479999982, 63362.710000000894 433616.6889999993)"
vlieglijnen_kust_2012.101,34232.0841006,l0129_grd,2012-02-01T00:00:00,2,,,"LINESTRING (37142.43100000173 411704.31700000167, 62901.82299999893 434249.58999999985)"
vlieglijnen_kust_2012.102,36576.4173939,l0130_grd,2012-02-01T00:00:00,2,,,"LINESTRING (36854.58999999985 412356.85599999875, 64348.03000000119 436480.39400000125)"
vlieglijnen_kust_2012.103,37188.4932332,l0131_grd,2012-02-01T00:00:00,2,,,"LINESTRING (36644.528999999166 413125.79100000113, 64616.85200000182 437631.5689999983)"
vlieglijnen_kust_2012.104,36328.3132549,l0132_grd,2012-02-01T00:00:00,2,,,"LINESTRING (36548.87999999896 413959.91000000015, 63865.01399999857 437909.33900000155)"
vlieglijnen_kust_2012.105,35663.5509037,l0133_grd,2012-02-01T00:00:00,2,,,"LINESTRING (36592.539999999106 414935.78500000015, 63411.07699999958 438444.3999999985)"
vlieglijnen_kust_2012.106,31873.75921,l0134_grd,2012-02-01T00:00:00,2,,,"LINESTRING (39024.68499999866 418002.2800000012, 62991.33199999854 439015.0460000001)"
vlieglijnen_kust_2012.107,28630.1011638,l0135_grd,2012-02-01T00:00:00,2,,,"LINESTRING (40652.88100000098 420404.2199999988, 62245.55999999866 439204.19099999964)"
vlieglijnen_kust_2012.108,24126.2353444,l0136_grd,2012-02-01T00:00:00,2,,,"LINESTRING (43702.197000000626 423846.61100000143, 61776.03799999878 439828.2100000009)"
vlieglijnen_kust_2012.109,13870.7248239,l0137_grd,2012-02-01T00:00:00,2,,,"LINESTRING (34903.80700000003 402056.2529999986, 41833.02699999884 414072.1979999989)"
vlieglijnen_kust_2012.110,14549.4459735,l0138_grd,2012-02-01T00:00:00,2,,,"LINESTRING (34027.08100000024 399052.2520000003, 41271.1790000014 411670.0729999989)"
vlieglijnen_kust_2012.111,9968.31046595,l0139_grd,2012-02-01T00:00:00,2,,,"LINESTRING (28507.45699999854 402159.45899999887, 38463.76099999994 402648.58100000024)"
vlieglijnen_kust_2012.112,10411.6151493,l0140_grd,2012-02-01T00:00:00,2,,,"LINESTRING (26842.219999998808 401585.09099999815, 37241.29399999976 402095.96400000155)"
vlieglijnen_kust_2012.113,8904.14304498,l0141_grd,2012-02-01T00:00:00,2,,,"LINESTRING (29873.493999999017 401093.8909999989, 38770.55600000173 401448.92500000075)"
vlieglijnen_kust_2012.114,14288.9348061,l0187_grd,2012-01-17T00:00:00,2,,,"LINESTRING (58747.52199999988 438771.6180000007, 61760.51000000164 424803.95699999854)"
vlieglijnen_kust_2012.115,13448.5816246,l0143_grd,2012-01-17T00:00:00,2,,,"LINESTRING (19126.60399999842 395546.80700000003, 30433.16800000146 402828.69999999925)"
vlieglijnen_kust_2012.116,14434.9971258,l0144_grd,2012-01-17T00:00:00,2,,,"LINESTRING (19306.697999998927 395367.09699999914, 28464.162999998778 384208.6939999983)"
vlieglijnen_kust_2012.117,14955.8639048,l0145_grd,2012-01-17T00:00:00,2,,,"LINESTRING (19325.16800000146 395989.8299999982, 29024.26099999994 384605.3909999989)"
vlieglijnen_kust_2012.118,3210.39475027,l0146_grd,2012-01-17T00:00:00,2,,,"LINESTRING (27720.381000000983 387097.6090000011, 29905.379000000656 384745.5)"
vlieglijnen_kust_2012.119,12628.4464441,l0147_grd,2012-01-17T00:00:00,2,,,"LINESTRING (22254.732999999076 394211.0210000016, 30735.47899999842 384853.95899999887)"
vlieglijnen_kust_2012.120,3786.71241791,l0189_grd,2012-01-17T00:00:00,2,,,"LINESTRING (29264.504999998957 402399.493999999, 32108.951999999583 399899.8299999982)"
vlieglijnen_kust_2012.121,7259.45154348,l0122_grd,2012-02-01T00:00:00,2,,,"LINESTRING (60582.67399999872 425744.86300000176, 66055.88800000027 430513.88500000164)"
vlieglijnen_kust_2012.122,14476.162044,l0146_2_grd,2012-01-17T00:00:00,2,,,"LINESTRING (19675.208999998868 396547.6959999986, 29147.447999998927 385600.7349999994)"
vlieglijnen_kust_2012.123,4482.33552581,l0189_2_grd,2012-02-01T00:00:00,2,,,"LINESTRING (29396.708000000566 402447.3779999986, 32657.215999998152 399371.59800000116)"
vlieglijnen_kust_2012.124,11379.3616733,l0104_grd,2012-02-20T00:00:00,2,,,"LINESTRING (96277.70800000057 487104.98699999973, 99038.43400000036 498144.3830000013)"
vlieglijnen_kust_2012.125,10885.7246247,l0105_grd,2012-02-20T00:00:00,2,,,"LINESTRING (96684.77100000158 487734.3819999993, 99321.68699999899 498295.90100000054)"
vlieglijnen_kust_2012.126,10813.0325329,l0106_grd,2012-02-20T00:00:00,2,,,"LINESTRING (96786.18800000101 487077.79399999976, 99386.37999999896 497573.5390000008)"
vlieglijnen_kust_2012.127,9143.65570078,l0107_grd,2012-02-20T00:00:00,2,,,"LINESTRING (97597.4459999986 489377.34800000116, 99819.17300000042 498246.98000000045)"
vlieglijnen_kust_2012.128,8879.28157444,l0108_grd,2012-02-20T00:00:00,2,,,"LINESTRING (97844.96799999848 489378.4360000007, 100028.87299999967 497984.95699999854)"
vlieglijnen_kust_2012.129,25110.234053,l0109_grd,2012-01-31T00:00:00,2,,,"LINESTRING (86419.32699999958 468094.0029999986, 97428.21599999815 490662.3040000014)"
vlieglijnen_kust_2012.130,3744.09334699,l0181_grd,2012-01-31T00:00:00,2,,,"LINESTRING (98182.25400000066 496685.94900000095, 101879.7100000009 496096.84099999815)"
vlieglijnen_kust_2012.131,23063.8270604,l0111_grd,2012-01-31T00:00:00,2,,,"LINESTRING (86942.33199999854 468146.6039999984, 97057.01000000164 488874.2030000016)"
vlieglijnen_kust_2012.132,21683.2188141,l0112_grd,2012-01-31T00:00:00,2,,,"LINESTRING (87756.48600000143 469225.87000000104, 97254.01799999923 488718.40300000086)"
vlieglijnen_kust_2012.133,11188.166187,l0113_grd,2012-01-31T00:00:00,2,,,"LINESTRING (90025.92500000075 473395.7879999988, 94979.45499999821 483427.6180000007)"
vlieglijnen_kust_2012.134,595.11503487,l0114_grd,2012-01-31T00:00:00,2,,,"LINESTRING (72094.67700000107 452562.92599999905, 72478.00499999896 453018.1409999989)"
vlieglijnen_kust_2012.135,1518.55969855,l0115_grd,2012-01-31T00:00:00,2,,,"LINESTRING (71865.99500000104 452065.05099999905, 72829.3590000011 453238.9140000008)"
vlieglijnen_kust_2012.136,11791.4359469,l0116_grd,2012-01-31T00:00:00,2,,,"LINESTRING (65607.27899999917 444262.1970000006, 73198.97800000012 453284.6180000007)"
vlieglijnen_kust_2012.137,33868.2049129,l0117_grd,2012-01-31T00:00:00,2,,,"LINESTRING (65756.58300000057 444154.8350000009, 87740.36899999902 469918.5390000008)"
vlieglijnen_kust_2012.138,33933.7071158,l0118_grd,2012-01-31T00:00:00,2,,,"LINESTRING (65985.5700000003 443921.41699999943, 87912.71700000018 469819.2289999984)"
vlieglijnen_kust_2012.139,32961.6449969,l0119_grd,2012-01-31T00:00:00,2,,,"LINESTRING (66142.47599999979 443838.90199999884, 87537.81500000134 468912.9829999991)"
vlieglijnen_kust_2012.140,33055.6328194,l0120_grd,2012-01-31T00:00:00,2,,,"LINESTRING (66239.92399999872 443655.1579999998, 87782.93200000003 468726.5300000012)"
vlieglijnen_kust_2012.141,29634.0151672,l0121_grd,2012-01-31T00:00:00,2,,,"LINESTRING (66506.6959999986 443532.3060000017, 85785.26700000092 466038.1180000007)"
vlieglijnen_kust_2012.142,3557.14908478,l0151_grd,2012-01-31T00:00:00,2,,,"LINESTRING (72452.52100000158 449520.0799999982, 72489.35200000182 453077.0390000008)"
vlieglijnen_kust_2012.143,1543.06196569,l0154_grd,2012-01-31T00:00:00,2,,,"LINESTRING (86683.12999999896 468894.21400000155, 87312.76700000092 467485.45699999854)"
vlieglijnen_kust_2012.144,3875.14828885,l0180_grd,2012-01-31T00:00:00,2,,,"LINESTRING (98270.30099999905 497530.9919999987, 101910.84499999881 496203.131000001)"
vlieglijnen_kust_2012.145,3468.33851075,l0182_grd,2012-01-31T00:00:00,2,,,"LINESTRING (91684.23200000077 477921.436999999, 94485.79199999943 475876.77699999884)"
vlieglijnen_kust_2012.146,1575.00113309,l0184_grd,2012-01-31T00:00:00,2,,,"LINESTRING (74227.43200000003 453731.3220000006, 75258.00800000131 452540.2969999984)"
vlieglijnen_kust_2012.147,4003.41774484,l0185_grd,2012-01-31T00:00:00,2,,,"LINESTRING (71881.23299999908 451930.76099999994, 75739.63100000098 452998.5240000002)"
vlieglijnen_kust_2012.148,24674.25177,l0110_grd,2012-01-31T00:00:00,2,,,"LINESTRING (86781.9840000011 468364.6009999998, 97596.00800000131 490542.87000000104)"
vlieglijnen_kust_2012.149,2258.16403859,l0186_grd,2012-01-31T00:00:00,2,,,"LINESTRING (67393.1409999989 445949.9759999998, 68914.75800000131 444281.4470000006)"
vlieglijnen_kust_2012.150,1646.86320432,l0101_grd,2012-02-20T00:00:00,2,,,"LINESTRING (97973.11199999973 497013.5399999991, 98363.45699999854 498613.47399999946)"
vlieglijnen_kust_2012.151,1714.29741085,l0102_grd,2012-02-20T00:00:00,2,,,"LINESTRING (98108.07499999925 496701.37900000066, 98645.81899999827 498329.15199999884)"
vlieglijnen_kust_2012.152,2251.868016,l0103_grd,2012-02-20T00:00:00,2,,,"LINESTRING (98289.09899999946 496254.90199999884, 98832.06899999827 498440.3289999999)"
