FID,ADRES,LIGGING_TANK,VOLUME_TANK,DATUM_BEHANDELING,BEHANDELD_DOOR,IMAPCONCL,CERTIFICERING,TANK_AFGEDAAN,TANK_PDF,GEENCERT,GEOMETRIE,DOCUMENTNR
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1724,Brugmanstr. 020 Pater,Voortuin.,3000,1993-03-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Brugmanstr_020_Pater.pdf,,POINT (188793 428281),D151893710
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1725,Brugmanstr. 016 Pater,Voortuin.,5000,1993-06-01,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Brugmanstr_016_Pater.pdf,,POINT (188781 428265),D151893711
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1726,Brugmanstr. 018 Pater,Voortuin.,9,1992-12-11,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Brugmanstr_018_Pater.pdf,,POINT (188787 428273),D151893712
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1727,Geldershofstraat 011,onbekend,3300,1992-05-22,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Geldershofstraat_011.pdf,,POINT (187792.051559921 430716.283504971),D151893713
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1728,Laauwikstr. 025,nvt,3000,1991-09-27,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Laauwikstr_025.pdf,,POINT (188080.1028698 430798.46795068),D151893714
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1729,Brugmanstr. 028 Pater,Voortuin,3000,1997-06-09,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Brugmanstr_028_Pater.pdf,,POINT (188805.931 428301.078),D151893715
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_172a,Brugmanstr. 026 Pater,Voortuin.,3000,1993-09-28,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Brugmanstr_026_Pater.pdf,,POINT (188804.571247143 428295.777495555),D151893716
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_172b,Brugmanstr. 022 Pater,Voortuin.,3000,1999-06-28,Laura/Milieutec,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Brugmanstr_022_Pater.pdf,,POINT (188798 428288),D151893717
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_172c,Brugmanstr. 094 Pater,Voortuin.,2000,1992-12-11,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Brugmanstr_094_Pater.pdf,,POINT (188900 428414),D151893718
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_172d,Brugmanstr. 088 Pater,Voortuin,3000,1998-05-04,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Brugmanstr_088_Pater.pdf,,POINT (188890 428403),D151893719
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_172e,Brugmanstr. 092 Pater,Voortuin.,3000,1992-12-11,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Brugmanstr_092_Pater.pdf,,POINT (188896 428411),D151893720
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_172f,Sterreschansweg 058,Oprit.,5000,1993-02-24,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_058.pdf,,POINT (189263 428181),D151893721
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1730,Kamstr. 056 Museum,Voortuin.,3000,1993-03-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Kamstr_056_Museum.pdf,,POINT (188918.362836834 428307.192207392),D151893722
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1731,Kamstr. 054 Museum,Voortuin.,3000,1993-12-09,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Kamstr_054_Museum.pdf,,POINT (188914.1414583 428301.970828858),D151893723
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1732,Kamstr. 046 Museum,Onbekend,9,,?,Onbekend of hier een tank ligt,Nvt,Ja,GeenCertificaat.pdf,Kamstr. 046 Muse,POINT (188846 428201),D151893724
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1733,Kamstr. 068 Museum,Voortuin,1000,1997-06-23,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Kamstr_068_Museum.pdf,,POINT (188943.565833201 428341.576622176),D151893725
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1734,Kamstr. 070 Museum,Onbekend,2000,1994-05-10,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Kamstr_070_Museum.pdf,,POINT (188948.048550386 428347.97402464),D151893726
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1735,Kamstr. 078 Museum,Voortuin,3000,1997-11-25,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Kamstr_078_Museum.pdf,,POINT (188964.15004857 428368.558240009),D151893727
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1736,Ottostr. 001,Oprit.,3000,1993-10-25,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ottostr_001.pdf,,POINT (189030 428357),D151893728
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1737,Sterreschansweg 069,Onbekend,5000,1995-10-25,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_069.pdf,,POINT (189228 428294),D151893729
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1738,Sterreschansweg 075,Achtertuin.,5000,1993-06-28,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_075.pdf,,POINT (189306 428265),D151893730
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1739,Sterreschansweg 077,Achtertuin.,10000,1992-11-13,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_077.pdf,,POINT (189351 428216),D151893731
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_173a,Sterreschansweg 083,Oprit.,3000,1992-12-29,ECC,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_083.pdf,,POINT (189339 428142),D151893732
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_173b,Sterreschansweg 081,Achtertuin.,7000,1994-11-11,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_081.pdf,,POINT (189427 428174),D151893733
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_173c,Sterreschansweg 079,Oprit.,10000,1995-07-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_079.pdf,,POINT (189467 428223),D151893734
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_173d,Sterreschansweg 004,Voortuin.,2000,1992-12-11,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_004.pdf,,POINT (189060 428352),D151893735
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_173e,Sterreschansweg 012,Voortuin.,2000,1993-04-19,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_012.pdf,,POINT (189091 428334),D151893736
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_173f,Sterreschansweg 014,Voortuin.,3000,1993-05-14,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_014.pdf,,POINT (189097 428331),D151893737
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1740,Sterreschansweg 002,Achtertuin,3000,1997-08-29,Adico,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_002.pdf,,POINT (189045 428363),D151893738
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1741,Sterreschansweg 008,Oprit.,3000,1993-02-24,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_008.pdf,,POINT (189078 428341),D151893739
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1742,Sterreschansweg 016,Voortuin.,3000,1993-02-24,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_016.pdf,,POINT (189102 428328),D151893740
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1743,Sterreschansweg 028,Achtertuin.,3000,1993-02-24,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_028.pdf,,POINT (189139 428302),D151893741
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1744,Sterreschansweg 020,Voortuin.,3000,1994-11-05,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_020.pdf,,POINT (189115 428321),D151893742
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1745,Ubbergseveldweg 201,Onbekend,12000,1998-10-15,Chemclean,"Ondergrondse tank verwijderd, bovengrondse tank is in gebruik, informatie bij bureau Industrie",Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_201.pdf,,POINT (190133 427571),D151893743
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1746,Sterreschansweg 044,Oprit.,3000,1993-05-14,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_044.pdf,,POINT (189207 428240),D151893744
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1747,Sterreschansweg 038,oprit,3000,1997-07-11,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_038.pdf,,POINT (189175 428268),D151893745
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1748,Sterreschansweg 048,Oprit.,3000,1992-12-11,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_048.pdf,,POINT (189224 428225),D151893746
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1749,Sterreschansweg 050,Oprit.,3000,1992-12-11,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_050.pdf,,POINT (189233 428217),D151893747
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_174a,Sterreschansweg 046,Voortuin.,3000,1993-03-12,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_046.pdf,,POINT (189216 428232),D151893748
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_174b,Sterreschansweg 034,Oprit.,3000,1993-04-19,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_034.pdf,,POINT (189159 428281),D151893749
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_174c,Sterreschansweg 036,Oprit.,3000,1993-06-28,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_036.pdf,,POINT (189166 428276),D151893750
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_174d,Sterreschansweg 040,Voortuin.,4000,1994-09-07,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_040.pdf,,POINT (189188 428258),D151893751
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_174e,Sterreschansweg 042,Oprit.,5000,1998-02-25,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_042.pdf,,POINT (189199 428248),D151893752
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_174f,Sterreschansweg 056,Onbekend,2000,1995-06-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_056.pdf,,POINT (189258 428191),D151893753
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1750,Sterreschansweg 064,Oprit.,3000,1993-05-14,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_064.pdf,,POINT (189280 428138),D151893754
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1751,Sterreschansweg 068,Onbekend,3000,1992-06-05,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_068.pdf,,POINT (189284 428113),D151893755
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1752,Sterreschansweg 070,Voortuin.,3000,1992-12-11,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_070.pdf,,POINT (189289 428100),D151893756
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1753,Sterreschansweg 066,Onbekend,3000,1993-06-28,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_066.pdf,,POINT (189282 428123),D151893757
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1754,Sterreschansweg 060,Oprit.,3000,1993-10-27,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_060.pdf,,POINT (189271 428163),D151893758
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1755,Sterreschansweg 054,Oprit.,4000,1992-12-11,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_054.pdf,,POINT (189249 428200),D151893759
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1756,Sterreschansweg 052,Voortuin.,4000,1994-05-10,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_052.pdf,,POINT (189241 428208),D151893760
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1757,Sterreschansweg 062,Oprit.,5000,1993-02-24,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sterreschansweg_062.pdf,,POINT (189276 428150),D151893761
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1758,Ubbergseveldweg 003,Oprit.,3000,1992-12-14,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_003.pdf,,POINT (189041 428337),D151893762
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1759,Ubbergseveldweg 021,Voortuin.,3000,1993-03-11,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_021.pdf,,POINT (189093 428272),D151893763
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_175a,Ubbergseveldweg 009,Oprit.,3000,1993-06-01,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_009.pdf,,POINT (189068 428304),D151893764
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_175b,Ubbergseveldweg 007,Achtertuin.,5000,1997-11-07,Adico,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_007.pdf,,POINT (189061 428312),D151893765
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_175c,Ubbergseveldweg 049,Voortuin.,3000,1998-05-28,Adico,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_049.pdf,,POINT (189151 428199),D151893766
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_175d,Ubbergseveldweg 039,Voortuin.,3000,1993-01-27,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_039.pdf,,POINT (189130.206248413 428225.063754128),D151893767
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_175e,Ubbergseveldweg 059,Onbekend,9,,?,Het betreft een verwijderde bovengrondse tank,Nvt,Ja,GeenCertificaat.pdf,Ubbergseveldweg,POINT (189174 428189),D151893768
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_175f,Ubbergseveldweg 087,Voortuin.,3000,1992-12-14,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_087.pdf,,POINT (189248 428118),D151893769
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1760,Ubbergseveldweg 071,Oprit.,3000,1993-03-11,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_071.pdf,,POINT (189185 428168),D151893770
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1761,Ubbergseveldweg 079,Voortuin.,3000,1993-06-28,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_079.pdf,,POINT (189213 428144),D151893771
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1762,Ubbergseveldweg 073,Onbekend,3000,1993-11-02,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_073.pdf,,POINT (189193 428161),D151893772
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1763,Ubbergseveldweg 075,Achtertuin.,4000,1993-09-28,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_075.pdf,,POINT (189200 428155),D151893773
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1764,Ubbergseveldweg 083,Voortuin.,5000,1992-12-14,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_083.pdf,,POINT (189231 428130),D151893774
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1765,Ubbergseveldweg 095,Bij de serre.,3000,1997-05-05,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_095.pdf,,POINT (189379 428051),D151893775
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1766,Ubbergseveldweg 093,Achtertuin,3000,1997-12-02,Adico,"E‚n tank is gevuld met zand, ‚‚n tank is verwijderd",Tanks zijn conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_093.pdf,,POINT (189369 428054),D151893776
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1767,Ubbergseveldweg 091,Achtertuin.,6000,1992-12-14,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_091.pdf,,POINT (189348 428073),D151893778
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1768,Ubbergseveldweg 101,Onbekend,20000,1993-03-11,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_101.pdf,,POINT (189496 427966),D151893779
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1769,Ubbergseveldweg 097 t/m 099,Tussen beide gebouwen,9,,?,"De tank is gezocht en niet aangetroffen, mogelijk bij nieuwbouw verwijderd. Kwaliteit bodem onbekend",Geen,Ja,GeenCertificaat.pdf,Ubbergseveldweg,POINT (189415 428008),D151893780
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_176a,Ubbergseveldweg 002,Zijtuin.,3000,1998-06-02,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_002.pdf,,POINT (188978 428377),D151893781
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_176b,Ubbergseveldweg 050,Oprit.,3000,1992-12-14,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_050.pdf,,POINT (189207 428112),D151893782
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_176c,Ubbergseveldweg 060,Voortuin.,3000,1992-12-14,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_060.pdf,,POINT (189278 428065),D151893783
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_176d,Ubbergseveldweg 054,Voortuin.,3000,1993-06-04,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_054.pdf,,POINT (189230 428096),D151893784
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_176e,Ubbergseveldweg 052,Oprit.,3000,1994-04-13,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_052.pdf,,POINT (189222 428102),D151893785
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_176f,Ubbergseveldweg 058,Oprit.,3000,1994-04-13,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_058.pdf,,POINT (189245 428080),D151893786
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1770,Ubbergseveldweg 064,Oprit.,3000,1997-07-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Ubbergseveldweg_064.pdf,,POINT (189326 428033),D151893787
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1771,Huygensweg 007,Oprit.,3000,1997-09-18,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Huygensweg_007.pdf,,POINT (189282 427964),D151893788
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1772,Huygensweg 017,Oprit.,3000,1992-12-14,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Huygensweg_017.pdf,,POINT (189232 427903),D151893789
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1773,Huygensweg 011,Oprit.,3000,1993-03-10,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Huygensweg_011.pdf,,POINT (189269 427944),D151893790
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1774,Huygensweg 009,Voortuin.,3000,1993-03-10,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Huygensweg_009.pdf,,POINT (189275 427953),D151893791
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1775,Huygensweg 021,Onbekend,3000,1994-04-13,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Huygensweg_021.pdf,,POINT (189216 427885),D151893792
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1776,Huygensweg 013,Oprit.,4000,1993-03-10,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Huygensweg_013.pdf,,POINT (189263 427935),D151893793
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1777,Huygensweg 005,Voortuin.,5000,1993-03-10,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Huygensweg_005.pdf,,POINT (189288 427973),D151893795
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1778,Huygensweg 003,Voortuin.,6000,1993-03-10,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Huygensweg_003.pdf,,POINT (189303 427992),D151893796
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1779,Huygensweg 015,Zijtuin.,6000,1993-06-01,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Huygensweg_015.pdf,,POINT (189247 427920),D151893797
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_177a,Huygensweg 004,Voortuin.,3000,1993-09-14,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Huygensweg_004.pdf,,POINT (189277 428047),D151893798
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_177b,Huygensweg 002,Voortuin.,3000,1995-03-28,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Huygensweg_002.pdf,,POINT (189281 428054),D151893800
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_177c,Huygensweg 008,Oprit.,5000,1993-03-10,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Huygensweg_008.pdf,,POINT (189265 428030),D151893802
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_177d,Huygensweg 012,Oprit.,5000,1993-11-10,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Huygensweg_012.pdf,,POINT (189189 427917),D151893803
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_177e,Huygensweg 010,"2 oprit, 1 achtertuin",6000,1997-06-10,Chemclean,"De tanks zijn gevuld met zand, 3 x 6.000 L",Tanks zijn conform de richtlijnen (KIWA) gesaneerd,Ja,Huygensweg_010.pdf,,POINT (189207 427943),D151893804
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_177f,Annastr. 093 St.,Oprit.,5000,1993-04-20,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_093_St.pdf,,POINT (187587 427697),D151894162
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1780,Annastr. 111 St.,Voortuin.,3000,1993-04-22,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_111_St.pdf,,POINT (187577.105833545 427625.872491745),D151894163
