Ministerie;Handelsnaam;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatie adviesopdrachten;3140 - Uitbesteden juridische adviesopdrachten;3150 - Uitbesteden ICT-adviesopdrachten;3160 - Uitbesteden accountancy en financiën;Eindtotaal
I & W;Messe Frankfurt Medien und Service;1;;;;;;;1
I & W;Metamorfose Vertalingen B.V.;1;;;;;;;1
I & W;Mies/Tekst en Training;;;1;;;;;1
I & W;Millers;1;;;;;;;1
I & W;Milu B.V.;1;;;;;;;1
I & W;Mindful Effect;;;;1;;;;1
I & W;Mirabella Mulder Waste Water Management;1;;;;;;;1
I & W;mis-s B.V.;;;;1;;;;1
I & W;MOC Media B.V.;;1;;;;;;1
I & W;Modelit;1;;;;;;;1
I & W;Motel Haarlemmermeer B.V.;1;;;;;;;1
I & W;Mquality B.V.;1;;;;;;;1
I & W;Murphy's Law;1;;;;;;;1
I & W;MyGuard B.V.;1;;;;;;;1
I & W;Myrthe Verweij Producties;;;;1;;;;1
I & W;N.V. PWN Waterleidingbedrijf Noord-Holland;1;;;;;;;1
I & W;Nederlands Debat Instituut Holding B.V.;;;;1;;;;1
I & W;Nederlandse Stichting Geluidshinder;1;;;;;;;1
I & W;Nederlandse Vereniging voor Stralingshygiene;1;;;;;;;1
I & W;Nederlandse Vereniging voor Veiligheidskunde;;1;;;;;;1
I & W;Neopost Finance B.V.;1;;;;;;;1
I & W;Nespresso Nederland B.V.;1;;;;;;;1
I & W;Neuland Nederland;1;;;;;;;1
I & W;New Babylon Gardens B.V.;1;;;;;;;1
I & W;Next Step Management B.V.;;1;1;;;;;1
I & W;Nextview Netherlands B.V.;;1;;;;;;1
I & W;NFGD Zoetermeer B.V.;1;;;1;;;;1
I & W;Nieta;1;;;;;;;1
I & W;Nieuwe of Litteraire SociÃ«teit De Witte;1;;;;;;;1
I & W;Nieuwsbank B.V.;;1;;;;;;1
I & W;NMI;1;;;;;;;1
I & W;Novagraaf Nederland;1;;;;;;;1
I & W;Novella Media B.V.;;;;1;;;;1
I & W;NRC Media;1;;;;;;;1
I & W;NWC Events B.V.;1;;;;;;;1
I & W;Nyby;1;;;;;;;1
I & W;Ocelot;1;;;;;;;1
I & W;Oddessey Solutions B.V.;1;;;;;;;1
I & W;ODI OVERSEAS DEVELOPMENT INSTITUTE;;;;1;;;;1
I & W;OECD NUCLEAR ENERGY AGENCY;1;;;;;;;1
I & W;Oiltraining B.V.;;;1;;;;;1
I & W;OKRA landschapsarchitecten B.V.;1;;;;;;;1
I & W;Olivier Middendorp Fotografie;1;;;;;;;1
I & W;Omniplan Nederland B.V.;1;;;;;;;1
I & W;Onder de Luifel B.V.;1;;;;;;;1
I & W;One Shoe B.V.;1;;;;;;;1
I & W;Oonkay;1;;;;;;;1
I & W;Oorsprong Consult;;;1;;;;;1
I & W;orange counsel;1;;;;;;;1
I & W;Oudaen B.V.;1;;;;;;;1
I & W;Overheid Curaçao;1;;;;;;;1
I & W;OXILION;1;;;;;;;1
I & W;P&C Management B.V.;1;;;;;;;1
I & W;P&O North Sea Ferries B.V.;1;;;;;;;1
I & W;Paagman B.V.;;1;;;;;;1
I & W;Palatium Amstelodamum N.V.;1;;;;;;;1
I & W;Park Plaza Utrecht;1;;;;;;;1
I & W;Park Rotterdam Lessee B.V.;1;;;;;;;1
I & W;Party Rent Bomers B.V.;1;;;;;;;1
I & W;Partyservice Slump B.V.;1;;;;;;;1
I & W;Paviljoen Malieveld;1;;;;;;;1
I & W;Payroll Partners;1;;;;;;;1
I & W;Perdu communicatie;1;;;;;;;1
I & W;Persmanager B.V.;1;;;;;;;1
I & W;Perspectie;1;;;;;;;1
I & W;Peter Clausman;1;;;;;;;1
I & W;Phaos Advies B.V.;1;;;;;;;1
I & W;Phil Nijhuis Fotografie;1;;;;;;;1
I & W;Pieter van Geel Consultancy;1;;;;;;;1
I & W;PKT Vastgoed;1;;;;;;;1
I & W;Plaatwerk, Fotografen;;;;1;;;;1
I & W;Plastikor Nederland B.V.;1;;;;;;;1
I & W;PLUS Smaragdplein B.V.;1;;;;;;;1
I & W;PlusNauta B.V.;1;;;;;;;1
I & W;Podium Projectcommunicatie B.V.;1;;;;;;;1
I & W;Pondres Direct Mail B.V.;;;1;1;;;;1
I & W;Postillion Hotels B.V.;;1;;;;;;1
I & W;Presentation Partner B.V.;1;;;;;;;1
I & W;Print Productions B.V.;1;;;;;;;1
I & W;Print X-Press;1;;;;;;;1
I & W;Printed Copy en Printservice;1;;;;;;;1
I & W;Prixos B.V.;1;;;;;;;1
I & W;Procap B.V.;1;;;;;;;1
I & W;Productiewerf;1;;;;;;;1
I & W;PRODUCTIONS ASSOCIÉES ASBL;;;1;;;;;1
I & W;Progress Events B.V.;1;;;;;;;1
I & W;Projectbureau Vrolijks;1;;;;;;;1
I & W;Prosound;1;;;1;;;;1
I & W;Prospex bvba;;1;;;;;;1
I & W;Public Support Groep B.V.;;;1;;;;;1
I & W;Punt Grafisch Ontwerp;1;;;;;;;1
I & W;Puur Amsterdam;1;;;;;;;1
I & W;Quality Bookings B.V.;;;1;;;;;1
I & W;Quant Base B.V.;1;;;;;;;1
I & W;Queens Gardens Resort;1;;;;;;;1
I & W;Quest Associates Limited;1;;;;;;;1
I & W;Quite Write;1;;;;;;;1
I & W;RÃ¶ntgen Technische Dienst B.V.;1;;;;;;;1
I & W;Radboud's Tekeningen;1;;;;;;;1
I & W;Raymond Rutting Photography;1;;;;;;;1
I & W;RDM Events B.V.;1;;;;;;;1
I & W;Reaktie Safety Shops B.V.;;1;;;;;;1
I & W;Rebel Energy B.V.;1;;;;;;;1
I & W;Rebel Strategy & Development B.V.;1;;;;;;;1
I & W;Rechtsdraaiende-Organisatie B.V.;1;;;;;;;1
I & W;Reclamestudio Guthschmidt B.V.;1;;;;;;;1
I & W;Redknot Hosting B.V.;;1;;;;;;1
I & W;RedNose IT B.V.;1;;;;;;;1
I & W;Redstack B.V.;1;;;;;;;1
I & W;Reinaerde;1;;;;;;;1
I & W;Reith-Hendriks & partners;1;;;;;;;1
I & W;RenÃ©e Broekmeulen Tekst & Training;;;1;1;;;;1
I & W;Renaissance It;1;;;;;;;1
I & W;Repro Baarn B.V.;1;;;;;;;1
I & W;Restaurant Grevelingen B.V.;1;;;;;;;1
I & W;Restaurant Onz;1;;;;;;;1
I & W;Rho Adviseurs B.V.;1;;;;;;;1
I & W;RICT ONLINE;1;;;;;;;1
I & W;Rigo Research en Advies B.V.;1;;;;;;;1
I & W;Riverside Outdoor;1;;;;;;;1
I & W;RMIT UNIVERSITY;1;;;;;;;1
I & W;Rob Gieling Fotografie;1;;;;;;;1
I & W;Rob Oostwegel Fotograaf;1;;;;;;;1
I & W;Rob Wilken Producties;1;;;;;;;1
I & W;RobBeurseFotografie;1;;;;;;;1
I & W;Robin Utrecht Fotografie;1;;;;;;;1
I & W;ROBKOOPS.COM;1;;;;;;;1
I & W;Robor Electronics B.V.;;1;;;;;;1
I & W;RobotXperience B.V.;;;;1;;;;1
I & W;rootAbility UG;;;1;;;;;1
I & W;RoPor Management B.V.;1;;;;;;;1
I & W;Royal Delft;1;;;;;;;1
I & W;Rozemond Tentoonstellingen;1;;;;;;;1
I & W;Ruimtemanagers B.V.;1;;;;;;;1
I & W;Ruthje;1;;;;;;;1
I & W;S. van Oss grafisch ontwerper;1;;;;;;;1
I & W;S.B.I. Zonheuvel B.V.;;1;;;;;;1
I & W;S.H. Severijn Holding B.V.;1;;;;;;;1
I & W;Sabel Communicatie B.V.;1;;;;;;;1
I & W;Samaya B.V.;;1;;;;;;1
I & W;Sandra Borremans Conceptontwikkeling;1;;;;;;;1
I & W;Sapore Den Haag B.V.;;;1;;;;;1
I & W;Savia Toekomstgericht Advies;1;;;;;;;1
I & W;Scheltema B.V.;1;;;;;;;1
I & W;Schoemaker advocaten;1;;;;;;;1
I & W;Schworks;;;;1;;;;1
I & W;Seinwezen Beheer B.V.;1;;;;;;;1
I & W;Sense Organisatie & Coaching B.V.;1;;;;;;;1
I & W;Sensornet B.V.;1;;;;;;;1
I & W;SewusterPlus;;1;;;;;;1
I & W;Sidekick Project Support;1;;;;;;;1
I & W;Signature Games;1;;;;;;;1
I & W;Silver Fox;;;1;;;;;1
I & W;Simon Groen International;1;;;;;;;1
I & W;Simonis Oude Visafslag B.V.;1;;;;;;;1
I & W;Sjoerd van der Hucht Fotografie;1;;;;;;;1
I & W;Skils B.V.;;;1;1;;;;1
I & W;Skyways Pilot Supplies;;1;;;;;;1
I & W;Slagerij Van Guilik B.V.;1;;;;;;;1
I & W;Slovenian Nuclear Safety Administra;1;;;;;;;1
I & W;Smaackmakers Experience;;;1;;;;;1
I & W;Solid Sense B.V.;;;1;;;;;1
I & W;SOM SET B.V.;;;1;;;;;1
I & W;SoundAppraisal B.V.;1;;;;;;;1
I & W;Soundfocus B.V.;1;;;;;;;1
I & W;Spaces Rode Olifant B.V.;1;;;;;;;1
I & W;Speakers AcademyÂ®;;1;1;;;;;1
I & W;Spekmen Productions;1;;;;;;;1
I & W;Sprengers Advocaten;;1;;;1;;;1
I & W;Spring House B.V.;1;;;;;;;1
I & W;Springer Customer Service Center;1;;;;;;;1
I & W;Springlab B.V.;1;;;;;;;1
I & W;Spruijt&Co;1;;;;;;;1
I & W;SRK Rechtsbijstand;1;;;;;;;1
I & W;Stadsconcepten Vastgoedadvies;1;;;;;;;1
I & W;Starsound Productions Exploitatie B.V.;1;;;;;;;1
I & W;STC Training & Consultancy;;;;1;;;;1
I & W;Steinmetz Advies;;;;1;;;;1
I & W;Sterk Consulting B.V.;1;;;;;;;1
I & W;Stg. Beh. Museum Boek/Meermanno-Westreenianum;1;;;;;;;1
I & W;Stg. Colloq. Vervoersplanologisch Speurwerk;1;;;;;;;1
I & W;Stg. Ned. Inst. voor Int. Betr. 'Clingend.';1;;;;;;;1
I & W;Stg. RIONED, Platf. Buitenriolering Nederland;1;;;;;;;1
I & W;Sticht. Breda University of Applied Sciences;1;;;;;;;1
I & W;Sticht. Coast to Coast E-Mobility Connection;1;;;;;;;1
I & W;Sticht. Delta All. International Foundation;1;;;;;;;1
I & W;Stichting Accessibility;;;;;;1;;1
I & W;Stichting ANP Foundation;1;;;;;;;1
I & W;Stichting Codarts, Hogeschool voor de Kunsten;1;;;;;;;1
I & W;Stichting De Kargadoor;1;;;;;;;1
I & W;Stichting De Nieuwe Kaart van Nederland;1;;;;;;;1
I & W;Stichting De Nieuwe Kanselarij;1;;;;;;;1
I & W;Stichting De Ooievaart;1;;;;;;;1
I & W;Stichting De Verkeersgedragdag;1;;;;;;;1
I & W;Stichting deelnemersgelden congresbureau;1;;;;;;;1
I & W;Stichting Derdengelden Vlietlaan;1;;;;;;;1
I & W;Stichting Duurzaamheidcentrum De Papaver;1;;;;;;;1
I & W;Stichting Energy Expo;1;;;;;;;1
I & W;Stichting Europees Instituut;1;;;;;;;1
I & W;Stichting Exploitatie DLV-Gebouw;1;;;;;;;1
I & W;Stichting Flevo Zakenfestival;1;;;;;;;1
I & W;Stichting Geonovum;1;;;;;;;1
I & W;Stichting GGZ Noord-Holland-Noord;1;;;;;;;1
I & W;Stichting Gilde Den Haag;;;1;;;;;1
I & W;Stichting HAS Opleidingen;1;;;;;;;1
I & W;Stichting Het Huis;1;;;;;;;1
I & W;Stichting Het Lindenberg Theater;1;;;;;;;1
I & W;Stichting Het Wereld Natuur Fonds-Nederland;1;;;;;;;1
I & W;Stichting Humanity House;1;;;;;;;1
I & W;Stichting Infrastr. Kwaliteitsborg. Bodembeh.;1;;;;;;;1
I & W;Stichting Internat. Perscentrum 'Nieuwspoort';1;;;;;;;1
I & W;Stichting KC Studentenfonds;;;1;1;;;;1
I & W;Stichting Kennis Gebiedsontwikkeling (SKG);1;;;;;;;1
I & W;Stichting Lunet aan de Snel;1;;;;;;;1
I & W;Stichting Marketing Scheveningen;1;;;;;;;1
I & W;Stichting MEE Veluwe;1;;;;;;;1
I & W;Stichting MuzeRijk;1;;;;;;;1
I & W;Stichting MVO Nederland;1;;;;;;;1
I & W;Stichting Ned. Bureau Keuringen Binnenvaart;1;;;1;;;;1
I & W;Stichting Next Generation Infrastructures 2;;;1;;;;;1
I & W;Stichting Plastic Soup Foundation;1;;;;;;;1
I & W;Stichting Pleio;1;;;;;;;1
I & W;Stichting Postfilter;1;;;;;;;1
I & W;Stichting Probos;1;;;;;;;1
I & W;Stichting Rail Cargo Information Netherlands;1;;1;;;;;1
I & W;Stichting Springtij Festival Terschelling;1;;;;;;;1
I & W;STICHTING VAKEXAMENS VOOR DE PARTIC;1;;;;;;;1
I & W;Stichting Wandelnet;1;;;;;;;1
I & W;Stichting Wereld Vismigratie;1;;;;;;;1
I & W;Stichting Wetskills;1;;;;;;;1
I & W;Stichting Zuiderzeemuseum;1;;;;;;;1
I & W;Stockholm Int. Water Institute;1;;;;;;;1
I & W;Story Studio;1;;;;;;;1
I & W;Straecos B.V.;1;;;;;;;1
I & W;Strand Zuid;1;;;;;;;1
I & W;Strandpaviljoen De Kwartel B.V.;1;;;;;;;1
I & W;Strootman Landschapsarchitecten B.V.;1;;;;;;;1
I & W;Studio Bavinck;1;;;;;;;1
I & W;Studio Makkink & Bey B.V.;1;;;;;;;1
I & W;Sustainalize B.V. .;1;;;;;;;1
I & W;T.M.A. (T. Miedema Aviation);;1;;;;;;1
I & W;Take2Media;1;;;;;;;1
I & W;TalentOn B.V.;;;1;;;;;1
I & W;TÃœV Nederland QA B.V.;;;1;;;;;1
I & W;Tauw Group B.V.;1;;;;;;;1
I & W;TB Events;1;;;;;;;1
I & W;TBD Jobboards;1;;;;;;;1
I & W;TeeuwenGroep Sprekersbureau B.V.;;;1;;;;;1
I & W;Tek Tok;1;;;;;;;1
I & W;Teka Groep B.V.;1;;;;;;;1
I & W;Tekom Vertalers B.V.;1;;;;;;;1
I & W;Tekstbureau Leo van Marrewijk;1;;;;;;;1
I & W;Tekstburo Gort B.V.;;;1;;;;;1
I & W;Tele2 Nederland B.V.;1;;;;;;;1
I & W;Telecom Service Leek B.V.;;;;1;;;;1
I & W;Textcetera B.V.;1;;;;;;;1
I & W;The Broadcaster B.V.;1;;;;;;;1
I & W;the endurance company;1;;;;;;;1
I & W;The Fieldwork Company B.V.;1;;;;;;;1
I & W;The Flea Market;1;;;;;;;1
I & W;The International Rail Technology Institute;1;;;;;;;1
I & W;The Myers-Briggs Company Limited;;1;;;;;;1
I & W;The Next Speaker;1;;;;;;;1
I & W;The Oddshop B.V.;1;;;;;;;1
I & W;The Signature of Thai Food;1;;;;;;;1
I & W;Thissen Systems and Policy Analysis;1;;;;;;;1
I & W;Tibs Verkeersadvies;1;;;;;;;1
I & W;Tjalle de Haan Adv. voor de Natte Waterstaat;1;;;;;;;1
I & W;Top Holland Events;1;;;;;;;1
I & W;Topgeschenken Nederland B.V.;1;;;;;;;1
I & W;totzo!;1;;;;;;;1
I & W;Touringcarbedrijf Betuwe Express B.V.;1;;;;;;;1
I & W;Tower Leisure B.V.;1;;;;;;;1
I & W;Townsville;1;;;;;;;1
I & W;TRAINING FOR TRANSPORTATION PROFESS;1;;;;;;;1
I & W;Transcriptie Online;1;;;;;;;1
I & W;Translation Office B.V.;1;;;;;;;1
I & W;TRConsult B.V.;1;;1;;;;;1
I & W;Treasury for Conference;1;;;;;;;1
I & W;TRIBES Holding B.V.;1;;;;;;;1
I & W;TRIDÃ‰E adviseurs in duurzame mobiliteit B.V.;1;;;;;;;1
I & W;Trois Cannetons B.V.;;;1;;;;;1
I & W;Tshikona;;;1;;;;;1
I & W;Twycer;1;;;;;;;1
I & W;Twynstra Gudde Zorg B.V.;1;;;;;;;1
I & W;Tymlez B.V.;;;1;;;;;1
I & W;Typeform S.L;;;1;;;;;1
I & W;Uitgeverij Luitingh-Sijthoff B.V.;;1;;;;;;1
I & W;Ulco van de Pol, juridisch advies;;;;1;;;;1
I & W;Umami Restaurant Den Haag B.V.;1;;;;;;;1
I & W;UMWELTBUNDESAMT GMBH;1;;;;;;;1
I & W;UNIVERSITY OF ST ANDREWS;1;;;;;;;1
I & W;UP Events B.V.;1;;;;;;;1
I & W;USG Finance Professionals B.V.;;1;;;;;;1
I & W;Vakmedianet Management B.V.;;;1;;;;;1
I & W;Valerie Kuypers Fotografie;1;;;;;;;1
I & W;Van der Sijs Techniek en Automatisering B.V.;1;;;;;;;1
I & W;van der Werf Advies en Coaching;;;;1;;;;1
I & W;Van Deursen Consultancy;1;;;;;;;1
I & W;van Hes Projectmanagement;1;;;;;;;1
I & W;Van Keep Development B.V.;;;1;;;;;1
I & W;Van Liefland Milieuadvies;;;1;;;;;1
I & W;Van Steen project- en contractmanag;1;;;;;;;1
I & W;Van 't Hof Juridisch Advies B.V.;1;;;;;;;1
I & W;van Triest Twello Personenvervoer;1;;;;;;;1
I & W;Vantilt Producties B.V.;1;;;;;;;1
I & W;Vascobelo V-Bars Den Haag B.V.;1;;;;;;;1
I & W;Vast Grafisch;1;;;;;;;1
I & W;VCK Travel B.V.;;;;1;;;;1
I & W;VECTOR CENTER LLC;1;;;;;;;1
I & W;Veldwerk Beheer B.V.;1;;;;;;;1
I & W;Velt vzw;1;;;;;;;1
I & W;Ver. Centr. Bur. voor de Rijn- en Binnenv.;1;;;;;;;1
I & W;Vereniging Logistiek Management;1;;;;;;;1
I & W;Vereniging v. Nederlandse Proj.ontw. Mij.;1;;;;;;;1
I & W;Vereniging voor Bouwrecht;1;;;;;;;1
I & W;Vergulden Eenhoorn B.V.;1;;;;;;;1
I & W;Vermaat Leisure B.V.;1;;;;;;;1
I & W;ViaDW B.V.;;;1;;;;;1
I & W;Vidiveni B.V.;1;;;;;;;1
I & W;Virtual Business Manager;1;;;;;;;1
I & W;Virtumedia B.V.;1;;;;;;;1
I & W;Visserij-inn.centrum Zuidwest-Nederland B.V.;1;;;;;;;1
I & W;Vital Link Beleidsanalyse;1;;;;;;;1
I & W;Vlaamsch EetcafÃ© Het Groote Genoegen;1;;;;;;;1
I & W;Voet Personenvervoer B.V.;;1;;;;;;1
I & W;Volda;1;;;;;;;1
I & W;Volvo Ocean Race, S.L.U.;1;;;;;;;1
I & W;Vorderman Consultancy;1;;;;;;;1
I & W;Vrije Universiteit Brussel;1;;;;;;;1
I & W;Vroeg B.V.;1;;;;;;;1
I & W;VVV Business B.V.;1;;;;;;;1
I & W;W20;1;;;;;;;1
I & W;WaardenBeleving;1;;;;;;;1
I & W;Waterkennisbank B.V.;1;;;;;;;1
I & W;We-all-wheel B.V.;1;;;;;;;1
I & W;WebElect;;;1;;;;;1
I & W;Weena B.V.;1;;;;;;;1
I & W;Werken met Taal;;1;;;;;;1
I & W;Wester strategische communicatie;1;;;;;;;1
I & W;Wetenschapsjournalist.nl;;;;1;;;;1
I & W;Wiebe Kiestra Fotografie;1;;;;;;;1
I & W;WIEMAN & WIEMAN;;;1;;;;;1
I & W;Wieneke Wolthuis Communicatie;1;;;;;;;1
I & W;Wijngd en zorghoeve de Reestlandhoeve V.O.F.;1;;;;;;;1
I & W;WIJNKOPERS;1;;;;;;;1
I & W;Wilderbrook;1;;;;;;;1
I & W;Winetwists;;;1;;;;;1
I & W;wiritaxi;;1;;;;;;1
I & W;Wlrtschafts- und Verlagsgesellschaf;1;;;;;;;1
I & W;WM Innovatie;1;;;;;;;1
I & W;Wolters Kluwer Nederland B.V.;1;;;;;;;1
I & W;Work21 B.V.;1;;;;;;;1
I & W;WORLD ANIMAL PROTECTION;1;;;;;;;1
I & W;www.richardengelfriet.nl;;;;1;;;;1
I & W;Xerox (Nederland) B.V.;;;1;;;;;1
I & W;Xsight-Thing;;;1;;;;;1
I & W;Xynthesis;;;1;;;;;1
I & W;Yogacentrum Innerwork;1;;;;;;;1
I & W;Youfacilitate B.V.;1;;;;;;;1
I & W;YouHoo;1;;;;;;;1
I & W;zaak.acht;1;;;;;;;1
I & W;Zalen Pakhuis de Zwijger B.V.;;;;1;;;;1
I & W;Zalencentrum Het Trefpunt;1;;;;;;;1
I & W;Zanzibar Beachclub B.V.;1;;;;;;;1
I & W;Zeewaardig;1;;;;;;;1
I & W;Zeil- en Surfcentrum Brouwersdam B.V.;1;;;;;;;1
I & W;ZVU.NU B.V.;1;;1;;;;;1
J & V;?rztekasse Rechtsmedizin;1;;;;;;;1
J & V;Agroisolab GmbH;1;;;;;;;1
J & V;ALcontrol Laboratories;1;;;;;;;1
J & V;anoniem 10;1;;;;;;;1
J & V;Aqualab Zuid B.V.;1;;;;;;;1
J & V;BDO Accountants;;;;;;;1;1
J & V;Blauw Research B.V.;;;1;;;;;1
J & V;Bosveld Gerechtsdeurwaarders & Incasso's;1;;;;;;;1
J & V;Buyitdirect.com N.V.;1;;;;;;;1
J & V;Continental Automotive Germany;1;;;;;;;1
J & V;Continental Automotive Romania SRL.;1;;;;;;;1
J & V;Deloitte Consulting B.V.;1;;;;;;;1
J & V;Diatomella;1;;;;;;;1
J & V;Ecofide;1;;;;;;;1
J & V;Ergatis B.V.;;;1;;;;;1
J & V;Eurofins Analytico B.V.;1;;;;;;;1
J & V;Eurofins Food Testing Rotterdam B.V.;1;;;;;;;1
J & V;Geneeskundig Advies Schaderegelingen B.V.;;;1;;;;;1
J & V;Groothandel Albatros B.V.;;;1;;;;;1
J & V;Hellemans Consultancy B.V.;;;;;;;1;1
J & V;Ingenieursbureau B-Ware B.V.;1;;;;;;;1
J & V;Interactie-Academie vzwVZW;1;;;;;;;1
J & V;Iso-Analytical Limited;1;;;;;;;1
J & V;Jitta Miedema Spiegelbijeenkomsten & Coaching;1;;;;;;;1
J & V;Kuypers Kliniek;1;;;;;;;1
J & V;KWR Water B.V.;1;;;;;;;1
J & V;L.B.G.M. Tinsel;1;;;;;;;1
J & V;LGC Limited;1;;;;;;;1
J & V;LRQA;;;1;;;;;1
J & V;Miele Nederland B.V.;1;;;;;;;1
J & V;MKB Krachtcentrale;1;;;;;;;1
J & V;Mul Spiegelbijeenkomsten;1;;;;;;;1
J & V;Omegam;1;;;;;;;1
J & V;Psychologenpraktijk Kwadrant;1;;;;;;;1
J & V;Safeteq;1;;;;;;;1
J & V;SCRN;;1;;;;;;1
J & V;Smits Van Burgst Beveiliging B.V.;;;1;;;;;1
J & V;Solvinity;1;;;;;;;1
J & V;Stg. Centr. voor Arbeidsverhoud. Overh.pers.;1;;;;;;;1
J & V;Stg. Studiecentr. Crimin. en Rechtshandhaving;;;1;;;;;1
J & V;Stichting Onderzoekscentrum Ketenzorg Chronische Ziekten;1;;;;;;;1
J & V;Sytech Consultants;1;;;;;;;1
J & V;Universitaire Ziekenhuizen Leuven;1;;;;;;;1
J & V;Universiteit Gent;1;;;;;;;1
J & V;USG Capacity;1;;;;;;;1
J & V;Van Wiggen Leadership;1;;;;;;;1
J & V;Vanuit de Bedoeling;;;1;;;;;1
J & V;WLN Business B.V.;1;;;;;;;1
J & V;Xerox (Nederland) B.V.;1;;;;;;;1
LNV;Andersson Elffers Felix;;;1;;;;;1
LNV;Automotive Publishing B.V.;;;1;;;;;1
LNV;BenAle Risk Management Advice;;;1;;;;;1
LNV;Berenschot Groep B.V.;;;1;;;;;1
LNV;Bezoek Agriport;;;1;;;;;1
LNV;Bierens;;;1;;;;;1
LNV;BIOCHEMICAL INSTITUTE FOR ENVIRONMENTAL CARCINOGENS;;;1;;;;;1
LNV;Biomass Research B.V.;;;1;;;;;1
LNV;Boocom VOF;;;1;;;;;1
LNV;Burosa;;;1;;;;;1
LNV;Café De Jaren;;;1;;;;;1
LNV;Calla's LVRED 51A B.V.;;;1;;;;;1
LNV;Can Do Academy;;;1;;;;;1
LNV;CARMABI Foundation;;;1;;;;;1
LNV;Carnegie-Stichting;;;1;;;;;1
LNV;Coastal & Marine Union;;;1;;;;;1
LNV;DAC Zutphen-Laren;;;1;;;;;1
LNV;Dairy Training Centre B.V.;;;1;;;;;1
LNV;De Groene Zaak, Ond. voor een Duurz. Economie;;;1;;;;;1
LNV;De Heeren van der Schelling;;;1;;;;;1
LNV;De investeringsmaatschappij;;;1;;;;;1
LNV;De Lichtboei;;;1;;;;;1
LNV;De Merkplaats B.V.;;;1;;;;;1
LNV;De Seedykstertoer;;;1;;;;;1
LNV;De Wikel B.V.;;;1;;;;;1
LNV;Deltamu;;;1;;;;;1
LNV;Demokwekerij B.V.;;;1;;;;;1
LNV;Dierenkliniek Centrum Oost;;;1;;;;;1
LNV;Dierenkliniek Roden;;;1;;;;;1
LNV;Diner Thuis;;;1;;;;;1
LNV;DRRR GmbH;;;1;;;;;1
LNV;Dutch Research Institute for Transitions B.V.;;;1;;;;;1
LNV;Elastomer Research Testing B.V.;;;1;;;;;1
LNV;Engels Horeca Rotterdam B.V.;;;1;;;;;1
LNV;Etxea Restaurant;;;1;;;;;1
LNV;Evidensia Dierenziekenhuis Nunspeet B.V.;;;1;;;;;1
LNV;Fletcher Hotel Restaur. De Wageningsche Berg;;;1;;;;;1
LNV;Futureland Holding B.V.;;;1;;;;;1
LNV;Garage 48;;;1;;;;;1
LNV;Gebiedscoöperatie O-gen UA;;;1;;;;;1
LNV;Gesprek in Beweging;;;1;;;;;1
LNV;GH+O;;;1;;;;;1
LNV;Grandcafé Z B.V.;;;1;;;;;1
LNV;Hans Roggen Fotografie;;;1;;;;;1
LNV;Havenbedrijf Rotterdam N.V.;;;1;;;;;1
LNV;Het Pleidooi;;;1;;;;;1
LNV;HEYDAY Consultancy & Detachering B.V.;;;1;;;;;1
LNV;Hogenkamp Agrarische Coaching;;;1;;;;;1
LNV;Hokra B.V.;;;1;;;;;1
LNV;Hoogteyling BNO;;;1;;;;;1
LNV;Hotel De Vigilante;;;1;;;;;1
LNV;Hotel Des Indes B.V.;;;1;;;;;1
LNV;Hotel Des Indes Beheer B.V.;;;1;;;;;1
LNV;Humor werkt producties;;;1;;;;;1
LNV;Indisch Restaurant Garoeda;;;1;;;;;1
LNV;Instituut voor Landbouw- en Visserijonderzoek (ILVO);;;1;;;;;1
LNV;Irene Kingma;;;1;;;;;1
LNV;Jamie's Italian Den Haag;;;1;;;;;1
LNV;Japas CafÃ©;;;1;;;;;1
LNV;Kasteel Woerden B.V.;;;1;;;;;1
LNV;KCM Survey B.V.;;;1;;;;;1
LNV;Kiwa Technology;;;1;;;;;1
LNV;Koole Communicatie B.V.;;;1;;;;;1
LNV;KunHan Consultancy;;;1;;;;;1
LNV;La Vina B.V.;;;1;;;;;1
LNV;Landgoed & Golfbaan Tespelduyn B.V.;;;1;;;;;1
