FID,hoogte,mastcode,lichtmastnummer,omschrijving,aanlegjaar,geometrie
O10002_GBI_Lichtmasten.749,5,gi02,sgi02,lichtmast,1977,MULTIPOINT ((172837.554 508779.941))
O10002_GBI_Lichtmasten.750,4,gd07,sgd07,lichtmast,2004,MULTIPOINT ((172121.839 508689.78))
O10002_GBI_Lichtmasten.751,5,gr02,sgr02,lichtmast,1988,MULTIPOINT ((172126.099 509125.95))
O10002_GBI_Lichtmasten.752,5,gr04,sgr04,lichtmast,1988,MULTIPOINT ((172167.316 509130.387))
O10002_GBI_Lichtmasten.753,5,gr05,sgr05,lichtmast,1988,MULTIPOINT ((172158.989 509165.14))
O10002_GBI_Lichtmasten.754,6,he01,she01,lichtmast,1977,MULTIPOINT ((172621.123 508939.54))
O10002_GBI_Lichtmasten.755,5,hr07,shr07,lichtmast,1998,MULTIPOINT ((172470.35 509042.592))
O10002_GBI_Lichtmasten.756,6,he02,she02,lichtmast,1977,MULTIPOINT ((172605.702 508916.327))
O10002_GBI_Lichtmasten.757,5,he13,she13,lichtmast,1977,MULTIPOINT ((172666.623 508721.224))
O10002_GBI_Lichtmasten.758,4,ka10,ska10,lichtmast,1994,MULTIPOINT ((172117.779 509556.17))
O10002_GBI_Lichtmasten.759,4,kg01,skg01,lichtmast,1977,MULTIPOINT ((172622.189 508586.311))
O10002_GBI_Lichtmasten.760,4,lb02,slb02,lichtmast,1974,MULTIPOINT ((172618.536 508707.671))
O10002_GBI_Lichtmasten.761,4,le01,sle01,lichtmast,1994,MULTIPOINT ((172063.319 509561.64))
O10002_GBI_Lichtmasten.762,4,ph01,sph01,lichtmast,1987,MULTIPOINT ((172000.802 509071.752))
O10002_GBI_Lichtmasten.763,4,tp01,stp01,lichtmast,1978,MULTIPOINT ((172618.176 508837.541))
O10002_GBI_Lichtmasten.764,4,va03,sva03,lichtmast,2009,MULTIPOINT ((172435.078 508637.318))
O10002_GBI_Lichtmasten.765,5,ra01,sra01,lichtmast,1993,MULTIPOINT ((171860.833 509386.327))
O10002_GBI_Lichtmasten.766,4,ir02,sir02,lichtmast,1987,MULTIPOINT ((172093.289 508746.75))
O10002_GBI_Lichtmasten.767,4,ir03,sir03,lichtmast,1987,MULTIPOINT ((172106.489 508725.94))
O10002_GBI_Lichtmasten.768,4,ja08,sja08,lichtmast,1977,MULTIPOINT ((172679.364 508803.613))
O10002_GBI_Lichtmasten.769,5,ka07,ska07,lichtmast,1994,MULTIPOINT ((172036.939 509523.51))
O10002_GBI_Lichtmasten.770,5,ke02,ske02,lichtmast,1988,MULTIPOINT ((172252.179 509119.17))
O10002_GBI_Lichtmasten.771,5,ks02,sks02,lichtmast,2005,MULTIPOINT ((172012.619 509285.484))
O10002_GBI_Lichtmasten.772,4,le03,sle03,lichtmast,1994,MULTIPOINT ((172047.107 509609.195))
O10002_GBI_Lichtmasten.773,5,nh05,snh05,lichtmast,1987,MULTIPOINT ((171900.815 509122.585))
O10002_GBI_Lichtmasten.774,4,nh09,snh09,lichtmast,1987,MULTIPOINT ((171881.165 509090.429))
O10002_GBI_Lichtmasten.775,4,nh19,snh19,lichtmast,1987,MULTIPOINT ((171905.904 508925.286))
O10002_GBI_Lichtmasten.776,7,sp04,ssp04,lichtmast,2000,MULTIPOINT ((171726.299 509451.7))
O10002_GBI_Lichtmasten.777,7,sp05,ssp05,lichtmast,2000,MULTIPOINT ((171711.555 509437.916))
O10002_GBI_Lichtmasten.778,4,ta04,sta04,lichtmast,1977,MULTIPOINT ((172692.888 508760.23))
O10002_GBI_Lichtmasten.779,4,ta05,sta05,lichtmast,1977,MULTIPOINT ((172713.984 508745.852))
O10002_GBI_Lichtmasten.780,7,vo14,bvo14,lichtmast,1988,MULTIPOINT ((175612.459 496392.29))
O10002_GBI_Lichtmasten.781,4,ja01,bja01,lichtmast,1997,MULTIPOINT ((176093.766 496118.583))
O10002_GBI_Lichtmasten.782,7,dr31,bdr31,lichtmast,1996,MULTIPOINT ((176128.47 496008.508))
O10002_GBI_Lichtmasten.783,7,dr27,bdr27,lichtmast,1996,MULTIPOINT ((176034.945 496103.063))
O10002_GBI_Lichtmasten.784,5,wa03,bwa03,lichtmast,1996,MULTIPOINT ((176000.606 495785.938))
O10002_GBI_Lichtmasten.785,6,pa36,bpa36,lichtmast,1993,MULTIPOINT ((176105.369 495974.82))
O10002_GBI_Lichtmasten.786,4,vl10,bvl10,lichtmast,1996,MULTIPOINT ((176011.924 495726.674))
O10002_GBI_Lichtmasten.787,5,zo03,bzo03,lichtmast,1996,MULTIPOINT ((175933.418 495756.603))
O10002_GBI_Lichtmasten.788,5,jo05,bjo05,lichtmast,1996,MULTIPOINT ((175965.301 495951.413))
O10002_GBI_Lichtmasten.789,5,lu84,blu84,lichtmast,1995,MULTIPOINT ((175777.539 495788.253))
O10002_GBI_Lichtmasten.790,4,th14,bth14,lichtmast,1995,MULTIPOINT ((175809.231 495774.34))
O10002_GBI_Lichtmasten.791,4,th02,bth02,lichtmast,1995,MULTIPOINT ((175714.094 495693.941))
O10002_GBI_Lichtmasten.792,7,no20,bno20,lichtmast,1996,MULTIPOINT ((176142.437 497042.971))
O10002_GBI_Lichtmasten.793,7,gr04,bgr04,lichtmast,2012,MULTIPOINT ((176716.497 496403.163))
O10002_GBI_Lichtmasten.794,7,gr07,bgr07,lichtmast,2012,MULTIPOINT ((176787.079 496304.749))
O10002_GBI_Lichtmasten.795,7,wi02,bwi02,lichtmast,2012,MULTIPOINT ((176801.763 496223.117))
O10002_GBI_Lichtmasten.796,6,wi13,bwi13,lichtmast,2012,MULTIPOINT ((176512.619 496064.467))
O10002_GBI_Lichtmasten.797,5,hk30,bhk30,lichtmast,2012,MULTIPOINT ((175407.822 496611.863))
O10002_GBI_Lichtmasten.798,5,bh01,bbh01,lichtmast,2012,MULTIPOINT ((175647.301 496720.089))
O10002_GBI_Lichtmasten.799,5,bh02,bbh02,lichtmast,2012,MULTIPOINT ((175628.108 496702.814))
O10002_GBI_Lichtmasten.800,7,pw09,bpw09,lichtmast,2000,MULTIPOINT ((176753.377 497326.949))
O10002_GBI_Lichtmasten.801,7,ba29,bba29,lichtmast,2000,MULTIPOINT ((175951.693 496642.89))
O10002_GBI_Lichtmasten.802,7,pw14,bpw14,lichtmast,2002,MULTIPOINT ((176846.717 497299.727))
O10002_GBI_Lichtmasten.803,7,lk16,blk16,lichtmast,2002,MULTIPOINT ((176791.829 496704.847))
O10002_GBI_Lichtmasten.804,7,wp09,bwp09,lichtmast,2002,MULTIPOINT ((176779.874 496766.523))
O10002_GBI_Lichtmasten.805,8,ba39,bba39,lichtmast,2000,MULTIPOINT ((176041.57 496735.753))
O10002_GBI_Lichtmasten.806,8,ba41,bba41,lichtmast,2000,MULTIPOINT ((176109.051 496736.174))
O10002_GBI_Lichtmasten.807,8,ba44,bba44,lichtmast,2009,MULTIPOINT ((176211.111 496727.345))
O10002_GBI_Lichtmasten.808,7,no10b,bno10b,lichtmast,2009,MULTIPOINT ((176021.482 496760.498))
O10002_GBI_Lichtmasten.809,5,wk07,bwk07,lichtmast,2002,MULTIPOINT ((175342.843 496558.071))
O10002_GBI_Lichtmasten.810,5,wk13,bwk13,lichtmast,2002,MULTIPOINT ((175310.064 496464.304))
O10002_GBI_Lichtmasten.811,7,lk09,blk09,lichtmast,2002,MULTIPOINT ((176628.84 496713.083))
O10002_GBI_Lichtmasten.812,7,ps15,bps15,lichtmast,2003,MULTIPOINT ((176748.384 497111.38))
O10002_GBI_Lichtmasten.813,7,wp08,bwp08,lichtmast,2002,MULTIPOINT ((176759.525 496795.005))
O10002_GBI_Lichtmasten.814,7,ba33,bba33,lichtmast,2011,MULTIPOINT ((176012.042 496715.349))
O10002_GBI_Lichtmasten.815,8,no10a,bno10a,lichtmast,2000,MULTIPOINT ((176022.805 496798.026))
O10002_GBI_Lichtmasten.816,8,sw07,bsw07,lichtmast,2000,MULTIPOINT ((175825.037 496854.678))
O10002_GBI_Lichtmasten.817,5,lu81,blu81,lichtmast,1995,MULTIPOINT ((175735.844 495847.184))
O10002_GBI_Lichtmasten.818,4,ja19,bja19,lichtmast,1997,MULTIPOINT ((176204.89 495999.567))
O10002_GBI_Lichtmasten.819,4,ja17,bja17,lichtmast,1997,MULTIPOINT ((176212.022 496064.845))
O10002_GBI_Lichtmasten.820,5,sc03,bsc03,lichtmast,1997,MULTIPOINT ((176155.135 496079.402))
O10002_GBI_Lichtmasten.821,4,vb10,bvb10,lichtmast,2007,MULTIPOINT ((175887.523 496433.279))
O10002_GBI_Lichtmasten.822,7,dr08,bdr08,lichtmast,2007,MULTIPOINT ((175841.669 496345.3))
O10002_GBI_Lichtmasten.823,5,sp34,bsp34,lichtmast,2008,MULTIPOINT ((174985.781 495677.093))
O10002_GBI_Lichtmasten.824,5,hk01,bhk01,lichtmast,2007,MULTIPOINT ((175407.003 496560.693))
O10002_GBI_Lichtmasten.825,4,dr04a,bdr04a,lichtmast,2007,MULTIPOINT ((175817.166 496408.832))
O10002_GBI_Lichtmasten.826,5,we04a,bwe04a,lichtmast,2003,MULTIPOINT ((175477.384 496467.398))
O10002_GBI_Lichtmasten.827,5,hk08,bhk08,lichtmast,2007,MULTIPOINT ((175463.697 496636.259))
O10002_GBI_Lichtmasten.828,5,hk10,bhk10,lichtmast,2007,MULTIPOINT ((175476.697 496635.426))
O10002_GBI_Lichtmasten.829,5,fr02b,bfr02b,lichtmast,2010,MULTIPOINT ((175534.457 496266.717))
O10002_GBI_Lichtmasten.830,8,ol07,bol07,lichtmast,2012,MULTIPOINT ((176272.241 496116.763))
O10002_GBI_Lichtmasten.831,8,ol10,bol10,lichtmast,2012,MULTIPOINT ((176299.823 496223.11))
O10002_GBI_Lichtmasten.832,8,ol28,bol28,lichtmast,2012,MULTIPOINT ((176666.526 496512.233))
O10002_GBI_Lichtmasten.833,8,ol30,bol30,lichtmast,2012,MULTIPOINT ((176700.537 496528.163))
O10002_GBI_Lichtmasten.834,6,wi08,bwi08,lichtmast,2012,MULTIPOINT ((176641.38 496134.991))
O10002_GBI_Lichtmasten.835,6,wi10,bwi10,lichtmast,2012,MULTIPOINT ((176588.065 496105.802))
O10002_GBI_Lichtmasten.836,5,bh05,bbh05,lichtmast,2012,MULTIPOINT ((175583.462 496662.89))
O10002_GBI_Lichtmasten.837,5,bh07,bbh07,lichtmast,2012,MULTIPOINT ((175554.164 496629.271))
O10002_GBI_Lichtmasten.838,5,hk04,bhk04,lichtmast,2007,MULTIPOINT ((175442.697 496593.259))
O10002_GBI_Lichtmasten.839,5,hk12,bhk12,lichtmast,2007,MULTIPOINT ((175505.197 496607.426))
O10002_GBI_Lichtmasten.840,4,ak12a,bak12a,lichtmast,1988,MULTIPOINT ((175586.733 496528.692))
O10002_GBI_Lichtmasten.841,5,ko50,bko50,lichtmast,2009,MULTIPOINT ((175791.707 496156.301))
O10002_GBI_Lichtmasten.842,8,ol04,bol04,lichtmast,2012,MULTIPOINT ((176250.157 496004.86))
O10002_GBI_Lichtmasten.843,8,ol21,bol21,lichtmast,2012,MULTIPOINT ((176614.493 496467.759))
O10002_GBI_Lichtmasten.844,8,ol23,bol23,lichtmast,2012,MULTIPOINT ((176640.592 496481.008))
O10002_GBI_Lichtmasten.845,7,gr02,bgr02,lichtmast,2012,MULTIPOINT ((176667.012 496467.051))
O10002_GBI_Lichtmasten.846,7,gr05,bgr05,lichtmast,2012,MULTIPOINT ((176740.043 496370.31))
O10002_GBI_Lichtmasten.847,10,ol26,bol26,lichtmast,2012,MULTIPOINT ((176659.073 496502.11))
O10002_GBI_Lichtmasten.848,5,hk41,bhk41,lichtmast,2012,MULTIPOINT ((175605.374 496788.338))
O10002_GBI_Lichtmasten.849,5,bh06,bbh06,lichtmast,2012,MULTIPOINT ((175566.491 496647.644))
O10002_GBI_Lichtmasten.850,5,bh09,bbh09,lichtmast,2012,MULTIPOINT ((175535.94 496667.713))
O10002_GBI_Lichtmasten.851,7,pw13,bpw13,lichtmast,2000,MULTIPOINT ((176825.449 497328.688))
O10002_GBI_Lichtmasten.852,7,ba30,bba30,lichtmast,2000,MULTIPOINT ((175977.915 496661.418))
O10002_GBI_Lichtmasten.853,7,pw15,bpw15,lichtmast,2002,MULTIPOINT ((176867.571 497270.297))
O10002_GBI_Lichtmasten.854,5,bi07,bbi07,lichtmast,2002,MULTIPOINT ((175346.65 496509.22))
O10002_GBI_Lichtmasten.855,7,no11a,bno11a,lichtmast,1999,MULTIPOINT ((176004.281 496868.382))
O10002_GBI_Lichtmasten.856,8,ba45,bba45,lichtmast,2003,MULTIPOINT ((176244.374 496724.334))
O10002_GBI_Lichtmasten.857,8,ba56,bba56,lichtmast,2003,MULTIPOINT ((176566.388 496625.593))
O10002_GBI_Lichtmasten.858,5,we10,bwe10,lichtmast,2003,MULTIPOINT ((175587.087 496415.078))
O10002_GBI_Lichtmasten.859,4,gh01,bgh01,lichtmast,1996,MULTIPOINT ((175657.211 495766.967))
O10002_GBI_Lichtmasten.860,7,no16,bno16,lichtmast,1996,MULTIPOINT ((175986.574 496941.188))
O10002_GBI_Lichtmasten.861,5,di03,bdi03,lichtmast,1974,MULTIPOINT ((176224.706 496675.169))
O10002_GBI_Lichtmasten.862,5,ja04,bja04,lichtmast,1997,MULTIPOINT ((176118.054 496139.381))
O10002_GBI_Lichtmasten.863,4,ja12,bja12,lichtmast,1997,MULTIPOINT ((176242.769 496209.618))
O10002_GBI_Lichtmasten.864,7,dr28,bdr28,lichtmast,1996,MULTIPOINT ((176058.137 496076.408))
O10002_GBI_Lichtmasten.865,4,ka07,bka07,lichtmast,1996,MULTIPOINT ((176151.924 495851.488))
O10002_GBI_Lichtmasten.866,5,wa05,bwa05,lichtmast,1996,MULTIPOINT ((176051.611 495831.378))
O10002_GBI_Lichtmasten.867,5,wa04,bwa04,lichtmast,1996,MULTIPOINT ((176021.896 495813.766))
O10002_GBI_Lichtmasten.868,4,vl12,bvl12,lichtmast,1996,MULTIPOINT ((175989.757 495766.768))
O10002_GBI_Lichtmasten.869,4,vl03,bvl03,lichtmast,1996,MULTIPOINT ((176076.287 495762.534))
O10002_GBI_Lichtmasten.870,4,jo04,bjo04,lichtmast,1996,MULTIPOINT ((175944.516 495931.538))
O10002_GBI_Lichtmasten.871,5,tr17,btr17,lichtmast,1996,MULTIPOINT ((176046.015 495986.254))
O10002_GBI_Lichtmasten.872,6,er25,ber25,lichtmast,1978,MULTIPOINT ((176264.054 496653.346))
O10002_GBI_Lichtmasten.873,6,er10,ber10,lichtmast,1978,MULTIPOINT ((176131.804 496489.434))
O10002_GBI_Lichtmasten.874,7,dr22,bdr22,lichtmast,1990,MULTIPOINT ((175993.86 496163.636))
O10002_GBI_Lichtmasten.875,7,dr20,bdr20,lichtmast,1990,MULTIPOINT ((175966.028 496194.852))
O10002_GBI_Lichtmasten.876,7,dr16,bdr16,lichtmast,1990,MULTIPOINT ((175938.382 496225.943))
O10002_GBI_Lichtmasten.877,5,di01,bdi01,lichtmast,1974,MULTIPOINT ((176225.316 496636.096))
O10002_GBI_Lichtmasten.878,6,de14,bde14,lichtmast,1981,MULTIPOINT ((176012.519 496334.27))
O10002_GBI_Lichtmasten.879,6,de05,bde05,lichtmast,1981,MULTIPOINT ((176236.949 496349.33))
O10002_GBI_Lichtmasten.880,5,de18,bde18,lichtmast,1981,MULTIPOINT ((175962.899 496395.43))
O10002_GBI_Lichtmasten.881,5,lu90,blu90,lichtmast,2012,MULTIPOINT ((175595.849 495923.49))
O10002_GBI_Lichtmasten.882,4,lu68,blu68,lichtmast,1990,MULTIPOINT ((175701.009 496032.89))
O10002_GBI_Lichtmasten.883,4,lu02,blu02,lichtmast,1990,MULTIPOINT ((175478.449 496106.69))
O10002_GBI_Lichtmasten.884,5,kp04,bkp04,lichtmast,1988,MULTIPOINT ((175457.169 496379.44))
O10002_GBI_Lichtmasten.885,5,ko40,bko40,lichtmast,1990,MULTIPOINT ((175892.899 496172.56))
O10002_GBI_Lichtmasten.886,4,ko38,bko38,lichtmast,1990,MULTIPOINT ((175867.999 496158.02))
O10002_GBI_Lichtmasten.887,4,ko30,bko30,lichtmast,1990,MULTIPOINT ((175906.359 496108.76))
O10002_GBI_Lichtmasten.888,4,ko16,bko16,lichtmast,1990,MULTIPOINT ((175802.149 496017.38))
O10002_GBI_Lichtmasten.889,5,ko24,bko24,lichtmast,1990,MULTIPOINT ((175909.589 496057.53))
O10002_GBI_Lichtmasten.890,5,ko14,bko14,lichtmast,1990,MULTIPOINT ((175821.779 496054.898))
O10002_GBI_Lichtmasten.891,4,kl16,bkl16,lichtmast,1990,MULTIPOINT ((175335.449 496348.91))
O10002_GBI_Lichtmasten.892,5,ga03,bga03,lichtmast,1989,MULTIPOINT ((175974.829 496471.96))
O10002_GBI_Lichtmasten.893,5,ge01,bge01,lichtmast,1974,MULTIPOINT ((176019.086 496552.049))
O10002_GBI_Lichtmasten.894,4,fr14,bfr14,lichtmast,1988,MULTIPOINT ((175586.791 496164.467))
O10002_GBI_Lichtmasten.895,4,fr06,bfr06,lichtmast,1988,MULTIPOINT ((175635.749 496308.95))
O10002_GBI_Lichtmasten.896,6,er19,ber19,lichtmast,1978,MULTIPOINT ((176212.393 496618.949))
O10002_GBI_Lichtmasten.897,5,er18,ber18,lichtmast,1978,MULTIPOINT ((176214.687 496597.188))
O10002_GBI_Lichtmasten.898,4,dr23,bdr23,lichtmast,1990,MULTIPOINT ((175991.849 496136.74))
O10002_GBI_Lichtmasten.899,4,dr11,bdr11,lichtmast,1990,MULTIPOINT ((175907.439 496286.3))
O10002_GBI_Lichtmasten.900,6,de12,bde12,lichtmast,1981,MULTIPOINT ((176065.159 496372.11))
O10002_GBI_Lichtmasten.901,6,de11,bde11,lichtmast,1981,MULTIPOINT ((176097.439 496381.77))
O10002_GBI_Lichtmasten.902,6,de07,bde07,lichtmast,1981,MULTIPOINT ((176174.449 496332.11))
O10002_GBI_Lichtmasten.903,5,de08,bde08,lichtmast,1981,MULTIPOINT ((176152.049 496355.24))
O10002_GBI_Lichtmasten.904,6,cu24,bcu24,lichtmast,1988,MULTIPOINT ((175810.809 496235))
O10002_GBI_Lichtmasten.905,4,cu07,bcu07,lichtmast,1988,MULTIPOINT ((175532.291 496225.884))
O10002_GBI_Lichtmasten.906,4,bu19,bbu19,lichtmast,1987,MULTIPOINT ((175297.749 496427.6))
O10002_GBI_Lichtmasten.907,4,bu17,bbu17,lichtmast,1987,MULTIPOINT ((175253.139 496383.06))
O10002_GBI_Lichtmasten.908,4,bu16,bbu16,lichtmast,1987,MULTIPOINT ((175230.659 496393.96))
O10002_GBI_Lichtmasten.909,4,ak11,bak11,lichtmast,1988,MULTIPOINT ((175617.269 496535.33))
O10002_GBI_Lichtmasten.910,5,vb05,bvb05,lichtmast,2007,MULTIPOINT ((175866.689 496390.64))
O10002_GBI_Lichtmasten.911,7,dr06,bdr06,lichtmast,2007,MULTIPOINT ((175797.939 496382.307))
O10002_GBI_Lichtmasten.912,4,jo02,bjo02,lichtmast,1996,MULTIPOINT ((175938.478 495879.609))
O10002_GBI_Lichtmasten.913,4,ka05,bka05,lichtmast,1996,MULTIPOINT ((176175.902 495905.429))
O10002_GBI_Lichtmasten.914,4,ja15,bja15,lichtmast,1997,MULTIPOINT ((176223.43 496121.659))
O10002_GBI_Lichtmasten.915,4,ja08,bja08,lichtmast,1997,MULTIPOINT ((176204.089 496219.788))
O10002_GBI_Lichtmasten.916,5,tt04,btt04,lichtmast,1997,MULTIPOINT ((176203.52 496094.569))
O10002_GBI_Lichtmasten.917,4,ka10,bka10,lichtmast,1996,MULTIPOINT ((176085.674 495851.918))
O10002_GBI_Lichtmasten.918,5,ka03,bka03,lichtmast,1996,MULTIPOINT ((176121.769 495902.058))
O10002_GBI_Lichtmasten.919,4,vl09,bvl09,lichtmast,1996,MULTIPOINT ((176029.401 495705.952))
O10002_GBI_Lichtmasten.920,4,tr05,btr05,lichtmast,1996,MULTIPOINT ((175889.891 495955.259))
O10002_GBI_Lichtmasten.921,4,zo09,bzo09,lichtmast,2011,MULTIPOINT ((176042.041 495625.271))
O10002_GBI_Lichtmasten.922,4,zo05,bzo05,lichtmast,1996,MULTIPOINT ((175959.975 495697.011))
O10002_GBI_Lichtmasten.923,4,th09,bth09,lichtmast,1995,MULTIPOINT ((175811.893 495708.669))
O10002_GBI_Lichtmasten.924,4,th08,bth08,lichtmast,1995,MULTIPOINT ((175784.309 495693.518))
O10002_GBI_Lichtmasten.925,6,pa33,bpa33,lichtmast,1993,MULTIPOINT ((176039.358 495925.701))
O10002_GBI_Lichtmasten.926,6,pa31,bpa31,lichtmast,1993,MULTIPOINT ((175990.223 495872.104))
O10002_GBI_Lichtmasten.927,6,pa18,bpa18,lichtmast,1993,MULTIPOINT ((175650.339 495763.208))
O10002_GBI_Lichtmasten.928,7,no19,bno19,lichtmast,1996,MULTIPOINT ((176103.137 497014.688))
O10002_GBI_Lichtmasten.929,5,we08,bwe08,lichtmast,2003,MULTIPOINT ((175554.683 496451.421))
O10002_GBI_Lichtmasten.930,5,za01,bza01,lichtmast,1982,MULTIPOINT ((176008.129 496314.43))
O10002_GBI_Lichtmasten.931,4,ui06,bui06,lichtmast,1990,MULTIPOINT ((175247.72 496220.937))
O10002_GBI_Lichtmasten.932,5,ui04,bui04,lichtmast,1990,MULTIPOINT ((175201.887 496231.544))
O10002_GBI_Lichtmasten.933,7,dr07,bdr07,lichtmast,2007,MULTIPOINT ((175818.912 496359.251))
O10002_GBI_Lichtmasten.934,7,bb04,bbb04,lichtmast,2007,MULTIPOINT ((175834.745 496463.14))
O10002_GBI_Lichtmasten.935,7,pl17,bpl17,lichtmast,2007,MULTIPOINT ((175733.394 496453.081))
O10002_GBI_Lichtmasten.936,7,ps09,bps09,lichtmast,2003,MULTIPOINT ((176594.39 497001.684))
O10002_GBI_Lichtmasten.937,7,ps11,bps11,lichtmast,2003,MULTIPOINT ((176624.456 497022.643))
O10002_GBI_Lichtmasten.938,7,wp05,bwp05,lichtmast,2002,MULTIPOINT ((176696.901 496882.597))
O10002_GBI_Lichtmasten.939,5,alh03,balh03,lichtmast,2012,MULTIPOINT ((175657.793 496725.297))
O10002_GBI_Lichtmasten.940,5,wk17,bwk17,lichtmast,2002,MULTIPOINT ((175374.386 496388.087))
O10002_GBI_Lichtmasten.941,7,pw03,bpw03,lichtmast,2000,MULTIPOINT ((176562.961 497190.843))
O10002_GBI_Lichtmasten.942,7,pw02,bpw02,lichtmast,2000,MULTIPOINT ((176531.245 497168.149))
O10002_GBI_Lichtmasten.943,8,sw08,bsw08,lichtmast,2000,MULTIPOINT ((175806.307 496882.617))
O10002_GBI_Lichtmasten.944,8,sw09,bsw09,lichtmast,2000,MULTIPOINT ((175786.286 496910.367))
O10002_GBI_Lichtmasten.945,5,ko42,bko42,lichtmast,1990,MULTIPOINT ((175939.529 496213.68))
O10002_GBI_Lichtmasten.946,4,th01,bth01,lichtmast,1995,MULTIPOINT ((175696.516 495711.572))
O10002_GBI_Lichtmasten.947,5,wa02,bwa02,lichtmast,1996,MULTIPOINT ((175974.592 495767.636))
O10002_GBI_Lichtmasten.948,4,ja14,bja14,lichtmast,1997,MULTIPOINT ((176229.404 496152.152))
O10002_GBI_Lichtmasten.949,4,ja09,bja09,lichtmast,1997,MULTIPOINT ((176226.763 496239.875))
O10002_GBI_Lichtmasten.950,4,ja03,bja03,lichtmast,1997,MULTIPOINT ((176077.999 496171.276))
O10002_GBI_Lichtmasten.951,4,vl11,bvl11,lichtmast,1996,MULTIPOINT ((175996.829 495750.342))
O10002_GBI_Lichtmasten.952,4,vl06,bvl06,lichtmast,1996,MULTIPOINT ((176084.087 495700.261))
O10002_GBI_Lichtmasten.953,4,vl04,bvl04,lichtmast,1996,MULTIPOINT ((176100.796 495745.313))
O10002_GBI_Lichtmasten.954,5,jo07,bjo07,lichtmast,1996,MULTIPOINT ((176015.304 495996.202))
O10002_GBI_Lichtmasten.955,4,jo03,bjo03,lichtmast,1996,MULTIPOINT ((175938.372 495905.565))
O10002_GBI_Lichtmasten.956,4,tr08,btr08,lichtmast,1996,MULTIPOINT ((175953.921 496019.288))
O10002_GBI_Lichtmasten.957,4,tr03,btr03,lichtmast,1996,MULTIPOINT ((175879.391 495897.827))
O10002_GBI_Lichtmasten.958,4,zo06,bzo06,lichtmast,1996,MULTIPOINT ((175979.041 495670.749))
O10002_GBI_Lichtmasten.959,4,gh05,bgh05,lichtmast,1996,MULTIPOINT ((175730.076 495833.656))
O10002_GBI_Lichtmasten.960,4,th10,bth10,lichtmast,1995,MULTIPOINT ((175836.928 495722.313))
O10002_GBI_Lichtmasten.961,4,th07,bth07,lichtmast,1995,MULTIPOINT ((175760.081 495680.114))
O10002_GBI_Lichtmasten.962,4,th03,bth03,lichtmast,1995,MULTIPOINT ((175720.353 495671.813))
O10002_GBI_Lichtmasten.963,6,pa25,bpa25,lichtmast,1993,MULTIPOINT ((175816.913 495802.659))
O10002_GBI_Lichtmasten.964,7,sp21,bsp21,lichtmast,2000,MULTIPOINT ((175340.071 495774.602))
O10002_GBI_Lichtmasten.965,5,sp29,bsp29,lichtmast,2012,MULTIPOINT ((175085.691 495743.147))
O10002_GBI_Lichtmasten.966,5,sp20,bsp20,lichtmast,2000,MULTIPOINT ((175345.882 495788.148))
O10002_GBI_Lichtmasten.967,6,sp13,bsp13,lichtmast,2008,MULTIPOINT ((175255.292 495908.415))
O10002_GBI_Lichtmasten.968,6,sp02,bsp02,lichtmast,1990,MULTIPOINT ((175485.941 496185.296))
O10002_GBI_Lichtmasten.969,6,sp01,bsp01,lichtmast,1990,MULTIPOINT ((175506.299 496209.68))
O10002_GBI_Lichtmasten.970,5,sj02,bsj02,lichtmast,1982,MULTIPOINT ((176404.409 496512.55))
O10002_GBI_Lichtmasten.971,5,re04,bre04,lichtmast,1982,MULTIPOINT ((176021.524 496420.706))
O10002_GBI_Lichtmasten.972,5,re02,bre02,lichtmast,1982,MULTIPOINT ((176071.011 496433.446))
O10002_GBI_Lichtmasten.973,4,pl21,bpl21,lichtmast,1988,MULTIPOINT ((175696.099 496453.99))
O10002_GBI_Lichtmasten.974,7,pl20,bpl20,lichtmast,1988,MULTIPOINT ((175702.859 496478.52))
O10002_GBI_Lichtmasten.975,6,pa13,bpa13,lichtmast,1993,MULTIPOINT ((175606.149 495812.859))
O10002_GBI_Lichtmasten.976,7,no28,bno28,lichtmast,1977,MULTIPOINT ((176334.409 496987.5))
O10002_GBI_Lichtmasten.977,5,lu77,blu77,lichtmast,1998,MULTIPOINT ((175686.559 495911.1))
O10002_GBI_Lichtmasten.978,4,lu71,blu71,lichtmast,1990,MULTIPOINT ((175681.059 495942))
O10002_GBI_Lichtmasten.979,5,lu69,blu69,lichtmast,2012,MULTIPOINT ((175690.599 495977.4))
O10002_GBI_Lichtmasten.980,4,lu67,blu67,lichtmast,1990,MULTIPOINT ((175695.079 496009.07))
O10002_GBI_Lichtmasten.981,4,lu59,blu59,lichtmast,1990,MULTIPOINT ((175681.066 496035.807))
O10002_GBI_Lichtmasten.982,4,lu58,blu58,lichtmast,1990,MULTIPOINT ((175657.079 496038.22))
O10002_GBI_Lichtmasten.983,4,lu57,blu57,lichtmast,1990,MULTIPOINT ((175640.009 496022.81))
O10002_GBI_Lichtmasten.984,5,lu42,blu42,lichtmast,1990,MULTIPOINT ((175575.439 496068.89))
O10002_GBI_Lichtmasten.985,4,lu36,blu36,lichtmast,1990,MULTIPOINT ((175554.589 496040.79))
O10002_GBI_Lichtmasten.986,5,lu03,blu03,lichtmast,2009,MULTIPOINT ((175502.479 496128.27))
O10002_GBI_Lichtmasten.987,5,la06,bla06,lichtmast,2002,MULTIPOINT ((176295.797 496549.226))
