FID,wpeil_verf,poten_peil,se_anno_cad_data,gdb_geomattr_data,shape
potentiele_waterdiepte_laagste_punt_wegvak__m_.841,0.02,0.02,,,"LINESTRING (93982.42300000042 460809.48800000176, 93966.55700000003 460797.68299999833, 93898.41000000015 460743.4759999998, 93841.67100000009 460694.7170000002, 93792.75800000131 460649.7800000012, 93668.10099999979 460531.0920000002, 93629.36499999836 460496.4530000016, 93608.0709999986 460478.5390000008)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.842,-2.09,-2.09,,,"LINESTRING (94381.73999999836 461110.1429999992, 94279.64900000021 461026.6339999996, 94152.68400000036 460933.48900000006, 94050.02400000021 460859.78500000015, 93982.42300000042 460809.48800000176)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.843,-1.83,-1.83,,,"LINESTRING (94737.88399999961 461460.15199999884, 94677.56100000069 461390.0020000003, 94443.30099999905 461160.4990000017, 94381.73999999836 461110.1429999992)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.844,-0.9,-0.9,,,"LINESTRING (95063.88800000027 461839.2580000013, 94737.88399999961 461460.15199999884)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.845,0,0,,,"LINESTRING (92415.71400000155 406111.9079999998, 92437.65900000185 406102.7870000005, 92875.54600000009 405915.55799999833)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.846,0,0,,,"LINESTRING (93345.06799999997 405744.7250000015, 93387.04899999872 405733.6779999994, 93439.54800000042 405721.38599999994, 93493.36100000143 405710.3740000017, 93548.97800000012 405700.5859999992, 93606.90500000119 405691.93400000036, 93667.6259999983 405684.3020000011, 93799.14600000158 405671.5529999994, 93838.39999999851 405668.58399999887)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.847,0,0,,,"LINESTRING (93838.39999999851 405668.58399999887, 93870.6400000006 405666.14499999955, 94026.57699999958 405656.5480000004, 94202.1950000003 405647.70800000057, 94337.65799999982 405641.6939999983)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.848,0,0,,,"LINESTRING (94836.72399999946 405613.243999999, 94927.62900000066 405603.04399999976, 95129.64600000158 405553.85500000045, 95313.08700000122 405472.6640000008)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.849,0,0,,,"LINESTRING (91484.52699999884 406475.7320000008, 91506.15100000054 406468.8260000013, 91653.23800000176 406417.58199999854, 91754.11199999973 406380.2259999998, 91856.58900000155 406340.7729999982, 91953.42199999839 406302.38599999994)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.850,0,0,,,"LINESTRING (91953.42199999839 406302.38599999994, 91960.48200000077 406299.5879999995, 92118.8909999989 406235.28400000185, 92415.71400000155 406111.9079999998)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.851,0,0,,,"LINESTRING (94337.65799999982 405641.6939999983, 94635.77199999988 405628.45899999887, 94770.62099999934 405620.6620000005, 94836.72399999946 405613.243999999)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.852,0,0,,,"LINESTRING (90531.06899999827 406774.90100000054, 90613.71999999881 406740.6070000008, 90712.45899999887 406703.84099999815, 90760.01000000164 406687.4930000007, 90851.65700000152 406658.19099999964, 90981.98299999908 406620.48900000006, 91004.23699999973 406614.4470000006)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.853,0,0,,,"LINESTRING (91004.23699999973 406614.4470000006, 91234.10099999979 406552.0379999988, 91366.1799999997 406513.5249999985, 91484.52699999884 406475.7320000008)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.854,0,0,,,"LINESTRING (90087.70699999854 407005.0029999986, 90110.24100000039 406991.39499999955, 90230.75800000131 406922.47300000116, 90289.01300000027 406890.8999999985, 90346.04500000179 406861.2529999986, 90401.89999999851 406833.51099999994, 90456.60200000182 406807.63800000027, 90510.15100000054 406783.5799999982, 90531.06899999827 406774.90100000054)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.855,0,0,,,"LINESTRING (89243.3200000003 407540.6550000012, 89465.45199999958 407397.3049999997, 89663.85200000182 407270.1889999993)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.856,0,0,,,"LINESTRING (89663.85200000182 407270.1889999993, 89778.65500000119 407196.63500000164, 89983.54100000113 407067.9050000012, 90087.70699999854 407005.0029999986)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.857,0,0,,,"LINESTRING (92875.54600000009 405915.55799999833, 92883.33199999854 405912.2289999984, 93031.72500000149 405851.6070000008, 93132.30099999905 405813.3189999983, 93233.52100000158 405778.1469999999, 93284.33399999887 405762.1090000011, 93335.42799999937 405747.26199999824, 93345.06799999997 405744.7250000015)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.858,0,0,,,"LINESTRING (95313.08700000122 405472.6640000008, 95427.95399999991 405421.82400000095, 95742.93899999931 405219.4679999985)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.859,0,0,,,"LINESTRING (88820.24199999869 407807.04199999943, 88949.0159999989 407729.4270000011, 89071.30099999905 407651.6640000008, 89243.3200000003 407540.6550000012)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.860,0,0,,,"LINESTRING (95742.93899999931 405219.4679999985, 95924.78799999878 405102.6420000009)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.861,0,0,,,"LINESTRING (87892.55200000107 408172.94900000095, 88345.92100000009 408029.6490000002, 88368.62799999863 408020.0689999983)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.862,0,0,,,"LINESTRING (88368.62799999863 408020.0689999983, 88620.07600000128 407913.98900000006, 88805.68499999866 407815.81599999964, 88820.24199999869 407807.04199999943)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.863,1.52,1.52,,,"LINESTRING (96419.63100000098 436571.80999999866, 96403.73099999875 436633.70699999854, 96388.85599999875 436702.6400000006, 96377.63599999994 436767.73600000143, 96369.81399999931 436829.2659999989, 96365.12200000137 436887.5, 96363.2809999995 436942.71599999815, 96364.01300000027 436995.19299999997, 96367.03700000048 437045.2109999992, 96369.26300000027 437066.3260000013)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.864,0,0,,,"LINESTRING (96776.31799999997 435638.20600000024, 96677.9849999994 435880.1959999986, 96587.41299999878 436101.1469999999)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.865,-22.76,-22.76,,,"LINESTRING (96964.83700000122 435175.1079999991, 96949.53400000185 435211.9360000007, 96776.31799999997 435638.20600000024)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.866,0,0,,,"LINESTRING (96587.41299999878 436101.1469999999, 96580.68899999931 436117.55000000075, 96540.0859999992 436218.9789999984, 96504.04800000042 436312.9849999994, 96472.50200000033 436400.77800000086, 96445.36300000176 436483.1469999999, 96422.49700000137 436560.65300000086, 96419.63100000098 436571.80999999866)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.867,-1.94,-1.94,,,"LINESTRING (97156.69200000167 434713.3819999993, 96964.83700000122 435175.1079999991)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.868,3.42,3.42,,,"LINESTRING (96495.31100000069 437549.0549999997, 96498.33199999854 437558.4200000018, 96524.72300000116 437647.4970000014, 96544.4290000014 437724.0399999991, 96589.79899999872 437923.7270000018, 96601.11499999836 437987.1730000004, 96606.41800000146 438035.8779999986)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.869,-0.1,-0.1,,,"LINESTRING (96606.41800000146 438035.8779999986, 96606.43699999899 438036.0529999994, 96608.06199999899 438063.10500000045, 96608.6640000008 438123.3029999994, 96605.13800000027 438192.43400000036, 96601.6799999997 438230.51300000027, 96591.28599999845 438313.69299999997, 96576.39600000158 438405.8729999997, 96557.41099999845 438506.46499999985, 96552.22399999946 438531.4270000011)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.870,0.73,0.73,,,"LINESTRING (96552.22399999946 438531.4270000011, 96534.84200000018 438615.0780000016, 96509.13300000131 438731.8979999982, 96443.23699999973 439019.3900000006)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.871,-2.93,-2.93,,,"LINESTRING (96369.26300000027 437066.3260000013, 96372.07999999821 437093.04100000113, 96378.87000000104 437138.94099999964, 96387.14299999923 437183.14400000125, 96396.6409999989 437225.85599999875, 96407.1099999994 437267.2470000014, 96429.97899999842 437346.55099999905, 96495.31100000069 437549.0549999997)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.872,0.95,0.95,,,"LINESTRING (96443.23699999973 439019.3900000006, 96397.05099999905 439220.8909999989, 96360.7659999989 439386.8260000013, 96343.36699999869 439473.77600000054, 96337.21999999881 439507.97199999914)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.873,6.32,6.32,,,"LINESTRING (96337.21999999881 439507.97199999914, 96327.19700000063 439563.73099999875, 96294.31599999964 439771.5229999982, 96265.07499999925 439923.1790000014, 96203.28799999878 440164.19900000095, 96068.87700000033 440585.9270000011)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.874,3.9,3.9,,,"LINESTRING (90366.91000000015 438812.0729999989, 90346.0549999997 438802.01999999955, 89847.37900000066 438565.0689999983)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.875,1.81,1.81,,,"LINESTRING (90816.23699999973 439031.381000001, 90810.13100000098 439028.2349999994, 90633.7100000009 438940.6710000001, 90366.91000000015 438812.0729999989)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.876,1.52,1.52,,,"LINESTRING (91259.42599999905 439262.8350000009, 91188.84499999881 439227.0720000006, 90931.72399999946 439090.90199999884, 90816.23699999973 439031.381000001)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.877,1.64,1.64,,,"LINESTRING (91725.23200000077 439442.2899999991, 91710.29899999872 439438.20899999887, 91649.19700000063 439420.15399999917, 91587.62700000033 439400.3599999994, 91525.39799999818 439378.5159999989, 91462.19700000063 439354.28500000015, 91397.57499999925 439327.32499999925, 91330.95300000161 439297.30799999833, 91261.63699999824 439263.9549999982, 91259.42599999905 439262.8350000009)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.878,3.8,3.8,,,"LINESTRING (96068.87700000033 440585.9270000011, 95581.92199999839 440430.3260000013, 95269.66299999878 440338.7100000009, 95111.79300000146 440296.6889999993)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.879,1.47,1.47,,,"LINESTRING (92212.86400000006 439552.2589999996, 92067.0549999997 439523.1030000001, 91891.21299999952 439484.5399999991, 91771.01399999857 439454.8020000011, 91725.23200000077 439442.2899999991)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.880,-3.39,-3.39,,,"LINESTRING (92704.64499999955 439642.4059999995, 92627.77699999884 439629.56700000167, 92490.89600000158 439605.43299999833, 92288.65799999982 439567.4149999991, 92212.86400000006 439552.2589999996)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.881,-0.53,-0.53,,,"LINESTRING (93191.17799999937 439753.3429999985, 93127.26099999994 439730.9990000017, 93094.63100000098 439720.73600000143, 93029.79600000009 439702.75, 92964.46700000018 439687.66000000015, 92897.20300000161 439674.5689999983, 92704.64499999955 439642.4059999995)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.882,-5.62,-5.62,,,"LINESTRING (93656.1799999997 439936.83300000057, 93615.83199999854 439923.1409999989, 93571.0859999992 439906.7729999982, 93486.68299999833 439873.9479999989, 93297.20699999854 439795.11400000006, 93193.58799999952 439754.18499999866, 93191.17799999937 439753.3429999985)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.883,3.48,3.48,,,"LINESTRING (94137.74700000137 440070.5639999993, 93999.23900000006 440036.7529999986, 93935.22700000182 440020.28599999845, 93817.3590000011 439987.875, 93711.57200000063 439955.62999999896, 93656.1799999997 439936.83300000057)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.884,3.02,3.02,,,"LINESTRING (94625.29699999839 440181.43400000036, 94376.05099999905 440125.54399999976, 94138.20199999958 440070.67500000075, 94137.74700000137 440070.5639999993)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.885,1.42,1.42,,,"LINESTRING (95111.79300000146 440296.6889999993, 95056.89600000158 440282.0769999996, 94898.91600000113 440243.5610000007, 94770.73600000143 440214.0469999984, 94625.29699999839 440181.43400000036)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.886,-6.05,-6.05,,,"LINESTRING (96469.49399999902 430940.87900000066, 96484.72700000182 430942.2430000007, 96563.30700000003 430952.5560000017, 96640.26099999994 430965.63500000164, 96716.4140000008 430981.28500000015, 96754.36899999902 430990.0219999999, 96830.24199999869 431009.22300000116, 96906.13100000098 431030.6000000015, 96957.33399999887 431046.4310000017)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.887,2.26,2.26,,,"LINESTRING (98239.73900000006 431809.86400000006, 98791.77100000158 432158.59800000116)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.888,-0.02,-0.02,,,"LINESTRING (94984.52499999851 431114.8229999989, 95320.96400000155 431052.88699999824, 95476.5009999983 431025.631000001)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.889,-0.6,-0.6,,,"LINESTRING (95476.5009999983 431025.631000001, 95562.22300000116 431010.6099999994, 95737.1799999997 430982.0370000005, 95866.86899999902 430962.8720000014, 95966.24700000137 430950.0949999988, 95970.6259999983 430949.62999999896)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.890,0.83,0.83,,,"LINESTRING (97413.01700000092 431248.06500000134, 97436.73800000176 431263.7729999982, 97489.78500000015 431302.69000000134, 97585.2659999989 431375.6409999989, 97628.28400000185 431407.44099999964, 97682.29100000113 431446.01199999824, 97752.8909999989 431494.66000000015, 97819.42300000042 431539.0789999999)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.891,-5.42,-5.42,,,"LINESTRING (96957.33399999887 431046.4310000017, 96981.80900000036 431053.9990000017, 97056.67300000042 431079.26199999824, 97129.77499999851 431106.2250000015, 97199.95199999958 431134.7190000005, 97266.05700000003 431164.60599999875, 97327.30700000003 431195.8509999998, 97356.07400000095 431212.03599999845, 97383.73200000077 431228.6730000004, 97413.01700000092 431248.06500000134)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.892,-3.65,-3.65,,,"LINESTRING (95970.6259999983 430949.62999999896, 96045.67199999839 430941.6460000016, 96112.10500000045 430936.16600000113, 96170.08700000122 430932.79199999943, 96222.49199999869 430930.99500000104, 96317.00499999896 430931.01300000027, 96403.27699999884 430934.9470000006, 96469.49399999902 430940.87900000066)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.893,1.51,1.51,,,"LINESTRING (97819.42300000042 431539.0789999999, 97848.24599999934 431558.3220000006, 97980.05799999833 431644.19299999997, 98164.78299999982 431762.51199999824, 98239.73900000006 431809.86400000006)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.894,2.2,2.2,,,"LINESTRING (97610.68400000036 434504.94200000167, 97651.50299999863 434481.5029999986, 97707.10099999979 434446.66699999943, 97757.23000000045 434412.15100000054, 97802.55600000173 434377.61100000143, 97843.68699999899 434342.7019999996, 97881.17100000009 434307.08399999887, 97915.50600000098 434270.43299999833, 97947.14200000092 434232.4470000006, 97976.48200000077 434192.8509999998, 97984.68800000101 434180.44200000167)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.895,3.55,3.55,,,"LINESTRING (97156.69200000167 434713.3819999993, 97263.18699999899 434670.9820000008, 97358.63899999857 434630.2509999983, 97444.19000000134 434591.12000000104, 97520.8900000006 434553.44000000134, 97589.70100000128 434516.9910000004, 97610.68400000036 434504.94200000167)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.896,2.31,2.31,,,"LINESTRING (98519.26999999955 432782.0920000002, 98522.97300000116 432772.65199999884, 98566.2899999991 432666.1979999989, 98614.0850000009 432552.86400000006, 98667.0540000014 432431.4629999995, 98725.98699999973 432300.58999999985, 98791.77100000158 432158.59800000116)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.897,2.94,2.94,,,"LINESTRING (98347.59600000083 433251.62900000066, 98383.24199999869 433146.91099999845, 98447.38699999824 432968.6959999986, 98483.51900000125 432873.21400000155, 98519.26999999955 432782.0920000002)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.898,3.08,3.08,,,"LINESTRING (98189.85799999908 433726.0870000012, 98209.06100000069 433670.68400000036, 98327.37999999896 433311.0150000006, 98347.59600000083 433251.62900000066)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.899,3.22,3.22,,,"LINESTRING (97984.68800000101 434180.44200000167, 98003.89200000092 434151.3999999985, 98029.69999999925 434107.87999999896, 98054.20300000161 434062.1160000004, 98077.66699999943 434013.9620000012, 98100.33700000122 433963.30999999866, 98122.43499999866 433910.08100000024, 98144.16699999943 433854.22399999946, 98165.72599999979 433795.7120000012, 98189.85799999908 433726.0870000012)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.900,2.35,2.35,,,"LINESTRING (99148.24100000039 432586.13800000027, 99118.50499999896 432545.7129999995, 99050.53700000048 432458.5460000001, 98973.8359999992 432365.19999999925, 98887.79199999943 432265.33300000057, 98791.77100000158 432158.59800000116)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.901,2.56,2.56,,,"LINESTRING (99397.96999999881 433017.45899999887, 99395.47399999946 433010.1959999986, 99373.76000000164 432957.26399999857, 99346.85099999979 432900.36300000176, 99314.3200000003 432839.1950000003, 99275.71200000122 432773.45800000057, 99230.54899999872 432702.8429999985, 99178.32299999893 432627.03599999845, 99148.24100000039 432586.13800000027)"
