registernummer,beperkingstype_naam,orgaan_naam,datum_inwerking,datum_besluit,omschrijving,afdelings_naam,status_naam,opmerkingen_registrator,inlichtingen_bij
362,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, tuinstraat 84,86,88 woonblok",ruimte,geregistreerd,,wkpb-beheerder 
463,"beschermd monument, gemeentewet",college burgemeester en wethouders,19811013,19811013,"gemeentelijk monument, oude markt 8, apotheek",ruimte,geregistreerd,,wkpb-beheerder 
241,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, bisschop zwijsenstraat 30, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
2710,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180911,20180828,gemeentelijk monument 2 bushokjes van beljon stadhuisplein/paleisring ong. tilburg,ruimte,geregistreerd,,wkpb-beheerder 
301,"beschermd monument, gemeentewet",college burgemeester en wethouders,19961029,19961029,"gemeentelijk monument, st willibrordstraat 52, boerderij",ruimte,geregistreerd,,wkpb-beheerder 
318,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, goirkestraat 87, herenhuis",ruimte,geregistreerd,,wkpb-beheerder 
601,"beschermd monument, gemeentewet",college burgemeester en wethouders,19961126,19961126,"gemeentelijk monument, loonse molenstraat 2, boerderij",ruimte,geregistreerd,,wkpb-beheerder 
600,"beschermd monument, gemeentewet",college burgemeester en wethouders,19961126,19961126,"gemeentelijk monument, loonse molenstraat 1 a, boerderij",ruimte,geregistreerd,,wkpb-beheerder 
593,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, langestraat 28, pakhuis",ruimte,geregistreerd,,wkpb-beheerder 
439,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, willem ii straat 70, woning",ruimte,geregistreerd,,wkpb-beheerder 
602,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, nazarethstraat 20-48 en 50-74, complex",ruimte,geregistreerd,,wkpb-beheerder 
608,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, poststraat 42, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
417,"beschermd monument, gemeentewet",college burgemeester en wethouders,19810407,19810407,"gemeentelijk monument, willem ii straat 9, patriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
611,"beschermd monument, gemeentewet",college burgemeester en wethouders,19810325,19810325,"gemeentelijk monument, spoorlaan 362, 364 koffiehuis",ruimte,geregistreerd,,wkpb-beheerder 
606,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, oerlesestraat 79, 81, 83, 85, 87, langgevelboerderij",ruimte,geregistreerd,,wkpb-beheerder 
765,"beschermd monument, gemeentewet",college burgemeester en wethouders,20090915,20090915,"gemeentelijk monument telexstraat 4a, 5038 dj  tilburg",ruimte,geregistreerd,,wkpb-beheerder 
530,"beschermd monument, gemeentewet",college burgemeester en wethouders,19761208,19761208,"gemeentelijk monument, bokhamerstraat 25.",ruimte,geregistreerd,,wkpb-beheerder 
604,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, noordstraat 38, woon-winkel en bovenhuis",ruimte,geregistreerd,,wkpb-beheerder 
317,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, goirkestraat 9/9a, herenhuis",ruimte,geregistreerd,,wkpb-beheerder 
336,"beschermd monument, gemeentewet",college burgemeester en wethouders,19891205,19891205,"gemeentelijk monument, nieuwlandstraat 44, herenhuis",ruimte,geregistreerd,,wkpb-beheerder 
291,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, heuvelstraat 20, winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
382,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, tuinstraat 85-87, woonblok",ruimte,geregistreerd,,wkpb-beheerder 
281,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, berglandweg 32, vrijstaand landhuis/woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
370,"beschermd monument, gemeentewet",college burgemeester en wethouders,19891205,19891205,"gemeentelijk monument, telefoonstraat 13,15  pakhuis",ruimte,geregistreerd,,wkpb-beheerder 
2317,"beschermd monument, gemeentewet",college burgemeester en wethouders,20170201,20161101,"kantongerecht, stadhuisplein 75.",ruimte,geregistreerd,,wkpb-beheerder 
460,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, noordstraat 113, winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
2109,"beschermd monument, gemeentewet",college burgemeester en wethouders,20150721,20150714,"gemeentelijk monument ns werkplaats, gebouwen 90, 92, 95, koepelhal-wagenmakerij",ruimte,geregistreerd,,wkpb-beheerder 
726,"beschermd monument, gemeentewet",college burgemeester en wethouders,19960702,19960702,"gemeentelijk monument, enschotsebaan 1a, berkel-enschot.",ruimte,geregistreerd,,wkpb-beheerder 
353,"beschermd monument, gemeentewet",college burgemeester en wethouders,19931123,19931123,"gemeentelijk monument, heuvel 18, hoekpand",ruimte,geregistreerd,,wkpb-beheerder 
298,"beschermd monument, gemeentewet",college burgemeester en wethouders,19961126,19961126,"gemeentelijk monument, groenstraat 94, langgevelboerderij",ruimte,geregistreerd,,wkpb-beheerder 
2679,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180904,20180828,"gemeentelijk monument abdijlaan 21, 5056 ga berkel-enschot, wit-gele kruisgebouw",ruimte,geregistreerd,,wkpb-beheerder 
287,"beschermd monument, gemeentewet",college burgemeester en wethouders,19961029,19961029,"gemeentelijk monument, raadhuisstraat 22, keuterboerderij",ruimte,geregistreerd,,wkpb-beheerder 
374,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, trouwlaan 188, langgevelboerderij",ruimte,geregistreerd,,wkpb-beheerder 
896,"beschermd monument, gemeentewet",college burgemeester en wethouders,20091222,20091222,"gemeentelijk monument, ns plein 3, polygonale loods en draaischijf e.o.",ruimte,geregistreerd,,wkpb-beheerder 
321,"beschermd monument, gemeentewet",college burgemeester en wethouders,19960702,19960702,"gemeentelijk monument, bosscheweg 29, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
297,"beschermd monument, gemeentewet",college burgemeester en wethouders,19961126,19961126,"gemeentelijk monument, groenstraat 48, woonhuis met bedrijfsruimte",ruimte,geregistreerd,,wkpb-beheerder 
332,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, nieuwlandstraat 6, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
423,"beschermd monument, gemeentewet",college burgemeester en wethouders,19810331,19810331,"gemeentelijk monument, willem ii straat 17, patriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
340,"beschermd monument, gemeentewet",college burgemeester en wethouders,19891205,19891205,"gemeentelijk monument, heuvel 5, café",ruimte,geregistreerd,,wkpb-beheerder 
2709,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180911,20180828,gemeentelijk monument bushokje abri aan de eindhovenseweg ong. berkel-enschot,ruimte,geregistreerd,,wkpb-beheerder 
433,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, willem ii straat 45a, kantoorgebouw",ruimte,geregistreerd,,wkpb-beheerder 
624,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, stationsstraat 27,27a, pakhuis",ruimte,geregistreerd,,wkpb-beheerder 
425,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, willem ii straat 29a, kantoor",ruimte,geregistreerd,,wkpb-beheerder 
459,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, noordstraat 105, winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
714,"beschermd monument, gemeentewet",college burgemeester en wethouders,19960702,19960702,"gemeentelijk monument, brem 1, langgevelboerderij",ruimte,geregistreerd,,wkpb-beheerder 
438,"beschermd monument, gemeentewet",college burgemeester en wethouders,19810407,19810407,"gemeentelijk monument, willem ii straat 68, patriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
679,"beschermd monument, gemeentewet",college burgemeester en wethouders,19960702,19960702,"gemeentelijk monument, burgemeester brendersstraat 2, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
764,"beschermd monument, gemeentewet",college burgemeester en wethouders,20090915,20090915,gemeentelijk monument bokhamer 28 maycrete woningen.,ruimte,geregistreerd,,wkpb-beheerder 
458,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, noordstraat 96, winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
371,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, telefoonstraat 22, woming/bedrijfspand en toonzaal",ruimte,geregistreerd,,wkpb-beheerder 
2778,"beschermd monument, gemeentewet",college burgemeester en wethouders,20150721,20150714,gemeentelijk monument ns werkplaats gebouw 82-84 smederij e.o.,ruimte,geregistreerd,,wkpb-beheerder 
368,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, telefoonstraat 29-31, woonblok",ruimte,geregistreerd,,wkpb-beheerder 
2684,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180904,20180828,"gemeentelijk monument fabriekstraat 13-15, 5038 em tilburg, woonhuizen",ruimte,geregistreerd,,wkpb-beheerder 
635,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, heuvelstraat 102,102a, winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
384,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, tuinstraat 49-01 - 49-08, fabriekspand",ruimte,geregistreerd,,wkpb-beheerder 
2692,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180904,20180828,"gemeentelijk monument ringbaan-oost 451-451a, 5017 aa tilburg, woonhuis/kantoor",ruimte,geregistreerd,,wkpb-beheerder 
474,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, spoorlaan 314, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
471,"beschermd monument, gemeentewet",college burgemeester en wethouders,19810224,19810224,"gemeentelijk monument, spoorlaan 402, patriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
448,"beschermd monument, gemeentewet",college burgemeester en wethouders,19990913,19990913,"gemeentelijk monument, hoevenseweg 72, langgevelboerderij",ruimte,geregistreerd,,wkpb-beheerder 
2776,"beschermd monument, gemeentewet",college burgemeester en wethouders,20150721,20150714,gemeentelijk monument ns werkplaats gebouw 65. ketelhuis,ruimte,geregistreerd,,wkpb-beheerder 
2774,"beschermd monument, gemeentewet",college burgemeester en wethouders,20150721,20150714,gemeentelijk monument ns werkplaatsgebouw 60. lockhal,ruimte,geregistreerd,,wkpb-beheerder 
561,"beschermd monument, gemeentewet",college burgemeester en wethouders,20020610,20020610,"gemeentelijk monument, karrestraat 57, 59, 61, 63/ posstraat 29,voormalig wijnpakhuis",ruimte,geregistreerd,,wkpb-beheerder 
484,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, wilhelminapark 108, dubbel herenhuis",ruimte,geregistreerd,,wkpb-beheerder 
688,"beschermd monument, gemeentewet",college burgemeester en wethouders,19780419,19780419,"gemeentelijk monument, leharstraat 126, voormalig koffiehuis",ruimte,geregistreerd,,wkpb-beheerder 
271,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, poststraat 4-6, winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
327,"beschermd monument, gemeentewet",college burgemeester en wethouders,19801205,19801205,"gemeentelijk monument, heuvel 46, winkel-woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
284,"beschermd monument, gemeentewet",college burgemeester en wethouders,19960702,19960702,"gemeentelijk monument, enschotsebaan 6, langgevelboerderij met bakhuis",ruimte,geregistreerd,,wkpb-beheerder 
547,"beschermd monument, gemeentewet",college burgemeester en wethouders,19990913,19990913,"gemeentelijk monument, bredaseweg 415, begraafplaats",ruimte,geregistreerd,,wkpb-beheerder 
2697,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180904,20180828,"gemeentelijk monument gasthuisring 52, 5041 dt tilburg, kantoor/magazijn",ruimte,geregistreerd,,wkpb-beheerder 
378,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, tuinstraat 76,78,80 woonblok",ruimte,geregistreerd,,wkpb-beheerder 
426,"beschermd monument, gemeentewet",college burgemeester en wethouders,19810407,19810407,"gemeentelijk monument, willem ii straat 30, partriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
472,"beschermd monument, gemeentewet",college burgemeester en wethouders,19810707,19810707,"gemeentelijk monument, spoorlaan 400, patriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
469,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, spoorlaan 352  01-07, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
478,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, voltstraat 7, transformatergebouw",ruimte,geregistreerd,,wkpb-beheerder 
687,"beschermd monument, gemeentewet",college burgemeester en wethouders,19960702,19960702,"gemeentelijk monument, sint willibrordstraat 1-3, kerk, pastorie, beeld, begraafplaats.",ruimte,geregistreerd,,wkpb-beheerder 
242,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, bosscheweg 87, langgevelboerderij",ruimte,geregistreerd,,wkpb-beheerder 
315,"beschermd monument, gemeentewet",college burgemeester en wethouders,19790214,19790214,"gemeentelijk monument, st josephstraat 93, burgerwoning",ruimte,geregistreerd,,wkpb-beheerder 
421,"beschermd monument, gemeentewet",college burgemeester en wethouders,19810407,19810407,"gemeentelijk monument, willem ii straat 15, partriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
467,"beschermd monument, gemeentewet",college burgemeester en wethouders,19990913,19990913,"gemeentelijk monument, prof dondersstraat 46, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
430,"beschermd monument, gemeentewet",college burgemeester en wethouders,19810407,19810407,"gemeentelijk monument, willem ii straat 36, patriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
299,"beschermd monument, gemeentewet",college burgemeester en wethouders,19961126,19961126,"gemeentelijk monument, groenstraat 101, woonhuis met bedrijfsgedeelte",ruimte,geregistreerd,,wkpb-beheerder 
554,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, heuvelstraat 74,winkelwoonhuis",ruimte,geregistreerd,,wkpb-beheerder 
557,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, heuvelstraat 87,89 winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
626,"beschermd monument, gemeentewet",college burgemeester en wethouders,19960702,19960702,"gemeentelijk monument, t zwaantje, kruisbeeld",ruimte,geregistreerd,,wkpb-beheerder 
544,"beschermd monument, gemeentewet",college burgemeester en wethouders,19990913,19990913,"gemeentelijk monument, bredaseweg 368, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
2711,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180911,20180828,gemeentelijk monument fontein van beljon willemsplein ong. tilburg,ruimte,geregistreerd,,wkpb-beheerder 
272,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, nieuwlandstraat 35,37  twee herenhuizen",ruimte,geregistreerd,,wkpb-beheerder 
545,"beschermd monument, gemeentewet",college burgemeester en wethouders,19990913,19990913,"gemeentelijk monument, bredaseweg 422, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
434,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, willem ii straat 56, winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
2707,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180911,20180828,"gemeentelijkmonument zeshoevenstraat 29-31, 5071 bm udenhout, wit-gele kruisgebouw",ruimte,geregistreerd,,wkpb-beheerder 
391,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, jan aartestraat 23,25,27, woonblok",ruimte,geregistreerd,,wkpb-beheerder 
2674,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180831,20180828,"gemeentelijk monument mozaïek stedekestraat 27, tilburg",ruimte,geregistreerd,,wkpb-beheerder 
532,"beschermd monument, gemeentewet",college burgemeester en wethouders,19761208,19761208,"gemeentelijk monument, bokhamerstraat 45.",ruimte,geregistreerd,,wkpb-beheerder 
372,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, telegraafstraat 52, woning",ruimte,geregistreerd,,wkpb-beheerder 
351,"beschermd monument, gemeentewet",college burgemeester en wethouders,19961126,19961126,"gemeentelijk monument, groenstraat 11, 11a, 13,woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
475,"beschermd monument, gemeentewet",college burgemeester en wethouders,19990913,19990913,"gemeentelijk monument, spoorlaan 334, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
552,"beschermd monument, gemeentewet",college burgemeester en wethouders,19841127,19841127,"gemeentelijk monument, hasseltstraat 93 ",ruimte,geregistreerd,,wkpb-beheerder 
531,"beschermd monument, gemeentewet",college burgemeester en wethouders,19761208,19761208,"gemeentelijk monument, bokhamerstraat 35.",ruimte,geregistreerd,,wkpb-beheerder 
237,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, bisschop zwijsenstraat 16, traditioneel breedhuis",ruimte,geregistreerd,,wkpb-beheerder 
614,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, spoorlaan 350, dubbele woning",ruimte,geregistreerd,,wkpb-beheerder 
476,"beschermd monument, gemeentewet",college burgemeester en wethouders,19810224,19810224,"gemeentelijk monument, spoorlaan 398, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
275,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, poststraat 52-54, winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
424,"beschermd monument, gemeentewet",college burgemeester en wethouders,19810325,19810325,"gemeentelijk monument, willem ii straat 19, patriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
615,"beschermd monument, gemeentewet",college burgemeester en wethouders,19990913,19990913,"gemeentelijk monument, st josephstraat 3, begraafplaats",ruimte,geregistreerd,,wkpb-beheerder 
375,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, tuinstraat 63, woning",ruimte,geregistreerd,,wkpb-beheerder 
436,"beschermd monument, gemeentewet",college burgemeester en wethouders,19810407,19810407,"gemeentelijk monument, willem ii straat 60, patriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
482,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, wilhelminapark 106, woonhuis met koetshuis",ruimte,geregistreerd,,wkpb-beheerder 
617,"beschermd monument, gemeentewet",college burgemeester en wethouders,19781011,19781011,"gemeentelijk monument, st josephstraat 98-100, villa met koetshuis.",ruimte,geregistreerd,,wkpb-beheerder 
2663,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180831,20180828,"gemeentelijk monument fabriekstraat 1-3, 5038 em tilburg, woonhuizen",ruimte,geregistreerd,,wkpb-beheerder 
633,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, willem ii straat 1-3, hoek karrestraat 1, winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
295,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, heuvelstraat 118, winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
612,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, spoorlaan 378, herenhuis",ruimte,geregistreerd,,wkpb-beheerder 
2700,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180904,20180828,"gemeentelijk monument weegbrug lovensekanaaldijk 47, 5013 bj tilburg",ruimte,geregistreerd,,wkpb-beheerder 
717,"beschermd monument, gemeentewet",college burgemeester en wethouders,19761208,19761208,"gemeentelijk monument, bokhamerstraat 27, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
276,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, poststraat 33, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
2667,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180831,20180828,"gemeentelijk monument hogeschoollaan 229-231/231a, 5037 gc tilburg, woonhuis en bureau",ruimte,geregistreerd,,wkpb-beheerder 
613,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, spoorlaan 380, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
373,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, telegraafstraat 54, winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
599,"beschermd monument, gemeentewet",college burgemeester en wethouders,19780906,19780906,"gemeentelijk monument, leharstraat 110, 110a, gedeeltelijk, helft van dubbel wevershuis",ruimte,geregistreerd,,wkpb-beheerder 
325,"beschermd monument, gemeentewet",college burgemeester en wethouders,19801210,19801210,"gemeentelijk monument, heuvel 15, herberg",ruimte,geregistreerd,,wkpb-beheerder 
470,"beschermd monument, gemeentewet",college burgemeester en wethouders,19820209,19820209,"gemeentelijk monument, spoorlaan 408, voormalig hotel",ruimte,geregistreerd,,wkpb-beheerder 
556,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, heuvelstraat 104,106, 106a winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
2672,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180831,20180828,"gemeentelijk monument schouwburgring 122-140, 5038 tl tilburg, winkel-woongebouw",ruimte,geregistreerd,,wkpb-beheerder 
300,"beschermd monument, gemeentewet",college burgemeester en wethouders,19961126,19961126,"gemeentelijk monument, slimstraat 87-89, langgevelboerderij",ruimte,geregistreerd,,wkpb-beheerder 
683,"beschermd monument, gemeentewet",college burgemeester en wethouders,20031013,20031013,"gemeentelijk monument, tivolistraat 6-6a, muziekschool",ruimte,geregistreerd,,wkpb-beheerder 
205,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, acaciatsraat 7, dubbel woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
