STRAATNAAM,HUISNUMMER,HUISLT,TOEV,POSTCODE_NUM,POSTCODE_ALF,X,Y
Albatroslaan,54,,,8241,CD,159992.03,506256.419
Agoradek,142,,,8224,JM,161168.379,502610.191
Agoradek,143,,,8224,JM,161168.249,502611.121
Agoradek,144,,,8224,JM,161173.269,502611.101
Rode Klif,108,,,8223,CE,161668.196,503796.423
Rode Klif,116,,,8223,CG,161678.779,503798.275
Amer,37,,,8226,LR,162257.277,500090.164
Amer,38,,,8226,LR,162271.278,500069.664
Amer,40,,,8226,LR,162275.168,500073.244
Amer,42,,,8226,LR,162278.809,500076.554
Amer,44,,,8226,LR,162282.259,500079.734
Amer,46,,,8226,LR,162285.848,500083.034
Amer,48,,,8226,LR,162289.738,500086.614
Amstenrade,1,,,8219,AC,163526.49,500624.044
Amstenrade,3,,,8219,AC,163512.254,500638.094
Amstenrade,5,,,8219,AC,163464.772,500686.882
Amstenrade,6,,,8219,AD,163511.524,500694.904
Amstenrade,7,,,8219,AC,163461.063,500707.034
Amstenrade,8,,,8219,AD,163506.114,500713.624
Amstenrade,9,,,8219,AC,163461.304,500730.044
Amstenrade,10,,,8219,AD,163507.623,500732.984
Amstenrade,11,,,8219,AC,163460.659,500750.874
Amstenrade,12,,,8219,AD,163517.354,500748.694
Amstenrade,13,,,8219,AC,163464.554,500770.554
Amstenrade,15,,,8219,AC,163463.48,500801.514
Amstenrade,17,,,8219,AC,163484.492,500811.354
Amstenrade,19,,,8219,AC,163508.783,500811.014
Amstenrade,21,,,8219,AC,163529.882,500808.952
Amstenrade,22,,,8219,AD,163554.839,500761.674
Amstenrade,23,,,8219,AC,163563.279,500809.704
Amstenrade,24,,,8219,AD,163572.079,500762.859
Amstenrade,25,,,8219,AC,163582.943,500804.276
Amstenrade,26,,,8219,AD,163592.148,500758.984
Amstenrade,27,,,8219,AC,163602.217,500804.114
Amstenrade,28,,,8219,AD,163609.447,500756.85
Amstenrade,29,,,8219,AC,163621.468,500803.564
Amstenrade,30,,,8219,AD,163629.288,500754.234
Amstenrade,31,,,8219,AC,163637.754,500797.614
Amstenrade,32,,,8219,AD,163647.969,500753.884
Amstenrade,33,,,8219,AC,163656.919,500795.224
Amstenrade,34,,,8219,AD,163665.159,500751.714
Amstenrade,35,,,8219,AC,163675.389,500797.656
Amstenrade,36,,,8219,AD,163683.319,500751.231
Amstenrade,37,,,8219,AC,163693.336,500799.266
Amstenrade,38,,,8219,AD,163701.858,500753.084
Amstenrade,39,,,8219,AC,163713.738,500799.634
Amstenrade,40,,,8219,AD,163721.428,500753.564
Amstenrade,41,,,8219,AC,163730.927,500799.585
Amstenrade,42,,,8219,AD,163741.734,500753.059
Amstenrade,44,,,8219,AD,163763.429,500752.854
Amstenrade,45,,,8219,AC,163772.068,500797.821
Amstenrade,47,,,8219,AC,163789.872,500789.48
Agorahof,435,,,8224,JJ,161034.539,502476.151
Agorahof,437,,,8224,JK,161028.789,502469.501
Agorahof,439,,,8224,JK,161031.234,502467.39
Agorahof,441,,,8224,JK,161027.779,502463.083
Agorahof,443,,,8224,JK,161025.169,502465.401
Agorahof,445,,,8224,JK,161021.639,502461.411
Agorahof,447,,,8224,JK,161022.339,502460.111
Agoradek,145,,,8224,JM,161178.269,502611.361
Agoradek,146,,,8224,JM,161173.299,502610.411
Agoradek,147,,,8224,JM,161178.269,502610.871
Bremenstraat,209,,,8232,RZ,160466.873,502211.956
Agorahof,11,,,8224,JG,161056.869,502471.404
Bremenstraat,211,,,8232,RZ,160476.33,502210.121
Agorahof,101,,,8224,JH,161074.414,502476.624
Agorahof,103,,,8224,JH,161069.09,502477.173
Agorahof,105,,,8224,JH,161066.419,502474.921
Agorahof,107,,,8224,JH,161063.599,502477.031
Agorahof,109,,,8224,JH,161058.209,502476.681
Agorahof,111,,,8224,JH,161055.699,502474.221
Agorahof,113,,,8224,JH,161052.829,502476.331
Agorahof,115,,,8224,JH,161047.439,502475.971
Agorahof,117,,,8224,JH,161044.829,502473.521
Agorahof,119,,,8224,JH,161042.049,502475.621
Agorahof,121,,,8224,JH,161034.709,502475.781
Agorahof,125,,,8224,JH,161028.799,502465.781
Agorahof,127,,,8224,JH,161025.369,502465.271
Agorahof,129,,,8224,JH,161021.789,502461.231
Agorahof,131,,,8224,JH,161021.709,502457.751
Agorahof,133,,,8224,JH,161018.209,502457.181
Agorahof,135,,,8224,JH,161014.639,502453.131
Agorahof,137,,,8224,JH,161014.499,502449.601
Agorahof,139,,,8224,JH,161011.059,502449.091
Agorahof,141,,,8224,JH,161007.479,502445.041
Agorahof,143,,,8224,JH,161003.899,502441.001
Agorahof,145,,,8224,JH,161005.569,502433.021
Agorahof,403,,,8224,JJ,161079.809,502478.291
Agorahof,405,,,8224,JJ,161077.179,502476.791
Agorahof,407,,,8224,JJ,161074.329,502477.931
Agorahof,409,,,8224,JJ,161069.009,502477.591
Agorahof,411,,,8224,JJ,161068.599,502476.191
Agorahof,413,,,8224,JJ,161064.139,502475.881
Agorahof,415,,,8224,JJ,161063.559,502477.231
Baai,70,,,8224,DN,161835.177,503119.034
Baai,71,,,8224,DN,161841.352,503119.414
Baai,72,,,8224,DN,161847.767,503119.804
Baai,73,,,8224,DN,161854.187,503120.164
Baai,74,,,8224,DP,161837.917,503148.874
Archipel 16,21,,,8224,GG,161552.514,502341.764
Archipel 16,22,,,8224,GH,161504.919,502332.844
Archipel 16,23,,,8224,GG,161555.099,502335.954
Archipel 16,24,,,8224,GH,161498.63,502328.022
Archipel 16,25,,,8224,GG,161557.039,502331.327
Archipel 16,26,,,8224,GH,161502.328,502320.214
Archipel 16,27,,,8224,GG,161559.127,502323.724
Archipel 16,28,,,8224,GH,161510.768,502309.734
Archipel 16,29,,,8224,GG,161552.098,502312.304
Archipel 16,30,,,8224,GH,161519.498,502310.304
Archipel 16,31,,,8224,GG,161543.264,502311.784
Archipel 16,32,,,8224,GH,161527.049,502310.784
Archipel 16,33,,,8224,GG,161535.859,502311.324
Archipel 17,1,,,8224,GJ,161492.55,502386.324
Archipel 17,3,,,8224,GJ,161487.264,502394.934
Archipel 17,5,,,8224,GJ,161486.804,502402.514
Archipel 17,7,,,8224,GJ,161486.253,502411.274
Archipel 17,9,,,8224,GJ,161485.784,502418.784
Archipel 17,11,,,8224,GJ,161484.919,502427.434
Archipel 17,13,,,8224,GJ,161484.594,502435.004
Archipel 17,17,,,8224,GJ,161486.612,502457.714
Archipel 17,19,,,8224,GJ,161481.433,502457.424
Archipel 17,21,,,8224,GJ,161475.584,502457.944
Archipel 17,23,,,8224,GJ,161470.709,502457.524
Archipel 17,25,,,8224,GJ,161461.879,502458.494
Archipel 17,27,,,8224,GK,161456.587,502467.064
Archipel 17,29,,,8224,GK,161456.188,502474.654
Archipel 17,31,,,8224,GK,161460.294,502483.724
Archipel 17,33,,,8224,GK,161469.099,502485.694
Archipel 17,35,,,8224,GK,161473.949,502485.954
Kopenhagenlaan,149,,,8232,RD,160519.112,502738.102
Agorahof,427,,,8224,JJ,161047.029,502474.781
Agorahof,429,,,8224,JJ,161042.589,502474.491
Agorahof,431,,,8224,JJ,161041.999,502475.841
Agorahof,433,,,8224,JJ,161036.189,502475.701
Agoradek,101,,,8224,JL,161163.459,502532.931
Agoradek,103,,,8224,JL,161152.269,502554.561
Agoradek,104,,,8224,JL,161157.219,502554.871
Agoradek,105,,,8224,JL,161162.039,502555.161
Agoradek,106,,,8224,JL,161166.849,502555.451
Agoradek,107,,,8224,JL,161171.669,502555.741
Agoradek,108,,,8224,JL,161176.489,502556.031
Agoradek,109,,,8224,JL,161181.449,502556.361
Agoradek,110,,,8224,JL,161136.319,502582.911
Agoradek,111,,,8224,JL,161141.159,502583.201
Agoradek,112,,,8224,JL,161136.239,502583.421
Agoradek,113,,,8224,JL,161141.139,502583.751
Agoradek,114,,,8224,JL,161145.989,502584.351
Agoradek,115,,,8224,JL,161146.219,502583.201
Agoradek,116,,,8224,JL,161150.669,502584.681
Agoradek,117,,,8224,JL,161155.559,502584.971
Agoradek,118,,,8224,JL,161155.379,502583.821
Agoradek,119,,,8224,JL,161160.359,502584.241
Agoradek,120,,,8224,JL,161160.209,502585.281
Agoradek,121,,,8224,JL,161165.129,502585.611
Agoradek,122,,,8224,JL,161165.119,502584.551
Agoradek,123,,,8224,JL,161169.919,502584.841
Agoradek,124,,,8224,JL,161169.769,502585.901
Agoradek,125,,,8224,JL,161174.409,502585.841
Agoradek,126,,,8224,JL,161179.489,502586.141
Agoradek,127,,,8224,JL,161174.429,502585.131
Agoradek,128,,,8224,JL,161179.479,502585.601
Agoradek,129,,,8224,JM,161134.729,502608.271
Agoradek,130,,,8224,JM,161139.609,502608.421
Agoradek,131,,,8224,JM,161134.659,502608.751
Agoradek,132,,,8224,JM,161139.549,502609.061
Agoradek,133,,,8224,JM,161144.439,502609.701
Agoradek,134,,,8224,JM,161144.579,502608.671
Agoradek,135,,,8224,JM,161149.179,502609.971
Agoradek,136,,,8224,JM,161154.009,502610.281
Agoradek,137,,,8224,JM,161153.759,502609.181
Agoradek,138,,,8224,JM,161158.769,502609.541
Agoradek,139,,,8224,JM,161158.619,502610.541
Agoradek,140,,,8224,JM,161163.529,502610.851
Agoradek,141,,,8224,JM,161163.509,502609.861
Apolloweg,298,,,8239,DB,161742.712,499565.994
Apolloweg,300,,,8239,DB,161725.932,499564.814
Apolloweg,301,,,8239,DC,161777.708,499509.144
Apolloweg,302,,,8239,DB,161719.383,499531.424
Apolloweg,303,,,8239,DC,161758.243,499512.904
Apolloweg,304,,,8239,DB,161710.763,499547.174
Apolloweg,306,,,8239,DB,161704.782,499510.794
Apolloweg,308,,,8239,DB,161695.932,499526.874
Archipel 13,49,,,8224,GB,161606.238,502568.014
Archipel 13,51,,,8224,GB,161610.814,502568.324
Archipel 13,53,,,8224,GB,161616.969,502568.154
Archipel 13,55,,,8224,GB,161621.859,502568.494
Archipel 13,57,,,8224,GB,161627.597,502569.704
Archipel 13,59,,,8224,GB,161632.858,502570.074
Archipel 13,61,,,8224,GB,161640.443,502561.834
Archipel 13,63,,,8224,GB,161639.609,502553.421
Archipel 13,65,,,8224,GB,161634.178,502548.514
Archipel 13,67,,,8224,GB,161632.437,502542.444
Archipel 13,69,,,8224,GB,161632.877,502537.544
Archipel 13,71,,,8224,GB,161629.252,502531.254
Archipel 13,73,,,8224,GB,161629.697,502526.654
Archipel 13,75,,,8224,GB,161627.967,502520.384
Archipel 13,77,,,8224,GB,161628.306,502515.664
Archipel 15,1,T,,8224,GC,161585.477,502470.214
Archipel 15,1,,,8224,GC,161598,502464.104
Archipel 15,3,,,8224,GC,161602.874,502464.234
Archipel 15,5,,,8224,GC,161608.794,502466.754
Archipel 15,7,,,8224,GC,161613.443,502467.094
Archipel 15,9,,,8224,GC,161619.414,502471.204
Archipel 15,11,,,8224,GC,161623.979,502471.394
Archipel 15,13,,,8224,GC,161629.844,502473.934
Archipel 15,15,,,8224,GC,161634.724,502474.084
Archipel 15,17,,,8224,GC,161640.462,502475.424
Archipel 15,19,,,8224,GC,161645.643,502475.764
Archipel 15,21,,,8224,GC,161654.384,502474.004
Archipel 15,23,,,8224,GC,161659.869,502465.464
Archipel 15,25,,,8224,GC,161660.319,502457.894
Archipel 15,27,,,8224,GC,161656.057,502448.734
Archipel 15,29,,,8224,GC,161647.958,502445.964
Archipel 15,31,,,8224,GC,161642.004,502446.514
Archipel 15,33,,,8224,GC,161637.169,502446.164
Archipel 15,37,,,8224,GD,161637.177,502423.164
Archipel 15,39,,,8224,GD,161637.388,502418.474
Archipel 15,42,,,8224,GE,161606.329,502411.524
Archipel 15,43,,,8224,GD,161638.059,502407.674
Archipel 15,44,,,8224,GE,161607.739,502405.824
Archipel 15,45,,,8224,GD,161643.139,502402.074
Archipel 15,46,,,8224,GE,161606.058,502399.554
Archipel 15,47,,,8224,GD,161643.337,502396.804
Archipel 15,48,,,8224,GE,161606.278,502394.874
Archipel 15,49,,,8224,GD,161645.808,502391.174
Archipel 15,50,,,8224,GE,161604.538,502388.444
Archipel 15,51,,,8224,GD,161645.964,502386.114
Archipel 15,52,,,8224,GE,161604.849,502383.794
Archipel 15,53,,,8224,GD,161647.769,502380.434
Archipel 15,54,,,8224,GE,161601.459,502377.504
Archipel 15,55,,,8224,GD,161648.009,502375.464
Archipel 15,56,,,8224,GE,161601.778,502372.634
Archipel 15,57,,,8224,GD,161650.357,502369.614
Archipel 15,58,,,8224,GE,161600.148,502366.554
Archipel 15,59,,,8224,GD,161652.979,502364.261
Archipel 15,60,,,8224,GE,161596.969,502360.801
Archipel 15,61,,,8224,GD,161654.223,502357.374
Apolloweg,309,,,8239,DC,161762.932,499485.854
Apolloweg,310,,,8239,DB,161691.468,499490.864
Apolloweg,311,,,8239,DC,161739.614,499485.554
Apolloweg,312,,,8239,DB,161678.049,499508.554
Apolloweg,313,,,8239,DC,161727.069,499464.544
Apolloweg,315,,,8239,DC,161745.349,499455.854
Apolloweg,316,,,8239,DB,161671.001,499466.247
Apolloweg,317,,,8239,DC,161724.109,499428.902
Apolloweg,318,,,8239,DB,161656.071,499486.541
Apolloweg,319,,,8239,DC,161710.011,499443.02
Apolloweg,321,,,8239,DC,161708.12,499385.888
Apolloweg,323,,,8239,DC,161685.289,499404.874
Apolloweg,324,,,8239,DB,161659.414,499445.884
Apolloweg,325,,,8239,DC,161676.637,499384.326
Apolloweg,327,,,8239,DC,161662.098,499393.218
Apolloweg,328,,,8239,DB,161616.03,499436.466
Apolloweg,329,,,8239,DC,161644.997,499384.953
Apolloweg,330,,,8239,DB,161624.32,499420.572
Apolloweg,331,,,8239,DC,161650.682,499362.216
Apolloweg,333,,,8239,DC,161634.385,499358.762
Apolloweg,334,,,8239,DB,161592.104,499426.064
Apolloweg,335,,,8239,DC,161621.881,499367.765
Apolloweg,336,,,8239,DB,161597.243,499406.114
Apolloweg,339,,,8239,DC,161606.973,499344.984
Apolloweg,340,,,8239,DB,161566.203,499409.404
Apolloweg,341,,,8239,DC,161598.859,499356.994
Apolloweg,342,,,8239,DB,161572.684,499392.574
Apolloweg,345,,,8239,DC,161584.914,499339.904
Apolloweg,347,,,8239,DC,161570.212,499338.244
Kopenhagenlaan,155,,,8232,RD,160522.632,502711.475
Archipel 13,1,,,8224,GA,161559.56,502525.404
Archipel 13,3,,,8224,GA,161559.514,502530.144
Archipel 13,5,,,8224,GA,161559.174,502536.334
Archipel 13,7,,,8224,GA,161558.783,502540.944
Archipel 13,9,,,8224,GA,161556.354,502547.004
Archipel 13,11,,,8224,GA,161555.669,502551.644
Archipel 13,13,,,8224,GA,161553.304,502557.764
Archipel 13,15,,,8224,GA,161553.084,502562.394
Archipel 13,17,,,8224,GA,161550.992,502568.394
Archipel 13,19,,,8224,GA,161550.753,502573.304
Archipel 13,21,,,8224,GA,161543.389,502577.991
Archipel 13,23,,,8224,GA,161542.869,502586.334
Archipel 13,25,,,8224,GA,161549.809,502594.534
Archipel 13,27,,,8224,GA,161554.727,502594.774
Archipel 13,29,,,8224,GA,161560.108,502594.974
Archipel 13,31,,,8224,GA,161566.044,502595.984
Archipel 13,33,,,8224,GA,161570.839,502596.254
Archipel 13,35,,,8224,GA,161577.179,502596.624
Archipel 13,37,,,8224,GA,161581.787,502596.964
Archipel 13,39,,,8224,GA,161587.838,502596.794
Archipel 13,41,,,8224,GA,161592.584,502597.114
Archipel 13,43,,,8224,GA,161598.829,502597.394
Kopenhagenlaan,137,,,8232,RD,160512.662,502810.651
Kopenhagenlaan,139,,,8232,RD,160513.202,502796.736
Kopenhagenlaan,141,,,8232,RD,160513.127,502789.451
Amer,1,,,8226,LR,162329.31,500157.384
Amer,3,,,8226,LR,162325.884,500154.494
Amer,5,,,8226,LR,162322.384,500151.654
Amer,7,,,8226,LR,162318.853,500148.814
Amer,9,,,8226,LR,162315.374,500145.984
Amer,11,,,8226,LR,162311.519,500143.144
Amer,13,,,8226,LR,162308.224,500140.364
Amer,15,,,8226,LR,162303.884,500136.254
Amer,17,,,8226,LR,162289.652,500123.374
Amer,19,,,8226,LR,162285.243,500119.364
Amer,21,,,8226,LR,162282.204,500116.174
Amer,23,,,8226,LR,162279.209,500112.934
Amer,25,,,8226,LR,162276.089,500109.684
Amer,27,,,8226,LR,162272.937,500106.444
Amer,29,,,8226,LR,162269.838,500103.194
Baai,48,,,8224,DM,161769.468,503140.614
Baai,49,,,8224,DM,161765.708,503174.804
Baai,50,,,8224,DM,161765.268,503181.194
Kopenhagenlaan,151,,,8232,RD,160521.35,502732.405
Kopenhagenlaan,153,,,8232,RD,160523.938,502718.799
Apolloweg,6,,,8239,DA,161907.604,499700.954
Apolloweg,8,,,8239,DA,161901.074,499688.004
Apolloweg,16,,,8239,DA,161888.602,499658.415
Apolloweg,24,,,8239,DA,161865.892,499601.458
Apolloweg,32,,,8239,DA,161845.959,499576.764
Apolloweg,34,,,8239,DA,161839.679,499564.474
Apolloweg,36,,,8239,DA,161826.503,499545.127
Amer,31,,,8226,LR,162266.614,500099.954
Amer,33,,,8226,LR,162263.609,500096.704
Amer,35,,,8226,LR,162260.499,500093.464
Archipel 22,69,,,8224,GP,161802.237,502351.204
Archipel 22,70,,,8224,GN,161752.087,502348.184
Archipel 22,71,,,8224,GP,161804.472,502346.591
Archipel 22,72,,,8224,GN,161748.909,502342.391
Archipel 22,73,,,8224,GP,161806.377,502338.974
Archipel 22,74,,,8224,GN,161749.527,502335.514
Archipel 22,75,,,8224,GP,161799.237,502327.584
Archipel 22,76,,,8224,GN,161757.917,502325.044
Archipel 22,77,,,8224,GP,161790.436,502327.074
Archipel 22,78,,,8224,GN,161766.677,502325.614
Archipel 22,79,,,8224,GP,161782.937,502326.614
Archipel 22,80,,,8224,GN,161774.207,502326.074
Archipel 23,1,T,,8224,GR,161801.228,502527.017
Archipel 23,1,,,8224,GR,161806.8,502540.644
Archipel 23,3,,,8224,GR,161806.724,502545.344
Archipel 23,5,,,8224,GR,161806.324,502551.514
Archipel 23,7,,,8224,GR,161806.083,502556.114
Archipel 23,9,,,8224,GR,161803.534,502562.094
Archipel 23,11,,,8224,GR,161802.919,502566.754
Archipel 23,13,,,8224,GR,161800.454,502572.914
Archipel 23,15,,,8224,GR,161800.284,502577.604
Archipel 23,17,,,8224,GR,161798.202,502583.564
Archipel 23,19,,,8224,GR,161797.913,502588.464
Archipel 23,21,,,8224,GR,161790.659,502593.261
Apolloweg,269,,,8239,DC,161846.272,499663.944
Apolloweg,271,,,8239,DC,161860.047,499661.174
Apolloweg,273,,,8239,DC,161847.242,499639.884
Apolloweg,275,,,8239,DC,161831.662,499629.564
Apolloweg,279,,,8239,DC,161832.967,499606.024
Apolloweg,285,,,8239,DC,161802.113,499576.334
Apolloweg,287,,,8239,DC,161819.071,499579.274
Apolloweg,289,,,8239,DC,161790.902,499561.224
Baai,51,,,8224,DM,161764.774,503187.474
Baai,52,,,8224,DM,161764.499,503193.764
Baai,53,,,8224,DM,161764.109,503200.054
Baai,54,,,8224,DM,161763.969,503206.564
Baai,55,,,8224,DN,161801.479,503190.514
Baai,56,,,8224,DN,161801.808,503184.084
Baai,57,,,8224,DN,161802.177,503177.794
Baai,58,,,8224,DN,161802.578,503171.514
Baai,59,,,8224,DN,161802.958,503165.224
Baai,60,,,8224,DN,161803.327,503158.934
Baai,61,,,8224,DN,161803.603,503152.644
Baai,62,,,8224,DN,161804.198,503146.124
Baai,63,,,8224,DN,161791.098,503116.264
Baai,64,,,8224,DN,161797.488,503116.704
Baai,65,,,8224,DN,161803.778,503117.094
Baai,66,,,8224,DN,161810.037,503117.474
Baai,67,,,8224,DN,161816.307,503117.864
Baai,68,,,8224,DN,161822.617,503118.254
Baai,69,,,8224,DN,161828.907,503118.644
Archipel 17,37,,,8224,GK,161480.087,502484.644
Archipel 17,39,,,8224,GK,161484.678,502484.924
Archipel 17,41,,,8224,GK,161490.754,502485.304
Archipel 17,43,,,8224,GK,161495.539,502485.664
Archipel 17,45,,,8224,GK,161501.719,502488.124
Archipel 17,47,,,8224,GK,161506.307,502488.344
Archipel 17,49,,,8224,GK,161512.108,502492.504
Archipel 17,51,,,8224,GK,161517.014,502492.834
Archipel 17,54,,,8224,GL,161537.095,502461.301
Archipel 17,56,,,8224,GL,161541.344,502453.61
Archipel 17,58,,,8224,GL,161551.33,502457.35
Archipel 17,60,,,8224,GL,161534.056,502458.969
Archipel 17,62,,,8224,GL,161540.907,502449.678
Archipel 17,64,,,8224,GL,161548.135,502454.383
Archipel 17,66,,,8224,GL,161534.049,502460.161
Archipel 17,68,,,8224,GL,161540.399,502451.451
Archipel 17,70,,,8224,GL,161549.789,502456.191
Baai,75,,,8224,DP,161837.867,503155.424
Baai,76,,,8224,DP,161837.457,503161.704
Baai,77,,,8224,DP,161837.046,503167.994
Baai,78,,,8224,DP,161836.687,503174.284
Baai,79,,,8224,DP,161836.297,503180.574
Baai,80,,,8224,DP,161835.937,503186.864
Baai,81,,,8224,DP,161835.393,503193.254
Baai,82,,,8224,DP,161870.968,503213.724
Archipel 23,23,,,8224,GR,161790.079,502601.474
Archipel 23,25,,,8224,GR,161796.929,502609.714
Archipel 23,27,,,8224,GR,161801.837,502609.984
Archipel 23,29,,,8224,GR,161807.278,502610.204
Archipel 23,31,,,8224,GR,161813.184,502611.124
Apolloweg,291,,,8239,DC,161800.168,499547.834
Apolloweg,294,,,8239,DB,161753.911,499596.691
Apolloweg,295,,,8239,DC,161792.923,499533.724
Apolloweg,296,,,8239,DB,161754.763,499581.213
Apolloweg,297,,,8239,DC,161774.141,499536.324
Bremenstraat,61,,,8232,RX,160557.15,502233.609
Bremenstraat,63,,,8232,RX,160548.372,502227.212
Bremenstraat,65,,,8232,RX,160549.116,502217.542
Bremenstraat,67,,,8232,RX,160557.596,502214.417
Bremenstraat,69,,,8232,RX,160557.067,502233.191
Bremenstraat,71,,,8232,RX,160549.063,502229.271
Bremenstraat,73,,,8232,RX,160549.39,502218.001
Bremenstraat,75,,,8232,RX,160557.23,502215.061
Bremenstraat,77,,,8232,RX,160556.169,502232.989
Bremenstraat,79,,,8232,RX,160548.01,502229.212
Bremenstraat,81,,,8232,RX,160550.125,502217.88
Bremenstraat,83,,,8232,RX,160557.377,502216.218
Bremenstraat,85,,,8232,RX,160555.094,502233.976
Bremenstraat,87,,,8232,RX,160548.177,502228.189
Bremenstraat,89,,,8232,RX,160548.318,502217.743
Bremenstraat,91,,,8232,RX,160557.776,502215.908
Bremenstraat,93,,,8232,RX,160556.508,502234.161
Bremenstraat,95,,,8232,RX,160548.172,502228.802
Bremenstraat,97,,,8232,RX,160548.916,502216.745
Bremenstraat,99,,,8232,RX,160556.806,502215.406
Bremenstraat,101,,,8232,RX,160555.599,502233.451
Bremenstraat,103,,,8232,RX,160547.091,502229.491
Bergumermeerstraat,1,,,8226,JK,162124.89,500458.264
Bergumermeerstraat,3,,,8226,JK,162124.664,500450.054
Bergumermeerstraat,5,,,8226,JK,162124.104,500437.214
Bergumermeerstraat,6,,,8226,JK,162095.314,500430.254
Bergumermeerstraat,7,,,8226,JK,162123.703,500429.014
Bergumermeerstraat,8,,,8226,JK,162094.844,500419.574
Bergumermeerstraat,9,,,8226,JK,162123.174,500416.264
Bergumermeerstraat,10,,,8226,JK,162094.233,500411.564
