FID,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkingen,symbol,se_anno_cad_data,gdb_geomattr_data,shape
trend_2014_50.21,701273,7,1273,22,69.5,47.5,-0.98,>2024,- - - - 5 -,3,,,"POLYGON ((107163.2659999989 539809.4129999988, 107210.81100000069 539797.5590000004, 107169.68400000036 539632.6079999991, 107122.1400000006 539644.4629999995, 107163.2659999989 539809.4129999988))"
trend_2014_50.22,701288,7,1288,29,58.38,29.38,-3.05,2023,- - - - 5 -,3,,,"POLYGON ((107128.26700000092 539663.4120000005, 107276.23699999973 539626.5190000013, 107235.1099999994 539461.5689999983, 107087.1400000006 539498.4620000012, 107128.26700000092 539663.4120000005))"
trend_2014_50.23,701303,7,1303,43,51.38,8.38,-4.84,2015,- - - - 5 -,3,,,"POLYGON ((107092.26700000092 539516.4129999988, 107327.07800000161 539457.8680000007, 107285.95100000128 539292.9169999994, 107051.1400000006 539351.4620000012, 107092.26700000092 539516.4129999988))"
trend_2014_50.24,701320,7,1320,65,65.89,0.89,-3.19,-,- - - - 5 -,3,,,"POLYGON ((107053.26700000092 539352.4129999988, 107208.02800000086 539313.8260000013, 107166.90199999884 539148.8759999983, 107012.1400000006 539187.4629999995, 107053.26700000092 539352.4129999988))"
trend_2014_50.25,302200,3,2200,360,314.34,-45.66,-5.16,-,1 - - - - -,4,,,"POLYGON ((189831.77600000054 610005.4719999991, 189809.2899999991 609748.4539999999, 189610.05099999905 609765.8850000016, 189632.53700000048 610022.9030000009, 189831.77600000054 610005.4719999991))"
trend_2014_50.26,302220,3,2220,360,347.2,-12.8,-5.14,-,1 - - - - -,4,,,"POLYGON ((190025.77600000054 609987.4719999991, 190003.37700000033 609731.4499999993, 189804.13800000027 609748.881000001, 189826.53700000048 610004.9030000009, 190025.77600000054 609987.4719999991))"
trend_2014_50.27,302240,3,2240,390,387.08,-2.92,-4.44,-,1 - - - - -,4,,,"POLYGON ((190224.77600000054 609968.4719999991, 190205.42700000107 609747.3170000017, 190006.188000001 609764.7479999997, 190025.53700000048 609985.9030000009, 190224.77600000054 609968.4719999991))"
trend_2014_50.28,302260,3,2260,350,415.61,65.61,-4.04,>2024,- - - - - -,3,,,"POLYGON ((190424.77600000054 609950.4719999991, 190407.1700000018 609749.2410000004, 190207.93200000003 609766.6719999984, 190225.53700000048 609967.9030000009, 190424.77600000054 609950.4719999991))"
trend_2014_50.29,302280,3,2280,300,445.37,145.37,-3.71,>2024,- - - - - -,3,,,"POLYGON ((190622.77600000054 609932.4719999991, 190606.60799999908 609747.6779999994, 190407.36899999902 609765.1090000011, 190423.53700000048 609949.9030000009, 190622.77600000054 609932.4719999991))"
trend_2014_50.30,304800,3,4800,183,201.27,18.27,0.09,-,- - - - - -,1,,,"POLYGON ((170504.70199999958 604356.1689999998, 170501.46499999985 604353.0419999994, 170383.37299999967 604475.3299999982, 170386.6099999994 604478.4560000002, 170504.70199999958 604356.1689999998))"
trend_2014_50.31,304820,3,4820,201,219,18,0.7,-,- - - - - -,1,,,"POLYGON ((170366.70199999958 604500.1680000015, 170341.52600000054 604475.8559999987, 170223.43299999833 604598.1429999992, 170248.6099999994 604622.4560000002, 170366.70199999958 604500.1680000015))"
trend_2014_50.32,910217,9,10217,137,196.24,59.24,0.5,-,- - - - - -,1,,,"POLYGON ((76614.28200000152 457685.72399999946, 76595.4140000008 457702.1259999983, 76759.4290000014 457890.8029999994, 76778.29699999839 457874.40100000054, 76614.28200000152 457685.72399999946))"
trend_2014_50.33,910235,9,10235,110,176.05,66.05,1.45,-,- - - - - -,1,,,"POLYGON ((76482.18600000069 457525.16899999976, 76425.84299999848 457570.7950000018, 76583.17300000042 457765.08199999854, 76639.51700000092 457719.45600000024, 76482.18600000069 457525.16899999976))"
trend_2014_50.34,910288,9,10288,57,115.82,58.82,1.27,-,- - - - - -,1,,,"POLYGON ((76153.28200000152 457153.72399999946, 76105.35799999908 457195.3839999996, 76269.37299999967 457384.0610000007, 76317.29699999839 457342.40100000054, 76153.28200000152 457153.72399999946))"
trend_2014_50.35,910338,9,10338,27,104.85,77.85,-13.15,2019,- - - - - -,3,,,"POLYGON ((75974.29699999839 456947.40199999884, 76470.51799999923 456516.04300000146, 76306.50299999863 456327.36499999836, 75810.28200000152 456758.72399999946, 75974.29699999839 456947.40199999884))"
trend_2014_50.36,910391,9,10391,1,97.32,96.32,-3.1,>2024,- - - - - -,3,,,"POLYGON ((75628.29600000009 456548.40100000054, 75745.27600000054 456446.7120000012, 75581.26199999824 456258.03500000015, 75464.28200000152 456359.72399999946, 75628.29600000009 456548.40100000054))"
trend_2014_50.37,910437,9,10437,3,133.73,130.73,16.68,-,- - - - - -,1,,,"POLYGON ((75164.2809999995 456007.72399999946, 74534.85399999842 456554.8770000003, 74698.86899999902 456743.5549999997, 75328.29600000009 456196.40100000054, 75164.2809999995 456007.72399999946))"
trend_2014_50.38,910468,9,10468,21,106.76,85.76,-16.15,2019,- - - - - -,3,,,"POLYGON ((75131.29699999839 455962.40199999884, 75740.72399999946 455432.6339999996, 75576.7100000009 455243.95600000024, 74967.28200000152 455773.72399999946, 75131.29699999839 455962.40199999884))"
trend_2014_50.39,910488,9,10488,20,120.63,100.63,-3.08,>2024,- - - - - -,3,,,"POLYGON ((75002.29699999839 455809.40100000054, 75118.52199999988 455708.368999999, 74954.50699999928 455519.69099999964, 74838.28200000152 455620.72399999946, 75002.29699999839 455809.40100000054))"
trend_2014_50.40,1603360,16,3360,34,60.04,26.04,-1.64,>2024,- - - 4 - -,3,,,"POLYGON ((26579.76000000164 385527.1779999994, 26632.46799999848 385589.9930000007, 26747.375 385493.5760000013, 26694.666999999434 385430.76000000164, 26579.76000000164 385527.1779999994))"
trend_2014_50.41,1603380,16,3380,72,87.3,15.3,2,-,- - - 4 - -,1,,,"POLYGON ((26848.666000001132 385302.76000000164, 26784.38800000027 385226.1550000012, 26669.48099999875 385322.57400000095, 26733.76000000164 385399.1779999994, 26848.666000001132 385302.76000000164))"
trend_2014_50.42,1603400,16,3400,-109,-27.12,81.88,-1.22,>2024,- - - 4 - -,3,,,"POLYGON ((26887.76000000164 385271.1779999994, 26926.969999998808 385317.9070000015, 27041.8759999983 385221.48900000006, 27002.666000001132 385174.76000000164, 26887.76000000164 385271.1779999994))"
trend_2014_50.43,1603420,16,3420,-146,-89.05,56.95,1.35,-,- - - 4 - -,1,,,"POLYGON ((27155.666000001132 385047.76000000164, 27112.278000000864 384996.0520000011, 26997.370999999344 385092.4699999988, 27040.76000000164 385144.1779999994, 27155.666000001132 385047.76000000164))"
trend_2014_50.44,1603440,16,3440,-144,-108.72,35.28,-0.18,>2024,- - - 4 - -,3,,,"POLYGON ((27193.758999999613 385017.1779999994, 27199.54399999976 385024.0720000006, 27314.45100000128 384927.65399999917, 27308.666000001132 384920.76000000164, 27193.758999999613 385017.1779999994))"
trend_2014_50.45,1603458,16,3458,-128,-113.71,14.29,0.13,-,- - - 4 - -,1,,,"POLYGON ((27448.666000001132 384803.76000000164, 27444.48800000176 384798.7809999995, 27329.58100000024 384895.19900000095, 27333.76000000164 384900.1779999994, 27448.666000001132 384803.76000000164))"
trend_2014_50.46,1700011,17,11,243,310.68,67.68,3.27,-,- - - - - -,1,,,"POLYGON ((28482.315999999642 381330.80700000003, 28568.958000000566 381469.4629999995, 28696.164999999106 381389.9750000015, 28609.52400000021 381251.3189999983, 28482.315999999642 381330.80700000003))"
trend_2014_50.47,1700031,17,31,197,248.78,51.78,-1.16,>2024,- - - 4 - -,3,,,"POLYGON ((28438.52400000021 381354.3189999983, 28407.789000000805 381305.1319999993, 28280.58100000024 381384.62000000104, 28311.31700000167 381433.80700000003, 28438.52400000021 381354.3189999983))"
trend_2014_50.48,1700051,17,51,157,189.54,32.54,-3.09,2024,- - - 4 - -,3,,,"POLYGON ((28253.324999999255 381467.52899999917, 28173.7509999983 381335.09600000083, 28045.175999999046 381412.3520000018, 28124.7490000017 381544.78500000015, 28253.324999999255 381467.52899999917))"
trend_2014_50.49,1700071,17,71,179,164.86,-14.14,-6.68,-,1 - - 4 - -,4,,,"POLYGON ((28081.324999999255 381570.52899999917, 27909.302000001073 381284.2349999994, 27780.727000001818 381361.4910000004, 27952.75 381647.78500000015, 28081.324999999255 381570.52899999917))"
trend_2014_50.50,1700146,17,146,139,198.92,59.92,2.4,-,- - - - - -,1,,,"POLYGON ((27309.7490000017 382034.78400000185, 27371.5540000014 382137.64400000125, 27500.129000000656 382060.38899999857, 27438.324999999255 381957.52899999917, 27309.7490000017 382034.78400000185))"
trend_2014_50.51,1700161,17,161,108,154.94,46.94,2.24,-,- - - - - -,1,,,"POLYGON ((27181.7490000017 382111.78400000185, 27239.434000000358 382207.7870000005, 27368.008999999613 382130.5320000015, 27310.324999999255 382034.52899999917, 27181.7490000017 382111.78400000185))"
trend_2014_50.52,1700171,17,171,106,140.95,34.95,2.16,-,- - - 4 - -,1,,,"POLYGON ((26703.903999999166 382249.7190000005, 26718.934000000358 382356.66800000146, 26867.47500000149 382335.79199999943, 26852.44399999827 382228.8429999985, 26703.903999999166 382249.7190000005))"
trend_2014_50.53,1700188,17,188,104,135.48,31.48,-2.96,2024,- - - 4 - -,3,,,"POLYGON ((26703.51000000164 382249.9549999982, 26680.357999999076 382103.77699999884, 26532.204999998212 382127.2419999987, 26555.357000000775 382273.4210000001, 26703.51000000164 382249.9549999982))"
trend_2014_50.54,1700208,17,208,98,117.82,19.82,-3.15,2020,- - - 4 - -,3,,,"POLYGON ((26511.51099999994 382279.9549999982, 26486.87200000137 382124.39400000125, 26338.719000000507 382147.8590000011, 26363.357000000775 382303.4200000018, 26511.51099999994 382279.9549999982))"
trend_2014_50.55,1700230,17,230,78,114.28,36.28,1.07,-,- - - 4 - -,1,,,"POLYGON ((26145.357000000775 382336.4200000018, 26153.72599999979 382389.26099999994, 26301.879000000656 382365.7960000001, 26293.51000000164 382312.9549999982, 26145.357000000775 382336.4200000018))"
trend_2014_50.56,1700251,17,251,70,120.22,50.22,2.27,-,- - - 4 - -,1,,,"POLYGON ((25932.357000000775 382368.4200000018, 25950.11199999973 382480.5219999999, 26098.265999998897 382457.05700000003, 26080.51000000164 382344.9549999982, 25932.357000000775 382368.4200000018))"
trend_2014_50.57,1700271,17,271,75,121.47,46.47,-1.66,>2024,- - - 4 5 -,3,,,"POLYGON ((25883.51000000164 382374.9549999982, 25870.526000000536 382292.9770000018, 25722.372999999672 382316.44200000167, 25735.357000000775 382398.4200000018, 25883.51000000164 382374.9549999982))"
trend_2014_50.58,1700290,17,290,66,106.57,40.57,-2.63,>2024,- - - 4 5 -,3,,,"POLYGON ((25700.51000000164 382402.9549999982, 25679.938999999315 382273.07400000095, 25531.78599999845 382296.5390000008, 25552.357000000775 382426.4200000018, 25700.51000000164 382402.9549999982))"
trend_2014_50.59,1700308,17,308,76,108.74,32.74,1.27,-,- - - 4 5 -,1,,,"POLYGON ((25369.357000000775 382454.4200000018, 25379.289999999106 382517.13800000027, 25527.44399999827 382493.6730000004, 25517.51000000164 382430.9549999982, 25369.357000000775 382454.4200000018))"
trend_2014_50.60,1700324,17,324,77,89.99,12.99,-3.44,2017,- - - 4 5 -,3,,,"POLYGON ((25359.51000000164 382454.9549999982, 25332.60399999842 382285.0729999989, 25184.45100000128 382308.5379999988, 25211.357000000775 382478.4200000018, 25359.51000000164 382454.9549999982))"
trend_2014_50.61,1700336,17,336,78,88.45,10.45,-3.48,2017,- - - 4 5 -,3,,,"POLYGON ((25228.44399999827 382475.8429999985, 25204.22800000012 382303.5370000005, 25055.688000001013 382324.4129999988, 25079.903999999166 382496.7190000005, 25228.44399999827 382475.8429999985))"
trend_2014_50.62,1700352,17,352,75,93.13,18.13,-2.9,2020,- - - 4 5 -,3,,,"POLYGON ((24861.061000000685 382505.79399999976, 24871.175999999046 382361.1469999999, 24721.541999999434 382350.68400000036, 24711.427000001073 382495.33100000024, 24861.061000000685 382505.79399999976))"
trend_2014_50.63,1700373,17,373,67,88.56,21.56,-1.2,>2024,- - - 4 5 -,3,,,"POLYGON ((24647.061999998987 382491.7950000018, 24651.24700000137 382431.94099999964, 24501.61199999973 382421.4770000018, 24497.427000001073 382481.33100000024, 24647.061999998987 382491.7950000018))"
trend_2014_50.64,1700396,17,396,59,57.15,-1.85,-7.29,-,1 - - 4 5 -,4,,,"POLYGON ((24417.061999998987 382477.79399999976, 24442.48800000176 382114.18200000003, 24292.85300000012 382103.7190000005, 24267.427000001073 382467.33100000024, 24417.061999998987 382477.79399999976))"
trend_2014_50.65,1700413,17,413,49,46.34,-2.66,-6.38,-,1 - - 4 5 -,4,,,"POLYGON ((24244.061999998987 382467.7950000018, 24266.313999999315 382149.5720000006, 24116.6790000014 382139.1079999991, 24094.427000001073 382457.33100000024, 24244.061999998987 382467.7950000018))"
trend_2014_50.66,1600760,16,760,190,277.23,87.23,-3.35,>2024,- - - - - -,3,,,"POLYGON ((30879.438000001013 402995.09899999946, 30876.515000000596 402827.6240000017, 30676.545000001788 402831.11499999836, 30679.469000000507 402998.58900000155, 30879.438000001013 402995.09899999946))"
trend_2014_50.67,1600780,16,780,200,302.03,102.03,-3.31,>2024,- - - - - -,3,,,"POLYGON ((30679.438000001013 402998.09899999946, 30676.550000000745 402832.6240000017, 30476.579999998212 402836.11400000006, 30479.469000000507 403001.58900000155, 30679.438000001013 402998.09899999946))"
trend_2014_50.68,1600800,16,800,211,314.87,103.87,-2.5,>2024,- - - - - -,3,,,"POLYGON ((30479.438000001013 403001.09800000116, 30477.256999999285 402876.1169999987, 30277.287000000477 402879.6079999991, 30279.469000000507 403004.58900000155, 30479.438000001013 403001.09800000116))"
trend_2014_50.69,1600820,16,820,227,320.99,93.99,-0.82,>2024,- - - - - -,3,,,"POLYGON ((30279.438000001013 403004.09899999946, 30278.723000001162 402963.10500000045, 30078.75299999863 402966.59600000083, 30079.469000000507 403007.58900000155, 30279.438000001013 403004.09899999946))"
trend_2014_50.70,1600840,16,840,227,323.24,96.24,0.36,-,- - - - - -,1,,,"POLYGON ((29879.469000000507 403010.58900000155, 29879.78299999982 403028.5859999992, 30079.752000000328 403025.09600000083, 30079.438000001013 403007.09899999946, 29879.469000000507 403010.58900000155))"
trend_2014_50.71,1600860,16,860,210,331.56,121.56,2.75,-,- - - - - -,1,,,"POLYGON ((29679.469000000507 403012.58900000155, 29681.868000000715 403150.06799999997, 29881.837999999523 403146.5769999996, 29879.438000001013 403009.09899999946, 29679.469000000507 403012.58900000155))"
trend_2014_50.72,1600880,16,880,199,316.68,117.68,4.3,-,- - - - - -,1,,,"POLYGON ((29479.469000000507 403015.58900000155, 29483.221000000834 403230.5560000017, 29683.190999999642 403227.06599999964, 29679.438000001013 403012.09899999946, 29479.469000000507 403015.58900000155))"
trend_2014_50.73,1600900,16,900,165,244.54,79.54,-1.61,>2024,- - - - - -,3,,,"POLYGON ((29479.438000001013 403015.09800000116, 29478.03299999982 402934.61100000143, 29278.063999999315 402938.1009999998, 29279.469000000507 403018.58900000155, 29479.438000001013 403015.09800000116))"
trend_2014_50.74,1600920,16,920,129,158.76,29.76,-4.46,2020,- - - - - -,3,,,"POLYGON ((29279.438000001013 403018.09800000116, 29275.54600000009 402795.1319999993, 29075.576999999583 402798.6229999997, 29079.469000000507 403021.58900000155, 29279.438000001013 403018.09800000116))"
trend_2014_50.75,1600940,16,940,67,93.16,26.16,-4.56,2019,- - - - - -,3,,,"POLYGON ((29080.438000001013 403021.09899999946, 29076.458999998868 402793.1330000013, 28876.48999999836 402796.6240000017, 28880.469000000507 403024.58900000155, 29080.438000001013 403021.09899999946))"
trend_2014_50.76,1200575,12,575,312,1089.28,777.28,-7.66,>2024,- - - - - -,3,,,"POLYGON ((58711.45399999991 429527.8429999985, 58684.73699999973 429145.77600000054, 58435.346000000834 429163.21499999985, 58462.06300000101 429545.2820000015, 58711.45399999991 429527.8429999985))"
trend_2014_50.77,1200600,12,600,306,983.15,677.15,-5.42,>2024,- - - - - -,3,,,"POLYGON ((58461.45300000161 429543.8429999985, 58442.54899999872 429273.5029999986, 58193.15799999982 429290.94299999997, 58212.06199999899 429561.2820000015, 58461.45300000161 429543.8429999985))"
trend_2014_50.78,1200625,12,625,298,933.23,635.23,-0.47,>2024,- - - - - -,3,,,"POLYGON ((58211.45300000161 429560.8429999985, 58209.813999999315 429537.3999999985, 57960.42300000042 429554.83999999985, 57962.06300000101 429578.2820000015, 58211.45300000161 429560.8429999985))"
trend_2014_50.79,1200650,12,650,286,940.83,654.83,6.46,-,- - - - - -,1,,,"POLYGON ((57713.06199999899 429595.2820000015, 57735.59400000051 429917.49500000104, 57984.984999999404 429900.0560000017, 57962.45300000161 429577.8429999985, 57713.06199999899 429595.2820000015))"
trend_2014_50.80,1200675,12,675,296,994.89,698.89,12.14,-,- - - - - -,1,,,"POLYGON ((57375.56599999964 429582.6620000005, 57364.971999999136 430189.5700000003, 57614.93400000036 430193.93299999833, 57625.528000000864 429587.0249999985, 57375.56599999964 429582.6620000005))"
trend_2014_50.81,1200700,12,700,311,1016.76,705.76,12.88,-,- - - - - -,1,,,"POLYGON ((57122.56599999964 429577.6620000005, 57111.32699999958 430221.5639999993, 57361.28799999878 430225.9270000011, 57372.528000000864 429582.0249999985, 57122.56599999964 429577.6620000005))"
trend_2014_50.82,1200725,12,725,315,1017.18,702.18,13.25,-,- - - - - -,1,,,"POLYGON ((56875.56599999964 429572.6620000005, 56864.004000000656 430235.0610000007, 57113.96499999985 430239.42500000075, 57125.528000000864 429577.02600000054, 56875.56599999964 429572.6620000005))"
trend_2014_50.83,1200750,12,750,270,975.21,705.21,13.26,-,- - - - - -,1,,,"POLYGON ((56555.31899999827 429556.29300000146, 56497.53500000015 430216.76999999955, 56746.58399999887 430238.55900000036, 56804.368000000715 429578.08199999854, 56555.31899999827 429556.29300000146))"
trend_2014_50.84,1200775,12,775,291,889.15,598.15,7.8,-,- - - - - -,1,,,"POLYGON ((56191.822000000626 429471.16699999943, 56110.73600000143 429852.64499999955, 56355.27299999818 429904.6229999997, 56436.357999999076 429523.14499999955, 56191.822000000626 429471.16699999943))"
trend_2014_50.85,301520,3,1520,-22,15.13,37.13,-9.62,2017,- - - 4 5 6,3,,,"POLYGON ((182896.00699999928 609694.5379999988, 182929.55900000036 609214.7100000009, 182730.0469999984 609200.7589999996, 182696.49399999902 609680.5870000012, 182896.00699999928 609694.5379999988))"
trend_2014_50.86,301540,3,1540,-12,21.6,33.6,-10.89,2017,- - - 4 5 6,3,,,"POLYGON ((183076.46400000155 609711.9030000009, 183123.9200000018 609169.4750000015, 182924.68100000173 609152.0439999998, 182877.2250000015 609694.4719999991, 183076.46400000155 609711.9030000009))"
trend_2014_50.87,301560,3,1560,-9,31.27,40.27,-6.6,2020,- - - 4 5 6,3,,,"POLYGON ((183294.00600000098 609728.5379999988, 183317.02600000054 609399.3420000002, 183117.51300000027 609385.3909999989, 183094.49399999902 609714.5870000012, 183294.00600000098 609728.5379999988))"
trend_2014_50.88,301580,3,1580,-1,40.96,41.96,-4.52,2023,- - - 4 5 6,3,,,"POLYGON ((183494.00600000098 609745.5379999988, 183509.77100000158 609520.0890000015, 183310.2580000013 609506.1380000003, 183294.49399999902 609731.5870000012, 183494.00600000098 609745.5379999988))"
trend_2014_50.89,301600,3,1600,6,55.45,49.45,5.02,-,- - - 4 5 6,1,,,"POLYGON ((183476.22399999946 609745.4719999991, 183454.34800000116 609995.5170000009, 183653.58700000122 610012.9479999989, 183675.46400000155 609762.9030000009, 183476.22399999946 609745.4719999991))"
trend_2014_50.90,301620,3,1620,7,53.21,46.21,1.54,-,- - - 4 5 6,1,,,"POLYGON ((183674.22399999946 609763.4719999991, 183667.51300000027 609840.1790000014, 183866.75200000033 609857.6099999994, 183873.46299999952 609780.9030000009, 183674.22399999946 609763.4719999991))"
trend_2014_50.91,301640,3,1640,10,57.5,47.5,0.26,-,- - - 4 5 6,1,,,"POLYGON ((183874.22399999946 609782.4719999991, 183873.09200000018 609795.4230000004, 184072.33100000024 609812.8539999984, 184073.46299999952 609799.9030000009, 183874.22399999946 609782.4719999991))"
trend_2014_50.92,301660,3,1660,7,42.39,35.39,-1.83,>2024,- - - 4 5 6,3,,,"POLYGON ((184272.46299999952 609818.9030000009, 184280.438000001 609727.7509999983, 184081.19900000095 609710.3200000003, 184073.22399999946 609801.4719999991, 184272.46299999952 609818.9030000009))"
trend_2014_50.93,301680,3,1680,13,48.87,35.87,4.15,-,- - - 4 5 6,1,,,"POLYGON ((184272.22399999946 609819.4719999991, 184254.1400000006 610026.182, 184453.37900000066 610043.6130000018, 184471.46299999952 609836.9030000009, 184272.22399999946 609819.4719999991))"
trend_2014_50.94,301700,3,1700,20,40.88,20.88,3.21,-,- - - 4 5 6,1,,,"POLYGON ((184473.22399999946 609838.4719999991, 184459.23600000143 609998.3610000014, 184658.47399999946 610015.7919999994, 184672.46299999952 609855.9030000009, 184473.22399999946 609838.4719999991))"
trend_2014_50.95,301720,3,1720,19,33.29,14.29,-5.73,2016,- - - 4 5 -,3,,,"POLYGON ((184872.46299999952 609874.9030000009, 184897.43299999833 609589.4930000007, 184698.19399999827 609572.061999999, 184673.22399999946 609857.4719999991, 184872.46299999952 609874.9030000009))"
trend_2014_50.96,301740,3,1740,21,32.55,11.55,-6.23,2015,- - - 4 5 -,3,,,"POLYGON ((185071.46299999952 609893.9030000009, 185098.61199999973 609583.5890000015, 184899.37299999967 609566.1579999998, 184872.22399999946 609876.4719999991, 185071.46299999952 609893.9030000009))"
trend_2014_50.97,301760,3,1760,24,25.73,1.73,-5.78,-,- - - 4 5 -,3,,,"POLYGON ((185270.46299999952 609911.9030000009, 185295.65100000054 609624.0029999986, 185096.41200000048 609606.5720000006, 185071.22399999946 609894.4719999991, 185270.46299999952 609911.9030000009))"
