FID,soort_bode,globalid,codebpn,disk_beh_o,districtna,objectnaam,objecttype,materiaal,status,beheersreg,contract,opmerking,info1,info2,info3,info4,info5,stichtings,muteerder,mutatie,geobron,hoofdwater,watersyste,watersys_1,subcat,zijde,km,element,beheerder,eigenaar,onderhoude,se_anno_cad_data,gdb_geomattr_data,shape
bodem_vlak.11,13,{1D627852-0395-4573-A2BE-8A37411F8BB7},"109C.BV.-.1,1",44B-003-01,WNZ Z,Ottersluis (zijde Sliedrechtse Biesbosch),-,Niet bekend, ,Wel in beheer, ,"min. diepte -2,3, max. diepte -2,55", ,vobo, , , ,-999,haakj,2015-12-14T00:00:00,Niet bekend,Rijn-Maasmonding,Middendeel,109C,BV,-,"1,1",--,RWS,RWS,RWS,,,"POLYGON ((111918.02070000023 422939.492899999, 111899.55900000036 422925.95699999854, 111895.76799999923 422915.53400000185, 111895.20329999924 422913.98110000044, 111895.19629999995 422913.9609000012, 111895.16149999946 422913.90019999817, 111895.1587000005 422913.8953000009, 111895.0337000005 422913.67709999904, 111893.5850000009 422911.15300000086, 111893.065200001 422908.1009999998, 111891.10799999908 422902.7190000005, 111892.0971999988 422894.14820000157, 111893.29870000109 422883.7329999991, 111894.64519999921 422881.15879999846, 111895.07699999958 422880.33300000057, 111893.29100000113 422878.55099999905, 111892.74100000039 422877.97199999914, 111892.69099999964 422877.95699999854, 111890.29399999976 422877.27899999917, 111888.67399999872 422880.94299999997, 111880.02499999851 422889.72100000083, 111870.1640000008 422896.5859999992, 111855.3359999992 422899.2670000009, 111839.88699999824 422895.46499999985, 111826.15749999881 422889.9455000013, 111826.15419999883 422889.94409999996, 111825.89930000156 422889.84160000086, 111825.63199999928 422889.73420000076, 111886.04450000077 422922.2894000001, 111886.06219999865 422922.2723999992, 111918.13599999994 422939.5775000006, 111918.02070000023 422939.492899999))"
bodem_vlak.12,12,{268C8547-B7EA-4C02-B8CC-47C08350215C},"109C.BO.R.1,1",44B-003-01,WNZ Z,Ottersluis (zijde Sliedrechtse Biesbosch),-,Niet bekend, ,Wel in beheer, ,WBR, ,vobo, , , ,-999,joostena,2015-12-14T00:00:00,Niet bekend,Rijn-Maasmonding,Middendeel,109C,BO,R,"1,1",--,RWS,RWS,RWS,,,"POLYGON ((111855.3359999992 422899.2670000009, 111870.1640000008 422896.5859999992, 111880.02499999851 422889.72100000083, 111888.67399999872 422880.94299999997, 111890.29399999976 422877.27899999917, 111889.23900000006 422876.9829999991, 111889.16899999976 422877.11300000176, 111889.15300000086 422877.14400000125, 111888.08199999854 422879.1790000014, 111887.51399999857 422879.2870000005, 111885.875 422878.44200000167, 111883.23000000045 422881.6070000008, 111881.91600000113 422883.2280000001, 111879.38800000027 422886.3449999988, 111877.37000000104 422888.3680000007, 111877.32400000095 422888.4050000012, 111877.05200000107 422888.6270000003, 111875.16899999976 422890.1559999995, 111875.13199999928 422890.18499999866, 111874.28299999982 422890.8740000017, 111871.07800000161 422892.7129999995, 111868.8359999992 422893.8819999993, 111867.26999999955 422894.6959999986, 111865.96400000155 422895.2190000005, 111863.5850000009 422896.1719999984, 111863.01900000125 422896.2740000002, 111860.1790000014 422896.8200000003, 111856.7349999994 422897.23000000045, 111855.24100000039 422897.17599999905, 111853.27800000086 422897.1020000018, 111853.2100000009 422897.09899999946, 111850.98299999908 422896.52800000086, 111850.9149999991 422896.51099999994, 111849.07899999991 422896.0399999991, 111847.40799999982 422895.5450000018, 111844.91200000048 422894.8040000014, 111838.25899999961 422891.813000001, 111831.89699999988 422889.0760000013, 111830.71400000155 422888.56700000167, 111830.22899999842 422888.3449999988, 111829.33799999952 422887.9360000007, 111823.54300000146 422885.27899999917, 111816.42339999974 422882.3900000006, 111816.36140000075 422882.5522999987, 111815.68820000067 422884.31500000134, 111825.89930000156 422889.84160000086, 111826.15419999883 422889.94409999996, 111826.15749999881 422889.9455000013, 111839.88699999824 422895.46499999985, 111855.3359999992 422899.2670000009))"
bodem_vlak.13,12,{FB7D427D-C651-4636-8E0E-CB3359FE0317},108A.BO.R.970.41,44B-003-01,WNZ Z,Ottersluis (zijde Nieuwe Merwede),-,Niet bekend, ,Wel in beheer,31104167,alleen loden, ,vobo, , , ,-999,Kuifj,2015-12-15T00:00:00,Niet bekend,Rijn-Maasmonding,Middendeel,108A,BO,R,970.41,--,RWS,RWS,RWS,,,"POLYGON ((111999.35319999978 422679.3209999986, 111996.85209999979 422674.0810999982, 111996.85790000111 422674.2947999984, 111996.89900000021 422675.8189999983, 111995.67599999905 422678.51000000164, 111993.9470999986 422680.9796999991, 111984.58210000023 422694.6251000017, 111979.2809999995 422702.4990000017, 111971.91919999942 422712.8845000006, 111971.79740000144 422713.0573000014, 111957.48539999872 422733.53400000185, 111954.25 422738.22300000116, 111949.1708999984 422746.3267999999, 111942.54199999943 422757.0709999986, 111942.51539999992 422757.1088999994, 111938.03269999847 422763.4803000018, 111935.74599999934 422767.1719000004, 111930.69799999893 422775.6079999991, 111925.70459999889 422784.08410000056, 111919.71200000122 422795.8627000004, 111918.5309999995 422798.3680000007, 111912.95899999887 422810.1420000009, 111910.79899999872 422817.1550000012, 111908.12079999968 422825.1030000001, 111907.47659999877 422828.0599000007, 111907.41479999945 422828.3429999985, 111906.88049999997 422830.80270000175, 111908.00490000099 422831.41800000146, 111910.24010000005 422832.6138000004, 111910.22940000147 422832.63500000164, 111910.23490000144 422832.63800000027, 111908.40920000151 422836.0960999988, 111908.96200000122 422836.40790000185, 111909.22399999946 422836.5450000018, 111909.2274999991 422836.5577000007, 111909.24680000171 422836.56859999895, 111909.37570000067 422837.08410000056, 111909.37330000103 422837.0885999985, 111909.38069999963 422837.1160000004, 111908.94550000131 422837.9343999997, 111908.43659999967 422838.94139999896, 111908.84059999883 422839.03489999846, 111909.82679999992 422839.2320000008, 111910.53220000118 422837.8812999986, 111912.82400000095 422833.4129999988, 111912.56100000069 422823.3960000016, 111912.5764000006 422823.37370000035, 111912.57600000128 422823.35929999873, 111951.92650000006 422766.11190000176, 112004.2520999983 422690.3071000017, 112004.32290000096 422690.20439999923, 112004.34789999947 422690.1680999994, 112004.3537000008 422690.1596000008, 112004.36989999935 422690.1361999996, 112004.39279999956 422690.1031999998, 112004.44200000167 422690.03170000017, 112004.45560000092 422690.0119000003, 111999.35319999978 422679.3209999986))"
bodem_vlak.14,13,{7E0083E6-99A0-4107-94CA-07153F578560},"109C.BV.-.1,11",44B-353-01,WNZ Z,Helsluis  (zijde Sliedrechtse Biesbosch),-,Niet bekend, ,Wel in beheer, ,"min. diepte -2,3, max. diepte -2,55", ,vobo, , , ,-999,Kuifj,2015-12-14T00:00:00,Niet bekend,Rijn-Maasmonding,Middendeel,109C,BV,-,1.1,--,RWS,RWS,RWS,,,"POLYGON ((113300.04630000144 424774.89339999855, 113288.89200000092 424772.54940000176, 113282.55900000036 424800.6220000014, 113284.22700000182 424811.1090000011, 113283.09250000119 424815.929299999, 113285.08729999885 424816.91429999843, 113288.51460000128 424816.72780000046, 113289.46999999881 424812.30000000075, 113297.09699999914 424797.5229999982, 113301.99980000034 424775.3669999987, 113302.00890000165 424775.3258000016, 113302.01309999824 424775.3066999987, 113300.04630000144 424774.89339999855))"
bodem_vlak.15,12,{497347AC-BE27-445E-8FEF-EB9D882D95BB},"108A.BO.L.970,41",44B-003-01,WNZ Z,Ottersluis (zijde Nieuwe Merwede),-,Niet bekend, ,Wel in beheer,31104167,alleen loden, ,vobo, , , ,-999,Kuifj,2015-12-15T00:00:00,Niet bekend,Rijn-Maasmonding,Middendeel,108A,BO,L,970.41,--,RWS,RWS,RWS,,,"POLYGON ((111916.66589999944 422840.8489000015, 111917.21150000021 422840.69040000066, 111917.9552000016 422841.0777999982, 111918.94099999964 422839.1950000003, 111919.21799999848 422838.66699999943, 111919.2899999991 422838.5329999998, 111919.78680000082 422837.5833999999, 111923.62970000133 422839.59699999914, 111924.74599999934 422838.5469999984, 111925.69900000095 422837.89499999955, 111928.26399999857 422836.64460000023, 111929.69999999925 422836.0329999998, 111930.77100000158 422835.6079999991, 111932.60300000012 422835.53599999845, 111933.75299999863 422835.8060000017, 111935.21400000155 422836.34899999946, 111934.32189999893 422837.3718999997, 111934.86800000072 422837.84800000116, 111936.40900000185 422839.37099999934, 111938.3220999986 422841.84149999917, 111938.41000000015 422841.9549999982, 111938.42080000043 422841.97089999914, 111972.83320000023 422824.8280999996, 111972.85429999977 422824.80150000006, 111972.94729999825 422824.6843000017, 112032.02659999952 422750.19849999994, 112026.74909999967 422738.7608000003, 112026.74469999969 422738.7633000016, 112026.72839999944 422738.77270000055, 112026.70179999992 422738.7879999988, 112026.65080000088 422738.8172999993, 111998.01999999955 422755.2969999984, 111959.40199999884 422800.01099999994, 111944.18899999931 422817.05099999905, 111932.12099999934 422826.9210000001, 111918.60799999908 422835.91800000146, 111918.23200000077 422836.6099999994, 111917.10700000077 422838.68499999866, 111915.14070000127 422842.31439999864, 111915.6427000016 422842.7800000012, 111916.66589999944 422840.8489000015))"
bodem_vlak.16,12,{CE1447E1-30BB-4105-A3B1-6ABE6FE88D3F},"109C.BO.R.1,11",44B-353-01,WNZ Z,Helsluis (zijde Sliedrechtse Biesbosch),-,Niet bekend, ,Wel in beheer, ,WBR, ,vobo, , , ,-999,Kuifj,2015-12-14T00:00:00,Niet bekend,Rijn-Maasmonding,Middendeel,109C,BO,R,1.1,--,RWS,RWS,RWS,,,"POLYGON ((113288.76900000125 424816.6779999994, 113289.33900000155 424814.0610000007, 113291.42199999839 424814.5150000006, 113293.33799999952 424813.3220000006, 113295.0700000003 424812.1970000006, 113295.33999999985 424811.80999999866, 113295.16099999845 424811.9840000011, 113297.21599999815 424808.38800000027, 113300.21299999952 424802.13800000027, 113303.03799999878 424789.98000000045, 113305.35000000149 424779.8770000003, 113305.77760000154 424776.4545000009, 113305.81390000135 424776.16420000046, 113305.84149999917 424775.9433000013, 113302.61340000108 424775.45899999887, 113301.99980000034 424775.3669999987, 113297.09699999914 424797.5229999982, 113289.46999999881 424812.30000000075, 113288.51460000128 424816.72780000046, 113288.76150000095 424816.7142999992, 113288.76269999892 424816.7089000009, 113288.76900000125 424816.6779999994))"
bodem_vlak.17,13,{F0B7B70E-C675-493F-B73D-FEEE521E63C7},"109A.BV.-.971,471",44B-002-01,WNZ Z,Spieringsluis (sluis),Overig,Niet bekend,Niet bekend,Wel in beheer, , , ,vobo, , , ,0,joostena,2013-04-10T00:00:00,Niet bekend,Rijn-Maasmonding,Middendeel,109A,BV,-,971.471,--,RWS,RWS,RWS,,,"POLYGON ((111865.90749999881 421295.43279999867, 111892.12150000036 421281.3209999986, 111892.1649999991 421281.2980000004, 111892.40830000117 421281.7533, 111892.940200001 421281.47040000185, 111897.2611999996 421279.17749999836, 111897.89200000092 421278.8429999985, 111897.67130000144 421278.4277999997, 111897.7135999985 421278.40509999916, 111898.97100000083 421277.7435000017, 111899.28519999981 421278.3093000017, 111902.40830000117 421276.7056999989, 111899.65269999951 421273.9604999982, 111898.95659999922 421269.9199000001, 111896.34910000116 421271.3060999997, 111895.91369999945 421271.53880000114, 111896.21829999983 421272.14400000125, 111894.80110000074 421272.9461000003, 111894.75899999961 421272.9699999988, 111894.36349999905 421272.2289999984, 111893.81120000035 421272.52490000054, 111893.73290000111 421272.5667999983, 111891.31949999928 421273.85390000045, 111890.7314000018 421274.1677000001, 111889.43210000172 421274.8612000011, 111888.8872999996 421275.15199999884, 111889.30999999866 421275.9450000003, 111889.26559999958 421275.96819999814, 111871.00499999896 421285.68239999935, 111861.19909999892 421290.8990000002, 111861.14200000092 421290.929299999, 111860.93670000136 421290.5832999982, 111861.63899999857 421294.22399999946, 111864.23099999875 421297.0368999988, 111864.09120000154 421296.6248999983, 111864.03029999882 421296.4444000013, 111864.06399999931 421296.42550000176, 111865.90749999881 421295.43279999867))"
bodem_vlak.18,13,{CD125496-1E84-4BE8-AC93-9067A93FA652},"109A.BV.-.971,472",44B-002-01,WNZ Z,Spieringsluis (sluis),Overig,Niet bekend,Niet bekend,Wel in beheer, , , ,vobo, , , ,0,joostena,2013-04-10T00:00:00,Niet bekend,Rijn-Maasmonding,Middendeel,109A,BV,-,971.472,--,RWS,RWS,RWS,,,"POLYGON ((111908.91000000015 421273.28500000015, 111905.17599999905 421266.31799999997, 111902.90700000152 421268.1700000018, 111901.87110000104 421269.15509999916, 111901.84800000116 421269.1770000011, 111901.60949999839 421269.29989999905, 111899.91600000113 421270.17500000075, 111899.91389999911 421270.1711000018, 111899.90610000119 421270.1579999998, 111899.6475000009 421269.7190000005, 111898.95659999922 421269.9199000001, 111899.65700000152 421273.9450000003, 111902.41479999945 421276.7027999982, 111902.99610000104 421276.22309999913, 111902.78849999979 421275.8077000007, 111902.78599999845 421275.8020000011, 111904.82200000063 421274.71499999985, 111905.75400000066 421274.4450000003, 111908.91000000015 421273.28500000015))"
bodem_vlak.19,13,{8D6ECB7B-A329-4BF3-8168-5636BBB2D242},"109A.BV.-.971,47",44B-002-01,WNZ Z,Spieringsluis (sluis),Overig,Niet bekend,Niet bekend,Wel in beheer, , , ,vobo, , , ,0,joostena,2013-04-10T00:00:00,Niet bekend,Rijn-Maasmonding,Middendeel,109A,BV,-,971.47,--,RWS,RWS,RWS,,,"POLYGON ((111902.41479999945 421276.7027999982, 111899.65700000152 421273.9450000003, 111898.95659999922 421269.9199000001, 111899.65269999951 421273.9604999982, 111902.40830000117 421276.7056999989, 111902.41479999945 421276.7027999982))"
bodem_vlak.20,13,{0D71B76B-2C52-4066-96AE-0839F9A49CEB},"109A.BV.-.962,311",44B-001-01,WNZ Z,Biesboschsluis (sluis),Overig,Niet bekend, ,Wel in beheer, ,"min. diepte -2,6 max. diepte .-2,85", ,vobo, , , ,-999,joostena,2015-12-14T00:00:00,Niet bekend,Rijn-Maasmonding,Middendeel,109A,BV,-,962.311,--,RWS,RWS,RWS,,,"POLYGON ((119798.29199999943 424033.6629999988, 119798.80099999905 424033.0920000002, 119800.61600000039 424029.4780000001, 119801.57600000128 424024.45699999854, 119802.0700000003 424022.4310000017, 119807.82999999821 423998.87000000104, 119808.42500000075 423995.6160000004, 119808.61899999902 423994.5540000014, 119808.66299999878 423994.30799999833, 119809.94799999893 423987.2890000008, 119811.28500000015 423979.98600000143, 119812.03500000015 423975.88800000027, 119815.98800000176 423959.7509999983, 119816.51399999857 423957.30799999833, 119818.49700000137 423948.09800000116, 119819.18299999833 423946.52600000054, 119819.93800000101 423944.80000000075, 119821.53799999878 423943.0639999993, 119822.53299999982 423939.618999999, 119822.60099999979 423939.38379999995, 119804.80070000142 423939.7938000001, 119756.86250000075 423940.8979000002, 119756.86019999906 423941.00090000033, 119756.79300000146 423944.30000000075, 119756.6559999995 423950.8110000007, 119756.71999999881 423954.15900000185, 119756.82200000063 423959.4270000011, 119755.61100000143 423963.52899999917, 119755.0709999986 423965.6160000004, 119754.80319999903 423966.65509999916, 119754.55999999866 423967.59899999946, 119755.75 423973.08399999887, 119756.06899999827 423979.8029999994, 119756.15799999982 423981.6240000017, 119757.66699999943 423995.4279999994, 119758.97199999914 424003.7969999984, 119760.19799999893 424009.13599999994, 119760.23200000077 424009.25, 119761.85200000182 424014.6180000007, 119765.30200000107 424024.9219999984, 119765.34499999881 424025.05099999905, 119765.84099999815 424026.6719999984, 119767.40300000086 424031.7960000001, 119768.45800000057 424033.6730000004, 119768.47899999842 424033.70600000024, 119769.05299999937 424033.7179999985, 119769.89900000021 424033.73800000176, 119771.12299999967 424033.71599999815, 119771.87000000104 424033.7010000013, 119772.15399999917 424033.6970000006, 119773.44299999997 424033.5329999998, 119774.60099999979 424033.38699999824, 119778.84600000083 424033.3060000017, 119778.9849999994 424033.30900000036, 119779.10599999875 424033.3139999993, 119779.55200000107 424033.3280000016, 119779.55180000141 424033.5687999986, 119786.93890000135 424033.4926000014, 119786.93899999931 424033.4820000008, 119787.84299999848 424033.45699999854, 119788.4990000017 424033.4389999993, 119788.59899999946 424033.4360000007, 119789.79899999872 424033.40399999917, 119791.71799999848 424033.3500000015, 119791.72700000182 424033.44900000095, 119791.7650000006 424033.7170000002, 119791.77600000054 424033.7969999984, 119791.8350000009 424034.15300000086, 119791.90100000054 424034.56599999964, 119792.33399999887 424034.63500000164, 119793.51099999994 424034.65199999884, 119794.36499999836 424034.8139999993, 119796.23200000077 424035.1700000018, 119796.72300000116 424035.2659999989, 119796.84200000018 424035.28599999845, 119797.79699999839 424034.21499999985, 119798.29199999943 424033.6629999988))"
bodem_vlak.21,13,{DBD50E38-B95E-460E-8D14-8B3C388A9330},"109A.BV.-.3,1",44B-002-01,WNZ Z,Spieringsluis (zijde Brabantsche Biesbosch),Overig,Niet bekend, ,Wel in beheer, ,"min. diepte -2,5 max. diepte .-2,25", ,vobo, , , ,-999,joostena,2015-12-14T00:00:00,Niet bekend,Rijn-Maasmonding,Middendeel,109A,BV,-,3.1,--,RWS,RWS,RWS,,,"POLYGON ((111912.37099999934 421280.8370000012, 111917.70699999854 421280.13800000027, 111919.5940000005 421280.16099999845, 111921.4609999992 421280.18400000036, 111923.37900000066 421280.3660000004, 111927.34499999881 421279.3299999982, 111928.97599999979 421278.90399999917, 111929.14799999818 421278.8599999994, 111930.36300000176 421278.2410000004, 111953.92000000179 421266.2430000007, 111954.77299999818 421265.80700000003, 111959.06199999899 421263.6220000014, 111973.12000000104 421256.79100000113, 111980.1790000014 421253.36199999973, 111983.28700000048 421251.8530000001, 111984.30799999833 421251.2270000018, 111985.96700000018 421250.20899999887, 111985.8759999983 421249.6259999983, 111985.60799999908 421247.87900000066, 111985.51399999857 421247.2580000013, 111987.17799999937 421246.27899999917, 111998.44700000063 421239.6490000002, 111998.62900000066 421239.5469999984, 112038.13300000131 421218.4789999984, 112043.37440000102 421215.54630000144, 112038.0185999982 421215.55680000037, 111983.40659999847 421215.66519999877, 111968.00200000033 421215.69579999894, 111967.8953000009 421215.76099999994, 111967.81390000135 421215.810800001, 111948.44399999827 421227.65300000086, 111946.49100000039 421229.23999999836, 111946.54199999943 421229.8920000009, 111944.91800000146 421230.7659999989, 111936.19700000063 421235.4530000016, 111928.15799999982 421239.77800000086, 111912.85599999875 421247.3819999993, 111910.20100000128 421249.04399999976, 111906.8759999983 421251.1259999983, 111906.23299999908 421251.6420000009, 111905.27299999818 421252.4149999991, 111904.66299999878 421253.2430000007, 111903.36100000143 421255.01399999857, 111901.91600000113 421257.27800000086, 111900.39400000125 421259.38800000027, 111899.75299999863 421260.27699999884, 111899.375 421260.8020000011, 111898.35500000045 421262.2153000012, 111899.82699999958 421265.12999999896, 111900.01240000129 421265.4978, 111900.60970000178 421266.6779999994, 111901.10869999975 421267.6851999983, 111901.1185999997 421267.7052000016, 111901.26610000059 421268.0031000003, 111901.53460000083 421268.54569999874, 111901.84169999883 421269.16420000046, 111901.84800000116 421269.1770000011, 111901.87110000104 421269.15509999916, 111902.90700000152 421268.1700000018, 111905.17599999905 421266.31799999997, 111908.91000000015 421273.28500000015, 111905.75400000066 421274.4450000003, 111904.82200000063 421274.71499999985, 111904.82770000026 421274.72520000115, 111905.18409999833 421275.38800000027, 111905.48900000006 421275.9539999999, 111905.50129999965 421275.9769000001, 111905.76990000159 421276.4750000015, 111906.60000000149 421278.0152999982, 111906.80480000004 421278.3850999996, 111908.61630000174 421281.6620000005, 111911.24300000072 421281.08399999887, 111912.37099999934 421280.8370000012))"
bodem_vlak.22,12,{7F91C1A4-1A26-457F-80BF-364293C0A173},"109A.BO.-.971,58",44B-001-01,WNZ Z,Biesboschsluis (zijde Brabantsche Biesbosch),Overig,Niet bekend,Niet bekend,Wel in beheer, , , ,vobo, , , ,0,joostena,2013-02-08T00:00:00,Niet bekend,Rijn-Maasmonding,Middendeel,109A,BO,-,971.58,--,RWS,RWS,RWS,,,"POLYGON ((119786.92700000107 424035.04100000113, 119786.93890000135 424033.4926000014, 119779.55180000141 424033.5687999986, 119779.54300000146 424042.9679999985, 119779.54300000146 424043.0210000016, 119779.54100000113 424044.65300000086, 119779.53799999878 424046.2879999988, 119779.53299999982 424050.66899999976, 119779.5309999995 424052.2710000016, 119779.53000000119 424052.36400000006, 119779.53000000119 424052.4239999987, 119779.52800000086 424053.9670000002, 119779.52800000086 424054.09600000083, 119779.53500000015 424057.00400000066, 119778.93400000036 424057.0159999989, 119783.06500000134 424058.4690000005, 119787.32499999925 424057.10500000045, 119786.86100000143 424057.0879999995, 119786.85099999979 424056.7129999995, 119786.83900000155 424056.1620000005, 119786.7899999991 424054.2569999993, 119786.78500000015 424054.0069999993, 119786.78500000015 424053.9699999988, 119786.79699999839 424052.3720000014, 119786.79800000042 424052.27899999917, 119786.80999999866 424050.67599999905, 119786.84299999848 424046.41000000015, 119786.85399999842 424044.811999999, 119786.85399999842 424044.7809999995, 119786.86600000039 424043.1779999994, 119786.92700000107 424035.04100000113))"
bodem_vlak.23,13,{EEA1104C-9BEC-4D95-BC67-E33D9FBD9E44},"109A.BV.-.971,473",44B-002-01,WNZ Z,Spieringsluis (sluis),Overig,Niet bekend,Niet bekend,Wel in beheer, , , ,vobo, , , ,0,joostena,2013-04-10T00:00:00,Niet bekend,Rijn-Maasmonding,Middendeel,109A,BV,-,971.473,--,RWS,RWS,RWS,,,"POLYGON ((111854.252700001 421301.80310000107, 111855.0903000012 421301.36520000175, 111855.35099999979 421301.8289999999, 111855.53500000015 421301.7349999994, 111855.62480000034 421301.6895999983, 111856.36820000038 421301.3088000007, 111858.36600000039 421300.2870000005, 111859.02650000155 421299.6730000004, 111858.86769999936 421299.33370000124, 111858.86300000176 421299.3229999989, 111859.83850000054 421298.82449999824, 111860.05629999936 421298.7115999982, 111860.28400000185 421298.59650000185, 111860.53420000151 421299.09690000117, 111862.34290000051 421298.20169999823, 111862.43230000138 421298.1565000005, 111863.53799999878 421297.6114999987, 111864.23099999875 421297.0368999988, 111864.22700000182 421297.03620000184, 111861.63720000163 421294.2335000001, 111860.93290000036 421290.58399999887, 111860.33900000155 421290.69729999825, 111860.05209999904 421290.7520999983, 111858.96930000186 421291.3533000015, 111857.02050000057 421292.4362999983, 111857.32349999994 421293.01249999925, 111856.80550000072 421293.28350000083, 111855.89350000024 421293.7644999996, 111855.68349999934 421293.375, 111854.79410000145 421293.5826999992, 111852.76359999925 421294.68189999834, 111851.85350000113 421295.17500000075, 111852.1640000008 421295.7690999992, 111852.16699999943 421295.7749999985, 111850.60209999979 421296.6031999998, 111850.52050000057 421296.6479999982, 111850.46400000155 421296.53880000114, 111849.13300000131 421296.881000001, 111849.11699999869 421296.8520000018, 111849.0940000005 421296.813000001, 111849.06700000167 421296.7729999982, 111849.03599999845 421296.75400000066, 111849.00699999928 421296.73800000176, 111848.97800000012 421296.72199999914, 111848.94999999925 421296.70899999887, 111848.90500000119 421296.70699999854, 111848.86800000072 421296.70800000057, 111848.8350000009 421296.7100000009, 111848.24199999869 421296.88699999824, 111840.38599999994 421299.23600000143, 111840.57299999893 421299.7019999996, 111846.05700000003 421308.21499999985, 111852.27199999988 421303.36300000176, 111853.38830000162 421302.256000001, 111853.47729999945 421302.20859999955, 111854.252700001 421301.80310000107))"
bodem_vlak.24,12,{B115F63B-43AF-4B0F-8B57-19E498456EDC},"109A.BO.-.3,1",44B-002-01,WNZ Z,Spieringsluis (zijde Brabantsche Biesbosch),Overig,Niet bekend, ,Wel in beheer, ,WBR, ,vobo, , , ,-999,joostena,2016-01-13T00:00:00,Niet bekend,Rijn-Maasmonding,Middendeel,109A,BO,-,3.1,--,RWS,RWS,RWS,,,"POLYGON ((112004.84699999914 421250.4690000005, 112004.0390000008 421248.95800000057, 112003.66000000015 421247.35599999875, 112004.23200000077 421246.2250000015, 112005.22500000149 421245.49599999934, 112008.83740000054 421243.55970000103, 112009.2100000009 421243.3599999994, 112009.5940000005 421243.1570000015, 112007.22520000115 421239.24450000003, 112007.09899999946 421239.03599999845, 112049.0709999986 421216.5282999985, 112050.95589999855 421215.5174999982, 112050.93279999867 421215.5175999999, 112043.37719999999 421215.54470000044, 112043.37440000102 421215.54630000144, 112038.13300000131 421218.4789999984, 111998.62900000066 421239.5469999984, 111998.44700000063 421239.6490000002, 111987.17799999937 421246.27899999917, 111985.51399999857 421247.2580000013, 111985.60799999908 421247.87900000066, 111985.8759999983 421249.6259999983, 111985.96700000018 421250.20899999887, 111986.24599999934 421250.0390000008, 111989.01900000125 421250.0949999988, 111991.77199999988 421251.1959999986, 111994.85000000149 421253.2659999989, 111997.05200000107 421254.6629999988, 111999.76900000125 421254.8539999984, 112002.06100000069 421254.33999999985, 112003.85500000045 421253.1649999991, 112004.69299999997 421252.1079999991, 112004.84699999914 421250.4690000005))"
