FID,area,perimeter,strandpa_1,strandpa_2,gebiednu_3,gebiedna_4,cpsunique,se_anno_cad_data,gdb_geomattr_data,shape
strandpalen_punt.40,,0,157,157,Pl.29,Strandpaal,Pl.29,,,POINT (610533.2037000004 5839987.643100001)
strandpalen_punt.41,,0,158,158,Pl.30,Strandpaal,Pl.30,,,POINT (610409.8291999996 5838989.3695)
strandpalen_punt.42,,0,159,159,Pl.31,Strandpaal,Pl.31,,,POINT (610323.9551999997 5837994.376800001)
strandpalen_punt.43,,0,160,160,Pl.32,Strandpaal,Pl.32-1,,,POINT (610212.5182999996 5836995.884400001)
strandpalen_punt.44,,0,161,161,Pl.33,Strandpaal,Pl.33-2,,,POINT (610069.8311999999 5836000.672800001)
strandpalen_punt.45,,0,162,162,Pl.34,Strandpaal,Pl.34-1,,,POINT (609989.2068999996 5835005.3989)
strandpalen_punt.46,,0,163,163,Pl.35,Strandpaal,Pl.35-1,,,POINT (609932.9570000004 5834001.406099999)
strandpalen_punt.47,,0,164,164,Pl.36,Strandpaal,Pl.36,,,POINT (609846.1442 5833004.412900001)
strandpalen_punt.48,,0,165,165,Pl.37,Strandpaal,Pl.37,,,POINT (609739.2698999997 5832009.920299999)
strandpalen_punt.49,,0,166,166,Pl.38,Strandpaal,Pl.38,,,POINT (609633.2076000003 5831028.2084)
strandpalen_punt.50,,0,167,167,Pl.39,Strandpaal,Pl.39,,,POINT (609536.0833 5830023.2161)
strandpalen_punt.51,,0,168,168,Pl.40,Strandpaal,Pl.40,,,POINT (609432.2088000001 5829021.2237)
strandpalen_punt.52,,0,169,169,Pl.41,Strandpaal,Pl.41,,,POINT (609330.5219 5828026.949899999)
strandpalen_punt.53,,0,170,170,Pl.42,Strandpaal,Pl.42-1,,,POINT (609228.0854000002 5827031.9564)
strandpalen_punt.54,,0,171,171,Pl.43,Strandpaal,Pl.43-1,,,POINT (609128.3356999997 5826036.4637)
strandpalen_punt.55,,0,172,172,Pl.44,Strandpaal,Pl.44-1,,,POINT (608985.0235000001 5825043.7519000005)
strandpalen_punt.56,,0,173,173,Pl.45,Strandpaal,Pl.45-1,,,POINT (608859.6496000001 5824052.259199999)
strandpalen_punt.57,,0,174,174,Pl.46,Strandpaal,Pl.46-1,,,POINT (608687.2758 5823066.766899999)
strandpalen_punt.58,,0,175,175,Pl.47,Strandpaal,Pl.47,,,POINT (608557.2136000004 5822072.773600001)
strandpalen_punt.59,,0,176,176,Pl.48,Strandpaal,Pl.48,,,POINT (608386.7769999998 5821088.7817)
strandpalen_punt.60,,0,177,177,Pl.49,Strandpaal,Pl.49-1,,,POINT (608215.2786999997 5820102.007999999)
strandpalen_punt.61,,0,178,178,Pl.50,Strandpaal,Pl.50-1,,,POINT (608021.9671 5819122.295600001)
strandpalen_punt.62,,0,179,179,Pl.51,Strandpaal,Pl.51,,,POINT (607829.0932 5818140.0219)
strandpalen_punt.63,,0,180,180,Pl.52,Strandpaal,Pl.52,,,POINT (607594.0325999996 5817164.8105)
strandpalen_punt.64,,0,181,181,Pl.53,Strandpaal,Pl.53,,,POINT (607303.7216999996 5816211.5362)
strandpalen_punt.65,,0,182,182,Pl.54,Strandpaal,Pl.54,,,POINT (606938.2862999998 5815261.543)
strandpalen_punt.66,,0,183,183,Pl.55,Strandpaal,Pl.55,,,POINT (606574.2885999996 5814317.3314)
strandpalen_punt.67,,0,184,184,Pl.56,Strandpaal,Pl.56,,,POINT (606739.7878999999 5813263.5578000005)
strandpalen_punt.68,,0,185,185,Pl.57,Strandpaal,Pl.57,,,POINT (606214.7286 5812372.5645)
strandpalen_punt.69,,0,186,186,Pl.58,Strandpaal,Pl.58,,,POINT (606204.6664000005 5811316.5724)
strandpalen_punt.70,,0,187,187,Pl.59,Strandpaal,Pl.59,,,POINT (606036.4797999999 5810325.860200001)
strandpalen_punt.71,,0,188,188,Pl.60,Strandpaal,Pl.60,,,POINT (605790.4808999998 5809357.0868999995)
strandpalen_punt.72,,0,189,189,Pl.61,Strandpaal,Pl.61,,,POINT (605468.8583000004 5808409.874600001)
strandpalen_punt.73,,0,190,190,Pl.62,Strandpaal,Pl.62,,,POINT (605122.3602 5807473.6006000005)
strandpalen_punt.74,,0,191,191,Pl.63,Strandpaal,Pl.63,,,POINT (604793.2375999996 5806528.6077)
strandpalen_punt.75,,0,192,192,Pl.64,Strandpaal,Pl.64,,,POINT (604464.4892999995 5805584.895300001)
strandpalen_punt.76,,0,193,193,Pl.65,Strandpaal,Pl.65,,,POINT (604108.9296000004 5804650.901900001)
strandpalen_punt.77,,0,194,194,Pl.66,Strandpaal,Pl.66,,,POINT (603751.6199000003 5803715.409399999)
strandpalen_punt.78,,0,195,195,Pl.67,Strandpaal,Pl.67,,,POINT (603434.4963999996 5802767.9168)
strandpalen_punt.79,,0,196,196,Pl.68,Strandpaal,Pl.68,,,POINT (603078.4364999998 5801833.923599999)
strandpalen_punt.80,,0,197,197,Pl.69,Strandpaal,Pl.69,,,POINT (602721.4386999998 5800897.649599999)
strandpalen_punt.81,,0,198,198,Pl.70,Strandpaal,Pl.70,,,POINT (602364.7538000001 5799962.9374)
strandpalen_punt.82,,0,199,199,Pl.71,Strandpaal,Pl.71,,,POINT (601971.6937999995 5799043.4439)
strandpalen_punt.83,,0,200,200,Pl.72,Strandpaal,Pl.72,,,POINT (601616.0714999996 5798107.67)
strandpalen_punt.84,,0,201,201,Pl.73,Strandpaal,Pl.73,,,POINT (601242.0745000001 5797233.676999999)
strandpalen_punt.85,,0,202,202,Pl.74,Strandpaal,Pl.74,,,POINT (600849.5143999998 5796314.6833999995)
strandpalen_punt.86,,0,203,203,Pl.75,Strandpaal,Pl.75,,,POINT (600448.2046999997 5795396.4714)
strandpalen_punt.87,,0,204,204,Pl.76,Strandpaal,Pl.76,,,POINT (600036.8945000004 5794481.9781)
strandpalen_punt.88,,0,205,205,Pl.77,Strandpaal,Pl.77,,,POINT (599627.2103000004 5793568.7039)
strandpalen_punt.89,,0,206,206,Pl.78,Strandpaal,Pl.78,,,POINT (599206.5253999997 5792660.211100001)
strandpalen_punt.90,,0,207,207,Pl.79,Strandpaal,Pl.79,,,POINT (598783.9659000002 5791753.217700001)
strandpalen_punt.91,,0,208,208,Pl.80,Strandpaal,Pl.80,,,POINT (598344.7191000003 5790853.224099999)
strandpalen_punt.92,,0,209,209,Pl.81,Strandpaal,Pl.81,,,POINT (597906.9091999996 5789949.730599999)
strandpalen_punt.93,,0,210,210,Pl.82,Strandpaal,Pl.82,,,POINT (597448.1623999998 5789057.518200001)
strandpalen_punt.94,,0,211,211,Pl.83,Strandpaal,Pl.83,,,POINT (596991.3528000005 5788168.244000001)
strandpalen_punt.95,,0,212,212,Pl.84,Strandpaal,Pl.84,,,POINT (596525.4814999998 5787282.751)
strandpalen_punt.96,,0,213,213,Pl.85,Strandpaal,Pl.85,,,POINT (596059.8597999997 5786394.257300001)
strandpalen_punt.97,,0,214,214,Pl.86,Strandpaal,Pl.86,,,POINT (595584.1128000002 5785550.763800001)
strandpalen_punt.98,,0,215,215,Pl.87,Strandpaal,Pl.87,,,POINT (595097.7412999999 5784640.0517)
strandpalen_punt.99,,0,216,216,Pl.88,Strandpaal,Pl.88,,,POINT (594653.2445999999 5783742.558700001)
strandpalen_punt.100,,0,217,217,Pl.89,Strandpaal,Pl.89,,,POINT (594092.7488000002 5782911.284)
strandpalen_punt.101,,0,218,218,Pl.90,Strandpaal,Pl.90,,,POINT (593565.2523999996 5782061.5713)
strandpalen_punt.102,,0,219,219,Pl.91,Strandpaal,Pl.91,,,POINT (593010.1311999997 5781251.796)
strandpalen_punt.103,,0,220,220,Pl.92,Strandpaal,Pl.92,,,POINT (592451.1349 5780402.5835)
strandpalen_punt.104,,0,221,221,Pl.93,Strandpaal,Pl.93,,,POINT (591867.8888999997 5779590.308700001)
strandpalen_punt.105,,0,222,222,Pl.94,Strandpaal,Pl.94,,,POINT (591284.3934000004 5778777.095899999)
strandpalen_punt.106,,0,223,223,pL.95,Strandpaal,pL.95,,,POINT (590686.4596999995 5777975.601199999)
strandpalen_punt.107,,0,224,224,Pl.96,Strandpaal,Pl.96,,,POINT (590077.0893999999 5777182.826400001)
strandpalen_punt.108,,0,225,225,Pl.97,Strandpaal,Pl.97,,,POINT (589436.0935000004 5776411.6132)
strandpalen_punt.109,,0,226,226,Pl.98,Strandpaal,Pl.98,,,POINT (588764.1612 5775672.619000001)
strandpalen_punt.110,,0,227,227,Pl.99,Strandpaal,Pl.99,,,POINT (588088.5409000004 5774928.3442)
strandpalen_punt.111,,0,92,92,Pl.41,Strandpaal,Pl.41-1,,,POINT (629203.9605999999 5902446.9092)
strandpalen_punt.112,,0,93,93,Pl.40,Strandpaal,Pl.40-1,,,POINT (628516.2785999998 5901714.695699999)
strandpalen_punt.113,,0,94,94,Pl.39,Strandpaal,Pl.39-1,,,POINT (627839.9082000004 5900978.701099999)
strandpalen_punt.114,,0,95,95,Pl.38,Strandpaal,Pl.38-1,,,POINT (627149.9128999999 5900258.4253)
strandpalen_punt.115,,0,96,96,Pl.37,Strandpaal,Pl.37-2,,,POINT (626474.4171000002 5899526.4307)
strandpalen_punt.116,,0,97,97,Pl.36,Strandpaal,Pl.36-1,,,POINT (625654.2348999996 5898970.9344)
strandpalen_punt.117,,0,98,98,REDD.H,REDDINGH,REDD.H,,,POINT (625898.1083000004 5898775.716600001)
strandpalen_punt.118,,0,99,99,Pl.35,Strandpaal,Pl.35-2,,,POINT (624821.8664999995 5898412.9386)
strandpalen_punt.119,,0,100,100,Pl.32,Strandpaal,Pl.32,,,POINT (627372.4102999996 5898307.9386)
strandpalen_punt.120,,0,101,101,Pl.34,Strandpaal,Pl.34-2,,,POINT (625822.4210999999 5898303.4397)
strandpalen_punt.121,,0,102,102,Pl.33,Strandpaal,Pl.33,,,POINT (626816.0393000003 5898184.721000001)
strandpalen_punt.122,,0,103,103, ,Strandpaal,CPSID-2,,,POINT (621298.6394999996 5891073.7733)
strandpalen_punt.123,,0,104,104,Pl.27,Strandpaal,Pl.27-1,,,POINT (621291.5763999997 5891070.773499999)
strandpalen_punt.124,,0,105,105,Pl.26,Strandpaal,Pl.26,,,POINT (620788.5799000002 5890206.9986000005)
strandpalen_punt.125,,0,106,106,Pl.25,Strandpaal,Pl.25,,,POINT (620281.2714 5889356.5052000005)
strandpalen_punt.126,,0,107,107,Pl.24,Strandpaal,Pl.24-2,,,POINT (619765.0875000004 5888486.292099999)
strandpalen_punt.127,,0,108,108,Pl.23,Strandpaal,Pl.23-1,,,POINT (619248.7778000003 5887626.2983)
strandpalen_punt.128,,0,109,109,Pl.22,Strandpaal,Pl.22-2,,,POINT (618745.9060000004 5886751.523700001)
strandpalen_punt.129,,0,110,110,Pl.21,Strandpaal,Pl.21,,,POINT (618224.5345999999 5885892.530099999)
strandpalen_punt.130,,0,111,111,Pl.20,Strandpaal,Pl.20-1,,,POINT (617724.2884 5885046.035800001)
strandpalen_punt.131,,0,112,112,Pl.19,Strandpaal,Pl.19-2,,,POINT (617201.9167999998 5884183.042300001)
strandpalen_punt.132,,0,113,113,Pl.18,Strandpaal,Pl.18-2,,,POINT (616704.1700999998 5883304.048800001)
strandpalen_punt.133,,0,114,114,Pl.17,Strandpaal,Pl.17-3,,,POINT (616213.4856000002 5882431.335999999)
strandpalen_punt.134,,0,115,115,Pl.16,Strandpaal,Pl.16-4,,,POINT (615772.9264000002 5881535.3423)
strandpalen_punt.135,,0,116,116,Pl.15,Strandpaal,Pl.15-3,,,POINT (615400.8039999995 5880616.8497)
strandpalen_punt.136,,0,117,117,Pl.14,Strandpaal,Pl.14-3,,,POINT (615090.1176000005 5879653.5758)
strandpalen_punt.137,,0,228,228,Pl.100,Strandpaal,Pl.100,,,POINT (587384.7334000003 5774213.349099999)
strandpalen_punt.138,,0,229,229,Pl.101,Strandpaal,Pl.101,,,POINT (586741.9884000001 5773445.854800001)
strandpalen_punt.139,,0,230,230,Pl.102,Strandpaal,Pl.102,,,POINT (586092.5558000002 5772710.6417)
strandpalen_punt.140,,0,231,231,Pl.103,Strandpaal,Pl.103,,,POINT (585510.1843999997 5771865.366599999)
strandpalen_punt.141,,0,232,232,Pl.104,Strandpaal,Pl.104,,,POINT (584912.5011999998 5771065.3730999995)
strandpalen_punt.142,,0,233,233,Pl.105,Strandpaal,Pl.105,,,POINT (584258.7555999998 5770299.3791000005)
strandpalen_punt.143,,0,234,234,Pl.106,Strandpaal,Pl.106,,,POINT (583593.1358000003 5769553.384199999)
strandpalen_punt.144,,0,235,235,Pl.107,Strandpaal,Pl.107,,,POINT (582973.4530999996 5768767.671499999)
strandpalen_punt.145,,0,236,236,Pl.108,Strandpaal,Pl.108,,,POINT (582312.5196000002 5768015.176899999)
strandpalen_punt.146,,0,237,237,Pl.109,Strandpaal,Pl.109,,,POINT (581681.1497999998 5767237.1829)
strandpalen_punt.147,,0,238,238,Pl.110,Strandpaal,Pl.110,,,POINT (581051.0913000004 5766464.188200001)
strandpalen_punt.148,,0,239,239,Pl.111,Strandpaal,Pl.111,,,POINT (580420.7209000001 5765688.194599999)
strandpalen_punt.149,,0,240,240,Pl.112,Strandpaal,Pl.112,,,POINT (579786.9128999999 5764901.7006)
strandpalen_punt.150,,0,241,241,Pl.113,Strandpaal,Pl.113,,,POINT (579197.7922 5764095.206499999)
strandpalen_punt.151,,0,242,242,Pl.114,Strandpaal,Pl.114,,,POINT (578607.2336999997 5763288.712300001)
strandpalen_punt.152,,0,243,243,Pl.115,Strandpaal,Pl.115,,,POINT (578079.3004999999 5762437.218900001)
strandpalen_punt.153,,0,244,244,Pl.116,Strandpaal,Pl.116,,,POINT (577612.3656000001 5761550.444499999)
strandpalen_punt.154,,0,245,245,Pl.117,Strandpaal,Pl.117,,,POINT (576732.8728999998 5760925.949999999)
strandpalen_punt.155,,0,246,246,Pl.118,Strandpaal,Pl.118,,,POINT (576531.2485999996 5759874.4574)
strandpalen_punt.156,,0,247,247,Pl.1,Strandpaal,Pl.1-2,,,POINT (570987.1644000001 5759672.740900001)
strandpalen_punt.157,,0,248,248,Pl.4,Strandpaal,Pl.4-1,,,POINT (569508.6129999999 5758161.7523)
strandpalen_punt.158,,0,249,249,Pl.6,Strandpaal,Pl.6-3,,,POINT (569936.2971000001 5756492.9836)
strandpalen_punt.159,,0,250,250,Pl.7,Strandpaal,Pl.7,,,POINT (570106.6710000001 5755506.272299999)
strandpalen_punt.160,,0,251,251,Pl.8,Strandpaal,Pl.8-3,,,POINT (570045.3585000001 5754510.2796)
strandpalen_punt.161,,0,252,252,Hp.13,Strandpaal,Hp.13-2,,,POINT (572732.2756000003 5752416.514)
strandpalen_punt.162,,0,253,253,Pl.12,Strandpaal,Pl.12-1,,,POINT (571264.9113999996 5752161.296499999)
strandpalen_punt.163,,0,254,254,Pl.13,Strandpaal,Pl.13-4,,,POINT (572495.6524 5752108.7971)
strandpalen_punt.164,,0,255,255,Pln.6,Strandpaal,Pln.6-2,,,POINT (573140.5848000003 5752096.0156)
strandpalen_punt.165,,0,256,256,Pl.7,Strandpaal,Pl.7-3,,,POINT (572092.2800000003 5751667.3004)
strandpalen_punt.166,,0,257,257,Pl.33,Strandpaal,Pl.33-1,,,POINT (572363.466 5751436.021199999)
strandpalen_punt.167,,0,258,258,Pl.8,Strandpaal,Pl.8,,,POINT (571688.6579 5750723.3069)
strandpalen_punt.168,,0,259,259,Pl.34,Strandpaal,Pl.34,,,POINT (571769.1579999998 5750653.807399999)
strandpalen_punt.169,,0,260,260,Pl.9,Strandpaal,Pl.9-3,,,POINT (571161.5367999999 5749865.032500001)
strandpalen_punt.170,,0,261,261,Pl.10,Strandpaal,Pl.10-2,,,POINT (570887.5389999999 5749238.537599999)
strandpalen_punt.171,,0,262,262,Pl.11,Strandpaal,Pl.11-4,,,POINT (571151.7867 5748496.043299999)
strandpalen_punt.172,,0,263,263,Pl.12,Strandpaal,Pl.12-4,,,POINT (571884.4060000004 5747900.047599999)
strandpalen_punt.173,,0,264,264,Hp.13,Strandpaal,Hp.13,,,POINT (572284.7784000002 5746935.0547)
strandpalen_punt.174,,0,265,265,Pln.14,Strandpaal,Pln.14,,,POINT (572954.5850999998 5746181.059599999)
strandpalen_punt.175,,0,266,266,Hp.15,Strandpaal,Hp.15,,,POINT (573449.9565000003 5745311.066400001)
strandpalen_punt.176,,0,267,267,Pl.16,Strandpaal,Pl.16-1,,,POINT (573796.0164999999 5744278.5744)
strandpalen_punt.177,,0,268,268,Pln.6,Strandpaal,Pln.6-1,,,POINT (567778.9983999999 5743736.8598)
strandpalen_punt.178,,0,269,269,Pl.4,Strandpaal,Pl.4-3,,,POINT (569938.1074999999 5743658.579600001)
strandpalen_punt.179,,0,270,270,Pl.17,Strandpaal,Pl.17-2,,,POINT (572709.6497 5743552.579600001)
strandpalen_punt.180,,0,271,271,Pl.5,Strandpaal,Pl.5-2,,,POINT (568849.0530000003 5743548.0801)
strandpalen_punt.181,,0,272,272,Pln.7,Strandpaal,Pln.7,,,POINT (566758.8184000002 5743530.581)
strandpalen_punt.182,,0,273,273,Hp.8,Strandpaal,Hp.8,,,POINT (565782.0760000004 5743232.5834)
strandpalen_punt.183,,0,274,274,Hp.9,Strandpaal,Hp.9-1,,,POINT (564815.8332000002 5742979.585200001)
strandpalen_punt.184,,0,275,275,Hp.10,Strandpaal,Hp.10,,,POINT (563899.1522000004 5742584.3694)
strandpalen_punt.185,,0,276,276,Pl.3,Strandpaal,Pl.3-3,,,POINT (570568.3529000003 5742469.588400001)
strandpalen_punt.186,,0,277,277,Pl.11,Strandpaal,Pl.11,,,POINT (563004.9093000004 5742105.0922)
strandpalen_punt.187,,0,278,278,Pl.12,Strandpaal,Pl.12-3,,,POINT (562005.6662999997 5742024.5931)
strandpalen_punt.188,,0,279,279,Hp.13,Strandpaal,Hp.13-1,,,POINT (561050.1113 5741806.5945999995)
strandpalen_punt.189,,0,280,280,Pl.14,Strandpaal,Pl.14-4,,,POINT (560165.0548999999 5741328.3791000005)
strandpalen_punt.190,,0,281,281,Pln.15.01,Strandpaal,Pln.15.01,,,POINT (559457.7477000002 5740694.884299999)
strandpalen_punt.191,,0,282,282,Pln.16.01,Strandpaal,Pln.16.01,,,POINT (559102.1255999999 5740003.607899999)
strandpalen_punt.192,,0,283,283,Pln.17.01,Strandpaal,Pln.17.01,,,POINT (559067.0634000003 5739343.3936)
strandpalen_punt.193,,0,284,284,Pln.18.01,Strandpaal,Pln.18.01,,,POINT (559405.6226000004 5738605.399599999)
strandpalen_punt.194,,0,285,285,Hp.19,Strandpaal,Hp.19,,,POINT (559746.0574000003 5737615.407199999)
strandpalen_punt.195,,0,286,286,Pl.22,Strandpaal,Pl.22-3,,,POINT (558632.0657000002 5735036.926000001)
strandpalen_punt.196,,0,287,287,Pl.24,Strandpaal,Pl.24-1,,,POINT (557022.8277000003 5733860.4353)
strandpalen_punt.197,,0,288,288,Pl.3.01,Strandpaal,Pl.3.01,,,POINT (554362.6595000001 5732756.944)
strandpalen_punt.198,,0,289,289,Pl.3.97,Strandpaal,Pl.3.97,,,POINT (553428.8545000004 5732701.9443)
strandpalen_punt.199,,0,290,290,Pl.1.97,Strandpaal,Pl.1.97,,,POINT (555392.0892000003 5732602.9452)
strandpalen_punt.200,,0,291,291,Pl.4.99,Strandpaal,Pl.4.99,,,POINT (552463.6742000002 5732445.4461)
strandpalen_punt.201,,0,292,292,Pl.1.00,Strandpaal,Pl.1.00,,,POINT (556348.6453 5732425.945800001)
strandpalen_punt.202,,0,293,293,Hp.5.97,Strandpaal,Hp.5.97,,,POINT (551550.1179999998 5732097.949100001)
strandpalen_punt.203,,0,294,294,Pl.6.94,Strandpaal,Pl.6.94,,,POINT (550656.8120999997 5731715.171)
strandpalen_punt.204,,0,295,295,Pl.7.99,Strandpaal,Pl.7.99,,,POINT (549667.1317999996 5731352.1742)
strandpalen_punt.205,,0,296,296,Pl.8.99,Strandpaal,Pl.8.99,,,POINT (548732.5769999996 5731005.957599999)
strandpalen_punt.206,,0,297,297,Pln.10.04,Strandpaal,Pln.10.04,,,POINT (547931.8328 5730520.961200001)
strandpalen_punt.207,,0,298,298,Hp.11.04,Strandpaal,Hp.11.04,,,POINT (547454.5865000002 5729639.687100001)
strandpalen_punt.208,,0,299,299,Pl.11.96,Strandpaal,Pl.11.96,,,POINT (547059.5261000004 5728816.693700001)
strandpalen_punt.209,,0,300,300,Pln.13.08,Strandpaal,Pln.13.08,,,POINT (547044.0259999996 5727688.202099999)
strandpalen_punt.210,,0,301,301,Hp.14.11,Strandpaal,Hp.14.11,,,POINT (547026.4641000004 5726713.2095)
strandpalen_punt.211,,0,302,302,Pl.15.05,Strandpaal,Pl.15.05,,,POINT (547571.9598000003 5725937.215)
strandpalen_punt.212,,0,303,303,Hp.16.08,Strandpaal,Hp.16.08,,,POINT (548077.3931 5725088.5024)
strandpalen_punt.213,,0,304,304,Pl.16.97,Strandpaal,Pl.16.97,,,POINT (548723.2631999999 5724488.7258)
strandpalen_punt.214,,0,305,305,Pln.17.70,Strandpaal,Pln.17.70,,,POINT (549391.2586000003 5724233.7278)
strandpalen_punt.215,,0,306,306,Pln.2,Strandpaal,Pln.2,,,POINT (546463.9670000002 5716277.569)
strandpalen_punt.216,,0,307,307,Pln.8,Strandpaal,Pln.8,,,POINT (540758.9474999998 5715944.2908)
strandpalen_punt.217,,0,308,308,Hp.9,Strandpaal,Hp.9,,,POINT (539766.7052999996 5715927.572000001)
strandpalen_punt.218,,0,309,309,Pln.7,Strandpaal,Pln.7-1,,,POINT (541757.4397999998 5715880.790899999)
strandpalen_punt.219,,0,310,310,Pln.3,Strandpaal,Pln.3,,,POINT (545546.7869999995 5715860.571599999)
strandpalen_punt.220,,0,311,311,Pln.4,Strandpaal,Pln.4,,,POINT (544558.7942000004 5715685.2926)
strandpalen_punt.221,,0,312,312,Pln.10.05,Strandpaal,Pln.10.05,,,POINT (538838.8366 5715561.075200001)
strandpalen_punt.222,,0,313,313,Pln.6,Strandpaal,Pln.6,,,POINT (542619.2456999999 5715538.075099999)
strandpalen_punt.223,,0,314,314,Pln.5,Strandpaal,Pln.5,,,POINT (543620.9259000001 5715314.575999999)
strandpalen_punt.224,,0,315,315,Pln.11.05,Strandpaal,Pln.11.05,,,POINT (537969.4682999998 5715067.078400001)
strandpalen_punt.225,,0,316,316,Pln.12.05,Strandpaal,Pln.12.05,,,POINT (537144.7248999998 5714498.3018)
strandpalen_punt.226,,0,317,317,Pln.13.06,Strandpaal,Pln.13.06,,,POINT (536255.6687000003 5714008.087099999)
strandpalen_punt.227,,0,318,318,Pln.14.06,Strandpaal,Pln.14.06,,,POINT (535414.5500999996 5713470.590500001)
strandpalen_punt.228,,0,319,319,Pln.15.3,Strandpaal,Pln.15.3,,,POINT (534325.1202999996 5712885.3147)
