gebouwnummer;aantal_adressen_in_pand;adressen;bouwjaar;gebouwstatus;max_huisnr;max_postcode;max_straatnaam;max_woonplaats;min_huisnr;min_postcode;min_straatnaam;min_woonplaats;status_id;verdeeld_over_aantal_straten;geometrie
0479100000033492;1;Middelhovenweg 56;1981;Pand in gebruik;56;1502EE;Middelhovenweg;Zaandam;56;1502EE;Middelhovenweg;Zaandam;11;1;
0479100000000229;4;Zeemansstraat 41 t/m Zeemansstraat 47 A;1920;Pand in gebruik;47;1506CT;Zeemansstraat;Zaandam;41;1506CT;Zeemansstraat;Zaandam;11;1;
0479100000007102;1;Iepenstraat 24;1971;Pand in gebruik;24;1561KA;Iepenstraat;Krommenie;24;1561KA;Iepenstraat;Krommenie;11;1;
0479100000037193;1;Dageraadstraat 2;1960;Pand in gebruik;2;1502NT;Dageraadstraat;Zaandam;2;1502NT;Dageraadstraat;Zaandam;11;1;
0479100000022416;1;Marslaan 131;1974;Pand in gebruik;131;1562WE;Marslaan;Krommenie;131;1562WE;Marslaan;Krommenie;11;1;
0479100000036184;1;Kruisstraat 23;1980;Pand in gebruik;23;1541GP;Kruisstraat;Koog aan de Zaan;23;1541GP;Kruisstraat;Koog aan de Zaan;11;1;
0479100000026427;1;Buurserbeek 6;1978;Pand in gebruik;6;1509EJ;Buurserbeek;Zaandam;6;1509EJ;Buurserbeek;Zaandam;11;1;
0479100000039359;1;Hornlaan 39;1967;Pand in gebruik;39;1566VK;Hornlaan;Assendelft;39;1566VK;Hornlaan;Assendelft;11;1;
0479100000040016;1;Vergiliusstraat 34;1939;Pand in gebruik;34;1502NP;Vergiliusstraat;Zaandam;34;1502NP;Vergiliusstraat;Zaandam;11;1;
0479100000037870;1;Count Basiestraat 52;1992;Pand in gebruik;52;1544LL;Count Basiestraat;Zaandijk;52;1544LL;Count Basiestraat;Zaandijk;11;1;
0479100000037784;1;Leliestraat 29;1937;Pand in gebruik;29;1541CJ;Leliestraat;Koog aan de Zaan;29;1541CJ;Leliestraat;Koog aan de Zaan;11;1;
0479100000006933;1;Tuinhommel 5;2004;Pand in gebruik;5;1562LL;Tuinhommel;Krommenie;5;1562LL;Tuinhommel;Krommenie;11;1;
0479100000021087;1;Professor Struijckenstraat 22 a;1900;Pand in gebruik;22;1502RV;Professor Struijckenstraat;Zaandam;22;1502RV;Professor Struijckenstraat;Zaandam;11;1;
0479100000081929;1;Westzijde 111;1893;Pand in gebruik;111;1506GB;Westzijde;Zaandam;111;1506GB;Westzijde;Zaandam;11;1;
0479100000023705;1;Hoekerstraat 11;1969;Pand in gebruik;11;1503AK;Hoekerstraat;Zaandam;11;1503AK;Hoekerstraat;Zaandam;11;1;
0479100000039776;1;Jan de Wittestraat 10;1984;Pand in gebruik;10;1541LB;Jan de Wittestraat;Koog aan de Zaan;10;1541LB;Jan de Wittestraat;Koog aan de Zaan;11;1;
0479100000048143;1;Kastanjelaan 9;1950;Pand in gebruik;9;1544PH;Kastanjelaan;Zaandijk;9;1544PH;Kastanjelaan;Zaandijk;11;1;
0479100000015777;1;Phoenixstraat 11;1960;Pand in gebruik;11;1561GG;Phoenixstraat;Krommenie;11;1561GG;Phoenixstraat;Krommenie;11;1;
0479100000029855;1;Ranonkellaan 20;1970;Pand in gebruik;20;1562AT;Ranonkellaan;Krommenie;20;1562AT;Ranonkellaan;Krommenie;11;1;
0479100000017485;1;Delftsingel 66;1970;Pand in gebruik;66;1566VJ;Delftsingel;Assendelft;66;1566VJ;Delftsingel;Assendelft;11;1;
0479100000027654;1;Treilerstraat 26;1970;Pand in gebruik;26;1503JH;Treilerstraat;Zaandam;26;1503JH;Treilerstraat;Zaandam;11;1;
0479100000025321;1;Nieuwendamstraat 20;1985;Pand in gebruik;20;1507JE;Nieuwendamstraat;Zaandam;20;1507JE;Nieuwendamstraat;Zaandam;11;1;
0479100000016682;1;Merijntje Gijzenstraat 40;1988;Pand in gebruik;40;1507RC;Merijntje Gijzenstraat;Zaandam;40;1507RC;Merijntje Gijzenstraat;Zaandam;11;1;
0479100000031155;1;Diepenbroekstraat 55;1986;Pand in gebruik;55;1507KG;Diepenbroekstraat;Zaandam;55;1507KG;Diepenbroekstraat;Zaandam;11;1;
0479100000018343;1;Dalerveen 26;1987;Pand in gebruik;26;1507MA;Dalerveen;Zaandam;26;1507MA;Dalerveen;Zaandam;11;1;
0479100000041011;1;De Kersenboomstraat 20;1985;Pand in gebruik;20;1551BW;De Kersenboomstraat;Westzaan;20;1551BW;De Kersenboomstraat;Westzaan;11;1;
0479100000045243;1;Kerkstraat 28;1949;Pand in gebruik;28;1521JP;Kerkstraat;Wormerveer;28;1521JP;Kerkstraat;Wormerveer;11;1;
0479100000027440;1;Oosterzoom 82;1975;Pand in gebruik;82;1541PM;Oosterzoom;Koog aan de Zaan;82;1541PM;Oosterzoom;Koog aan de Zaan;11;1;
0479100000020496;1;Dodonaeuslaan 325;1971;Pand in gebruik;325;1504KB;Dodonaeuslaan;Zaandam;325;1504KB;Dodonaeuslaan;Zaandam;11;1;
0479100000020007;1;Henneland 36;1978;Pand in gebruik;36;1541NT;Henneland;Koog aan de Zaan;36;1541NT;Henneland;Koog aan de Zaan;11;1;
0479100000027397;1;Veersemeer 41;1974;Pand in gebruik;41;1509JR;Veersemeer;Zaandam;41;1509JR;Veersemeer;Zaandam;11;1;
0479100000019902;1;Cacaomolen 44;1978;Pand in gebruik;44;1541RM;Cacaomolen;Koog aan de Zaan;44;1541RM;Cacaomolen;Koog aan de Zaan;11;1;
0479100000012377;1;Aletta Jacobsstraat 7;1989;Pand in gebruik;7;1566SC;Aletta Jacobsstraat;Assendelft;7;1566SC;Aletta Jacobsstraat;Assendelft;11;1;
0479100000006285;1;Bredenhofstraat 2;1914;Pand in gebruik;2;1544RA;Bredenhofstraat;Zaandijk;2;1544RA;Bredenhofstraat;Zaandijk;11;1;
0479100000022560;1;Witte Vlinderweg 32 A;2005;Pand in gebruik;32;1521PS;Witte Vlinderweg;Wormerveer;32;1521PS;Witte Vlinderweg;Wormerveer;11;1;
0479100000018467;1;Dalerveen 12;1987;Pand in gebruik;12;1507MA;Dalerveen;Zaandam;12;1507MA;Dalerveen;Zaandam;11;1;
0479100000043246;1;Zwaardemakerstraat 20;1935;Pand in gebruik;20;1502RX;Zwaardemakerstraat;Zaandam;20;1502RX;Zwaardemakerstraat;Zaandam;11;1;
0479100000034792;1;Gele Ring 87;2004;Pand in gebruik;87;1567GE;Gele Ring;Assendelft;87;1567GE;Gele Ring;Assendelft;11;1;
0479100000048134;1;Hyacintstraat 41;1930;Pand in gebruik;41;1541DT;Hyacintstraat;Koog aan de Zaan;41;1541DT;Hyacintstraat;Koog aan de Zaan;11;1;
0479100000021032;1;Westzanerdijk 314;1933;Pand in gebruik;314;1507AP;Westzanerdijk;Zaandam;314;1507AP;Westzanerdijk;Zaandam;11;1;
0479100000002934;1;Kalf 45;1955;Pand in gebruik;45;1509AB;Kalf;Zaandam;45;1509AB;Kalf;Zaandam;11;1;
0479100000043684;1;Fonteinkruidweg 7;1967;Pand in gebruik;7;1508AX;Fonteinkruidweg;Zaandam;7;1508AX;Fonteinkruidweg;Zaandam;11;1;
0479100000024867;1;Twiskeweg 77;1969;Pand in gebruik;77;1503AA;Twiskeweg;Zaandam;77;1503AA;Twiskeweg;Zaandam;11;1;
0479100000043245;1;C.Th. Kamphuijsstraat 21;1931;Pand in gebruik;21;1501VA;C.Th. Kamphuijsstraat;Zaandam;21;1501VA;C.Th. Kamphuijsstraat;Zaandam;11;1;
0479100000045860;1;Dorpsstraat 796;1930;Pand in gebruik;796;1566EV;Dorpsstraat;Assendelft;796;1566EV;Dorpsstraat;Assendelft;11;1;
0479100000018976;1;Kofstraat 10;1970;Pand in gebruik;10;1503BN;Kofstraat;Zaandam;10;1503BN;Kofstraat;Zaandam;11;1;
0479100000011183;1;Zaanweg 71;1980;Pand in gebruik;71;1521DN;Zaanweg;Wormerveer;71;1521DN;Zaanweg;Wormerveer;11;1;
0479100000020118;1;Selzerbeek 8;1976;Pand in gebruik;8;1509HN;Selzerbeek;Zaandam;8;1509HN;Selzerbeek;Zaandam;11;1;
0479100000003719;1;Noorderhoofdstraat 111;1992;Pand in gebruik;111;1561AT;Noorderhoofdstraat;Krommenie;111;1561AT;Noorderhoofdstraat;Krommenie;11;1;
0479100000025667;1;Lijsterbeslaan 13;1942;Pand in gebruik;13;1544AW;Lijsterbeslaan;Zaandijk;13;1544AW;Lijsterbeslaan;Zaandijk;11;1;
0479100000000007;1;Handelsweg 45;1997;Pand in gebruik;45;1525RG;Handelsweg;Westknollendam;45;1525RG;Handelsweg;Westknollendam;11;1;
0479100000015588;1;Saendelverlaan 98;2008;Pand in gebruik;98;1567KJ;Saendelverlaan;Assendelft;98;1567KJ;Saendelverlaan;Assendelft;11;1;
0479100000026208;1;Serenade 24;2000;Pand in gebruik;24;1507VL;Serenade;Zaandam;24;1507VL;Serenade;Zaandam;11;1;
0479100000035596;1;Linnaeusstraat 21;1962;Pand in gebruik;21;1504CA;Linnaeusstraat;Zaandam;21;1504CA;Linnaeusstraat;Zaandam;11;1;
0479100000040978;1;Delftlaan 6;1963;Pand in gebruik;6;1566VD;Delftlaan;Assendelft;6;1566VD;Delftlaan;Assendelft;11;1;
0479100000008316;1;Pastoor Botsstraat 47;1994;Pand in gebruik;47;1566DV;Pastoor Botsstraat;Assendelft;47;1566DV;Pastoor Botsstraat;Assendelft;11;1;
0479100000027005;1;Rooimeester 11;2000;Pand in gebruik;11;1566JS;Rooimeester;Assendelft;11;1566JS;Rooimeester;Assendelft;11;1;
0479100000048632;1;Vioolstraat 23;1936;Pand in gebruik;23;1541DK;Vioolstraat;Koog aan de Zaan;23;1541DK;Vioolstraat;Koog aan de Zaan;11;1;
0479100000006897;1;Zomerzon 6;2001;Pand in gebruik;6;1566TR;Zomerzon;Assendelft;6;1566TR;Zomerzon;Assendelft;11;1;
0479100000010162;1;Bristolroodstraat 10;1967;Pand in gebruik;10;1503NX;Bristolroodstraat;Zaandam;10;1503NX;Bristolroodstraat;Zaandam;11;1;
0479100000000052;1;Kleine Tocht 14;1992;Pand in gebruik;14;1507CB;Kleine Tocht;Zaandam;14;1507CB;Kleine Tocht;Zaandam;11;1;
0479100000034775;1;Gele Ring 49;2004;Pand in gebruik;49;1567GE;Gele Ring;Assendelft;49;1567GE;Gele Ring;Assendelft;11;1;
0479100000030392;1;Jan Steijnstraat 10;1968;Pand in gebruik;10;1544XM;Jan Steijnstraat;Zaandijk;10;1544XM;Jan Steijnstraat;Zaandijk;11;1;
0479100000043065;1;De Tribune 16;1993;Pand in gebruik;16;1507BX;De Tribune;Zaandam;16;1507BX;De Tribune;Zaandam;11;1;
0479100000010059;1;Ooievaarstraat 70;1901;Pand in gebruik;70;1506XN;Ooievaarstraat;Zaandam;70;1506XN;Ooievaarstraat;Zaandam;11;1;
0479100000036020;1;Albardastraat 23;1960;Pand in gebruik;23;1505WS;Albardastraat;Zaandam;23;1505WS;Albardastraat;Zaandam;11;1;
0479100000031563;1;Zuidervaart 70;1963;Pand in gebruik;70;1504BD;Zuidervaart;Zaandam;70;1504BD;Zuidervaart;Zaandam;11;1;
0479100000019387;1;Westzanerdijk 141 D;1985;Pand in gebruik;141;1507AE;Westzanerdijk;Zaandam;141;1507AE;Westzanerdijk;Zaandam;11;1;
0479100000050194;1;Wijnkanspad 4 c;1990;Pand in gebruik;4;1506EM;Wijnkanspad;Zaandam;4;1506EM;Wijnkanspad;Zaandam;11;1;
0479100000054518;1;Indigostraat 348;1964;Pand in gebruik;348;;Indigostraat;Zaandam;348;;Indigostraat;Zaandam;11;1;
0479100000082193;1;Ambachtslaan 38;2009;Pand in gebruik;38;1567AD;Ambachtslaan;Assendelft;38;1567AD;Ambachtslaan;Assendelft;11;1;
0479100000082137;2;Kievitweg 16 t/m Kievitweg 32;1983;Pand in gebruik;32;1509AK;Kievitweg;Zaandam;16;1509AK;Kievitweg;Zaandam;11;1;
0479100000001018;1;Kerkstraat 343;1970;Pand in gebruik;343;1521JM;Kerkstraat;Wormerveer;343;1521JM;Kerkstraat;Wormerveer;11;1;
0479100000039998;1;Rosbayerweg 117;2008;Pand in gebruik;117;1521RW;Rosbayerweg;Wormerveer;117;1521RW;Rosbayerweg;Wormerveer;11;1;
0479100000002246;1;Hoge Horn 56;2000;Pand in gebruik;56;1506MX;Hoge Horn;Zaandam;56;1506MX;Hoge Horn;Zaandam;11;1;
0479100000054895;1;Aakstraat 27 h;1970;Pand in gebruik;27;1503KL;Aakstraat;Zaandam;27;1503KL;Aakstraat;Zaandam;11;1;
0479100000081000;1;Slagenland 29;2011;Pand in gebruik;29;1567EP;Slagenland;Assendelft;29;1567EP;Slagenland;Assendelft;11;1;
0479100000081541;1;Sluispolderweg 11 a 19;2011;Pand in gebruik;11;1505HJ;Sluispolderweg;Zaandam;11;1505HJ;Sluispolderweg;Zaandam;11;1;
0479100000079742;1;Dubbelspoor 26;2010;Pand in gebruik;26;1567LG;Dubbelspoor;Assendelft;26;1567LG;Dubbelspoor;Assendelft;11;1;
0479100000002885;3;Heiligeweg 13 t/m Heiligeweg 13 A;1965;Pand in gebruik;13;1561DD;Heiligeweg;Krommenie;13;1561DD;Heiligeweg;Krommenie;11;1;
0479100000084036;1;Sluispolderweg 13 A 5;2012;Pand in gebruik;13;1505HJ;Sluispolderweg;Zaandam;13;1505HJ;Sluispolderweg;Zaandam;11;1;
0479100000002472;1;Weiver 28;1925;Pand in gebruik;28;1561XD;Weiver;Krommenie;28;1561XD;Weiver;Krommenie;11;1;
0479100000021041;1;Ringweg 80;1985;Pand in gebruik;80;1507BK;Ringweg;Zaandam;80;1507BK;Ringweg;Zaandam;11;1;
0479100000006231;3;Kattegat 2 t/m Zuiddijk 92;1910;Pand in gebruik;92;1501CN;Zuiddijk;Zaandam;2;1501AK;Kattegat;Zaandam;11;2;
0479100000041957;1;Aletta Jacobsstraat 47;1989;Pand in gebruik;47;1566SE;Aletta Jacobsstraat;Assendelft;47;1566SE;Aletta Jacobsstraat;Assendelft;11;1;
0479100000084534;1;De Wetstraat 4;1910;Pand in gebruik;4;1521GG;De Wetstraat;Wormerveer;4;1521GG;De Wetstraat;Wormerveer;11;1;
0479100000007036;1;Zeilenmakerspad 2;1623;Pand in gebruik;2;1509BZ;Zeilenmakerspad;Zaandam;2;1509BZ;Zeilenmakerspad;Zaandam;11;1;
0479100000040886;1;Lijsterbesstraat 8;1939;Pand in gebruik;8;1505TK;Lijsterbesstraat;Zaandam;8;1505TK;Lijsterbesstraat;Zaandam;11;1;
0479100000085416;1;Heijermansstraat 109 A;2015;Pand in gebruik;109;1502DH;Heijermansstraat;Zaandam;109;1502DH;Heijermansstraat;Zaandam;11;1;
0479100000002295;6;Parklaan 4 a t/m Parklaan 4 f;1930;Pand in gebruik;4;1544AL;Parklaan;Zaandijk;4;1544AL;Parklaan;Zaandijk;11;1;
0479100000015823;1;Esdoornlaan 70;2004;Pand in gebruik;70;1505GH;Esdoornlaan;Zaandam;70;1505GH;Esdoornlaan;Zaandam;11;1;
0479100000085591;1;Witte Ring 93;2015;Pand in gebruik;93;1567CG;Witte Ring;Assendelft;93;1567CG;Witte Ring;Assendelft;11;1;
0479100000087759;1;Sterreschans 3;2018;Pand in gebruik;3;1567CR;Sterreschans;Assendelft;3;1567CR;Sterreschans;Assendelft;11;1;
0479100000088628;1;Nauernasche Vaartdijk 50;2018;Bouwvergunning verleend;50;1551BA;Nauernasche Vaartdijk;Westzaan;50;1551BA;Nauernasche Vaartdijk;Westzaan;2;1;
0479100000030119;1;Zuideinde 127 A;2001;Pand in gebruik (niet ingemeten);127;;Zuideinde;Westzaan;127;;Zuideinde;Westzaan;10;1;
0479100000011086;3;A.F. de Savornin Lohmanstraat 15 A t/m A.F. de Savornin Lohmanstraat 15 C;1930;Pand in gebruik;15;1501NG;A.F. de Savornin Lohmanstraat;Zaandam;15;1501NG;A.F. de Savornin Lohmanstraat;Zaandam;11;1;
0479100000032478;1;Decatlon 9;2006;Pand in gebruik;9;1567JB;Decatlon;Assendelft;9;1567JB;Decatlon;Assendelft;11;1;
0479100000086065;1;Zeilenmakersstraat 8;2015;Pand in gebruik;8;1551AA;Zeilenmakersstraat;Westzaan;8;1551AA;Zeilenmakersstraat;Westzaan;11;1;
0479100000043493;1;Symon Claeszstraat 20;1953;Pand in gebruik;20;1502VE;Symon Claeszstraat;Zaandam;20;1502VE;Symon Claeszstraat;Zaandam;11;1;
0479100000000905;64;Statenhoek 1 t/m Statenhoek 99;1970;Pand in gebruik;127;1506VN;Statenhoek;Zaandam;1;1506VL;Statenhoek;Zaandam;11;1;
0479100000014898;2;Czarinastraat 9 t/m Czarinastraat 9 A;1899;Pand in gebruik;9;1506RB;Czarinastraat;Zaandam;9;1506RB;Czarinastraat;Zaandam;11;1;
0479100000046831;1;Lijsterbesstraat 39;1939;Pand in gebruik;39;1505TJ;Lijsterbesstraat;Zaandam;39;1505TJ;Lijsterbesstraat;Zaandam;11;1;
0479100000018084;1;Emmastraat 24;1910;Pand in gebruik;24;1561ZM;Emmastraat;Krommenie;24;1561ZM;Emmastraat;Krommenie;11;1;
0479100000046544;1;Dr. Schaepmanstraat 15;1926;Pand in gebruik;15;1502RS;Dr. Schaepmanstraat;Zaandam;15;1502RS;Dr. Schaepmanstraat;Zaandam;11;1;
0479100000002328;1;Grote Tocht 28;1992;Pand in gebruik;28;1507CG;Grote Tocht;Zaandam;28;1507CG;Grote Tocht;Zaandam;11;1;
0479100000023174;1;Bleekersstraat 2;1898;Pand in gebruik;2;1505GB;Bleekersstraat;Zaandam;2;1505GB;Bleekersstraat;Zaandam;11;1;
0479100000000349;1;Noorderven 6;1965;Pand in gebruik;6;1504AL;Noorderven;Zaandam;6;1504AL;Noorderven;Zaandam;11;1;
0479100000012351;1;Amfibieplein 13;1988;Pand in gebruik;13;1525PE;Amfibieplein;Westknollendam;13;1525PE;Amfibieplein;Westknollendam;11;1;
0479100000011198;1;Weiver 73;1909;Pand in gebruik;73;1561XC;Weiver;Krommenie;73;1561XC;Weiver;Krommenie;11;1;
0479100000003838;2;Wandelweg 20 t/m Wandelweg 22;1907;Pand in gebruik;22;1521AG;Wandelweg;Wormerveer;20;1521AG;Wandelweg;Wormerveer;11;1;
0479100000030943;1;Oldebroekstraat 15;1986;Pand in gebruik;15;1507LA;Oldebroekstraat;Zaandam;15;1507LA;Oldebroekstraat;Zaandam;11;1;
0479100000010872;1;Dorpsstraat 263;2006;Pand in gebruik;263;1566BA;Dorpsstraat;Assendelft;263;1566BA;Dorpsstraat;Assendelft;11;1;
0479100000009126;1;Duke Ellingtonstraat 47;1995;Pand in gebruik;47;1544KP;Duke Ellingtonstraat;Zaandijk;47;1544KP;Duke Ellingtonstraat;Zaandijk;11;1;
0479100000005100;1;Deutzhof 37;1996;Pand in gebruik;37;1566CN;Deutzhof;Assendelft;37;1566CN;Deutzhof;Assendelft;11;1;
0479100000041916;1;Jan Bestevaerstraat 74;1921;Pand in gebruik;74;1541KS;Jan Bestevaerstraat;Koog aan de Zaan;74;1541KS;Jan Bestevaerstraat;Koog aan de Zaan;11;1;
0479100000021752;1;Kaasmaker 24;1984;Pand in gebruik;24;1566RE;Kaasmaker;Assendelft;24;1566RE;Kaasmaker;Assendelft;11;1;
0479100000010936;1;Prins Hendrikkade 77;1912;Pand in gebruik;77;1501AG;Prins Hendrikkade;Zaandam;77;1501AG;Prins Hendrikkade;Zaandam;11;1;
0479100000042407;1;Haya van Somerenstraat 12;1993;Pand in gebruik;12;1506WK;Haya van Somerenstraat;Zaandam;12;1506WK;Haya van Somerenstraat;Zaandam;11;1;
0479100000053565;1;Hondemanstraat 9 a;1975;Pand in gebruik;9;1508GA;Hondemanstraat;Zaandam;9;1508GA;Hondemanstraat;Zaandam;11;1;
0479100000008564;1;IJsbloem 35;2005;Pand in gebruik;35;1567BM;IJsbloem;Assendelft;35;1567BM;IJsbloem;Assendelft;11;1;
0479100000033443;1;Adama van Scheltemaplantsoen 24;1929;Pand in gebruik;24;1502RN;Adama van Scheltemaplantsoen;Zaandam;24;1502RN;Adama van Scheltemaplantsoen;Zaandam;11;1;
0479100000014416;1;H.P. Berlagestraat 67;2004;Pand in gebruik;67;1567GK;H.P. Berlagestraat;Assendelft;67;1567GK;H.P. Berlagestraat;Assendelft;11;1;
0479100000052287;1;Antonie de Vriesstraat 18 g;1966;Pand in gebruik;18;1544WD;Antonie de Vriesstraat;Zaandijk;18;1544WD;Antonie de Vriesstraat;Zaandijk;11;1;
0479100000039733;1;John Lennonstraat 79;1993;Pand in gebruik;79;1544LG;John Lennonstraat;Zaandijk;79;1544LG;John Lennonstraat;Zaandijk;11;1;
0479100000046723;1;Burgemeester Lammerschaagstraat 20;1959;Pand in gebruik;20;1561WL;Burgemeester Lammerschaagstraat;Krommenie;20;1561WL;Burgemeester Lammerschaagstraat;Krommenie;11;1;
0479100000006004;1;Riouwstraat 16;1928;Pand in gebruik;16;1521SE;Riouwstraat;Wormerveer;16;1521SE;Riouwstraat;Wormerveer;11;1;
0479100000040344;1;J.C. van Wessemstraat 81;1929;Pand in gebruik;81;1501VK;J.C. van Wessemstraat;Zaandam;81;1501VK;J.C. van Wessemstraat;Zaandam;11;1;
0479100000013491;1;Treilerstraat 117;1970;Pand in gebruik;117;1503JE;Treilerstraat;Zaandam;117;1503JE;Treilerstraat;Zaandam;11;1;
0479100000040693;1;Roodborststraat 16;1959;Pand in gebruik;16;1521XS;Roodborststraat;Wormerveer;16;1521XS;Roodborststraat;Wormerveer;11;1;
0479100000015666;1;Saendelverlaan 189;2007;Pand in gebruik;189;1567JE;Saendelverlaan;Assendelft;189;1567JE;Saendelverlaan;Assendelft;11;1;
0479100000054755;1;Koopvaardijstraat 58 a 6;1972;Pand in gebruik;58;;Koopvaardijstraat;Zaandam;58;;Koopvaardijstraat;Zaandam;11;1;
0479100000049339;1;Texelstraat 12;1940;Pand in gebruik;12;1506ZD;Texelstraat;Zaandam;12;1506ZD;Texelstraat;Zaandam;11;1;
0479100000032619;1;Dokter Bonstraat 6;1965;Pand in gebruik;6;1566KX;Dokter Bonstraat;Assendelft;6;1566KX;Dokter Bonstraat;Assendelft;11;1;
0479100000021612;1;Nienke van Hichtumstraat 9;1991;Pand in gebruik;9;1507XV;Nienke van Hichtumstraat;Zaandam;9;1507XV;Nienke van Hichtumstraat;Zaandam;11;1;
0479100000055954;1;Koopvaardijstraat 58 a 19;1972;Pand in gebruik;58;;Koopvaardijstraat;Zaandam;58;;Koopvaardijstraat;Zaandam;11;1;
0479100000018457;1;Kapzaag 104;2001;Pand in gebruik;104;1507HS;Kapzaag;Zaandam;104;1507HS;Kapzaag;Zaandam;11;1;
0479100000022938;1;Tolstoistraat 62;1913;Pand in gebruik;62;1506RV;Tolstoistraat;Zaandam;62;1506RV;Tolstoistraat;Zaandam;11;1;
0479100000006386;1;Dorpsstraat 116;1902;Pand in gebruik;116;1566AP;Dorpsstraat;Assendelft;116;1566AP;Dorpsstraat;Assendelft;11;1;
0479100000048751;1;Pieter Latensteinstraat 31;1929;Pand in gebruik;31;1501VE;Pieter Latensteinstraat;Zaandam;31;1501VE;Pieter Latensteinstraat;Zaandam;11;1;
0479100000029305;1;Weiver 80;1932;Pand in gebruik;80;1551SK;Weiver;Westzaan;80;1551SK;Weiver;Westzaan;11;1;
0479100000030070;1;Parkstraat 12;1939;Pand in gebruik;12;1551CB;Parkstraat;Westzaan;12;1551CB;Parkstraat;Westzaan;11;1;
0479100000027754;1;Narcisstraat 1;1930;Pand in gebruik;1;1541DE;Narcisstraat;Koog aan de Zaan;1;1541DE;Narcisstraat;Koog aan de Zaan;11;1;
0479100000082815;1;Grasland 9;2009;Pand in gebruik;9;1567EN;Grasland;Assendelft;9;1567EN;Grasland;Assendelft;11;1;
0479100000000796;1;Kikkertweg 5;2000;Pand in gebruik;5;1521RE;Kikkertweg;Wormerveer;5;1521RE;Kikkertweg;Wormerveer;11;1;
0479100000010378;1;Dorpsstraat 270;1960;Pand in gebruik;270;1566BN;Dorpsstraat;Assendelft;270;1566BN;Dorpsstraat;Assendelft;11;1;
0479100000044263;1;Jonge Kuiperstraat 2;1953;Pand in gebruik;2;1541HH;Jonge Kuiperstraat;Koog aan de Zaan;2;1541HH;Jonge Kuiperstraat;Koog aan de Zaan;11;1;
0479100000026821;1;Noordzee 31;1969;Pand in gebruik;31;1503AW;Noordzee;Zaandam;31;1503AW;Noordzee;Zaandam;11;1;
0479100000043965;1;Ampèrestraat 15;1930;Pand in gebruik;15;1521TJ;Ampèrestraat;Wormerveer;15;1521TJ;Ampèrestraat;Wormerveer;11;1;
0479100000002307;5;Noorderhoofdstraat 17 t/m Noorderhoofdstraat 23  ON;1983;Pand in gebruik;23;1561AS;Noorderhoofdstraat;Krommenie;17;1561AS;Noorderhoofdstraat;Krommenie;11;1;
0479100000025825;1;Mosakker 78;1976;Pand in gebruik;78;1541TC;Mosakker;Koog aan de Zaan;78;1541TC;Mosakker;Koog aan de Zaan;11;1;
0479100000033534;1;Langeweide 15;1989;Pand in gebruik;15;1507NB;Langeweide;Zaandam;15;1507NB;Langeweide;Zaandam;11;1;
0479100000011643;2;Middelhovenweg 70 t/m Middelhovenweg 72;1980;Pand in gebruik;72;1502EE;Middelhovenweg;Zaandam;70;1502EE;Middelhovenweg;Zaandam;11;1;
0479100000002280;5;Claude Debussystraat 160 t/m George Gershwinstraat 199;1993;Pand in gebruik;199;1544NX;George Gershwinstraat;Zaandijk;160;1544NR;Claude Debussystraat;Zaandijk;11;2;
0479100000007131;1;Riouwstraat 11;1930;Pand in gebruik;11;1521SB;Riouwstraat;Wormerveer;11;1521SB;Riouwstraat;Wormerveer;11;1;
0479100000021062;1;Westzanerdijk 136;1985;Pand in gebruik;136;1507AL;Westzanerdijk;Zaandam;136;1507AL;Westzanerdijk;Zaandam;11;1;
0479100000014365;1;Vledderdiep 36;1978;Pand in gebruik;36;1509WZ;Vledderdiep;Zaandam;36;1509WZ;Vledderdiep;Zaandam;11;1;
0479100000029528;1;Dirk Kleimanstraat 73;1987;Pand in gebruik;73;1502XJ;Dirk Kleimanstraat;Zaandam;73;1502XJ;Dirk Kleimanstraat;Zaandam;11;1;
0479100000001356;1;Cornelis Ouwejanstraat 7;1997;Pand in gebruik;7;1506SX;Cornelis Ouwejanstraat;Zaandam;7;1506SX;Cornelis Ouwejanstraat;Zaandam;11;1;
0479100000049273;1;Sluispad 17;1930;Pand in gebruik;17;1505EJ;Sluispad;Zaandam;17;1505EJ;Sluispad;Zaandam;11;1;
0479100000031829;1;Boschstraat 15 A;1906;Pand in gebruik;15;1544RC;Boschstraat;Zaandijk;15;1544RC;Boschstraat;Zaandijk;11;1;
0479100000018507;1;Brikstraat 10;1970;Pand in gebruik;10;1503BK;Brikstraat;Zaandam;10;1503BK;Brikstraat;Zaandam;11;1;
0479100000002215;1;Jaspershof 6;1969;Pand in gebruik;6;1504GA;Jaspershof;Zaandam;6;1504GA;Jaspershof;Zaandam;11;1;
0479100000023386;1;Witte Duifstraat 19;1957;Pand in gebruik;19;1561HK;Witte Duifstraat;Krommenie;19;1561HK;Witte Duifstraat;Krommenie;11;1;
0479100000027413;1;Clusiusstraat 8;1964;Pand in gebruik;8;1504HH;Clusiusstraat;Zaandam;8;1504HH;Clusiusstraat;Zaandam;11;1;
0479100000047214;1;Jacobus Gorisstraat 61;1950;Pand in gebruik;61;1501ZT;Jacobus Gorisstraat;Zaandam;61;1501ZT;Jacobus Gorisstraat;Zaandam;11;1;
0479100000023650;1;Monnickendamstraat 18;1985;Pand in gebruik;18;1507JJ;Monnickendamstraat;Zaandam;18;1507JJ;Monnickendamstraat;Zaandam;11;1;
