OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,AZIMUT,REF_OVERWEG_PUIC,REF_OVERWEG_NAAM,TYPE_OVERWEGBEVEILIGING,TYPE_PAALINSTALLATIE,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,X,Y,LATITUDE,LONGITUDE,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT
15,6c22cc4f-8cbf-4dbc-bc92-fec247a9eca4,,60,Bestaand,0,,,0e96270f-7730-442e-8f87-7f86e859dae1,93.2,,AHOB,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,93.288028,"93,288028",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,106224.114,424396.813,51.80607008,4.67997839,Dordrecht,DDR,PPLG
16,64a815a5-3075-422e-8ade-853c77f3e9c3,,60,Bestaand,0,,,6d14c7a5-d14d-4284-b63b-2da9f951a21d,92.6,,RGP,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,92.671729,"92,671729",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,106830.358,424283.915,51.80510802,4.68878365,Dordrecht,DDR,PPLG
17,8390cfee-3e1f-4e6a-a0a0-e8f7480d2f7d,,60,Bestaand,0,,,6d14c7a5-d14d-4284-b63b-2da9f951a21d,92.6,,AHOB,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,92.679648,"92,679648",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,106820.073,424272.382,51.80500347,4.68863614,Dordrecht,DDR,PPLG
18,48ec3c9a-24d6-4137-8e58-479a636af81b,,60,Bestaand,0,,,6d14c7a5-d14d-4284-b63b-2da9f951a21d,92.6,,AHOB,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,92.679987,"92,679987",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,106821.908,424283.805,51.8051063,4.68866115,Dordrecht,DDR,PPLG
19,a94eefd5-5ba8-475c-992c-2a074bdb084c,,60,Bestaand,0,,,6d14c7a5-d14d-4284-b63b-2da9f951a21d,92.6,,AHOB,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,92.664527,"92,664527",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,106835.056,424270.011,51.80498346,4.68885369,Dordrecht,DDR,PPLG
20,b9b019c3-64b0-4692-addb-4cd90f019741,,60,Bestaand,0,,,6d14c7a5-d14d-4284-b63b-2da9f951a21d,92.6,,RGP,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,92.6658,"92,665800",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,106835.851,424280.984,51.80508215,4.68886369,Dordrecht,DDR,PPLG
21,91bc9fae-27bd-460e-8def-ef232897537a,,60,Bestaand,0,2020/06/22 00:00:00+00,,fdf76fc8-1a7a-4333-898e-f0013fcddb31,38.1,,AKI,Gn-Dz,Groningen - Delfzijl ,201,,201,201__,Sauwerd - Delfzijl,38.115043,"38,115043",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,257620.914,595297.145,53.33421829,6.92771286,Delfzijl,DZ,PPLG
22,ace70f49-e29b-4d1f-97f3-de851c8b4d1b,,60,Bestaand,0,,,64f94635-4897-4f5f-bfcb-d0a78018d918,12.3,,AHOB,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,12.330901,"12,330901",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,199604.617,382595.943,51.43070642,6.02860689,Horst = Sevenum,HRT,PPLG
23,ddbf6c5d-d60a-4919-8f89-719c8f1bd241,,60,Bestaand,0,,,64f94635-4897-4f5f-bfcb-d0a78018d918,12.3,,AHOB,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,12.32379,"12,323790",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,199609.65,382582.06,51.43058124,6.02867751,Horst = Sevenum,HRT,PPLG
24,8eaf3896-0e32-48b2-954a-62920f6c35bd,,60,Bestaand,0,,,64f94635-4897-4f5f-bfcb-d0a78018d918,12.3,,RGP,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,12.330287,"12,330287",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,199603.28,382583.299,51.43059288,6.02858607,Horst = Sevenum,HRT,PPLG
25,887a9fdd-97f5-4dd2-b30f-55fecef42782,,60,Bestaand,0,2022/04/18 00:00:00+00,,169f9802-9b25-4e52-acc3-013fba0b756e,11.3,,AOB,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,11.36249,"11,362490",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,200470.759,382195.885,51.42704143,6.04100953,Horst = Sevenum,HRT,PPLG
26,3b4207c4-90dc-496d-a7a5-1bc19f795099,,60,Bestaand,0,2022/04/18 00:00:00+00,,169f9802-9b25-4e52-acc3-013fba0b756e,11.3,,AOB,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,11.362954,"11,362954",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,200476.318,382203.893,51.42711296,6.04109048,Horst = Sevenum,HRT,PPLG
27,dd0a3635-d76f-465f-9548-3c66569f65be,,60,Bestaand,0,2022/04/18 00:00:00+00,,b366077a-1cc1-44af-a737-ad0ae8233c65,10.7,,AHOB,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,10.740407,"10,740407",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,200973.448,381826.553,51.42368105,6.04818894,Horst = Sevenum,HRT,PPLG
28,e8d6b469-9473-4db9-91de-1c588cde1e4a,,60,Bestaand,0,2021/10/24 00:00:00+00,,200282d8-8683-4ff3-8873-6d9b030ee680,39.9,,AHOB,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,39.907184,"39,907184",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,167916.013,475324.178,52.26578912,5.57641009,Putten,PT,PPLG
29,494e4cdf-ad24-4aad-9544-cd83e6de27c2,,60,Bestaand,0,2021/10/24 00:00:00+00,,200282d8-8683-4ff3-8873-6d9b030ee680,39.9,,AHOB,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,39.916715,"39,916715",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,167921.255,475332.448,52.26586332,5.57648719,Putten,PT,PPLG
30,083ad174-9928-4d0c-b671-7b1a7d855c1f,,60,Bestaand,0,2021/10/24 00:00:00+00,,200282d8-8683-4ff3-8873-6d9b030ee680,39.9,,AHOB,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,39.909926,"39,909926",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,167892.708,475347.626,52.26600041,5.57606959,Putten,PT,PPLG
31,7633e7e8-3cc1-4a4f-8cfd-bcce20fa34ca,,60,Bestaand,0,2022/04/18 00:00:00+00,,23851cb1-8d48-421c-b3bb-10d26f163736,3.4,,AHOB,Apd-Dv,Apeldoorn - Deventer ,023,,23,023__,Apeldoorn - Deventer,3.42552,"3,425520",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,197902.306,470241.372,52.21858737,6.01501532,Apeldoorn - Deventer,APD-DV,Vrije baan
32,2e1807ec-67d6-4542-9996-031975e8e00e,,60,Bestaand,0,2022/04/18 00:00:00+00,,23851cb1-8d48-421c-b3bb-10d26f163736,3.4,,AHOB,Apd-Dv,Apeldoorn - Deventer ,023,,23,023__,Apeldoorn - Deventer,3.423007,"3,423007",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,197906.424,470228.044,52.21846726,6.01507388,Apeldoorn - Deventer,APD-DV,Vrije baan
33,931dea9f-def3-4c6d-a48f-2c6e4ab969e3,,60,Bestaand,0,2022/04/18 00:00:00+00,,23851cb1-8d48-421c-b3bb-10d26f163736,3.4,,AHOB,Apd-Dv,Apeldoorn - Deventer ,023,,23,023__,Apeldoorn - Deventer,3.418328,"3,418328",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,197896.127,470237.743,52.21855523,6.01492444,Apeldoorn - Deventer,APD-DV,Vrije baan
34,040bf047-19a1-46a4-b5b4-1f4ae55bf3d0,Unknown,60,Bestaand,,2020/11/05 00:00:00+00,0,9e18d48f-e2f9-49b8-8d8b-29a88dbdf55f,0.9,,AHOB,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,0.87344,"0,873440",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,201719.354,501206.746,52.49656496,6.07517235,Zwolle Rangeerterrein,ZLR,NCBG
35,16fb6b07-733e-4445-ad2f-960c88ea4736,Unknown,60,Bestaand,,2020/11/05 00:00:00+00,0,9e18d48f-e2f9-49b8-8d8b-29a88dbdf55f,0.9,,AHOB,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,0.862371,"0,862371",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,201705.062,501199.953,52.49650513,6.07496095,Zwolle Rangeerterrein,ZLR,NCBG
36,25fe1379-6b83-4435-888c-9245d85b15ba,,60,Bestaand,0,2021/10/24 00:00:00+00,,bdd543f7-1c3e-4561-88ca-1f5621c6785d,83.0,,AHOB,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,604,b,604,604_b,Hattemerbroek,83.028597,"83,028597",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderland,33,199446.444,499729.631,52.48347976,6.04150817,'t Harde - Hattemerbroek Aansl.,HDE-HTBA,Vrije baan
37,c4fcdadb-4f88-4ed5-af83-667e0fec4c52,,60,Bestaand,0,2021/10/24 00:00:00+00,,bdd543f7-1c3e-4561-88ca-1f5621c6785d,83.0,,AHOB,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,604,b,604,604_b,Hattemerbroek,83.01304,"83,013040",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderland,33,199443.294,499710.535,52.4833084,6.04145926,'t Harde - Hattemerbroek Aansl.,HDE-HTBA,Vrije baan
38,d6b6f66f-3df1-4bd9-a5af-7bfa08c2aaee,Unknown,60,Bestaand,,2020/11/05 00:00:00+00,0,fb541f4a-92e2-44d6-9b63-f6a929291973,1.6,,AHOB,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,1.672453,"1,672453",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,201934.73,501979.473,52.50349083,6.07845231,Zwolle Rangeerterrein,ZLR,NCBG
39,e9ca45e9-c98a-4e8e-a753-4c791e8a9662,Unknown,60,Bestaand,,2020/11/05 00:00:00+00,0,fb541f4a-92e2-44d6-9b63-f6a929291973,1.6,,AHOB,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,1.591857,"1,591857",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,201909.376,501902.623,52.50280238,6.07806812,Zwolle Rangeerterrein,ZLR,NCBG
40,d86a17a3-1472-43d6-ae7f-35671416e2ca,Unknown,60,Bestaand,,2020/11/05 00:00:00+00,0,a67ec9df-8d9f-4fde-b2ee-d7cde371bc75,77.5,,AHOB,Zl-Lw,Zwolle - Leeuwarden ,602,b,602,602_b,Herfte Aansl.,77.534102,"77,534102",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,206368.527,502557.517,52.5082868,6.14383595,Zwolle - Dedemsvaart,ZL-DDV,Vrije baan
41,b0d1374b-5fb5-4aed-81c2-5dbe991bf9e7,Unknown,60,Bestaand,,2020/11/05 00:00:00+00,0,a67ec9df-8d9f-4fde-b2ee-d7cde371bc75,77.5,,AHOB,Zl-Lw,Zwolle - Leeuwarden ,602,b,602,602_b,Herfte Aansl.,77.533918,"77,533918",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,206360.748,502566.644,52.50836956,6.14372279,Zwolle - Dedemsvaart,ZL-DDV,Vrije baan
42,7fbc3a79-6108-49ba-b0ea-e6855048e87f,,,Onbekend,0,,,a67ec9df-8d9f-4fde-b2ee-d7cde371bc75,77.5,,Onbekend,Zl-Lw,Zwolle - Leeuwarden ,602,b,602,602_b,Herfte Aansl.,77.543024,"77,543024",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,206374.479,502564.435,52.50834841,6.14392468,Zwolle - Dedemsvaart,ZL-DDV,Vrije baan
43,0b757523-cf79-4a85-901b-ad319566dda6,,,Onbekend,0,,,a67ec9df-8d9f-4fde-b2ee-d7cde371bc75,77.5,,Onbekend,Zl-Lw,Zwolle - Leeuwarden ,602,b,602,602_b,Herfte Aansl.,77.542992,"77,542992",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,206367.467,502572.874,52.50842491,6.1438227,Zwolle - Dedemsvaart,ZL-DDV,Vrije baan
44,f25c1076-21f6-4a1a-aa02-af746e73fd66,,,Onbekend,0,,,a67ec9df-8d9f-4fde-b2ee-d7cde371bc75,77.5,,Onbekend,Zl-Lw,Zwolle - Leeuwarden ,602,b,602,602_b,Herfte Aansl.,77.534317,"77,534317",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,206367.543,502559.049,52.50830066,6.1438217,Zwolle - Dedemsvaart,ZL-DDV,Vrije baan
45,61079736-89e4-4fd5-a120-e8cb7d9934c7,,,Onbekend,0,,,a67ec9df-8d9f-4fde-b2ee-d7cde371bc75,77.5,,Onbekend,Zl-Lw,Zwolle - Leeuwarden ,602,b,602,602_b,Herfte Aansl.,77.533749,"77,533749",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,206360.159,502567.089,52.50837361,6.14371418,Zwolle - Dedemsvaart,ZL-DDV,Vrije baan
46,35712057-be77-406d-ac75-613611703231,,60,Bestaand,0,2021/08/24 00:00:00+00,,0082ce26-1d9c-4e4b-af74-6038bcc5b5c7,10.0,,AHOB,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,10.095128,"10,095128",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,176819.085,571450.562,53.12937097,5.713181,Mantgum,MG,PPLG
47,ac00de95-d244-40fa-b666-0a8d64189150,,60,Bestaand,0,2021/08/24 00:00:00+00,,0082ce26-1d9c-4e4b-af74-6038bcc5b5c7,10.0,,AHOB,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,10.103753,"10,103753",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,176815.143,571442.769,53.1293011,5.71312158,Mantgum,MG,PPLG
48,cb21766a-b893-4e26-90ec-500426c3a3ca,,60,Bestaand,0,2021/08/24 00:00:00+00,,0082ce26-1d9c-4e4b-af74-6038bcc5b5c7,10.0,,AHOB,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,10.099972,"10,099972",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,176803.116,571450.732,53.12937314,5.71294244,Mantgum,MG,PPLG
49,382b60e8-6835-41fe-a111-1866fff904d4,,60,Bestaand,0,2021/08/24 00:00:00+00,,0082ce26-1d9c-4e4b-af74-6038bcc5b5c7,10.0,,AHOB,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,10.090453,"10,090453",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,176806.679,571459.573,53.12945244,5.71299627,Mantgum,MG,PPLG
50,c02ee807-6d8c-42be-8062-4ee293b88508,,60,Bestaand,0,2021/08/24 00:00:00+00,,36bd94f1-2289-4a04-a936-86288a1b2397,1.9,,AHOB,Hlg-Nscg,Harlingen - Nieuweschans Grens ,001,a,1,001_a,Harlingen Haven - Leeuwarden,1.967586,"1,967586",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,158418.507,576031.505,53.17096699,5.43832755,Harlingen,HLG,PPLG
51,d979dca8-5763-4d09-9ac8-927ab97938b2,,60,Bestaand,0,2021/08/24 00:00:00+00,,36bd94f1-2289-4a04-a936-86288a1b2397,1.9,,AHOB,Hlg-Nscg,Harlingen - Nieuweschans Grens ,001,a,1,001_a,Harlingen Haven - Leeuwarden,1.982182,"1,982182",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,158432.629,576039.9,53.17104234,5.43853882,Harlingen,HLG,PPLG
52,be21548f-6b2c-4c3c-ac59-8e8be3e389ba,Unknown,60,Bestaand,,2021/08/24 00:00:00+00,,36bd94f1-2289-4a04-a936-86288a1b2397,1.9,,AHOB,Hlg-Nscg,Harlingen - Nieuweschans Grens ,001,a,1,001_a,Harlingen Haven - Leeuwarden,1.970543,"1,970543",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,158421.479,576031.681,53.17096855,5.438372,Harlingen,HLG,PPLG
53,29662eb7-2947-4ca4-aa81-33cba71ce17b,,60,Bestaand,0,2021/08/24 00:00:00+00,,519a3018-fb48-4007-95c5-1de018256939,3.5,,AHOB,Hlg-Nscg,Harlingen - Nieuweschans Grens ,001,a,1,001_a,Harlingen Haven - Leeuwarden,3.561626,"3,561626",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,160008.906,576148.482,53.17200555,5.4621124,Harlingen - Franeker,HLG-FN,Vrije baan
54,6e428ff7-3881-4f7a-b02c-a25f10f00c63,,60,Bestaand,0,2021/08/24 00:00:00+00,,519a3018-fb48-4007-95c5-1de018256939,3.5,,AHOB,Hlg-Nscg,Harlingen - Nieuweschans Grens ,001,a,1,001_a,Harlingen Haven - Leeuwarden,3.569478,"3,569478",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,160016.817,576148.835,53.17200865,5.46223072,Harlingen - Franeker,HLG-FN,Vrije baan
55,7057b03b-619c-4dc7-816e-3a92471919a9,,60,Bestaand,0,2021/08/24 00:00:00+00,,c82eed53-c713-42a6-944e-f2d8267596d8,18.3,,AHOB,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,18.320459,"18,320459",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,174204.978,563643.872,53.05932153,5.67366382,Sneek Noord - Mantgum,SKND-MG,Vrije baan
56,d4eb4cec-d330-499e-9658-077d09aef73a,,60,Bestaand,0,2021/08/24 00:00:00+00,,c82eed53-c713-42a6-944e-f2d8267596d8,18.3,,AHOB,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,18.313708,"18,313708",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,174204.948,563650.966,53.05938527,5.67366379,Sneek Noord - Mantgum,SKND-MG,Vrije baan
