Beschermingsnivea,Boomsoort,Nederlandse naam,Eigendom,Plantjaar,Stamdiameter borsthoogte (klasse),Standplaats,Conditie,Dendrologische waarde,Boomvorm,Plantwijze,Beeldbepalendheid,Cultuurhistorische waarde,Bijzondere vermeldingen,Emotionele waarde,Recreatieve/Educatieve waarde,Boomhoogte,Inspectiedatum,X_RD,Y_RD,longitude,latitude
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108544.252,427482.293,4.71320246,51.83399956
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108544.831,427484.923,4.713210506,51.83402324
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108544.927,427485.639,4.713211803,51.83402969
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108556.475,427531.922,4.713373114,51.83444663
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108567.494,427579.796,4.71352654,51.83487783
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108567.998,427582.071,4.713533546,51.83489832
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108568.894,427585.875,4.713546034,51.83493259
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108569.277,427587.573,4.713551362,51.83494788
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108545.51,427488.512,4.713219874,51.83405556
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108550.191,427506.651,4.713285345,51.83421898
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108550.359,427507.674,4.713287645,51.83422819
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108559.235,427543.962,4.713411537,51.83455508
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108583.014,427645.84,4.713742828,51.83547272
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108561.376,427553.446,4.713441323,51.83464049
Waardevolle boom,Populus x canadensis,"Canadapopulier, Zwarte hybridepopulier",Gemeente,1970,61 - 70 cm,Ruw gras,2 - Redelijk,Klasse 0,Opgekroonde boom,Laan,Normaal,Nee,,Van belang voor de gemeente,Normaal,27,13-2-2012,108455.799,427604.771,4.711902732,51.83509299
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Opgekroonde boom,Bos,Zeer,Ja,,Van belang voor de gemeente,Enigszins,28,13-2-2012,108548.101,427681.073,4.713231575,51.83578648
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108575.908,427614.883,4.713643894,51.83519389
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108574.044,427607.823,4.7136178,51.83513028
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108576.59,427617.953,4.713653376,51.83522154
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108552.723,427516.731,4.713320723,51.83430978
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108550.639,427508.924,4.713291539,51.83423944
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108551.71,427513.245,4.713306496,51.83427837
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108552.079,427513.89,4.713311762,51.8342842
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108552.537,427515.985,4.713318125,51.83430306
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108553.008,427517.708,4.713324727,51.83431859
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108553.912,427521.909,4.713337277,51.83435642
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108554.718,427524.775,4.713348585,51.83438225
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108554.872,427525.297,4.713350749,51.83438695
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108556.968,427534.105,4.713379973,51.83446629
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108557.318,427535.807,4.713384822,51.83448162
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108558.067,427539.05,4.713395252,51.83451083
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108559.623,427545.279,4.713416989,51.83456694
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108560.081,427547.895,4.713423282,51.83459049
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108561.508,427554.358,4.713443115,51.8346487
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108561.982,427556.082,4.71344976,51.83466424
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108562.669,427559.043,4.713459329,51.83469091
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108562.966,427560.041,4.713463504,51.8346999
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108585.367,427655.689,4.713775642,51.83556144
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108565.094,427569.514,4.713493103,51.83478522
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108572.145,427600.127,4.713591284,51.83506095
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108569.893,427590.158,4.713559952,51.83497117
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108570.4,427592.452,4.713566999,51.83499183
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108570.977,427594.771,4.713575058,51.83501272
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108571.366,427596.369,4.713580487,51.83502711
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108572.124,427599.323,4.713591087,51.83505372
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108573.713,427605.46,4.713613315,51.83510902
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108573.912,427606.768,4.713616027,51.83512079
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108575.296,427612.804,4.713635294,51.83517515
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108576.26,427616.069,4.713648841,51.83520458
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108576.772,427619.422,4.713655819,51.83523476
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108577.856,427624.072,4.713670921,51.83527664
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108578.044,427624.721,4.713673561,51.83528249
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108579.675,427630.809,4.713696405,51.83533734
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108580.192,427633.72,4.713703515,51.83536355
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108580.75,427636.034,4.713711299,51.8353844
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108580.999,427636.911,4.713714794,51.8353923
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108582.018,427641.303,4.713728988,51.83543186
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108583.928,427649.826,4.713755553,51.83550862
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108584.835,427653.48,4.713768221,51.83554154
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108585.971,427658.348,4.713784048,51.83558538
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108586.631,427661.297,4.713793227,51.83561194
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108587.818,427666.465,4.713809754,51.83565849
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108541.55,427472.631,4.71316456,51.83391249
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108543.067,427477.72,4.713185883,51.83395836
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108543.468,427478.677,4.713191572,51.83396699
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108543.693,427480.591,4.713194579,51.83398421
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108543.862,427481.238,4.713196944,51.83399004
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108544.255,427482.889,4.713202423,51.83400491
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108544.685,427484.306,4.713208471,51.83401768
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108545.683,427489.277,4.713222281,51.83406245
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108546.029,427490.651,4.713227116,51.83407482
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108546.386,427491.399,4.713232195,51.83408158
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108546.564,427492.206,4.713234668,51.83408885
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108547.14,427493.351,4.713242871,51.83409918
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108547.552,427496.335,4.713248447,51.83412604
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108547.717,427497.166,4.713250729,51.83413352
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108548.485,427500.247,4.713261456,51.83416128
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108548.64,427500.676,4.713263647,51.83416515
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108549.64,427505.059,4.713277566,51.83420462
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108551.133,427510.789,4.713298455,51.83425625
Waardevolle boom,Salix x sepulcralis 'Chrysocoma',(Gele) treurwilg,Gemeente,1950,71 - 80 cm,Gazon,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Zeer,Nee,,Van belang voor de gemeenschap,Niet,,6-1-2012,106281.745,426449.098,4.680525006,51.82452037
Waardevolle boom,Populus x canadensis,"Canadapopulier, Zwarte hybridepopulier",Gemeente,1970,61 - 70 cm,Ruw gras,2 - Redelijk,Klasse 0,Opgekroonde boom,Laan,Normaal,Nee,,Van belang voor de gemeente,Normaal,27,13-2-2012,108463.385,427613.104,4.712011666,51.83516852
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,61 - 70 cm,Bosplantoen,2 - Redelijk,Klasse 2,Opgekroonde boom,Bos,Zeer,Ja,,Van belang voor de gemeente,Enigszins,28,13-2-2012,108547.425,427681.335,4.713221732,51.83578878
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108580.41,427634.449,4.71370658,51.83537012
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108578.291,427625.527,4.713677036,51.83528976
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108577.692,427623.351,4.713668638,51.83527015
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108555.36,427527.537,4.713357527,51.83440713
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108548.914,427501.931,4.713267454,51.83417645
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,13-2-2012,108546.039,427489.933,4.713227358,51.83406837
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Bosplantoen,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,10-2-2012,108542.802,427477.015,4.713182134,51.833952
Waardevolle boom,Populus nigra 'Italica',Italiaanse populier,Gemeente,1970,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Enigszins,12,9-2-2012,108587.045,427663.357,4.713798956,51.83563049
Waardevolle boom,Salix x sepulcralis 'Chrysocoma',(Gele) treurwilg,Gemeente,1950,81 - 100 cm,Gazon,2 - Redelijk,Klasse 2,Gekandelaberde boom,Laan,Normaal,Nee,,Van belang voor de gemeenschap,Niet,,6-1-2012,106274.093,426434.761,4.68041604,51.82439084
Waardevolle boom,Salix x sepulcralis 'Chrysocoma',(Gele) treurwilg,Gemeente,1970,51 - 60 cm,Elementenverharding,1 - Goed,Klasse 2,Opgekroonde boom,Solitair,Enigszins,Nee,,Van belang voor de gemeenschap,Niet,17,25-1-2012,107216.56,426822.14,4.69403234,51.82795405
Waardevolle boom,Taxodium distichum,Moerascipres,Gemeente,1960,71 - 80 cm,Gazon,1 - Goed,Klasse 2,Opgekroonde boom,Solitair,Normaal,Nee,,Van belang voor de gemeenschap,Groot,18.5,25-1-2012,107242.963,426828.881,4.694414397,51.8280169
