Beschermingsnivea,Boomsoort,Nederlandse naam,Eigendom,Plantjaar,Stamdiameter borsthoogte (klasse),Standplaats,Conditie,Dendrologische waarde,Boomvorm,Plantwijze,Beeldbepalendheid,Cultuurhistorische waarde,Bijzondere vermeldingen,Emotionele waarde,Recreatieve/Educatieve waarde,Boomhoogte,Inspectiedatum,X_RD,Y_RD,longitude,latitude
Monumentale boom,Taxus baccata,"Gewone taxus, Venijnboom",Particulier,1925,31 - 40 cm,Heesterbeplanting,1 - Goed,Klasse 2,Natuurlijk,Groep,Zeer,Ja,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeenschap,Niet,9,6-6-2012,107391.699,426455.048,4.696623374,51.82466967
Monumentale boom,Platanus x hispanica,Gewone plataan,Gemeente,,81 - 100 cm,Heesterbeplanting,1 - Goed,Klasse 2,Opgekroonde boom,Groep,Zeer,Nee,Boom op lijst van monumentale en waardevolle houtopstand Papendrecht 2008;,Van belang voor de gemeente,Niet,23,12-1-2012,106978.609,426919.554,4.690567215,51.82880916
Monumentale boom,Aesculus hippocastanum,Witte paardenkastanje,Particulier,1935,71 - 80 cm,Open grond,2 - Redelijk,Klasse 2,Opgekroonde boom,Groep,Zeer,Ja,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeenschap,Niet,19,14-6-2012,107284.392,426488.948,4.695062269,51.82496519
Monumentale boom,Robinia pseudoacacia,"Gewone acacia, Schijnacacia, Witte acacia, Valse acacia, Robinia",Particulier,1915,71 - 80 cm,Heesterbeplanting,2 - Redelijk,Klasse 2,Opgekroonde boom,Groep,Zeer,Ja,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeenschap,Niet,21,13-6-2012,107336.844,426475.025,4.695824979,51.82484453
Monumentale boom,Fagus sylvatica,"Gewone beuk, Groene beuk",Particulier,1885,>101 cm,Heesterbeplanting,1 - Goed,Klasse 3,Opgekroonde boom,Solitair,Zeer,Ja,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeenschap,Niet,29,6-6-2012,107395.815,426452.673,4.696683401,51.82464867
Monumentale boom,Fraxinus excelsior 'Pendula',Treures,Particulier,1913,61 - 70 cm,Heesterbeplanting,2 - Redelijk,Klasse 3,Opgekroonde boom,Solitair,Zeer,Ja,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeenschap,Niet,15,8-6-2012,107206.283,426552.612,4.693920534,51.8255307
Monumentale boom,Salix x sepulcralis 'Chrysocoma',(Gele) treurwilg,Particulier,1942,81 - 100 cm,Heesterbeplanting,2 - Redelijk,Klasse 2,Gekandelaberde boom,Groep,Zeer,Ja,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeenschap,Niet,17,8-6-2012,107258.498,426600.162,4.69467133,51.82596254
Monumentale boom,Fraxinus excelsior,Gewone es,Particulier,,61 - 70 cm,Elementenverharding,1 - Goed,Klasse 1,Opgekroonde boom,Groep,Zeer,Ja,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeenschap,Niet,21,26-1-2012,107294.717,426484.162,4.695212688,51.82492305
Monumentale boom,Prunus serrulata 'Kanzan',Japanse sierkers cv.,Particulier,1950,41 - 50 cm,Heesterbeplanting,1 - Goed,Klasse 3,Opgekroonde boom,Groep,Normaal,Ja,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Niet,11,13-6-2012,107334.506,426467.8,4.695792064,51.8247794
Monumentale boom,Fraxinus excelsior 'Pendula',Treures,Particulier,1885,61 - 70 cm,Heesterbeplanting,2 - Redelijk,Klasse 3,Opgekroonde boom,Solitair,Zeer,Ja,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeenschap,Niet,13,6-6-2012,107406.085,426443.704,4.696833596,51.82456894
Monumentale boom,Juglans nigra,Zwarte walnoot,Particulier,1945,41 - 50 cm,Elementenverharding,1 - Goed,Klasse 1,Opgekroonde boom,Solitair,Zeer,Ja,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeenschap,Niet,13,6-6-2012,107418.334,426475.293,4.697006913,51.8248539
Monumentale boom,Ilex aquifolium,Hulst,Gemeente,1980,21 - 30 cm,Heesterbeplanting,1 - Goed,Klasse 3,Opgekroonde boom,Groep,Normaal,Ja,Boom op lijst van monumentale en waardevolle houtopstand Papendrecht 2008;,Van belang voor de gemeente,Niet,12.5,26-1-2012,107547.3,426444.658,4.698881704,51.82458954
Monumentale boom,Ilex aquifolium,Hulst,Gemeente,1980,21 - 30 cm,Heesterbeplanting,1 - Goed,Klasse 3,Opgekroonde boom,Groep,Normaal,Ja,Boom op lijst van monumentale en waardevolle houtopstand Papendrecht 2008;,Van belang voor de gemeente,Niet,12.5,26-1-2012,107551.178,426448.087,4.698937482,51.82462069
Monumentale boom,Tilia x europaea 'Zwarte Linde',Zwarte linde,Particulier,1925,51 - 60 cm,Gazon,1 - Goed,Klasse 3,Opgekroonde boom,Rij,Zeer,Ja,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeenschap,Niet,15,26-1-2012,107839.771,426432.553,4.703125476,51.82450554
Monumentale boom,Tilia x europaea 'Zwarte Linde',Zwarte linde,Particulier,1925,51 - 60 cm,Gazon,1 - Goed,Klasse 3,Opgekroonde boom,Rij,Zeer,Ja,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeenschap,Niet,15,26-1-2012,107834.272,426432.413,4.703045736,51.82450382
Monumentale boom,Taxus baccata,"Gewone taxus, Venijnboom",Particulier,1895,31 - 40 cm,Heesterbeplanting,1 - Goed,Klasse 2,Opgekroonde boom,Groep,Normaal,Ja,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Niet,11,26-1-2012,107821.203,426440.924,4.702855016,51.82457921
Monumentale boom,Acer saccharinum,"Witte esdoorn, Zilveresdoorn",Gemeente,,61 - 70 cm,Gazon,2 - Redelijk,Klasse 2,Opgekroonde boom,Groep,Normaal,Nee,Boom op lijst van monumentale en waardevolle houtopstand Papendrecht 2008;,Van belang voor de directe omgeving,Enigszins,21,24-1-2012,106204.46,427796.365,4.679213814,51.83662257
Monumentale boom,Acer saccharinum,"Witte esdoorn, Zilveresdoorn",Gemeente,,61 - 70 cm,Gazon,2 - Redelijk,Klasse 2,Opgekroonde boom,Groep,Normaal,Nee,Boom op lijst van monumentale en waardevolle houtopstand Papendrecht 2008;,Van belang voor de directe omgeving,Enigszins,21,24-1-2012,106217.346,427788.788,4.679401837,51.8365556
Monumentale boom,Acer platanoides,Noorse esdoorn,Gemeente,,11 - 20 cm,Heesterbeplanting,3 - Matig,Klasse 1,Opgekroonde boom,Laan,Normaal,Nee,Boom op lijst van monumentale en waardevolle houtopstand Papendrecht 2008;,Van belang voor de directe omgeving,Niet,,10-1-2012,107050.903,427378.092,4.691552273,51.83293663
Monumentale boom,Fraxinus excelsior,Gewone es,Particulier,1923,71 - 80 cm,Heesterbeplanting,1 - Goed,Klasse 1,Opgekroonde boom,Solitair,Zeer,Ja,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeenschap,Niet,19,18-7-2013,107159.212,426554.528,4.693237518,51.82554389
Monumentale boom,Acer saccharinum,"Witte esdoorn, Zilveresdoorn",Gemeente,1950,81 - 100 cm,Gazon,1 - Goed,Klasse 2,Opgekroonde boom,Groep,Zeer,Nee,Boom op lijst van monumentale en waardevolle houtopstand Papendrecht 2008;,Van belang voor de directe omgeving,Enigszins,21,24-1-2012,106282.204,427749.91,4.680348293,51.83621184
Monumentale boom,Acer saccharinum,"Witte esdoorn, Zilveresdoorn",Gemeente,,61 - 70 cm,Gazon,2 - Redelijk,Klasse 2,Opgekroonde boom,Groep,Normaal,Nee,Boom op lijst van monumentale en waardevolle houtopstand Papendrecht 2008;,Van belang voor de directe omgeving,Enigszins,21,24-1-2012,106256.152,427765.85,4.679968079,51.83635283
Monumentale boom,Salix alba,"Gewone wilg, Schietwilg, Witte wilg",Gemeente,,>101 cm,Gazon,1 - Goed,Klasse 0,Opgekroonde boom,Solitair,Zeer,Nee,,Van belang voor de wijk,Groot,26,17-1-2012,106303.992,427331.872,4.68072331,51.83245651
Monumentale boom,Tilia platyphyllos,"Grootbladige linde, Zomerlinde",Gemeente,2000,11 - 20 cm,Gazon,1 - Goed,Klasse 2,Opgekroonde boom,Laan,Normaal,Nee,Herdenkingsboom;,Van belang voor de wijk,Enigszins,8.5,30-1-2012,109277.262,427551.969,4.723827377,51.83468637
Monumentale boom,Tilia platyphyllos,"Grootbladige linde, Zomerlinde",Gemeente,2000,11 - 20 cm,Gazon,1 - Goed,Klasse 2,Opgekroonde boom,Laan,Normaal,Nee,Herdenkingsboom;,Van belang voor de wijk,Enigszins,8.5,30-1-2012,109284.313,427553.974,4.723929406,51.83470497
Monumentale boom,Tilia platyphyllos,"Grootbladige linde, Zomerlinde",Gemeente,2000,11 - 20 cm,Gazon,1 - Goed,Klasse 2,Opgekroonde boom,Laan,Normaal,Nee,Herdenkingsboom;,Van belang voor de wijk,Enigszins,8.5,30-1-2012,109267.892,427559.472,4.723690447,51.83475303
Monumentale boom,Tilia platyphyllos,"Grootbladige linde, Zomerlinde",Gemeente,2000,0 - 10 cm,Gazon,4 - Slecht,Klasse 2,Opgekroonde boom,Laan,Normaal,Nee,Herdenkingsboom;,Van belang voor de wijk,Enigszins,8.5,30-1-2012,109270.146,427552.623,4.723724054,51.83469166
Monumentale boom,Tilia platyphyllos,"Grootbladige linde, Zomerlinde",Gemeente,2000,11 - 20 cm,Gazon,1 - Goed,Klasse 2,Opgekroonde boom,Laan,Normaal,Nee,Herdenkingsboom;,Van belang voor de wijk,Enigszins,8.5,30-1-2012,109274.321,427557.423,4.723783988,51.83473515
Monumentale boom,Pterocarya fraxinifolia,"Gewone vleugelnoot, Kaukasische vleugelnoot",Gemeente,1955,>101 cm,Gazon,1 - Goed,Klasse 2,Opgekroonde boom,Solitair,Zeer,Nee,,Van belang voor de directe omgeving,Normaal,20,12-1-2012,106019.944,427098.115,4.67663579,51.83033067
Monumentale boom,Fagus sylvatica 'Atropunicea',Bruine beuk,Particulier,1933,71 - 80 cm,Gazon,1 - Goed,Klasse 4,Opgekroonde boom,Groep,Zeer,Ja,Boom op lijst van monumentale en waardevolle houtopstand Papendrecht 2008;,Van belang voor de wijk,Niet,15,6-6-2012,106822.428,427163.588,4.688267676,51.83098902
Monumentale boom,Tilia platyphyllos,"Grootbladige linde, Zomerlinde",Gemeente,2000,11 - 20 cm,Gazon,1 - Goed,Klasse 2,Opgekroonde boom,Laan,Normaal,Nee,Herdenkingsboom;,Van belang voor de wijk,Enigszins,8.5,30-1-2012,109260.687,427555.87,4.723586395,51.83472007
Monumentale boom,Tilia platyphyllos,"Grootbladige linde, Zomerlinde",Gemeente,2000,11 - 20 cm,Gazon,1 - Goed,Klasse 2,Opgekroonde boom,Laan,Normaal,Nee,Herdenkingsboom;,Van belang voor de wijk,Enigszins,8.5,30-1-2012,109251.777,427560.455,4.723456524,51.83476055
Monumentale boom,Aesculus hippocastanum,Witte paardenkastanje,Particulier,1910,81 - 100 cm,Open grond,2 - Redelijk,Klasse 2,Opgekroonde boom,Solitair,Zeer,Ja,Boom op lijst van monumentale en waardevolle houtopstand Papendrecht 2008;,Van belang voor de gemeenschap,Niet,24,6-6-2012,106887.959,427191.222,4.68921445,51.83124305
Monumentale boom,Salix alba,"Gewone wilg, Schietwilg, Witte wilg",Particulier,1915,51 - 60 cm,Ruw gras,2 - Redelijk,Klasse 0,Knotboom,Groep,Enigszins,Nee,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Niet,3,6-6-2012,107735.484,426584.131,4.701592133,51.82585908
Monumentale boom,Salix alba,"Gewone wilg, Schietwilg, Witte wilg",Particulier,1915,51 - 60 cm,Ruw gras,2 - Redelijk,Klasse 0,Knotboom,Groep,Enigszins,Nee,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Niet,3,6-6-2012,107732.793,426574.884,4.701554365,51.82577574
Monumentale boom,Salix alba,"Gewone wilg, Schietwilg, Witte wilg",Particulier,1915,51 - 60 cm,Ruw gras,2 - Redelijk,Klasse 0,Knotboom,Groep,Enigszins,Nee,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Niet,3,6-6-2012,107730.661,426567.829,4.701524405,51.82571215
Monumentale boom,Salix alba,"Gewone wilg, Schietwilg, Witte wilg",Particulier,1915,51 - 60 cm,Ruw gras,2 - Redelijk,Klasse 0,Knotboom,Groep,Enigszins,Nee,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Niet,3,6-6-2012,107728.057,426559.736,4.701487742,51.82563919
Monumentale boom,Salix alba,"Gewone wilg, Schietwilg, Witte wilg",Particulier,1915,51 - 60 cm,Ruw gras,2 - Redelijk,Klasse 0,Knotboom,Groep,Enigszins,Nee,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Niet,3,6-6-2012,107727.547,426556.391,4.701480802,51.82560908
Monumentale boom,Salix alba,"Gewone wilg, Schietwilg, Witte wilg",Particulier,1915,51 - 60 cm,Ruw gras,2 - Redelijk,Klasse 0,Knotboom,Groep,Enigszins,Nee,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Niet,3,6-6-2012,107727.031,426554.614,4.70147356,51.82559307
Monumentale boom,Salix alba,"Gewone wilg, Schietwilg, Witte wilg",Particulier,1915,51 - 60 cm,Ruw gras,2 - Redelijk,Klasse 0,Knotboom,Groep,Enigszins,Nee,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Niet,3,6-6-2012,107726.467,426552.852,4.70146562,51.82557718
Monumentale boom,Fraxinus excelsior,Gewone es,Particulier,1960,61 - 70 cm,Open grond,2 - Redelijk,Klasse 1,Opgekroonde boom,Solitair,Zeer,Ja,Boom op lijst van monumentale en waardevolle houtopstand Papendrecht 2008;,Van belang voor de gemeenschap,Niet,14,6-6-2012,106890.437,427203.541,4.689248682,51.83135398
Monumentale boom,Metasequoia glyptostroboides,"Chinese moerascypres, Watercypres",Particulier,1956,81 - 100 cm,Gazon,1 - Goed,Klasse 2,Opgekroonde boom,Solitair,Zeer,Ja,Boom op lijst van monumentale en waardevolle houtopstand Papendrecht 2008;,Van belang voor de wijk,Niet,23,6-6-2012,106817.185,427148.792,4.688193681,51.83085559
Monumentale boom,Fagus sylvatica 'Atropunicea',Bruine beuk,Particulier,1933,71 - 80 cm,Gazon,1 - Goed,Klasse 4,Opgekroonde boom,Groep,Zeer,Ja,Boom op lijst van monumentale en waardevolle houtopstand Papendrecht 2008;,Van belang voor de wijk,Niet,15,6-6-2012,106819.194,427158.449,4.688221478,51.83094255
Monumentale boom,Salix alba,"Gewone wilg, Schietwilg, Witte wilg",Particulier,1915,51 - 60 cm,Ruw gras,2 - Redelijk,Klasse 0,Knotboom,Groep,Enigszins,Nee,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Niet,,6-6-2012,107729.82,426564.531,4.701512658,51.82568243
Monumentale boom,Fagus sylvatica 'Dawyck',Zuilbeuk,Gemeente,1960,51 - 60 cm,Heesterbeplanting,1 - Goed,Klasse 4,Opgekroonde boom,Groep,Zeer,Nee,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeenschap,Groot,20,26-1-2012,107619.945,426675.51,4.699903736,51.82667057
Monumentale boom,Gleditsia triacanthos,Valse christusdoorn,Gemeente,1970,61 - 70 cm,Heesterbeplanting,1 - Goed,Klasse 2,Opgekroonde boom,Groep,Zeer,Ja,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Groot,,25-1-2012,107667.577,426624.647,4.700601606,51.82621747
Monumentale boom,Carpinus betulus,"Gewone haagbeuk, Europese haagbeuk",Gemeente,1950,61 - 70 cm,Heesterbeplanting,1 - Goed,Klasse 2,Opgekroonde boom,Groep,Zeer,Nee,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Groot,,26-1-2012,107644.254,426674.764,4.700256442,51.82666593
Monumentale boom,Salix alba,"Gewone wilg, Schietwilg, Witte wilg",Gemeente,,31 - 40 cm,Heesterbeplanting,1 - Goed,Klasse 0,Knotboom,Groep,Zeer,Ja,,Van belang voor de gemeente,Niet,33,25-1-2012,107617.945,426502.851,4.699898392,51.82511857
Monumentale boom,Fraxinus excelsior 'Pendula',Treures,Gemeente,1970,31 - 40 cm,Gazon,2 - Redelijk,Klasse 3,Opgekroonde boom,Solitair,Enigszins,Nee,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Groot,,25-1-2012,107624.523,426538.506,4.699988917,51.82543959
Monumentale boom,Acer saccharinum,"Witte esdoorn, Zilveresdoorn",Gemeente,1960,71 - 80 cm,Gazon,1 - Goed,Klasse 2,Opgekroonde boom,Groep,Zeer,Ja,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Groot,20,25-1-2012,107615.058,426629.01,4.699839224,51.82625222
Monumentale boom,Quercus robur,"Zomereik, Inlandse eik",Gemeente,1975,31 - 40 cm,Heesterbeplanting,1 - Goed,Klasse 2,Opgekroonde boom,Groep,Zeer,Ja,,Van belang voor de gemeente,Groot,18,25-1-2012,107647.864,426564.381,4.700323926,51.82567414
Monumentale boom,Quercus robur,"Zomereik, Inlandse eik",Gemeente,1975,31 - 40 cm,Heesterbeplanting,1 - Goed,Klasse 2,Opgekroonde boom,Groep,Zeer,Ja,,Van belang voor de gemeente,Groot,18,25-1-2012,107648.821,426565.449,4.700337661,51.82568382
Monumentale boom,Quercus robur,"Zomereik, Inlandse eik",Gemeente,1950,51 - 60 cm,Heesterbeplanting,1 - Goed,Klasse 2,Opgekroonde boom,Groep,Niet,Nee,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Groot,25,25-1-2012,107640.411,426577.879,4.700213973,51.82579482
Monumentale boom,Platanus x hispanica,Gewone plataan,Gemeente,1950,81 - 100 cm,Heesterbeplanting,1 - Goed,Klasse 2,Opgekroonde boom,Groep,Zeer,Ja,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Groot,26,25-1-2012,107646.41,426576.418,4.700301187,51.8257822
Monumentale boom,Acer platanoides,Noorse esdoorn,Gemeente,1950,61 - 70 cm,Heesterbeplanting,1 - Goed,Klasse 1,Opgekroonde boom,Groep,Niet,Nee,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Groot,,25-1-2012,107657.833,426595.395,4.700464277,51.82595373
Monumentale boom,Platanus x hispanica,Gewone plataan,Gemeente,1950,81 - 100 cm,Heesterbeplanting,1 - Goed,Klasse 2,Opgekroonde boom,Groep,Zeer,Ja,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Groot,26,25-1-2012,107661.083,426605.079,4.700510091,51.82604104
Monumentale boom,Quercus robur,"Zomereik, Inlandse eik",Gemeente,1970,31 - 40 cm,Heesterbeplanting,1 - Goed,Klasse 2,Opgekroonde boom,Groep,Zeer,Ja,,Van belang voor de gemeente,Groot,15,25-1-2012,107676.014,426651.196,4.70072035,51.8264568
Monumentale boom,Fagus sylvatica,"Gewone beuk, Groene beuk",Gemeente,1950,71 - 80 cm,Gazon,1 - Goed,Klasse 3,Opgekroonde boom,Groep,Zeer,Ja,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Groot,24,25-1-2012,107680.768,426665.571,4.700787339,51.82658641
Monumentale boom,Tilia x europaea,"Gewone linde, Hollandse linde",Gemeente,1970,51 - 60 cm,Heesterbeplanting,2 - Redelijk,Klasse 2,Opgekroonde boom,Groep,Normaal,Nee,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Groot,,26-1-2012,107653.627,426703.478,4.700388465,51.82692481
Monumentale boom,Fagus sylvatica 'Dawyck',Zuilbeuk,Gemeente,1960,51 - 60 cm,Heesterbeplanting,1 - Goed,Klasse 4,Opgekroonde boom,Groep,Zeer,Nee,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeenschap,Groot,20,26-1-2012,107613.602,426655.827,4.699814428,51.82649313
Monumentale boom,Salix x sepulcralis 'Chrysocoma',(Gele) treurwilg,Gemeente,1960,81 - 100 cm,Heesterbeplanting,1 - Goed,Klasse 2,Gekandelaberde boom,Groep,Zeer,Ja,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Groot,18,25-1-2012,107629.92,426504.015,4.700071925,51.82513005
Monumentale boom,Taxodium distichum,Moerascipres,Gemeente,1960,71 - 80 cm,Heesterbeplanting,1 - Goed,Klasse 2,Opgekroonde boom,Groep,Normaal,Nee,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeenschap,Groot,26,26-1-2012,107626.013,426682.804,4.699990753,51.82673665
Monumentale boom,Fagus sylvatica 'Dawyck',Zuilbeuk,Gemeente,1970,51 - 60 cm,Heesterbeplanting,1 - Goed,Klasse 4,Opgekroonde boom,Groep,Zeer,Nee,,Van belang voor de gemeenschap,Groot,20,26-1-2012,107632.094,426697.058,4.700077005,51.82686528
Monumentale boom,Fagus sylvatica,"Gewone beuk, Groene beuk",Gemeente,1950,51 - 60 cm,Heesterbeplanting,1 - Goed,Klasse 3,Opgekroonde boom,Groep,Zeer,Ja,,Van belang voor de gemeente,Groot,17,25-1-2012,107636.329,426578.397,4.700154693,51.82579913
Monumentale boom,Acer platanoides,Noorse esdoorn,Gemeente,1960,51 - 60 cm,Heesterbeplanting,1 - Goed,Klasse 1,Opgekroonde boom,Groep,Zeer,Nee,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Groot,,26-1-2012,107640.742,426665.073,4.700206828,51.82657853
Monumentale boom,Carpinus betulus,"Gewone haagbeuk, Europese haagbeuk",Gemeente,1950,61 - 70 cm,Heesterbeplanting,1 - Goed,Klasse 2,Opgekroonde boom,Groep,Zeer,Ja,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Groot,18,25-1-2012,107661.135,426623.226,4.70050836,51.82620415
Monumentale boom,Crataegus,Meidoorn,Gemeente,1970,31 - 40 cm,Heesterbeplanting,2 - Redelijk,Klasse 3,Opgekroonde boom,Groep,Zeer,Ja,,Van belang voor de gemeente,Groot,9,25-1-2012,107673.34,426642.166,4.7006828,51.82637542
Monumentale boom,Fagus sylvatica,"Gewone beuk, Groene beuk",Gemeente,1950,61 - 70 cm,Heesterbeplanting,2 - Redelijk,Klasse 3,Opgekroonde boom,Groep,Zeer,Nee,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Groot,,26-1-2012,107667.979,426692.115,4.700598199,51.82682389
Monumentale boom,Fagus sylvatica 'Dawyck',Zuilbeuk,Gemeente,1970,51 - 60 cm,Heesterbeplanting,1 - Goed,Klasse 4,Opgekroonde boom,Groep,Zeer,Nee,,Van belang voor de gemeenschap,Groot,20,26-1-2012,107635.378,426703.332,4.70012378,51.82692194
Monumentale boom,Taxus baccata,"Gewone taxus, Venijnboom",Gemeente,1970,41 - 50 cm,Gazon,1 - Goed,Klasse 2,Natuurlijk,Groep,Zeer,Ja,Boom in bestemmingsplannen Papendrecht;,Van belang voor de gemeente,Groot,13,25-1-2012,107670.955,426634.149,4.700649303,51.82630316
Monumentale boom,Tilia x europaea 'Euchlora',Krimlinde,Gemeente,1950,31 - 40 cm,Heesterbeplanting,1 - Goed,Klasse 3,Opgekroonde boom,Groep,Zeer,Ja,,Van belang voor de gemeente,Groot,22,25-1-2012,107679.356,426660.338,4.700767574,51.82653925
Monumentale boom,Tilia x europaea,"Gewone linde, Hollandse linde",Particulier,1935,21 - 30 cm,Halfverharding,1 - Goed,Klasse 2,Leiboom,Solitair,Normaal,Ja,Boom op lijst van monumentale en waardevolle houtopstand Papendrecht 2008;,Van belang voor de gemeente,Niet,,8-6-2012,107687.833,426407.779,4.700925099,51.82427001
