Nummer;Naam locatie;Adres;Toevoeging;Postcode;Mobiel stembureau;Stadsdeel;Wijk;Buurt;Rolstoel toegankelijkheid;Aangepaste openingstijden;X;Y;LONG;LAT;COUNTER
110;HFCC Racing;DE WERF 64;;2544 EK;Nee;Loosduinen;Loosduinen;Kerketuinen en Zichtenburg;nee;;76432.041;451096.245;4.241976711019921;52.04261373499323;11
111;Parnassiagroep/Reakt;PLATINAWEG 20;;2544 EZ;Nee;Loosduinen;Loosduinen;Kerketuinen en Zichtenburg;ja;;77293.083;452013.832;4.254316482949076;52.05098114532592;12
287;SBS ('s-Gravenhaagsche Bridgeschool);KERKETUINENWEG 45;;2544 CV;Nee;Loosduinen;Loosduinen;Kerketuinen en Zichtenburg;ja, er is een oprit nodig;;77335.229;451893.435;4.254958178785032;52.04990508670955;13
850;Stemtram (lijn 9);MEPPELWEG 1391;;2544 CX;Ja;Loosduinen;Loosduinen;Kerketuinen en Zichtenburg;ja;09.00 - 17.00;76929.195;451120.513;4.249216439688928;52.042902062667174;14
112;Koos Meindertsschool;C.A. VAN BEVERENSTRAAT 40;ingang gymlokaal;2552 HW;Nee;Loosduinen;Loosduinen;Houtwijk;ja, er is een oprit nodig;;76636.308;451909.912;4.24476702646562;52.049954777725425;15
113;Koos Meindertsschool;C.A. VAN BEVERENSTRAAT 40;ingang gymlokaal;2552 HW;Nee;Loosduinen;Loosduinen;Houtwijk;ja, er is een oprit nodig;;76636.308;451909.912;4.24476702646562;52.049954777725425;16
114;WZH Nieuw Berkendael;BURGEMEESTER WALDECKSTRAAT 80;;2552 TX;Nee;Loosduinen;Loosduinen;Houtwijk;ja;;76740.876;452375.778;4.246184489219478;52.05415611917864;17
117;Florence Woonzorgcentrum Houthaghe;TOON DUPUISSTRAAT 10;;2552 SB;Nee;Loosduinen;Loosduinen;Houtwijk;ja;;77121.184;452515.685;4.251696444516676;52.055466990531;18
118;Verpleeghuis Houtwijk;ARCHITECT DUIKERSTRAAT 19;;2552 ZV;Nee;Loosduinen;Loosduinen;Houtwijk;ja;;77483.394;452466.353;4.256987831906517;52.05507444782557;19
132;Centrum Bokkefort;DR. H.E. VAN GELDERLAAN 260;-262, ingang achterzijde gebouw;2552 KW;Nee;Loosduinen;Loosduinen;Houtwijk;ja, er is een oprit nodig;;77056.847;452327.076;4.250801592093604;52.05376298373576;20
106;WoonZorgPark Loosduinen;WILLEM III STRAAT 36;;2552 BR;Nee;Loosduinen;Loosduinen;Kom Loosduinen;ja;;75942.942;452087.486;4.234619554140374;52.05145209406213;21
136;Wijkcentrum Het Eiland;MELODIESTRAAT 6;;2553 VK;Nee;Loosduinen;Loosduinen;Kom Loosduinen;ja, er is een oprit nodig;;75626.164;452469.597;4.22991332874545;52.05484068931215;22
140;Hofstad Lyceum;COLIJNPLEIN 9;;2555 HA;Nee;Loosduinen;Waldeck;Rosenburg;ja, er is een oprit nodig;;76764.384;453673.725;4.246229842184323;52.06582359602636;23
317;Sporthal Loosduinen;GROEN VAN PRINSTERERLAAN 500;;2555 LZ;Nee;Loosduinen;Waldeck;Rosenburg;ja, er is een oprit nodig;;76754.531;453319.778;4.246167283941539;52.0626414192992;24
345;Verpleeghuis Quintus;NECTARINESTRAAT 11;;2552 LZ;Nee;Loosduinen;Waldeck;Rosenburg;ja;;76912.847;452998.683;4.248548954061388;52.05977819575568;25
349;Hvv RAS;ALBARDASTRAAT 15;;2555 XP;Nee;Loosduinen;Waldeck;Rosenburg;ja, er is een oprit nodig;;77009.605;453340.642;4.249881503092856;52.06286488212122;26
351;Verpleeghuis Dorestad;PASSIEVRUCHTSTRAAT 2;;2552 BJ;Nee;Loosduinen;Waldeck;Rosenburg;;09:00-17:00;77130.948;453250.399;4.251671274716134;52.062070970058066;27
352;Verpleeghuis Nolenshaghe;MGR. NOLENSLAAN 22;;2555 XZ;Nee;Loosduinen;Waldeck;Rosenburg;ja;09:00-17:00;76740.727;453407.813;4.245945845535231;52.06343060625346;28
127;Cardia Woonzorgcentrum Tabitha;MOZARTLAAN 280;;2555 KZ;Nee;Loosduinen;Waldeck;Waldeck-noord;ja;;75622.434;453037.706;4.229726932702287;52.05994551320075;29
131;Serviceflat Dekkershaghe;AALTJE NOORDEWIERSTRAAT 12;ingang Mozartlaan;2551 GA;Nee;Loosduinen;Waldeck;Waldeck-noord;ja, er is een oprit nodig;;75824.966;453093.693;4.232666681860591;52.060477623739665;30
122;Tuincentrum Onings;MOZARTLAAN 10;;2555 JL;Nee;Loosduinen;Waldeck;Nieuw Waldeck;ja;;76413.851;453432.603;4.241174207620696;52.0636071132313;31
125;Wijkcentrum De Geest;GEORGES BIZETSTRAAT 25;;2551 ZC;Nee;Loosduinen;Waldeck;Nieuw Waldeck;ja;;76389.731;452941.375;4.240935606561038;52.05918921934051;32
126;Florence WZC Wijndaelercentrum;CATHARINA VAN RENNESSTRAAT 8;;2551 GM;Nee;Loosduinen;Waldeck;Nieuw Waldeck;ja;;76163.453;453186.392;4.237580174186102;52.06135893900841;33
134;Middin AC Waldeck;BILLIE HOLIDAYSTRAAT 100;;2551 WK;Nee;Loosduinen;Waldeck;Nieuw Waldeck;ja;;76174.796;452898.156;4.237812075993333;52.05877029163145;34
204;OBS De Gelderlandschool;NIJKERKLAAN 9;;2573 BA;Nee;Escamp;Rustenburg en Oostbroek;Oostbroek-zuid;ja, er is een oprit nodig;;79265.167;453426.557;4.282749023531495;52.06394990523514;35
212;OBS De la Reyschool Voorthuizenstraat;VOORTHUIZENSTRAAT 245;;2573 AH;Nee;Escamp;Rustenburg en Oostbroek;Oostbroek-zuid;ja, er is een oprit nodig;;79185.347;453560.341;4.281555496520213;52.06514126466377;36
206;Middin Steinmetz de Compaan;WEESPERSTRAAT 87;;2574 VS;Nee;Escamp;Rustenburg en Oostbroek;Rustenburg;ja;;78861.968;453648.882;4.2768205794713605;52.065892605095264;37
211;Musicon;SOESTDIJKSEKADE 345;;2574 AL;Nee;Escamp;Leyenburg;Leyenburg;ja, er is een oprit nodig;;78600.39600000001;453262.503;4.273093002977504;52.062384327609436;38
213;Sportzaal Andre Castens;RENSWOUDELAAN 47;;2546 XE;Nee;Escamp;Leyenburg;Leyenburg;ja, er is een oprit nodig;;78894.03;453033.183;4.2774253063325665;52.060363912368835;39
215;CBS De Ark;MAARSBERGENSTRAAT 169C;;2546 SP;Nee;Escamp;Leyenburg;Leyenburg;ja, er is een oprit nodig;;78438.734;452613.257;4.270881506578039;52.056527443137405;40
219;WoonZorgPark Swaenesteijn;NIEUWENDAMLAAN 1;;2547 JG;Nee;Escamp;Leyenburg;Leyenburg;ja;;77916.057;453366.729;4.263091814309806;52.06322617905089;41
221;WoonZorgPark Swaenehove;HEILOOSTRAAT 296;;2547 KX;Nee;Escamp;Leyenburg;Leyenburg;ja;;78270.114;453157.556;4.268301066494441;52.06139555930188;42
278;Haga Ziekenhuis;ELS BORST-EILERSPLEIN 275;;2545 AA;Nee;Escamp;Leyenburg;Leyenburg;ja;;77955.889;452631.558;4.263838420294533;52.05662498453168;43
292;Centrum Rumoer;HOOGKARSPELSTRAAT 68A;;2547 LP;Nee;Escamp;Leyenburg;Leyenburg;ja;;78229.548;453439.62;4.267646214073271;52.063924756031014;44
299;Wijkberaad Leyenburg;HOOGKARSPELSTRAAT 85;;2547 LK;Nee;Escamp;Leyenburg;Leyenburg;ja, er is een oprit nodig;;78192.834;453454.035;4.2671076626737445;52.06404921000256;45
225;Wijkcentrum Bouwlust;EEKHOORNRADE 215;;2544 VS;Nee;Escamp;Bouwlust;Venen, Oorden en Raden;ja;;77559.914;451258.01;4.258377151372999;52.044226172583905;46
227;RKBS De Zuidwester;MARTERRADE 312;;2544 ME;Nee;Escamp;Bouwlust;Venen, Oorden en Raden;ja, er is een oprit nodig;;77516.077;451375.41000000003;4.257711654124778;52.04527508181618;47
228;Verpleeghuis De Lozerhof;RANDVEEN 64;;2544 RP;Nee;Escamp;Bouwlust;Venen, Oorden en Raden;ja;;77052.64600000001;450705.601;4.251110169058885;52.03919076256794;48
229;Florence Expertisecentrum Gulden Huis;STEENHOUWERSGAARDE 1;;2542 AA;Nee;Escamp;Bouwlust;Dreven en Gaarden;ja, er is een oprit nodig;;78447.605;450933.194;4.2713871974934206;52.04143044915549;49
231;Centrum Carel van den Oever;SCHRIJNWERKERSGAARDE 3;;2542 TP;Nee;Escamp;Bouwlust;Dreven en Gaarden;ja;;78615.303;450661.515;4.27389179696622;52.03901207899259;50
232;SBO De Springplank;PACHTERSDREEF 3;ingang Beresteinlaan;2542 XH;Nee;Escamp;Bouwlust;Dreven en Gaarden;ja, er is een oprit nodig;;77946.719;450164.362;4.264260959386406;52.034451795469025;51
235;Verpleeghuis Vrederust-West;SCHUTTERSDREEF 125;;2542 XA;Nee;Escamp;Bouwlust;Dreven en Gaarden;ja;;77727.789;450251.744;4.261051208911295;52.035206603567445;52
234;Blokpoelschool;HAARDSTEDE 1;;2543 VS;Nee;Escamp;Bouwlust;Zijden, Steden en Zichten;ja, er is een oprit nodig;;77600.005;450724.166;4.259082311860612;52.03943428783324;53
281;ISV Kameleon;VELDZICHT 20;;2543 RT;Nee;Escamp;Bouwlust;Zijden, Steden en Zichten;ja;;78190.773;451060.302;4.2676157759628275;52.04253720493345;54
239;Stadsdeelkantoor Escamp;LEYWEG 813;;2545 HA;Nee;Escamp;Morgenstond;Morgenstond-zuid;ja;;79085.097;451308.585;4.280594148830037;52.044891651936055;55
242;Ontmoetingscentrum Morgenstond;1E EELDEPAD 3;;2541 JG;Nee;Escamp;Morgenstond;Morgenstond-zuid;ja;;78740.566;451129.436;4.275612803089638;52.04323439861299;56
244;AC Sparring - Gemiva SVG Groep;LEYWEG 1452;;2545 HP;Nee;Escamp;Morgenstond;Morgenstond-zuid;ja;;79329.852;451115.257;4.28420410042329;52.04318773023905;57
280;OBS De Wissel;STEENWIJKLAAN 10;;2541 RL;Nee;Escamp;Morgenstond;Morgenstond-zuid;ja, er is een oprit nodig;;79442.759;451365.675;4.285794231918144;52.04545357294175;58
246;ROC Mondriaan;ZUIDLARENSTRAAT 10;;2545 VX;Nee;Escamp;Morgenstond;Morgenstond-west;ja;;78287.987;451945.509;4.268833836476311;52.05050575268139;59
277;OBS De Drentse Hoek;OOSTERHESSELENSTRAAT 586;;2545 SL;Nee;Escamp;Morgenstond;Morgenstond-west;ja;;78465.112;451519.094;4.271511140208066;52.04669817762609;60
217;Tamarschool;FLUITENBERGSTRAAT 6;;2545 NL;Nee;Escamp;Morgenstond;Morgenstond-oost;ja;;78994.73300000001;451942.277;4.2791362149965515;52.05057408140111;61
236;Parkoers Stichting VTV;MARIE HEINENWEG 3;;2533 SX;Nee;Escamp;Zuiderpark;Zuiderpark;ja;;79098.713;452366.433;4.2805576215448315;52.05440010132436;62
291;Vereniging Jeugd en Paard de Eendenkooi;MARIE HEINENWEG 6;;2533 SX;Nee;Escamp;Zuiderpark;Zuiderpark;ja;;79119.44;452166.363;4.280904205367045;52.05260496757906;63
564;Sportcampus Zuiderpark;MR. P. DROOGLEEVER FORTUYNWEG 22;;2533 SR;Nee;Escamp;Zuiderpark;Zuiderpark;ja;;79654.735;452579.503;4.288616032281834;52.056390782502724;64
254;Woonzorgcentrum Moerwijk;TWICKELSTRAAT 120;;2531 RB;Nee;Escamp;Moerwijk;Moerwijk-oost;ja;;80899.789;451799.852;4.306935783910138;52.04955212465795;65
259;Wijkcentrum Moerwijk;PIETER LANGENDIJKSTRAAT 77;;2533 TG;Nee;Escamp;Moerwijk;Moerwijk-west;ja;;80058.148;451794.74;4.294669191813692;52.049393019376055;66
275;Roemer Visscher College;ROEMER VISSCHERSTRAAT 106;;2533 VG;Nee;Escamp;Moerwijk;Moerwijk-west;ja;;79850.944;452020.486;4.291599363571169;52.0513936853798;67
233;PartyCentrum Ons Huis;BEATRIJSSTRAAT 120;;2531 XE;Nee;Escamp;Moerwijk;Moerwijk-noord;ja, er is een oprit nodig;;80399.334;452537.564;4.299480090099803;52.056114631319886;68
276;SCSV De Ster;BRINCKERINCKSTRAAT 71;;2531 VE;Nee;Escamp;Moerwijk;Moerwijk-noord;nee;;80643.148;452411.225;4.303061936980775;52.05501202248323;69
296;Hart van Moerwijk;GUNTERSTEINWEG 377;;2531 KA;Nee;Escamp;Moerwijk;Moerwijk-zuid;ja;;80156.683;451201.575;4.296235326646796;52.04407570099754;70
293;S.V. Wateringse Veld Kranenburg;GUIDO DE MOORSTRAAT 35;;2548 ZS;Nee;Escamp;Wateringse Veld;Zonne Veld;;;80053.994;448097.988;4.295418736894043;52.01617056350867;71
261;Verzorgingshuis Waterhof;POLANENHOF 130;;2548 MC;Nee;Escamp;Wateringse Veld;Erasmus Veld;ja;;79634.198;451127.467;4.288636898831419;52.04333892000933;72
262;Maria Montessorischool;ZEVENWOUDENLAAN 197;;2548 NT;Nee;Escamp;Wateringse Veld;Hoge Veld;ja, er is een oprit nodig;;79921.554;450081.887;4.293054397987022;52.033981530833145;73
265;RKBS De Fontein;LAAN VAN WATERINGSE VELD 462;;2548 CK;Nee;Escamp;Wateringse Veld;Hoge Veld;ja, er is een oprit nodig;;79505.481;449837.209;4.287045873439479;52.03172617502264;74
266;RKBS De Fontein;LAAN VAN WATERINGSE VELD 462;;2548 CK;Nee;Escamp;Wateringse Veld;Hoge Veld;ja;;79505.481;449837.209;4.287045873439479;52.03172617502264;75
268;WZH Hoge Veld;LAAN VAN WATERINGSE VELD 222;;2548 CG;Nee;Escamp;Wateringse Veld;Hoge Veld;ja;;79413.003;450013.277;4.285659547027025;52.0332958573032;76
270;CBS De Gantel;LAAN VAN WATERINGSE VELD 925;;2548 BR;Nee;Escamp;Wateringse Veld;Parkbuurt Oosteinde;ja, er is een oprit nodig;;79686.02;449215.758;4.289813172227765;52.026165886676665;77
286;Stadsboerderij Op den Dijk;BOVENDIJK 141;-143;2548 AX;Nee;Escamp;Wateringse Veld;Parkbuurt Oosteinde;ja, er is een oprit nodig;;80349.307;449268.041;4.29946475738342;52.026725419038094;78
307;OBS De Zonnebloem;HYACINTHWEG 5;;2565 RE;Nee;Segbroek;Bomen- en Bloemenbuurt;Bloemenbuurt-west;ja, er is een oprit nodig;;77226.792;454435.782;4.25279862457326;52.07273702738048;79
316;Florence Woonzorgcentrum Uitzicht;ZONNEBLOEMSTRAAT 383;;2565 RW;Nee;Segbroek;Bomen- en Bloemenbuurt;Bloemenbuurt-west;ja;;77253.662;454642.319;4.253143428609134;52.07459686906511;80
304;SBO De Bonte Vlinder;AUCUBASTRAAT 3;;2565 XD;Nee;Segbroek;Bomen- en Bloemenbuurt;Bloemenbuurt-oost;ja, er is een oprit nodig;;78153.813;454759.651;4.266244791307411;52.07577692195183;81
305;Wijkcentrum Eltheto;AZALEAPLEIN 2;;2565 CE;Nee;Segbroek;Bomen- en Bloemenbuurt;Bloemenbuurt-oost;ja;;77867.33;454551.551;4.2621136558788955;52.07386697619305;82
308;Wijkcentrum De Hyacint;ANEMOONSTRAAT 25;;2565 DD;Nee;Segbroek;Bomen- en Bloemenbuurt;Bloemenbuurt-oost;ja;;77687.818;454774.463;4.259445203116205;52.07584517503736;83
301;Zorghuis Dr. W. Drees;MORSESTRAAT 19;;2517 PM;Nee;Segbroek;Bomen- en Bloemenbuurt;Bomenbuurt;ja;;78732.734;455438.282;4.274536312693535;52.08195557899998;84
310;Christelijk College De Populier;POPULIERSTRAAT 109;ingang Cypresstraat, naast nr. 1;2565 MK;Nee;Segbroek;Bomen- en Bloemenbuurt;Bomenbuurt;nee;;78447.696;455302.231;4.2704091622007025;52.08069360226557;85
311;OBS Houtrust;NACHTEGAALPLEIN 19A;;2566 JP;Nee;Segbroek;Vogelwijk;Vogelwijk;ja, er is een oprit nodig;;77950.652;455625.938;4.26308618369275;52.08353369953652;86
343;O.G. Heldringschool;IJSVOGELPLEIN 10;ingang Fazantplein;2566 VS;Nee;Segbroek;Vogelwijk;Vogelwijk;ja;;77483.455;455400.254;4.256322528091094;52.08144035381809;87
348;Svv Scheveningen;LAAN VAN POOT 38C;;2566 EC;Nee;Segbroek;Vogelwijk;Vogelwijk;ja;;78267.478;455846.607;4.267658052511775;52.08556077014716;88
314;Huize Eykenburg;KRUISBESSENSTRAAT 12;;2564 VD;Nee;Segbroek;Vruchtenbuurt;Vruchtenbuurt;ja;;77823.175;454336.618;4.261518313287245;52.071929299416276;89
323;CBS De Vliermeent;VLIERBOOMSTRAAT 362;;2564 HT;Nee;Segbroek;Vruchtenbuurt;Vruchtenbuurt;ja, er is een oprit nodig;;77794.603;454089.305;4.261157583709697;52.06970280389737;90
340;Stichting Wijkberaad Vruchtenbuurt;ABRIKOZENSTRAAT 207;;2564 VP;Nee;Segbroek;Vruchtenbuurt;Vruchtenbuurt;nee;;77347.154;453915.331;4.254672301854952;52.06807681665696;91
328;De Goede Herder Kapel;MEIDOORNSTRAAT 9;;2563 GD;Nee;Segbroek;Valkenboskwartier;Heesterbuurt;ja, er is een oprit nodig;;78647.587;453989.459;4.273618482420378;52.06892375503286;92
341;Wijkcentrum 't Lindenkwadrant;2E BRAAMSTRAAT 9;;2563 HJ;Nee;Segbroek;Valkenboskwartier;Heesterbuurt;ja;;78331.83;454394.189;4.2689231599881605;52.072517313051335;93
325;Florence Woonzorgcentrum Jonker Frans;NEWTONPLEIN 100;;2562 JZ;Nee;Segbroek;Valkenboskwartier;Valkenboskwartier;ja;;79036.478;454417.89;4.27919401701339;52.0728273986847;94
326;Stichting Federatie Eekta;BOYLESTRAAT 20;;2563 EK;Nee;Segbroek;Valkenboskwartier;Valkenboskwartier;ja, er is een oprit nodig;;78731.348;454294.223;4.2747718046273935;52.0716741100419;95
327;Bibliotheek Segbroek;WEIMARSTRAAT 353;;2562 HL;Nee;Segbroek;Valkenboskwartier;Valkenboskwartier;ja;;78726.64600000001;454367.271;4.274686911121539;52.07232992117222;96
306;Partycentrum Het Drieluik;KEPPLERSTRAAT 59;;2562 VG;Nee;Segbroek;Regentessekwartier;Koningsplein e.o.;ja;;79388.992;454864.127;4.28424;52.07689;97
333;Dienstencentrum Copernicus;DAGUERRESTRAAT 16;;2561 TT;Nee;Segbroek;Regentessekwartier;Koningsplein e.o.;ja;;79338.018;455008.831;4.283460496697176;52.078179278184486;98
303;OBS De Klimop;CARTESIUSSTRAAT 2;-4;2562 SK;Nee;Segbroek;Regentessekwartier;Rond de Energiecentrale;ja, er is een oprit nodig;;79466.95300000001;454557.304;4.28544098732678;52.07413914408149;99
339;Verpleeghuis Het Zamen;ESPERANTOSTRAAT 12;;2518 LH;Nee;Segbroek;Regentessekwartier;Rond de Energiecentrale;ja;;79942.413;454607.856;4.292363948353434;52.07465808015377;100
555;D'ROEM;JOSEPH LEDELSTRAAT 52;;2518 KM;Nee;Segbroek;Regentessekwartier;Rond de Energiecentrale;ja;;79808.141;454948.843;4.290330576190406;52.077704217070554;101
402;Bewonersver. Noordelijk Scheveningen;GENTSESTRAAT 22A;;2587 HT;Nee;Scheveningen;Belgisch Park;Belgisch Park;ja;;79767.148;458726.985;4.288898939231559;52.11165159477382;102
403;Verpleeghuis De Eshoeve;DOORNIKSESTRAAT 150;;2587 AZ;Nee;Scheveningen;Belgisch Park;Belgisch Park;ja;;80610.818;458240.056;4.30131965564283;52.10738980195833;103
420;Willem de Zwijgerschool;GENTSESTRAAT 124;;2587 HZ;Nee;Scheveningen;Belgisch Park;Belgisch Park;nee;;80259.713;458548.855;4.296127597894228;52.11011756221265;104
436;Bowling Scheveningen;GEVERS DEYNOOTWEG 990;/2;2586 BZ;Nee;Scheveningen;Belgisch Park;Belgisch Park;ja;;79377.507;458978.429;4.283155854040316;52.11385810739893;105
443;Brasserie Palace;GEVERS DEYNOOTWEG 990;/31;2586 BZ;Nee;Scheveningen;Belgisch Park;Belgisch Park;ja;;79377.507;458978.429;4.283155854040316;52.11385810739893;106
450;De Pier;STRANDWEG 150;-154;2586 JW;Nee;Scheveningen;Belgisch Park;Belgisch Park;ja;;79126.389;459350.905;4.27940733527295;52.11717102407837;107
449;Korfbalvereniging KVS;CREMERWEG 2;;2597 LS;Nee;Scheveningen;Westbroekpark en Duttendel;Westbroekpark;ja;;80138.435;457659.503;4.294552867994575;52.1021088491638;108
455;Rudolf Steiner Zorg;NIEUWE PARKLAAN 58;;2597 LD;Nee;Scheveningen;Westbroekpark en Duttendel;Westbroekpark;;09:00 - 17:00;80216.229;457648.408;4.295690556670823;52.10201966028021;109
405;Woonzorgcentrum Oldeslo;MAURITS DE BRAUWWEG 18;, ingang Gerrit Kasteinweg;2597 KE;Nee;Scheveningen;Westbroekpark en Duttendel;Duttendel;ja;;80953.908;458165.45;4.306343214773536;52.106765360542845;110
408;OBS Het Volle Leven;RIJSLAG 21;;2587 BB;Nee;Scheveningen;Scheveningen;Rijslag;ja, er is een oprit nodig;;79486.276;458148.898;4.284927429865693;52.106418265358755;111
411;Stichting Cardia-Duinrust, Thuishaven;NEPTUNUSSTRAAT 1;;2586 GP;Nee;Scheveningen;Scheveningen;Rijslag;ja;;79230.427;458167.225;4.281189383765768;52.106547987710485;112
441;De Nieuwe Haven;ZWAARDSTRAAT 53;;2584 TP;Nee;Scheveningen;Scheveningen;Oud Scheveningen;nee;;78870.34;457645.014;4.276050782058917;52.10180564367346;113
456;Blauwe Loods;KRANENBURGWEG 203;;2583ER;Nee;Scheveningen;Scheveningen;Vissershaven;;;77880.091;457027.112;4.261740034191117;52.09611569044064;114
410;Muzee Scheveningen;NEPTUNUSSTRAAT 90;-92;2586 GT;Nee;Scheveningen;Scheveningen;Scheveningen Badplaats;ja, er is een oprit nodig;;79349.217;458333.296;4.2828861860012495;52.10805666259147;115
445;Stadsboerderij 't Waaygat;HAVENKADE 75;;2586 TW;Nee;Scheveningen;Scheveningen;Scheveningen Badplaats;ja, er is een oprit nodig;;79171.29000000001;458208.239;4.280317182502188;52.106908464507804;116
452;Kurhaus;GEVERS DEYNOOTPLEIN 30;, ingang aan de boulevard;2586 CK;Nee;Scheveningen;Scheveningen;Scheveningen Badplaats;;;79304.166;458881.436;4.282106862223653;52.11297643636202;117
407;Buurtcentrum Kommunika;JURRIAAN KOKSTRAAT 177;;2586 SH;Nee;Scheveningen;Scheveningen;Visserijbuurt;ja;;78915.757;457947.252;4.27664606655417;52.104527992212525;118
412;Wijkcentrum Het Kalhuis;BADHUISSTRAAT 177;;2584 HH;Nee;Scheveningen;Scheveningen;Visserijbuurt;ja;;79077.14199999999;457831.435;4.279027092259053;52.10350935312811;119
453;Huize Royal / Royal Rustique;RUSTHOEKSTRAAT 38;;2584 CV;Nee;Scheveningen;Scheveningen;Visserijbuurt;ja;09:00-17:00;79205.745;457629.831;4.280948696943748;52.10171523899344;120
457;Respect, Prins Willemhof;HOGE PRINS WILLEMSTRAAT 12;;2584 HZ;Nee;Scheveningen;Scheveningen;Visserijbuurt;;09:00-17:00;78990.522;457828.016;4.277763768893098;52.10346673663067;121
418;CBS De Meerpaal;TESSELSESTRAAT 75;;2583 JH;Nee;Scheveningen;Duindorp;Duindorp;ja, er is een oprit nodig;;77736.44;456386.136;4.259789281655244;52.09033545683841;122
419;Wijkcentrum Het Trefpunt;TESSELSESTRAAT 71;;2583 JH;Nee;Scheveningen;Duindorp;Duindorp;ja;;77738.768;456472.943;4.259803576212492;52.09111588247355;123
425;Deutsche Internationale Schule;VAN BLEISWIJKSTRAAT 125;;2582 LB;Nee;Scheveningen;Geuzen- en Statenkwartier;Statenkwartier;ja;;79176.661;456839.385;4.280700111547935;52.094607792047604;124
427;SBO Het Mozaïek;VAN DEN EYNDESTRAAT 24;;2582 EC;Nee;Scheveningen;Geuzen- en Statenkwartier;Statenkwartier;ja, er is een oprit nodig;;78855.344;456260.059;4.276141293875455;52.089357483076874;125
433;Revalidatie en behandelcentrum Mechropa;SCHEVENINGSEWEG 96;;2584 AC;Nee;Scheveningen;Geuzen- en Statenkwartier;Statenkwartier;ja;;79174.437;457450.857;4.28053164219069;52.10010257388491;126
447;Het Couvéehuis;FRANKENSLAG 137;;2582 HJ;Nee;Scheveningen;Geuzen- en Statenkwartier;Statenkwartier;ja;;78828.976;457031.898;4.275584180330565;52.09629010038119;127
454;Respect, Bosch en Duin;SCHEVENINGSEWEG 76;;2517 KZ;Nee;Scheveningen;Geuzen- en Statenkwartier;Statenkwartier;;09:00-17:00;79310.143;457267.251;4.282552688003812;52.098471146933356;128
805;Boekhandel Paagman;FREDERIK HENDRIKLAAN 217;;2582 CB;Nee;Scheveningen;Geuzen- en Statenkwartier;Statenkwartier;ja;09:00-21:00;78730.499;456447.514;4.274278023586183;52.091024889087166;129
822;Boekhandel Paagman;FREDERIK HENDRIKLAAN 217;;2582 CB;Nee;Scheveningen;Geuzen- en Statenkwartier;Statenkwartier;ja;09:00-21:00;78730.499;456447.514;4.274278023586183;52.091024889087166;130
423;Wijkgebouw Thabor;VAN BOETZELAERLAAN 286;;2581 BC;Nee;Scheveningen;Geuzen- en Statenkwartier;Geuzenkwartier;ja;;78463.353;456930.907;4.270272019581771;52.09533209341767;131
430;De Oranjeschool;WESTDUINWEG 127;ingang Burgemeester van der Werffstraat;2583 AA;Nee;Scheveningen;Geuzen- en Statenkwartier;Geuzenkwartier;ja, er is een oprit nodig;;78395.331;456897.638;4.269287002544763;52.09502370715837;132
