objectid;globalid;CreationDate;EditDate;locatie_omschrijving;voldoet_aan_standaard_maat_35_x;aantal_plaatsen;aantal_plaatsen_other;parkeersensor;limiet_van_tijd;limiet_tot_tijd;gratis_parkeren_met_europeese_v;opmerking;gemeente;cbs_gemeentecode;limiet_van_dag_van;limiet_van_dag_tot;grenst_dit_verkeersbord_aan_de_parkeerplaats;is_het_vak_duidelijk_afgebakend;is_er_een_verlaagde_band_aanwez;is_de_verlaagde_band_minimaal_120cm;is_er_een_verkeersbord_rvv_e06_;is_er_op_grotere_parkeerplaatse;limiet;X;Y;LONG;LAT
59;ac9032cf-6d0b-4fe2-8791-564cc9c92686;2020-12-12;2021-02-21;Theresiastraat 13 Den Haag;ja;4;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;ja;Geen limiet;82533.32730899633;455484.74322972493;4.329964223343993;52.082883562013365
60;73bd21a6-6188-4959-8499-1cbfaf0aa86d;2020-12-20;2020-12-20;Westvlietweg 55;nee;2;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;ja;;85134.37600032255;453535.5851049539;4.368304919002895;52.06570099709648
61;c67aa133-4b2e-4834-8978-4c3d43367cc4;2020-12-20;2020-12-20;Ypenburgse Boslaan zwembad;ja;4;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;ja;;86035.4494578789;452128.8585991261;4.381727992359344;52.05317173209715
62;9be0564d-6c0e-420b-8870-2a9b7584ca73;2020-12-20;2020-12-20;Drafbaan winkelcentrum de Parade;ja;1;;nee;;;ja;;Nootdorp ;GM;;;ja;ja;ja;ja;ja;nee;;86738.05403306127;451272.9896916529;4.392141166625414;52.045567044019684
63;a1ad5e39-0fee-4233-8197-03a4a248e000;2020-12-20;2020-12-20;Drafbaan winkelcentrum de Parade;ja;1;;nee;;;ja;;Nootdorp ;GM;;;ja;ja;ja;ja;ja;nee;;86783.5454941485;451222.5695093994;4.392814268385711;52.04511951878553
64;a118c77a-be70-4890-8be0-d88de2a14cea;2020-12-20;2020-12-20;Koningin Julianastraat 54;ja;1;;nee;;;ja;;Nootdorp ;GM;;;ja;ja;ja;ja;ja;nee;;86682.95406658598;451073.8355150858;4.391377890059641;52.043770459873436
65;8b3f59c3-175f-4eb0-8a11-f2fe6436877b;2020-12-20;2020-12-20;Cicerostrook 5 gymzaal ons pca;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;87033.327831946;452935.65996972483;4.396114025312888;52.06054572198309
66;d83b18c9-cf32-4533-8f52-45958b94b8d4;2020-12-20;2020-12-20;Simon Carmiggelthof Winkelcentrum Leidschenveen ;ja;other;5;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;ja;;87395.14169178586;453383.41594953014;4.401300598016323;52.06461396302028
67;09b57fe8-9740-41c5-885b-f0d646b3ad5f;2020-12-20;2021-05-19;Wolga 11 ADO Stadion;ja;3;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;86165.21879922702;453340.9045956377;4.383375430401703;52.06408046210757
68;df2cf01d-aa37-43c4-86e6-301a8ecec1a1;2020-12-20;2020-12-20;Brigantijnlaan Politiebureau Stadsdeelkantoor ;ja;1;;nee;08:00;18:00;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;nee;;86539.10043746178;452273.6089430209;4.389040943338924;52.05453504658509
69;18aee534-13fb-4dac-8ab5-1f752ae65b3a;2020-12-20;2020-12-20;Prinses Catharina-Amaliastraat Station Leidschenveen ;ja;3;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;ja;;86590.28191268462;452373.29327261436;4.389767100837548;52.055437227135386
70;5e63a6b1-4206-42b8-8741-0ae1d1ffa551;2020-12-20;2020-12-20;Laan van Hoornwijk 140;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;Max 2 uur;84851.58811974156;450938.8561481503;4.364714647081724;52.04232868339537
71;749f30cb-3da4-4a6b-8dc5-a7445050519f;2020-12-20;2020-12-20;Laan van Hoornwijk 156 Huisarts Apotheek ;ja;2;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;84890.43482630872;450906.56666800467;4.365287415776635;52.04204341439571
72;3fcaa23f-4702-405d-8843-6b207ffc6598;2020-12-20;2020-12-20;Plesmanlaan 178;ja;2;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;ja;;85074.00935418102;450718.1852686391;4.368001321920486;52.040373628548274
73;58896790-3796-46c5-8711-575d339e7382;2020-12-20;2020-12-20;Laan van kans 11 Sporthal Boswijk;nee;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;nee;;84579.45500916077;451346.9818077856;4.3606645386139204;52.0459619725534
74;ca26120f-16a8-442f-8990-a5887a37eb20;2020-12-22;2020-12-22;Maurits de Brauwweg 18 Oldeslo;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;nee;;80971.219130658;458159.2309338426;4.306597215810105;52.10671178799543
75;5606d497-d8be-4d37-86c2-f092110b8f97;2020-12-22;2020-12-22;Doorniksestraat 150;ja;4;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;80614.74689555465;458174.92585531;4.301391217089242;52.10680502580529
76;3f0986a1-c9d2-4e68-8962-94f32191cc11;2020-12-22;2020-12-22;Doorniksestraat;ja;2;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;80553.30408681768;458245.17594392307;4.3004791315002215;52.107428077840204
77;6c92f43d-3cd0-4690-8b54-8d10c60fbfa7;2020-12-22;2020-12-22;Belgischeplein 38 Hazelhoff;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;nee;nee;;ja;nee;;79909.86727459496;458483.6315909673;4.291035739472493;52.10948405024952
78;a448de63-45c8-4fc0-883a-5bb5d3c85704;2020-12-22;2020-12-22;Stevinsyraat 190;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;79996.17357631681;458645.17946610315;4.292259850908677;52.110947533244335
79;1c108940-9450-4cdb-8fd7-0a7bb0d69d00;2020-12-22;2020-12-22;Amsterdamsestraat 9 Albert Heijn;ja;1;;nee;08:00;22:00;ja;;'s Gravenhage;GM0518;maandag;zondag;ja;ja;nee;nee;ja;nee;;79705.61882414484;458736.9073760728;4.287998655852648;52.1117323931194
80;32103e4d-52a5-425a-81c6-cab94d617d0b;2020-12-22;2020-12-22;Geversdeynootplein 136 Kurhaus Strand;nee;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;nee;;79284.43927326832;458848.51008730545;4.281826239080223;52.1126778437307
81;7ed868fe-64b5-4bb3-8817-b8542bd7ea40;2020-12-22;2020-12-22;Circusplein 4 Circustheater;ja;4;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;nee;ja;;ja;nee;;79370.45696357595;458701.9156709997;4.283114344319142;52.11137221887213
82;f16453e1-2adc-4cd7-8a25-b350d35906bc;2020-12-22;2021-02-24;Pellenaerstraat 2 Strand;ja;2;;nee;09:00;22:00;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;79060.96178038097;458639.07639873656;4.278610949967408;52.110765110340544
83;29082bc9-d1b6-4f8d-8d57-e36d4693c55a;2020-12-22;2020-12-22;Marcellisstraat 200 ;ja;1;;nee;09:00;18:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;nee;nee;ja;nee;;79044.12032777154;458217.09492647037;4.27845922038695;52.106970606890954
84;d6c483fc-280c-4329-822d-e9f9de565ffb;2020-12-22;2020-12-22;Seinpostraat 149 Sporthal;ja;3;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;nee;;79401.004589757;458127.687471317;4.283687647742646;52.10621600994184
85;2a744858-cffb-4b02-82db-611481028149;2020-12-23;2021-02-17;Carolina van Nassaustraat 25 WTC;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;82997.71009829082;455156.36098472704;4.33680746435392;52.07999303543501
86;0cf9d024-b645-45b0-861c-307326d81f45;2020-12-23;2020-12-23;Carolina van Nadsaustraat 51 Beatrix mindzorg;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;nee;;83052.05048113558;455073.76812771766;4.337617491476068;52.079257851788554
87;08ae88dd-474e-40a5-8e70-910fd976b7ea;2020-12-23;2021-02-17;Ijsclubweg 5;ja;2;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;Va 01-03 t/m 30-09 08:00 - 22:00 01-10 t/m 29-02 10:00 -16:00;83785.21584238576;455519.89648641663;4.3482181820163675;52.08336190711585
88;2d0e0b0a-d858-42ad-8d70-69320b8511af;2020-12-23;2020-12-23;Loudonstraat 95 Stadsdeelkantoor;nee;1;;nee;08:00;14:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;nee;nee;;ja;nee;;83661.33206729907;455818.5722230822;4.346348603042401;52.08603010709941
89;fdbde0a6-4639-4298-8a53-ea28c9322656;2020-12-23;2020-12-23;Loudonstraat 118 medisch centrum Loudon;nee;2;;nee;07:00;18:00;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;83689.65218559993;455862.3433610819;4.346752586072776;52.08642711909673
90;03baff9b-2854-442e-8911-d6f940a115d7;2020-12-23;2020-12-23;Tarwekamp 7;ja;1;;nee;09:00;18:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;nee;nee;;ja;nee;;84144.09993279653;456114.1845238692;4.353329828492023;52.08874872252374
91;8258a9bd-835d-431b-80f9-5cec522a8db2;2020-12-23;2021-02-21;Ivoorhorst 155 Wijkcentrum Mariahoeve ;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;;ja;ja;ja;ja;nee;;84222.48178920885;456320.52924736356;4.354430509268372;52.09061313593279
92;90ff3078-a7e3-4cb3-82fd-a93aeaebf816;2020-12-23;2021-02-21;Het kleine Loo 364 Winkelcentrum;ja;1;;nee;08:00;17:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;nee;nee;;ja;nee;;84422.32347103878;456423.14129568834;4.357324872873441;52.09156080906215
