OBJECTID,Match_addr,X,Y,Hoofdcategorie,Categorie,Naam,Internet,Adres,Postcode,Plaats,GlobalID
342,"Industrieweg 42, 8061 RB Hasselt",6.08823900000002,52.585227,Sportvoorzieningen,Sportscholen en Fitnesscentra,Sportland Hasselt,http://www.sportlandhasselt.nl,Industrieweg 42,8061 RB,Hasselt,c2e69886-146b-47a3-ba7f-ad149a9db0de
343,"De Zwanebloem 41, 8064 HK Zwartsluis",6.07217400000002,52.646562,Sportvoorzieningen,Sportscholen en Fitnesscentra,Sportschool Cisca Zwartsluis,http://www.sportschoolcisca.nl,De Zwanebloem 41,8064 HK,Zwartsluis,67dd8e21-e344-4565-8227-01e5c47e9a78
344,"Sisalstraat 60, 8281 JK Genemuiden",6.06322349999999,52.617033,Sportvoorzieningen,Sportscholen en Fitnesscentra,Wellness Center Zwartewaterland Genemuiden,http://www.wellnesszwartewater.nl,Sisalstraat 60,8281 JK,Genemuiden,ec3c7d80-a297-4e29-be5e-94b4ce0c3610
345,"Verenigingstraat 4, 8012 BC Zwolle",6.102666,52.504866,Sportvoorzieningen,Steppen,Stepteam Selles-Kamperzeedijk - SWO,http://www.stepteamkamperzeedijk.nl,Verenigingstraat 4,8012 BC,Zwolle,072f26f8-25e2-4b0a-b084-7fe6dd78228a
346,"Buiten de Enkpoort 5, 8061 HR Hasselt",6.0949215,52.588476,Sportvoorzieningen,Tafeltennis,TTV Hasselt,,Buiten de Enkpoort 5,8061 HR,Hasselt,62cdccc2-eebb-4689-aa41-5a5ef1cb8f87
347,"Grutto 1, 8281 ES Genemuiden",6.04806300000001,52.622109,Sportvoorzieningen,Tafeltennis,Tafeltennisvereniging G T C,http://www.gtc.today,Grutto 1-3,8281 ES,Genemuiden,001d3715-5e53-45bf-935c-a16122402d2c
348,"De Parnassia 12, 8064 HA Zwartsluis",6.08013450000001,52.646112,Sportvoorzieningen,Tennis,Lawn Tennis Vereniging Zwartsluis,,Parnassia 12,8064 HA,Zwartsluis,10fcaba3-6142-459b-a57d-0edbe687cfe7
349,"Sikkel 1, 8061 MD Hasselt",6.099255,52.597089,Sportvoorzieningen,Tennis,Tennisclub Hasselt,http://www.tennisclubhasselt.nl,Sikkel 1,8061 MD,Hasselt,39e8f77e-9ccc-46e8-9fb6-ac7c03bf508e
350,"Sportlaan & Prins Clausstraat, 8281 Genemuiden",6.04101149999999,52.616637,Sportvoorzieningen,Tennis,Tennisvereniging 't Eerste Wittien,http://www.eerstewittien.nl,Park: hoek Sportlaan / Pr. Clausstraat 2-A,,Genemuiden,3f6ebe95-19b3-475f-b5b6-2b7df53ee26b
351,"Sportlaan 1, 8281 CM Genemuiden",6.04066950000001,52.618464,Sportvoorzieningen,Tennisbanen,Tenniscomplex 't Eerste Wittien,http://www.eerstewittien.nl/,Sportlaan 1,8281 CM,Genemuiden,da1c3cc2-336f-4f6c-adc2-ed88844fe60f
352,"De Parnassia 12, 8064 HA Zwartsluis",6.08013450000001,52.646112,Sportvoorzieningen,Tennisbanen,Tennispark Lawn Tennis Vereniging Zwartsluis - LTVZ,http://www.ltv-zwartsluis.nl,De Parnassia 12,8064 HA,Zwartsluis,409aeec5-8b9b-4800-adc6-770713e4b15a
353,"Sikkel 1, 8061 MD Hasselt",6.099255,52.597089,Sportvoorzieningen,Tennisbanen,Tennispark ‘De Vlegel’ Hasselt,,Sikkel 1,8061 MD,Hasselt,d6b10710-3113-49b9-ab91-544b3bbd016d
354,Multifunctioneel Centrum de Baron,6.45785995051707,52.6026200183219,Sportvoorzieningen,Vecht- en Zelfverdedigingssport,Kojinsei Karatedo Genemuiden,,Multifunctioneel Centrum d'Overtoom,,Genemuiden,9075463e-6fee-4132-a717-0367ac5646d5
355,"Cingellanden 1, 8064 DC Zwartsluis",6.07938300000001,52.644573,Sportvoorzieningen,Voetbal,Sportvereniging DESZ,http://www.desz.nl,Cingellanden 1,8064 DC,Zwartsluis,5f657dad-d260-4b08-be67-5d471b0ad128
356,"Burg Malcorpslaan 5, 8061 AG Hasselt",6.0971625,52.595289,Sportvoorzieningen,Voetbal,Voetbalvereniging Olympia '28,http://www.olympia28.nl,Burg Malcorpslaan 5,8061 AG,Hasselt,edf1f261-660f-448b-9a9e-f2af5cd43994
357,"Het Oude Diep 7, 8064 PN Zwartsluis",6.08656050000002,52.644015,Sportvoorzieningen,Watersport,Sloeproeivereniging Zwarte Water,http://www.zwarte-water.nl,Oudediep 7,8064 PN,Zwartsluis,621e9a85-fcc2-44cc-a425-d93d855a9bce
358,"De Vleugel 2, 8064 GE Zwartsluis",6.07419000000002,52.637733,Sportvoorzieningen,Watersport,Watersportvereniging Zwartsluis,,De Vleugel 2,8064 GE,Zwartsluis,2118882e-637d-4055-b46a-99d2cc4f1c4f
359,"Prinsenstraat 24, 8061 ZC Hasselt",6.10444799999999,52.588305,Sportvoorzieningen,Zaalvoetbal,Zaalvoetbalvereniging Hasselt,http://www.zaalvoetbalhasselt.nl,Prinsenstraat 24,8061 ZC,Hasselt,60a13d25-973e-4d99-af0e-1249a27491c5
360,"Veerweg 2, 8061 RA Hasselt",6.086502,52.588656,Sportvoorzieningen,Zwembaden,Ariën Prins van Wijngaardenbad Hasselt,http://www.zwembaden-zwartewaterland.nl,Veerweg 2,8061 RA,Hasselt,4dc63345-a108-4e56-a4fd-ef153028fef3
361,"Prins Clausstraat 2b, 8281 DC Genemuiden",6.04089450000001,52.616421,Sportvoorzieningen,Zwembaden,Overdekt Zwembad Bestevaer,http://www.zwembaden-zwartewaterland.nl,Prins Clausstraat 2-B,8281 DC,Genemuiden,19411191-5a80-4880-baa6-e39f132392d9
362,"Julianastraat 24a, 8064 CD Zwartsluis",6.06762000000001,52.644087,Sportvoorzieningen,Zwembaden,Zwembad de Kragge,http://www.zwembaden-zwartewaterland.nl,Julianastraat 24-A,8064 CD,Zwartsluis,5481f3f0-4ea3-4d40-8674-08f9e6431502
363,"Prins Clausstraat 2b, 8281 DC Genemuiden",6.04089450000001,52.616421,Sportvoorzieningen,Zwemmen,Zwem- en reddingsbrigade Hasselt,,Prins Clausstraat 2b,8281 DC,Genemuiden,2e116b10-b6bb-4051-9979-19f48707c824
364,"Veerweg 2, 8061 RA Hasselt",6.086502,52.588656,Sportvoorzieningen,Zwemmen,Zwem- en reddingsbrigade Hasselt,,Veerweg 2,8061 RA,Hasselt,7f05403b-5c0c-45ae-8adb-330042558b35
365,Genemuiden,6.04238000000004,52.6227900000001,Sportvoorzieningen,Zwemmen,Zwemvereniging & Reddingsbrigade Zwartewater Ratten Hasselt,http://www.reddingsbrigade-zrh.nl,Zwembad Hasselt (zomer) en Zwembad Genemuiden (Winter),,,38712d41-bfbd-43b4-972c-f61a80d2ed60
366,"Ratelaar 43, 8281 KZ Genemuiden",6.03120150000001,52.627077,Sportvoorzieningen,Zwemmen,Zwemvereniging De Eerste Kolk,http://www.dekgenemuiden.com,Ratelaar 43,8281 KZ,Genemuiden,6c75273c-2c6d-4582-ab5f-7a2febbe246c
